
[00:00:00.000 --> 00:00:04.000]  讓我們專心聆聽一段上帝的話語
[00:00:04.000 --> 00:00:11.600]  記載在哥倫多後書第五章一至十節
[00:00:11.600 --> 00:00:13.200]  經文這樣說
[00:00:13.200 --> 00:00:16.400]  我們原知道
[00:00:16.400 --> 00:00:20.000]  我們這地上的帳棚若拆毀了
[00:00:20.000 --> 00:00:21.800]  必得神所造
[00:00:21.800 --> 00:00:25.800]  不是人手所造在天上永存的房屋
[00:00:25.800 --> 00:00:29.400]  我們在這帳棚裡嘆息
[00:00:30.200 --> 00:00:33.200]  心想得那從天上來的房屋
[00:00:33.200 --> 00:00:35.400]  好像穿上衣服
[00:00:35.400 --> 00:00:37.600]  倘若穿上
[00:00:37.600 --> 00:00:41.800]  被遇見的時候就不至於赤身了
[00:00:41.800 --> 00:00:47.000]  我們在這帳棚裡嘆息勞苦
[00:00:47.000 --> 00:00:50.000]  並非願意脫下這個
[00:00:50.000 --> 00:00:53.000]  乃是願意穿上那個
[00:00:53.000 --> 00:00:55.200]  好叫這必死的
[00:00:55.200 --> 00:00:57.400]  被生命吞滅了
[00:00:58.600 --> 00:00:59.600]  為此
[00:00:59.600 --> 00:01:01.800]  培植我們的就是神
[00:01:01.800 --> 00:01:05.600]  他又賜給我們聖靈作憑據
[00:01:05.600 --> 00:01:07.400]  所以
[00:01:07.400 --> 00:01:10.400]  我們時常坦然無懼
[00:01:10.400 --> 00:01:11.800]  並且曉得
[00:01:11.800 --> 00:01:16.000]  我們住在身內便與主相離
[00:01:16.000 --> 00:01:19.400]  因我們行事為人
[00:01:19.400 --> 00:01:21.000]  是憑著信心
[00:01:21.000 --> 00:01:23.400]  不是憑著眼見
[00:01:23.400 --> 00:01:25.800]  我們坦然無懼
[00:01:26.200 --> 00:01:28.600]  是更願意離開身體
[00:01:28.600 --> 00:01:30.600]  與主同住
[00:01:30.600 --> 00:01:32.400]  所以
[00:01:32.400 --> 00:01:34.800]  無論是住在身內
[00:01:34.800 --> 00:01:36.800]  離開身外
[00:01:36.800 --> 00:01:39.000]  我們納了志向
[00:01:39.000 --> 00:01:40.800]  要得主的喜悅
[00:01:40.800 --> 00:01:46.800]  因為我們眾人必要在基督台前顯露出來
[00:01:46.800 --> 00:01:50.200]  叫各人按著本身所行的
[00:01:50.200 --> 00:01:53.200]  或善或惡受報
[00:01:53.800 --> 00:01:57.400]  我們恭請梁家騮牧師來到我們當中宣講
[00:01:57.400 --> 00:02:00.400]  講題是《至詐人生的盼望》
[00:02:00.400 --> 00:02:05.400]  各位弟兄姊妹
[00:02:05.400 --> 00:02:07.800]  在這個星期和下個星期
[00:02:07.800 --> 00:02:09.000]  接連兩個星期
[00:02:09.000 --> 00:02:11.600]  我們都會繼續看哥倫多後書
[00:02:11.600 --> 00:02:13.000]  那麼
[00:02:13.000 --> 00:02:15.800]  我就找回一些紀錄
[00:02:15.800 --> 00:02:19.000]  其實這一篇和下一篇
[00:02:19.000 --> 00:02:21.200]  我在好幾年前
[00:02:21.200 --> 00:02:24.600]  曾經作為獨立篇章和大家講過
[00:02:24.600 --> 00:02:26.600]  最少我們講過這段經文
[00:02:26.600 --> 00:02:28.000]  所以今天
[00:02:28.000 --> 00:02:29.800]  你會聽到一些信息
[00:02:29.800 --> 00:02:31.800]  好像很熟悉似的
[00:02:31.800 --> 00:02:32.800]  不過
[00:02:32.800 --> 00:02:34.400]  因為我們現在是
[00:02:34.400 --> 00:02:38.200]  一卷書順著來講
[00:02:38.200 --> 00:02:40.600]  整卷哥倫多後書來看
[00:02:40.600 --> 00:02:43.800]  我想我們連繫上下文
[00:02:43.800 --> 00:02:46.800]  可能我們都會看到不同的東西
[00:02:46.800 --> 00:02:47.800]  並且
[00:02:48.400 --> 00:02:54.200]  我對大家不是有很大的期望
[00:02:54.200 --> 00:02:55.800]  幾年前聽過的東西
[00:02:55.800 --> 00:02:57.400]  你們大概都不記得了
[00:02:57.400 --> 00:02:59.400]  都是當新的來聽的
[00:02:59.400 --> 00:03:01.200]  每早都是新的
[00:03:01.200 --> 00:03:03.800]  《至詐人生的盼望》
[00:03:03.800 --> 00:03:06.200]  哥倫多後書
[00:03:06.200 --> 00:03:08.600]  一個中心的信息是
[00:03:08.600 --> 00:03:11.600]  因著天上屬靈的事實
[00:03:11.600 --> 00:03:15.600]  保羅興翰人間的遭遇
[00:03:17.800 --> 00:03:20.400]  哥倫多頂子妹挑戰保羅
[00:03:20.400 --> 00:03:23.200]  講他的賣相
[00:03:23.200 --> 00:03:24.200]  他的現實
[00:03:24.200 --> 00:03:27.600]  和他所傳講的信仰不相稱
[00:03:27.600 --> 00:03:29.800]  講他人間的際遇
[00:03:29.800 --> 00:03:33.000]  和他所講的福音不相稱
[00:03:33.000 --> 00:03:34.800]  保羅於是說
[00:03:34.800 --> 00:03:39.400]  有些事情不是今天我們就可以兌現
[00:03:39.400 --> 00:03:41.600]  我們是懷著盼望
[00:03:41.600 --> 00:03:44.400]  去指向將來才兌現
[00:03:44.400 --> 00:03:46.200]  那就是說
[00:03:46.200 --> 00:03:47.600]  今天沒有了
[00:03:47.600 --> 00:03:48.800]  全部都是將來的東西
[00:03:48.800 --> 00:03:49.600]  又不是
[00:03:49.600 --> 00:03:50.800]  今天我們是
[00:03:50.800 --> 00:03:57.000]  兩個世界同時夾纏在我們中間
[00:03:57.000 --> 00:03:59.200]  信仰不只是指向將來的
[00:03:59.200 --> 00:04:00.200]  只是未來的東西
[00:04:00.200 --> 00:04:01.600]  那就今天浪費了
[00:04:01.600 --> 00:04:02.800]  等運到這樣
[00:04:02.800 --> 00:04:03.400]  不是
[00:04:03.400 --> 00:04:07.600]  今天已經有真實的一面在我們的生活裡面
[00:04:07.600 --> 00:04:09.400]  所以保羅就強調
[00:04:09.400 --> 00:04:11.600]  他是憑信心
[00:04:11.600 --> 00:04:13.400]  不憑眼見
[00:04:13.400 --> 00:04:15.800]  他說那些看不到的東西
[00:04:15.800 --> 00:04:18.400]  比那些看到的東西更加重要
[00:04:18.400 --> 00:04:21.800]  我們是腳踏兩個世界
[00:04:21.800 --> 00:04:24.600]  你記得他前段講到
