
[00:00:00.000 --> 00:00:28.400]  經文化及文化局局長
[00:00:28.400 --> 00:00:33.200]  利未記十九章三十二節
[00:00:33.200 --> 00:00:37.960]  在白髮的人面前
[00:00:37.960 --> 00:00:40.240]  你要站起來
[00:00:40.240 --> 00:00:43.320]  也要尊敬老人
[00:00:43.320 --> 00:00:46.800]  又要敬畏你的神
[00:00:46.800 --> 00:00:49.720]  我是耶和華
[00:00:49.720 --> 00:00:55.840]  詩篇七十一篇九節
[00:00:57.120 --> 00:00:59.240]  「我年老的時候
[00:00:59.240 --> 00:01:02.400]  求祢不要丟棄我
[00:01:02.400 --> 00:01:06.400]  我力氣衰弱的時候
[00:01:06.400 --> 00:01:10.240]  求祢不要離棄我」
[00:01:10.240 --> 00:01:14.600]  詩篇七十一篇十八節
[00:01:14.600 --> 00:01:20.160]  「神啊!我到年老發白的時候
[00:01:20.160 --> 00:01:23.840]  求祢不要離棄我
[00:01:24.920 --> 00:01:28.720]  讓我將祢的能力指示下代
[00:01:28.720 --> 00:01:34.640]  將祢的大能指示後世的人」
[00:01:34.640 --> 00:01:41.040]  真言二十章二十九節
[00:01:41.040 --> 00:01:46.040]  「強壯乃少年人的榮耀
[00:01:46.040 --> 00:01:51.640]  白髮為老年人的尊榮」
[00:01:51.640 --> 00:01:53.640]  (十二節)
[00:01:53.640 --> 00:02:03.160]  等子妹子女平安
[00:02:03.160 --> 00:02:08.440]  剛才長者詩班和我們一同唱的一首詩歌
[00:02:08.440 --> 00:02:09.960]  不知道大家覺得如何
[00:02:09.960 --> 00:02:11.120]  很輕快
[00:02:11.120 --> 00:02:14.360]  勾起了我以前在教會團契
[00:02:14.360 --> 00:02:16.760]  很喜歡唱的一首詩歌
[00:02:16.760 --> 00:02:19.200]  我想問在座當中
[00:02:19.200 --> 00:02:21.640]  有沒有長者以下的
[00:02:21.640 --> 00:02:23.000]  請你舉手
[00:02:23.000 --> 00:02:25.000]  長者以下
[00:02:25.000 --> 00:02:27.320]  這麼少的嗎?
[00:02:27.320 --> 00:02:29.520]  每個都長者嗎?
[00:02:29.520 --> 00:02:32.280]  長者以下的請你站起來
[00:02:32.280 --> 00:02:34.800]  請你站起來
[00:02:34.800 --> 00:02:38.080]  在白髮人的面前
[00:02:38.080 --> 00:02:40.280]  你要站起來
[00:02:40.280 --> 00:02:44.320]  我們要向在座當中的長者鼓掌
[00:02:44.320 --> 00:02:47.600]  (掌聲)
[00:02:47.600 --> 00:02:48.600]  好
[00:02:48.600 --> 00:02:50.120]  請坐
[00:02:50.120 --> 00:02:51.400]  請坐
[00:02:51.400 --> 00:02:56.720]  這是聖經教導
[00:02:56.720 --> 00:02:59.680]  剛才李美記跟我們說的
[00:02:59.680 --> 00:03:03.520]  但很多時候在現實生活中
[00:03:03.520 --> 00:03:05.160]  未必是這樣
[00:03:05.160 --> 00:03:08.120]  特別是在繁忙的香港
[00:03:08.120 --> 00:03:10.320]  我們每天上班
[00:03:10.320 --> 00:03:13.120]  當大家在紅綠燈頒馬獻的時候
[00:03:13.120 --> 00:03:15.800]  很心急要過馬路
[00:03:15.800 --> 00:03:17.800]  趕著上班的時候
[00:03:17.800 --> 00:03:20.000]  綠燈一轉的時候
[00:03:20.000 --> 00:03:21.800]  大家一起急步走
[00:03:21.800 --> 00:03:24.000]  誰知前面有一個
[00:03:24.000 --> 00:03:25.600]  有一個婆婆
[00:03:25.600 --> 00:03:26.960]  伯伯
[00:03:26.960 --> 00:03:30.000]  他動著拐杖左右搖擺的時候
[00:03:30.000 --> 00:03:31.000]  你的心會怎樣?
[00:03:31.000 --> 00:03:32.200]  會否說
[00:03:32.200 --> 00:03:33.720]  「阻礙著」
[00:03:33.720 --> 00:03:37.120]  如果旁邊的年青人
[00:03:37.120 --> 00:03:38.400]  大家鼓掌
[00:03:38.400 --> 00:03:40.800]  當你看到這樣的情景的時候
[00:03:40.800 --> 00:03:42.800]  你的心裡是怎樣呢?
[00:03:42.800 --> 00:03:46.000]  會否有些不屑
[00:03:46.000 --> 00:03:49.200]  為何對老人家這麼不尊重呢?
[00:03:49.200 --> 00:03:51.800]  你走慢一點
[00:03:51.800 --> 00:03:55.200]  又或者在排隊
[00:03:55.200 --> 00:03:57.400]  今早真的在排隊買早餐
[00:03:57.400 --> 00:03:59.800]  前面有一個上行者
[00:03:59.800 --> 00:04:01.800]  他不是很掌的長者
[00:04:01.800 --> 00:04:03.800]  在那裡等很久
[00:04:03.800 --> 00:04:04.800]  左一間 右一間
[00:04:04.800 --> 00:04:05.800]  旁邊有一個
[00:04:05.800 --> 00:04:08.200]  其實他也是差不多的長者
[00:04:08.200 --> 00:04:09.000]  不過他又說
[00:04:09.000 --> 00:04:10.200]  「阻礙著了」
[00:04:10.200 --> 00:04:12.600]  「你看後面排了十多二十人」
[00:04:12.800 --> 00:04:14.800]  「其實後面只有六七人」
[00:04:14.800 --> 00:04:17.000]  他也是這樣說
[00:04:17.000 --> 00:04:21.800]  我們會否嫌老人家步伐慢呢?
[00:04:21.800 --> 00:04:23.800]  他們想事情要想很久
[00:04:23.800 --> 00:04:27.200]  當我預備這篇信息的時候
[00:04:27.200 --> 00:04:30.600]  我腦海裡也浮現了這些情景
[00:04:30.600 --> 00:04:32.200]  有時候我會去反省一下
[00:04:32.200 --> 00:04:36.000]  我會犯了這些毛病
[00:04:36.000 --> 00:04:37.000]  這些錯誤
[00:04:37.000 --> 00:04:40.200]  實在我們很需要上帝來憐憫我們
[00:04:40.200 --> 00:04:41.800]  在長者主日裡
[00:04:42.000 --> 00:04:45.000]  讓我們更新對長者的態度
[00:04:45.000 --> 00:04:47.600]  其實我自己也步入長者的
[00:04:47.600 --> 00:04:50.000]  上行者的年齡裡
[00:04:50.000 --> 00:04:54.000]  雖然未至於很緩慢的步伐
[00:04:54.000 --> 00:04:56.000]  但上帝給我一個恩典
[00:04:56.000 --> 00:04:58.000]  可以在教會裡
[00:04:58.000 --> 00:05:00.000]  一同來服侍大家
[00:05:00.000 --> 00:05:01.800]  特別是上行者牧區
[00:05:01.800 --> 00:05:03.400]  和長者部
[00:05:03.400 --> 00:05:06.800]  一同來服侍
[00:05:06.800 --> 00:05:09.200]  我們又回過頭來說
[00:05:09.200 --> 00:05:13.200]  不知道大家對「老」有什麼定義
[00:05:13.200 --> 00:05:15.200]  或者怎樣才算「老」呢?
[00:05:15.200 --> 00:05:17.200]  很多時候
[00:05:17.200 --> 00:05:21.200]  我們會從社會學的角度來看
[00:05:21.200 --> 00:05:24.200]  人的生理變化
[00:05:24.200 --> 00:05:27.200]  可能身體會有多病
[00:05:27.200 --> 00:05:31.600]  身體的機能會退化
[00:05:31.600 --> 00:05:34.600]  甚至我們說回功能
[00:05:34.600 --> 00:05:36.200]  很多事情
[00:05:36.200 --> 00:05:38.200]  因為年齡的時候
[00:05:38.200 --> 00:05:40.600]  社會的角色要我們轉變
[00:05:40.600 --> 00:05:42.600]  可能還可以繼續做
[00:05:42.600 --> 00:05:44.200]  多做幾年就做
[00:05:44.200 --> 00:05:45.200]  但結果
[00:05:45.200 --> 00:05:47.600]  社會的功能
[00:05:47.600 --> 00:05:50.200]  可能要退下來
[00:05:50.200 --> 00:05:53.000]  另外醫學
[00:05:53.000 --> 00:05:54.600]  我想大家都知道
[00:05:54.600 --> 00:05:57.000]  發展得很快
[00:05:57.000 --> 00:06:00.200]  甚至有生物老齡醫學
[00:06:00.200 --> 00:06:04.200]  去探索關於生物衰老的過程
[00:06:04.200 --> 00:06:05.600]  去研究一下
[00:06:05.600 --> 00:06:09.400]  人怎樣可以延長壽命
[00:06:09.400 --> 00:06:13.400]  甚至會在衰老上減慢
[00:06:13.400 --> 00:06:15.400]  這個我想大家都很喜歡
[00:06:15.400 --> 00:06:17.800]  去追求長壽
[00:06:17.800 --> 00:06:21.200]  但人就想長壽
[00:06:21.200 --> 00:06:22.200]  不想老
[00:06:22.200 --> 00:06:23.200]  大家想不想?
[00:06:23.200 --> 00:06:25.800]  我想這是現代人
[00:06:25.800 --> 00:06:27.600]  在我們現代社會裏面
[00:06:27.600 --> 00:06:30.600]  對於在老齡化裏面
[00:06:30.600 --> 00:06:32.600]  其中一個很矛盾
[00:06:32.600 --> 00:06:34.200]  和很有張力的
[00:06:34.200 --> 00:06:36.600]  這種情況
[00:06:36.600 --> 00:06:38.600]  在很久之前
[00:06:38.600 --> 00:06:39.600]  在峇里島裏面
[00:06:39.600 --> 00:06:41.600]  有一個很古老的傳說
[00:06:41.600 --> 00:06:45.600]  他說在那裏有一個很遙遠的山區
[00:06:45.600 --> 00:06:49.600]  村裏面住了很多村民
[00:06:49.600 --> 00:06:51.000]  整條村在那裏
[00:06:51.000 --> 00:06:52.600]  但他們有個習俗
[00:06:52.600 --> 00:06:55.600]  他們常常把老人
[00:06:55.600 --> 00:06:57.600]  一去到那個階段
[00:06:57.600 --> 00:07:02.200]  就把他們獻祭給神明
[00:07:02.200 --> 00:07:04.200]  久而久之
[00:07:04.200 --> 00:07:06.200]  結果那條村裏面
[00:07:06.200 --> 00:07:08.200]  一個老人家都沒有
[00:07:08.200 --> 00:07:10.200]  文化傳統
[00:07:10.200 --> 00:07:13.200]  那些智慧都漸漸消失
[00:07:13.200 --> 00:07:15.200]  後來這班人
[00:07:15.200 --> 00:07:18.200]  他們很想做一些事
[00:07:18.200 --> 00:07:19.200]  要團結一下
[00:07:19.200 --> 00:07:22.200]  想起一間很大的屋
[00:07:22.200 --> 00:07:25.200]  但發覺他們把木材都砍了下來
[00:07:25.200 --> 00:07:28.200]  結果他們不知道怎樣分木材
[00:07:28.200 --> 00:07:29.200]  頭和尾
[00:07:29.200 --> 00:07:31.800]  分出來去建屋
[00:07:31.800 --> 00:07:33.800]  因為亂建
[00:07:33.800 --> 00:07:36.800]  可能結構不穩固
[00:07:36.800 --> 00:07:37.800]  會不會漏水
[00:07:37.800 --> 00:07:39.200]  這些都有問題
[00:07:39.200 --> 00:07:41.200]  他們想辦法怎樣解決
[00:07:41.200 --> 00:07:43.200]  因為他們知道
[00:07:43.200 --> 00:07:45.200]  應該是老人家很有經驗
[00:07:45.200 --> 00:07:46.200]  但他們沒有
[00:07:46.200 --> 00:07:48.200]  怎樣呢
[00:07:48.200 --> 00:07:51.200]  有一個年輕人跟他們說
[00:07:51.200 --> 00:07:55.200]  如果你們不把老人家
[00:07:55.200 --> 00:07:58.200]  獻祭給神明
[00:07:58.200 --> 00:08:02.200]  我就會幫你想辦法解決這個問題
[00:08:02.200 --> 00:08:05.200]  你猜他怎樣解決問題呢
[00:08:05.200 --> 00:08:09.200]  他終於在家裏
[00:08:09.200 --> 00:08:12.200]  把老人家帶出來
[00:08:12.200 --> 00:08:16.200]  給父老和村民看
[00:08:16.200 --> 00:08:19.200]  原來當這些事發生的時候
[00:08:19.200 --> 00:08:23.200]  他就把祖父收藏得很隱蔽
[00:08:23.200 --> 00:08:26.200]  結果這位老人家出來之後
[00:08:26.200 --> 00:08:29.200]  就告訴他們怎樣分辨木材
[00:08:29.200 --> 00:08:30.200]  頭和尾
[00:08:30.200 --> 00:08:34.200]  於是就建了一間很穩固的大屋
[00:08:34.200 --> 00:08:38.200]  甚至長者都把他們的傳統智慧
[00:08:38.200 --> 00:08:39.200]  人生歷練
[00:08:39.200 --> 00:08:41.200]  分享給一班村民
[00:08:41.200 --> 00:08:43.200]  結果那班村民
[00:08:43.200 --> 00:08:47.200]  維持了大家彼此良好關係
[00:08:47.200 --> 00:08:48.200]  互助互愛
[00:08:48.200 --> 00:08:52.200]  對長者有一種新的體會
[00:08:52.200 --> 00:08:54.200]  對他們尊敬有加
[00:08:54.200 --> 00:08:58.200]  有研究推算到2036年
[00:08:58.200 --> 00:09:01.200]  每四個人就有一個長者
[00:09:01.200 --> 00:09:04.200]  在座當中的剛才站起來的
[00:09:04.200 --> 00:09:07.200]  十多年後可能輪到你了
[00:09:07.200 --> 00:09:13.200]  趁著我們還沒有加入長者行列之前
[00:09:13.200 --> 00:09:15.200]  其實我們要學習一下
[00:09:15.200 --> 00:09:17.200]  認識老年那種狀況
[00:09:17.200 --> 00:09:20.200]  從而擁抱老年
[00:09:20.200 --> 00:09:22.200]  繼而進入敬老
[00:09:22.200 --> 00:09:24.200]  愛老 護老
[00:09:24.200 --> 00:09:26.200]  甚至可以樹立一個榜樣
[00:09:26.200 --> 00:09:30.200]  幫助一些一直成長階段的人
