
[00:00:00.000 --> 00:00:02.800]  今日要讀的經文是
[00:00:02.800 --> 00:00:09.000]  路加福音第24章13至35節
[00:00:09.000 --> 00:00:15.000]  聖經新約第121至122頁
[00:00:15.000 --> 00:00:20.000]  這裡記載了兩個耶穌的門徒
[00:00:20.000 --> 00:00:25.000]  在二馬五師的路上的一些描述
[00:00:27.000 --> 00:00:32.000]  路加福音第24章第13節
[00:00:32.000 --> 00:00:40.000]  正當那日門徒中有兩個人往一個村子去
[00:00:40.000 --> 00:00:45.000]  這村子名叫二馬五師
[00:00:45.000 --> 00:00:49.000]  離耶路撒冷約有二十五里
[00:00:49.000 --> 00:00:55.000]  他們彼此談論所遇見的這一切事
[00:00:56.000 --> 00:00:59.000]  正談論相問的時候
[00:00:59.000 --> 00:01:05.000]  耶穌親自就近他們和他們同行
[00:01:05.000 --> 00:01:09.000]  只是他們的眼睛迷糊了
[00:01:09.000 --> 00:01:11.000]  不認識他
[00:01:11.000 --> 00:01:14.000]  耶穌對他們說
[00:01:14.000 --> 00:01:19.000]  你們走路彼此談論的是什麼事呢?
[00:01:19.000 --> 00:01:25.000]  他們就站著臉上戴著袖蓉
[00:01:25.000 --> 00:01:31.000]  二人中有一個名叫格留巴的回答說
[00:01:31.000 --> 00:01:34.000]  你做耶路撒冷作客
[00:01:34.000 --> 00:01:39.000]  還不知道這幾天在哪裡所出的事嗎?
[00:01:39.000 --> 00:01:41.000]  耶穌說
[00:01:41.000 --> 00:01:43.000]  什麼事呢?
[00:01:43.000 --> 00:01:44.000]  他們說
[00:01:44.000 --> 00:01:48.000]  就是拿撒勒人耶穌的事
[00:01:48.000 --> 00:01:51.000]  他是個先知
[00:01:51.000 --> 00:01:54.000]  在神和百姓面前
[00:01:54.000 --> 00:01:58.000]  說話行事都有大能
[00:01:58.000 --> 00:02:02.000]  祭司長和我們的官府
[00:02:02.000 --> 00:02:04.000]  竟把他戒去
[00:02:04.000 --> 00:02:06.000]  定了死罪
[00:02:06.000 --> 00:02:08.000]  釘在十字架上
[00:02:08.000 --> 00:02:12.000]  但我們素來所盼望
[00:02:12.000 --> 00:02:15.000]  要贖以色列民的就是他
[00:02:15.000 --> 00:02:17.000]  不但如此
[00:02:17.000 --> 00:02:20.000]  而且這是成就
[00:02:20.000 --> 00:02:22.000]  現在已經三天了
[00:02:23.000 --> 00:02:24.000]  再者
[00:02:24.000 --> 00:02:29.000]  我們中間有幾個婦女使我們驚奇
[00:02:29.000 --> 00:02:33.000]  她們清早到了墳墓那裡
[00:02:33.000 --> 00:02:35.000]  不見她的身體
[00:02:35.000 --> 00:02:38.000]  就回來告訴我們
[00:02:38.000 --> 00:02:42.000]  說看見了天使顯現
[00:02:42.000 --> 00:02:44.000]  說她活了
[00:02:44.000 --> 00:02:49.000]  又有我們的幾個人往墳墓那裡去
[00:02:49.000 --> 00:02:53.000]  所遇見的正如婦女們所說的
[00:02:53.000 --> 00:02:57.000]  只是沒有看見她
[00:02:57.000 --> 00:03:00.000]  耶穌對她們說
[00:03:00.000 --> 00:03:02.000]  無知的人啊
[00:03:02.000 --> 00:03:05.000]  先知所說的一切話
[00:03:05.000 --> 00:03:09.000]  你們的心信得太遲鈍了
[00:03:09.000 --> 00:03:12.000]  基督這樣受苦
[00:03:12.000 --> 00:03:15.000]  又進入她的榮耀
[00:03:15.000 --> 00:03:18.000]  豈不是應當的嗎?
[00:03:19.000 --> 00:03:23.000]  於是從媽西和眾仙之起
[00:03:23.000 --> 00:03:27.000]  凡經上所指著自己的話
[00:03:27.000 --> 00:03:31.000]  都給她們講解明白了
[00:03:31.000 --> 00:03:35.000]  將近她們所去的村子
[00:03:35.000 --> 00:03:39.000]  耶穌好像還要往前行
[00:03:39.000 --> 00:03:42.000]  她們卻強留她
[00:03:42.000 --> 00:03:43.000]  說
[00:03:43.000 --> 00:03:45.000]  時候晚了
[00:03:45.000 --> 00:03:48.000]  日頭已經平息了
[00:03:48.000 --> 00:03:51.000]  請你和我們住下吧
[00:03:51.000 --> 00:03:54.000]  耶穌就進去
[00:03:54.000 --> 00:03:57.000]  要和她們住下
[00:03:57.000 --> 00:04:00.000]  到了坐直的時候
[00:04:00.000 --> 00:04:03.000]  耶穌拿起餅來
[00:04:03.000 --> 00:04:04.000]  祝謝了
[00:04:04.000 --> 00:04:05.000]  張開
[00:04:05.000 --> 00:04:07.000]  遞給她們
[00:04:07.000 --> 00:04:11.000]  她們的眼睛明亮了
[00:04:11.000 --> 00:04:14.000]  這才認出祂來
[00:04:14.000 --> 00:04:15.000]  忽然
[00:04:15.000 --> 00:04:17.000]  耶穌不見了
[00:04:17.000 --> 00:04:19.000]  她們彼此說
[00:04:19.000 --> 00:04:21.000]  在路上
[00:04:21.000 --> 00:04:23.000]  祂和我們說話
[00:04:23.000 --> 00:04:26.000]  給我們講解聖經的時候
[00:04:26.000 --> 00:04:31.000]  我們的心豈不是火熱的嗎?
[00:04:31.000 --> 00:04:34.000]  她們就立時起身
[00:04:34.000 --> 00:04:36.000]  回耶路撒冷去
[00:04:36.000 --> 00:04:39.000]  正遇見十一個使徒
[00:04:39.000 --> 00:04:43.000]  和她們的同人聚集在一處
[00:04:43.000 --> 00:04:44.000]  說
[00:04:44.000 --> 00:04:47.000]  主果然復活
[00:04:47.000 --> 00:04:50.000]  已經現給西門看了
[00:04:50.000 --> 00:04:54.000]  兩個人就把路上所遇見
[00:04:54.000 --> 00:04:56.000]  和抹餅的時候
[00:04:56.000 --> 00:05:00.000]  怎麼被她們認出來的事
[00:05:00.000 --> 00:05:03.000]  都述說了一遍
[00:05:03.000 --> 00:05:11.000]  (音樂)
[00:05:11.000 --> 00:05:13.000]  頂展會平安
[00:05:13.000 --> 00:05:18.000]  今天我們一起來看盧家福音的這段記載
[00:05:18.000 --> 00:05:21.000]  這段記載是說耶穌基督復活之後
[00:05:21.000 --> 00:05:23.000]  耶穌復活
[00:05:23.000 --> 00:05:26.000]  某程度已經是戰勝
[00:05:26.000 --> 00:05:27.000]  不是某程度
[00:05:27.000 --> 00:05:29.000]  是完全戰勝死亡
[00:05:29.000 --> 00:05:34.000]  不過在門徒接受這個消息裡
[00:05:34.000 --> 00:05:37.000]  盧家福音用一個相當長的篇幅
[00:05:37.000 --> 00:05:40.000]  記載著跟隨耶穌的門徒
[00:05:40.000 --> 00:05:43.000]  他們面對著一些心路的掙扎
[00:05:43.000 --> 00:05:46.000]  這個掙扎甚至乎
[00:05:46.000 --> 00:05:48.000]  耶穌在他們面前也認不出來
[00:05:48.000 --> 00:05:51.000]  今天這段經文也比較長
[00:05:51.000 --> 00:05:55.000]  我們沒辦法完全逐個字去講
[00:05:55.000 --> 00:06:00.000]  不過這次主題是討告
[00:06:00.000 --> 00:06:02.000]  十個拉近生命的討告
[00:06:02.000 --> 00:06:03.000]  你會想
[00:06:03.000 --> 00:06:05.000]  哪裡有講耶穌的討文呢
[00:06:05.000 --> 00:06:06.000]  其實沒有什麼
[00:06:06.000 --> 00:06:09.000]  不過有一個很不著的地方
[00:06:09.000 --> 00:06:12.000]  就是耶穌的謝範祈禱
[00:06:12.000 --> 00:06:15.000]  這個謝範祈禱和一般的
[00:06:15.000 --> 00:06:17.000]  祝謝祈禱有些不同
[00:06:17.000 --> 00:06:19.000]  這個祝謝的祈禱
[00:06:19.000 --> 00:06:23.000]  令到整個門徒好像忽然間恍然大悟一樣
[00:06:23.000 --> 00:06:26.000]  今天我們就希望用這段的篇幅
[00:06:26.000 --> 00:06:29.000]  看看究竟這些門徒
[00:06:29.000 --> 00:06:32.000]  面對著耶穌基督復活的事跡
[00:06:32.000 --> 00:06:34.000]  他們心靈裏面的掙扎
[00:06:34.000 --> 00:06:37.000]  和耶穌跟他們同行的時候跟他們祈禱
[00:06:37.000 --> 00:06:40.000]  他們發生的一些心理歷程的改變
[00:06:40.000 --> 00:06:42.000]  這個歷程不只是門徒才有的
[00:06:42.000 --> 00:06:44.000]  我相信在我們生命當中也會有的
[00:06:44.000 --> 00:06:47.000]  希望我們今天用這段經文
[00:06:47.000 --> 00:06:49.000]  我們找到一些的亮光
[00:06:49.000 --> 00:06:51.000]  幫我們帶在我們的生活當中
[00:06:51.000 --> 00:06:53.000]  我們怎樣走我們生命的路
[00:06:53.000 --> 00:06:55.000]  我們先祈禱求上帝幫助
[00:06:55.000 --> 00:06:58.000]  父上帝願祢在我們當中帶領我們
[00:06:58.000 --> 00:07:01.000]  願祢的話語成為我們生命的激勵和亮光
[00:07:01.000 --> 00:07:03.000]  藉著今天我們一起來讀
