
[00:00:00.000 --> 00:00:10.000]  今日經訓是新約的《雅各書》三章一到十八節
[00:00:10.000 --> 00:00:17.000]  大家可以打開新約的三百二十三頁
[00:00:17.000 --> 00:00:21.000]  請聽我讀出
[00:00:21.000 --> 00:00:49.000]  我的弟兄們,不要多人作師父,因為曉得我們要受更重的判斷,原來我們在許多事上都有過失。若有人在話語上沒有過失,他就是完全人,也難立住自己的全身。
[00:00:49.000 --> 00:01:01.000]  我們若把雀環放在馬嘴裡,叫它馴服,就能調動它的全身。
[00:01:01.000 --> 00:01:23.000]  看!旋脊雖然甚大,又被大風吹逼,只用少少的陀,就隨著陀的意思轉動。這樣,舌頭在白體裡也是最少的,卻能說謊。
[00:01:23.000 --> 00:01:47.000]  看!最少的火能點著最大的樹林,舌頭就是火。在我們白體中,舌頭是個最惡的世界,能污穢全身,也能把生命的輪子點起來,並且是從地獄裡點著的。
[00:01:47.000 --> 00:02:00.000]  看!國內的走獸、飛禽、昆蟲、水族本來都可以制服,也已經被人制服了。
[00:02:00.000 --> 00:02:26.000]  唯獨舌頭沒有人能制服,是不知識的惡物,滿了害死人的毒氣。我們用舌頭頌讚那為主、為父的,又用舌頭就助那照著神形象被造的人,頌讚和就助從一個口出來。
[00:02:26.000 --> 00:02:39.000]  我的弟兄們,這是不應當的。全員從一個眼裡能發出甜苦兩樣的水嗎?
[00:02:39.000 --> 00:02:54.000]  我的弟兄們,無花果樹能生橄欖嗎?葡萄樹能結無花果嗎?鹹水裡也不能發出甜水來。
[00:02:54.000 --> 00:03:06.000]  你們中間誰是有智慧有見識的呢?他就當在智慧的溫柔上顯出他的善行來。
[00:03:06.000 --> 00:03:19.000]  你們心裡若懷著苦毒的嫉妒和紛爭,就不可自誇,也不可說謊話抵擋真理。
[00:03:19.000 --> 00:03:38.000]  這樣的智慧不是從上頭來的,乃是屬地的,屬情慾的,屬鬼魔的,在何處有嫉妒、紛爭,就在何處有紛亂和各樣的壞事。
[00:03:38.000 --> 00:04:01.000]  唯獨從上頭來的智慧,先是清潔,後是和平,溫柔柔順,滿有憐憫,多結善果,沒有偏見,沒有假冒,並且使人和平的是用和平所栽種的異果。
[00:04:01.000 --> 00:04:13.000]  頂姐妹平安!
[00:04:13.000 --> 00:04:21.000]  感謝主,我們今天繼續研讀雅各書,很落地的教導,我希望今天我們讀這段經文的時候,
[00:04:21.000 --> 00:04:31.000]  在生活中我們可以特別反省多一點,實踐聖經給我們的教導。
[00:04:31.000 --> 00:04:40.000]  講一個很特別的實驗,在2018年,有一間跨國的傢俬公司做了一個很特別的實驗,
[00:04:40.000 --> 00:04:53.000]  在一個地方,所有客觀環境一致,放了兩個盆栽,兩個盆栽都是用膠箱進去,裡面播放一些聲音,
[00:04:53.000 --> 00:05:10.000]  右邊的盆栽播放著不停的咒罵人奴的聲音,在盆栽裡面播放,左邊的盆栽播放著一些讚美、善言的聲音,
[00:05:10.000 --> 00:05:23.000]  困住了,類似港台那麼寬,所以客觀環境大致不變,這個實驗做了30天,兩個盆栽最初的情況是一樣的,
[00:05:23.000 --> 00:05:33.000]  30天之後,播放著很多罵人或者很多噪音,人裡面很多咒罵聲音的盆栽,
[00:05:33.000 --> 00:05:45.000]  竟然枯萎了,葉子開始枯黃,甚至有凋謝的跡象,很多讚美聲音的盆栽,慢慢的,一路茁壯地成長,
[00:05:45.000 --> 00:05:58.000]  整個實驗放上網上,其實這個實驗是想講一個校園欺凌,反霸凌事件,人的說話對植物都很有影響,何況對人呢?
[00:05:58.000 --> 00:06:14.000]  很多人不相信這個實驗,但是真的檢查過,每天來看,那些公司的職員都每天淋水,在這樣的狀態下,聽壞話的盆栽都凋謝,
[00:06:14.000 --> 00:06:25.000]  聽好話多的盆栽就有一個很好的環境來成長,這個不是屬於最嚴格的,在實驗室裡面的一個科學的實證,
[00:06:25.000 --> 00:06:40.000]  不過在這件事裡面,似乎給我們帶出一個新的看法,原來人的說話,聲音是帶著一些對生命裡面有改變的,可能你會覺得那盆盆栽都不知道是不是真的,
[00:06:40.000 --> 00:06:52.000]  不過對人的生命來說,怎樣去栽種一個人,怎樣去打造一個人,我怎樣接收不同的聲音,對我們的生命有很大的幫助,
[00:06:52.000 --> 00:07:03.000]  如果在座的老師知道,在學生學校裡面整天說髒話,見一見家長,大概見到家長都知道發生了什麼事,
[00:07:03.000 --> 00:07:17.000]  我們把什麼聲音放進我們的耳朵,決定了我們整個人生,繼續面對人生的路怎樣走,都是朝著那些聲音來塑造我們,
[00:07:17.000 --> 00:07:31.000]  今天我選取的這段經文亞國書第三章一至十八節,正正就是亞國要提醒我們今天口裡所說的話,某程度上他比較嚴厲或者警惕性的說話多一些,
[00:07:31.000 --> 00:07:41.000]  他講到今天的舌頭,我們說的話怎樣對人有影響,我們怎樣去運用我們的舌頭,
[00:07:41.000 --> 00:07:52.000]  真的,一句好的說話,或者人很多時候因為很正面的說話,可能從一個失敗的境地可以振作起來,
[00:07:52.000 --> 00:08:04.000]  但也有一些很成功的人士因為講錯了一句話,令自己身敗名裂,在聖經裡面,亞國書也好,在針研也好,甚至在耶穌基督的教導也好,
[00:08:04.000 --> 00:08:15.000]  他要示範究竟怎樣運用我們的語言,來栽種建立一個人,而不是一個拆毀我們生命的對象,
[00:08:15.000 --> 00:08:26.000]  希望今天我們讀這段經文的時候,給我們多一些反省,也不要覺得很難實踐,我們就由我們生活細節,一點一步一步開始,希望這段經文成為我們的幫助,
[00:08:26.000 --> 00:08:37.000]  在我們知曬看聖經之前,我們一起祈禱,求上主幫助我們,同心祈禱,真愛主我們祈求你在我們當中幫助我們,
[00:08:37.000 --> 00:08:46.000]  讓我們能夠在你的話語裡面,我們知道怎樣行事為人,藉著亞國對我們一番的勸勉,更新我們,
[00:08:46.000 --> 00:08:59.000]  特別是今天我們要檢視我們平時所說的每一句話,求你的話語更新調教我們,讓我們不會走在你不起眼的道路當中,
[00:08:59.000 --> 00:09:10.000]  求你恩代頌弟兄姊妹,讓弟兄姊妹聽的時候不單聽得明白,也能夠有力量在生活實踐,幫助宣講的,能夠清晰地將你的話語,
[00:09:10.000 --> 00:09:22.000]  來講述宣講,讓弟兄姊妹聽得明白,恭敬將來的時間交托,願耶穌基督你帶領,獻上祈禱奉基督耶穌得勝的聖名祈求,Amen。
[00:09:22.000 --> 00:09:31.000]  我們一起看,亞國書第三章一至五節,我的弟兄們不要多人作師傅,因為曉得我們要受更重的審判,
[00:09:31.000 --> 00:09:42.000]  原來我們在許多事上都有過失,若果有人在話語上沒有過失,他就是完全人,也能勒住自己的全身,
[00:09:42.000 --> 00:09:55.000]  我們若把爪環放在馬嘴裡叫他馴服,就能調動他全身,看,船隻雖然甚大,又被大風吹逼,只用少少的舵,
[00:09:55.000 --> 00:10:04.000]  就隨著掌舵的意思轉動,這樣洩透在白體裡也是最少的,卻能說大話。
[00:10:04.000 --> 00:10:14.000]  在這幾節的經文裡面,首先他用師傅這個即時,作為一個起始點來講,為什麼會用師傅呢?
[00:10:14.000 --> 00:10:28.000]  不難理解的,因為當時的師傅,或是今天的師傅也好,最主要的即時是一個嘴唇的即時,直著我的嘴巴,直著我說的話,
[00:10:28.000 --> 00:10:36.000]  可能是一些很微細的,一句很簡單的話,但卻有一個很重要,很巨大的效果。
[00:10:36.000 --> 00:10:48.000]  在這裡,雅各特別要講到,對於師傅或老師這個即時,你們不要輕忽,因為這個即時,雖然是簡單的幾句話,
[00:10:48.000 --> 00:10:55.000]  但卻會受到上帝照著我們所說的話,來有更重的審判。
[00:10:55.000 --> 00:11:04.000]  在教會裡面,做教師的,做團長的,導師的,這個即時是不簡單的即時。
[00:11:04.000 --> 00:11:13.000]  不是說話很有趣,很懂得搞氣氛,那個就是可以做導師,他要講的就是來自聖經的真理,
[00:11:13.000 --> 00:11:24.000]  按著上帝的心意來做教導,這個不是用強權或是用手臂瓜來左右你人生的路,只是用幾句話,
[00:11:24.000 --> 00:11:34.000]  或者每個星期以魚目染,用文化或是用他所說的內容來感染大家,令大家走在正途當中。
[00:11:34.000 --> 00:11:46.000]  這個在今天的後現代社會,今天講的這種影響力,這種教師,或者是師傅,輔導員,
[00:11:46.000 --> 00:11:55.000]  甚至乎坊間所說的KOL,意見領袖,其實都是類似這樣的角色,
[00:11:55.000 --> 00:12:02.000]  他只講幾句話,但能夠左右人不同的方向和人生做的不同決定。
[00:12:02.000 --> 00:12:13.000]  在後現代或者近代,有一些研究,他將說話成為一種soft power,柔性的權力,
[00:12:13.000 --> 00:12:23.000]  這種權力不是在制度上或是在人的威權下實踐,純粹是透過說話。
[00:12:23.000 --> 00:12:32.000]  有一個作家叫做Joseph Nye,他特別說這個柔性權力是在國際政治中使用的,
[00:12:32.000 --> 00:12:43.000]  伊拉克戰爭,他用這樣的戰爭背景,幾句說話可以將整件事風回路轉地扭轉過來,
[00:12:43.000 --> 00:12:50.000]  他不需要用一兵一卒,但卻是藉著幾句說話將人生命改變。
[00:12:50.000 --> 00:12:57.000]  這個概念柔性的權力後來被應用到在所有的助人行業當中,
[00:12:57.000 --> 00:13:06.000]  特別是在座的老師,可能是公司的上司,家中的母親或父親,
[00:13:06.000 --> 00:13:13.000]  每天都會說話,有時行使權力的方式不是用制度或強權,
[00:13:13.000 --> 00:13:21.000]  有時只講一句,或每天都講那句,這就成為了一種塑造人的權力。
[00:13:21.000 --> 00:13:32.000]  如果我們小心謹慎使用的時候,可以幫助聆聽的人或聽到的人走在一條對的道路上,
[00:13:32.000 --> 00:13:41.000]  相反來說,如果這個柔性的權力或話語的權柄你不用了,
[00:13:41.000 --> 00:13:51.000]  你就會將人推向墮落的邊緣,甚至會令到一個人走向滅亡的生命。
[00:13:51.000 --> 00:13:59.000]  雅各特別的去叮囑在當時教會裏面的一班師傅,做教導的那些,
[00:13:59.000 --> 00:14:06.000]  你不要想著簡單地說幾句說話,你就代表著神的代言人。
[00:14:06.000 --> 00:14:14.000]  師傅這個字其實是一個很高級別的字,大概是在耶穌傳道的時候,
[00:14:14.000 --> 00:14:23.000]  那些門徒稱呼耶穌就是師傅這個字,所以和合本有時譯夫子,有時譯老師,
[00:14:23.000 --> 00:14:33.000]  其實這個字就是在說一個身份很崇高,帶領一個人走在一個對的道路,
[00:14:33.000 --> 00:14:39.000]  跟隨那個師傅做些什麼,他就示範他的生命是一個怎樣的生命,
[00:14:39.000 --> 00:14:45.000]  那些門徒和學生就跟著他走。雅各在這裏面說,
[00:14:45.000 --> 00:14:51.000]  既然師傅這個身份是一個這麼有權力,這麼尊貴的身份,
[00:14:51.000 --> 00:14:58.000]  在教會裏面就不要輕易讓人成為師傅這個身份。
[00:14:58.000 --> 00:15:05.000]  這樣說這件事,好像跟我們這個世代說的很勵志的事有些差別,
[00:15:05.000 --> 00:15:13.000]  我們今天鼓勵多些人做保羅,帶多些提摩太,我們坊間有很多這些說法,
[00:15:13.000 --> 00:15:19.000]  甚至有更多的導師上來,不過當你用心去看聖經的時候,
[00:15:19.000 --> 00:15:26.000]  你會發現雅各對於師傅,對於生命師傅,或者用華語即是的人,
[00:15:26.000 --> 00:15:31.000]  他不是放得這麼寬,或者不是要令到教會每個人都成為老師,
[00:15:31.000 --> 00:15:37.000]  那間教會就變得很輕和,反而是他要叫信徒自己謹慎,
[00:15:37.000 --> 00:15:43.000]  你知不知道你今天所說的話,你要接受雙倍的,或者更大的審判,
[00:15:43.000 --> 00:15:50.000]  所以這個即是是一個很嚴謹的即是,我記得我們教會的執事,
[00:15:50.000 --> 00:15:56.000]  羅志強執事阿叔,他以前經常都說一句話,我們一起談,
[00:15:56.000 --> 00:16:03.000]  他說導師的身份很高尚的,陳牧師,剛剛我入職做青少年傳道的時候,
[00:16:03.000 --> 00:16:09.000]  因為剛剛要重新建立那個團隊,沒什麼人,
[00:16:09.000 --> 00:16:15.000]  然後我就想說會不會找這個幫忙做導師,阿叔就說,
[00:16:15.000 --> 00:16:23.000]  你謹慎一點,陳牧師,那時候是陳先生,謹慎一點,師傅或者生命導師這個職事是很崇高的,
[00:16:23.000 --> 00:16:28.000]  不要輕易將這個權柄交給一些生命未配合到的人,
[00:16:28.000 --> 00:16:35.000]  如果你輕易將這個職事交給不成熟的人,對那班年輕人,對你身邊的牧羊,
[00:16:35.000 --> 00:16:40.000]  不會帶來卑憶的,我記住他這一句話,對於我初出茅廬來說,
[00:16:40.000 --> 00:16:45.000]  我以前經常覺得多些人服侍,多些人在話語裡面幫幫忙就好了,
[00:16:45.000 --> 00:16:54.000]  不過經過這十幾年的驗證,我也看著我們的執事他們自己怎樣的榜樣,
[00:16:54.000 --> 00:17:00.000]  我知道這句話正正就是印證亞國書所說的這番話,
[00:17:00.000 --> 00:17:11.000]  在教會裡面不要輕易去想或者輕易地讓人站在一個話語職事裡面做師傅這個身份,
[00:17:11.000 --> 00:17:20.000]  除了不要輕易地在教會裡面去做,好像很負面之外,其實他正面的來看,
[00:17:20.000 --> 00:17:25.000]  他應該要找一些真是忠心良善,有教導恩賜的人,
[00:17:25.000 --> 00:17:35.000]  讓他擔當在教會裡面可以教導的責任,如果他能夠好好地教導,對教會是有幫助,
[00:17:35.000 --> 00:17:43.000]  而不是很濫用盡所有不同的方法,讓所有人都成為導師,這樣就令到教會有一個更新改變,
[00:17:43.000 --> 00:17:48.000]  這個是第一個很重要讓我們知道的,第二樣東西就是,
[00:17:48.000 --> 00:17:56.000]  Eugene Peterson在譯這句的時候也是很有意思的,他的英文譯本就是Don't be in any rush to become a teacher,
[00:17:56.000 --> 00:18:05.000]  不要急於或者倉促地做別人的師傅,除了教會這個處境不要輕易地讓人成為老師之外,
[00:18:05.000 --> 00:18:12.000]  對於個別信徒來說,你也不要急於自己很快很想成為別人的意見領袖,
[00:18:12.000 --> 00:18:21.000]  或者用你的話語成為別人的師傅,這是對我們個別人士,對我們個別信仰裡面,
[00:18:21.000 --> 00:18:28.000]  我們看我們的說話變得很謹慎的角度,來詮釋這一句聖經,
[00:18:28.000 --> 00:18:37.000]  事實上我們今天很想用我們的話語,憑著我們三寸不爛之舌來影響別人,
[00:18:37.000 --> 00:18:43.000]  沒有人喜歡你說的話,沒有人聽,我們也希望我們所說的話,
[00:18:43.000 --> 00:18:51.000]  我們所作的一些建議,或者我們為別人好,給出的一些方法,我們也希望別人聽,
[00:18:51.000 --> 00:18:58.000]  不過如果我們很倉促,或者手捏牙奈幾個都未驗證到的一些說話,
[00:18:58.000 --> 00:19:05.000]  就成為我們想影響別人的心態,在雅各裡面叫我們要謹慎,
[00:19:05.000 --> 00:19:11.000]  我們口說的話,隨時會成為上帝對我們的審判,
[00:19:11.000 --> 00:19:18.000]  今天很多年輕人有機會接觸一些中學生,他們的志願是做什麼呢?
[00:19:18.000 --> 00:19:24.000]  以前是做飛機師,或者不同,今天的志願是做網上的KOL,
[00:19:24.000 --> 00:19:31.000]  他們會想著在網上說幾句話,影響別人就等於那些意見領袖,
