
[00:00:00.000 --> 00:00:22.000]  經文:舊約,四百六十一頁
[00:00:22.000 --> 00:00:29.000]  阿蘭王的元帥乃曼在他主人面前為尊為大。
[00:00:29.000 --> 00:00:40.000]  印耶和華曾直他使阿蘭人得勝,他又是大能的勇士,此事長了大麻風。
[00:00:40.000 --> 00:00:48.000]  先前阿蘭人成群的出去,從以色列國擄了一個小女子。
[00:00:48.000 --> 00:00:55.000]  這女子就服侍乃曼的妻,她對主母說:
[00:00:55.000 --> 00:01:03.000]  「巴不得我主人去見撒瑪利亞的先知,必能治好他的大麻風。」
[00:01:03.000 --> 00:01:07.000]  乃曼進去告訴他主人說:
[00:01:07.000 --> 00:01:11.000]  「以色列國的女子如此如此說:
[00:01:11.000 --> 00:01:20.000]  「阿蘭王說:你可以去,我也達信於以色列王。」
[00:01:20.000 --> 00:01:31.000]  於是乃曼帶銀紙十他年得,金紙六千射克勒,以上十套就去了。
[00:01:31.000 --> 00:01:45.000]  且帶信給以色列王,信上說:我打發臣服乃曼去見你,你接到這信,就要治好他的大麻風。
[00:01:45.000 --> 00:01:50.000]  以色列王看了信,就撕裂衣服,說:
[00:01:50.000 --> 00:01:55.000]  「我豈是臣能使人死,使人活呢?
[00:01:55.000 --> 00:02:01.000]  這人竟打發人來,叫我治好他的大麻風。
[00:02:01.000 --> 00:02:07.000]  你們看一看,這人何以沉駒攻擊我呢?」
[00:02:07.000 --> 00:02:15.000]  神人以利沙聽見以色列王撕裂衣服,就打發人去見王,說:
[00:02:15.000 --> 00:02:19.000]  「你為什麼撕了衣服呢?」
[00:02:19.000 --> 00:02:27.000]  那時乃人到我這裡來,他就知道以色列中有先知了。
[00:02:27.000 --> 00:02:34.000]  於是乃曼帶著車馬到了以利沙的家。
[00:02:34.000 --> 00:02:41.000]  站在門前,以利沙打發一個侍者對乃曼說:
[00:02:41.000 --> 00:02:49.000]  「你去在約旦河中沐浴七回,你的浴就必復原。」
[00:02:49.000 --> 00:02:56.000]  疑得結井,乃曼卻發怒走了,說:
[00:02:56.000 --> 00:02:59.000]  「我想他必定出來見我。」
[00:02:59.000 --> 00:03:10.000]  站著後告耶和華他神的名,在幻處以上搖手,治好這大麻風。
[00:03:10.000 --> 00:03:21.000]  大麻式的河,阿巴拿和法爾法,豈不比以色列的一切水更好嗎?
[00:03:21.000 --> 00:03:25.000]  我在那裡沐浴,不得結井嗎?
[00:03:25.000 --> 00:03:34.000]  於是氣紛紛的轉身去了,他的僕人進前來對他說:
[00:03:34.000 --> 00:03:47.000]  「我父先知若吩咐你作一件大事,你豈不作嗎?何況說你去沐浴,而得結井呢?」
[00:03:47.000 --> 00:03:56.000]  於是乃曼下去,照著神人的話在約旦河裡沐浴七回,
[00:03:56.000 --> 00:04:03.000]  他的浴復原,好像小孩子的浴,他就結井了。
[00:04:03.000 --> 00:04:11.000]  乃曼帶著一切跟隨他的人,回到神人那裡,站在他面前的說:
[00:04:11.000 --> 00:04:23.000]  「如今我知道,除了以色列之外,普天下沒有神,現在求你修點僕人的禮物。」
[00:04:23.000 --> 00:04:28.000]  聖經讀筆,願神賜福常讀他話語並且遵行的人。
[00:04:28.000 --> 00:04:39.000]  丙姐妹平安!
[00:04:39.000 --> 00:04:46.000]  剛才玉峰弟兄跟我們讀乃曼的大麻風得到醫治,我想大家都很熟悉吧?
[00:04:46.000 --> 00:04:51.000]  特別可能有小朋友正在上兒童主義學,都會聽過這個故事。
[00:04:51.000 --> 00:05:01.000]  這個故事基本上由兩組對比鮮明的人物帶出一個拯救訊息。
[00:05:01.000 --> 00:05:09.000]  有哪兩組人呢?第一組是來自社會頂層的強者,包括哪些人呢?
[00:05:09.000 --> 00:05:19.000]  包括主角,乃曼元帥,經文一開始就說,他曾經替阿蘭人,阿蘭即是今天敘利亞一帶的地方,
[00:05:19.000 --> 00:05:24.000]  他曾經替阿蘭人打贏過仗,所以深得阿蘭王賞識。
[00:05:24.000 --> 00:05:33.000]  這位我們說有戰績,戰績標榜,他加上地位顯赫,並且聖經裡說他是一個很有能力的勇士,
[00:05:33.000 --> 00:05:46.000]  不過他卻患了大麻風,這種在當時很難能夠醫好,並且具有很高傳染性,需要隔離的一種惡疾。
[00:05:46.000 --> 00:06:00.000]  並且這個病會將乃曼元帥他擁有的成就漸漸的失去,甚至乎他的性命可能也會因為這個病而逐漸的摧毀瓦解。
[00:06:00.000 --> 00:06:09.000]  另外,兩個來自頂層的強者,分別就是阿蘭王和他鄰國的以色列王,
[00:06:09.000 --> 00:06:21.000]  當時阿蘭王是比以色列王強勢,你看他的信便知道,所以這兩個王很特別,他們的關係一時會結盟,一時又會打仗,
[00:06:21.000 --> 00:06:31.000]  但無論他們多麼有權有勢,原來在這件事上他們幫不了乃曼,幫不了乃曼擺脫他的大麻風。
[00:06:31.000 --> 00:06:43.000]  這三個強者就是故事中其中一個組別。而另一個組別則是來自社會基層的僕人,包括哪些人呢?
[00:06:43.000 --> 00:06:53.000]  首先出場的是乃曼妻子的婢女,另外還有乃曼的僕人和以利沙的僕人。
[00:06:53.000 --> 00:07:05.000]  這三個僕人在當時可以說是無權無勢,但很特別的是他們在乃曼得醫治這件事上產生了一個很關鍵的作用。
[00:07:05.000 --> 00:07:20.000]  我們首先看看乃曼妻子的僕妻,她是一個被阿蘭人擄走的以色列小女孩,她知道主人的病情,於是便跟她所服侍的主母說,
[00:07:20.000 --> 00:07:34.000]  巴不得主人可以去薩馬利亞,當時以色列國的首都,找到那裡的先知便可以了,當地的先知一定能夠醫好主人的大麻風。
[00:07:34.000 --> 00:07:47.000]  你不難想像,在得到這個消息之前,乃曼應該以她的人脈和權勢,她已經試了很多方法,但是沒有效。
[00:07:47.000 --> 00:08:06.000]  所以當她一聽到有一個這樣的消息,竟然在以色列有一個人可以治好自己,所以經文說她立即和阿蘭王稟告,我們說所謂申請什麼?出外就醫?
[00:08:06.000 --> 00:08:32.000]  阿蘭王批准,並且寫信向以色列王,你看到這封不是拜託人的信,是一封給壓力人的信,向以色列王施壓,大概意思是你接到這封信後,你給我放聰明點,你給我跟緊點這件事,我現在打發乃曼來找你,你要幫她身上的大麻風完全康復。
[00:08:32.000 --> 00:08:49.000]  於是乃曼就帶著這封信,連同經文說,銀紙有十他年得,金紙有六千四赫勒,還有十套衣裳,就是這樣去找以色列王,這是故事的開頭。
[00:08:49.000 --> 00:09:05.000]  不過先停一停,做一點我們說好像看完電影有些影評,大家不知道有沒有發覺到底整件事是不是有人說漏了些東西,還是有人聽錯了些東西?
[00:09:05.000 --> 00:09:26.000]  為什麼這樣說呢?你看到從乃曼和阿南王的對話,他們只提到什麼人?提到以色列王,提到以色列國,他們隻字不提要去找先知幫忙,但是一開始明明那位很卑微的婢女已經說了什麼?
[00:09:26.000 --> 00:09:41.000]  乃曼你只要去薩馬利亞見先知,就可以得到醫治,很簡單很直接。換算不是乃曼,而是其他得到大麻風的平民百姓一聽到這個消息就會怎樣?
[00:09:41.000 --> 00:09:55.000]  就會很懂得自然向這個婢女追問下去,你快點告訴我這個先知叫什麼名字?他住在哪裡?請告訴我,讓我可以立刻直接去找他幫忙,對不對?
[00:09:55.000 --> 00:10:17.000]  其實我們今天也不難理解,假如你咳嗽了很久,看著也不斷尾,於是你身邊突然有個朋友說,你這個情況我知道有什麼辦法,我認識一個醫生在旺角,他一定可以處理你的病,因為他已經幫很多人醫斷尾部的咳嗽,你聽到一定會怎樣?
[00:10:17.000 --> 00:10:35.000]  你就會很自然順便追問,醫生的診所在哪裡?電話多少號?他收不收新診?價錢多少?還有哪天休息?假如你真的不懂得路,你會直接問對方,可不可以告訴我怎樣去?
[00:10:35.000 --> 00:11:03.000]  對不對?我們不需要花時間去找,我們當然想盡快得到醫治,所以你看到奶媽明明應該去找誰?去找伊麗莎,但為什麼她會去錯地方,又找錯對象?她去了找以色列王,為什麼整件事你看回頭,明明很簡單的事情變得迂迴複雜了?
[00:11:03.000 --> 00:11:27.000]  這方面很值得我們去思考,但其實不難理解,我們今天很明白這個道理,就是所謂識人比識字好,能夠找到高層直接幫你出面,這件事一定會快捷很多,辦得妥當很多,
[00:11:27.000 --> 00:11:55.000]  所以你看到阿蘭王也好,奶媽也好,其實他們不會在乎以色列的先知是誰,住在哪裡都不要緊,因為他們習慣在他們的世界裡,我身為高層,當然是和高層對話,所以我直接去找以色列國的最高主事人,然後怎樣?給他壓力,不夠的話再用錢訂他,
