
[00:00:00.000 --> 00:00:06.420]  今天讀經是在提摩太后書一章一至七節
[00:00:06.420 --> 00:00:10.240]  是在新約聖經二百九十九頁
[00:00:10.240 --> 00:00:15.820]  提摩太后書一章一至七節
[00:00:15.820 --> 00:00:19.140]  新約聖經二百九十九頁
[00:00:19.140 --> 00:00:21.420]  請聽我讀速
[00:00:21.420 --> 00:00:27.220]  「奉神旨意照著在基督耶穌裡生命的應許
[00:00:27.600 --> 00:00:30.240]  作基督耶穌仕途的保羅
[00:00:30.240 --> 00:00:33.960]  寫信給我親愛的兒子提摩太
[00:00:33.960 --> 00:00:36.920]  願因慰憐憫平安
[00:00:36.920 --> 00:00:41.320]  從父神和我們主基督耶穌歸於你
[00:00:41.320 --> 00:00:43.200]  我感謝神
[00:00:43.200 --> 00:00:48.600]  就是我接續祖先用清潔的良心所侍奉的神
[00:00:48.600 --> 00:00:52.400]  祈禱的時候不住的想念你
[00:00:52.400 --> 00:00:54.400]  紀念你的眼淚
[00:00:54.400 --> 00:00:57.400]  晝夜徹徹的想要見你
[00:00:57.720 --> 00:01:00.040]  好叫我滿心快樂
[00:01:00.040 --> 00:01:03.160]  想到你心裡無謂之信
[00:01:03.160 --> 00:01:09.800]  這信是先在你外祖母羅爾和你母親有離基心裡的
[00:01:09.800 --> 00:01:13.080]  我深信也在你的心裡
[00:01:13.080 --> 00:01:15.160]  為此我提醒你
[00:01:15.160 --> 00:01:19.200]  使你將神藉我按手所給你的恩賜
[00:01:19.200 --> 00:01:21.440]  再如火挑旺起來
[00:01:21.440 --> 00:01:23.840]  因為神賜給我們
[00:01:23.840 --> 00:01:25.800]  不是膽怯的心
[00:01:26.000 --> 00:01:29.600]  乃是剛強仁愛謹守的心
[00:01:29.600 --> 00:01:33.680]  你不要以給我們的主作見證為此
[00:01:33.680 --> 00:01:38.840]  也不要以我這位主為酬的為此
[00:01:38.840 --> 00:01:43.800]  總要按神的能力與我為福音同壽
[00:01:43.800 --> 00:01:47.600]  我們讀到「謹守的心」
[00:01:47.800 --> 00:01:48.800]  好的
[00:01:48.800 --> 00:02:00.880]  今天是黃國俊信會六十週年堂慶
[00:02:00.880 --> 00:02:02.840]  我們懷著感恩的心
[00:02:02.840 --> 00:02:06.600]  迎接我們所有人都有份的大壽
[00:02:06.600 --> 00:02:07.880]  生日快樂
[00:02:07.880 --> 00:02:15.040]  德國十八世紀大哲學家康德
[00:02:15.520 --> 00:02:17.520]  以一生智力問一個問題
[00:02:17.520 --> 00:02:19.720]  就是「人是甚麼」
[00:02:19.720 --> 00:02:21.640]  人是甚麼來的呢?
[00:02:21.640 --> 00:02:23.440]  他將這個大哉問
[00:02:23.440 --> 00:02:25.120]  一個如此重大的問題
[00:02:25.120 --> 00:02:27.520]  分為三個子問題
[00:02:27.520 --> 00:02:29.160]  三個世的問題
[00:02:29.160 --> 00:02:31.320]  我能夠知道甚麼
[00:02:31.320 --> 00:02:32.920]  我要做甚麼
[00:02:32.920 --> 00:02:35.160]  我可以盼望甚麼
[00:02:35.160 --> 00:02:37.320]  這個分別就是
[00:02:37.320 --> 00:02:42.600]  知識、倫理和宗教三個領域的問題
[00:02:44.120 --> 00:02:48.120]  香港二十一世紀的一個小傳道梁家倫曾經說過
[00:02:48.120 --> 00:02:52.000]  基督信仰關乎上帝與人的關係
[00:02:52.000 --> 00:02:54.280]  我們主要問四個問題
[00:02:54.280 --> 00:02:56.600]  上帝是誰?
[00:02:56.600 --> 00:02:58.800]  上帝為我們做了甚麼?
[00:02:58.800 --> 00:03:00.320]  我們是誰?
[00:03:00.320 --> 00:03:02.560]  我們要為上帝做甚麼?
[00:03:02.560 --> 00:03:04.240]  上帝是誰?
[00:03:04.240 --> 00:03:06.640]  和祂為我們做了甚麼?
[00:03:06.640 --> 00:03:08.600]  這是關乎科興信息
[00:03:08.600 --> 00:03:11.120]  而我們是誰?
[00:03:11.120 --> 00:03:13.000]  和我們要做甚麼?
[00:03:13.280 --> 00:03:17.200]  這關乎我們的身份和使命
[00:03:17.200 --> 00:03:22.840]  福音為我們塑造新的身份
[00:03:22.840 --> 00:03:25.240]  賦予新的使命
[00:03:25.240 --> 00:03:27.720]  先確定福音
[00:03:27.720 --> 00:03:29.720]  然後確定我們
[00:03:29.720 --> 00:03:31.520]  我們是誰?
[00:03:31.520 --> 00:03:33.280]  我們要做甚麼?
[00:03:33.280 --> 00:03:38.240]  身份和使命是我們生命息息相關的兩大元素
[00:03:38.240 --> 00:03:42.840]  今天我們借用這段短短的聖經
[00:03:43.200 --> 00:03:44.680]  來做一些思考
[00:03:44.680 --> 00:03:47.080]  我們所選讀的經文
[00:03:47.080 --> 00:03:51.760]  記載保羅和他年輕的同工提摩泰的眷戀
[00:03:51.760 --> 00:03:53.840]  如所周知
[00:03:53.840 --> 00:03:59.000]  提摩泰是保羅在晚年一個傳道的助手
[00:03:59.000 --> 00:04:01.640]  保羅猜排他到伊弗所
[00:04:01.640 --> 00:04:05.160]  處理當地教會嚴重的人事問題
[00:04:05.160 --> 00:04:08.720]  這間教會問題非常扭曲
[00:04:08.720 --> 00:04:13.000]  提摩泰似乎不一定很年輕
[00:04:13.000 --> 00:04:13.960]  三十多歲
[00:04:13.960 --> 00:04:20.360]  不過總之不是很有能力、魄力、權威去處理
[00:04:20.360 --> 00:04:22.000]  所以處理得很淪盡
[00:04:22.000 --> 00:04:26.400]  所以教會問題一直沒有解決的跡象
[00:04:26.400 --> 00:04:28.520]  保羅寫信給他
[00:04:28.520 --> 00:04:31.000]  一方面給他一些具體的指導
[00:04:31.000 --> 00:04:32.840]  另一方面也為他打氣
[00:04:32.840 --> 00:04:34.400]  希望鞏固他的信心
[00:04:34.400 --> 00:04:37.920]  在崗位上堅持下去
[00:04:38.960 --> 00:04:43.800]  保羅沒有給提摩泰一些空洞的安慰
[00:04:43.800 --> 00:04:45.440]  明知他做不來
[00:04:45.440 --> 00:04:48.600]  只說「我對你有信心」
[00:04:48.600 --> 00:04:50.400]  「你可以的,你行的」
[00:04:50.400 --> 00:04:51.640]  他不是這樣說
[00:04:51.640 --> 00:04:57.040]  保羅是就提摩泰已經有的東西說起
[00:04:57.040 --> 00:04:59.200]  已經確定的說起
[00:04:59.200 --> 00:05:00.760]  那些「Given」說起
[00:05:00.760 --> 00:05:04.760]  強調提摩泰是上帝所揀選的工人
[00:05:04.760 --> 00:05:07.080]  「我是誰?」
[00:05:07.560 --> 00:05:09.360]  「我要為上帝做些什麼?」
[00:05:09.360 --> 00:05:11.960]  身份和使命息息相關
[00:05:11.960 --> 00:05:15.840]  保羅幫助提摩泰確認他的身份
[00:05:15.840 --> 00:05:20.160]  然後才引伸鞏固他的使命
[00:05:20.160 --> 00:05:22.920]  正如前面所說
[00:05:22.920 --> 00:05:26.200]  教徒的身份是由福音所塑造的
[00:05:26.200 --> 00:05:27.360]  上帝是誰?
[00:05:27.360 --> 00:05:29.440]  上帝為我們做些什麼?
[00:05:29.440 --> 00:05:31.960]  這兩點是影響深遠的
[00:05:31.960 --> 00:05:35.280]  保羅要提摩泰確認一件事
[00:05:35.440 --> 00:05:37.920]  他是上帝所體重的人
[00:05:37.920 --> 00:05:43.440]  並且上帝不是隨便去花墟選一束花
[00:05:43.440 --> 00:05:44.080]  「這束吧」
[00:05:44.080 --> 00:05:44.880]  不是的
[00:05:44.880 --> 00:05:50.800]  上帝早在提摩泰生命裡有長久的作為
[00:05:50.800 --> 00:05:51.960]  是的
[00:05:51.960 --> 00:05:55.680]  今天我們說要為上帝承擔這個工作
[00:05:55.680 --> 00:05:57.360]  但是我們要確認
[00:05:57.360 --> 00:06:00.880]  上帝在我們生命裡已經長久地有工作
[00:06:00.880 --> 00:06:04.000]  他的工作早於我們的工作
[00:06:04.280 --> 00:06:07.640]  他的工作也遠遠大於我們的工作
[00:06:07.640 --> 00:06:09.440]  嚴格地說
[00:06:09.440 --> 00:06:12.080]  我們說我們為上帝工作
[00:06:12.080 --> 00:06:18.120]  不過是在某方面配合他在我們身上的工作意義
[00:06:18.120 --> 00:06:22.440]  我們的工作也是上帝在這裡工作
[00:06:22.440 --> 00:06:24.960]  可能你覺得我太極端了
[00:06:24.960 --> 00:06:26.320]  舉個例子
[00:06:26.320 --> 00:06:28.880]  我在見道神學院事務院工作了三十七年
[00:06:28.880 --> 00:06:31.920]  從某個角度來說
[00:06:31.920 --> 00:06:34.560]  我是在見道神學院工作的
[00:06:34.560 --> 00:06:37.600]  但是骨子裡
[00:06:37.600 --> 00:06:41.640]  是上帝借用見道這個平台
[00:06:41.640 --> 00:06:46.080]  繼續完成他在我生命裡的工作
[00:06:46.080 --> 00:06:55.280]  上帝幫我完成我整個救贖的生命
[00:06:55.280 --> 00:06:56.880]  是不是?
[00:06:56.880 --> 00:07:00.320]  就好像你們在旺鎮服侍
[00:07:01.360 --> 00:07:03.960]  你們同時在這裡經歷他的恩典
[00:07:03.960 --> 00:07:06.440]  同時在這裡成長
[00:07:06.440 --> 00:07:10.160]  同時在這裡見證上帝奇妙的作為
[00:07:10.160 --> 00:07:10.680]  是不是?
[00:07:10.680 --> 00:07:13.240]  所以你們在這裡侍奉
[00:07:13.240 --> 00:07:16.600]  但你們也在這裡經歷上帝的工作
[00:07:16.600 --> 00:07:19.280]  上帝在你生命裡的工作
[00:07:19.280 --> 00:07:23.240]  他要繼續模造你
[00:07:23.240 --> 00:07:27.360]  雕琢你成為他眼中的美好
[00:07:27.360 --> 00:07:29.840]  弟兄姊妹
[00:07:31.160 --> 00:07:32.800]  我們都是上帝的創造
[00:07:32.800 --> 00:07:37.880]  但上帝不是一下子就完成我們這件產品
[00:07:37.880 --> 00:07:40.240]  我們都是發展中國家
[00:07:40.240 --> 00:07:42.640]  都是在繼續發展中
[00:07:42.640 --> 00:07:43.800]  Developing
[00:07:43.800 --> 00:07:45.440]  But not developed
[00:07:45.440 --> 00:07:47.280]  不是已經發展了
[00:07:47.280 --> 00:07:48.320]  是發展中
[00:07:48.320 --> 00:07:50.040]  也就是說
[00:07:50.040 --> 00:07:53.920]  是繼續讓上帝的創造和救贖計劃
[00:07:53.920 --> 00:07:55.440]  在我們生命裡完成
[00:07:55.440 --> 00:07:57.920]  我們今天的生活和侍奉
[00:07:58.400 --> 00:08:02.560]  都是逐步展開
[00:08:02.560 --> 00:08:06.320]  將上帝的旨意實踐出來
[00:08:06.320 --> 00:08:07.960]  彰顯出來
[00:08:07.960 --> 00:08:11.440]  工作尚未完成
[00:08:11.440 --> 00:08:13.800]  使命尚未完成
[00:08:13.800 --> 00:08:17.160]  我們的生命也尚未完成
[00:08:17.160 --> 00:08:20.560]  上帝在我們生命裡有很多工作
[00:08:20.560 --> 00:08:23.840]  上帝如何在我們生命裡開始工作呢?
[00:08:23.840 --> 00:08:25.760]  他有很多不同的方法
[00:08:26.400 --> 00:08:28.880]  藉著不同的際遇
[00:08:28.880 --> 00:08:30.800]  不同的人和事的發生
[00:08:30.800 --> 00:08:36.160]  在我們生命裡各種的安排
[00:08:36.160 --> 00:08:39.200]  其中最不需要多說的
[00:08:39.200 --> 00:08:41.720]  是我們的家庭和父母
[00:08:41.720 --> 00:08:44.640]  我今天的題目是
[00:08:44.640 --> 00:08:47.120]  遺產、使命和恩典
[00:08:47.120 --> 00:08:49.400]  我們先說遺產這部分
[00:08:49.400 --> 00:08:52.960]  家庭對我們的影響巨大
[00:08:53.560 --> 00:08:56.920]  不僅僅是我後天出生成長的環境
[00:08:56.920 --> 00:08:59.080]  我是在橫頭磡出生
[00:08:59.080 --> 00:09:03.880]  我在慈雲山紅番區出生
[00:09:03.880 --> 00:09:06.920]  那個環境對我當然有影響
[00:09:06.920 --> 00:09:08.640]  更加重要的是
[00:09:08.640 --> 00:09:11.800]  我們從父母和家族
[00:09:11.800 --> 00:09:14.360]  領受各種遺傳基因
[00:09:14.360 --> 00:09:16.920]  那些都是遺產
[00:09:16.920 --> 00:09:19.360]  家庭對我們的影響
[00:09:19.360 --> 00:09:21.400]  很多研究都告訴我們
[00:09:21.400 --> 00:09:23.200]  遺傳對人的影響很大
[00:09:23.440 --> 00:09:24.880]  我們在生理、心理各方面
[00:09:24.880 --> 00:09:26.520]  都受遺傳基因影響
[00:09:26.520 --> 00:09:27.960]  我比較胖
[00:09:27.960 --> 00:09:30.400]  極有可能是遺傳導致的
[00:09:30.400 --> 00:09:33.240]  「你擦汽器吧,你餵食而已」
[00:09:33.240 --> 00:09:36.360]  餵食也是一個遺傳基因
[00:09:36.360 --> 00:09:38.720]  所以我是不能不餵食的
[00:09:38.720 --> 00:09:42.080]  基因決定了我餵食
[00:09:42.080 --> 00:09:47.560]  我們的智力、我們的性格
