
[00:00:00.000 --> 00:00:10.000]  今日的經份是路加福音第五章27-32節
[00:00:10.000 --> 00:00:15.000]  聖經新約第85頁
[00:00:15.000 --> 00:00:22.000]  這裡有耶穌基督呼召門徒利美的記載
[00:00:22.000 --> 00:00:26.000]  27節
[00:00:26.000 --> 00:00:30.000]  這時以後耶穌出去
[00:00:30.000 --> 00:00:37.000]  看見一個瑞麗名叫利美坐在瑞關上
[00:00:37.000 --> 00:00:41.000]  就對她說:你跟從我來
[00:00:41.000 --> 00:00:47.000]  她就撇下所有的,起來跟從了耶穌
[00:00:47.000 --> 00:00:53.000]  利美在自己家裡為耶穌大擺筵席
[00:00:53.000 --> 00:00:59.000]  有許多瑞麗和別人與他們一同坐直
[00:00:59.000 --> 00:01:06.000]  伐利塞人和文士就向耶穌的門徒發怨言說
[00:01:06.000 --> 00:01:13.000]  你們為什麼和瑞麗並罪人一同吃喝呢?
[00:01:13.000 --> 00:01:19.000]  耶穌對他們說:無病的人用不著醫生
[00:01:19.000 --> 00:01:23.000]  有病的人才用得著
[00:01:23.000 --> 00:01:28.000]  我來本不是召義人悔改
[00:01:28.000 --> 00:01:33.000]  乃是召罪人悔改
[00:01:33.000 --> 00:01:42.000]  各位姐妹平安
[00:01:42.000 --> 00:01:45.000]  我們由今個主日開始
[00:01:45.000 --> 00:01:47.000]  我們進入一個新的講道系列
[00:01:47.000 --> 00:01:51.000]  這個講道系列叫做門徒生命曆
[00:01:51.000 --> 00:01:53.000]  曆是曆程的曆
[00:01:53.000 --> 00:01:57.000]  這個主題我們集中會用路加福音
[00:01:57.000 --> 00:02:01.000]  用我們連續這幾次的講道
[00:02:01.000 --> 00:02:10.000]  重新去看看門徒生命裡經歷過怎樣的改變
[00:02:10.000 --> 00:02:12.000]  其實裡面的內容
[00:02:12.000 --> 00:02:16.000]  基本上我們是以熟能詳的經歷和故事
[00:02:16.000 --> 00:02:18.000]  不過在這個系列裡面
[00:02:18.000 --> 00:02:24.000]  我們想用一個我們未試過的角度去研讀一下
[00:02:24.000 --> 00:02:31.000]  這個主題或者這個系列講道的靈感來自什麼呢?
[00:02:31.000 --> 00:02:33.000]  有一次的對話
[00:02:33.000 --> 00:02:35.000]  我和關信輝導演
[00:02:35.000 --> 00:02:38.000]  我們之前教會的執事聊天
[00:02:38.000 --> 00:02:39.000]  他跟我說:牧師啊
[00:02:39.000 --> 00:02:45.000]  如果我要將福音書重拍成為一套電影
[00:02:45.000 --> 00:02:48.000]  我會用公路電影的角度去拍
[00:02:48.000 --> 00:02:50.000]  什麼叫做公路電影呢?
[00:02:50.000 --> 00:02:53.000]  他說其實整個故事就是發生在一條路上
[00:02:53.000 --> 00:02:55.000]  你看那些外國片
[00:02:55.000 --> 00:02:58.000]  就是那些末路狂花等等
[00:02:58.000 --> 00:03:00.000]  一條很長的公路
[00:03:00.000 --> 00:03:04.000]  就會講到那個主角因為有一些困難、危機
[00:03:04.000 --> 00:03:06.000]  或者一些理想幻滅
[00:03:06.000 --> 00:03:08.000]  就離開他自己原本的地方
[00:03:08.000 --> 00:03:11.000]  然後就從這條公路裡面一直走
[00:03:11.000 --> 00:03:14.000]  走到他自己心目中想去的目的地
[00:03:14.000 --> 00:03:17.000]  在走的過程裡面就發生不同的事情
[00:03:17.000 --> 00:03:21.000]  在路上可能會見到不同的人
[00:03:21.000 --> 00:03:23.000]  又或者有不同的機遇
[00:03:23.000 --> 00:03:28.000]  以致到那個主人翁心路就發生了一些改變
[00:03:28.000 --> 00:03:30.000]  特別就是講到公路電影
[00:03:30.000 --> 00:03:32.000]  很多時候就會有一些
[00:03:32.000 --> 00:03:34.000]  會將一些主題帶出來的
[00:03:34.000 --> 00:03:37.000]  很多時候如果在外國荷里活片
[00:03:37.000 --> 00:03:41.000]  就會在那些酒吧或者客店、旅店裡面
[00:03:41.000 --> 00:03:44.000]  就會有一些比較階段性的結論
[00:03:44.000 --> 00:03:46.000]  就在那裡出現了
[00:03:46.000 --> 00:03:48.000]  到最後去到目的地
[00:03:48.000 --> 00:03:52.000]  目的地到了其實對於那個主人翁來說沒有什麼
[00:03:52.000 --> 00:03:55.000]  最重要的就是走這段路的時候
[00:03:55.000 --> 00:03:57.000]  那個主人翁或者那個主角
[00:03:57.000 --> 00:04:01.000]  心態或者心路歷程就有很多的蛻變
[00:04:01.000 --> 00:04:03.000]  他跟我說就是一個這樣的歷程
[00:04:03.000 --> 00:04:05.000]  接著他說牧師你想一下
[00:04:05.000 --> 00:04:08.000]  耶穌帶著這班門徒走這條信仰的路
[00:04:08.000 --> 00:04:10.000]  走一條門徒的路
[00:04:10.000 --> 00:04:14.000]  他們當然知道我們的終點
[00:04:14.000 --> 00:04:17.000]  或者朝向主祭耶穌基督的十誡和拯救
[00:04:17.000 --> 00:04:20.000]  但是由A點去到這個終點
[00:04:20.000 --> 00:04:24.000]  他們其實每一個生命都會有很多的蛻變
[00:04:24.000 --> 00:04:30.000]  耶穌也給很多的教導去訓練他、改變他
[00:04:30.000 --> 00:04:32.000]  所以我們這次我們整個系列
[00:04:32.000 --> 00:04:36.000]  我都會用公路電影來理解的
[00:04:36.000 --> 00:04:38.000]  這個公路電影的色經
[00:04:38.000 --> 00:04:43.000]  其實在今天的敘事的色經裡面都很流行
[00:04:43.000 --> 00:04:44.000]  在路加福音裡面
[00:04:44.000 --> 00:04:46.000]  其中一個強調的就是
[00:04:46.000 --> 00:04:48.000]  整個門徒都是走著一條路的
[00:04:48.000 --> 00:04:52.000]  由第四章到第八章
[00:04:52.000 --> 00:04:54.000]  都是在說加里尼的路
[00:04:54.000 --> 00:04:56.000]  接著一個最大的篇幅
[00:04:56.000 --> 00:04:58.000]  就是由第九章到第十九章
[00:04:58.000 --> 00:05:01.000]  這個這麼闊的經文
[00:05:01.000 --> 00:05:04.000]  就是在說耶穌定義往耶路撒冷去
[00:05:04.000 --> 00:05:08.000]  所以在說路程是一個重點
[00:05:08.000 --> 00:05:10.000]  是一個重要的字眼
[00:05:10.000 --> 00:05:12.000]  第二個重要的就是吃飯
[00:05:12.000 --> 00:05:15.000]  通常耶穌要作出教導
[00:05:15.000 --> 00:05:17.000]  或者要挑戰當時的文化
[00:05:17.000 --> 00:05:20.000]  甚至乎要為門徒來抗辯
[00:05:20.000 --> 00:05:23.000]  或者怎樣去幫門徒走這條信仰的路
[00:05:23.000 --> 00:05:26.000]  都是在筵席、在吃飯當中
[00:05:26.000 --> 00:05:28.000]  今天我們看的這段經文
[00:05:28.000 --> 00:05:31.000]  我們正正就看到耶穌呼召利微
[00:05:31.000 --> 00:05:35.000]  也是一個吃飯的場景來作出一個重要的券面
[00:05:35.000 --> 00:05:37.000]  希望今天我們看這段經文
[00:05:37.000 --> 00:05:40.000]  我們更加明白門徒的生命是怎樣鍛造出來
[00:05:40.000 --> 00:05:43.000]  我們先祈禱求主幫助
[00:05:43.000 --> 00:05:45.000]  求主與我們同在
[00:05:45.000 --> 00:05:47.000]  讓我們能夠明白祢的話語
[00:05:47.000 --> 00:05:49.000]  求祢幫助眾弟兄姊妹
[00:05:49.000 --> 00:05:51.000]  讓我們每一個聆聽的時候
[00:05:51.000 --> 00:05:52.000]  不單止聽得明白
[00:05:52.000 --> 00:05:56.000]  更加讓聖經的話語進到我們的生命當中
[00:05:56.000 --> 00:06:01.000]  將已熟能詳的故事或者上帝所記下的事跡
[00:06:01.000 --> 00:06:04.000]  重新印在我們的心靈當中
[00:06:04.000 --> 00:06:06.000]  震撼我們、搖動我們
[00:06:06.000 --> 00:06:09.000]  讓我們懂得怎樣去跟隨祢
[00:06:09.000 --> 00:06:11.000]  幫助宣講的講得清楚
[00:06:11.000 --> 00:06:14.000]  將祢的話語帶到弟兄姊妹當中
[00:06:14.000 --> 00:06:15.000]  讓我們衷心淺行
[00:06:15.000 --> 00:06:17.000]  祈求祢與我們同在
[00:06:17.000 --> 00:06:20.000]  賜福我們下來領受祢的話語的時間
[00:06:20.000 --> 00:06:21.000]  獻上我們的禱告
[00:06:21.000 --> 00:06:23.000]  奉求基督耶穌得勝的聖靈祈求
[00:06:23.000 --> 00:06:24.000]  Amen
[00:06:24.000 --> 00:06:26.000]  我們一起看看這段經文
[00:06:26.000 --> 00:06:29.000]  《路加福音》第五章二十七節裏面這樣說
[00:06:29.000 --> 00:06:32.000]  「這是以後耶穌出去看見一個瑞利
[00:06:32.000 --> 00:06:35.000]  名叫利微坐在瑞關上
[00:06:35.000 --> 00:06:39.000]  就對他說:你跟從我來」
[00:06:39.000 --> 00:06:41.000]  一句很簡單的經文
[00:06:41.000 --> 00:06:45.000]  不過在這裏有一些背景需要讓大家知道
[00:06:45.000 --> 00:06:50.000]  首先整件事的起動是說到耶穌看見
[00:06:50.000 --> 00:06:53.000]  原文用「看見」這個字
[00:06:53.000 --> 00:06:56.000]  不是說「找到」、「看到」這樣的意思
[00:06:56.000 --> 00:06:59.000]  原文用「看見」這個字是說
[00:06:59.000 --> 00:07:02.000]  耶穌審視、注視著
[00:07:02.000 --> 00:07:05.000]  某程度上祂不是純粹視力裏面
[00:07:05.000 --> 00:07:08.000]  這個瑞利在祂視線範圍之內
[00:07:08.000 --> 00:07:11.000]  而是耶穌真的住足停下來
[00:07:11.000 --> 00:07:15.000]  觀察、看著坐在瑞關裏面的這個瑞利
[00:07:15.000 --> 00:07:17.000]  祂的生命
[00:07:17.000 --> 00:07:22.000]  祂在生活裏面流露的那種表達
[00:07:22.000 --> 00:07:26.000]  所以整件事的起點位
[00:07:26.000 --> 00:07:30.000]  是在於耶穌看見一個
[00:07:30.000 --> 00:07:32.000]  每個人都是這樣交稅的
[00:07:32.000 --> 00:07:37.000]  或者是一個當時重要的加伯隆瑞關
[00:07:37.000 --> 00:07:39.000]  就是那些人做生意的
[00:07:39.000 --> 00:07:42.000]  是那時候的交通要道
[00:07:42.000 --> 00:07:45.000]  希律安提柏轄下的
[00:07:45.000 --> 00:07:46.000]  要收稅的
[00:07:46.000 --> 00:07:48.000]  人來人往的地方
[00:07:48.000 --> 00:07:50.000]  普通的地方
[00:07:50.000 --> 00:07:52.000]  但是對於耶穌來說
[00:07:52.000 --> 00:07:55.000]  見到這個坐在瑞關上面的瑞利
[00:07:55.000 --> 00:07:58.000]  祂和一般人的注視是不同的
[00:07:58.000 --> 00:08:00.000]  當耶穌見到他的時候
[00:08:00.000 --> 00:08:04.000]  祂特別呼召這個人
[00:08:04.000 --> 00:08:06.000]  不過我們要知道
[00:08:06.000 --> 00:08:08.000]  瑞利是一個怎樣的職業呢?
[00:08:08.000 --> 00:08:10.000]  我們過往經常聽到
[00:08:10.000 --> 00:08:12.000]  猶太人說他出賣自己的國家
[00:08:12.000 --> 00:08:15.000]  這個是正常的
[00:08:15.000 --> 00:08:16.000]  是真的有這個看法
[00:08:16.000 --> 00:08:18.000]  不過在另外一面
[00:08:18.000 --> 00:08:20.000]  能夠做到瑞利
[00:08:20.000 --> 00:08:22.000]  是一班什麼人可以做到瑞利呢?
[00:08:22.000 --> 00:08:23.000]  我們要問
[00:08:23.000 --> 00:08:25.000]  究竟他這個位置
[00:08:25.000 --> 00:08:27.000]  他為什麼會得到這個身份?
[00:08:27.000 --> 00:08:29.000]  為什麼會找他來收稅呢?
[00:08:29.000 --> 00:08:32.000]  有一些歷史文獻告訴我們
[00:08:32.000 --> 00:08:36.000]  其實利美只不過是一個僱傭瑞利
[00:08:36.000 --> 00:08:38.000]  簡單來說就是說
[00:08:38.000 --> 00:08:40.000]  有一個大的瑞利
[00:08:40.000 --> 00:08:43.000]  撒該就是一個這樣的大財主
[00:08:43.000 --> 00:08:45.000]  有一個大財主
[00:08:45.000 --> 00:08:47.000]  他是大財主
[00:08:47.000 --> 00:08:49.000]  什麼收稅都要找他自己
[00:08:49.000 --> 00:08:51.000]  於是他就請人
[00:08:51.000 --> 00:08:53.000]  來幫他收這些稅
