
[00:00:00.000 --> 00:00:03.000]  今次經訓時間
[00:00:03.000 --> 00:00:06.000]  今日讀經的
[00:00:06.000 --> 00:00:11.000]  是記載在馬太福音第六章一至四節
[00:00:11.000 --> 00:00:13.000]  新約的第七頁
[00:00:13.000 --> 00:00:16.000]  唐用聖經新約的第七頁
[00:00:16.000 --> 00:00:20.000]  請丙姐妹翻開聖經聽我讀出
[00:00:20.000 --> 00:00:25.000]  你們要小心
[00:00:25.000 --> 00:00:29.000]  不可將善事行在人的面前
[00:00:29.000 --> 00:00:32.000]  故意叫他們看見
[00:00:32.000 --> 00:00:37.000]  若是這樣就不能得你們天賦的賞賜了
[00:00:37.000 --> 00:00:41.000]  所以你施捨的時候
[00:00:41.000 --> 00:00:43.000]  不可在你面前
[00:00:43.000 --> 00:00:45.000]  你前面吹號
[00:00:45.000 --> 00:00:47.000]  將那假冒為善的人
[00:00:47.000 --> 00:00:51.000]  在會堂裡和街道上所行的
[00:00:51.000 --> 00:00:55.000]  故意要得人的榮耀
[00:00:55.000 --> 00:00:58.000]  我實在告訴你們
[00:00:58.000 --> 00:01:02.000]  他們已經得了他們的賞賜
[00:01:02.000 --> 00:01:04.000]  你施捨的時候
[00:01:04.000 --> 00:01:09.000]  不要叫左手知道右手所作的
[00:01:09.000 --> 00:01:12.000]  要叫你施捨的事
[00:01:12.000 --> 00:01:14.000]  行在暗中
[00:01:14.000 --> 00:01:17.000]  你負在暗中察看
[00:01:17.000 --> 00:01:20.000]  必然報答你
[00:01:20.000 --> 00:01:21.000]  聖經讀不
[00:01:21.000 --> 00:01:26.000]  元神賜福常讀他話語並且進行的人
[00:01:26.000 --> 00:01:28.000]  (字幕:陳零九)
[00:01:28.000 --> 00:01:30.000]  (字幕:陳零九)
[00:01:30.000 --> 00:01:32.000]  (字幕:陳零九)
[00:01:32.000 --> 00:01:34.000]  (字幕:陳零九)
[00:01:34.000 --> 00:01:36.000]  (字幕:陳零九)
[00:01:37.000 --> 00:01:39.000]  (字幕:陳零九)
[00:01:39.000 --> 00:01:41.000]  讓我按一下
[00:01:41.000 --> 00:01:44.000]  沒有了第一頁
[00:01:44.000 --> 00:01:47.000]  不要緊
[00:01:47.000 --> 00:01:49.000]  我問問你
[00:01:49.000 --> 00:01:53.000]  現在說的當代門徒是第十五宗誥
[00:01:53.000 --> 00:01:54.000]  先考考你們
[00:01:54.000 --> 00:01:56.000]  你知不知道今天是第幾講?
[00:01:56.000 --> 00:01:57.000]  (七)
[00:01:57.000 --> 00:01:58.000]  七?
[00:01:58.000 --> 00:02:00.000]  很接近
[00:02:00.000 --> 00:02:02.000]  原來已經過了一半
[00:02:02.000 --> 00:02:03.000]  時間過得很快
[00:02:03.000 --> 00:02:05.000]  已經到第八講了
[00:02:05.000 --> 00:02:09.000]  不如我們快速重溫
[00:02:09.000 --> 00:02:11.000]  我們之前學過什麼
[00:02:11.000 --> 00:02:17.000]  第一個是教我們如何做一個真正追隨基督的門徒
[00:02:17.000 --> 00:02:21.000]  然後叫我們要作細信的光和炎
[00:02:21.000 --> 00:02:22.000]  目的是什麼?
[00:02:22.000 --> 00:02:26.000]  叫我們要讓別人看到我們的好行為
[00:02:26.000 --> 00:02:31.000]  而且要將榮耀歸給我們的天父
[00:02:31.000 --> 00:02:35.000]  第三講是
[00:02:35.000 --> 00:02:38.000]  耶穌說不要廢掉律法
[00:02:38.000 --> 00:02:40.000]  而是要去承傳律法
[00:02:40.000 --> 00:02:43.000]  叫我們要遵行祂的義
[00:02:43.000 --> 00:02:45.000]  第四講是
[00:02:45.000 --> 00:02:47.000]  教我們不要發怒
[00:02:47.000 --> 00:02:49.000]  要先和弟兄和好
[00:02:49.000 --> 00:02:52.000]  才可以獻上祭物
[00:02:52.000 --> 00:02:54.000]  第五講
[00:02:54.000 --> 00:02:58.000]  提醒我們要保持聖潔
[00:02:58.000 --> 00:03:01.000]  不要奸人
[00:03:01.000 --> 00:03:03.000]  不要丟妻
[00:03:03.000 --> 00:03:05.000]  第六講是
[00:03:05.000 --> 00:03:07.000]  叫我們不要起誓
[00:03:07.000 --> 00:03:09.000]  要做一個真誠誠實的人
[00:03:09.000 --> 00:03:11.000]  第七講
[00:03:11.000 --> 00:03:15.000]  就是要愛我們的仇敵
[00:03:15.000 --> 00:03:17.000]  要我們考法我們的天父
[00:03:17.000 --> 00:03:19.000]  要將天父完全一樣
[00:03:19.000 --> 00:03:22.000]  過去的七個忠告
[00:03:22.000 --> 00:03:25.000]  覺得容易做嗎?
[00:03:25.000 --> 00:03:28.000]  不容易?
[00:03:28.000 --> 00:03:30.000]  很難吧?
[00:03:30.000 --> 00:03:33.000]  我想問我是否要拆聲?
[00:03:33.000 --> 00:03:35.000]  是嗎?
[00:03:35.000 --> 00:03:39.000]  我用這個會好一點嗎?
[00:03:39.000 --> 00:03:41.000]  好
[00:03:41.000 --> 00:03:43.000]  過去的七個忠告
[00:03:43.000 --> 00:03:46.000]  其實在第五章裏
[00:03:46.000 --> 00:03:48.000]  在第五章裏
[00:03:48.000 --> 00:03:52.000]  應該是說耶穌在第五章裏的講述
[00:03:52.000 --> 00:03:56.000]  在第五章第一節是說登山補訓
[00:03:56.000 --> 00:03:58.000]  直至第五章尾的時候
[00:03:58.000 --> 00:04:01.000]  就開始說仇敵
[00:04:01.000 --> 00:04:06.000]  中間的位置帶出了一個非常重要的主題
[00:04:06.000 --> 00:04:09.000]  就是第五章二十節說
[00:04:09.000 --> 00:04:12.000]  我告訴你們
[00:04:12.000 --> 00:04:14.000]  你們的義若不過聖幹民事
[00:04:14.000 --> 00:04:16.000]  或法利賽人的義
[00:04:16.000 --> 00:04:18.000]  絕不能進入天國
[00:04:18.000 --> 00:04:21.000]  如果我們是當時耶穌時代的人
[00:04:21.000 --> 00:04:27.000]  我們會覺得這個教導是非常震撼的教導
[00:04:27.000 --> 00:04:29.000]  因為當時的人在他們眼中
[00:04:29.000 --> 00:04:34.000]  法利賽人是誓死去遵循律法的人
[00:04:34.000 --> 00:04:38.000]  我們之前Anders陳牧師也提到
[00:04:38.000 --> 00:04:40.000]  民事和法利賽人
[00:04:40.000 --> 00:04:42.000]  他們很喜歡嚴守一些律法
[00:04:42.000 --> 00:04:44.000]  一些外在的規條
[00:04:44.000 --> 00:04:49.000]  以致達至上帝的義
[00:04:49.000 --> 00:04:51.000]  不單止他們做得很足
[00:04:51.000 --> 00:04:53.000]  而且他們更加做多
[00:04:53.000 --> 00:04:56.000]  他們將律法分成很細條
[00:04:56.000 --> 00:04:59.000]  千千萬萬的規條
[00:04:59.000 --> 00:05:01.000]  例如律法上說
[00:05:01.000 --> 00:05:05.000]  不可在安息日不可以工作
[00:05:05.000 --> 00:05:09.000]  於是民事就辛辛苦苦將工作下定義
[00:05:09.000 --> 00:05:12.000]  安息日不可以做什麼
[00:05:12.000 --> 00:05:14.000]  甚至走路也要規定
[00:05:14.000 --> 00:05:19.000]  不可以超過一九百六十米的距離
[00:05:19.000 --> 00:05:21.000]  他們跟得那麼足
[00:05:21.000 --> 00:05:23.000]  要我們去勝過他們的義
[00:05:23.000 --> 00:05:25.000]  很難的
[00:05:25.000 --> 00:05:29.000]  究竟耶穌所說的義是什麼意思呢?
[00:05:29.000 --> 00:05:32.000]  民事和法利賽人所說的義
[00:05:32.000 --> 00:05:34.000]  究竟出了什麼問題呢?
[00:05:34.000 --> 00:05:37.000]  我們作為信徒
[00:05:37.000 --> 00:05:39.000]  又應該怎樣擁有一些什麼特質
[00:05:39.000 --> 00:05:42.000]  才可以勝過他們的義呢?
[00:05:42.000 --> 00:05:45.000]  首先我們一起有個禱告
[00:05:45.000 --> 00:05:47.000]  好嗎?
[00:05:47.000 --> 00:05:50.000]  親愛的三一佛上主
[00:05:50.000 --> 00:05:53.000]  我感謝祢留下祢寶貴的話語給我們
[00:05:53.000 --> 00:05:56.000]  求聖靈賜給我們一份柔軟的心
[00:05:56.000 --> 00:05:58.000]  去聆聽
[00:05:58.000 --> 00:06:00.000]  並且去實踐祢的教導
[00:06:00.000 --> 00:06:03.000]  叫到我們今天踏出禮堂門口的時候
[00:06:03.000 --> 00:06:05.000]  我們的生命不再一樣
[00:06:05.000 --> 00:06:06.000]  多謝祢
[00:06:06.000 --> 00:06:09.000]  祈禱乃奉我主耶穌基督的聖名祈求
[00:06:09.000 --> 00:06:10.000]  阿們
[00:06:10.000 --> 00:06:13.000]  近期熱話
[00:06:13.000 --> 00:06:16.000]  Netflix有個紀錄片
[00:06:16.000 --> 00:06:18.000]  《以父之名》
[00:06:18.000 --> 00:06:20.000]  In the name of God
[00:06:20.000 --> 00:06:23.000]  揭發了韓國有四大異端
[00:06:23.000 --> 00:06:25.000]  我今天不是說最有名的那個攝理教
[00:06:25.000 --> 00:06:27.000]  我是想說第二個
[00:06:27.000 --> 00:06:29.000]  名為五大羊的異端
[00:06:29.000 --> 00:06:33.000]  當中有一個圖中的教主
[00:06:33.000 --> 00:06:35.000]  叫做朴信子
[00:06:35.000 --> 00:06:37.000]  他在1974年
[00:06:37.000 --> 00:06:39.000]  他有一場大病
[00:06:39.000 --> 00:06:41.000]  到處求醫
[00:06:41.000 --> 00:06:43.000]  但沒有辦法得到醫治
[00:06:43.000 --> 00:06:46.000]  但有一天他竟然無緣無故病好了
[00:06:46.000 --> 00:06:49.000]  他認為神奇
[00:06:49.000 --> 00:06:51.000]  他覺得得到上天的救贖
[00:06:51.000 --> 00:06:54.000]  於是他開始接觸基督教
[00:06:54.000 --> 00:06:56.000]  在1986年
[00:06:56.000 --> 00:06:59.000]  他開始經營了一間公司
[00:06:59.000 --> 00:07:01.000]  叫做五大羊股份公司
[00:07:01.000 --> 00:07:03.000]  專做一些工藝品
[00:07:03.000 --> 00:07:06.000]  他很重視員工的福利
[00:07:06.000 --> 00:07:10.000]  他們好像一家人初期教會
[00:07:10.000 --> 00:07:12.000]  一起居住
[00:07:12.000 --> 00:07:15.000]  公司內又會經營一間幼兒院
[00:07:15.000 --> 00:07:18.000]  幫助很多孤兒
[00:07:18.000 --> 00:07:20.000]  所以很多貧苦的人
[00:07:20.000 --> 00:07:22.000]  都非常感激朴信子
[00:07:22.000 --> 00:07:24.000]  亦很信任他
[00:07:24.000 --> 00:07:27.000]  後來五大羊的員工
[00:07:27.000 --> 00:07:29.000]  入了教的信徒
[00:07:29.000 --> 00:07:32.000]  就認為追隨聖靈的路
[00:07:32.000 --> 00:07:34.000]  就是要借錢給五大羊公司
[00:07:34.000 --> 00:07:38.000]  讓他們可以幫助更多貧苦的百姓
[00:07:38.000 --> 00:07:44.000]  所以信徒因為朴信子的義行
[00:07:44.000 --> 00:07:49.000]  就把自己甚至家人的家產
[00:07:49.000 --> 00:07:51.000]  都巨額借出來
[00:07:51.000 --> 00:07:53.000]  你猜他累積了多少錢?
[00:07:53.000 --> 00:07:57.000]  當時累積了一百億韓幣
[00:07:57.000 --> 00:07:59.000]  如果用現在的市價
[00:07:59.000 --> 00:08:02.000]  應該是幾千億韓幣
[00:08:02.000 --> 00:08:04.000]  是否很大? 即是很多錢
[00:08:04.000 --> 00:08:06.000]  最終被揭發
[00:08:06.000 --> 00:08:11.000]  五大羊的信徒和教主一起逃走
[00:08:11.000 --> 00:08:14.000]  最終他們被發現
[00:08:14.000 --> 00:08:19.000]  三十二人集體自殺或被殺
[00:08:19.000 --> 00:08:22.000]  其後更揭發這間公司
[00:08:22.000 --> 00:08:24.000]  原來是虛有其表
[00:08:24.000 --> 00:08:26.000]  沒有實質的生意
[00:08:26.000 --> 00:08:28.000]  甚至乎孤兒院的孤兒
[00:08:28.000 --> 00:08:30.000]  其實都是假裝出來的
[00:08:30.000 --> 00:08:32.000]  所有人都蒙在鼓裡
[00:08:32.000 --> 00:08:34.000]  全都掉眼鏡
[00:08:34.000 --> 00:08:36.000]  其實憑一個人的外表
[00:08:36.000 --> 00:08:39.000]  很難看到他的內心究竟發生了甚麼事
[00:08:39.000 --> 00:08:42.000]  教主的義行
[00:08:42.000 --> 00:08:43.000]  所謂的善事
[00:08:43.000 --> 00:08:45.000]  用我們今天的基督徒來說
[00:08:45.000 --> 00:08:47.000]  就叫做好行為
[00:08:47.000 --> 00:08:49.000]  在當時的人眼中
[00:08:49.000 --> 00:08:51.000]  他是一個非常有愛心
[00:08:51.000 --> 00:08:52.000]  非常好
[00:08:52.000 --> 00:08:54.000]  亦想不到他內裡
[00:08:54.000 --> 00:08:57.000]  原來全部都是虛偽的東西
[00:08:57.000 --> 00:09:00.000]  當時耶穌的時代
[00:09:00.000 --> 00:09:02.000]  法利塞人其實都行了很多
[00:09:02.000 --> 00:09:05.000]  我們所謂的義事、好行為
[00:09:05.000 --> 00:09:08.000]  但耶穌卻斥責他們
[00:09:08.000 --> 00:09:10.000]  說他們表裡不一
[00:09:10.000 --> 00:09:12.000]  耶穌更加警告我們
[00:09:12.000 --> 00:09:15.000]  叫我們不要效法民事和法利塞人
[00:09:15.000 --> 00:09:18.000]  在今天的《絕經文》裡也有提到
[00:09:18.000 --> 00:09:23.000]  就是要指出他們這些錯誤的行善心態
[00:09:23.000 --> 00:09:25.000]  我們看看第一節
[00:09:25.000 --> 00:09:29.000]  這裡說了一句「小心」
[00:09:29.000 --> 00:09:32.000]  其實第一節是一個總綱
[00:09:32.000 --> 00:09:33.000]  是一個principle
[00:09:33.000 --> 00:09:36.000]  告訴我們一件很重要的事
[00:09:36.000 --> 00:09:37.000]  是甚麼呢?
[00:09:37.000 --> 00:09:40.000]  「小心」這個字
[00:09:40.000 --> 00:09:43.000]  在中文標準的譯本裡
[00:09:43.000 --> 00:09:46.000]  解作「謹慎」的意思
[00:09:46.000 --> 00:09:49.000]  耶穌很想吸引我們的注意
[00:09:49.000 --> 00:09:51.000]  留意甚麼呢?
[00:09:51.000 --> 00:09:52.000]  就是要告訴我們
[00:09:52.000 --> 00:09:54.000]  下面的吩咐很重要
[00:09:54.000 --> 00:09:55.000]  一定要來聽
[00:09:55.000 --> 00:09:57.000]  要我們留心
