
[00:00:00.000 --> 00:00:02.000]  第一節會平安
[00:00:02.000 --> 00:00:05.000]  你看到我們都戴了很有特色的口罩
[00:00:05.000 --> 00:00:10.000]  就知道我們預備好來迎接耶穌基督的降生
[00:00:10.000 --> 00:00:15.000]  讓我們都帶著一份興奮期盼來進入今天的崇拜好嗎?
[00:00:15.000 --> 00:00:17.000]  讓我們一起起立吧
[00:00:17.000 --> 00:00:19.000]  我們一起祈禱吧
[00:00:19.000 --> 00:00:21.000]  我們一起祈禱吧
[00:00:22.000 --> 00:00:27.000]  祈禱
[00:00:27.000 --> 00:00:55.440]  請不吝點贊 訂閱 轉發 打賞支持明鏡與點點欄目
[00:00:55.440 --> 00:01:23.960]  主持人:萬民啊!救主耶穌已降生人間
[00:01:23.960 --> 00:01:26.200]  全地都當歡騰
[00:01:26.200 --> 00:01:29.280]  併發起大聲迎接他
[00:01:29.280 --> 00:01:32.040]  向他歡呼歌頌
[00:01:32.040 --> 00:01:39.760]  地的四極都看見我們神的救恩
[00:01:39.760 --> 00:01:43.960]  救主耶穌是全地的請救和盼望
[00:01:43.960 --> 00:01:46.280]  即使在限聚的聖誕節
[00:01:46.280 --> 00:01:48.800]  我們仍然能夠在不同的角落
[00:01:48.800 --> 00:01:50.960]  慶祝救主降生
[00:01:50.960 --> 00:01:53.960]  還唱普世歡騰
[00:01:53.960 --> 00:01:56.960]  讓地的四極不單止看見
[00:01:56.960 --> 00:02:00.960]  更加可以聽見神完備的救恩
[00:02:00.960 --> 00:02:08.960]  普世歡騰救主降生
[00:02:08.960 --> 00:02:12.960]  全地全都為我
[00:02:12.960 --> 00:02:18.960]  萬修羅來祝禰免疫醫科
[00:02:18.960 --> 00:02:29.960]  宇宙萬物中藥
[00:02:29.960 --> 00:02:34.960]  國際公民
[00:02:34.960 --> 00:02:38.960]  誓言共同打仗
[00:02:38.960 --> 00:02:41.960]  天地共享
[00:02:41.960 --> 00:02:44.960]  平民與神明
[00:02:44.960 --> 00:02:47.960]  慶祝禰免疫醫科
[00:02:47.960 --> 00:02:49.960]  禰人命必頒
[00:02:49.960 --> 00:02:56.960]  禰也可慶禰了了不定
[00:02:56.960 --> 00:03:01.960]  祭祀禰受全國祭祀
[00:03:01.960 --> 00:03:05.960]  告禰作出敬意
[00:03:05.960 --> 00:03:11.960]  祂主來來是福中人
[00:03:11.960 --> 00:03:24.960]  主人心口無言
[00:03:24.960 --> 00:03:30.960]  當主祭祀禰贊美來
[00:03:30.960 --> 00:03:34.960]  讓道長安分輝
[00:03:34.960 --> 00:03:39.960]  祭祀禰共意可感全力
[00:03:39.960 --> 00:03:53.960]  自愛可感全力
[00:03:54.960 --> 00:03:58.960]  請姐妹讓我們同心獻上祂的禱告
[00:03:58.960 --> 00:04:03.960]  稱愛天父,我們衷心來感謝你
[00:04:03.960 --> 00:04:07.960]  因為昔日你夕你自己的愛子
[00:04:07.960 --> 00:04:09.960]  你的獨生兒子
[00:04:09.960 --> 00:04:13.960]  耶穌基督親自降臨到人世間
[00:04:13.960 --> 00:04:16.960]  為的是要向世人顯明
[00:04:16.960 --> 00:04:19.960]  上帝啊,你對我們的愛
[00:04:19.960 --> 00:04:25.960]  特別當我們還未認識耶穌你的時候
[00:04:25.960 --> 00:04:27.960]  幻作罪人的時候
[00:04:27.960 --> 00:04:29.960]  上帝啊,你已經為我們
[00:04:29.960 --> 00:04:31.960]  預備這份奇妙的救恩
[00:04:31.960 --> 00:04:33.960]  寶貴的禮物
[00:04:33.960 --> 00:04:35.960]  上帝啊,我們實在要獻上
[00:04:35.960 --> 00:04:37.960]  我們的感謝和贊頌
[00:04:37.960 --> 00:04:40.960]  耶穌基督啊,我們很感謝你
[00:04:40.960 --> 00:04:42.960]  因為你成為人生
[00:04:42.960 --> 00:04:44.960]  住在我們的中間
[00:04:44.960 --> 00:04:46.960]  讓我們真的能夠
[00:04:46.960 --> 00:04:49.960]  看得到你
[00:04:49.960 --> 00:04:51.960]  如何去明白
[00:04:51.960 --> 00:04:54.960]  我們的心路歷程
[00:04:54.960 --> 00:04:56.960]  你也曾經成為人
[00:04:56.960 --> 00:05:00.960]  有個人的喜怒哀樂悲歡離合
[00:05:00.960 --> 00:05:01.960]  所以你能夠明白
[00:05:01.960 --> 00:05:03.960]  我們在生活裡面
[00:05:03.960 --> 00:05:05.960]  所遇到不同的境況
[00:05:05.960 --> 00:05:08.960]  並且你能夠成為我們的安慰
[00:05:08.960 --> 00:05:10.960]  盼望和拯救
[00:05:10.960 --> 00:05:12.960]  以致我們能夠靠著你
[00:05:12.960 --> 00:05:14.960]  我們能夠恩著
[00:05:14.960 --> 00:05:16.960]  認順你為我們的救主
[00:05:16.960 --> 00:05:18.960]  生命的主的時候
[00:05:18.960 --> 00:05:20.960]  我們就可以和父神
[00:05:20.960 --> 00:05:22.960]  恢復那個美好的關係
[00:05:22.960 --> 00:05:24.960]  成為上帝你的兒女
[00:05:24.960 --> 00:05:27.960]  成為你所喜悅的子民
[00:05:27.960 --> 00:05:30.960]  我們今天早上聚集在你的面前
[00:05:30.960 --> 00:05:33.960]  為的是要尊崇高舉你的名
[00:05:33.960 --> 00:05:36.960]  盼望聖靈啊,你幫助我們每一個
[00:05:36.960 --> 00:05:39.960]  讓我們真的帶著一份喜樂的心
[00:05:39.960 --> 00:05:41.960]  帶著一份期盼的心
[00:05:41.960 --> 00:05:44.960]  來敬拜你,尊崇你
[00:05:44.960 --> 00:05:48.960]  並且讓我們將你這份大好信息
[00:05:48.960 --> 00:05:50.960]  一直向人播送開去
[00:05:50.960 --> 00:05:53.960]  讓人真真正正體會到
[00:05:53.960 --> 00:05:55.960]  上帝是你各樣的福氣
[00:05:55.960 --> 00:05:58.960]  我們這樣的禱告、交托、仰望
[00:05:58.960 --> 00:06:02.960]  是奉基督耶穌你得勝的名字來祈求
[00:06:02.960 --> 00:06:03.960]  阿們
[00:06:03.960 --> 00:06:04.960]  各位請坐
[00:06:10.960 --> 00:06:13.960]  主耶穌視神榮耀所發的光輝
[00:06:13.960 --> 00:06:16.960]  視神本體的真相
[00:06:16.960 --> 00:06:18.960]  聖誕節不但紀念
[00:06:18.960 --> 00:06:21.960]  道成育身耶穌基督的誕生
[00:06:21.960 --> 00:06:24.960]  也是宣告神榮耀光輝的降臨
[00:06:24.960 --> 00:06:29.960]  當天使向牧羊人宣講基督誕生的時候
[00:06:29.960 --> 00:06:33.960]  天君和鐵鉛歌唱贊美
[00:06:33.960 --> 00:06:36.960]  在至高之處榮耀歸於神
[00:06:36.960 --> 00:06:42.960]  在地上平安歸於他所喜悅的人
[00:06:42.960 --> 00:06:45.960]  天使歌唱在高天
[00:06:45.960 --> 00:06:55.960]  天使歌唱在高天
[00:06:55.960 --> 00:06:59.960]  微妙歌聲綿綿圓
[00:06:59.960 --> 00:07:03.960]  是週三的花會笑
[00:07:03.960 --> 00:07:07.960]  和年輕媳婦老娘
