
[00:00:00.000 --> 00:00:06.640]  今日選讀的經訓是記在哥林多前書13章1至13節
[00:00:06.640 --> 00:00:09.520]  在新約聖經237頁
[00:00:09.520 --> 00:00:13.160]  一首愛的頌讚
[00:00:13.160 --> 00:00:18.080]  我若能說萬人的謊言
[00:00:18.080 --> 00:00:20.080]  並天使的話語
[00:00:20.080 --> 00:00:22.080]  卻沒有愛
[00:00:22.080 --> 00:00:24.080]  我就成了名的羅
[00:00:24.080 --> 00:00:26.080]  響的拔一般
[00:00:26.080 --> 00:00:29.360]  我若有先知講道之能
[00:00:29.360 --> 00:00:32.280]  也明白各樣的傲備
[00:00:32.280 --> 00:00:34.280]  各樣的知識
[00:00:34.280 --> 00:00:36.280]  而且有傳備的信
[00:00:36.280 --> 00:00:39.280]  叫我能夠誕
[00:00:39.280 --> 00:00:41.280]  卻沒有愛
[00:00:41.280 --> 00:00:43.280]  我就算不得什麼
[00:00:43.280 --> 00:00:47.280]  我若將所有的州際窮人
[00:00:47.280 --> 00:00:51.280]  又寫幾身叫人焚燒
[00:00:51.280 --> 00:00:53.280]  卻沒有愛
[00:00:53.280 --> 00:00:55.280]  仍然與我無益
[00:00:55.280 --> 00:00:59.280]  愛是恆久忍耐
[00:00:59.280 --> 00:01:01.280]  又有恩慈
[00:01:01.280 --> 00:01:03.280]  愛是不嫉妒
[00:01:03.280 --> 00:01:07.280]  愛是不自誇不張狂
[00:01:07.280 --> 00:01:09.280]  不做害羞的事
[00:01:09.280 --> 00:01:12.280]  不求自己的益處
[00:01:12.280 --> 00:01:14.280]  不輕易發牢
[00:01:14.280 --> 00:01:16.280]  不計算人的惡
[00:01:16.280 --> 00:01:19.280]  不喜歡不義
[00:01:19.280 --> 00:01:21.280]  只喜歡真理
[00:01:21.280 --> 00:01:23.280]  凡是包容
[00:01:23.280 --> 00:01:25.280]  凡是相信
[00:01:25.280 --> 00:01:27.280]  凡是盼望
[00:01:27.280 --> 00:01:29.280]  凡是忍耐
[00:01:29.280 --> 00:01:33.280]  愛是永不止息
[00:01:33.280 --> 00:01:35.280]  先知講道之能
[00:01:35.280 --> 00:01:38.280]  終必歸於無尤
[00:01:38.280 --> 00:01:40.280]  說方言之能
[00:01:40.280 --> 00:01:42.280]  終必停止
[00:01:42.280 --> 00:01:46.280]  知識也終必歸於無尤
[00:01:46.280 --> 00:01:49.280]  我們現在所知道的有限
[00:01:49.280 --> 00:01:52.280]  先知所講的也有限
[00:01:52.280 --> 00:01:54.280]  等那完全的來到
[00:01:54.280 --> 00:01:58.280]  這有限的必歸於無尤了
[00:01:58.280 --> 00:02:00.280]  我作孩子的時候
[00:02:00.280 --> 00:02:02.280]  話語像孩子
[00:02:02.280 --> 00:02:04.280]  心思像孩子
[00:02:04.280 --> 00:02:06.280]  意念像孩子
[00:02:06.280 --> 00:02:08.280]  既成了人
[00:02:08.280 --> 00:02:11.280]  就把孩子的事丟棄了
[00:02:11.280 --> 00:02:15.280]  我們如今彷彿對著鏡子觀看
[00:02:15.280 --> 00:02:17.280]  模糊不清
[00:02:17.280 --> 00:02:21.280]  到那時就要面對面了
[00:02:21.280 --> 00:02:24.280]  我如今所知道的有限
[00:02:24.280 --> 00:02:27.280]  到那時就全知道
[00:02:27.280 --> 00:02:30.280]  如同主知道我一樣
[00:02:30.280 --> 00:02:32.280]  如今常傳的
[00:02:32.280 --> 00:02:36.280]  有信、有望、有愛
[00:02:36.280 --> 00:02:41.280]  這三樣其中最大的是愛
[00:02:50.280 --> 00:02:54.280]  今天我們很高興邀請到
[00:02:54.280 --> 00:02:57.280]  何娜軒師母
[00:02:57.280 --> 00:02:59.280]  在我們當中分享訊息
[00:02:59.280 --> 00:03:03.280]  何師母是家庭發展基金總幹事
[00:03:03.280 --> 00:03:04.280]  今天我們
[00:03:04.280 --> 00:03:06.280]  她在我們當中分享的訊息是
[00:03:06.280 --> 00:03:08.280]  「逆中有愛」
[00:03:08.280 --> 00:03:09.280]  是一個我們
[00:03:09.280 --> 00:03:12.280]  真是一個很貼切的題目
[00:03:12.280 --> 00:03:13.280]  在我們當中分享
[00:03:13.280 --> 00:03:15.280]  我們將時間交給師母
[00:03:15.280 --> 00:03:25.280]  師母:大英姐妹
[00:03:25.280 --> 00:03:26.280]  平安
[00:03:26.280 --> 00:03:30.280]  這次來到感受很不同
[00:03:30.280 --> 00:03:37.280]  不理她了
[00:03:37.280 --> 00:03:38.280]  我們是這樣的
[00:03:38.280 --> 00:03:40.280]  逆中甚麼都會發生
[00:03:40.280 --> 00:03:44.280]  我記得上次是否說報道會
[00:03:44.280 --> 00:03:46.280]  「張幸福大會」
[00:03:46.280 --> 00:03:47.280]  如果我沒有記錯
[00:03:47.280 --> 00:03:51.280]  上次應該叔叔還在
[00:03:51.280 --> 00:03:54.280]  我如何形容你們教會和我們
[00:03:54.280 --> 00:03:56.280]  是我的好鄰舍
[00:03:56.280 --> 00:04:00.280]  亦是我的同工教會
[00:04:00.280 --> 00:04:03.280]  不知道大家知不知道陳師母
[00:04:03.280 --> 00:04:04.280]  現在是我們的同工
[00:04:04.280 --> 00:04:07.280]  如果你看到我的Facebook
[00:04:07.280 --> 00:04:08.280]  變得漂亮了這麼多
[00:04:08.280 --> 00:04:10.280]  全部都是她的功勞
[00:04:10.280 --> 00:04:11.280]  我很感恩
[00:04:11.280 --> 00:04:13.280]  因為都是
[00:04:13.280 --> 00:04:14.280]  好像那天
[00:04:14.280 --> 00:04:15.280]  如果我沒有記錯
[00:04:15.280 --> 00:04:17.280]  是陳牧師跟她分享的時候
[00:04:17.280 --> 00:04:18.280]  她問我
[00:04:18.280 --> 00:04:20.280]  師母,你有甚麼需要?
[00:04:20.280 --> 00:04:21.280]  我說有啊
[00:04:21.280 --> 00:04:22.280]  我找到一個同工
[00:04:22.280 --> 00:04:24.280]  我的需要是這樣這樣
[00:04:24.280 --> 00:04:25.280]  她說不如
[00:04:25.280 --> 00:04:26.280]  想想我太太
[00:04:26.280 --> 00:04:27.280]  我嚇了一跳
[00:04:27.280 --> 00:04:29.280]  就是一餐飯
[00:04:29.280 --> 00:04:32.280]  我覺得上帝很真實
[00:04:32.280 --> 00:04:34.280]  今天跟大家分享的題目叫
[00:04:34.280 --> 00:04:36.280]  「逆中有愛」
[00:04:36.280 --> 00:04:38.280]  哥林多前書十三章
[00:04:38.280 --> 00:04:40.280]  一到十三節
[00:04:40.280 --> 00:04:42.280]  今天還有一樣特別的
[00:04:42.280 --> 00:04:43.280]  我也要介紹
[00:04:43.280 --> 00:04:44.280]  何牧師在這裡
[00:04:44.280 --> 00:04:46.280]  我的另一半何志迪牧師
[00:04:46.280 --> 00:04:50.280]  很難得
[00:04:50.280 --> 00:04:52.280]  多數是我跟他都有說
