
[00:00:00.000 --> 00:00:04.600]  經訓記載在二福所書四章二十六至二十七節
[00:00:04.600 --> 00:00:07.200]  和三十一至三十二節
[00:00:07.200 --> 00:00:10.200]  在新約聖經二百六十八頁
[00:00:10.200 --> 00:00:13.000]  程序表內頁已經有記載
[00:00:13.000 --> 00:00:19.600]  生氣卻不要犯罪
[00:00:19.600 --> 00:00:21.800]  不可含怒道日落
[00:00:21.800 --> 00:00:25.000]  也不可給魔鬼留地步
[00:00:25.000 --> 00:00:26.400]  三十一節
[00:00:26.400 --> 00:00:28.400]  一切苦毒
[00:00:28.400 --> 00:00:33.600]  怒恨、憤怒、讓罵、毀謗
[00:00:33.600 --> 00:00:35.600]  並一切的惡毒
[00:00:35.600 --> 00:00:38.600]  都當從你們中間除掉
[00:00:38.600 --> 00:00:41.600]  並要以恩慈相待
[00:00:41.600 --> 00:00:45.000]  全面吻的心彼此饒恕
[00:00:45.000 --> 00:00:49.600]  正如神在基督裡饒恕了你們一樣
[00:00:49.600 --> 00:01:07.600]  (自動翻譯)
[00:01:07.600 --> 00:01:11.600]  各位弟兄姊妹平安
[00:01:11.600 --> 00:01:16.600]  很久沒有在主日崇拜和大家分享上帝的道
[00:01:16.600 --> 00:01:19.600]  大家有否看到我今天有什麼新形象?
[00:01:19.600 --> 00:01:22.600]  有呀,今天有什麼新形象呢?
[00:01:22.600 --> 00:01:24.600]  束起了頭髮,是嗎?
[00:01:24.600 --> 00:01:27.600]  大家在禮堂裡知道
[00:01:27.600 --> 00:01:29.600]  這裡的熱氣比較上升
[00:01:29.600 --> 00:01:31.600]  所以要束起頭髮
[00:01:31.600 --> 00:01:33.600]  讓自己清爽一點
[00:01:33.600 --> 00:01:35.600]  但也有另一個原因
[00:01:35.600 --> 00:01:37.600]  因為很多時候
[00:01:37.600 --> 00:01:39.600]  我之前在崇拜講道
[00:01:39.600 --> 00:01:43.600]  也會把我們的崇拜放在YouTube
[00:01:43.600 --> 00:01:47.600]  我崇拜完之後
[00:01:47.600 --> 00:01:52.600]  回家就會收到一些人把YouTube的連結發給我
[00:01:52.600 --> 00:01:55.600]  通常那裡會有我的大頭像
[00:01:55.600 --> 00:01:58.600]  大頭像就會說
[00:01:58.600 --> 00:02:01.600]  「某某在講道」
[00:02:01.600 --> 00:02:03.600]  那「某某」是誰呢?
[00:02:03.600 --> 00:02:08.600]  「某某」是現在很紅的節目監製
[00:02:08.600 --> 00:02:14.600]  和一對很受歡迎的男子組合的經理人
[00:02:14.600 --> 00:02:18.600]  我收過不止一次
[00:02:18.600 --> 00:02:22.600]  我今天刻意改變了形象
[00:02:22.600 --> 00:02:25.600]  但為什麼我會這樣呢?
[00:02:25.600 --> 00:02:29.600]  有些人問我「你生氣嗎?」
[00:02:29.600 --> 00:02:34.600]  正好,今天我們就要從聖經裡去看
[00:02:34.600 --> 00:02:39.600]  究竟生氣有什麼教導
[00:02:39.600 --> 00:02:42.600]  有些人說
[00:02:42.600 --> 00:02:45.600]  情緒是這個世界的共通語言
[00:02:45.600 --> 00:02:49.600]  我們人的面部有44條肌肉
[00:02:49.600 --> 00:02:54.600]  如果這些肌肉產生不同的變化
[00:02:54.600 --> 00:02:56.600]  和協調、運作
[00:02:56.600 --> 00:02:58.600]  就會製造出不同的表情
[00:02:58.600 --> 00:03:00.600]  很奇妙的
[00:03:00.600 --> 00:03:02.600]  你做同一個表情
[00:03:02.600 --> 00:03:06.600]  來自世界不同文化、不同地方
[00:03:06.600 --> 00:03:08.600]  講不同語言的人
[00:03:08.600 --> 00:03:11.600]  都會說「你是開心」
[00:03:11.600 --> 00:03:14.600]  「你是很厭惡」
[00:03:14.600 --> 00:03:16.600]  「你很憤怒」
[00:03:16.600 --> 00:03:18.600]  是不是很特別?
[00:03:18.600 --> 00:03:19.600]  是不是很奇妙?
[00:03:19.600 --> 00:03:23.600]  原來人與生俱來有情緒
[00:03:23.600 --> 00:03:25.600]  而有一些研究告訴我們
[00:03:25.600 --> 00:03:30.600]  情緒與生俱來有六種
[00:03:30.600 --> 00:03:32.600]  大家都很熟悉
[00:03:32.600 --> 00:03:35.600]  喜、怒、哀、驚
[00:03:35.600 --> 00:03:37.600]  還有厭惡
[00:03:37.600 --> 00:03:40.600]  厭惡包括內疚
[00:03:40.600 --> 00:03:43.600]  第六樣是驚訝
[00:03:43.600 --> 00:03:45.600]  有六種表情
[00:03:45.600 --> 00:03:49.600]  而這些情緒都有其功能
[00:03:49.600 --> 00:03:52.600]  會因應不同情緒而產生
[00:03:52.600 --> 00:03:54.600]  激發不同的反應
[00:03:54.600 --> 00:03:56.600]  而這些反應
[00:03:56.600 --> 00:03:59.600]  對於人與人之間互動的關係
[00:03:59.600 --> 00:04:02.600]  有著很深遠和重要的影響
[00:04:02.600 --> 00:04:04.600]  舉個例子
[00:04:04.600 --> 00:04:06.600]  例如你很開心
[00:04:06.600 --> 00:04:10.600]  原來這種開心會激發我們的反應
[00:04:10.600 --> 00:04:13.600]  就是讓我們很想跟別人接近
[00:04:13.600 --> 00:04:17.600]  讓我們很想跟別人連結
[00:04:17.600 --> 00:04:19.600]  但當我們害怕的時候
[00:04:19.600 --> 00:04:22.600]  可能我們跟別人之間的影響
[00:04:22.600 --> 00:04:24.600]  就是我們會呆了
[00:04:24.600 --> 00:04:27.600]  或者可能馬上逃離現場
[00:04:27.600 --> 00:04:30.600]  不過亦有可能我們會反擊
[00:04:30.600 --> 00:04:33.600]  而憤怒的情緒
[00:04:33.600 --> 00:04:35.600]  憤怒的情緒會讓我們傾向
[00:04:35.600 --> 00:04:37.600]  有一些自我保護
[00:04:37.600 --> 00:04:43.600]  但另一方面亦會是一些行動
[00:04:43.600 --> 00:04:46.600]  會讓我們採取行動
[00:04:46.600 --> 00:04:49.600]  甚至令我們勃起了
[00:04:49.600 --> 00:04:51.600]  振奮了,要去行動
[00:04:51.600 --> 00:04:55.600]  而情緒有分正面和負面
[00:04:55.600 --> 00:04:57.600]  我想問大家
[00:04:57.600 --> 00:04:59.600]  你喜歡正面還是負面情緒?
[00:04:59.600 --> 00:05:01.600]  正面吧
[00:05:01.600 --> 00:05:03.600]  人人都喜歡正面情緒
[00:05:03.600 --> 00:05:06.600]  人傾向逃避負面情緒
[00:05:06.600 --> 00:05:09.600]  而且當有負面情緒的時候
[00:05:09.600 --> 00:05:12.600]  就需要用很大的力氣
[00:05:12.600 --> 00:05:13.600]  花很多心機
[00:05:13.600 --> 00:05:16.600]  才能夠去應付和處理
[00:05:16.600 --> 00:05:19.600]  大家有沒有留意到
[00:05:19.600 --> 00:05:21.600]  我們在五月和六月
[00:05:21.600 --> 00:05:23.600]  有四個講題
[00:05:23.600 --> 00:05:25.600]  講題的系列是
[00:05:25.600 --> 00:05:29.600]  從聖經的角度看起
[00:05:29.600 --> 00:05:31.600]  怒哀愁
[00:05:31.600 --> 00:05:35.600]  今天我會講負面情緒
[00:05:35.600 --> 00:05:37.600]  憤怒
[00:05:37.600 --> 00:05:39.600]  今天我會用
[00:05:39.600 --> 00:05:41.600]  《耳窟所書》四章26至27節
[00:05:41.600 --> 00:05:43.600]  和31至32節
[00:05:43.600 --> 00:05:45.600]  去學習了解
[00:05:45.600 --> 00:05:48.600]  上帝對於我們有憤怒情緒的時候
[00:05:48.600 --> 00:05:50.600]  有什麼教導
[00:05:50.600 --> 00:05:53.600]  不知道大家每一次聽到
[00:05:53.600 --> 00:05:55.600]  第26節這樣說
[00:05:55.600 --> 00:05:58.600]  生氣卻不要犯罪
[00:05:58.600 --> 00:06:00.600]  不要含怒到日落
[00:06:00.600 --> 00:06:03.600]  你會想到什麼呢?
[00:06:03.600 --> 00:06:05.600]  我告訴你
[00:06:05.600 --> 00:06:07.600]  我每次都想起這兩個弟兄
[00:06:07.600 --> 00:06:09.600]  哪兩個弟兄呢?
[00:06:09.600 --> 00:06:11.600]  有一個叫陳弟兄
[00:06:11.600 --> 00:06:13.600]  有一個叫羅弟兄
[00:06:13.600 --> 00:06:16.600]  陳弟兄和羅弟兄說
[00:06:16.600 --> 00:06:19.600]  我們查聖經
[00:06:19.600 --> 00:06:21.600]  得出一個結論
[00:06:21.600 --> 00:06:23.600]  我們兩個人協議了
[00:06:23.600 --> 00:06:25.600]  按照聖經的教導
[00:06:25.600 --> 00:06:27.600]  不可含怒到日落
[00:06:27.600 --> 00:06:29.600]  我們就答應了彼此
[00:06:29.600 --> 00:06:32.600]  以後兩夫妻如果有什麼爭執
[00:06:32.600 --> 00:06:34.600]  就一定要在睡前
[00:06:34.600 --> 00:06:36.600]  要傾清清楚
[00:06:36.600 --> 00:06:38.600]  如果萬一
[00:06:38.600 --> 00:06:40.600]  睡前談不攏
[00:06:40.600 --> 00:06:42.600]  就先不睡
[00:06:42.600 --> 00:06:44.600]  直至談妥為止
[00:06:44.600 --> 00:06:46.600]  羅弟兄很欣賞
[00:06:46.600 --> 00:06:47.600]  不是羅牧師
[00:06:47.600 --> 00:06:48.600]  其實是羅弟兄
[00:06:48.600 --> 00:06:49.600]  不好意思
[00:06:49.600 --> 00:06:51.600]  我沒有拍攝
[00:06:51.600 --> 00:06:54.600]  羅弟兄就說
[00:06:54.600 --> 00:06:56.600]  哇!這麼好
[00:06:56.600 --> 00:06:58.600]  你們這麼用心應用聖經
[00:06:58.600 --> 00:07:02.600]  好!我想問你們實踐得如何
[00:07:02.600 --> 00:07:05.600]  陳弟兄就說
