
[00:00:00.000 --> 00:00:05.420]  我們今天繼續在啟示錄中聆聽聖靈對教會的說話
[00:00:05.420 --> 00:00:12.240]  今天的經分是啟示錄第三章一至六節
[00:00:12.240 --> 00:00:16.800]  在新約聖經第三百五十一頁
[00:00:16.800 --> 00:00:18.800]  找到的請聽我讀出
[00:00:18.800 --> 00:00:26.520]  「你要寫信給撒迪教會的使者說
[00:00:26.520 --> 00:00:30.520]  那有神的七靈和七星的說
[00:00:30.520 --> 00:00:32.520]  我知道你的行為
[00:00:32.520 --> 00:00:34.520]  我明你是活的
[00:00:34.520 --> 00:00:36.520]  其實是死的
[00:00:36.520 --> 00:00:38.520]  你要警醒
[00:00:38.520 --> 00:00:42.520]  堅固那餘下將要衰微的
[00:00:42.520 --> 00:00:44.520]  因我見你的行為
[00:00:44.520 --> 00:00:46.520]  在我神面前
[00:00:46.520 --> 00:00:49.520]  沒有一樣是完全的
[00:00:49.520 --> 00:00:53.520]  所以要回想你是怎樣領受
[00:00:53.520 --> 00:00:55.520]  怎樣聽見的
[00:00:55.520 --> 00:00:57.520]  又要遵守
[00:00:57.520 --> 00:00:59.520]  並要悔改
[00:00:59.520 --> 00:01:01.520]  若不警醒
[00:01:01.520 --> 00:01:03.520]  我必臨到你那裡
[00:01:03.520 --> 00:01:05.520]  如同賊一樣
[00:01:05.520 --> 00:01:07.520]  我幾時臨到
[00:01:07.520 --> 00:01:09.520]  你也決不能知道
[00:01:09.520 --> 00:01:11.520]  然而在撒迪
[00:01:11.520 --> 00:01:15.520]  你還有幾名善未曾為自己依附的
[00:01:15.520 --> 00:01:19.520]  他們要穿白衣與我同行
[00:01:19.520 --> 00:01:22.520]  因為他們是配得過的
[00:01:22.520 --> 00:01:24.520]  凡得勝的
[00:01:24.520 --> 00:01:26.520]  必這樣穿白衣
[00:01:26.520 --> 00:01:29.520]  我也必不從生命冊上
[00:01:29.520 --> 00:01:31.520]  圖污他的名
[00:01:31.520 --> 00:01:33.520]  且要在我父面前
[00:01:33.520 --> 00:01:36.520]  和我父眾使者面前
[00:01:36.520 --> 00:01:38.520]  認他的名
[00:01:38.520 --> 00:01:41.520]  聖靈向眾教會所說的話
[00:01:41.520 --> 00:01:44.520]  凡有意的就當一堂聽」
[00:01:51.520 --> 00:01:54.520]  弟兄姊妹平安
[00:01:54.520 --> 00:01:56.520]  我們先有個禱告
[00:01:57.520 --> 00:01:59.520]  父上讓我們知道
[00:01:59.520 --> 00:02:01.520]  即使洪水泛濫
[00:02:01.520 --> 00:02:03.520]  你仍然坐著為王
[00:02:03.520 --> 00:02:05.520]  讓我們認定
[00:02:05.520 --> 00:02:08.520]  你是那位真實與我們同在的上帝
[00:02:08.520 --> 00:02:10.520]  所以無論我們各人
[00:02:10.520 --> 00:02:12.520]  現在處於甚麼的境況
[00:02:12.520 --> 00:02:14.520]  我們帶著甚麼的心情
[00:02:14.520 --> 00:02:18.520]  讓我們都能夠定精對準你這個安穩的牢
[00:02:18.520 --> 00:02:20.520]  以致我們心得平安
[00:02:20.520 --> 00:02:22.520]  也讓我們藉著聽道
[00:02:22.520 --> 00:02:24.520]  知道上帝你要對我們做甚麼
[00:02:24.520 --> 00:02:27.520]  知道上帝你要對我們眾人說話
[00:02:27.520 --> 00:02:30.520]  盼望主求聖靈你與我們同在
[00:02:30.520 --> 00:02:33.520]  讓我們真的能夠明白
[00:02:33.520 --> 00:02:34.520]  上帝啊
[00:02:34.520 --> 00:02:36.520]  祢想我們怎樣去回應你
[00:02:36.520 --> 00:02:38.520]  祢想我們在這個世代裏
[00:02:38.520 --> 00:02:40.520]  怎樣依靠你
[00:02:40.520 --> 00:02:43.520]  來過每一天每一日
[00:02:43.520 --> 00:02:45.520]  為此我們同心獻上禱告
[00:02:45.520 --> 00:02:47.520]  求上帝你垂聽
[00:02:47.520 --> 00:02:48.520]  奉基督耶穌你
[00:02:48.520 --> 00:02:50.520]  得聖的名字來祈求
[00:02:50.520 --> 00:02:52.520]  阿們
[00:02:52.520 --> 00:02:54.520]  不過今天我們進入了
[00:02:54.520 --> 00:02:58.520]  啟示錄七封信的第五封
[00:02:58.520 --> 00:03:02.520]  不過在之前我想借幾條問題考考大家
[00:03:02.520 --> 00:03:06.520]  對香港的街道其實你熟不熟悉呢?
[00:03:06.520 --> 00:03:08.520]  第一條
[00:03:08.520 --> 00:03:11.520]  我想問大家知道有條叫西貢街
[00:03:11.520 --> 00:03:13.520]  西貢街在哪裏?
[00:03:13.520 --> 00:03:16.520]  在哪裏?
[00:03:16.520 --> 00:03:18.520]  油麻地佐敦
[00:03:18.520 --> 00:03:20.520]  對呀,大家都是街坊
[00:03:20.520 --> 00:03:22.520]  知道西貢街不是在西貢
[00:03:22.520 --> 00:03:24.520]  好了,深一點的第二條
[00:03:24.520 --> 00:03:26.520]  柴灣角街在哪裏?
[00:03:26.520 --> 00:03:28.520]  嘩,你們這麼厲害
[00:03:28.520 --> 00:03:30.520]  你們很多人住荃灣
[00:03:30.520 --> 00:03:32.520]  柴灣角街是一條很彎彎的街
[00:03:32.520 --> 00:03:34.520]  正常你是不會去到的
[00:03:34.520 --> 00:03:37.520]  柴灣角街不是在柴灣
[00:03:37.520 --> 00:03:38.520]  是在荃灣
[00:03:38.520 --> 00:03:40.520]  不要去錯地方
[00:03:40.520 --> 00:03:42.520]  好了,這條應該是最深的
[00:03:42.520 --> 00:03:44.520]  我要小心這裏
[00:03:44.520 --> 00:03:47.520]  銅鑼灣山路在哪裏?
[00:03:48.520 --> 00:03:50.520]  嘩,你們全部這麼厲害
[00:03:50.520 --> 00:03:52.520]  沒有人去過這個地方
[00:03:52.520 --> 00:03:56.520]  其實應該偶爾你經過你不會去的
[00:03:56.520 --> 00:04:00.520]  真的,銅鑼灣山道不是在銅鑼灣
[00:04:00.520 --> 00:04:02.520]  銅鑼灣山道是在沙田
[00:04:02.520 --> 00:04:04.520]  接近大圍的交界
[00:04:04.520 --> 00:04:08.520]  原來你們都喜歡四處逛逛
[00:04:08.520 --> 00:04:11.520]  你會發覺其實香港有很多街名
[00:04:11.520 --> 00:04:14.520]  我們說四個字是名不符實的
[00:04:14.520 --> 00:04:17.520]  當然街名名不符實
[00:04:17.520 --> 00:04:20.520]  我想對我們的影響不是很大
[00:04:20.520 --> 00:04:23.520]  頂多可能只是誤導你去錯地方
[00:04:23.520 --> 00:04:26.520]  或者說你浪費了一些時間或者車錢
[00:04:26.520 --> 00:04:30.520]  但是如果名不符實的是一間教會
[00:04:30.520 --> 00:04:32.520]  就不是開玩笑
[00:04:32.520 --> 00:04:35.520]  我們不能夠坐視不理
[00:04:35.520 --> 00:04:37.520]  需要立即去加以糾正
[00:04:37.520 --> 00:04:42.520]  事實上剛才經文所讀的殺敵教會
[00:04:42.520 --> 00:04:44.520]  就是一個這樣的例子
[00:04:44.520 --> 00:04:48.520]  你會留意和之前我們提過的四間教會
[00:04:48.520 --> 00:04:51.520]  以弗所、士妹娜、別加摩和推亞推拉教會相比
[00:04:51.520 --> 00:04:53.520]  殺敵教會其實很特別
[00:04:53.520 --> 00:04:58.520]  表面上它真的沒有外人的攻擊
[00:04:58.520 --> 00:05:02.520]  社群、異教徒不會對它攻擊
[00:05:02.520 --> 00:05:06.520]  你也看不到書上提及有異端的入侵
[00:05:06.520 --> 00:05:08.520]  更加反映不了他們
[00:05:08.520 --> 00:05:13.520]  好像之前提及的士妹娜教會有財政壓力
[00:05:13.520 --> 00:05:16.520]  表面上它是一間發展得不錯的教會
[00:05:16.520 --> 00:05:20.520]  但你看看耶穌基督對這教會的評價
[00:05:20.520 --> 00:05:25.520]  整體評價其實比之前那四間教會都要惡劣
[00:05:25.520 --> 00:05:28.520]  甚至你見到耶穌指控他們
[00:05:28.520 --> 00:05:31.520]  是一間有名無實的教會
[00:05:31.520 --> 00:05:35.520]  所以很盼望藉著耶穌基督對殺敵教會
[00:05:35.520 --> 00:05:40.520]  所說的這段說話成為我們的提醒和幫助
[00:05:40.520 --> 00:05:43.520]  特別明天就踏入十二月
[00:05:43.520 --> 00:05:46.520]  紀念耶穌基督降生的日子
[00:05:46.520 --> 00:05:48.520]  求主也幫助我們
[00:05:48.520 --> 00:05:50.520]  好像講題一樣警醒
[00:05:50.520 --> 00:05:52.520]  預備一個警醒的心
[00:05:52.520 --> 00:05:55.520]  隨時預備好迎接主的再來
[00:05:55.520 --> 00:05:58.520]  看回剛才所宣讀的經文
[00:05:58.520 --> 00:06:03.520]  你留意到耶穌基督對殺敵教會的自我宣告
[00:06:03.520 --> 00:06:07.520]  耶穌說他就是擁有上帝七靈和七星
[00:06:07.520 --> 00:06:15.520]  意思是耶穌基督對殺敵教會的一舉一動療癒指掌
[00:06:15.520 --> 00:06:18.520]  完全監察並且掌握
[00:06:18.520 --> 00:06:23.520]  並且耶穌能夠穿透教會表面的行為
[00:06:23.520 --> 00:06:26.520]  看到它裡面的屬靈狀況是怎樣
[00:06:26.520 --> 00:06:28.520]  耶穌對殺敵教會說
[00:06:28.520 --> 00:06:30.520]  我知道你的行為
[00:06:30.520 --> 00:06:32.520]  按明你是活的
[00:06:32.520 --> 00:06:34.520]  其實是死的
[00:06:34.520 --> 00:06:35.520]  什麼意思呢?
[00:06:35.520 --> 00:06:39.520]  行為可以說是教會的一些工作
[00:06:39.520 --> 00:06:41.520]  或者我們常說的事工
[00:06:41.520 --> 00:06:48.520]  按明這裡是說名義上或名譽上的意思
[00:06:48.520 --> 00:06:50.520]  耶穌基督對教會說
[00:06:50.520 --> 00:06:51.520]  殺敵教會沒錯
[00:06:51.520 --> 00:06:54.520]  你是當地擁有好的明星
[00:06:54.520 --> 00:06:57.520]  名義上你是一間很活躍的教會
[00:06:57.520 --> 00:06:59.520]  很有吸引力
[00:06:59.520 --> 00:07:01.520]  但可能是怎樣呢?
[00:07:01.520 --> 00:07:03.520]  你想像到一間教會
[00:07:03.520 --> 00:07:05.520]  為什麼會有吸引力和有明星
[00:07:05.520 --> 00:07:09.520]  可能是因為它有不少活動舉辦
[00:07:09.520 --> 00:07:13.520]  亦似乎吸引到周圍的群眾來參加
[00:07:13.520 --> 00:07:17.520]  所以當時的殺敵教會應該是頗有人氣
[00:07:17.520 --> 00:07:20.520]  外界對它一致的好評
[00:07:20.520 --> 00:07:25.520]  不過為什麼耶穌卻說他是死的呢?
[00:07:25.520 --> 00:07:26.520]  很大可能是因為
[00:07:26.520 --> 00:07:28.520]  雖然教會有很多事工發展
[00:07:28.520 --> 00:07:33.520]  但焦點不是為了彰顯耶穌基督的福音
[00:07:33.520 --> 00:07:36.520]  又或者說不是為了培育信徒
[00:07:36.520 --> 00:07:39.520]  怎樣對真理的實踐和追求
[00:07:39.520 --> 00:07:43.520]  雖然殺敵教會在當地社區有知名度
[00:07:43.520 --> 00:07:46.520]  但似乎發揮不到教會
[00:07:46.520 --> 00:07:49.520]  應該有的真正使命和功能
[00:07:49.520 --> 00:07:52.520]  殺敵教會的情況
[00:07:52.520 --> 00:07:54.520]  我想就好像一個人
[00:07:54.520 --> 00:07:57.520]  他又跑步又健身又注重飲食
[00:07:57.520 --> 00:07:59.520]  表面上沒有病沒有痛
[00:07:59.520 --> 00:08:00.520]  會走會走
[00:08:00.520 --> 00:08:04.520]  但當耶穌基督好像照X-ray CT
[00:08:04.520 --> 00:08:06.520]  MIR一照下去的時候
[00:08:06.520 --> 00:08:10.520]  他就照出殺敵教會其實裏面的狀況很嚴重
[00:08:10.520 --> 00:08:12.520]  可能心血管又塞了幾條
[00:08:12.520 --> 00:08:15.520]  甚至幻想癌症有抗散的跡象
[00:08:15.520 --> 00:08:19.520]  所以你看到耶穌指責他的行為
[00:08:19.520 --> 00:08:21.520]  沒錯是活的很有活力
[00:08:21.520 --> 00:08:26.520]  但從屬靈上已經是好像死了一樣
