
[00:00:00.000 --> 00:00:04.400]  (教會禮儀)今天經訓是記載在新約聖經
[00:00:04.400 --> 00:00:09.400]  肥臘比書第二章十二至十八節
[00:00:09.400 --> 00:00:14.800]  愛尼教會的聖經二百七十四頁至二百七十五頁
[00:00:14.800 --> 00:00:19.600]  新約肥臘比書二章十二節
[00:00:19.600 --> 00:00:22.400]  本來這樣對肥臘比信徒說
[00:00:22.400 --> 00:00:26.800]  這樣看來我親愛的弟兄
[00:00:26.800 --> 00:00:32.000]  你們既是常馴服的,不但我在你們那裡
[00:00:32.000 --> 00:00:37.200]  就算我如今不在你們那裡更是馴服的
[00:00:37.200 --> 00:00:43.000]  就當恐懼戰驚,作成你們得救的功夫
[00:00:43.000 --> 00:00:46.200]  因為你們立志行事
[00:00:46.200 --> 00:00:49.600]  到時神在你們心裡運行
[00:00:49.600 --> 00:00:53.000]  為要成就他的美意
[00:00:53.000 --> 00:00:58.400]  凡所行的都不要發怨言,起爭論
[00:00:58.400 --> 00:01:02.600]  使你們無可指責,誠實無畏
[00:01:02.600 --> 00:01:05.600]  在這彎曲薄貌的世代
[00:01:05.600 --> 00:01:08.600]  作神無瑕疵的兒女
[00:01:08.600 --> 00:01:11.800]  你們顯在這世代中
[00:01:11.800 --> 00:01:14.400]  好將明光照耀
[00:01:14.400 --> 00:01:17.600]  將生命的道表明出來
[00:01:17.600 --> 00:01:20.600]  叫我在基督的日子
[00:01:20.600 --> 00:01:25.600]  好誇我沒有胸袍也沒有屠奴
[00:01:25.600 --> 00:01:29.600]  我以你們的信心為貢獻的祭物
[00:01:29.600 --> 00:01:34.000]  我若被囂墊在旗上也是喜樂
[00:01:34.000 --> 00:01:38.000]  並且與你們眾人一同喜樂
[00:01:38.000 --> 00:01:40.600]  你們也要照樣喜樂
[00:01:40.600 --> 00:01:43.600]  並且與我一同喜樂
[00:01:43.600 --> 00:01:52.600]  (廣東話)
[00:01:52.600 --> 00:01:54.600]  各位靈姐妹主內平安
[00:01:54.600 --> 00:01:58.600]  今日會延續這個系列
[00:01:58.600 --> 00:02:01.600]  靈性關係成長關於肥立比書
[00:02:01.600 --> 00:02:03.600]  是第四講
[00:02:03.600 --> 00:02:07.600]  我們一齊開始之前有個禱告
[00:02:07.600 --> 00:02:10.600]  上帝我們感謝讚美你
[00:02:10.600 --> 00:02:13.600]  求你的靈與我們每一個同在
[00:02:13.600 --> 00:02:17.600]  讓我們能夠在上帝你自己的聖靈引導裡
[00:02:17.600 --> 00:02:20.600]  我們的心懷意念都蒙你保守
[00:02:20.600 --> 00:02:25.600]  我們可以聽到上帝你自己對我們親自的說話
[00:02:25.600 --> 00:02:30.600]  讓我們的生命能夠在這個世代見證你
[00:02:30.600 --> 00:02:32.600]  求你與我們同在
[00:02:32.600 --> 00:02:35.600]  我們來獻上祈禱奉主耶穌
[00:02:35.600 --> 00:02:37.600]  阿們
[00:02:37.600 --> 00:02:41.600]  在這裡先問大家一個問題
[00:02:41.600 --> 00:02:45.600]  你問我們現在身處在一個什麼世代
[00:02:45.600 --> 00:02:48.600]  我相信可能是一個惶恐
[00:02:48.600 --> 00:02:51.600]  混亂甚至迷失的世代
[00:02:51.600 --> 00:02:55.600]  我們剛才聽到弟兄和我們讀的這段聖經
[00:02:55.600 --> 00:03:00.600]  再對應經文裡肥立比教會的時候
[00:03:00.600 --> 00:03:02.600]  我們就會去想一下
[00:03:02.600 --> 00:03:08.600]  我們怎樣才能夠活出一個活潑基督徒的生命呢?
[00:03:08.600 --> 00:03:11.600]  我們看回這段經文
[00:03:11.600 --> 00:03:12.600]  剛才所讀的
[00:03:12.600 --> 00:03:18.600]  是承接著上一段第五節至十一節的經文
[00:03:18.600 --> 00:03:22.600]  這裡是說到以耶穌基督的心為心
[00:03:22.600 --> 00:03:23.600]  來到這裡的時候
[00:03:23.600 --> 00:03:25.600]  保羅就以轉接
[00:03:25.600 --> 00:03:27.600]  就說這樣看來
[00:03:27.600 --> 00:03:29.600]  開始要告訴我們
[00:03:29.600 --> 00:03:32.600]  耶穌基督是以謙卑馴服的生命
[00:03:32.600 --> 00:03:36.600]  願意降生為人的形象的樣式
[00:03:36.600 --> 00:03:38.600]  雖然祂本有神的形象
[00:03:38.600 --> 00:03:41.600]  但是祂釘死在十字架上
[00:03:41.600 --> 00:03:43.600]  是要信服神的旨意
[00:03:43.600 --> 00:03:46.600]  成就神救贖的心意
[00:03:46.600 --> 00:03:48.600]  不過在神的應許裡
[00:03:48.600 --> 00:03:52.600]  十字架我相信不是一個終局
[00:03:52.600 --> 00:03:55.600]  而是通往榮耀的一個里程上
[00:03:55.600 --> 00:03:58.600]  所以保羅來到勸勉信徒
[00:03:58.600 --> 00:04:01.600]  學習耶穌基督信服的生命
[00:04:01.600 --> 00:04:03.600]  是要以喜樂地
[00:04:03.600 --> 00:04:07.600]  活潑地在地上過我們的生活
[00:04:07.600 --> 00:04:09.600]  直到正如保羅所說的
[00:04:09.600 --> 00:04:12.600]  在基督耶穌裡面的日子
[00:04:12.600 --> 00:04:16.600]  我們來看一看
[00:04:16.600 --> 00:04:20.600]  這一段經文第十二至十三節
[00:04:20.600 --> 00:04:22.600]  是一個怎樣信服的生命呢?
[00:04:22.600 --> 00:04:25.600]  這樣看來,我親愛的弟兄,
[00:04:25.600 --> 00:04:27.600]  你們既是常信服的,
[00:04:27.600 --> 00:04:29.600]  不但我在你們那裡,
[00:04:29.600 --> 00:04:32.600]  就是我如今不在你們那裡,
[00:04:32.600 --> 00:04:34.600]  更是信服的。
[00:04:34.600 --> 00:04:36.600]  就當恐懼戰驚,
[00:04:36.600 --> 00:04:38.600]  造成你們得救的功夫,
[00:04:38.600 --> 00:04:41.600]  因為你們立志行事,
[00:04:41.600 --> 00:04:45.600]  都事在神你們心裡運行,
[00:04:45.600 --> 00:04:49.600]  為要成就他的美意。
[00:04:49.600 --> 00:04:50.600]  其實,
[00:04:50.600 --> 00:04:53.600]  在肥勒比教會已經有信服的基礎
[00:04:53.600 --> 00:04:55.600]  不知道大家知不知道
[00:04:55.600 --> 00:04:59.600]  究竟肥勒比的信服基礎在哪裡?
[00:04:59.600 --> 00:05:02.600]  或者我們簡單地重溫一下
[00:05:02.600 --> 00:05:07.600]  肥勒比的信徒
[00:05:07.600 --> 00:05:10.600]  他們信服在基督的權下
[00:05:10.600 --> 00:05:13.600]  因為保羅一開始就說
[00:05:13.600 --> 00:05:16.600]  他們被稱為基督裡的聖徒
[00:05:16.600 --> 00:05:18.600]  第二就是
[00:05:18.600 --> 00:05:21.600]  肥勒比的信徒信服福音
[00:05:21.600 --> 00:05:25.600]  因為保羅在肥勒比成立教會的時候
[00:05:25.600 --> 00:05:29.600]  一群當時還沒有認識耶穌的人
[00:05:29.600 --> 00:05:30.600]  還沒有認識福音的人
[00:05:30.600 --> 00:05:32.600]  他們能夠接受福音
[00:05:32.600 --> 00:05:34.600]  但是在那個時候開始
[00:05:34.600 --> 00:05:36.600]  他們就努力地傳福音
[00:05:36.600 --> 00:05:39.600]  所以保羅說他們是同心合意
[00:05:39.600 --> 00:05:41.600]  興旺福音
[00:05:41.600 --> 00:05:43.600]  而最後
[00:05:43.600 --> 00:05:45.600]  這群信徒
[00:05:45.600 --> 00:05:49.600]  他們都是信服在保羅的教導裡面
[00:05:49.600 --> 00:05:51.600]  在很多的教導上
[00:05:51.600 --> 00:05:53.600]  其中有一樣就是
[00:05:53.600 --> 00:05:57.600]  這群信徒很願意支持保羅的事工
[00:05:57.600 --> 00:05:59.600]  無論他去到哪裡都是這樣
[00:05:59.600 --> 00:06:03.600]  所以在教後的篇幅書信裡都會有提到
[00:06:03.600 --> 00:06:06.600]  說到這個信服的前提
[00:06:06.600 --> 00:06:08.600]  保羅勉勵他們
[00:06:08.600 --> 00:06:12.600]  就是如今我不在你們那裡更是信服
[00:06:12.600 --> 00:06:14.600]  就當恐懼戰經
[00:06:14.600 --> 00:06:16.600]  造成你們得救的功夫
[00:06:16.600 --> 00:06:18.600]  因為你們立志行事
[00:06:18.600 --> 00:06:21.600]  都使神在你們心裡運行
[00:06:21.600 --> 00:06:23.600]  為要成就他的美意
[00:06:23.600 --> 00:06:26.600]  在我預備這段經文的時候
[00:06:26.600 --> 00:06:30.600]  我都看過不同的聖經版本的翻譯
[00:06:30.600 --> 00:06:34.600]  在聖經當代譯本修訂版
[00:06:34.600 --> 00:06:36.600]  他就將這個更是信服
[00:06:36.600 --> 00:06:40.600]  就當恐懼戰經造成你們得救的功夫
[00:06:40.600 --> 00:06:43.600]  是譯為要戰戰兢兢地
[00:06:43.600 --> 00:06:46.600]  活出得救後應有的生活
[00:06:46.600 --> 00:06:49.600]  而在聖經信息版
[00:06:49.600 --> 00:06:51.600]  Eugene Peterson
[00:06:51.600 --> 00:06:53.600]  The Message Bible裡面
[00:06:53.600 --> 00:06:56.600]  他就將它這樣譯為
[00:06:56.600 --> 00:07:01.600]  你們生活在有求必應的信服當中
[00:07:01.600 --> 00:07:02.600]  繼續努力吧
[00:07:02.600 --> 00:07:04.600]  加倍努力
[00:07:04.600 --> 00:07:06.600]  當中信服
[00:07:06.600 --> 00:07:09.600]  如果在Eugene Peterson裡面
[00:07:09.600 --> 00:07:11.600]  原本只是Obedience
[00:07:11.600 --> 00:07:14.600]  但是他在前面就加了一個字
[00:07:14.600 --> 00:07:17.600]  就叫做Responsive Obedience
[00:07:17.600 --> 00:07:23.600]  剛才讀的時候就變成了有求必應的信服
[00:07:23.600 --> 00:07:25.600]  究竟是指什麼呢
[00:07:25.600 --> 00:07:26.600]  這裡原來就是說
[00:07:26.600 --> 00:07:31.600]  隨時準備回應信服的一種態度
[00:07:31.600 --> 00:07:33.600]  頂姐妹
[00:07:33.600 --> 00:07:35.600]  不知道有沒有發覺
[00:07:35.600 --> 00:07:40.600]  我們每個信徒都會向神作出回應的信服
[00:07:40.600 --> 00:07:43.600]  不知道大家有沒有這樣做過
[00:07:43.600 --> 00:07:47.600]  第一種他們參與教會服事的時候
[00:07:47.600 --> 00:07:49.600]  就會在教會
[00:07:49.600 --> 00:07:52.600]  看到有什麼需要的地方
[00:07:52.600 --> 00:07:55.600]  他們會去協助幫助
[00:07:55.600 --> 00:08:01.600]  甚至可能不只是做一些很簡單的服事
[00:08:01.600 --> 00:08:04.600]  甚至會擔起一些侍奉的崗位
[00:08:04.600 --> 00:08:08.600]  可能做某一部部長或部員
[00:08:08.600 --> 00:08:10.600]  去教主學
[00:08:10.600 --> 00:08:11.600]  詩班
[00:08:11.600 --> 00:08:12.600]  唱詩
[00:08:12.600 --> 00:08:14.600]  甚至如果覺得自己音樂好
[00:08:14.600 --> 00:08:17.600]  有恩賜的話
[00:08:17.600 --> 00:08:18.600]  可能就會做指揮
[00:08:18.600 --> 00:08:21.600]  或者做詩琴
