
[00:00:00.000 --> 00:00:04.000]  以下我們要聽神的話
[00:00:04.000 --> 00:00:12.000]  《約翰福音》第十章二十二至三十節
[00:00:12.000 --> 00:00:14.000]  請聽弟兄讀出
[00:00:14.000 --> 00:00:18.000]  在耶路撒冷有修奠節
[00:00:18.000 --> 00:00:20.000]  是冬天的時候
[00:00:20.000 --> 00:00:24.000]  耶穌在殿裡所有門的廊下行走
[00:00:24.000 --> 00:00:28.000]  猶他人圍著祂說
[00:00:28.000 --> 00:00:32.000]  「你以為我們猶疑不定到何時呢?
[00:00:32.000 --> 00:00:36.000]  你若是基督就明明地告訴我們」
[00:00:36.000 --> 00:00:38.000]  耶穌回答說
[00:00:38.000 --> 00:00:42.000]  「我已經告訴你們,你們不信
[00:00:42.000 --> 00:00:46.000]  我奉我父之名所行的事
[00:00:46.000 --> 00:00:48.000]  可以為我作見證
[00:00:48.000 --> 00:00:50.000]  只是你們不信
[00:00:50.000 --> 00:00:52.000]  因為你們不是我的羊
[00:00:52.000 --> 00:00:56.000]  我的羊聽我的聲音
[00:00:56.000 --> 00:00:58.000]  我也認識他們
[00:00:58.000 --> 00:01:00.000]  他們也跟著我
[00:01:00.000 --> 00:01:04.000]  我又賜給他們永生
[00:01:04.000 --> 00:01:06.000]  他們永不滅亡
[00:01:06.000 --> 00:01:10.000]  誰也不能從我手裡把他們奪去
[00:01:10.000 --> 00:01:12.000]  我父把羊賜給我
[00:01:12.000 --> 00:01:15.000]  他被萬有都帶
[00:01:15.000 --> 00:01:20.000]  誰也不能從我手裡把他們奪去
[00:01:20.000 --> 00:01:23.000]  我們與父願為一」
[00:01:23.000 --> 00:01:25.000]  聖經讀筆
[00:01:25.000 --> 00:01:34.000]  弟兄姐妹早安
[00:01:34.000 --> 00:01:40.000]  今天的經文是由19節到42節
[00:01:40.000 --> 00:01:45.000]  即是第十章大部分都讀完了
[00:01:45.000 --> 00:01:47.000]  不過讀經不想讀太長
[00:01:47.000 --> 00:01:49.000]  所以我們只讀一段
[00:01:49.000 --> 00:01:53.000]  大家是基督徒
[00:01:53.000 --> 00:01:56.000]  並且我們很幸運
[00:01:56.000 --> 00:02:00.000]  我們遇到的是已經復活的耶穌
[00:02:00.000 --> 00:02:04.000]  所以我們接受耶穌基督的完全神聖
[00:02:04.000 --> 00:02:06.000]  是沒有太大的困難
[00:02:06.000 --> 00:02:10.000]  不過在耶穌在世的時代
[00:02:10.000 --> 00:02:13.000]  祂是一個充滿爭議性的人物
[00:02:13.000 --> 00:02:15.000]  唯有祂身邊的人
[00:02:15.000 --> 00:02:17.000]  對祂有非常分歧
[00:02:17.000 --> 00:02:19.000]  甚至是兩極化的看法
[00:02:19.000 --> 00:02:21.000]  耶穌能夠行神蹟
[00:02:21.000 --> 00:02:22.000]  能夠讓核子看見
[00:02:22.000 --> 00:02:24.000]  這證明祂有超自然的能力
[00:02:24.000 --> 00:02:27.000]  祂的教導也與眾不同
[00:02:27.000 --> 00:02:29.000]  常常有奇特的觀點
[00:02:29.000 --> 00:02:31.000]  這證明祂有非凡的智慧
[00:02:31.000 --> 00:02:35.000]  如果我們將耶穌
[00:02:35.000 --> 00:02:38.000]  對耶穌的理解停留在這樣的地步
[00:02:38.000 --> 00:02:40.000]  一個有能力又有智慧的人
[00:02:40.000 --> 00:02:43.000]  大概就是上帝差來的先知
[00:02:43.000 --> 00:02:46.000]  舊約裏面有很多先知
[00:02:46.000 --> 00:02:48.000]  以利亞就是先知
[00:02:48.000 --> 00:02:52.000]  雖然近幾百年已經不再有先知存在
[00:02:52.000 --> 00:02:57.000]  不過現在多一位先知都沒有問題
[00:02:57.000 --> 00:03:00.000]  所以對耶穌有正面看法的人
[00:03:00.000 --> 00:03:04.000]  大概都會認定耶穌是一位先知
[00:03:04.000 --> 00:03:06.000]  但進一步
[00:03:06.000 --> 00:03:10.000]  耶穌是不是舊約所要來的尼塞亞呢?
[00:03:10.000 --> 00:03:12.000]  如果祂是
[00:03:12.000 --> 00:03:15.000]  祂是不是要帶領以色列人
[00:03:15.000 --> 00:03:18.000]  從羅馬帝國的手中奪回主權
[00:03:18.000 --> 00:03:20.000]  建立一個新的國度
[00:03:20.000 --> 00:03:21.000]  是不是這樣呢?
[00:03:21.000 --> 00:03:24.000]  從祂的出身和祂的活動
[00:03:24.000 --> 00:03:26.000]  和祂所宣稱的使命
[00:03:26.000 --> 00:03:29.000]  顯然不像是一個偉大的政治家
[00:03:29.000 --> 00:03:32.000]  祂的活動範圍主要在加利利
[00:03:32.000 --> 00:03:35.000]  這個不是猶太人的權力中心
[00:03:35.000 --> 00:03:38.000]  最多是類似今天的荃灣
[00:03:38.000 --> 00:03:43.000]  離開權力中心差太遠了
[00:03:43.000 --> 00:03:46.000]  祂只是偶然去耶路撒冷
[00:03:46.000 --> 00:03:48.000]  和宗教領袖對話
[00:03:48.000 --> 00:03:51.000]  但沒有參與任何公開的政治活動
[00:03:51.000 --> 00:03:54.000]  也從來沒有挑戰過羅馬的政權
[00:03:54.000 --> 00:03:57.000]  這是什麼尼塞亞斯人呢?
[00:03:57.000 --> 00:03:59.000]  最令人困擾的是
[00:03:59.000 --> 00:04:03.000]  耶穌常常說出一些令人震驚、費解
[00:04:03.000 --> 00:04:06.000]  甚至是激怒人的說話
[00:04:06.000 --> 00:04:09.000]  祂自稱是天父上帝的兒子
[00:04:09.000 --> 00:04:11.000]  和上帝有不尋常的關係
[00:04:11.000 --> 00:04:16.000]  甚至是隱隱宣告祂具有神聖的地位
[00:04:16.000 --> 00:04:22.000]  這個對堅持一神論的猶太人難以接受
[00:04:22.000 --> 00:04:25.000]  因為人自稱上帝
[00:04:25.000 --> 00:04:28.000]  這是最狂妄、最褻瀆神明的說話
[00:04:28.000 --> 00:04:30.000]  耶穌可以是先知,可以不是
[00:04:30.000 --> 00:04:32.000]  耶穌可以是尼塞亞,可以不是
[00:04:32.000 --> 00:04:34.000]  無所謂的
[00:04:34.000 --> 00:04:37.000]  但耶穌自稱是上帝
[00:04:37.000 --> 00:04:39.000]  這是知事體大
[00:04:39.000 --> 00:04:42.000]  因為這搖動了猶太人信仰的根本
[00:04:42.000 --> 00:04:45.000]  他們一定要撕裂自己的衣裳
[00:04:45.000 --> 00:04:47.000]  表達份外
[00:04:47.000 --> 00:04:49.000]  問題是
[00:04:49.000 --> 00:04:51.000]  一個褻瀆神明的人
[00:04:51.000 --> 00:04:54.000]  怎可能是屬於上帝的呢?
[00:04:54.000 --> 00:04:56.000]  或者是被上帝猜測出來的人呢?
[00:04:56.000 --> 00:04:59.000]  如果我們認為耶穌褻瀆神明
[00:04:59.000 --> 00:05:02.000]  那麼耶穌就連先知都不會是
[00:05:02.000 --> 00:05:05.000]  祂只是屬於撒旦
[00:05:05.000 --> 00:05:09.000]  並且借助鬼王的能力去行神蹟
[00:05:09.000 --> 00:05:14.000]  這是反對耶穌的宗教領袖一致的看法
[00:05:14.000 --> 00:05:18.000]  當耶穌行了叫核子復明的神蹟之後
[00:05:18.000 --> 00:05:21.000]  猶太人中間就產生了極大的爭議
[00:05:21.000 --> 00:05:24.000]  有人斷言他瘋了
[00:05:24.000 --> 00:05:26.000]  並且是被鬼附的人
[00:05:26.000 --> 00:05:27.000]  所以不要聽他的說話
[00:05:27.000 --> 00:05:29.000]  但有人質疑
[00:05:29.000 --> 00:05:32.000]  被鬼附的人怎能夠行這樣的神蹟呢?
[00:05:32.000 --> 00:05:36.000]  總之眾說紛紜,意見很分歧
[00:05:36.000 --> 00:05:38.000]  你可以看到
[00:05:38.000 --> 00:05:43.000]  耶穌的言行是將人逼近牆角的
[00:05:43.000 --> 00:05:46.000]  使人沒有迴旋的餘地
[00:05:46.000 --> 00:05:47.000]  人不可以保持中立
[00:05:47.000 --> 00:05:49.000]  不可以有待考證
[00:05:49.000 --> 00:05:51.000]  你要立即表態
[00:05:51.000 --> 00:05:53.000]  如果你接受耶穌的話
[00:05:53.000 --> 00:05:55.000]  你就要奉祂為上帝
[00:05:55.000 --> 00:05:57.000]  並且必須趴在祂面前
[00:05:57.000 --> 00:06:00.000]  如果你拒絕耶穌的話
[00:06:00.000 --> 00:06:04.000]  你就一定要當祂是瘋子或騙徒
[00:06:04.000 --> 00:06:06.000]  褻瀆上帝,無法無天
[00:06:06.000 --> 00:06:09.000]  唯一的處理方法
[00:06:09.000 --> 00:06:11.000]  在舊約時代的理解
[00:06:11.000 --> 00:06:13.000]  就是將祂致死
[00:06:13.000 --> 00:06:17.000]  耶穌或是瘋子或是上帝
[00:06:17.000 --> 00:06:19.000]  你必須要二擇其一
[00:06:19.000 --> 00:06:22.000]  注意,在當時人的眼中
[00:06:22.000 --> 00:06:26.000]  瘋子和騙徒幾乎是同義詞
[00:06:26.000 --> 00:06:29.000]  他們相信疾病是有超自然的原因
[00:06:29.000 --> 00:06:32.000]  瘋狂是被鬼附
[00:06:32.000 --> 00:06:33.000]  不是心理問題
[00:06:33.000 --> 00:06:35.000]  是宗教問題
[00:06:35.000 --> 00:06:37.000]  騙徒是說方者
[00:06:37.000 --> 00:06:39.000]  亦與撒旦有關連
