
[00:00:00.000 --> 00:00:02.000]  經訓時間
[00:00:02.000 --> 00:00:08.000]  陳偉業議員
[00:00:08.000 --> 00:00:14.000]  陳偉業議員
[00:00:14.000 --> 00:00:20.000]  陳偉業議員
[00:00:20.000 --> 00:00:24.000]  第一節
[00:00:24.000 --> 00:00:28.000]  二百年山地有一個人名叫米家
[00:00:28.000 --> 00:00:30.000]  他對母親說
[00:00:30.000 --> 00:00:35.000]  你那一千一百赦赫勒銀子被人拿去
[00:00:35.000 --> 00:00:38.000]  你因此就坐
[00:00:38.000 --> 00:00:40.000]  並且告訴了我
[00:00:40.000 --> 00:00:44.000]  看啊!這銀子在我這裏
[00:00:44.000 --> 00:00:46.000]  是我拿去了
[00:00:46.000 --> 00:00:47.000]  他母親說
[00:00:47.000 --> 00:00:51.000]  我兒啊!願耶和華賜福與你
[00:00:51.000 --> 00:00:58.000]  米家就把這一千一百赦勒銀子還他母親
[00:00:58.000 --> 00:01:00.000]  他母親說
[00:01:00.000 --> 00:01:05.000]  我分出這銀子來為你獻給耶和華
[00:01:05.000 --> 00:01:07.000]  好雕刻一個像
[00:01:07.000 --> 00:01:09.000]  鑄成一個像
[00:01:09.000 --> 00:01:12.000]  現在我還是交給你
[00:01:12.000 --> 00:01:16.000]  米家將銀子還他母親
[00:01:16.000 --> 00:01:21.000]  他母親將二百赦勒銀子交給銀像
[00:01:21.000 --> 00:01:23.000]  雕刻一個像
[00:01:23.000 --> 00:01:25.000]  鑄成一個像
[00:01:25.000 --> 00:01:28.000]  安置在米家的屋內
[00:01:28.000 --> 00:01:31.000]  這米家有了神堂
[00:01:31.000 --> 00:01:36.000]  又製造以弗得和家中的神像
[00:01:36.000 --> 00:01:40.000]  分派他一個兒子作祭司
[00:01:40.000 --> 00:01:45.000]  那時以色列中沒有主
[00:01:45.000 --> 00:01:48.000]  各人任意而行
[00:01:48.000 --> 00:01:52.000]  猶大的伯利恆有一個少年人
[00:01:52.000 --> 00:01:55.000]  是猶大族的利美人
[00:01:55.000 --> 00:01:57.000]  他在那裏寄宿
[00:01:57.000 --> 00:02:00.000]  這人離開猶大伯利恆城
[00:02:00.000 --> 00:02:03.000]  要找一個可住的地方
[00:02:03.000 --> 00:02:05.000]  行路的時候
[00:02:05.000 --> 00:02:08.000]  到了以法連山地
[00:02:08.000 --> 00:02:10.000]  走到米家的家
[00:02:10.000 --> 00:02:12.000]  米家問他說
[00:02:12.000 --> 00:02:14.000]  你從那裏來?
[00:02:14.000 --> 00:02:16.000]  他回答說
[00:02:16.000 --> 00:02:18.000]  從猶大伯利恆來
[00:02:18.000 --> 00:02:20.000]  我是利美人
[00:02:20.000 --> 00:02:23.000]  要找一個可住的地方
[00:02:23.000 --> 00:02:25.000]  米家說
[00:02:25.000 --> 00:02:28.000]  你可以住我這裏
[00:02:28.000 --> 00:02:33.000]  我以你為父為祭司
[00:02:33.000 --> 00:02:37.000]  我每年給你十赦赦勒銀子
[00:02:37.000 --> 00:02:41.000]  一套衣服和度日的食物
[00:02:41.000 --> 00:02:44.000]  利美人就進了他的家
[00:02:44.000 --> 00:02:48.000]  利美人情願與那人同住
[00:02:48.000 --> 00:02:50.000]  那人看這少年人
[00:02:50.000 --> 00:02:53.000]  如自己的兒子一樣
[00:02:53.000 --> 00:02:55.000]  米家分派這少年人的
[00:02:55.000 --> 00:02:58.000]  利美人作祭司
[00:02:58.000 --> 00:03:01.000]  他就住在米家的家裏
[00:03:01.000 --> 00:03:03.000]  米家說
[00:03:03.000 --> 00:03:05.000]  現在我知道耶和華
[00:03:05.000 --> 00:03:07.000]  必賜福於我
[00:03:07.000 --> 00:03:10.000]  因我有一個利美人作祭司
[00:03:10.000 --> 00:03:12.000]  願神賜福常讀他話語
[00:03:12.000 --> 00:03:14.000]  並且遵行的人
[00:03:14.000 --> 00:03:22.000]  丁姐妹平安
[00:03:22.000 --> 00:03:23.000]  平安
[00:03:23.000 --> 00:03:26.000]  我們今天繼續來看時事記
[00:03:26.000 --> 00:03:28.000]  之前就說過
[00:03:28.000 --> 00:03:30.000]  在時事記裏面記載著
[00:03:30.000 --> 00:03:32.000]  有不同的時事
[00:03:32.000 --> 00:03:34.000]  不同的領袖興起
[00:03:34.000 --> 00:03:36.000]  到參宣就是時事記裏面
[00:03:36.000 --> 00:03:38.000]  記載的最後一位時事
[00:03:38.000 --> 00:03:41.000]  但時事記並不是停止了
[00:03:41.000 --> 00:03:44.000]  在參宣之後就停止了
[00:03:44.000 --> 00:03:46.000]  沒有時事興起
[00:03:46.000 --> 00:03:48.000]  就等於整個書卷的結束
[00:03:48.000 --> 00:03:50.000]  到第十七章
[00:03:50.000 --> 00:03:53.000]  就開始進入一個新的時代
[00:03:53.000 --> 00:03:56.000]  就是後時事時代
[00:03:56.000 --> 00:03:58.000]  後時事時代是甚麼意思呢?
[00:03:58.000 --> 00:04:00.000]  就是沒有時事興起
[00:04:00.000 --> 00:04:02.000]  如果你明白以色列
[00:04:02.000 --> 00:04:03.000]  或舊約裏面
[00:04:03.000 --> 00:04:06.000]  有三個角色身份是很重要的
[00:04:06.000 --> 00:04:08.000]  首先第一個
[00:04:08.000 --> 00:04:11.000]  利用時司或君王
[00:04:11.000 --> 00:04:13.000]  即是成為統治帶領
[00:04:13.000 --> 00:04:15.000]  或打仗的領袖
[00:04:15.000 --> 00:04:18.000]  先知就是上帝的代言人
[00:04:18.000 --> 00:04:19.000]  上帝直著他
[00:04:19.000 --> 00:04:22.000]  將上帝的話語帶到整個群體當中
[00:04:22.000 --> 00:04:25.000]  祭司或大祭司
[00:04:25.000 --> 00:04:27.000]  就是帶領以色列民
[00:04:27.000 --> 00:04:30.000]  一來教會他們如何做教導
[00:04:30.000 --> 00:04:32.000]  他們如何敬拜上帝
[00:04:32.000 --> 00:04:35.000]  另一方面就是主理整個聖殿
[00:04:35.000 --> 00:04:37.000]  在會幕裏面的敬拜
[00:04:37.000 --> 00:04:41.000]  上帝選召利美人成為了這個角色
[00:04:41.000 --> 00:04:43.000]  在這個支派裏面
[00:04:43.000 --> 00:04:46.000]  選召一些人來參與
[00:04:46.000 --> 00:04:49.000]  聖殿或祭祀的工作
[00:04:49.000 --> 00:04:52.000]  除了這個祭祀的宗教儀式之外
[00:04:52.000 --> 00:04:57.000]  利美人亦要負責平時律法的教導
[00:04:57.000 --> 00:04:59.000]  都要幫助以色列整個群體
[00:04:59.000 --> 00:05:01.000]  都要明白上帝的心意
[00:05:01.000 --> 00:05:04.000]  這三個角色是舉足輕重的
[00:05:04.000 --> 00:05:06.000]  不過當你一邊看的時候
[00:05:06.000 --> 00:05:10.000]  事司已經是最後一個了
[00:05:10.000 --> 00:05:13.000]  當時以色列又末又王
[00:05:13.000 --> 00:05:16.000]  所以就沒有了這樣的領袖
[00:05:16.000 --> 00:05:18.000]  當以色列人咬牙切齒
[00:05:18.000 --> 00:05:19.000]  或者我們看上去
[00:05:19.000 --> 00:05:21.000]  搞錯呀,這樣的事司都可以的時候
[00:05:21.000 --> 00:05:23.000]  接著就連事司都沒有了
[00:05:23.000 --> 00:05:27.000]  上帝的說話已經越來越稀少
[00:05:27.000 --> 00:05:31.000]  所以不是那麼多先知來代表上帝
[00:05:31.000 --> 00:05:37.000]  或者從上帝直掌一個人來說話給整個群眾
[00:05:37.000 --> 00:05:39.000]  整個以色列民知道
[00:05:39.000 --> 00:05:41.000]  最後剩下的就是祭祀
[00:05:41.000 --> 00:05:46.000]  而在接下來的篇幅就記載著兩個利美人的故事
[00:05:46.000 --> 00:05:49.000]  在後世詩時代裏面
[00:05:49.000 --> 00:05:51.000]  最後把關了
[00:05:51.000 --> 00:05:56.000]  在以色列民族裏面的這些祭祀或者利美人
[00:05:56.000 --> 00:05:59.000]  他們在他們的群體當中
[00:05:59.000 --> 00:06:01.000]  究竟能否發揮作用呢?
[00:06:01.000 --> 00:06:05.000]  整個以色列民族走向一個什麼樣的地步呢?
[00:06:05.000 --> 00:06:07.000]  到了第十七章我們開始
[00:06:07.000 --> 00:06:09.000]  接下來這幾次的講道
[00:06:09.000 --> 00:06:11.000]  我們都是用這幾個
[00:06:11.000 --> 00:06:13.000]  用兩個祭司的故事和最後的結語
