
[00:00:00.000 --> 00:00:04.000]  今日要讀的經份是記載在
[00:00:04.000 --> 00:00:11.000]  約翰福音第七章三十二至五十二節
[00:00:11.000 --> 00:00:17.000]  聖經新約第一百三十六至一百三十七頁
[00:00:17.000 --> 00:00:22.000]  約翰福音第七章第三十二節
[00:00:24.000 --> 00:00:30.000]  法利賽人聽見眾人為耶穌這樣紛紛議論
[00:00:30.000 --> 00:00:37.000]  祭司長和法利賽人就打發差役去捉拿他
[00:00:37.000 --> 00:00:40.000]  於是耶穌說
[00:00:40.000 --> 00:00:45.000]  我還有不多的時候和你們同在
[00:00:45.000 --> 00:00:50.000]  以後就回到差我來的那裡去
[00:00:50.000 --> 00:00:54.000]  你們要找我卻找不著
[00:00:54.000 --> 00:00:59.000]  我所在的地方你們不能到
[00:00:59.000 --> 00:01:03.000]  猶太人就彼此對問說
[00:01:03.000 --> 00:01:08.000]  這人要往哪裡去叫我們找不著呢
[00:01:08.000 --> 00:01:15.000]  難道他要往散著希利利中的猶太人那裡去
[00:01:15.000 --> 00:01:22.000]  教訓希利利散著的人嗎
[00:01:22.000 --> 00:01:28.000]  他說你們要找我卻找不著
[00:01:28.000 --> 00:01:32.000]  我所在的地方你們不能到
[00:01:32.000 --> 00:01:35.000]  這話是什麼意思呢
[00:01:35.000 --> 00:01:40.000]  節期的末日就是最大之日
[00:01:40.000 --> 00:01:44.000]  耶穌站著高聲說
[00:01:44.000 --> 00:01:49.000]  人若渴了可以到我這裡來渴
[00:01:49.000 --> 00:01:53.000]  信我的人就如經上所說
[00:01:53.000 --> 00:01:59.000]  從他腹中要流出活水的江河來
[00:01:59.000 --> 00:02:06.000]  耶穌說是指著信他之人要受聖靈說的
[00:02:06.000 --> 00:02:10.000]  那時還沒有賜下聖靈來
[00:02:10.000 --> 00:02:15.000]  因為耶穌尚未得著榮耀
[00:02:15.000 --> 00:02:17.000]  眾人聽見者說
[00:02:17.000 --> 00:02:22.000]  有的說:這真是那先知
[00:02:22.000 --> 00:02:26.000]  有的說:這是基督
[00:02:26.000 --> 00:02:32.000]  但也有的說:基督豈是從加利利出來的嗎
[00:02:32.000 --> 00:02:38.000]  經上豈不是說:基督是大衛的後裔
[00:02:38.000 --> 00:02:42.000]  從大衛本鄉伯利恆出來的嗎
[00:02:42.000 --> 00:02:47.000]  於是眾人因著耶穌起了紛爭
[00:02:47.000 --> 00:02:50.000]  其中有人要捉拿他
[00:02:50.000 --> 00:02:53.000]  只是無人下手
[00:02:53.000 --> 00:02:58.000]  差役回到祭司長和法理賽人那裡
[00:02:58.000 --> 00:03:04.000]  他們對差役說:你們為什麼沒有帶他來呢
[00:03:04.000 --> 00:03:06.000]  差役回答說:
[00:03:06.000 --> 00:03:11.000]  從來沒有像他這樣說話的
[00:03:11.000 --> 00:03:16.000]  法理賽人說:你們也受了迷惑嗎
[00:03:16.000 --> 00:03:21.000]  官長說:法理賽人豈有信他呢
[00:03:21.000 --> 00:03:27.000]  但這些不明白律法的百姓是被咒了的
[00:03:27.000 --> 00:03:29.000]  內宗有尼波底姆
[00:03:29.000 --> 00:03:33.000]  就是從前去見耶穌的
[00:03:33.000 --> 00:03:39.000]  對他們說:不先聽本人的口供
[00:03:39.000 --> 00:03:42.000]  不知道他所作的事
[00:03:42.000 --> 00:03:48.000]  難道我們的律法還定他的罪嗎
[00:03:48.000 --> 00:03:53.000]  他們回答說:你也是出於加利利嗎
[00:03:53.000 --> 00:03:55.000]  你且去查考
[00:03:55.000 --> 00:03:59.000]  就可知道加利利沒有出過先知
[00:03:59.000 --> 00:04:11.000]  我們接著繼續說
[00:04:11.000 --> 00:04:13.000]  耶穌在主彭節
[00:04:13.000 --> 00:04:15.000]  在耶路撒冷聖典裡
[00:04:15.000 --> 00:04:20.000]  引起眾多不安騷亂的故事
[00:04:20.000 --> 00:04:22.000]  前面已經說過
[00:04:22.000 --> 00:04:25.000]  耶穌與不同的人群接二連三
[00:04:25.000 --> 00:04:27.000]  發生很多衝突和爭議
[00:04:27.000 --> 00:04:29.000]  合共有四波
[00:04:29.000 --> 00:04:31.000]  上次我們說了兩波
[00:04:31.000 --> 00:04:34.000]  今天我們說其餘的兩波
[00:04:34.000 --> 00:04:38.000]  第三波的爭議是緊接第二波爭議之後
[00:04:38.000 --> 00:04:41.000]  同樣是在聖殿裡的爭議
[00:04:41.000 --> 00:04:45.000]  當猶太教的最高決策層
[00:04:45.000 --> 00:04:49.000]  祭司長和民事聽到耶穌說的話
[00:04:49.000 --> 00:04:51.000]  引起各種爭議不安之後
[00:04:51.000 --> 00:04:53.000]  他們決定採取行動
[00:04:53.000 --> 00:05:03.000]  派出衙差(聖殿衛隊)去捉拿耶穌
[00:05:03.000 --> 00:05:06.000]  那些衙差去到聖殿的時候
[00:05:06.000 --> 00:05:12.000]  卻聽到耶穌向在場的群眾宣稱
[00:05:12.000 --> 00:05:14.000]  我還要不多的時候你們同在
[00:05:14.000 --> 00:05:17.000]  以後就回到差我來的那裡去
[00:05:17.000 --> 00:05:19.000]  你們要找我找不著
[00:05:19.000 --> 00:05:21.000]  我所在的地方你們不能去
[00:05:21.000 --> 00:05:23.000]  33到34節
[00:05:23.000 --> 00:05:26.000]  耶穌不僅宣告他從天父那裡來
[00:05:26.000 --> 00:05:29.000]  他也宣告他要回到天父那裡
[00:05:29.000 --> 00:05:33.000]  我所在的地方你們不能到
[00:05:33.000 --> 00:05:35.000]  我知道這句話的意思很簡單
[00:05:35.000 --> 00:05:37.000]  當耶穌從死裡復活之後
[00:05:37.000 --> 00:05:40.000]  就回到天上坐在聖父的右邊
[00:05:40.000 --> 00:05:44.000]  這個階段是沒有人能夠跟他去的
[00:05:44.000 --> 00:05:46.000]  即使是他的十二使徒
[00:05:46.000 --> 00:05:47.000]  也只能夠在人間
[00:05:47.000 --> 00:05:49.000]  在陰間等候
[00:05:49.000 --> 00:05:51.000]  直到耶穌基督第二次回來的時候
[00:05:51.000 --> 00:05:55.000]  然後才可以跟耶穌重聚
[00:05:55.000 --> 00:05:57.000]  群眾不明白耶穌說
[00:05:57.000 --> 00:06:01.000]  人們無法尋著他的意思
[00:06:01.000 --> 00:06:04.000]  以為他準備去外地宣教
[00:06:04.000 --> 00:06:07.000]  這是在主彭節的最後一天
[00:06:07.000 --> 00:06:09.000]  節期的第七天
[00:06:09.000 --> 00:06:12.000]  也是整個節期的高潮所在
[00:06:12.000 --> 00:06:15.000]  耶穌在聖殿裡面說了一篇很重要的信息
[00:06:15.000 --> 00:06:17.000]  人若渴了
[00:06:17.000 --> 00:06:18.000]  可以到我這裡來
[00:06:18.000 --> 00:06:21.000]  信我的人就如經上所說
[00:06:21.000 --> 00:06:25.000]  從他腹中要流出活水的江河來
[00:06:25.000 --> 00:06:27.000]  37、38節
[00:06:27.000 --> 00:06:31.000]  這句話耶穌曾經在雅各井旁
[00:06:31.000 --> 00:06:33.000]  跟那個婦人說過
[00:06:33.000 --> 00:06:34.000]  你記得吧
[00:06:34.000 --> 00:06:37.000]  喝她賜的水就流出活水江河
[00:06:37.000 --> 00:06:40.000]  主彭節起源是紀念
[00:06:40.000 --> 00:06:43.000]  以色列民離開埃及之後
[00:06:43.000 --> 00:06:45.000]  在曠野漂流
[00:06:45.000 --> 00:06:48.000]  住在象棚40年之久
[00:06:48.000 --> 00:06:51.000]  期間一直有上帝的供應
[00:06:51.000 --> 00:06:55.000]  由於主彭節定在我們的西曆
[00:06:55.000 --> 00:06:58.000]  即主曆每年的9月、10月
[00:06:58.000 --> 00:07:02.000]  這是降秋雨的時候
[00:07:02.000 --> 00:07:04.000]  即秋耕開始的時候
[00:07:04.000 --> 00:07:10.000]  因此節期逐漸就變成跟農業拉上關係
[00:07:10.000 --> 00:07:12.000]  祈求上帝降雨
[00:07:12.000 --> 00:07:13.000]  滋潤大地
[00:07:13.000 --> 00:07:15.000]  好使來年豐收
[00:07:15.000 --> 00:07:17.000]  耶穌在這個節期宣稱
[00:07:17.000 --> 00:07:19.000]  祂是水的供應者
[00:07:19.000 --> 00:07:21.000]  是很應節的
[00:07:21.000 --> 00:07:25.000]  一看為耶穌這番說話做了一個註解
[00:07:25.000 --> 00:07:27.000]  從腹中流出活水江河
[00:07:27.000 --> 00:07:29.000]  是指接受聖靈
[00:07:29.000 --> 00:07:30.000]  我們必須說
[00:07:30.000 --> 00:07:35.000]  這是日後教會對耶穌的話的理解
[00:07:35.000 --> 00:07:38.000]  耶穌是說人要接受聖靈
[00:07:38.000 --> 00:07:41.000]  不過我自己很保留
[00:07:41.000 --> 00:07:43.000]  我有理由懷疑
[00:07:43.000 --> 00:07:45.000]  耶穌怎會在這個時候
[00:07:45.000 --> 00:07:48.000]  在聖殿對著一群還未跟隨的人
[00:07:48.000 --> 00:07:50.000]  無端端說要接受聖靈
[00:07:50.000 --> 00:07:51.000]  連耶穌都未接受
[00:07:51.000 --> 00:07:52.000]  接受什麼聖靈呢?
[00:07:52.000 --> 00:07:53.000]  對不對?
[00:07:53.000 --> 00:07:56.000]  耶穌應該在離開人間前不久
[00:07:56.000 --> 00:07:58.000]  對門徒預告
[00:07:58.000 --> 00:08:00.000]  他會賜下另一個保衛師
[00:08:00.000 --> 00:08:02.000]  來代替他的位置
[00:08:02.000 --> 00:08:04.000]  那時候才說到聖靈
[00:08:04.000 --> 00:08:06.000]  在他復活升天前
[00:08:06.000 --> 00:08:09.000]  他再次提到聖靈賜下
[00:08:09.000 --> 00:08:10.000]  所以沒什麼理由
[00:08:10.000 --> 00:08:13.000]  耶穌是對著一群還未信的人
[00:08:13.000 --> 00:08:15.000]  在聖殿裡無端端說到聖靈
[00:08:15.000 --> 00:08:18.000]  這純粹是作者約翰
[00:08:18.000 --> 00:08:21.000]  在日後的教會的詮釋
[00:08:21.000 --> 00:08:23.000]  事後孔明的解釋
[00:08:23.000 --> 00:08:26.000]  耶穌公開呼籲人相信他
[00:08:26.000 --> 00:08:28.000]  並且說凡是信他的人
[00:08:28.000 --> 00:08:32.000]  都會得到真正並完全的滿足
[00:08:32.000 --> 00:08:35.000]  耶穌這番說話引起現場極大的爭議
[00:08:35.000 --> 00:08:37.000]  再次出現兩個對立的陣營
[00:08:37.000 --> 00:08:39.000]  有支持耶穌的
[00:08:39.000 --> 00:08:41.000]  相信他就是先知以利亞的復活
[00:08:41.000 --> 00:08:44.000]  也有更相信他是基督的
[00:08:44.000 --> 00:08:47.000]  不過也有反對耶穌是基督的
[00:08:47.000 --> 00:08:50.000]  他們提出的一個反對的理由是
[00:08:50.000 --> 00:08:52.000]  按照舊約先知的預言
[00:08:52.000 --> 00:08:56.000]  基督應該是出身自大衛的本鄉伯利恆
[00:08:56.000 --> 00:08:58.000]  而不是加利利
[00:08:58.000 --> 00:09:00.000]  他們不知道耶穌童年
[00:09:00.000 --> 00:09:02.000]  曾經有一個很大的轉折
[00:09:02.000 --> 00:09:05.000]  所以由南部的伯利恆
[00:09:05.000 --> 00:09:07.000]  遷到北部的加利利
[00:09:07.000 --> 00:09:11.000]  現在我們來到第四波的爭議
[00:09:11.000 --> 00:09:15.000]  這是在猶太教決策層內部出現的
[00:09:15.000 --> 00:09:18.000]  奉派前去捉拿耶穌的衙差
[00:09:18.000 --> 00:09:21.000]  因為聖殿現場出現激烈的爭論
[00:09:21.000 --> 00:09:22.000]  群情洶湧
[00:09:22.000 --> 00:09:24.000]  不敢貿然行動
[00:09:24.000 --> 00:09:27.000]  只能空手而回
[00:09:27.000 --> 00:09:29.000]  他們回去見祭司長
[00:09:29.000 --> 00:09:30.000]  祭司長就問他們
[00:09:30.000 --> 00:09:33.000]  為什麼沒有把耶穌帶來
[00:09:33.000 --> 00:09:34.000]  他們就回覆說
[00:09:34.000 --> 00:09:39.000]  46節從來沒有像他這樣說話
[00:09:39.000 --> 00:09:42.000]  他們在現場聽了耶穌的講道
[00:09:42.000 --> 00:09:44.000]  覺得有些猶豫
[00:09:44.000 --> 00:09:47.000]  不確定是不是要抓這個人呢
[00:09:47.000 --> 00:09:50.000]  或者他被耶穌的氣場說服了
[00:09:50.000 --> 00:09:53.000]  太厲害了
[00:09:53.000 --> 00:09:58.000]  猶太人聽到這班衙差這樣說
[00:09:58.000 --> 00:10:00.000]  就很生氣
[00:10:00.000 --> 00:10:01.000]  法利塞人說
[00:10:01.000 --> 00:10:04.000]  凡是有些知識的
[00:10:04.000 --> 00:10:07.000]  有些見地的官長和法利塞人
[00:10:07.000 --> 00:10:09.000]  都不會相信
[00:10:09.000 --> 00:10:12.000]  只有那些不明白律法的百姓
[00:10:12.000 --> 00:10:14.000]  才會受這個耶穌的迷惑
[00:10:14.000 --> 00:10:20.000]  這個耶穌是受咒詛的
[00:10:20.000 --> 00:10:22.000]  他們中間一個法利塞人
[00:10:22.000 --> 00:10:23.000]  尼哥底姆
[00:10:23.000 --> 00:10:25.000]  就是從前曾經見過耶穌的
[00:10:25.000 --> 00:10:27.000]  他對耶穌有好感
[00:10:27.000 --> 00:10:29.000]  就為耶穌說話
[00:10:29.000 --> 00:10:30.000]  51節
[00:10:30.000 --> 00:10:33.000]  你不先聽本人的口供
[00:10:33.000 --> 00:10:35.000]  不知道他所做的是什麼
[00:10:35.000 --> 00:10:38.000]  難道我們的律法就能定他的罪嗎
[00:10:38.000 --> 00:10:40.000]  你怎樣也要讓他答辯一下
[00:10:40.000 --> 00:10:43.000]  不要妄下結論
[00:10:43.000 --> 00:10:47.000]  不過反對耶穌的人
[00:10:47.000 --> 00:10:49.000]  就只堅持一句
[00:10:49.000 --> 00:10:50.000]  一點
[00:10:50.000 --> 00:10:51.000]  52節
[00:10:51.000 --> 00:10:54.000]  你也是出於加利利摩
[00:10:54.000 --> 00:10:56.000]  你且去查考
[00:10:56.000 --> 00:10:57.000]  你便可知道
[00:10:57.000 --> 00:11:00.000]  加利利沒有出過先知
[00:11:00.000 --> 00:11:02.000]  意思就是
[00:11:02.000 --> 00:11:07.000]  就耶穌在加利利出生的事實
[00:11:07.000 --> 00:11:09.000]  就可以將他判死刑
[00:11:09.000 --> 00:11:10.000]  不需要其他證據
[00:11:10.000 --> 00:11:12.000]  不需要酒情罪
[00:11:12.000 --> 00:11:13.000]  讓他答辯
[00:11:13.000 --> 00:11:14.000]  不用
[00:11:14.000 --> 00:11:15.000]  必須要注意
[00:11:15.000 --> 00:11:17.000]  這裡說的先知
[00:11:17.000 --> 00:11:20.000]  英文是有定貫詞的
[00:11:20.000 --> 00:11:21.000]  希臘文也有定貫詞的
[00:11:21.000 --> 00:11:23.000]  definite article(定義文)
[00:11:23.000 --> 00:11:25.000]  英文是the prophet(神父)
[00:11:25.000 --> 00:11:27.000]  即是那個先知
[00:11:27.000 --> 00:11:29.000]  意思就是尼塞亞
[00:11:29.000 --> 00:11:32.000]  舊約從來沒有經文預言
[00:11:32.000 --> 00:11:34.000]  尼塞亞會在加利利出生
[00:11:34.000 --> 00:11:36.000]  但不是說
[00:11:36.000 --> 00:11:38.000]  加利利真的從來沒有出現過先知
[00:11:38.000 --> 00:11:40.000]  先知約拿和先知拿洪
[00:11:40.000 --> 00:11:42.000]  都是出自加利利人
[00:11:42.000 --> 00:11:43.000]  是加利利人
[00:11:43.000 --> 00:11:46.000]  祭司長和法利塞人
[00:11:46.000 --> 00:11:48.000]  沒理由這樣也搞錯
[00:11:48.000 --> 00:11:50.000]  這樣也搞錯就很糟糕
[00:11:50.000 --> 00:11:52.000]  這是基本常識
[00:11:52.000 --> 00:11:53.000]  無論如何
[00:11:53.000 --> 00:11:55.000]  不是加利利沒有出過先知
[00:11:55.000 --> 00:11:59.000]  只是加利利沒有出過尼塞亞這個先知
[00:11:59.000 --> 00:12:00.000]  所以
[00:12:00.000 --> 00:12:02.000]  耶穌不可能是基督
[00:12:02.000 --> 00:12:05.000]  他今天被人誤會他是基督
[00:12:05.000 --> 00:12:06.000]  扮基督樣
[00:12:06.000 --> 00:12:07.000]  就是妖言惑眾
[00:12:07.000 --> 00:12:09.000]  罪無可恕
[00:12:09.000 --> 00:12:12.000]  對祭司長和法利塞人而言
[00:12:12.000 --> 00:12:14.000]  耶穌不應該安息日治病
[00:12:14.000 --> 00:12:16.000]  耶穌不應該說語重不同
[00:12:16.000 --> 00:12:17.000]  譁眾取寵的話
[00:12:17.000 --> 00:12:19.000]  造成社會騷亂
[00:12:19.000 --> 00:12:21.000]  耶穌不應該在加利利出生
[00:12:21.000 --> 00:12:26.000]  這些情節都構成他們拒絕耶穌的充分理由
[00:12:26.000 --> 00:12:28.000]  至於耶穌說了什麼
[00:12:28.000 --> 00:12:29.000]  行了什麼神蹟
[00:12:29.000 --> 00:12:31.000]  都變得不重要
[00:12:31.000 --> 00:12:34.000]  他們心中有對上帝一個很牢固的看法
[00:12:34.000 --> 00:12:36.000]  上帝必須是這樣
[00:12:36.000 --> 00:12:37.000]  必須是這樣
[00:12:37.000 --> 00:12:38.000]  不可以有其他樣
[00:12:38.000 --> 00:12:41.000]  不可以離開他們對上帝的認知
[00:12:41.000 --> 00:12:43.000]  凡是和他們的期望
[00:12:43.000 --> 00:12:46.000]  他們所想的不同的
[00:12:46.000 --> 00:12:48.000]  通通不可能是上帝
[00:12:48.000 --> 00:12:50.000]  簡單地說
[00:12:50.000 --> 00:12:52.000]  他們已經知道上帝是怎樣
[00:12:52.000 --> 00:12:56.000]  真實的上帝是不可以逾越他們的知識
[00:12:56.000 --> 00:12:59.000]  他們的上帝知識大於真實的上帝
[00:12:59.000 --> 00:13:03.000]  上帝不可以有別的樣貌出現
[00:13:03.000 --> 00:13:07.000]  我們總是對上帝有很多預設的想法
[00:13:07.000 --> 00:13:09.000]  上帝應該是這樣
[00:13:09.000 --> 00:13:10.000]  上帝應該做這樣的事
[00:13:10.000 --> 00:13:12.000]  上帝應該這樣善待我
[00:13:12.000 --> 00:13:15.000]  上帝應該擊殺我所憎恨的人
[00:13:15.000 --> 00:13:17.000]  祭司長這些宗教權威
[00:13:17.000 --> 00:13:19.000]  自以為很了解上帝
[00:13:19.000 --> 00:13:21.000]  很知道尼塞亞
[00:13:21.000 --> 00:13:24.000]  但他們執著對尼塞亞出身的詮釋
[00:13:24.000 --> 00:13:28.000]  拒絕眼前真真實實的尼塞亞
[00:13:28.000 --> 00:13:30.000]  我們對上帝既有的想法
[00:13:30.000 --> 00:13:32.000]  竟然大於眼前的上帝
[00:13:32.000 --> 00:13:34.000]  大於上帝自己
[00:13:34.000 --> 00:13:41.000]  耶穌,你未符合我所理解的尼塞亞的標準
[00:13:41.000 --> 00:13:43.000]  對不起上帝,我要拒絕相信你
[00:13:43.000 --> 00:13:47.000]  因為你不是我心目中所要的上帝
[00:13:47.000 --> 00:13:54.000]  看國內的YouTube上親節目
[00:13:54.000 --> 00:13:56.000]  不知道你有沒有看過
