
[00:00:00.000 --> 00:00:04.400]  今天的經訓是記載在新約聖經
[00:00:04.400 --> 00:00:09.520]  《馬太福音》28章16-20節
[00:00:09.520 --> 00:00:13.000]  十一個門徒往加里里去
[00:00:13.000 --> 00:00:15.800]  到了耶穌約定的山上
[00:00:15.800 --> 00:00:19.200]  他們見了耶穌就拜祂
[00:00:19.200 --> 00:00:21.600]  然而還有人疑惑
[00:00:21.600 --> 00:00:25.080]  耶穌進前來對他們說
[00:00:25.080 --> 00:00:29.680]  天上地下所有的權柄都賜給我了
[00:00:29.680 --> 00:00:31.680]  所以你們要去
[00:00:31.680 --> 00:00:34.480]  使萬民作我的門徒
[00:00:34.480 --> 00:00:37.680]  奉父子聖靈的名
[00:00:37.680 --> 00:00:39.680]  給他們施浸
[00:00:39.680 --> 00:00:42.880]  凡我所吩咐你們的
[00:00:42.880 --> 00:00:45.680]  都教訓他們遵守
[00:00:45.680 --> 00:00:48.680]  我就常與你們同在
[00:00:48.680 --> 00:00:51.680]  直到世界的末了
[00:00:51.680 --> 00:00:53.280]  弟兄姊妹平安
[00:00:53.280 --> 00:00:54.280]  平安
[00:00:54.280 --> 00:00:55.880]  今天是復活節
[00:00:55.880 --> 00:00:57.480]  我們帶著感恩
[00:00:57.480 --> 00:01:01.680]  帶著歡喜雀躍的心一起來慶祝耶穌基督
[00:01:01.680 --> 00:01:03.480]  從死裡復活
[00:01:03.480 --> 00:01:05.480]  這一份快樂
[00:01:05.480 --> 00:01:11.480]  不僅是耶穌從十字架受苦脫離
[00:01:11.480 --> 00:01:15.080]  更加是對我們每一個相信耶穌基督的基督徒
[00:01:15.080 --> 00:01:16.480]  每一個門徒
[00:01:16.480 --> 00:01:19.480]  是我們生命裡最大的信息
[00:01:19.480 --> 00:01:20.480]  因為我們知道
[00:01:20.480 --> 00:01:23.480]  我們所信的主連死亡都可以戰勝
[00:01:23.480 --> 00:01:27.080]  我們生命裡沒有一件事可以難了我們
[00:01:27.080 --> 00:01:29.880]  我們借著這個救拔我們的主
[00:01:29.880 --> 00:01:32.880]  我們人生就可以開展新的一頁
[00:01:32.880 --> 00:01:35.680]  今天我們和大家去看的這段經文
[00:01:35.680 --> 00:01:39.680]  也是開展我們接下來這個新的講道系列
[00:01:39.680 --> 00:01:43.080]  今天我們所看的大使命這段經文
[00:01:43.080 --> 00:01:46.280]  其實對大家來說都一點都不陌生
[00:01:46.280 --> 00:01:49.280]  不過過往裡面我們去看這段經文
[00:01:49.280 --> 00:01:51.680]  我們只是集中看後面那兩節
[00:01:51.680 --> 00:01:55.480]  所以我們有時候對於整個聖經裡面
[00:01:55.480 --> 00:01:59.080]  呈現出來的耶穌復活的圖畫
[00:01:59.080 --> 00:02:00.680]  我們有一點偏頗
[00:02:00.680 --> 00:02:03.880]  希望今天我們可以比較仔細一點
[00:02:03.880 --> 00:02:07.680]  來重溫耶穌基督如何復活之後
[00:02:07.680 --> 00:02:10.480]  第一樣對門徒所吩咐的東西
[00:02:10.480 --> 00:02:12.480]  成為了我們今天的激勵
[00:02:12.480 --> 00:02:15.680]  也是在我們讀這段經文的時候
[00:02:15.680 --> 00:02:17.280]  更加提升我們
[00:02:17.280 --> 00:02:21.280]  更加進入門徒的心靈當中
[00:02:21.280 --> 00:02:25.680]  以致我們能夠更加明白上帝對這個世代
[00:02:25.680 --> 00:02:28.880]  對我們每一個弟兄姐妹的生命的計劃
[00:02:28.880 --> 00:02:32.680]  我很記得有一個很喜愛讀的神學家
[00:02:32.680 --> 00:02:34.480]  叫做Dallas Willard
[00:02:34.480 --> 00:02:37.880]  中文的譯名叫做魏諾德
[00:02:37.880 --> 00:02:40.080]  他在說今天作為門徒
[00:02:40.080 --> 00:02:42.680]  或者基督教裡面最大的敵人
[00:02:42.680 --> 00:02:44.880]  不是世俗的敗壞
[00:02:44.880 --> 00:02:47.680]  這個世界的敗壞不是教會裡面
[00:02:47.680 --> 00:02:49.480]  要面對真正的敵人
[00:02:49.480 --> 00:02:52.280]  他說到今天真正我們要注意的
[00:02:52.280 --> 00:02:54.880]  就是我們基督徒的生命
[00:02:54.880 --> 00:02:56.280]  或者我們作為一個門徒
[00:02:56.280 --> 00:03:01.080]  我們的生命是否面對著一種浮淺的狀態
[00:03:01.080 --> 00:03:02.680]  所以他有一句名言
[00:03:02.680 --> 00:03:05.280]  教會最大的危機不是世界敗壞
[00:03:05.280 --> 00:03:07.680]  而是屬靈的膚淺
[00:03:07.680 --> 00:03:13.480]  我們在今天過的是一個有深度的門徒信仰
[00:03:13.480 --> 00:03:16.280]  又或者是一個很浮淺的
[00:03:16.280 --> 00:03:20.280]  他的深度 說的是浮淺和有深度
[00:03:20.280 --> 00:03:22.880]  其實是界定於生活的行為
[00:03:22.880 --> 00:03:24.880]  和我們跟著基督
[00:03:24.880 --> 00:03:27.680]  如果我們繼續用浮淺的方式
[00:03:27.680 --> 00:03:30.080]  來經歷我們的信仰生活
[00:03:30.080 --> 00:03:32.280]  我們的生命是沒有影響力的
[00:03:32.280 --> 00:03:34.280]  希望接下來這幾次
[00:03:34.280 --> 00:03:35.880]  我們這個季度
[00:03:35.880 --> 00:03:38.680]  我們不同同工一起來盡心
[00:03:38.680 --> 00:03:40.680]  挑戰一下我們的內心
[00:03:40.680 --> 00:03:44.080]  也重新去思考基督耶穌的生命
[00:03:44.080 --> 00:03:47.080]  讓我們重新立志要跟隨他
[00:03:47.080 --> 00:03:48.880]  在這個時間我們一起有祈禱
[00:03:48.880 --> 00:03:51.680]  求上帝幫助我們
[00:03:51.680 --> 00:03:52.880]  求主你與我們同在
[00:03:52.880 --> 00:03:55.080]  讓我們能夠明白你的話語
[00:03:55.080 --> 00:03:57.080]  藉著你對我們所宣講的
[00:03:57.080 --> 00:03:58.680]  讓我們每一個弟兄姊妹
[00:03:58.680 --> 00:04:02.280]  我們的生命更加踏實地跟隨你
[00:04:02.280 --> 00:04:04.080]  幫助宣講的
[00:04:04.080 --> 00:04:05.680]  讓你的話語
[00:04:05.680 --> 00:04:09.280]  衷心地向弟兄姊妹解明
[00:04:09.280 --> 00:04:11.080]  讓眾人得著好處
[00:04:11.080 --> 00:04:13.680]  在牧羊當中生命得著成長
[00:04:13.680 --> 00:04:15.880]  又為眾弟兄姊妹交託給你
[00:04:15.880 --> 00:04:18.080]  願你讓他們不單止聽得明白
[00:04:18.080 --> 00:04:19.680]  讓他們明白過後
[00:04:19.680 --> 00:04:22.280]  讓他們每一個在生活當中
[00:04:22.280 --> 00:04:26.480]  緊緊地跟隨耶穌基督的腳蹤
[00:04:26.480 --> 00:04:28.080]  讓我們整個群體
[00:04:28.080 --> 00:04:30.480]  成為一個耶穌所喜悅的群體
[00:04:30.480 --> 00:04:32.280]  恭敬將來的時間交託給你
[00:04:32.280 --> 00:04:33.280]  願你賜福
[00:04:33.280 --> 00:04:34.480]  獻上我們的禱告
[00:04:34.480 --> 00:04:36.280]  奉靠基督耶穌得聖的聖名
[00:04:36.280 --> 00:04:37.280]  Amen
[00:04:37.280 --> 00:04:38.680]  我們一起看看聖經
[00:04:38.680 --> 00:04:42.480]  我們看回我們最耳熟能詳的大使命
[00:04:42.480 --> 00:04:45.080]  在第十九節至到第二十節
[00:04:45.080 --> 00:04:46.480]  我們不會讀了
[00:04:46.480 --> 00:04:47.880]  所以你們要去
[00:04:47.880 --> 00:04:50.080]  使萬人作我的門徒
[00:04:50.080 --> 00:04:51.680]  奉父子聖靈的名
[00:04:51.680 --> 00:04:53.280]  給他們施浸
[00:04:53.280 --> 00:04:55.080]  我所吩咐你們的
[00:04:55.080 --> 00:04:57.480]  都教訓他們遵守
[00:04:57.480 --> 00:05:00.280]  在這兩節經文裏面
[00:05:00.280 --> 00:05:03.280]  我們過往很多的前輩
[00:05:03.280 --> 00:05:04.280]  或者傳統裏面
[00:05:04.280 --> 00:05:07.280]  我們很強調整個經文裏面
[00:05:07.280 --> 00:05:09.080]  那個最重要的動詞就是
[00:05:09.080 --> 00:05:11.080]  所以你們要去
[00:05:11.080 --> 00:05:12.880]  我們覺得那個去字
[00:05:12.880 --> 00:05:13.880]  出去
[00:05:13.880 --> 00:05:17.080]  就是一個最重要的動詞
[00:05:17.080 --> 00:05:19.280]  不過在這段聖經裏面
[00:05:19.280 --> 00:05:20.680]  其實那個語法
[00:05:20.680 --> 00:05:22.280]  那個句式
[00:05:22.280 --> 00:05:24.080]  那個命令語氣
[00:05:24.080 --> 00:05:26.280]  最重要的那個字眼
[00:05:26.280 --> 00:05:29.480]  是使萬民作我的門徒
[00:05:29.480 --> 00:05:30.880]  這個動詞
[00:05:30.880 --> 00:05:33.280]  是整句說話裏面
[00:05:33.280 --> 00:05:36.680]  一個叫做最重要的命令語氣
[00:05:36.680 --> 00:05:38.080]  而其他幾個動詞
[00:05:38.080 --> 00:05:42.880]  包括去 另外是施浸
[00:05:42.880 --> 00:05:44.680]  教訓 遵守
[00:05:44.680 --> 00:05:47.280]  這幾個其他的動詞
[00:05:47.280 --> 00:05:50.680]  它是在那個使萬民作我門徒
[00:05:50.680 --> 00:05:53.080]  這個大命令之下
[00:05:53.080 --> 00:05:55.480]  所作的那些實踐
[00:05:55.480 --> 00:05:57.080]  換句話來講
[00:05:57.080 --> 00:05:59.680]  耶穌基督頒佈的這個大使命
[00:05:59.680 --> 00:06:02.480]  他要門徒最重要最重要的核心
[00:06:02.480 --> 00:06:04.880]  不是就是蒙頭烏形的出去
[00:06:04.880 --> 00:06:06.680]  或者去做一些禮儀
[00:06:06.680 --> 00:06:08.680]  又或者不是很說教
[00:06:08.680 --> 00:06:12.480]  好像法利塞人那樣講講講教訓
[00:06:12.480 --> 00:06:13.880]  最重要的就是
[00:06:13.880 --> 00:06:17.080]  要讓到這個世界有更加多人
[00:06:17.080 --> 00:06:20.280]  成為基督耶穌的門徒
[00:06:20.280 --> 00:06:21.280]  這十一個門徒
[00:06:21.280 --> 00:06:24.480]  他就肩擔住這個最重要的命令
[00:06:24.480 --> 00:06:26.680]  耶穌就差遣他們
[00:06:26.680 --> 00:06:28.680]  去到萬民當中
[00:06:28.680 --> 00:06:30.280]  去到這個世界裏面
[00:06:30.280 --> 00:06:32.880]  就是要建立更加多的門徒
[00:06:32.880 --> 00:06:36.680]  而去施浸 教訓 遵守
[00:06:36.680 --> 00:06:40.680]  就是朝著叫人作門徒的這個核心
[00:06:40.680 --> 00:06:42.680]  一齊的來去匯聚
[00:06:42.680 --> 00:06:45.480]  以致到一個弟兄姊妹的生命
[00:06:45.480 --> 00:06:48.080]  就可以得著牧羊
[00:06:48.080 --> 00:06:50.080]  得著來去教導
[00:06:50.080 --> 00:06:53.080]  讓他成為一個上帝所使用的門徒
[00:06:53.080 --> 00:06:56.080]  今天我們有一個很重要的誤點
[00:06:56.080 --> 00:06:58.080]  我們覺得整個福音
[00:06:58.080 --> 00:06:59.480]  我們講的福音信息
[00:06:59.480 --> 00:07:04.680]  我們只是單從是由人從罪惡裏面
[00:07:04.680 --> 00:07:05.880]  來去救拔出來
[00:07:05.880 --> 00:07:07.880]  這個是福音的重點
[00:07:07.880 --> 00:07:08.880]  是真的
[00:07:08.880 --> 00:07:12.680]  不過福音不單止是叫人從罪裏面
[00:07:12.680 --> 00:07:14.680]  脫離罪惡得生命
[00:07:14.680 --> 00:07:17.880]  福音其實除了處理人的罪之外
[00:07:17.880 --> 00:07:20.880]  更加重要的就是經歷上帝的封城
[00:07:20.880 --> 00:07:22.080]  經歷天國
[00:07:22.080 --> 00:07:23.680]  藉著人的生命
[00:07:23.680 --> 00:07:27.080]  將上帝的封城帶到在人群當中
[00:07:27.080 --> 00:07:29.280]  所以你留意一下
[00:07:29.280 --> 00:07:31.680]  《馬太福音》裏面特別講到耶穌基督
[00:07:31.680 --> 00:07:34.280]  祂所講的那個是天國的福音
[00:07:34.280 --> 00:07:36.880]  祂不單止講人的罪得到赦免
[00:07:36.880 --> 00:07:38.880]  人的罪被赦免之後
[00:07:38.880 --> 00:07:42.080]  人怎樣去活出一個封城的生命呢?
[00:07:42.080 --> 00:07:45.680]  這個是耶穌基督那個重要的關懷
[00:07:45.680 --> 00:07:49.080]  福音不單止是講拯救人的罪
[00:07:49.080 --> 00:07:53.280]  福音更加是叫人得著封城的生命
[00:07:53.280 --> 00:07:54.880]  如果沒有了第一步
[00:07:54.880 --> 00:07:56.280]  就走不到第二步
[00:07:56.280 --> 00:07:58.880]  但是如果只是走第一步叫人悔罪
[00:07:58.880 --> 00:08:03.880]  你都未有真正去經歷到這個榮耀的福音
[00:08:03.880 --> 00:08:08.080]  所以坊間裏面有時候會將信徒分成兩個等級
[00:08:08.080 --> 00:08:09.680]  第一個等級就叫基督徒
[00:08:09.680 --> 00:08:10.880]  基督徒的意思就是說
[00:08:10.880 --> 00:08:13.080]  我認信 我認罪了
