
[00:00:00.000 --> 00:00:02.640]  我們今天要聽神的話是記載在
[00:00:02.640 --> 00:00:06.840]  《生命紀》第十五章一至十八節
[00:00:06.840 --> 00:00:10.000]  《舊約聖經》二百三十三至二百三十四節
[00:00:10.000 --> 00:00:14.000]  《生命紀》第十五章第一節
[00:00:14.000 --> 00:00:17.800]  「每逢七年末一年
[00:00:17.800 --> 00:00:21.160]  你要施行豁免
[00:00:21.160 --> 00:00:24.520]  豁免的定例乃是這樣
[00:00:25.560 --> 00:00:30.240]  凡債主要把他所借給鄰舍的豁免了
[00:00:30.240 --> 00:00:33.440]  不可向鄰舍和弟兄追討
[00:00:33.440 --> 00:00:37.120]  因為耶和華的豁免已經宣告了
[00:00:37.120 --> 00:00:39.480]  若借給外邦人
[00:00:39.480 --> 00:00:42.040]  你可以向他追討
[00:00:42.040 --> 00:00:44.160]  但借給你弟兄
[00:00:44.160 --> 00:00:45.560]  無論是什麼
[00:00:45.560 --> 00:00:48.360]  你要鬆手豁免了
[00:00:48.360 --> 00:00:50.960]  你若留意聽從耶和華
[00:00:50.960 --> 00:00:52.160]  你神的話
[00:00:52.160 --> 00:00:53.920]  謹守遵行
[00:00:54.160 --> 00:00:56.640]  我今日所吩咐你一切的命令
[00:00:56.640 --> 00:01:00.320]  就必在你們中間沒有窮人了
[00:01:00.320 --> 00:01:04.640]  在耶和華你神所賜你為業的地上
[00:01:04.640 --> 00:01:07.720]  耶和華必大大賜福於你
[00:01:07.720 --> 00:01:10.880]  因為耶和華你的神
[00:01:10.880 --> 00:01:13.560]  必照他所應許你的賜福於你
[00:01:13.560 --> 00:01:16.520]  你必借給許多國民
[00:01:16.520 --> 00:01:19.280]  卻不似向他們借貸
[00:01:19.280 --> 00:01:21.920]  你必管轄許多國民
[00:01:21.920 --> 00:01:24.080]  他們卻不能管轄你
[00:01:25.080 --> 00:01:28.080]  在耶和華你神所賜你的地上
[00:01:28.080 --> 00:01:30.400]  無論那一座城裡
[00:01:30.400 --> 00:01:33.480]  你弟兄中若有一個窮人
[00:01:33.480 --> 00:01:35.480]  你不可忍著心
[00:01:35.480 --> 00:01:40.400]  撥著手不幫補你貧乏的弟兄
[00:01:40.400 --> 00:01:43.080]  總要向他鬆開手
[00:01:43.080 --> 00:01:45.600]  照他所缺乏的借給他
[00:01:45.600 --> 00:01:47.480]  補他的不足
[00:01:47.480 --> 00:01:49.680]  你要謹慎
[00:01:49.680 --> 00:01:52.320]  不可以心裡起惡念
[00:01:52.320 --> 00:01:53.160]  說
[00:01:53.600 --> 00:01:56.600]  「捨七年的豁免年快到了
[00:01:56.600 --> 00:01:58.120]  你便可
[00:01:58.120 --> 00:02:00.880]  烏眼向你窮乏的弟兄
[00:02:00.880 --> 00:02:02.800]  甚麼都不給他
[00:02:02.800 --> 00:02:05.280]  以至他因你求告耶和華
[00:02:05.280 --> 00:02:07.480]  罪必歸於你了」
[00:02:07.480 --> 00:02:09.800]  你總要給他
[00:02:09.800 --> 00:02:11.800]  給他的時候
[00:02:11.800 --> 00:02:14.000]  心裡不可受煩
[00:02:14.000 --> 00:02:16.000]  因耶和華你的神
[00:02:16.000 --> 00:02:18.200]  必在你這一切所行的
[00:02:18.200 --> 00:02:20.800]  並你手裡所辦的事上
[00:02:20.800 --> 00:02:22.080]  賜福於你
[00:02:23.120 --> 00:02:25.800]  原來那地上的窮人永不斷絕
[00:02:25.800 --> 00:02:27.800]  所以我吩咐你說
[00:02:27.800 --> 00:02:29.920]  總要向你地上
[00:02:29.920 --> 00:02:32.600]  困乏窮乏的弟兄鬆開手
[00:02:32.600 --> 00:02:35.200]  第十二節
[00:02:35.200 --> 00:02:38.800]  你弟兄中若有一個希伯來男人
[00:02:38.800 --> 00:02:40.920]  或希伯來女人被賣給你
[00:02:40.920 --> 00:02:42.720]  服侍你六年
[00:02:42.720 --> 00:02:46.200]  到第七年就要任他自由出去
[00:02:46.200 --> 00:02:48.640]  你任他自由的時候
[00:02:48.640 --> 00:02:50.920]  不可視得空手而去
[00:02:50.920 --> 00:02:52.560]  要從你羊群
[00:02:52.720 --> 00:02:53.520]  和場
[00:02:53.520 --> 00:02:55.720]  走廊中多多給他
[00:02:55.720 --> 00:02:59.200]  耶和華你的神怎樣賜福於你
[00:02:59.200 --> 00:03:01.400]  你也要照樣給他
[00:03:01.400 --> 00:03:03.000]  要紀念他
[00:03:03.000 --> 00:03:06.400]  紀念你在埃及地作過奴僕
[00:03:06.400 --> 00:03:09.000]  耶和華你的神將救贖
[00:03:09.000 --> 00:03:11.520]  因此我今日吩咐你這事
[00:03:11.520 --> 00:03:13.800]  他若對你說
[00:03:13.800 --> 00:03:16.600]  「我不願意離開你」
[00:03:16.600 --> 00:03:19.400]  是因他愛你和你的家
[00:03:19.400 --> 00:03:21.800]  且因在你那裡很好
[00:03:22.120 --> 00:03:24.800]  你就要拿錐子將他的耳朵
[00:03:24.800 --> 00:03:26.600]  在門上刺透
[00:03:26.600 --> 00:03:30.000]  他便永為你的奴僕了
[00:03:30.000 --> 00:03:33.000]  你代婢女也要這樣
[00:03:33.000 --> 00:03:35.600]  你任他自由的時候
[00:03:35.600 --> 00:03:37.200]  不可以難事
[00:03:37.200 --> 00:03:39.000]  因他服侍你六年
[00:03:39.000 --> 00:03:41.200]  交給故宮的公家
[00:03:41.200 --> 00:03:42.600]  多加一倍了
[00:03:42.600 --> 00:03:44.800]  耶和華你的神
[00:03:44.800 --> 00:03:48.000]  就必在你所作的一切事上
[00:03:48.000 --> 00:03:49.400]  祝福你
[00:03:49.400 --> 00:03:51.000]  聖經獨筆
[00:03:51.000 --> 00:04:02.680]  (聖經獨筆)
[00:04:02.680 --> 00:04:03.880]  (主席) 各位姐妹平安
[00:04:03.880 --> 00:04:05.080]  (各位姐妹平安)
[00:04:05.080 --> 00:04:07.480]  (主席) 我們今天一齊讀新命記
[00:04:07.480 --> 00:04:09.880]  在我們讀這段經文之前
[00:04:09.880 --> 00:04:11.680]  近來大家看新聞
[00:04:11.680 --> 00:04:15.480]  會發現全世界轟動的一個消息
[00:04:15.880 --> 00:04:21.160]  就是美國要全世界納關稅
[00:04:21.160 --> 00:04:24.760]  我不是很經濟地分析
[00:04:24.760 --> 00:04:27.560]  不過我對這段新聞很有興趣的
[00:04:27.560 --> 00:04:28.560]  就是一個鏡頭
[00:04:28.560 --> 00:04:34.160]  美國總統說關稅的原因就是
[00:04:34.160 --> 00:04:35.360]  他經常說一個字
[00:04:35.360 --> 00:04:37.360]  就是全世界欠了他
[00:04:37.360 --> 00:04:41.760]  他看美國和外國的貿易逆差
[00:04:42.160 --> 00:04:47.440]  就是外國人在美國騙了他們的錢
[00:04:47.440 --> 00:04:51.040]  所以他們就要收回這個對等關稅
[00:04:51.040 --> 00:04:53.880]  以致他們被欺騙
[00:04:53.880 --> 00:04:56.640]  花出去的錢就可以藉著這個關稅
[00:04:56.640 --> 00:04:58.240]  討回一個公道
[00:04:58.240 --> 00:05:02.040]  再加上他說這個已經是一個很仁慈的關稅
[00:05:02.040 --> 00:05:05.040]  所以就說30%多
[00:05:05.040 --> 00:05:07.840]  去到最高的可能是幾十%
[00:05:07.840 --> 00:05:10.040]  還有一些花邊新聞就是在說
[00:05:10.040 --> 00:05:12.840]  有一個島只有我住的
[00:05:12.840 --> 00:05:14.440]  那裡也收關稅
[00:05:14.440 --> 00:05:17.640]  但是有些國家
[00:05:17.640 --> 00:05:20.040]  他們視為敵對的國家
[00:05:20.040 --> 00:05:21.440]  也沒有收關稅
[00:05:21.440 --> 00:05:23.840]  其實整件事是很有趣的
[00:05:23.840 --> 00:05:27.040]  不過我很想特別針對的就是
[00:05:27.040 --> 00:05:28.840]  這個總統他裡面經常說
[00:05:28.840 --> 00:05:30.840]  就是全世界欠了他
[00:05:30.840 --> 00:05:32.240]  他要追回這些錢
[00:05:32.240 --> 00:05:35.040]  如果你在新聞裡面每天看著
[00:05:35.040 --> 00:05:38.240]  這一類的論述或者這種語調
[00:05:38.840 --> 00:05:41.040]  其實你的心靈會有時候很不平衡的
[00:05:41.040 --> 00:05:44.440]  你會經常覺得身邊所有人都欠了你
[00:05:44.440 --> 00:05:45.640]  欠了你
[00:05:45.640 --> 00:05:48.840]  如果以緣木厭進入你的內心當中
[00:05:48.840 --> 00:05:51.640]  有時候你的價值觀都會受到扭曲
[00:05:51.640 --> 00:05:54.640]  心理學裡面有一種說法
[00:05:54.640 --> 00:05:56.640]  就叫做索債心理
[00:05:56.640 --> 00:06:02.640]  索債心理其實就是覺得別人欠了自己
[00:06:02.640 --> 00:06:05.640]  在心理學家裡面說到這個索債心理
[00:06:05.640 --> 00:06:07.640]  有外顯和內在的
[00:06:07.840 --> 00:06:10.640]  外顯就會經常拐口唇邊的
[00:06:10.640 --> 00:06:12.240]  就經常說還錢
[00:06:12.240 --> 00:06:13.240]  你欠了我的
[00:06:13.240 --> 00:06:16.240]  內斂的、內隱形的那些
[00:06:16.240 --> 00:06:19.040]  就會整個心裡面默默的計算
[00:06:19.040 --> 00:06:21.840]  就是在你的心裡面
[00:06:21.840 --> 00:06:23.440]  你又做了一些事情虧欠了我
[00:06:23.440 --> 00:06:24.840]  就是找一本小喜簿
[00:06:24.840 --> 00:06:28.640]  記錄了所有別人對自己的那種虧欠
[00:06:28.640 --> 00:06:32.040]  你不要輕視這種心態
[00:06:32.040 --> 00:06:33.840]  如果我們久而久之
[00:06:33.840 --> 00:06:36.240]  我們不面對這種價值觀念
[00:06:36.440 --> 00:06:39.040]  不論是世界的政局也好
[00:06:39.040 --> 00:06:41.440]  或者個人的內心心理也好
[00:06:41.440 --> 00:06:45.040]  如果經常覺得有一種別人欠自己的時候
[00:06:45.040 --> 00:06:46.840]  你做人是覺得不開心
[00:06:46.840 --> 00:06:48.840]  甚至你會經常覺得
[00:06:48.840 --> 00:06:49.840]  對於身邊的人
[00:06:49.840 --> 00:06:53.640]  就會處於一種根根計較的狀況裡面
[00:06:53.640 --> 00:06:57.040]  為什麼今天我要用這個例子呢?
[00:06:57.040 --> 00:06:59.440]  因為今天我們所看的那段經文
[00:06:59.440 --> 00:07:05.440]  正正就是要面對人性裡面的那種根根計較
[00:07:05.640 --> 00:07:08.840]  今天特別講的兩個重點
[00:07:08.840 --> 00:07:10.440]  一個就是豁免年
[00:07:10.440 --> 00:07:16.840]  就是說借貸的債主和債制之間的關係
[00:07:16.840 --> 00:07:18.840]  第二個就是勞瀑關係
[00:07:18.840 --> 00:07:21.640]  其實也是承接著剛才講的豁免年
[00:07:21.640 --> 00:07:23.240]  不過一個是欠錢
[00:07:23.240 --> 00:07:25.640]  而後半段就是沒有錢還
[00:07:25.640 --> 00:07:28.040]  就要在別人家裡做奴隸
[00:07:28.040 --> 00:07:30.640]  究竟聖經裡面摩西是一個
[00:07:30.640 --> 00:07:33.440]  那時候還沒有很多貧富懸殊
[00:07:33.640 --> 00:07:37.640]  或者在經濟狀況和今天沒有那麼複雜的時候
[00:07:37.640 --> 00:07:40.840]  他已經講定一個上帝的心意
[00:07:40.840 --> 00:07:43.240]  這一種可能對我們今天來說
[00:07:43.240 --> 00:07:45.440]  我們要明白上帝的心腸
[00:07:45.440 --> 00:07:49.040]  以致我們轉化使用在我們的生命當中
