
[00:00:00.000 --> 00:00:04.000]  今日經文是肥立比書第四章一到九節
[00:00:04.000 --> 00:00:06.800]  經文都印在你們的秩序表裏面
[00:00:06.800 --> 00:00:08.000]  請聽我讀
[00:00:08.000 --> 00:00:10.000]  四章一至九節
[00:00:10.000 --> 00:00:14.600]  我所親愛所想念的弟兄們
[00:00:14.600 --> 00:00:17.000]  你們就是我的喜樂
[00:00:17.000 --> 00:00:18.600]  我的冠冕
[00:00:18.600 --> 00:00:20.200]  我親愛的弟兄
[00:00:20.200 --> 00:00:23.400]  你們應當靠主站立得穩
[00:00:23.400 --> 00:00:27.000]  我勸友阿諜和秦都基
[00:00:27.000 --> 00:00:29.400]  要在主裡同心
[00:00:29.400 --> 00:00:33.400]  我也求你這真實同父一額的
[00:00:33.400 --> 00:00:36.000]  幫助這兩個女人
[00:00:36.000 --> 00:00:38.600]  因為她們在福音上
[00:00:38.600 --> 00:00:41.400]  曾與我一同勞苦
[00:00:41.400 --> 00:00:43.200]  還有甲理冕
[00:00:43.200 --> 00:00:46.600]  並其餘和我一同作供的
[00:00:46.600 --> 00:00:50.400]  她們的名字都在生命冊上
[00:00:50.400 --> 00:00:53.800]  你們要靠主常常喜樂
[00:00:53.800 --> 00:00:57.400]  我再說你們要喜樂
[00:00:57.400 --> 00:01:01.000]  當叫眾人知道你們謙讓的心
[00:01:01.000 --> 00:01:03.000]  主已經近了
[00:01:03.000 --> 00:01:05.200]  應當一無掛慮
[00:01:05.200 --> 00:01:07.800]  只要凡事藉著禱告
[00:01:07.800 --> 00:01:10.000]  祈求和感謝
[00:01:10.000 --> 00:01:13.200]  將你們所要的告訴神
[00:01:13.200 --> 00:01:16.600]  神所賜出人意外的平安
[00:01:16.600 --> 00:01:19.000]  必在基督耶穌裡
[00:01:19.000 --> 00:01:22.000]  保守你們的心懷意念
[00:01:22.000 --> 00:01:23.200]  弟兄們
[00:01:23.200 --> 00:01:25.200]  我還有未盡的話
[00:01:25.200 --> 00:01:27.000]  凡是真實的
[00:01:27.000 --> 00:01:28.200]  可敬的
[00:01:28.200 --> 00:01:29.200]  公義的
[00:01:29.200 --> 00:01:30.400]  清潔的
[00:01:30.400 --> 00:01:31.600]  可愛的
[00:01:31.600 --> 00:01:33.000]  有美名的
[00:01:33.000 --> 00:01:34.800]  若有什麼德行
[00:01:34.800 --> 00:01:37.000]  若有什麼稱讚
[00:01:37.000 --> 00:01:40.200]  這些事你們都要思念
[00:01:40.200 --> 00:01:43.400]  你們在我身上所學習的
[00:01:43.400 --> 00:01:44.800]  所領受的
[00:01:44.800 --> 00:01:46.200]  所聽見的
[00:01:46.200 --> 00:01:47.600]  所看見的
[00:01:47.600 --> 00:01:50.400]  這些事你們都要去行
[00:01:50.400 --> 00:01:52.000]  賜平安的神
[00:01:52.000 --> 00:01:55.000]  就必與你們同在
[00:01:55.000 --> 00:02:02.800]  今天年初二我們特別高興的
[00:02:02.800 --> 00:02:06.200]  有我們熟悉的梁家倫牧師
[00:02:06.200 --> 00:02:07.600]  為我們宣講的
[00:02:07.600 --> 00:02:08.400]  題目是
[00:02:08.400 --> 00:02:10.600]  「一個叮嚀 三個祝願」
[00:02:10.600 --> 00:02:12.600]  麻煩梁牧師
[00:02:12.600 --> 00:02:19.000]  各位頂智妹新年快樂
[00:02:19.000 --> 00:02:21.200]  身體健康
[00:02:21.200 --> 00:02:22.800]  家庭幸福
[00:02:22.800 --> 00:02:28.200]  剛才說的祝願
[00:02:28.200 --> 00:02:30.200]  有些是祝願
[00:02:30.200 --> 00:02:33.200]  身體健康不完全受我們控制
[00:02:33.200 --> 00:02:35.000]  不過其他的
[00:02:35.000 --> 00:02:37.400]  不僅僅是一個祝願
[00:02:37.400 --> 00:02:39.000]  是一個命令
[00:02:39.000 --> 00:02:41.000]  是一個信仰的命令
[00:02:41.000 --> 00:02:42.200]  這是我們的任務
[00:02:42.200 --> 00:02:44.600]  我們要讓我們自己
[00:02:44.600 --> 00:02:46.200]  和身邊的人
[00:02:46.200 --> 00:02:47.800]  覺得幸福
[00:02:47.800 --> 00:02:50.800]  我們要讓我們自己
[00:02:50.800 --> 00:02:53.400]  和身邊的人常常喜樂
[00:02:53.400 --> 00:02:57.400]  從年三十晚到年初一
[00:02:57.400 --> 00:03:02.000]  大家應該都吃得差不多了
[00:03:02.000 --> 00:03:04.400]  新春講道
[00:03:04.400 --> 00:03:06.400]  一定不可以heavy dose
[00:03:06.400 --> 00:03:08.000]  不可以太重劑量
[00:03:08.000 --> 00:03:09.000]  要清淡一點
[00:03:09.000 --> 00:03:13.600]  所以只能夠說一些小品的東西
[00:03:13.600 --> 00:03:16.200]  太難消化
[00:03:16.200 --> 00:03:17.600]  或者太沉重的
[00:03:17.600 --> 00:03:21.600]  不是一個很適合時機的東西
[00:03:21.600 --> 00:03:25.200]  所以我和大家選了
[00:03:25.200 --> 00:03:28.600]  在《肥納比書》最後一章
[00:03:28.600 --> 00:03:30.600]  一段聖經裏面
[00:03:30.600 --> 00:03:32.000]  有些散散發發
[00:03:32.000 --> 00:03:34.000]  不過同樣是很重要的教導
[00:03:34.000 --> 00:03:36.000]  想從那裏
[00:03:36.000 --> 00:03:38.600]  幫我們一起去思考
[00:03:38.600 --> 00:03:40.600]  很簡單地說
[00:03:40.600 --> 00:03:42.800]  在這章聖經裏面
[00:03:42.800 --> 00:03:47.200]  保羅在做一些人事的安排
[00:03:47.200 --> 00:03:50.800]  特別是對某些人做一些提醒
[00:03:50.800 --> 00:03:53.400]  亦都說應該怎樣處理
[00:03:53.400 --> 00:03:55.200]  這些人事的風波
[00:03:55.200 --> 00:03:58.800]  《肥納比書》寫作的背景
[00:03:58.800 --> 00:04:00.600]  我們今天不詳細說
[00:04:00.600 --> 00:04:01.800]  我們知道的就是
[00:04:01.800 --> 00:04:04.400]  保羅正在坐牢
[00:04:04.400 --> 00:04:09.000]  他在所謂的house arrest
[00:04:09.000 --> 00:04:11.800]  即是在家中軟禁
[00:04:11.800 --> 00:04:14.800]  很多人可能說一點題外話
[00:04:14.800 --> 00:04:15.800]  問我為甚麼
[00:04:15.800 --> 00:04:18.400]  經常說軟禁這些東西呢
[00:04:18.400 --> 00:04:21.400]  如果你去過意大利 去過羅馬
[00:04:21.400 --> 00:04:26.400]  你會有一個名勝
[00:04:26.400 --> 00:04:30.200]  就是彼得和保羅的監獄
[00:04:30.200 --> 00:04:31.800]  很有趣的
[00:04:31.800 --> 00:04:33.000]  你可以去參觀
[00:04:33.000 --> 00:04:34.600]  彼得和保羅的監獄
[00:04:34.600 --> 00:04:36.600]  其實就是一個地下室
[00:04:36.600 --> 00:04:38.400]  一個小區
[00:04:38.400 --> 00:04:40.000]  一個chamber
[00:04:40.000 --> 00:04:41.800]  最初我們去的時候
[00:04:41.800 --> 00:04:43.000]  就覺得很奇怪
[00:04:43.000 --> 00:04:44.400]  監獄之為監獄
[00:04:44.400 --> 00:04:47.800]  羅馬是羅馬帝國的首都
[00:04:47.800 --> 00:04:50.600]  為甚麼監獄只有一個房間
[00:04:50.600 --> 00:04:51.800]  少成這樣
[00:04:51.800 --> 00:04:54.200]  酒店最少也有十多個房間
[00:04:54.200 --> 00:04:56.400]  這麼小 為甚麼是監獄呢
[00:04:56.400 --> 00:04:58.200]  我要告訴大家
[00:04:58.200 --> 00:05:00.200]  在古代
[00:05:00.200 --> 00:05:01.600]  就不同今天
[00:05:01.600 --> 00:05:03.200]  第一古代資源不夠
[00:05:03.200 --> 00:05:05.600]  第二古代人比我們現在聰明
[00:05:05.600 --> 00:05:10.200]  政府不會建一個大監獄養著人
[00:05:10.200 --> 00:05:12.800]  建監獄是很貴的
[00:05:12.800 --> 00:05:15.200]  又要給他吃又要給他住
[00:05:15.200 --> 00:05:17.400]  又要找人看守住
[00:05:17.400 --> 00:05:19.000]  其實是很貴很貴的事情
[00:05:19.000 --> 00:05:21.400]  以前的政府沒有這麼蠢
[00:05:21.400 --> 00:05:24.600]  所以基本上不會給人坐無期徒刑
[00:05:24.600 --> 00:05:25.800]  你拿來搞
[00:05:25.800 --> 00:05:27.000]  虧了錢
[00:05:27.000 --> 00:05:28.800]  砍了個頭算了
[00:05:28.800 --> 00:05:32.600]  總之就是即捕即審即殺
[00:05:32.600 --> 00:05:34.600]  這是最簡單的做法
[00:05:34.600 --> 00:05:37.000]  真的如果要坐牢
[00:05:37.000 --> 00:05:39.000]  就是你在家裡坐
[00:05:39.000 --> 00:05:42.000]  就是禁止你出門
[00:05:42.000 --> 00:05:45.600]  有時候會有兵兵在門口看著
[00:05:45.600 --> 00:05:46.600]  那些重犯
[00:05:46.600 --> 00:05:47.800]  如果不是重犯
[00:05:47.800 --> 00:05:50.000]  就間中來家訪一下
[00:05:50.000 --> 00:05:52.800]  總之就是在自己家裡困著
[00:05:52.800 --> 00:05:54.800]  就不會給你一個監獄
[00:05:54.800 --> 00:05:56.800]  哇 建一個很貴的監獄
[00:05:56.800 --> 00:05:58.400]  哪有這麼多錢
[00:05:58.400 --> 00:06:02.400]  保羅在那個時候是坐牢
[00:06:02.400 --> 00:06:04.600]  他寫的監獄書信是在家裡寫的
[00:06:04.600 --> 00:06:06.800]  就是House of Rats
[00:06:06.800 --> 00:06:11.600]  在家裡被軟禁
[00:06:11.600 --> 00:06:16.400]  他在一個完善不理想的狀態
[00:06:16.400 --> 00:06:21.400]  然後他寫信給菲律賓的教會
[00:06:21.400 --> 00:06:23.400]  這間教會我們在看第四章
[00:06:23.400 --> 00:06:27.400]  你會看到裡面有一些人事的問題
[00:06:27.400 --> 00:06:31.000]  人事的風波
[00:06:31.000 --> 00:06:32.400]  簡單的說法就是
[00:06:32.400 --> 00:06:38.400]  在一個不算很理想的環境裡
[00:06:38.400 --> 00:06:43.200]  我最近在準備一個系列的講道
[00:06:43.200 --> 00:06:46.400]  是幫年底有一間教會預備的
[00:06:46.400 --> 00:06:47.400]  Summer Camp
[00:06:47.400 --> 00:06:49.400]  他們不是叫Summer Camp
[00:06:49.400 --> 00:06:50.400]  叫讀經營
[00:06:50.400 --> 00:06:59.400]  我給的題目是一個不完美的信仰實踐
[00:06:59.400 --> 00:07:02.400]  刺激我有這個題目的想法是
[00:07:02.400 --> 00:07:05.400]  在今年一月
[00:07:05.400 --> 00:07:13.400]  我幫的意大利環球學院有一個神學營
[00:07:13.400 --> 00:07:21.400]  請了一些學者來討論AI時代的信仰實踐
[00:07:21.400 --> 00:07:28.400]  在那個營裡有談到有關AI時代
[00:07:28.400 --> 00:07:31.400]  AI世界的問題
[00:07:31.400 --> 00:07:33.400]  和教會相關的就是
[00:07:33.400 --> 00:07:37.400]  很多人會選擇去AI的教會
[00:07:37.400 --> 00:07:41.400]  或者去找一個AI的目者
[00:07:41.400 --> 00:07:43.400]  現在目者這麼短缺
[00:07:43.400 --> 00:07:45.400]  找AI的目者就最好了
[00:07:45.400 --> 00:07:48.400]  你可以想像一個AI的目者可以有多好
[00:07:48.400 --> 00:07:56.400]  他可以和我相處幾次之後
[00:07:56.400 --> 00:07:58.400]  就已經摸了我的思路
[00:07:58.400 --> 00:08:01.400]  他已經可以知道我有什麼想法
[00:08:01.400 --> 00:08:03.400]  我最近的情緒
[00:08:03.400 --> 00:08:05.400]  我最近的感受
[00:08:05.400 --> 00:08:07.400]  他就可以量身訂做
[00:08:07.400 --> 00:08:10.400]  為我去預備一個講章
[00:08:10.400 --> 00:08:12.400]  你說不是很新
[00:08:12.400 --> 00:08:13.400]  哪有新的
