
[00:00:00.000 --> 00:00:02.540]  今日經訓是舊約聖經的
[00:00:02.540 --> 00:00:05.820]  《但義理書》第五章一至十六節
[00:00:05.820 --> 00:00:10.240]  舊約聖經《但義理書》第五章
[00:00:10.240 --> 00:00:11.440]  它是這樣說
[00:00:11.440 --> 00:00:18.460]  「伯沙薩王為他的一千大臣設擺筵席
[00:00:18.460 --> 00:00:21.520]  與這一千人對面飲酒
[00:00:21.520 --> 00:00:25.200]  伯沙薩歡飲之間
[00:00:25.460 --> 00:00:30.940]  吩咐人將他父或役祖彌布加尼沙
[00:00:30.940 --> 00:00:35.540]  從耶路撒冷中所掠的金銀器皿拿來
[00:00:35.540 --> 00:00:42.340]  王與大臣王后妃嬪好用這器皿飲酒
[00:00:42.340 --> 00:00:46.960]  於是他們把耶路撒冷神殿庫房中
[00:00:46.960 --> 00:00:49.960]  所掠的金器皿拿來
[00:00:50.360 --> 00:00:55.960]  王和大臣王后妃嬪就用這器皿飲酒
[00:00:55.960 --> 00:01:03.660]  他們飲酒讚美金銀銅鐵木石所造的神
[00:01:03.660 --> 00:01:08.760]  當時忽有人的紙頭顯出
[00:01:08.760 --> 00:01:14.860]  在王宮與燈台面相面的墳場上寫字
[00:01:14.860 --> 00:01:18.160]  王看見寫字的紙頭
[00:01:18.360 --> 00:01:22.160]  便便了臉色 心意驚慌
[00:01:22.160 --> 00:01:27.660]  腰骨好像脫節 相失彼此相碰
[00:01:27.660 --> 00:01:32.560]  大聲吩咐將用法術的和迦勒底人
[00:01:32.560 --> 00:01:34.760]  並官少的領進來
[00:01:34.760 --> 00:01:37.160]  對巴比倫的哲士說
[00:01:37.160 --> 00:01:39.360]  誰能讀這文字
[00:01:39.360 --> 00:01:41.760]  把講解告訴我
[00:01:41.760 --> 00:01:43.860]  他必身穿紙袍
[00:01:44.060 --> 00:01:48.260]  恆大今年在我國中位列第三
[00:01:48.260 --> 00:01:51.260]  於是王的一切哲士都進來
[00:01:51.260 --> 00:01:53.960]  卻不能讀那文字
[00:01:53.960 --> 00:01:57.460]  也不能把講解告訴王
[00:01:57.460 --> 00:02:00.460]  怕沙剎王就神驚惶
[00:02:00.460 --> 00:02:02.360]  面色改變
[00:02:02.360 --> 00:02:05.460]  他的大臣也都驚奇
[00:02:05.460 --> 00:02:08.660]  太后或亦王后
[00:02:08.660 --> 00:02:12.660]  因王和他大臣所說的話
[00:02:12.860 --> 00:02:15.460]  就進入彥公說
[00:02:15.460 --> 00:02:16.860]  願王萬歲
[00:02:16.860 --> 00:02:19.260]  你心意不要驚惶
[00:02:19.260 --> 00:02:22.460]  不要變色
[00:02:22.460 --> 00:02:24.460]  在你國中有一人
[00:02:24.460 --> 00:02:27.060]  他裡頭有聖神的靈
[00:02:27.060 --> 00:02:29.060]  你父在逝的日子
[00:02:29.060 --> 00:02:31.060]  這人心中光明
[00:02:31.060 --> 00:02:33.260]  又有聰明智慧
[00:02:33.260 --> 00:02:35.460]  好像神的智慧
[00:02:35.460 --> 00:02:38.260]  你父尼布格尼薩王
[00:02:38.260 --> 00:02:39.960]  就是王的父
[00:02:40.460 --> 00:02:42.060]  納他為術士
[00:02:42.060 --> 00:02:44.460]  用法術的和加勒底人
[00:02:44.460 --> 00:02:46.660]  並官少的領袖
[00:02:46.660 --> 00:02:48.260]  在他裡頭
[00:02:48.260 --> 00:02:50.060]  有美好的靈性
[00:02:50.060 --> 00:02:52.260]  又有知識 聰明
[00:02:52.260 --> 00:02:55.260]  能圓夢 識謎語
[00:02:55.260 --> 00:02:56.660]  解疑惑
[00:02:56.660 --> 00:02:57.860]  這人名叫
[00:02:57.860 --> 00:02:59.460]  但爾里
[00:02:59.460 --> 00:03:01.060]  尼布格尼薩王
[00:03:01.060 --> 00:03:02.460]  又稱他為
[00:03:02.460 --> 00:03:04.260]  帕提沙剎
[00:03:04.260 --> 00:03:06.260]  現在可以召他來
[00:03:06.260 --> 00:03:08.660]  他必解明這意思
[00:03:09.460 --> 00:03:10.660]  第十三節
[00:03:10.660 --> 00:03:13.860]  但爾里就被領到王前
[00:03:13.860 --> 00:03:15.860]  王問但爾里說
[00:03:15.860 --> 00:03:18.260]  你是秘魯之猶大人
[00:03:18.260 --> 00:03:20.460]  中的但爾里嗎?
[00:03:20.460 --> 00:03:22.260]  就是我王
[00:03:22.260 --> 00:03:24.860]  從猶大老來的嗎?
[00:03:24.860 --> 00:03:27.660]  我聽說你裡頭有神的靈
[00:03:27.660 --> 00:03:29.260]  心中光明
[00:03:29.260 --> 00:03:32.260]  又有聰明和美好的智慧
[00:03:32.260 --> 00:03:35.460]  現在之士和用法術的
[00:03:35.460 --> 00:03:37.460]  都領到我面前
[00:03:37.660 --> 00:03:39.860]  為叫他們讀者文字
[00:03:39.860 --> 00:03:41.860]  把講解告訴我
[00:03:41.860 --> 00:03:44.860]  無奈他們都不能把
[00:03:44.860 --> 00:03:46.460]  講解說出來
[00:03:46.460 --> 00:03:49.460]  我聽說你善於講解
[00:03:49.460 --> 00:03:51.060]  能解疑惑
[00:03:51.060 --> 00:03:53.860]  現在你若能讀者文字
[00:03:53.860 --> 00:03:55.460]  把講解告訴我
[00:03:55.460 --> 00:03:57.260]  就必身穿紙袍
[00:03:57.260 --> 00:03:58.860]  恆大今年
[00:03:58.860 --> 00:04:01.460]  在我國中位列第三
[00:04:01.460 --> 00:04:03.460]  (字幕:梁美芬)
[00:04:03.460 --> 00:04:14.260]  (梁:姐妹平安)
[00:04:14.260 --> 00:04:17.660]  (梁:我們不經不覺已經來到)
[00:04:17.660 --> 00:04:20.260]  (但爾里書第五章)
[00:04:20.260 --> 00:04:23.460]  (剛才你聽到出現一個新的名字)
[00:04:23.460 --> 00:04:25.260]  (叫做白沙剎)
[00:04:25.260 --> 00:04:27.460]  (讀者到底是誰呢?)
[00:04:27.460 --> 00:04:28.660]  (正確來說)
[00:04:28.860 --> 00:04:32.460]  (他是尼泊爾格尼薩王的外孫)
[00:04:32.460 --> 00:04:35.060]  (因為在阿蘭文)
[00:04:35.060 --> 00:04:37.060]  (基本上沒有孫這個字)
[00:04:37.060 --> 00:04:38.260]  (無論是父子)
[00:04:38.260 --> 00:04:41.660]  (或者是祖父和孫)
[00:04:41.660 --> 00:04:43.260]  (或者外祖父和孫)
[00:04:43.260 --> 00:04:45.660]  (都可以用兒子來相稱)
[00:04:45.660 --> 00:04:47.660]  (事實上)
[00:04:47.660 --> 00:04:48.660]  (尼泊爾格尼薩王)
[00:04:48.660 --> 00:04:52.060]  (在公元562年離世)
[00:04:52.060 --> 00:04:53.660]  (之後他的王位輾轉)
[00:04:53.660 --> 00:04:56.860]  (落到其中一位女婿的手上)
[00:04:56.860 --> 00:04:58.660]  (叫做拿波利道)
[00:04:58.660 --> 00:05:01.460]  (白沙剎就是拿波利道的兒子)
[00:05:01.460 --> 00:05:05.660]  (這兩父子在公元前的550年)
[00:05:05.660 --> 00:05:07.260]  (一起執政)
[00:05:07.260 --> 00:05:10.860]  (拿波利道長住在巴比倫的第二首都)
[00:05:10.860 --> 00:05:13.860]  (一個叫提瑪城的地方)
[00:05:13.860 --> 00:05:16.860]  (而今日經文所說的白沙剎王)
[00:05:16.860 --> 00:05:19.460]  (主要在巴比倫的首都)
[00:05:19.460 --> 00:05:21.660]  (巴比倫城內來攝政)
[00:05:21.660 --> 00:05:23.860]  (所以剛才我們聽到)
[00:05:23.860 --> 00:05:26.460]  (位列第三這幾個字)
[00:05:26.660 --> 00:05:28.860]  (意思是誰能夠講解到)
[00:05:28.860 --> 00:05:30.460]  (牆上文字的意思)
[00:05:30.460 --> 00:05:33.660]  (就能成為巴比倫國的第三把交椅)
[00:05:33.660 --> 00:05:37.660]  (地位僅次於拿波利道和白沙剎)
[00:05:37.660 --> 00:05:41.260]  (經文開首提到)
[00:05:41.260 --> 00:05:45.460]  (白沙剎王擺設了一場千人的盛宴)
[00:05:45.460 --> 00:05:46.860]  (結尾我們未讀到)
[00:05:46.860 --> 00:05:50.860]  (不過結尾提到他那一晚被殺)
[00:05:50.860 --> 00:05:53.460]  (其實)
[00:05:53.660 --> 00:05:57.660]  (當時我們說有另一個大國崛起)
[00:05:57.660 --> 00:05:59.260]  (叫馬代波斯)
[00:05:59.260 --> 00:06:02.660]  (經文的結尾提到白沙剎王被殺)
[00:06:02.660 --> 00:06:08.860]  (而巴比倫國亦被馬代大利烏取代)
[00:06:08.860 --> 00:06:10.060]  (誰是大利烏呢?)
[00:06:10.060 --> 00:06:12.060]  (其實你很熟悉的另一個名字)
[00:06:12.060 --> 00:06:13.660]  (就是波斯王古烈)
[00:06:13.660 --> 00:06:16.060]  (被他取代)
[00:06:16.060 --> 00:06:17.860]  (事實上有文獻記載)
[00:06:17.860 --> 00:06:20.060]  (在巴比倫亡國前幾天)
[00:06:20.060 --> 00:06:21.860]  (波斯的大軍)
[00:06:22.060 --> 00:06:24.660]  (已經在距離巴比倫城不遠的地方)
[00:06:24.660 --> 00:06:27.660]  (擊敗了白沙剎的父親)
[00:06:27.660 --> 00:06:29.460]  (拿破利道的軍隊)
[00:06:29.460 --> 00:06:33.460]  (下一步準備進攻巴比倫城)
[00:06:33.460 --> 00:06:35.460]  (攻打白沙剎)
[00:06:35.460 --> 00:06:39.060]  (這是故事當時的歷史背景)
[00:06:39.060 --> 00:06:42.460]  (不過我們不知道到底是什麼原因)
[00:06:42.460 --> 00:06:46.060]  (白沙剎要舉行這一場千人的盛宴)
[00:06:46.060 --> 00:06:48.460]  (可能是為了壯膽)
[00:06:48.460 --> 00:06:51.660]  (又或者為了穩定人的心)
[00:06:52.260 --> 00:06:55.460]  (又或者他對巴比倫城的城牆)
[00:06:55.460 --> 00:06:57.260]  (覺得很堅固很穩固)
[00:06:57.260 --> 00:07:00.460]  (而且有護城河來保護他)
[00:07:00.460 --> 00:07:03.660]  (所以即使他在國難當前)
[00:07:03.660 --> 00:07:06.460]  (即使敵人已經向他劍拔弩張)
[00:07:06.460 --> 00:07:08.660]  (他竟然還有興致)
[00:07:08.660 --> 00:07:12.460]  (和他的群臣去暢飲)
[00:07:12.460 --> 00:07:15.060]  (不過我們常說)
[00:07:15.060 --> 00:07:17.860]  (酒能夠聯性)
[00:07:17.860 --> 00:07:20.460]  (你看到白沙剎喝著喝著)
[00:07:20.660 --> 00:07:22.460]  (應該喝大了)
[00:07:22.460 --> 00:07:25.460]  (他吩咐人將尼泊爾加利沙皇)
[00:07:25.460 --> 00:07:27.460]  (從前在耶路撒冷聖殿)
[00:07:27.460 --> 00:07:30.660]  (努力取得的金銀器皿)
[00:07:30.660 --> 00:07:34.460]  (拿出來用來和大臣和皇后妃嬪)
[00:07:34.460 --> 00:07:36.460]  (用來喝酒)
[00:07:36.460 --> 00:07:38.660]  (不單止這樣)
[00:07:38.660 --> 00:07:42.660]  (還一邊喝一邊讚美)
[00:07:42.660 --> 00:07:46.660]  (人手所做的金銀和鐵石木)
[00:07:46.660 --> 00:07:48.060]  (所做的偶像)
[00:07:48.060 --> 00:07:49.460]  (即是怎樣?)
[00:07:49.660 --> 00:07:51.660]  (當以色列的上帝無道)
[00:07:51.660 --> 00:07:53.660]  (要公然地褻瀆他)
[00:07:53.660 --> 00:07:57.460]  (就好像你手頭上的這幅名畫)
[00:07:57.460 --> 00:08:01.660]  (這幅是荷蘭作家林布蘭)
[00:08:01.660 --> 00:08:05.060]  (他在1635年的一幅作品)
[00:08:05.060 --> 00:08:07.460]  (名為「白沙剎的盛宴」)
[00:08:07.460 --> 00:08:10.460]  (白沙剎看到)
[00:08:10.460 --> 00:08:14.060]  (有手的指頭在牆上出現)
[00:08:14.060 --> 00:08:18.460]  (對著登台對面的牆上寫字)
[00:08:19.460 --> 00:08:22.060]  (白沙剎當場嚇得)
[00:08:22.060 --> 00:08:24.060]  (英文裡形容面青)
[00:08:24.060 --> 00:08:26.460]  (又心驚又腳震)
[00:08:26.460 --> 00:08:30.460]  (即是他知道這次大事不妙了)
[00:08:30.460 --> 00:08:33.460]  (得罪了以色列的上帝)
[00:08:33.460 --> 00:08:35.460]  (他不知道會有什麼後果)
[00:08:35.460 --> 00:08:37.460]  (於是他召集了)
[00:08:37.460 --> 00:08:40.460]  (所有法術或官少的巴比倫哲士)
[00:08:40.460 --> 00:08:44.060]  (到底誰能夠講解到)
[00:08:44.060 --> 00:08:46.060]  (牆上文字的意思)
[00:08:46.260 --> 00:08:48.660]  (他想他紙袍今年)
[00:08:48.660 --> 00:08:52.060]  (成為巴比倫國的第三把交椅)
[00:08:52.060 --> 00:08:55.860]  (當然他以為重賞之下)
[00:08:55.860 --> 00:08:57.860]  (必會有勇夫)
[00:08:57.860 --> 00:08:59.060]  (不過很可惜)
[00:08:59.060 --> 00:09:00.460]  (經文記載這班哲士)
[00:09:00.460 --> 00:09:02.060]  (都不明白那些字的意思)
[00:09:02.060 --> 00:09:03.660]  (有聖經學者估計)
[00:09:03.660 --> 00:09:05.460]  (為何不明白呢?)
[00:09:05.460 --> 00:09:08.460]  (很可能與那些字的寫法有關)
[00:09:08.460 --> 00:09:10.060]  (因為阿蘭文)
[00:09:10.060 --> 00:09:11.060]  (與英文不同)
[00:09:11.060 --> 00:09:12.660]  (阿蘭文首先是)
[00:09:12.660 --> 00:09:15.660]  (由右邊寫到左邊)
[00:09:15.860 --> 00:09:16.460]  (英文不同)
[00:09:16.460 --> 00:09:17.460]  (英文是左至右)
[00:09:17.460 --> 00:09:18.460]  (是橫向寫)
[00:09:18.460 --> 00:09:20.460]  (阿蘭文是右至左)
[00:09:20.460 --> 00:09:22.060]  (聖經學者估計)
[00:09:22.060 --> 00:09:23.660]  (他們不是用正常)
[00:09:23.660 --> 00:09:25.260]  (右至左的橫向寫法)
[00:09:25.260 --> 00:09:26.460]  (而是橫向寫)
[00:09:26.460 --> 00:09:28.660]  (由上而下寫)
[00:09:28.660 --> 00:09:32.060]  (那些文字變成了)
[00:09:32.060 --> 00:09:33.260]  (一個謎語)
[00:09:33.260 --> 00:09:34.460]  (一個密碼)
[00:09:34.460 --> 00:09:35.460]  (所以他們看不明白)
[00:09:35.460 --> 00:09:37.460]  (無論如何)
[00:09:37.460 --> 00:09:39.660]  (這件事驚動了太后)
[00:09:39.660 --> 00:09:41.260]  (也就是白沙薩的母親)
[00:09:41.260 --> 00:09:43.460]  (尼布甲尼薩的女兒)
[00:09:43.460 --> 00:09:44.660]  (她知道這件事)
[00:09:44.660 --> 00:09:46.660]  (她就進宮安慰白沙薩)
[00:09:46.660 --> 00:09:49.260]  (並向他舉薦一個人)
[00:09:49.260 --> 00:09:51.260]  (她說這個人一定能幫助你)
[00:09:51.260 --> 00:09:53.660]  (因為他才是巴比倫國)
[00:09:53.660 --> 00:09:57.260]  (真正解夢解謎的專家和高手)
[00:09:57.260 --> 00:09:59.060]  (她還說到)
