
[00:00:00.000 --> 00:00:05.880]  今日經訓是在馬太福音第二章一至十二節
[00:00:05.880 --> 00:00:09.160]  是在新約聖經第二頁
[00:00:09.160 --> 00:00:13.680]  馬太福音第二章一至十二節
[00:00:13.680 --> 00:00:16.720]  請聽我讀出第二章一節
[00:00:16.720 --> 00:00:18.800]  「當希律王的時候
[00:00:18.800 --> 00:00:21.320]  耶穌身在猶太的伯利恆
[00:00:21.320 --> 00:00:25.520]  有幾個博士從東方來到耶路撒冷
[00:00:25.520 --> 00:00:30.240]  說:那身下來作猶太人之王的在哪裡?
[00:00:30.240 --> 00:00:33.320]  我們在東方看見他的聖
[00:00:33.320 --> 00:00:35.080]  特來拜他
[00:00:35.080 --> 00:00:39.040]  希律王聽見了就心裡不安
[00:00:39.040 --> 00:00:42.920]  耶路撒冷合成的人也都不安
[00:00:42.920 --> 00:00:47.520]  他就召齊了祭司長和民間的文士
[00:00:47.520 --> 00:00:51.440]  問他們說:基督當身在何處?
[00:00:51.720 --> 00:00:55.640]  他們回答說:就在猶太的伯利恆
[00:00:55.640 --> 00:00:57.800]  因為有先知記著
[00:00:57.800 --> 00:01:00.840]  說:猶太的伯利恆
[00:01:00.840 --> 00:01:04.320]  你在猶太諸城中並不是最少的
[00:01:04.320 --> 00:01:08.920]  因為將來有一位君王要從你那裡出來
[00:01:08.920 --> 00:01:11.040]  莫讓我以色列民
[00:01:11.040 --> 00:01:14.920]  當下希律暗暗地召了博士來
[00:01:14.920 --> 00:01:18.040]  誓問那星是什麼時候出現的
[00:01:18.040 --> 00:01:20.840]  就差他們往伯利恆去
[00:01:20.840 --> 00:01:24.800]  說:你們去仔細尋訪那小孩子
[00:01:24.800 --> 00:01:27.360]  尋到了就來報信
[00:01:27.360 --> 00:01:29.360]  我也好去拜他
[00:01:29.360 --> 00:01:32.760]  他們聽見王的話就去了
[00:01:32.760 --> 00:01:35.520]  在東方所看見的那星
[00:01:35.520 --> 00:01:38.080]  忽然在他們前頭行
[00:01:38.080 --> 00:01:40.800]  直行到小孩子的地方
[00:01:40.800 --> 00:01:43.840]  就在上頭停住了
[00:01:43.840 --> 00:01:45.840]  他們看見那星
[00:01:45.840 --> 00:01:47.960]  就大大的歡喜
[00:01:47.960 --> 00:01:49.600]  進了房子
[00:01:49.600 --> 00:01:53.400]  看見小孩子和他母親瑪利亞
[00:01:53.400 --> 00:01:56.000]  就俯伏拜那小孩子
[00:01:56.000 --> 00:01:59.920]  揭開寶盒拿黃金與香抹藥
[00:01:59.920 --> 00:02:02.160]  為禮物獻給他
[00:02:02.160 --> 00:02:05.680]  博士因為在夢中被主指示
[00:02:05.680 --> 00:02:08.000]  不要回去見希律
[00:02:08.000 --> 00:02:11.440]  就從別的路回本地去了
[00:02:11.440 --> 00:02:13.440]  聖經獨白
[00:02:13.440 --> 00:02:15.440]  聖經獨白
[00:02:15.440 --> 00:02:21.440]  弟姐們
[00:02:21.440 --> 00:02:23.440]  聖誕快樂
[00:02:23.440 --> 00:02:27.440]  我想剛才所聽到的經文
[00:02:27.440 --> 00:02:32.040]  東方的博士來訪尋耶穌基督的降生
[00:02:32.040 --> 00:02:34.840]  其實是我們很熟悉的聖經故事
[00:02:34.840 --> 00:02:37.120]  盼望我們今天透過這個
[00:02:37.120 --> 00:02:38.320]  「以數能詳」的故事
[00:02:38.320 --> 00:02:42.120]  我們再一次藉著上帝的靈的幫助
[00:02:42.120 --> 00:02:45.720]  我們對耶穌基督的降生
[00:02:45.720 --> 00:02:49.120]  有再一次新的體會和提醒
[00:02:49.120 --> 00:02:51.600]  話說剛才也說了
[00:02:51.600 --> 00:02:53.320]  耶穌基督降生在
[00:02:53.320 --> 00:02:56.520]  希律王統治巴勒斯坦地的年代
[00:02:56.520 --> 00:02:59.800]  先說說希律王是哪一位
[00:02:59.800 --> 00:03:02.440]  其實他有些少猶太人血統
[00:03:02.440 --> 00:03:04.200]  他本身是以東人
[00:03:04.200 --> 00:03:07.200]  大家記得以東是誰的後裔?
[00:03:07.200 --> 00:03:08.680]  以數
[00:03:08.680 --> 00:03:09.880]  雅各有兩個兒子
[00:03:09.880 --> 00:03:10.760]  大兒子是以數
[00:03:10.760 --> 00:03:11.760]  以數的後裔
[00:03:11.760 --> 00:03:13.440]  他有些少猶太人血統
[00:03:13.440 --> 00:03:15.240]  但他不是純正的猶太人
[00:03:15.240 --> 00:03:17.760]  他為何可以做到希律王這個位置
[00:03:17.760 --> 00:03:19.760]  其實就是當時羅馬帝國
[00:03:19.760 --> 00:03:21.440]  進攻巴勒斯坦地的時候
[00:03:21.440 --> 00:03:25.160]  他非常賣力替羅馬政府工作
[00:03:25.160 --> 00:03:28.240]  所以得到當時羅馬帝王的信任
[00:03:28.240 --> 00:03:29.840]  於是就冊封他
[00:03:29.840 --> 00:03:31.960]  成為一個分封王
[00:03:31.960 --> 00:03:32.760]  希律
[00:03:32.760 --> 00:03:35.360]  負責管理猶太地
[00:03:35.360 --> 00:03:41.080]  撒馬利亞和加利利一帶
[00:03:41.080 --> 00:03:44.960]  即是耶穌基督在新約時代活躍的幾個地方
[00:03:44.960 --> 00:03:47.960]  而希律的管治手法是怎樣呢?
[00:03:47.960 --> 00:03:49.680]  軟硬兼施
[00:03:49.680 --> 00:03:51.480]  一方面他會用強硬的手段
[00:03:51.480 --> 00:03:54.200]  來維持整個巴勒斯坦地的和平
[00:03:54.200 --> 00:03:57.960]  另一方面他也很懂得討百姓的歡心
[00:03:57.960 --> 00:03:59.800]  當社會不景氣的時候
[00:03:59.800 --> 00:04:01.480]  他真的會減稅
[00:04:01.480 --> 00:04:04.440]  來體恤當時百姓的辛勞
[00:04:04.440 --> 00:04:05.880]  希望減輕他們的負擔
[00:04:05.880 --> 00:04:08.000]  又或者當時如果有大饑荒的話
[00:04:08.000 --> 00:04:10.560]  歷史記載他曾經自己掏錢包
[00:04:10.560 --> 00:04:13.960]  購買穀物來鎮災
[00:04:13.960 --> 00:04:17.960]  再加上他本身也很喜歡
[00:04:17.960 --> 00:04:20.520]  做很多大型興建
[00:04:20.520 --> 00:04:22.640]  我們熟悉的新約時代
[00:04:22.640 --> 00:04:23.880]  耶穌基督的時代
[00:04:23.880 --> 00:04:25.680]  那個聖殿是很宏偉的
[00:04:25.680 --> 00:04:27.440]  其實就是當時的希律王
[00:04:27.440 --> 00:04:28.960]  他拍板要重建
[00:04:28.960 --> 00:04:31.680]  他的面積和輝煌程度
[00:04:31.680 --> 00:04:34.360]  其實比起所羅門時代的聖殿
[00:04:34.360 --> 00:04:37.040]  可以說是有過之而無不及
[00:04:37.040 --> 00:04:38.320]  不過
[00:04:38.320 --> 00:04:40.280]  希律作為一個管治者
[00:04:40.280 --> 00:04:42.680]  其實他也有一個陰暗面
[00:04:42.680 --> 00:04:45.800]  我們說他做人是沒有安全感的
[00:04:45.800 --> 00:04:47.680]  很多忌諱
[00:04:47.680 --> 00:04:49.560]  譬如他懷疑身邊有人
[00:04:49.560 --> 00:04:52.240]  威脅到他的王位和政權的時候
[00:04:52.240 --> 00:04:55.440]  他一定會想盡辦法將對方剷除
[00:04:55.440 --> 00:04:57.120]  到了晚年的時候
[00:04:57.120 --> 00:04:59.600]  這種疑心更加強烈
[00:04:59.600 --> 00:05:02.000]  甚至他懷疑他身邊的人
[00:05:02.000 --> 00:05:04.320]  歷史記載他懷疑他的妻子
[00:05:04.320 --> 00:05:07.240]  甚至兒子想對自己不利的時候
[00:05:07.240 --> 00:05:08.840]  他真的會殺了她
[00:05:08.840 --> 00:05:11.480]  所以當時的羅馬帝王
[00:05:11.480 --> 00:05:14.360]  就很刻薄地諷刺希律
[00:05:14.360 --> 00:05:16.880]  他說做希律的豬
[00:05:16.880 --> 00:05:18.640]  比做他的兒子好
[00:05:18.640 --> 00:05:20.400]  更加穩妥
[00:05:20.400 --> 00:05:22.080]  所以我們不難理解
[00:05:22.080 --> 00:05:23.040]  有了這個背景
[00:05:23.040 --> 00:05:25.000]  為什麼當希律王聽到
[00:05:25.000 --> 00:05:27.720]  耶穌基督降生的消息的時候
[00:05:27.720 --> 00:05:31.240]  聽到有一位新的猶太王誕生的時候
[00:05:31.240 --> 00:05:34.040]  他的心會這麼不安
[00:05:34.040 --> 00:05:36.400]  這幾位東方博士
[00:05:36.400 --> 00:05:39.360]  即是對當時的天文
[00:05:39.360 --> 00:05:42.160]  很有研究的星象學家
[00:05:42.160 --> 00:05:44.400]  他們從東方來到耶路撒冷
[00:05:44.400 --> 00:05:46.920]  很大機會他們是異教徒
[00:05:46.920 --> 00:05:50.840]  不過當猶太人昔日散居在東方的時候
[00:05:50.840 --> 00:05:53.160]  他們這班博士可能曾經接觸過
[00:05:53.160 --> 00:05:54.840]  當時的猶太人群體
[00:05:54.840 --> 00:05:56.640]  亦從他們身上得知
[00:05:56.640 --> 00:05:58.480]  舊約聖經曾經預言
[00:05:58.480 --> 00:06:03.000]  確實會有君王從猶大這個地方誕生
[00:06:03.000 --> 00:06:05.080]  並且他們都相信
[00:06:05.080 --> 00:06:08.120]  假如這位偉大的君王出生的時候
[00:06:08.120 --> 00:06:10.560]  天上一定會有一些異象
[00:06:10.560 --> 00:06:12.760]  例如有一些星獸的升起
[00:06:12.760 --> 00:06:16.320]  來揭示降生的消息
[00:06:16.320 --> 00:06:17.680]  現在正好
[00:06:17.680 --> 00:06:19.280]  他們看到那顆火象
[00:06:19.280 --> 00:06:22.760]  正正由猶大君王出生的星
[00:06:22.760 --> 00:06:26.960]  就從巴勒斯坦地上空的方向升起了
[00:06:26.960 --> 00:06:30.040]  於是他們按照常理
[00:06:30.040 --> 00:06:32.640]  君王應該在哪裡出生?
[00:06:32.640 --> 00:06:33.880]  皇宮
[00:06:33.880 --> 00:06:34.960]  正路一定在皇宮
[00:06:34.960 --> 00:06:36.160]  所以他們按照常識
[00:06:36.160 --> 00:06:39.200]  猶太人的君王應該在猶太人的皇宮出生
[00:06:39.200 --> 00:06:41.960]  於是就追星到耶路撒冷
[00:06:41.960 --> 00:06:45.040]  直接到當時希律的皇宮
[00:06:45.040 --> 00:06:46.960]  直接問希律
[00:06:46.960 --> 00:06:51.120]  那個生下來作猶太人的王在哪裡?
[00:06:51.120 --> 00:06:55.320]  我們在東方看見象徵著他出生的星
[00:06:55.320 --> 00:06:56.640]  現在升起了
[00:06:56.640 --> 00:06:58.280]  我們知道他應該誕生了
[00:06:58.280 --> 00:07:00.200]  所以我們專程遠道而來
[00:07:00.200 --> 00:07:02.040]  來朝拜他
