
[00:00:00.000 --> 00:00:03.400]  讓我們繼續聆聽上帝的話語
[00:00:03.400 --> 00:00:09.000]  記載在哥倫多後書第八章九至二十四節
[00:00:09.000 --> 00:00:14.440]  斯圖普羅這樣勉勵提醒
[00:00:14.440 --> 00:00:16.680]  在哥倫多教會的弟兄姊妹
[00:00:16.680 --> 00:00:21.800]  你們知道我們主耶穌基督的恩典
[00:00:21.800 --> 00:00:23.600]  祂本來富足
[00:00:23.600 --> 00:00:26.000]  卻為你們成了貧窮
[00:00:26.200 --> 00:00:30.200]  叫你們因祂的貧窮可以成為富足
[00:00:30.200 --> 00:00:34.800]  我在這事上把我的意見告訴你們
[00:00:34.800 --> 00:00:36.600]  是願你們有益
[00:00:36.600 --> 00:00:39.600]  因為你們下手辦這事
[00:00:39.600 --> 00:00:44.400]  並且起此心意已經有一年了
[00:00:44.400 --> 00:00:47.400]  如今就當辦成這事
[00:00:47.400 --> 00:00:49.600]  既有願作的心
[00:00:49.600 --> 00:00:53.200]  也當照你們所有的去辦成
[00:00:54.400 --> 00:00:56.800]  因為人若有願作的心
[00:00:56.800 --> 00:00:58.400]  必蒙月立
[00:00:58.400 --> 00:01:00.800]  乃是照他所有的
[00:01:00.800 --> 00:01:03.600]  並不是照他所無的
[00:01:03.600 --> 00:01:08.400]  我原不是要別人輕省你們受累
[00:01:08.400 --> 00:01:10.400]  乃要均平
[00:01:10.400 --> 00:01:13.400]  就是要你們的富裕
[00:01:13.400 --> 00:01:16.200]  現在可以補他們的不足
[00:01:16.200 --> 00:01:18.000]  使他們的富裕
[00:01:18.000 --> 00:01:20.800]  將來也可以補你們的不足
[00:01:20.800 --> 00:01:23.000]  這就均平了
[00:01:24.000 --> 00:01:26.000]  如經上所記
[00:01:26.000 --> 00:01:28.200]  多收的也沒有餘
[00:01:28.200 --> 00:01:30.600]  少收的也沒有缺
[00:01:30.600 --> 00:01:32.400]  多謝神
[00:01:32.400 --> 00:01:34.200]  感動提多的心
[00:01:34.200 --> 00:01:36.200]  叫祂待你們殷勤
[00:01:36.200 --> 00:01:37.800]  像我一樣
