
[00:00:00.000 --> 00:00:03.880]  今日經訓在新約三百一十七頁
[00:00:03.880 --> 00:00:07.600]  希伯來書十一章十一節至十六節
[00:00:07.600 --> 00:00:10.480]  新約聖經三百一十七頁
[00:00:10.480 --> 00:00:15.040]  希伯來書十一章十一節至十六節
[00:00:15.040 --> 00:00:26.800]  「因著信,連撒拉自己雖然過了生育的歲數,還能懷孕
[00:00:27.360 --> 00:00:30.760]  因他以為那應許他的是可信的,
[00:00:30.760 --> 00:00:35.520]  所以從一個彷彿已死的人就生出子孫,
[00:00:35.520 --> 00:00:41.240]  如同天上的星那樣眾多,海邊的沙那樣無數。
[00:00:41.240 --> 00:00:47.520]  這些人都是存著信心死的,並沒有得著所應許的,
[00:00:47.520 --> 00:00:51.880]  卻從遠處望見,且歡喜迎接,
[00:00:51.880 --> 00:00:56.400]  又承認自己在世上是客裡,是寄居的。
[00:00:57.400 --> 00:01:01.800]  說者用話的人,是表明自己是找一個家鄉,
[00:01:01.800 --> 00:01:05.400]  他們若想念所離開的家鄉,
[00:01:05.400 --> 00:01:08.000]  還有可以回去的機會,
[00:01:08.000 --> 00:01:13.480]  他們卻羨慕一個更美的家鄉,就是在天上的。
[00:01:13.480 --> 00:01:18.680]  所以神被稱為他們的神,並不以為恥,
[00:01:18.680 --> 00:01:22.800]  因為他已經給他們預備了一座城。」
[00:01:22.800 --> 00:01:24.800]  (字幕:陳慧琼)
[00:01:24.800 --> 00:01:43.880]  各位弟兄姊妹平安
[00:01:43.880 --> 00:01:46.280]  今日是母親節
[00:01:46.280 --> 00:01:48.680]  我在此祝願各位母親
[00:01:49.000 --> 00:01:53.360]  願你們生命充滿著上帝豐富的恩典,
[00:01:53.360 --> 00:01:56.360]  精彩地去過美好的人生。
[00:01:56.360 --> 00:02:02.040]  在我心目中,我認識的很多母親,
[00:02:02.040 --> 00:02:03.920]  她們都是super mom,
[00:02:03.920 --> 00:02:05.920]  你們覺得嗎?
[00:02:05.920 --> 00:02:11.320]  我覺得在這個複雜,幻變得這麼快的社會裡,
[00:02:11.320 --> 00:02:15.000]  我們的母親真是一人身兼多職。
[00:02:17.840 --> 00:02:21.120]  舉例,她們除了上班之外,
[00:02:21.120 --> 00:02:25.720]  她們在家裡又要做膳食部部長,
[00:02:25.720 --> 00:02:29.280]  又要做營養學家,
[00:02:29.280 --> 00:02:31.920]  還要做家務專員,
[00:02:31.920 --> 00:02:35.240]  如果家裡有外傭的話,
[00:02:35.240 --> 00:02:38.000]  她還要做職業培訓,
[00:02:38.000 --> 00:02:41.120]  再加上要管理人事,
[00:02:41.120 --> 00:02:42.800]  所以她是人事部的經理。
[00:02:42.800 --> 00:02:44.920]  小朋友回來後,
[00:02:45.160 --> 00:02:48.640]  要教功課,所以她們是功課輔導員,
[00:02:48.640 --> 00:02:51.400]  也是專職的補習老師。
[00:02:51.400 --> 00:02:54.920]  星期六、日要想精彩的節目,
[00:02:54.920 --> 00:02:58.520]  她是康樂組組長,旅遊大師,
[00:02:58.520 --> 00:03:00.840]  如果小朋友生病了,
[00:03:00.840 --> 00:03:02.040]  媽媽要做什麼?
[00:03:02.040 --> 00:03:05.160]  醫護人員。
[00:03:05.160 --> 00:03:09.960]  如果家裡有人有喜慶事,
[00:03:09.960 --> 00:03:11.480]  是不是要做喜慶專員?
[00:03:11.480 --> 00:03:14.160]  又要做財務大臣,
[00:03:14.840 --> 00:03:17.000]  現在疫情這樣,
[00:03:17.000 --> 00:03:18.400]  小朋友要在家裡,
[00:03:18.400 --> 00:03:22.200]  媽媽又要處理IT,
[00:03:22.200 --> 00:03:25.520]  我覺得現在的媽媽
[00:03:25.520 --> 00:03:26.840]  真的全部都是超級媽媽,
[00:03:26.840 --> 00:03:28.160]  贊不贊成?
[00:03:28.160 --> 00:03:30.640]  我們應該給她們掌聲。
[00:03:30.640 --> 00:03:39.680]  不過媽媽應付這麼多事情,
[00:03:39.680 --> 00:03:41.240]  已經很吃力了,
[00:03:42.000 --> 00:03:46.000]  但她們除了應付日常生活外,
[00:03:46.000 --> 00:03:50.080]  她們也需要應付社會對她的期望,
[00:03:50.080 --> 00:03:52.880]  或者社會文化對她的看法。
[00:03:52.880 --> 00:03:55.000]  舉個例子,
[00:03:55.000 --> 00:03:57.000]  如果媽媽是工作,
[00:03:57.000 --> 00:04:00.400]  她們會被稱為「雙職母親」,
[00:04:00.400 --> 00:04:04.520]  你有沒有聽過「雙職父親」?
[00:04:04.520 --> 00:04:08.320]  好像不用做的,爸爸在家裡。
[00:04:09.440 --> 00:04:12.200]  這樣代表了在社會裡,
[00:04:12.200 --> 00:04:15.360]  媽媽打兩份工是理所當然的,
[00:04:15.360 --> 00:04:21.000]  但爸爸可以拿著一個免死金牌,
[00:04:21.000 --> 00:04:23.480]  不是,拿著一個准許證,
[00:04:23.480 --> 00:04:25.680]  可以在他的事業裡打拼。
[00:04:25.680 --> 00:04:31.120]  再加上近年有很多壓力,
[00:04:31.120 --> 00:04:33.680]  我聽到有些媽媽跟我分享,
[00:04:33.680 --> 00:04:37.560]  社會運動帶來了年輕人,
[00:04:37.560 --> 00:04:41.200]  或者新一代跟父母之間的鴻溝。
[00:04:41.200 --> 00:04:44.720]  另外在家裡,
[00:04:44.720 --> 00:04:45.720]  因為疫情關係,
[00:04:45.720 --> 00:04:48.720]  又要在家工作,
[00:04:48.720 --> 00:04:50.560]  很多的衝突,
[00:04:50.560 --> 00:04:54.840]  我覺得現在的媽媽擔子越來越重,
[00:04:54.840 --> 00:04:58.080]  挑戰越來越多,
[00:04:58.080 --> 00:05:03.880]  究竟在這麼巨大的壓力下,
[00:05:04.760 --> 00:05:08.400]  我們如何做一個好的媽媽的角色?
[00:05:08.400 --> 00:05:11.400]  或者我們問,
[00:05:11.400 --> 00:05:13.800]  何時才能看見家鄉?
[00:05:13.800 --> 00:05:15.000]  我們經常說這句,
[00:05:15.000 --> 00:05:18.640]  今天我們很想從希伯來書11章,
[00:05:18.640 --> 00:05:20.120]  11至16節,
[00:05:20.120 --> 00:05:21.320]  去了解一下,
[00:05:21.320 --> 00:05:24.440]  其實我們如何憑著信心,
[00:05:24.440 --> 00:05:28.080]  去做一個基督徒的母親的角色?
[00:05:28.080 --> 00:05:30.200]  說到這裡,
[00:05:30.200 --> 00:05:31.200]  可能有些等級姐妹說,
[00:05:31.200 --> 00:05:34.480]  「那我可以從這一刻開始睡覺了。」
[00:05:34.800 --> 00:05:35.680]  你也不是媽媽,
[00:05:35.680 --> 00:05:36.680]  不用聽吧?
[00:05:36.680 --> 00:05:37.960]  不是,
[00:05:37.960 --> 00:05:39.680]  憑著信心,
[00:05:39.680 --> 00:05:44.880]  在這個地上去活好上帝所賦予我們,
[00:05:44.880 --> 00:05:46.880]  在這個地上的角色,
[00:05:46.880 --> 00:05:49.080]  去擁抱這個使命,
[00:05:49.080 --> 00:05:51.280]  是我們每一個人都應該要聽的。
[00:05:51.280 --> 00:05:53.280]  讓我們一起去祈禱吧!
[00:05:53.280 --> 00:06:00.880]  上帝啊,求祢公抹使女的口,
[00:06:00.880 --> 00:06:04.080]  讓我孫說的是主祢的話,
[00:06:04.080 --> 00:06:09.280]  也願聖靈在眾人的心裏幫助我們,
[00:06:09.280 --> 00:06:11.280]  讓我們去明白,
[00:06:11.280 --> 00:06:15.480]  祢想在我們這個那麼多挑戰的年代,
[00:06:15.480 --> 00:06:18.080]  在我們的身份角色裏面,
[00:06:18.080 --> 00:06:21.480]  我們如何可以憑著信心,
[00:06:21.480 --> 00:06:23.480]  去活一個精彩的人生?
[00:06:23.480 --> 00:06:27.480]  主啊,我就在這裏懇切地祈求祢,
[00:06:27.480 --> 00:06:29.880]  引導我們,幫助我們,
[00:06:29.880 --> 00:06:31.480]  開我們的眼睛,
[00:06:31.480 --> 00:06:33.080]  開我們屬靈的耳朵,
[00:06:33.080 --> 00:06:35.080]  讓我們打開我們的心,
[00:06:35.080 --> 00:06:36.680]  去回應祢的道。
[00:06:36.680 --> 00:06:38.080]  我們這樣禱告交託,
[00:06:38.080 --> 00:06:40.080]  奉主耶穌基督的聖名自祈求,
[00:06:40.080 --> 00:06:41.080]  阿門。
[00:06:41.080 --> 00:06:45.880]  上星期陳明泉牧師,
[00:06:45.880 --> 00:06:49.680]  一直在跟我們說希伯來書第十章,
[00:06:49.680 --> 00:06:55.280]  今天我們會去到第十一章,
[00:06:55.280 --> 00:06:57.680]  上星期第十章,
[00:06:57.680 --> 00:06:59.680]  他告訴我們,
[00:06:59.680 --> 00:07:02.680]  我們這群信徒,
[00:07:02.680 --> 00:07:06.680]  要繼續堅持著對主的信心,
[00:07:06.680 --> 00:07:08.680]  三十九節就告訴我們,
[00:07:08.680 --> 00:07:10.680]  以至到靈魂可以得救,
[00:07:10.680 --> 00:07:13.680]  我們可以保住我們的命。
[00:07:13.680 --> 00:07:15.680]  接下來第十一章,
[00:07:15.680 --> 00:07:18.680]  整章都是講信心的,
[00:07:18.680 --> 00:07:22.280]  牧師在最後跟我們說,
[00:07:22.280 --> 00:07:24.280]  信心有幾個定義,
[00:07:24.280 --> 00:07:26.680]  信心是要我們堅持的,
[00:07:26.680 --> 00:07:29.280]  信心是預見的,
[00:07:29.280 --> 00:07:34.280]  信心是我們可以去到神面前的途徑,
[00:07:34.280 --> 00:07:37.280]  今天我們會再進去看看,
[00:07:37.280 --> 00:07:42.280]  到底我們可以如何憑著信心去行。
[00:07:42.280 --> 00:07:44.280]  十一章有一個很精彩的特色,
[00:07:44.280 --> 00:07:50.280]  就是整本聖經裡有十八個恩著信的字,
[00:07:50.280 --> 00:07:52.280]  這十八個恩著信的字,
[00:07:52.280 --> 00:07:56.280]  列舉了一大群信心為人的榜樣,
[00:07:56.280 --> 00:08:00.280]  可以說是一個對信心的重篇。
[00:08:00.280 --> 00:08:03.280]  來到這裡,
[00:08:03.280 --> 00:08:05.280]  我們第十一節,
[00:08:05.280 --> 00:08:10.280]  其實是描述其中一位列祖,
[00:08:10.280 --> 00:08:13.280]  他自己的信心經歷,
[00:08:13.280 --> 00:08:19.280]  但是他坐落在第八節至第十九節,
[00:08:19.280 --> 00:08:25.280]  是關於亞伯拉罕四個恩著信的功課。
[00:08:25.280 --> 00:08:28.280]  第八至十節,
[00:08:28.280 --> 00:08:29.280]  他提到兩件事,
[00:08:29.280 --> 00:08:32.280]  第一是亞伯拉罕的夢照,
[00:08:32.280 --> 00:08:34.280]  他如何有信心,
[00:08:34.280 --> 00:08:39.280]  第二是亞伯拉罕如何在一個應許之地,
[00:08:39.280 --> 00:08:41.280]  去作一個客女。
[00:08:41.280 --> 00:08:48.280]  這兩個都是亞伯拉罕的兩項信心的表現。
[00:08:48.280 --> 00:08:51.280]  來到第十一節,
[00:08:51.280 --> 00:08:54.280]  「恩著信連撒拉自己,
[00:08:54.280 --> 00:08:56.280]  雖然過了生育的歲數,
[00:08:56.280 --> 00:08:58.280]  還能懷孕,
[00:08:58.280 --> 00:09:00.280]  因他以為那應許他的,
[00:09:00.280 --> 00:09:02.280]  是可信的,
[00:09:02.280 --> 00:09:04.280]  所以從一個彷彿已死的人,
[00:09:04.280 --> 00:09:07.280]  就生出了子孫,
[00:09:07.280 --> 00:09:10.280]  如同天上的星那麼眾多,
[00:09:10.280 --> 00:09:13.280]  海邊的沙那麼無數。」
[00:09:13.280 --> 00:09:20.280]  這裡提到亞伯拉罕的第三個恩著信。
[00:09:20.280 --> 00:09:26.280]  有一些解經家提到,
[00:09:26.280 --> 00:09:31.280]  撒拉生出兒子二撒,
[00:09:31.280 --> 00:09:34.280]  究竟是亞伯拉罕有信心,
[00:09:34.280 --> 00:09:36.280]  還是撒拉有信心呢?
[00:09:36.280 --> 00:09:38.280]  有人提問,
[00:09:38.280 --> 00:09:42.280]  因為在一些譯本中,
[00:09:42.280 --> 00:09:44.280]  有些爭議,
[00:09:44.280 --> 00:09:49.280]  有些譯本將第十一節的「他」,
[00:09:49.280 --> 00:09:51.280]  譯成女性的「他」,
[00:09:51.280 --> 00:09:56.280]  但有些譯本將「他」,
[00:09:56.280 --> 00:09:58.280]  譯成男性的「他」。
[00:09:58.280 --> 00:10:01.280]  為什麼會有這個爭議呢?
[00:10:01.280 --> 00:10:03.280]  第一,
[00:10:03.280 --> 00:10:07.280]  由第八節開始說恩著信,
[00:10:07.280 --> 00:10:09.280]  就是亞伯拉罕,亞伯拉罕,
[00:10:09.280 --> 00:10:11.280]  最後的又是亞伯拉罕,
[00:10:11.280 --> 00:10:15.280]  但為什麼第三個恩著信又是撒拉的呢?
[00:10:15.280 --> 00:10:16.280]  這是第一,
[00:10:16.280 --> 00:10:19.280]  會不會是他跳走了呢?
[00:10:19.280 --> 00:10:20.280]  第二,
[00:10:20.280 --> 00:10:25.280]  原來是一個文字的解釋,
[00:10:25.280 --> 00:10:26.280]  第一,
[00:10:26.280 --> 00:10:30.280]  第十二節說到
[00:10:30.280 --> 00:10:34.280]  「從一個彷彿已死的人生出子孫」,
[00:10:34.280 --> 00:10:38.280]  「一個」的「人」和「已死」,
[00:10:38.280 --> 00:10:40.280]  這兩個字都是陽性字,
[00:10:40.280 --> 00:10:42.280]  知道什麼是陽性字嗎?
[00:10:42.280 --> 00:10:44.280]  就是masculine,
[00:10:44.280 --> 00:10:45.280]  即是紅性,
[00:10:45.280 --> 00:10:47.280]  藍性。
[00:10:47.280 --> 00:10:50.280]  第十二節說到一個男人
[00:10:50.280 --> 00:10:52.280]  快要死了,
[00:10:52.280 --> 00:10:53.280]  出了子孫,
[00:10:53.280 --> 00:10:55.280]  這就是亞伯拉罕,
[00:10:55.280 --> 00:10:56.280]  第二,
[00:10:56.280 --> 00:11:01.280]  第十一節的橫能懷孕的翻譯,
[00:11:01.280 --> 00:11:03.280]  這個翻譯是比較關鍵的,
[00:11:03.280 --> 00:11:05.280]  因為在希伯來文裡,
[00:11:05.280 --> 00:11:08.280]  這個字也是一個陽性字,
[00:11:08.280 --> 00:11:11.280]  而且這個字也是一個主動的字,
[00:11:11.280 --> 00:11:12.280]  什麼意思呢?
[00:11:12.280 --> 00:11:17.280]  意思是男性將精子置於母體之內,
[00:11:17.280 --> 00:11:19.280]  是男性主動的。
[00:11:19.280 --> 00:11:21.280]  所以這樣說,
[00:11:21.280 --> 00:11:24.280]  其實應該是在說亞伯拉罕。
[00:11:24.280 --> 00:11:29.280]  所以我自己比較選取的,
[00:11:29.280 --> 00:11:31.280]  好像新漢語譯本的譯法,
[00:11:31.280 --> 00:11:33.280]  新漢語譯本的譯法是,
[00:11:33.280 --> 00:11:37.280]  「因著信,雖然撒拉自己不能生育,
[00:11:37.280 --> 00:11:40.280]  亞伯拉罕又上了年紀,
[00:11:40.280 --> 00:11:43.280]  他是男性的他,
[00:11:43.280 --> 00:11:45.280]  還能夠作父親。」
[00:11:45.280 --> 00:11:48.280]  我自己這樣看,
[00:11:48.280 --> 00:11:50.280]  不過雖然我們說,
[00:11:50.280 --> 00:11:55.280]  第三個因著信主持的主題是亞伯拉罕,
[00:11:55.280 --> 00:11:58.280]  不是直接說撒拉,
[00:11:58.280 --> 00:12:00.280]  但是我很想說一件事,
[00:12:00.280 --> 00:12:02.280]  生孩子的事,
[00:12:02.280 --> 00:12:03.280]  可不可以沒有女人?
[00:12:03.280 --> 00:12:05.280]  當然不可以了,
[00:12:05.280 --> 00:12:08.280]  所以在生孩子這件事上,
[00:12:08.280 --> 00:12:11.280]  在亞伯拉罕在100歲,
[00:12:11.280 --> 00:12:12.280]  撒拉90歲,
[00:12:12.280 --> 00:12:15.280]  可以生孩子這件事上,
[00:12:15.280 --> 00:12:18.280]  撒拉的確是有份,
[00:12:18.280 --> 00:12:23.280]  而且我還認為他是有因著信去行的,
[00:12:23.280 --> 00:12:25.280]  為什麼呢?
[00:12:25.280 --> 00:12:30.280]  如果大家熟悉《創世紀》12章,
[00:12:30.280 --> 00:12:31.280]  亞伯拉罕的事蹟,
[00:12:31.280 --> 00:12:33.280]  一直打下去的時候,
[00:12:33.280 --> 00:12:35.280]  當12章的時候,
[00:12:35.280 --> 00:12:38.280]  亞伯拉罕和撒拉還沒有改名,
[00:12:38.280 --> 00:12:41.280]  他們還叫做「阿伯蘭」和「撒萊」的時候,
[00:12:41.280 --> 00:12:47.280]  神已經分別在12章、13章、15章,
[00:12:47.280 --> 00:12:51.280]  跟他們說了他的應許,
[00:12:51.280 --> 00:12:52.280]  他的應許就是,
[00:12:52.280 --> 00:12:54.280]  他要以迦南為業,
[00:12:54.280 --> 00:12:56.280]  他要成為大國,
[00:12:56.280 --> 00:13:00.280]  他的子孫就像凱撒一樣多,
[00:13:00.280 --> 00:13:03.280]  還要萬國恩去得福,
[00:13:03.280 --> 00:13:05.280]  早就說了,
[00:13:05.280 --> 00:13:07.280]  但是你要留意,
[00:13:07.280 --> 00:13:10.280]  第11章已經說明,
[00:13:10.280 --> 00:13:13.280]  撒拉是不辱的,
[00:13:13.280 --> 00:13:17.280]  當神在第12章的時候,
[00:13:17.280 --> 00:13:23.280]  第一次向亞伯拉罕說他的應許的時候,
[00:13:23.280 --> 00:13:27.280]  原來撒拉已經有一個既定的事實,
[00:13:27.280 --> 00:13:28.280]  就是他不辱的,
[00:13:28.280 --> 00:13:29.280]  在人的眼中,
[00:13:29.280 --> 00:13:31.280]  但是,
[00:13:31.280 --> 00:13:35.280]  當亞伯拉罕領受這個應許的時候,
[00:13:35.280 --> 00:13:38.280]  他一直想他的下一代,
