
[00:00:00.000 --> 00:00:07.000]  今日的經分是記載在生命記三十章十一至二十節
[00:00:07.000 --> 00:00:13.000]  是在你們的聖經舊約二百五十一至二百五十二頁
[00:00:13.000 --> 00:00:15.000]  聖經那裡這樣記載
[00:00:15.000 --> 00:00:18.000]  十一節
[00:00:18.000 --> 00:00:21.000]  我今日所吩咐你的誡命
[00:00:21.000 --> 00:00:27.000]  不是你難行的也不是離你遠的
[00:00:27.000 --> 00:00:30.000]  也不是在天上使你說
[00:00:30.000 --> 00:00:33.000]  誰替我們上天取下來
[00:00:33.000 --> 00:00:36.000]  使我們聽見可以進行呢?
[00:00:36.000 --> 00:00:45.000]  也不是在海外使你說
[00:00:45.000 --> 00:00:48.000]  誰替我們過海取了來
[00:00:48.000 --> 00:00:52.000]  使我們聽見可以進行呢?
[00:00:52.000 --> 00:00:55.000]  這話卻等你甚勤
[00:00:55.000 --> 00:00:58.000]  我就在你口中
[00:00:58.000 --> 00:01:02.000]  在你心裡使你可以進行
[00:01:02.000 --> 00:01:07.000]  看那我今日將生與死與福
[00:01:07.000 --> 00:01:11.000]  死與和陳明在你眼前
[00:01:11.000 --> 00:01:14.000]  吩咐你愛耶和華你的神
[00:01:14.000 --> 00:01:16.000]  遵行他的道
[00:01:16.000 --> 00:01:20.000]  遵守他的誡命律例典章
[00:01:20.000 --> 00:01:22.000]  使你可以存活
[00:01:22.000 --> 00:01:24.000]  人數增多
[00:01:24.000 --> 00:01:31.000]  耶和華你的神就必在你所要進去得為業的地上
[00:01:31.000 --> 00:01:33.000]  賜福於你
[00:01:33.000 --> 00:01:37.000]  倘若你心裡偏離不肯聽從
[00:01:37.000 --> 00:01:42.000]  卻被勾引去敬拜侍奉別神
[00:01:42.000 --> 00:01:44.000]  我今日明明告訴你們
[00:01:44.000 --> 00:01:47.000]  你們必要滅亡
[00:01:47.000 --> 00:01:49.000]  在你薄弱彈劾
[00:01:49.000 --> 00:01:52.000]  進去得為業的地上
[00:01:52.000 --> 00:01:55.000]  你的日子必不長久
[00:01:55.000 --> 00:01:58.000]  我今日呼天喚地
[00:01:58.000 --> 00:02:00.000]  向你作見證
[00:02:00.000 --> 00:02:03.000]  我將生死與福
[00:02:03.000 --> 00:02:05.000]  陳明在你面前
[00:02:05.000 --> 00:02:10.000]  所以你要選擇一個生命
[00:02:10.000 --> 00:02:13.000]  使你和你的後裔都得存活
[00:02:13.000 --> 00:02:16.000]  且愛耶和華你的神
[00:02:16.000 --> 00:02:18.000]  聽從他的誡命律例
[00:02:18.000 --> 00:02:20.000]  專靠他
[00:02:20.000 --> 00:02:23.000]  因為他是你的生命
[00:02:23.000 --> 00:02:26.000]  你的日子長久也在乎他
[00:02:26.000 --> 00:02:28.000]  這樣你就可以在
[00:02:28.000 --> 00:02:34.000]  耶和華向你列祖阿伯拉罕與撒瓦國起誓
[00:02:34.000 --> 00:02:37.000]  應許所賜的地上居住
[00:02:37.000 --> 00:02:39.000]  請聽到畢
[00:02:47.000 --> 00:02:50.000]  弟兄姊妹平安
[00:02:50.000 --> 00:02:52.000]  剛才所讀的這段生命記
[00:02:52.000 --> 00:02:55.000]  其實連同上一章第29章
[00:02:55.000 --> 00:02:58.000]  其實是摩西他離開世界前
[00:02:58.000 --> 00:03:02.000]  我們說最後一次對以色列人的宣講
[00:03:02.000 --> 00:03:08.000]  你聽到他告誡將要進入迦南地的新一代百姓
[00:03:08.000 --> 00:03:12.000]  要他們在剛才你聽到的兩條道路裏
[00:03:12.000 --> 00:03:16.000]  一條是關於生命關於蒙福
[00:03:16.000 --> 00:03:19.000]  另一條是關於死亡遭禍患
[00:03:19.000 --> 00:03:23.000]  摩西要他們在當中做一個二選一的抉擇
[00:03:23.000 --> 00:03:26.000]  我們不妨先想像一下
[00:03:26.000 --> 00:03:29.000]  摩西宣講的時候
[00:03:29.000 --> 00:03:31.000]  他帶著什麼情懷
[00:03:31.000 --> 00:03:33.000]  帶著什麼語氣
[00:03:33.000 --> 00:03:36.000]  很多時候中國人說人之將死
[00:03:36.000 --> 00:03:37.000]  是如何?
[00:03:37.000 --> 00:03:38.000]  其言也善
[00:03:38.000 --> 00:03:40.000]  一定是語重心長
[00:03:40.000 --> 00:03:44.000]  一方面他想到這班百姓
[00:03:44.000 --> 00:03:47.000]  終於可以進入迦南
[00:03:47.000 --> 00:03:50.000]  固然很值得興奮喜悅
[00:03:50.000 --> 00:03:55.000]  但摩西同時也對這班百姓多多少少充滿憂心
[00:03:55.000 --> 00:03:57.000]  為什麼這樣說呢?
[00:03:57.000 --> 00:03:59.000]  因為畢竟摩西跟他們太熟了
[00:03:59.000 --> 00:04:01.000]  每天都對著
[00:04:01.000 --> 00:04:03.000]  其實這幾十年
[00:04:03.000 --> 00:04:06.000]  摩西很了解他們的屬靈狀況是如何
[00:04:06.000 --> 00:04:09.000]  他們跟上帝的關係到底是如何
[00:04:09.000 --> 00:04:10.000]  這四十多年來
[00:04:10.000 --> 00:04:15.000]  以色列人雖然經歷了上帝的倚靠
[00:04:15.000 --> 00:04:16.000]  經歷了瑪那
[00:04:16.000 --> 00:04:18.000]  經歷了各種的公認
[00:04:18.000 --> 00:04:22.000]  但同時他們也對上帝有很多投訴
[00:04:22.000 --> 00:04:24.000]  有很多不相信
[00:04:24.000 --> 00:04:26.000]  甚至一些叛逆
[00:04:26.000 --> 00:04:31.000]  雖然他們已經跟上帝建立了盟約的關係
[00:04:31.000 --> 00:04:35.000]  也從上帝領受了戒命律例典章
[00:04:35.000 --> 00:04:37.000]  但我們在《五經》中看到
[00:04:37.000 --> 00:04:42.000]  百姓始終不能貫徹實踐上帝一切的吩咐
[00:04:42.000 --> 00:04:45.000]  所以摩西在他臨離開世界之前
[00:04:45.000 --> 00:04:48.000]  再一次鄭重地勸告
[00:04:48.000 --> 00:04:52.000]  他帶領牧養了幾十年的百姓
[00:04:52.000 --> 00:04:58.000]  一定要認認真真地看待上帝所說的話
[00:04:58.000 --> 00:05:04.000]  摩西在這段經文中強調了三次
[00:05:04.000 --> 00:05:05.000]  「今日」
[00:05:05.000 --> 00:05:07.000]  你看看程柱理表的廣東大綱
[00:05:07.000 --> 00:05:08.000]  已經寫明了
[00:05:08.000 --> 00:05:10.000]  很清楚的三個段落
[00:05:10.000 --> 00:05:13.000]  三個段落都用「今日」
[00:05:13.000 --> 00:05:16.000]  其實是一種迫切的感覺
[00:05:16.000 --> 00:05:18.000]  迫使百姓不能避開
[00:05:18.000 --> 00:05:20.000]  上帝的話語不能迴避
[00:05:20.000 --> 00:05:23.000]  上帝的吩咐不可以側側膊
[00:05:23.000 --> 00:05:25.000]  不能說偷懶
[00:05:25.000 --> 00:05:26.000]  有空才做
[00:05:26.000 --> 00:05:27.000]  不要等到明天
[00:05:27.000 --> 00:05:28.000]  不要等到將來
[00:05:28.000 --> 00:05:30.000]  你現在就要回應
[00:05:30.000 --> 00:05:32.000]  面對上帝的話語
[00:05:32.000 --> 00:05:34.000]  人唯一能夠做的就是
[00:05:34.000 --> 00:05:35.000]  做正確選擇
[00:05:35.000 --> 00:05:36.000]  不能迴避
[00:05:36.000 --> 00:05:39.000]  我們逐個段落來看
[00:05:39.000 --> 00:05:41.000]  首先第十一至十四節
[00:05:41.000 --> 00:05:42.000]  摩西在這裡說
[00:05:42.000 --> 00:05:44.000]  我今日所吩咐你的誡命
[00:05:44.000 --> 00:05:46.000]  不是難行的
[00:05:46.000 --> 00:05:49.000]  也不是離你遠的
[00:05:49.000 --> 00:05:50.000]  意思是什麼呢?
[00:05:50.000 --> 00:05:53.000]  不難行的其實是不難理解的
[00:05:53.000 --> 00:05:56.000]  也不難執行
[00:05:56.000 --> 00:05:59.000]  上帝也說離你不遠
[00:05:59.000 --> 00:06:01.000]  即是說你很容易聽到
[00:06:01.000 --> 00:06:03.000]  你很容易聽取到上帝的話語
[00:06:03.000 --> 00:06:06.000]  不需要像經文形容
[00:06:06.000 --> 00:06:07.000]  摩西說的
[00:06:07.000 --> 00:06:10.000]  不需要找人上天下海
[00:06:10.000 --> 00:06:12.000]  好像我們以前看電視
[00:06:12.000 --> 00:06:14.000]  或者看小說西遊記
[00:06:14.000 --> 00:06:16.000]  要找團人攀山涉水
[00:06:16.000 --> 00:06:18.000]  長途拔峽去取經
[00:06:18.000 --> 00:06:19.000]  上帝說不需要的
[00:06:19.000 --> 00:06:21.000]  你不需要這麼長途拔峽
[00:06:21.000 --> 00:06:25.000]  你才能將律法帶來給回族
[00:06:25.000 --> 00:06:26.000]  上帝是怎樣的?
[00:06:26.000 --> 00:06:27.000]  上帝是啟示的
[00:06:27.000 --> 00:06:31.000]  上帝主動將他的誡命律例典章
[00:06:31.000 --> 00:06:33.000]  啟示給百姓知道
[00:06:33.000 --> 00:06:35.000]  你不知道上帝的心意是怎樣
[00:06:35.000 --> 00:06:36.000]  這是我們的限制
[00:06:36.000 --> 00:06:40.000]  所以上帝主動告訴我們
[00:06:40.000 --> 00:06:42.000]  他的心意是怎樣
[00:06:42.000 --> 00:06:43.000]  怎樣可以得到生命
[00:06:43.000 --> 00:06:44.000]  怎樣可以得到拯救
[00:06:44.000 --> 00:06:48.000]  這是基督教和其他宗教語別不同的地方
[00:06:48.000 --> 00:06:50.000]  由上而下地啟示
[00:06:50.000 --> 00:06:53.000]  讓百姓可以聽到
[00:06:53.000 --> 00:06:54.000]  可以進行
[00:06:54.000 --> 00:06:57.000]  所以摩西的表示是
[00:06:57.000 --> 00:07:00.000]  上帝的吩咐對百姓來說
[00:07:00.000 --> 00:07:02.000]  不是離身的
[00:07:02.000 --> 00:07:03.000]  不是遙遠的
[00:07:03.000 --> 00:07:05.000]  是距離很近
[00:07:05.000 --> 00:07:08.000]  百姓可以隨時接觸到
[00:07:08.000 --> 00:07:10.000]  親近到
[00:07:10.000 --> 00:07:12.000]  也就是說他可以聽到
[00:07:12.000 --> 00:07:14.000]  他可以讀到
[00:07:14.000 --> 00:07:17.000]  他也可以背上帝的話語
[00:07:17.000 --> 00:07:18.000]  就像經文說的
[00:07:18.000 --> 00:07:19.000]  放在心上
[00:07:19.000 --> 00:07:21.000]  隨時隨地在你生活中
[00:07:21.000 --> 00:07:23.000]  就拿出來實踐
[00:07:23.000 --> 00:07:25.000]  換句話來說
[00:07:25.000 --> 00:07:27.000]  大家懂得聽摩西這句話嗎?
[00:07:27.000 --> 00:07:29.000]  背後其實是說
[00:07:29.000 --> 00:07:31.000]  原來認識和進行
[00:07:31.000 --> 00:07:33.000]  誡命上帝的吩咐
[00:07:33.000 --> 00:07:35.000]  是每一個上帝的子民
[00:07:35.000 --> 00:07:37.000]  包括你和我
[00:07:37.000 --> 00:07:39.000]  無可推諉的責任
[00:07:39.000 --> 00:07:40.000]  不能說我不想
[00:07:40.000 --> 00:07:41.000]  不能說我不願意
