
[00:00:00.000 --> 00:00:03.000]  我們以下要聽神給我們的說話
[00:00:03.000 --> 00:00:05.000]  今天我們要聽神的說話
[00:00:05.000 --> 00:00:15.000]  是記載在《釋詩記》第八章22至35節
[00:00:15.000 --> 00:00:17.000]  神是這樣說
[00:00:17.000 --> 00:00:20.000]  以色列人對基澱說
[00:00:20.000 --> 00:00:24.000]  你救我們脫離美顛人的手
[00:00:24.000 --> 00:00:28.000]  願你和你的兒孫管理我們
[00:00:28.000 --> 00:00:31.000]  基澱說:我不管理你們
[00:00:31.000 --> 00:00:34.000]  我的兒子也不管理你們
[00:00:34.000 --> 00:00:37.000]  唯有耶和華管理你們
[00:00:37.000 --> 00:00:39.000]  基澱又對他們說
[00:00:39.000 --> 00:00:42.000]  我有一件事求你們
[00:00:42.000 --> 00:00:46.000]  請你們各人將所奪的耳環給我
[00:00:46.000 --> 00:00:49.000]  原來受的是以實瑪利人
[00:00:49.000 --> 00:00:52.000]  都是戴金耳環的
[00:00:52.000 --> 00:00:56.000]  他們說:我們情願給你
[00:00:56.000 --> 00:00:59.000]  就鋪開一件外衣
[00:00:59.000 --> 00:01:04.000]  各人將所奪的耳環雕在其上
[00:01:04.000 --> 00:01:08.000]  基澱所以出來的金耳環
[00:01:08.000 --> 00:01:11.000]  重一千七百四克
[00:01:11.000 --> 00:01:13.000]  戴金紙
[00:01:13.000 --> 00:01:17.000]  此外還有美顛王所戴的月環
[00:01:17.000 --> 00:01:22.000]  耳墜和所穿的紫色衣服
[00:01:22.000 --> 00:01:25.000]  並落駝項上的金鏈紙
[00:01:25.000 --> 00:01:28.000]  基澱以此製造了一個伊弗德
[00:01:28.000 --> 00:01:32.000]  設立在本城和弗拉
[00:01:32.000 --> 00:01:35.000]  後來以色列人拜那伊弗德
[00:01:35.000 --> 00:01:36.000]  幸了邪人
[00:01:36.000 --> 00:01:40.000]  就作了基澱和他全家的網羅
[00:01:40.000 --> 00:01:43.000]  這樣米顛人被以色列人制服了
[00:01:43.000 --> 00:01:45.000]  不再抬頭
[00:01:45.000 --> 00:01:47.000]  基澱還在的日子
[00:01:47.000 --> 00:01:50.000]  國中太平四十年
[00:01:50.000 --> 00:01:53.000]  二十九節
[00:01:53.000 --> 00:01:58.000]  約阿斯的兒子耶路巴力回去
[00:01:58.000 --> 00:02:00.000]  住在自己家裡
[00:02:00.000 --> 00:02:03.000]  基澱有七十個親生的兒子
[00:02:03.000 --> 00:02:05.000]  因為他有許多的妻
[00:02:05.000 --> 00:02:08.000]  他的妾住在士劍
[00:02:08.000 --> 00:02:11.000]  雅吉他生了一個兒子
[00:02:11.000 --> 00:02:15.000]  基澱與他起名叫阿比米勒
[00:02:15.000 --> 00:02:18.000]  約阿斯的兒子基澱
[00:02:18.000 --> 00:02:20.000]  年紀老邁而死
[00:02:20.000 --> 00:02:24.000]  葬在阿比爾籍的俄弗拉
[00:02:24.000 --> 00:02:29.000]  在他父親約阿斯的墳墓裡
[00:02:29.000 --> 00:02:30.000]  基澱死後
[00:02:30.000 --> 00:02:34.000]  以色列人又去跟隨朱巴力行邪淫
[00:02:34.000 --> 00:02:39.000]  以巴力比利圖為他們的神
[00:02:39.000 --> 00:02:42.000]  以色列人不記念耶和華他們的神
[00:02:42.000 --> 00:02:47.000]  就是拯救他們脫離四位仇敵之手的
[00:02:47.000 --> 00:02:49.000]  也不照著耶路巴力
[00:02:49.000 --> 00:02:53.000]  就是基澱向他們所施的恩惠
[00:02:53.000 --> 00:02:54.000]  厚待他的家
[00:02:54.000 --> 00:02:56.000]  聖經獨筆
[00:02:56.000 --> 00:03:06.000]  弟兄姊妹平安
[00:03:06.000 --> 00:03:07.000]  平安
[00:03:07.000 --> 00:03:09.000]  感謝主我們今天一齊來到教會當中
[00:03:09.000 --> 00:03:14.000]  我們一齊來到再看時事記裡面的記載
[00:03:14.000 --> 00:03:16.000]  剛才一路讀的時候
[00:03:16.000 --> 00:03:19.000]  你會看到基澱是一代的領袖
[00:03:19.000 --> 00:03:21.000]  但是在他的結束
[00:03:21.000 --> 00:03:26.000]  或者在時事記的作者對他一生的評論
[00:03:26.000 --> 00:03:29.000]  你會看到是一個比較負面的評論
[00:03:29.000 --> 00:03:31.000]  一代的偉人
[00:03:31.000 --> 00:03:36.000]  一個戰績彪炳的時事
[00:03:36.000 --> 00:03:41.000]  但是在歷史公允的審視之下
[00:03:41.000 --> 00:03:45.000]  他留下一個不光彩的生命故事
[00:03:45.000 --> 00:03:47.000]  在時事記的記載裡
[00:03:47.000 --> 00:03:53.000]  我們很多時候雖然會集中在時事如何打仗
[00:03:53.000 --> 00:03:55.000]  如何擊敗敵人
[00:03:55.000 --> 00:03:57.000]  這是其中一個很重要的
[00:03:57.000 --> 00:04:02.000]  整個以色列家發展的命脈
[00:04:02.000 --> 00:04:05.000]  不過我們也不能忽視的一點
[00:04:05.000 --> 00:04:07.000]  在時事記的記載裡
[00:04:07.000 --> 00:04:12.000]  他不單止在說以色列國如何去爭戰
[00:04:12.000 --> 00:04:15.000]  不論是打贏還是打輸
[00:04:15.000 --> 00:04:20.000]  他更加說到時事會進入他的心靈空間
[00:04:20.000 --> 00:04:23.000]  我們之前讀過耶路巴力的講章
[00:04:23.000 --> 00:04:28.000]  我們看到基澱的生命的掙扎
[00:04:28.000 --> 00:04:31.000]  那種懼怕和憤怒
[00:04:31.000 --> 00:04:33.000]  他如何被疏解
[00:04:33.000 --> 00:04:34.000]  如何踏前一步
[00:04:34.000 --> 00:04:39.000]  但這些懼怕其實還是伴隨在不同的戰役當中
[00:04:39.000 --> 00:04:41.000]  當他打勝仗之後
[00:04:41.000 --> 00:04:45.000]  他還有很多問題在他的家庭裡都呈現了出來
[00:04:45.000 --> 00:04:49.000]  希望我們今天較長的篇幅
[00:04:49.000 --> 00:04:51.000]  我們由第七章開始看
[00:04:51.000 --> 00:04:53.000]  看到第八章尾
[00:04:53.000 --> 00:04:57.000]  我們從一個比較整全的經歷來看
[00:04:57.000 --> 00:05:01.000]  這麼長的經文很難完全仔細去解
[00:05:01.000 --> 00:05:05.000]  不過我們就集中看看他的家庭故事
[00:05:05.000 --> 00:05:06.000]  看看他的掙扎
[00:05:06.000 --> 00:05:08.000]  甚至乎看看他講什麼話
[00:05:08.000 --> 00:05:10.000]  到他能否兌現
[00:05:10.000 --> 00:05:12.000]  我們就看看基澱的故事
[00:05:12.000 --> 00:05:14.000]  我們一起禱告
[00:05:14.000 --> 00:05:15.000]  求聖靈幫助我們
[00:05:15.000 --> 00:05:17.000]  讓我們明白話語和心祈禱
[00:05:17.000 --> 00:05:20.000]  親愛的天父,我們願祢在我們當中
[00:05:20.000 --> 00:05:22.000]  求祢指教我們
[00:05:22.000 --> 00:05:24.000]  藉著舌絲記
[00:05:24.000 --> 00:05:25.000]  好像一面鏡子一樣
[00:05:25.000 --> 00:05:28.000]  照出我們生命的真相
[00:05:28.000 --> 00:05:29.000]  幫助我們
[00:05:29.000 --> 00:05:32.000]  不論正面或負面的記載
[00:05:32.000 --> 00:05:35.000]  都能夠為我們生命帶來正面的造就
[00:05:35.000 --> 00:05:38.000]  我恭敬將我們領受你話語的時間交託給你
[00:05:38.000 --> 00:05:40.000]  幫助每位弟兄姊妹
[00:05:40.000 --> 00:05:42.000]  我們一起聆聽的時候
[00:05:42.000 --> 00:05:44.000]  我們心存敬畏的心
[00:05:44.000 --> 00:05:46.000]  來看待你的話語
[00:05:46.000 --> 00:05:47.000]  有樣宣講的
[00:05:47.000 --> 00:05:48.000]  我們謹慎
[00:05:48.000 --> 00:05:51.000]  我們按著你的真意
[00:05:51.000 --> 00:05:52.000]  將你的話語辨明
[00:05:52.000 --> 00:05:54.000]  求你指教我們
[00:05:54.000 --> 00:05:56.000]  獻上禱告奉求基督耶穌得聖的聖名
[00:05:56.000 --> 00:05:57.000]  Amen
[00:05:57.000 --> 00:05:59.000]  我們繼續看
[00:05:59.000 --> 00:06:00.000]  我想大家幫我
[00:06:00.000 --> 00:06:04.000]  如果你有聖經或者方便的話
[00:06:04.000 --> 00:06:08.000]  如果你記得之前基殿的別名
[00:06:08.000 --> 00:06:10.000]  一個綽號叫耶路巴力
[00:06:10.000 --> 00:06:11.000]  記得了嗎?
[00:06:11.000 --> 00:06:14.000]  上一次第六章裡面說到耶路巴力的意思
[00:06:14.000 --> 00:06:17.000]  就是說讓巴力與他爭辯
[00:06:17.000 --> 00:06:22.000]  後來基殿用這個名貫穿了
[00:06:22.000 --> 00:06:25.000]  整個舌絲記裡面對他的記載
