
[00:00:00.000 --> 00:00:20.000]  《史獨行傳》第七章五十一至六十節
[00:00:20.000 --> 00:00:23.400]  主持人:你們這硬著頸項
[00:00:23.400 --> 00:00:27.000]  心如已未受割禮的人
[00:00:27.000 --> 00:00:30.200]  尚是抗拒聖靈
[00:00:30.200 --> 00:00:33.200]  你們的祖宗怎樣
[00:00:33.200 --> 00:00:35.800]  你們也怎樣
[00:00:35.800 --> 00:00:41.000]  哪一個先知不是你們祖宗迫不呢?
[00:00:41.000 --> 00:00:44.200]  他們也把預先傳說
[00:00:44.200 --> 00:00:48.000]  那二者要來的人殺了
[00:00:48.000 --> 00:00:53.600]  如今你們也把那二者賣了、殺了
[00:00:53.600 --> 00:00:57.600]  你們受了天使所傳的律法
[00:00:57.600 --> 00:01:00.200]  竟不遵守
[00:01:00.200 --> 00:01:02.600]  眾人聽見這話
[00:01:02.600 --> 00:01:05.000]  就極其牢牢
[00:01:05.000 --> 00:01:09.600]  向史提反拗牙切齒
[00:01:09.600 --> 00:01:13.400]  但史提反被聖靈充滿
[00:01:13.400 --> 00:01:18.400]  定睜望天,看見神的榮耀
[00:01:18.400 --> 00:01:22.800]  又看見耶穌站在神的右邊
[00:01:22.800 --> 00:01:26.800]  就說:我看見天開了
[00:01:26.800 --> 00:01:30.600]  人子站在神的右邊
[00:01:30.600 --> 00:01:33.400]  眾人大聲喊叫
[00:01:33.400 --> 00:01:35.200]  鼓著耳朵
[00:01:35.200 --> 00:01:38.200]  齊心湧上前去
[00:01:38.200 --> 00:01:41.200]  把他推到城外
[00:01:41.200 --> 00:01:44.200]  用石頭打他
[00:01:44.200 --> 00:01:46.200]  作見證的人
[00:01:46.200 --> 00:01:50.000]  把衣裳放在一個少年人
[00:01:50.000 --> 00:01:53.200]  名叫素羅的腳前
[00:01:53.200 --> 00:01:57.000]  他們正用石頭打的時候
[00:01:57.000 --> 00:02:00.400]  史提反呼籲主說
[00:02:00.400 --> 00:02:04.200]  求主耶穌接收我的靈魂
[00:02:04.200 --> 00:02:08.000]  又跪下大聲喊著說
[00:02:08.000 --> 00:02:12.400]  主啊,不要將這罪歸於他們
[00:02:12.400 --> 00:02:16.200]  說了這話就遂了
[00:02:16.200 --> 00:02:20.200]  素羅也喜悅,他被害
[00:02:20.200 --> 00:02:29.200]  丙姐妹,平安
[00:02:29.200 --> 00:02:36.200]  今日我們進入十個心法關係禱告的最後一講
[00:02:36.200 --> 00:02:40.200]  這一講,如果大家記得
[00:02:40.200 --> 00:02:43.200]  我們從舊約到新約
[00:02:43.200 --> 00:02:47.200]  今日是一個比較轟烈的場面
[00:02:47.200 --> 00:02:49.200]  去講禱告
[00:02:49.200 --> 00:02:53.200]  當然,今日所讀的經文
[00:02:53.200 --> 00:02:57.200]  處境上是一個比較轟烈的場景
[00:02:57.200 --> 00:03:00.200]  但我們應用今天的內容
[00:03:00.200 --> 00:03:02.200]  不一定要轟轟烈烈
[00:03:02.200 --> 00:03:04.200]  在生活日常裏
[00:03:04.200 --> 00:03:08.200]  要將聖經的教導應用在生活當中
[00:03:08.200 --> 00:03:10.200]  今日我們所講的內容
[00:03:10.200 --> 00:03:16.200]  我特別集中講關於聖靈充滿的主題
[00:03:16.200 --> 00:03:18.200]  如果我們講禱告的時候
[00:03:18.200 --> 00:03:22.200]  我們只是用一個平時
[00:03:22.200 --> 00:03:25.200]  我們怎樣著重我們的句語
[00:03:25.200 --> 00:03:30.200]  或者我們只是講一些生活性的東西
[00:03:30.200 --> 00:03:32.200]  其實我們就錯失了信仰裏面
[00:03:32.200 --> 00:03:36.200]  一個很寶貴的關於靈性的操練
[00:03:36.200 --> 00:03:38.200]  我們怎樣在靈裏面禱告
[00:03:38.200 --> 00:03:40.200]  又或者作為一個基督徒
[00:03:40.200 --> 00:03:45.200]  怎樣去實踐一個被聖靈充滿的生命
[00:03:45.200 --> 00:03:48.200]  今日我們以斯提反作為一個重要的例子
[00:03:48.200 --> 00:03:50.200]  事實上在《士堂行傳》裏面
[00:03:50.200 --> 00:03:52.200]  講聖靈充滿
[00:03:52.200 --> 00:03:55.200]  基本上講最多次是在斯提反身上
[00:03:55.200 --> 00:03:58.200]  在這麼轟烈的場景裏面
[00:03:58.200 --> 00:04:00.200]  其實在斯提反的生命當中
[00:04:00.200 --> 00:04:02.200]  不是純粹一個很轟烈的
[00:04:02.200 --> 00:04:06.200]  在前半部分我們稍後也會講論的時候
[00:04:06.200 --> 00:04:08.200]  我們也會涉及到的
[00:04:08.200 --> 00:04:11.200]  其實他的生命很多地方都值得我們學習
[00:04:11.200 --> 00:04:15.200]  他的禱告或者聖靈充滿為他帶來
[00:04:15.200 --> 00:04:19.200]  怎樣去面對一個很艱難的日子裏面
[00:04:19.200 --> 00:04:22.200]  我相信都成為我們今日很重要的養份
[00:04:22.200 --> 00:04:24.200]  在我們今日講這段經文之前
[00:04:24.200 --> 00:04:26.200]  我有一個這樣的例子
[00:04:26.200 --> 00:04:30.200]  這個是我信主二十多年前
[00:04:30.200 --> 00:04:32.200]  我大學的時候
[00:04:32.200 --> 00:04:34.200]  信主沒多久
[00:04:34.200 --> 00:04:36.200]  同學帶我去一些叫做特會
[00:04:36.200 --> 00:04:38.200]  不知道大家有沒有去過
[00:04:38.200 --> 00:04:40.200]  那些聖靈特會
[00:04:40.200 --> 00:04:42.200]  我們有些同學在大學裏面
[00:04:42.200 --> 00:04:48.200]  因為信主一起帶我去參與這些聚會
[00:04:48.200 --> 00:04:50.200]  這些聚會和我們一般崇拜很不同
[00:04:50.200 --> 00:04:55.200]  當時那些情景我還歷歷在目
[00:04:55.200 --> 00:04:57.200]  我記得那些同學帶我去
[00:04:57.200 --> 00:04:59.200]  說這個特會一定要去
[00:04:59.200 --> 00:05:00.200]  很棒的
[00:05:00.200 --> 00:05:01.200]  我說那些什麼不棒的
[00:05:01.200 --> 00:05:02.200]  只是聚會而已
[00:05:02.200 --> 00:05:03.200]  跟著去吧
[00:05:03.200 --> 00:05:06.200]  去到那時候那些詩歌很好聽
[00:05:06.200 --> 00:05:09.200]  整個鋪排都很流暢
[00:05:09.200 --> 00:05:11.200]  去到中間有一個環節
[00:05:11.200 --> 00:05:14.200]  我就開始有點不自然
[00:05:14.200 --> 00:05:15.200]  為什麼呢
[00:05:15.200 --> 00:05:17.200]  因為開始那段時間
[00:05:17.200 --> 00:05:22.200]  在台上領師和帶領的領子妹
[00:05:22.200 --> 00:05:28.200]  現在大家就可以在靈性裏面任意祈禱
[00:05:28.200 --> 00:05:29.200]  大家就在那裏祈禱
[00:05:29.200 --> 00:05:31.200]  接著就聽到很多
[00:05:31.200 --> 00:05:34.200]  以前我沒聽過的一些方言祈禱
[00:05:34.200 --> 00:05:37.200]  他們說用天使的言語
[00:05:37.200 --> 00:05:38.200]  我不懂的
[00:05:38.200 --> 00:05:41.200]  在那裏祈禱
[00:05:41.200 --> 00:05:43.200]  接著帶我去的同學
[00:05:43.200 --> 00:05:45.200]  都在那裏這樣
[00:05:45.200 --> 00:05:46.200]  我就拍一拍他
[00:05:46.200 --> 00:05:47.200]  你在做什麼
[00:05:47.200 --> 00:05:49.200]  你在祈禱什麼
[00:05:49.200 --> 00:05:50.200]  不要吵我
[00:05:50.200 --> 00:05:51.200]  我在那裏用方言祈禱
[00:05:51.200 --> 00:05:54.200]  我已經覺得很奇怪
[00:05:54.200 --> 00:05:55.200]  很神秘
[00:05:55.200 --> 00:05:59.200]  整件事跟我們平時參與教會的聚會很不同
[00:05:59.200 --> 00:06:02.200]  接著再去多一會
[00:06:02.200 --> 00:06:04.200]  音樂再澎湃一些
[00:06:04.200 --> 00:06:06.200]  接著去到最澎湃的音樂
[00:06:06.200 --> 00:06:07.200]  忽然間就靜了
[00:06:07.200 --> 00:06:10.200]  整個場面就沒有音樂
[00:06:10.200 --> 00:06:12.200]  只聽到人的祈禱聲
[00:06:12.200 --> 00:06:15.200]  我就看到我旁邊另外一個姐妹
[00:06:15.200 --> 00:06:17.200]  開始在那裏祈禱的時候
[00:06:17.200 --> 00:06:20.200]  她開始有點搖搖晃晃
[00:06:20.200 --> 00:06:22.200]  接著我問她
[00:06:22.200 --> 00:06:23.200]  她又笑又哭
[00:06:23.200 --> 00:06:25.200]  我不知道她在做什麼
[00:06:25.200 --> 00:06:28.200]  我看到有些人躺在地上
[00:06:28.200 --> 00:06:30.200]  有些人在跳舞
[00:06:30.200 --> 00:06:32.200]  有些人在嘔吐
[00:06:32.200 --> 00:06:33.200]  我幾天前
[00:06:33.200 --> 00:06:34.200]  腸胃炎
[00:06:34.200 --> 00:06:35.200]  看到嘔吐都害怕
[00:06:35.200 --> 00:06:37.200]  在那裏嘔吐
[00:06:37.200 --> 00:06:38.200]  發生什麼事
[00:06:38.200 --> 00:06:39.200]  什麼地方來的
[00:06:39.200 --> 00:06:40.200]  弄到這樣
[00:06:40.200 --> 00:06:42.200]  我再拍我旁邊那個帶我來的
[00:06:42.200 --> 00:06:45.200]  特別主張我去的姐妹
[00:06:45.200 --> 00:06:46.200]  你做什麼
[00:06:46.200 --> 00:06:47.200]  她說你不要搞我
[00:06:47.200 --> 00:06:49.200]  我的性命在充滿
[00:06:49.200 --> 00:06:50.200]  我跟她說
