
[00:00:00.000 --> 00:00:07.000]  今日的經份是我們會一起看舊約聖經
[00:00:07.000 --> 00:00:11.000]  《釋詩記》十三章八到二十三節
[00:00:11.000 --> 00:00:18.000]  大家可以打開舊約聖經三百一十七頁
[00:00:18.000 --> 00:00:20.000]  請聽我讀出
[00:00:22.000 --> 00:00:39.000]  馬那亞就祈求耶和華說:主啊,求祢再差遣那神人到我們這裡來,好指教我們怎樣待這將要生的孩子。
[00:00:39.000 --> 00:00:58.000]  神應許應允馬那亞的話:婦人正坐在田間的時候,神的使者又到她那裡,她丈夫馬那亞卻沒有和她一在一處。
[00:00:58.000 --> 00:01:09.000]  婦人急忙跑去告訴丈夫說:那日到我面前來的人,又向我顯現。
[00:01:09.000 --> 00:01:22.000]  馬那亞起來跟隨他的妻來到那人面前對他說:與這婦人說話的就是你嗎?
[00:01:22.000 --> 00:01:36.000]  她說:是我。馬那亞說:願祢的話應驗,我們當怎樣待這孩子,他後來當怎樣呢?
[00:01:36.000 --> 00:02:05.000]  耶和華的使者對馬那亞說:我告訴婦人的一切事,她都當謹慎,葡萄樹所結的都不可吃,青酒、濃酒都不可喝,一切不潔之物也不可吃,凡我所吩咐的她都當盡來盡守。
[00:02:05.000 --> 00:02:16.000]  馬那亞對耶和華的使者說:求祢用我們款留祢,好為祢預備一隻山羊羔。
[00:02:16.000 --> 00:02:30.000]  耶和華的使者對馬那亞說:祢雖然款留我,我卻不吃祢的食物,祢若預備繁祭,就當獻與耶和華。
[00:02:30.000 --> 00:02:37.000]  原來馬那亞不知道她是耶和華的使者。
[00:02:37.000 --> 00:02:49.000]  馬那亞對耶和華的使者說:請將祢的名字告訴我,到祢說應驗的時候,我們很尊敬祢。
[00:02:49.000 --> 00:02:58.000]  耶和華的使者對她說:祢何必問我的名,我名是奇妙的。
[00:02:58.000 --> 00:03:06.000]  馬那亞將一隻山羊羔和素製到盆石上獻與耶和華。
[00:03:06.000 --> 00:03:16.000]  使者行奇妙的事,馬那亞和他的妻觀看,獻火焰從壇上往上升。
[00:03:16.000 --> 00:03:23.000]  耶和華的使者在壇上的火焰中也升上去了。
[00:03:23.000 --> 00:03:29.000]  馬那亞和他的妻子看見,就附伏在地。
[00:03:29.000 --> 00:03:39.000]  耶和華的使者不再向馬那亞和他的妻顯現,馬那亞才知道她是耶和華的使者。
[00:03:39.000 --> 00:03:48.000]  馬那亞對他的妻子說:我們必要死,因為看見了神。
[00:03:48.000 --> 00:04:03.000]  他的妻卻對他說:耶和華卻若要殺我們,必不從我們手裡收納凡祭和素祭,並不將這一切事指示我們,
[00:04:03.000 --> 00:04:09.000]  今天也不將這些話告訴我們。
[00:04:09.000 --> 00:04:19.000]  頂子回庭安!
[00:04:19.000 --> 00:04:29.000]  我們今天繼續以舌詩記重新思考一下,我們今天信仰生命是一個怎樣的狀況。
[00:04:29.000 --> 00:04:37.000]  有一個假設性的處境,如果有一個朋友叫你幫他家拆了一個偶像,
[00:04:37.000 --> 00:04:45.000]  很快很成功地將那個偶像拆除了,這個朋友可能是一個比較年紀大的,
[00:04:45.000 --> 00:04:52.000]  他覺得舊時擺的偶像空空如也,感覺上很不安樂,
[00:04:52.000 --> 00:05:01.000]  於是你送了一個基督是我的主的牌給他,放在舊時擺偶像的位置,
[00:05:01.000 --> 00:05:05.000]  我們就想著一切就完成了整個任務,
[00:05:05.000 --> 00:05:09.000]  不過第二次之後你再去探望這個朋友,
[00:05:09.000 --> 00:05:15.000]  你會看到這個比較上了年紀的長者,對著這個牌,
[00:05:15.000 --> 00:05:21.000]  用舊時的裝香,或者放三個杯子在這裡,
[00:05:21.000 --> 00:05:26.000]  他用的牌是基督是我家的主,
[00:05:26.000 --> 00:05:29.000]  他敬拜的,他說我是敬拜耶穌基督,
[00:05:29.000 --> 00:05:34.000]  不過用的方法是舊時拜偶像的方法,你覺得有沒有問題?
[00:05:34.000 --> 00:05:39.000]  有的,不過有時候我們會容忍的,
[00:05:39.000 --> 00:05:44.000]  他也是拜神,拜回正確的神,
[00:05:44.000 --> 00:05:49.000]  不過我們知道一直聽下去,我們知道有些不妥的,
[00:05:49.000 --> 00:05:54.000]  今天我們看的事事記某程度都是一個類似這樣的處境,
[00:05:54.000 --> 00:05:59.000]  我們今天看的這個事事就是三宣,
[00:05:59.000 --> 00:06:05.000]  其實在事事記裡面,技術的事事,最後一個就是參宣了,
[00:06:05.000 --> 00:06:10.000]  在參宣裡面相對其他的事事來說,他的能力是最高的,
[00:06:10.000 --> 00:06:16.000]  甚至他被揀選的,只是推到最盡的,在武福裡面已經被揀選了,
[00:06:16.000 --> 00:06:22.000]  一個沒有能力,上帝的靈充滿的一個年輕人,
[00:06:22.000 --> 00:06:28.000]  一個沒有智慧能力的一個事事,他的家庭狀況是怎樣呢?
[00:06:28.000 --> 00:06:35.000]  如果我們大概明白聖經就知道事事不是我們一個要跟從的榜樣,
[00:06:35.000 --> 00:06:40.000]  不過在他生命裡面又有某程度的從神而來的能力,
[00:06:40.000 --> 00:06:45.000]  但又不是我們跟隨的榜樣,甚至他有些生命的質素是我們批判的,
[00:06:45.000 --> 00:06:49.000]  究竟我們今天怎樣去看這個事事呢?
[00:06:49.000 --> 00:06:53.000]  在聖經裡面他所說的這個事事就不是由他,
[00:06:53.000 --> 00:06:59.000]  耶和華的靈充滿他開始說起,是由他的家庭,他的父母,
[00:06:59.000 --> 00:07:03.000]  怎樣去領受上帝對他說的話開始,
[00:07:03.000 --> 00:07:11.000]  接下來這三個星期我們會分不同的階段來讀參宣的故事,
[00:07:11.000 --> 00:07:16.000]  今天我們先看看他的父母怎樣領受上帝的吩咐,
[00:07:16.000 --> 00:07:20.000]  在參宣出世之前發生了什麼事,
[00:07:20.000 --> 00:07:24.000]  我們今天一起去讀的時候看看我們會不會明白上帝
[00:07:24.000 --> 00:07:28.000]  或者在聖經裡面告訴我們一個什麼樣的訊息,
[00:07:28.000 --> 00:07:32.000]  我們先有個祈禱,求上帝幫助我們,同心祈禱,
[00:07:32.000 --> 00:07:36.000]  親愛的伯父,求祢在我們當中,願祢指教我們,
[00:07:36.000 --> 00:07:40.000]  讓我們能夠明白祢的心意,讓我們在我們的人生當中,
[00:07:40.000 --> 00:07:46.000]  我們不是執意偏行幾路,我們希望祢調教我們,
[00:07:46.000 --> 00:07:50.000]  督促我們,讓我們行在正路當中,
[00:07:50.000 --> 00:07:55.000]  恭敬將來領受祢話語的時間交託,幫助每位的弟姐妹聽得明白,
[00:07:55.000 --> 00:07:59.000]  讓宣講的講得清楚,恭敬將來的時間交託給你,
[00:07:59.000 --> 00:08:03.000]  願你賜福,獻上我們的禱告,奉基督耶穌得勝的聖名,
[00:08:03.000 --> 00:08:06.000]  我們一起看《史詩記》第十三章,
[00:08:06.000 --> 00:08:10.000]  今天看的經文會比剛才我們一起聆聽的段落寬闊,
[00:08:10.000 --> 00:08:13.000]  因為篇幅也比較長,
[00:08:13.000 --> 00:08:20.000]  在第一節到第七節,其實就講到耶和華的使者,
[00:08:20.000 --> 00:08:26.000]  向著一個不育的婦人,就是參孫的媽媽,來到她顯現,
[00:08:26.000 --> 00:08:30.000]  值得留意的是在第十三章第五節,
[00:08:30.000 --> 00:08:37.000]  這個使者就特別講到這個孩子一出胎,就要歸神作拿世爾人,
[00:08:37.000 --> 00:08:42.000]  拿世爾人先解釋一下什麼意思,然後我們再下那個段落,
[00:08:42.000 --> 00:08:46.000]  拿世爾人其實在聖經裡面,是講一幫很特別的,
[00:08:46.000 --> 00:08:51.000]  一幫歸耶和華為聖的,一幫願意操練自己的一幫人,
[00:08:51.000 --> 00:08:55.000]  作為拿世爾人有兩種方式,
[00:08:55.000 --> 00:09:00.000]  一種就是按著那個成年人,或者那個人自己的意願,
[00:09:00.000 --> 00:09:05.000]  他願意守上帝一個很嚴謹的誡命,
[00:09:05.000 --> 00:09:09.000]  什麼誡命呢?首先就是清酒濃酒都不可嘗,
[00:09:09.000 --> 00:09:15.000]  或者在文素記的記載裡面,特別講到連那些葡萄樹的果子,
[00:09:15.000 --> 00:09:19.000]  葡萄的果子,他是完全碰都不碰的,
[00:09:19.000 --> 00:09:24.000]  不單止不喝酒,而是釀酒的葡萄都不會碰的,
[00:09:24.000 --> 00:09:30.000]  第二樣東西就是他不會剪頭髮的,包括那些鬍子他都不會剃的,
[00:09:30.000 --> 00:09:36.000]  身上的毛他都不會剃的,相對於當時的外邦剃得乾乾淨淨,
[00:09:36.000 --> 00:09:43.000]  埃及的王剃得頭很乾淨,在這裡講到身上的毛髮他是不會剃走的,
[00:09:43.000 --> 00:09:50.000]  第三樣東西就是他不會做一些不潔的行為,特別是在講埃及的屍體,
[00:09:50.000 --> 00:09:55.000]  在文素記裡面講到極端,甚至乎家人有死人,
[00:09:55.000 --> 00:09:59.000]  如果他是成為一個拿世爾人,他都成為了一個不潔,
[00:09:59.000 --> 00:10:05.000]  他都沒有辦法完成拿世爾人這樣的心願,
[00:10:05.000 --> 00:10:10.000]  做這件事全部都在聖經裡面,特別是在文素記裡面講,
[00:10:10.000 --> 00:10:19.000]  是那些百姓自願歸耶和華為聖,所以是他們個人的意願來守一個這樣的很嚴謹的誡命,
[00:10:19.000 --> 00:10:23.000]  而這個誡命大概和大祭司的規格是很近似的,
[00:10:23.000 --> 00:10:30.000]  他不是大祭司,不過是以大祭司的規矩來過他自己的生活,
[00:10:30.000 --> 00:10:39.000]  不過這種自願性質的歸耶和華為聖成為拿世爾人是有一個結束的日期的,
[00:10:39.000 --> 00:10:46.000]  他覺得日期滿了,他就可以還俗去回他自己普通人的生活當中,
[00:10:46.000 --> 00:10:55.000]  這個是第一種,第二種就是一些在母胎裡面已經被上帝選照成為拿世爾人,
[00:10:55.000 --> 00:11:03.000]  這些人其實是很少的,在聖經裡面真的記載著一出生就已經成為拿世爾人,
[00:11:03.000 --> 00:11:11.000]  參孫就是其中一個,第二個就是薩姆爾,第三個如果再嚴格來說他的新約就是斯朕約翰,
[00:11:11.000 --> 00:11:17.000]  在胎裡面媽媽懷著胎,甚至參孫現在連胎都還沒有懷,
[00:11:17.000 --> 00:11:23.000]  都已經是在講上帝有一個任命給一個將要出生的孩子,
[00:11:23.000 --> 00:11:28.000]  他們就守這些規矩,在肚子裡面的孩子就不是自己做決定,
[00:11:28.000 --> 00:11:39.000]  而是上帝命定他,上帝揀選他,讓他這一生都要遵守這樣的一種守誡命的身份,
[00:11:39.000 --> 00:11:47.000]  不過如果上帝選照的話,這個就沒有一個限期來結束,
[00:11:47.000 --> 00:11:56.000]  某程度來說是一生他都是被上帝揀選成為拿世爾人,成為了一個與世俗不同的人,
[00:11:56.000 --> 00:12:02.000]  在《創世紀》第49章26節其實最早已經記載著拿世爾人這個名字,
[00:12:02.000 --> 00:12:06.000]  不過在《創世紀》裡面講的拿世爾人他就不是這樣譯的,
[00:12:06.000 --> 00:12:13.000]  那句經文就說到最後雅各給他十二支派,他十二個兒子,
[00:12:13.000 --> 00:12:19.000]  包括約瑟的祝福的時候,他最後祝福約瑟就說一句這樣的說話,
[00:12:19.000 --> 00:12:31.000]  臨到那與弟兄詭別之人的頂上,與弟兄詭別之人的字眼就是拿世爾人的原文,
[00:12:31.000 --> 00:12:37.000]  在原文就用這個字,不過在《和合本》的《創世紀》裡面就譯與弟兄詭別,
[00:12:37.000 --> 00:12:43.000]  就是與弟兄有別於一般的弟兄,他是分別了出來的,
[00:12:43.000 --> 00:12:49.000]  所以你明白了拿世爾是一個分別為性的一種身份,
[00:12:49.000 --> 00:12:55.000]  由《創世紀》開始已經有這種記載了,去到參孫出世之前,
[00:12:55.000 --> 00:13:05.000]  上帝就透過他的使者向他的媽媽顯現告訴他,他的兒子就是一個這樣的狀況,
[00:13:05.000 --> 00:13:15.000]  在聖經裡面第十三章第一節裡面,他的起點都是用一個《史詩記》裡面以色列人行惡的起點,
[00:13:15.000 --> 00:13:21.000]  十三章第一節裡面說到以色列人又行耶和華眼中看為惡的事,
[00:13:21.000 --> 00:13:25.000]  耶和華將他們交在菲利士人手中四十年,
[00:13:25.000 --> 00:13:33.000]  這個是一個很悲壯的一段歷史,因為被外族欺侮之前說的是三兩年,十年,
[00:13:33.000 --> 00:13:40.000]  現在去到這裡就說的是四十年,被菲利士人欺壓,然後上帝就興起《史詩》,
[00:13:40.000 --> 00:13:47.000]  在興起的時候,在第二節裡面就說,那時候有一個所拉人是屬彈族的,名叫馬羅亞,
[00:13:47.000 --> 00:13:53.000]  他的妻不懷孕不生育,耶和華的使者向那婦人顯現對他說,
[00:13:53.000 --> 00:13:59.000]  向來你不懷孕不生育,如今你必懷孕生一個兒子,
[00:13:59.000 --> 00:14:05.000]  所以你當謹慎,清酒濃酒也不可喝,一切不潔之物也不可吃,
[00:14:05.000 --> 00:14:15.000]  你必懷孕生一個兒子,不可用刀剃他的頭,因為這孩子一出胎就歸神作那世人,
[00:14:15.000 --> 00:14:21.000]  他必起手拯救以色列人脫離菲利士人的手。
[00:14:21.000 --> 00:14:26.000]  在這句話是耶和華的使者對那個婦人說的,
[00:14:26.000 --> 00:14:31.000]  你值得留意整句話首先是說他要成為那世人,
[00:14:31.000 --> 00:14:34.000]  然後有一個目標是做什麼?
[00:14:34.000 --> 00:14:39.000]  就是他要起手拯救以色列人脫離菲利士人,
[00:14:39.000 --> 00:14:45.000]  脫離菲利士人的手,他的起點是說因為菲利士人欺壓四十年,
[00:14:45.000 --> 00:14:52.000]  所以這個孩子出世被分別為聖,然後他的目的就是要脫離菲利士人的手,
[00:14:52.000 --> 00:14:54.000]  整個的意思是這麼完整的,
[00:14:54.000 --> 00:14:58.000]  當這個婦人聽到這個使者說完這番話之後,
[00:14:58.000 --> 00:15:01.000]  這個婦人有什麼反應呢?
[00:15:01.000 --> 00:15:04.000]  接著第六節就立刻說,這個婦人立刻回去找老公,
[00:15:04.000 --> 00:15:10.000]  婦人就回去對丈夫說,有一個神人到我面前來,
[00:15:10.000 --> 00:15:16.000]  他的相貌如同神使者的相貌,甚是可畏,
[00:15:16.000 --> 00:15:22.000]  我沒有問他從哪裡來,他也沒有將他的名告訴我,
[00:15:22.000 --> 00:15:25.000]  卻對我說,你要懷孕生一個兒子,
[00:15:25.000 --> 00:15:29.000]  所以清酒濃酒都不可喝,一切不潔之物也不可吃,
[00:15:29.000 --> 00:15:36.000]  因為這孩子從出胎一直到死,必歸神作拿世以人。
[00:15:36.000 --> 00:15:40.000]  在這裡聽下去,驟眼聽下去都很興奮,
[00:15:40.000 --> 00:15:46.000]  不孕的婦人,有個神人應許她,有個嬰兒將要出世,
[00:15:46.000 --> 00:15:51.000]  這個婦人她的著重點,她在講福術這件事,她有兩個重點的,
[00:15:51.000 --> 00:15:56.000]  第一,她講的重點是甚麼呢?她說跟她講話的神人是怎樣的?
[00:15:56.000 --> 00:16:04.000]  從他的樣子開始講起,他的相貌,有神使者的相貌,
[00:16:04.000 --> 00:16:09.000]  樣子都幾像樣,幾好樣,甚是可畏,
[00:16:09.000 --> 00:16:16.000]  即是從外貌來到品評跟她講話的神使者,耶和華的使者,
[00:16:16.000 --> 00:16:20.000]  第二部分就是講到這個孩子將要出世了,
[00:16:20.000 --> 00:16:26.000]  基本上有八成都講了,要歸作拿世以人,
