
[00:00:00.000 --> 00:00:03.120]  今日選讀的經文是
[00:00:03.120 --> 00:00:08.240]  《士師記》第十一章一至十一節
[00:00:08.240 --> 00:00:12.560]  聖經舊約第三八一十四頁
[00:00:12.560 --> 00:00:19.200]  這裡記載了耶乏他士師的一些事蹟
[00:00:19.200 --> 00:00:22.240]  請聽聖經的記載
[00:00:22.240 --> 00:00:29.200]  「激烈人耶乏他是個大能的勇士
[00:00:29.200 --> 00:00:32.400]  是妓女的兒子
[00:00:32.400 --> 00:00:36.240]  耶乏他是激烈所生的
[00:00:36.240 --> 00:00:41.360]  激烈的妻也生了幾個兒子
[00:00:41.360 --> 00:00:45.360]  他妻所生的兒子長大了
[00:00:45.360 --> 00:00:48.000]  就趕逐耶乏他
[00:00:48.000 --> 00:00:53.520]  說:你不可在我們父家承受產業
[00:00:53.520 --> 00:00:56.880]  因為你是妓女的兒子
[00:00:56.880 --> 00:01:00.960]  耶乏他就逃避他的弟兄
[00:01:00.960 --> 00:01:03.920]  去住在陀伯地
[00:01:03.920 --> 00:01:07.360]  有些匪徒到他那裡聚集
[00:01:07.360 --> 00:01:10.160]  與他一同出入
[00:01:10.160 --> 00:01:12.880]  過了些日子
[00:01:12.880 --> 00:01:16.240]  阿們人攻打以色列
[00:01:16.240 --> 00:01:19.600]  阿們人攻打以色列的時候
[00:01:19.600 --> 00:01:23.360]  激烈的長老到陀伯地去
[00:01:23.360 --> 00:01:26.080]  要叫耶乏他回來
[00:01:26.080 --> 00:01:28.560]  對耶乏他說:
[00:01:28.560 --> 00:01:31.840]  請你來作我們的元帥
[00:01:31.840 --> 00:01:35.280]  我們好與阿們人爭戰
[00:01:35.280 --> 00:01:39.680]  耶乏他回答激烈的長老說:
[00:01:39.680 --> 00:01:43.680]  從前你們不是恨我
[00:01:43.680 --> 00:01:46.560]  趕逐我出來父家嗎?
[00:01:46.560 --> 00:01:49.760]  現在你們遭遇急難
[00:01:49.760 --> 00:01:52.720]  為何到我這裡來呢?
[00:01:53.680 --> 00:01:57.680]  激烈的長老回答耶乏他說:
[00:01:57.680 --> 00:02:00.880]  現在我們到你這裡來
[00:02:00.880 --> 00:02:06.560]  是要你和我們去與阿們人爭戰
[00:02:06.560 --> 00:02:12.000]  你可以作激烈一切居民的領袖
[00:02:12.000 --> 00:02:16.080]  耶乏他對激烈的長老說:
[00:02:16.080 --> 00:02:20.880]  你們叫我回去與阿們人爭戰
[00:02:20.880 --> 00:02:24.080]  耶和華把他交給我
[00:02:24.080 --> 00:02:27.920]  我可以作你們的領袖嗎?
[00:02:27.920 --> 00:02:32.080]  激烈的長老回答耶乏他說:
[00:02:32.080 --> 00:02:36.400]  有耶和華在你我中間作見證
[00:02:36.400 --> 00:02:40.560]  我們必定照你的話行
[00:02:40.560 --> 00:02:46.000]  於是耶乏他和激烈的長老回去
[00:02:46.000 --> 00:02:50.320]  百姓就納耶乏他作領袖
[00:02:50.320 --> 00:02:52.560]  作元帥
[00:02:52.560 --> 00:02:57.440]  耶乏他在米斯巴將自己的一切話
[00:02:57.440 --> 00:03:01.520]  陳明在耶和華面前
[00:03:01.520 --> 00:03:12.640]  (主席)各位姐妹平安
[00:03:12.640 --> 00:03:15.760]  今天這個講題其實來自一本書
[00:03:15.760 --> 00:03:17.760]  講關於家庭治療
[00:03:17.760 --> 00:03:20.960]  《傷痛不代存》
[00:03:20.960 --> 00:03:22.400]  已經出版了很多年
[00:03:22.400 --> 00:03:24.000]  這本書頗為經典
[00:03:24.000 --> 00:03:25.520]  裡面提及到
[00:03:25.520 --> 00:03:27.040]  我想每個人都認同
[00:03:27.040 --> 00:03:30.560]  家庭本來是一個很溫暖
[00:03:30.560 --> 00:03:31.920]  充滿愛
[00:03:31.920 --> 00:03:34.800]  來培育下一代孩子
[00:03:34.800 --> 00:03:37.120]  健康成長的地方
[00:03:37.120 --> 00:03:38.960]  我們都很認同這一點
[00:03:38.960 --> 00:03:41.600]  不過對很多人來說
[00:03:41.600 --> 00:03:43.120]  在他小時候
[00:03:43.120 --> 00:03:46.160]  或者在他青少年成長階段的時候
[00:03:46.160 --> 00:03:49.200]  裡面很多負面的家庭經驗
[00:03:49.200 --> 00:03:51.920]  其實都令他們飽受傷痛
[00:03:51.920 --> 00:03:53.680]  我們都聽聞過
[00:03:53.680 --> 00:03:55.680]  或者甚至經歷過
[00:03:55.680 --> 00:03:57.120]  不能甩掉
[00:03:57.120 --> 00:03:58.640]  亦都忘記不了
[00:03:58.640 --> 00:04:01.120]  就算他日後長大成人
[00:04:01.120 --> 00:04:03.360]  甚至結婚生子
[00:04:03.360 --> 00:04:04.880]  有自己的家庭
[00:04:04.880 --> 00:04:07.920]  這些上一代遺留下來的傷害
[00:04:07.920 --> 00:04:10.640]  很奇怪都會繼續用不同的方式
[00:04:10.640 --> 00:04:14.080]  來延伸到他們下一代的身上
[00:04:14.080 --> 00:04:15.840]  就好像我們今天看到
[00:04:15.840 --> 00:04:18.800]  耶佛他的故事一樣
[00:04:18.800 --> 00:04:21.200]  其實和其他的事司一樣
[00:04:21.200 --> 00:04:22.880]  耶佛他的興起
[00:04:22.880 --> 00:04:24.320]  始於以色列人
[00:04:24.320 --> 00:04:27.600]  又行上帝眼中看為惡的事
[00:04:27.600 --> 00:04:31.360]  他們敬拜侍奉列邦的神
[00:04:31.360 --> 00:04:34.800]  於是自必然惹來上帝的法路
[00:04:34.800 --> 00:04:35.840]  將他們交在
[00:04:35.840 --> 00:04:39.280]  菲律斯人和阿滿人的手上
[00:04:39.280 --> 00:04:42.000]  當他們被仇敵來到碧巴
[00:04:42.000 --> 00:04:44.480]  感到極其困乏的時候
[00:04:44.480 --> 00:04:47.120]  自然來到上帝面前哀求他
[00:04:47.120 --> 00:04:48.880]  承認自己的過犯
[00:04:48.880 --> 00:04:51.520]  不過很奇怪你會看到
[00:04:51.520 --> 00:04:54.480]  上帝不再像我們之前看到的
[00:04:54.480 --> 00:04:56.320]  事司的故事一樣
[00:04:56.320 --> 00:04:59.680]  主動為百姓興起一位拯救者
[00:04:59.680 --> 00:05:01.680]  上帝這次沒有這樣做
[00:05:01.680 --> 00:05:03.360]  上帝沒有幫他們
[00:05:03.360 --> 00:05:05.600]  揀選一位領袖
[00:05:05.600 --> 00:05:09.280]  來帶領他們脫離敵人的核制
[00:05:09.280 --> 00:05:10.640]  上帝說
[00:05:10.640 --> 00:05:12.160]  印在這裏的經文
[00:05:12.160 --> 00:05:13.680]  在你的秩序表講到大綱
[00:05:13.680 --> 00:05:15.040]  我們今天還未看的
[00:05:15.040 --> 00:05:17.520]  就是第十章前一章
[00:05:17.520 --> 00:05:19.200]  上帝在那裏表示
[00:05:19.200 --> 00:05:22.080]  其實我已經拯救了你很多次
[00:05:22.080 --> 00:05:25.680]  從不同的外邦人手上幫過你們
[00:05:25.680 --> 00:05:28.480]  不過每一次試過警籤之後
[00:05:28.480 --> 00:05:30.640]  你們又固態服民
[00:05:30.640 --> 00:05:32.560]  又再一次捨棄我
[00:05:32.560 --> 00:05:36.880]  去敬拜外邦的偶像
[00:05:36.880 --> 00:05:40.080]  上帝看到這班百姓
[00:05:40.080 --> 00:05:43.120]  只是想上帝提供服務
[00:05:43.120 --> 00:05:46.480]  不想他們專心跟隨上帝
[00:05:46.480 --> 00:05:49.120]  於是上帝這次把心一橫
[00:05:49.120 --> 00:05:50.480]  狠心一點
[00:05:50.480 --> 00:05:52.320]  他決定不出手
[00:05:52.320 --> 00:05:56.880]  任憑他們承擔罪所帶來的惡果
[00:05:56.880 --> 00:05:59.520]  並且上帝在這裏諷刺他們
[00:05:59.520 --> 00:06:01.200]  你們去拜別神
[00:06:01.200 --> 00:06:02.560]  好呀
[00:06:02.560 --> 00:06:03.920]  這次你們就試試
[00:06:03.920 --> 00:06:06.480]  你們所拜的別神
[00:06:06.480 --> 00:06:09.520]  求祂幫你們
[00:06:09.520 --> 00:06:14.000]  這是耶律發興起的背景
[00:06:14.000 --> 00:06:15.440]  而在這個時候
[00:06:15.440 --> 00:06:17.440]  阿摩人的軍隊已經結集在
[00:06:17.440 --> 00:06:21.840]  基列這裏準備攻打以色列人
[00:06:21.840 --> 00:06:25.680]  在沒有上帝為百姓興起事先的情況下
[00:06:25.680 --> 00:06:28.720]  百姓只有自己選擇
[00:06:28.720 --> 00:06:30.160]  自己用自己的方法
[00:06:30.160 --> 00:06:33.840]  選一位軍事領袖來對抗阿摩人
[00:06:33.840 --> 00:06:37.520]  於是他們派人到陀伯地
[00:06:37.520 --> 00:06:40.800]  招募一位既懂得打仗
[00:06:40.800 --> 00:06:43.120]  又懂得帶兵的大能勇士
[00:06:43.120 --> 00:06:46.480]  希望他出手解決燃眉之急
[00:06:46.480 --> 00:06:49.360]  這就是耶律發興起
[00:06:49.360 --> 00:06:50.720]  在十一章一開始
[00:06:50.720 --> 00:06:53.840]  他會先交代耶律發興起的身世
[00:06:53.840 --> 00:06:54.720]  經文這裏說
[00:06:54.720 --> 00:06:56.960]  剛才我們也一開始讀了
[00:06:56.960 --> 00:07:01.040]  他是父親和一位妓女所生的兒子
[00:07:01.040 --> 00:07:03.520]  他的父親也跟他的妻子
[00:07:03.520 --> 00:07:04.720]  即是正室
[00:07:04.720 --> 00:07:06.560]  生了幾個兒子
[00:07:06.560 --> 00:07:09.520]  當這班同父異母的兄弟長大後
[00:07:09.520 --> 00:07:13.920]  很大機會他們的父親已經離開了人世
[00:07:13.920 --> 00:07:17.040]  聯手趕逐耶佛他
[00:07:17.040 --> 00:07:20.400]  不准他繼續留在父家承受產業
[00:07:20.400 --> 00:07:22.960]  理由是他出身不好
[00:07:22.960 --> 00:07:25.360]  他是妓女的兒子
[00:07:25.360 --> 00:07:27.760]  不過按照摩西的律法
[00:07:27.760 --> 00:07:31.280]  耶佛他其實是可以承繼到
[00:07:31.280 --> 00:07:33.040]  他父家的產業
[00:07:33.040 --> 00:07:38.160]  因為承繼權只會受父親的影響
[00:07:38.160 --> 00:07:42.000]  跟誰是他的母親沒有關係
[00:07:42.000 --> 00:07:44.320]  所以就算他是妓女所生的
[00:07:44.320 --> 00:07:47.840]  耶佛他仍然符合承繼家業的條件
[00:07:47.840 --> 00:07:51.520]  所以很大機會當時他和父異母的兄弟
[00:07:51.520 --> 00:07:53.840]  需要打官司
[00:07:53.840 --> 00:07:56.080]  透過訴訟才能夠
[00:07:56.080 --> 00:07:59.200]  強行剝奪耶佛他的承繼權
[00:07:59.200 --> 00:08:01.520]  並且將他趕走
[00:08:01.520 --> 00:08:04.400]  至於當時負責裁決的
[00:08:04.400 --> 00:08:06.080]  很大機會是現在
[00:08:06.080 --> 00:08:07.840]  找他出手
[00:08:07.840 --> 00:08:10.240]  找他打仗的長老
[00:08:10.240 --> 00:08:14.400]  至於耶佛他被家人遺棄
[00:08:14.400 --> 00:08:17.360]  強行將他應有的權益拿走
[00:08:17.360 --> 00:08:18.400]  沒辦法
[00:08:18.400 --> 00:08:19.760]  自然要逃跑
[00:08:19.760 --> 00:08:21.840]  逃到塘北地這個地方
[00:08:21.840 --> 00:08:24.560]  聽聞說他和一些匪徒
[00:08:24.560 --> 00:08:27.280]  我們今天好像地痞流氓
[00:08:27.280 --> 00:08:29.280]  或者說社會邊緣人
[00:08:29.280 --> 00:08:31.760]  經常和他們出入為伍
[00:08:31.760 --> 00:08:33.760]  說得俗一點
[00:08:33.760 --> 00:08:35.760]  就是出來逛
[00:08:35.760 --> 00:08:36.800]  亦因為這樣
[00:08:36.800 --> 00:08:38.000]  你會看到其實
[00:08:38.000 --> 00:08:40.000]  耶佛他他整個人生
[00:08:40.000 --> 00:08:41.600]  他有些東西很厲害
[00:08:41.600 --> 00:08:43.840]  他很懂得和人討價還價
[00:08:43.840 --> 00:08:47.200]  他很懂得為自己爭取應有的權益
[00:08:47.200 --> 00:08:48.480]  所以你留意
[00:08:48.480 --> 00:08:50.960]  剛才我們所聽到的那一段
[00:08:50.960 --> 00:08:52.000]  在十一章
[00:08:52.000 --> 00:08:53.760]  他和長老的對話
[00:08:53.760 --> 00:08:55.760]  像不像談判和談判?
[00:08:55.760 --> 00:08:57.280]  其實都很像
[00:08:57.280 --> 00:08:58.720]  我們再看一遍
[00:08:58.720 --> 00:09:01.280]  你留意激烈的長老首先出價
[00:09:01.280 --> 00:09:03.280]  他們開出的條件是什麼?
[00:09:03.280 --> 00:09:06.000]  耶佛他他來做我們的元帥
[00:09:06.000 --> 00:09:08.320]  幫我們和亞滿人爭戰
[00:09:08.320 --> 00:09:12.160]  元帥的職位吸不吸引?
[00:09:12.160 --> 00:09:13.360]  不錯啊
[00:09:13.360 --> 00:09:14.400]  聽下去
[00:09:14.400 --> 00:09:15.520]  挺好
[00:09:15.520 --> 00:09:16.640]  不過
[00:09:16.640 --> 00:09:18.080]  耶佛他他很聰明
[00:09:18.080 --> 00:09:19.680]  他不是省油的燈
[00:09:19.680 --> 00:09:23.200]  他知道元帥的權力
[00:09:23.200 --> 00:09:25.200]  只限於什麼場面?
[00:09:25.200 --> 00:09:27.520]  打仗而已
[00:09:27.520 --> 00:09:29.520]  打完仗怎麼辦?
[00:09:29.520 --> 00:09:30.960]  打完仗
[00:09:30.960 --> 00:09:32.240]  其實作為一個元帥
[00:09:32.240 --> 00:09:33.600]  他其實沒有什麼實權
[00:09:33.600 --> 00:09:34.960]  沒有什麼地位
[00:09:34.960 --> 00:09:36.160]  說得難聽一點
[00:09:36.160 --> 00:09:37.360]  其實
[00:09:37.360 --> 00:09:41.760]  就是一個可以用完即棄的爛頭卒
[00:09:41.760 --> 00:09:43.360]  找你去打仗
