
[00:00:00.000 --> 00:00:02.240]  接著是一段經訓時間
[00:00:02.240 --> 00:00:05.880]  經文是《路加福音》第十章25.37
[00:00:05.880 --> 00:00:07.880]  我們請到林永祥弟兄
[00:00:07.880 --> 00:00:10.160]  接著今天的講道
[00:00:10.160 --> 00:00:13.480]  是由李成林牧師考慮中間
[00:00:13.480 --> 00:00:18.000]  大家可能對他都有多少認識
[00:00:18.000 --> 00:00:24.280]  他除了是慕織臣學院的前院長之外
[00:00:24.280 --> 00:00:27.200]  大家如果有留意我們的程序
[00:00:27.200 --> 00:00:33.080]  他不停為了他的兒子Moe的身體祈禱
[00:00:33.080 --> 00:00:36.840]  我會將時間和大家分享訊息
[00:00:36.840 --> 00:00:40.760]  主題是「誰是你的同行者」
[00:00:40.760 --> 00:00:43.160]  我們先把時間交給林永祥弟兄
[00:00:43.160 --> 00:00:59.360]  (廣東話)
[00:00:59.360 --> 00:01:04.720]  今天的經訓是《路加福音》第十章25-37
[00:01:04.720 --> 00:01:06.120]  請聽我讀出
[00:01:06.120 --> 00:01:09.120]  《路加福音》第十章25節
[00:01:10.240 --> 00:01:40.160]  (廣東話)
[00:01:40.560 --> 00:01:43.360]  耶穌說:你回答的事
[00:01:43.360 --> 00:01:47.280]  你這樣行,就必得永生
[00:01:47.280 --> 00:01:50.680]  那人要顯明自己有理
[00:01:50.680 --> 00:01:55.680]  就對耶穌說:誰是我的鄰舍呢?
[00:01:55.680 --> 00:01:59.120]  耶穌回答說:有一個人
[00:01:59.120 --> 00:02:02.560]  從耶路撒冷夏耶利哥去
[00:02:02.560 --> 00:02:05.480]  落在強盜手中
[00:02:05.480 --> 00:02:08.680]  他們剝去他的衣裳
[00:02:09.280 --> 00:02:11.560]  把他打個半死
[00:02:11.560 --> 00:02:14.280]  就丟下他走了
[00:02:14.280 --> 00:02:19.680]  偶然有一個祭司從這條路下來
[00:02:19.680 --> 00:02:23.880]  看見他就從那邊過去了
[00:02:23.880 --> 00:02:28.360]  又有一個利美人來到這地
[00:02:28.360 --> 00:02:33.480]  看見他也照樣從那邊過去了
[00:02:33.480 --> 00:02:37.160]  唯有一個撒瑪利亞人
[00:02:37.680 --> 00:02:39.880]  行路來到那裡
[00:02:39.880 --> 00:02:43.760]  看見他就動了持心
[00:02:43.760 --> 00:02:48.960]  上前用油和酒倒在他的傷處
[00:02:48.960 --> 00:02:50.960]  包裹好了
[00:02:50.960 --> 00:02:54.360]  扶他騎上自己的身後
[00:02:54.360 --> 00:02:58.080]  帶到店裡去照應他
[00:02:58.080 --> 00:03:02.360]  第二天拿出二錢銀子來
[00:03:02.360 --> 00:03:07.480]  交給店主說:你且照應他
[00:03:07.960 --> 00:03:10.080]  此外所費用的
[00:03:10.080 --> 00:03:12.480]  我會來必還你
[00:03:12.480 --> 00:03:13.880]  你想
[00:03:13.880 --> 00:03:15.680]  這三個人
[00:03:15.680 --> 00:03:20.280]  哪一個是落在強盜手中的鄰舍呢?
[00:03:20.280 --> 00:03:23.680]  他說:是憐憫他的
[00:03:23.680 --> 00:03:27.680]  耶穌說:你去照樣行吧
[00:03:27.680 --> 00:03:29.680]  聖經獨筆
[00:03:29.680 --> 00:03:35.680]  (字幕:陳志全)
[00:03:35.680 --> 00:03:41.680]  (字幕:陳志全)
[00:03:41.680 --> 00:03:47.680]  (字幕:陳志全)
[00:03:48.080 --> 00:03:49.280]  頂主每早晨
[00:03:49.280 --> 00:03:53.880]  很感謝陳牧師的邀請
[00:03:53.880 --> 00:04:00.480]  和大家在今天主日的分享
[00:04:00.480 --> 00:04:06.480]  我也是在過去在浸信會侍奉
[00:04:06.480 --> 00:04:11.280]  不過在加拿大多倫多那邊
[00:04:11.280 --> 00:04:14.880]  今天和大家分享這一段經文
[00:04:14.880 --> 00:04:17.280]  耶穌說的比喻就是這樣
[00:04:18.280 --> 00:04:21.280]  祂面對民事發理賽人
[00:04:21.280 --> 00:04:24.680]  他們並不是同行者
[00:04:24.680 --> 00:04:30.280]  他們只不過是指手畫腳的人
[00:04:30.280 --> 00:04:32.280]  沒錯,大家都是信仰
[00:04:32.280 --> 00:04:37.080]  所以耶穌說:他們是將難擔的擔子
[00:04:37.080 --> 00:04:39.080]  放在人的身上
[00:04:39.080 --> 00:04:43.080]  但是他們是一個指頭都不動
[00:04:43.080 --> 00:04:45.080]  頂姐妹
[00:04:45.880 --> 00:04:48.680]  同行者是需要下水的
[00:04:48.680 --> 00:04:52.680]  在信仰上,今天我常常說
[00:04:52.680 --> 00:04:58.080]  基督徒在這個世代很少有屬靈的經驗
[00:04:58.080 --> 00:05:03.480]  很少有屬靈在每一天裏面的觸覺
[00:05:03.480 --> 00:05:10.880]  是因為我們在信仰上很少與神同行
[00:05:10.880 --> 00:05:15.680]  在信仰上更加少與人同行
[00:05:16.680 --> 00:05:22.480]  我們活在自己的圈子,活在自己的世界裏面
[00:05:22.480 --> 00:05:27.480]  和大家看看一段聖經
[00:05:27.480 --> 00:05:33.480]  耶穌所說的那個同行者
[00:05:33.480 --> 00:05:36.480]  他有兩方面
[00:05:39.680 --> 00:05:43.480]  同行者,我們最懷疑的
[00:05:43.480 --> 00:05:49.480]  就是用了一個很僵化的屬靈信仰
[00:05:49.480 --> 00:05:52.480]  以為很屬靈,但是僵化的
[00:05:52.480 --> 00:05:55.480]  沒有那種感受,沒有那種讓人看見
[00:05:55.480 --> 00:06:00.480]  當你與人接觸的時候,人們體會到那種真誠
[00:06:00.480 --> 00:06:03.480]  一種僵化的屬靈,僵化的信仰
[00:06:03.480 --> 00:06:06.480]  你接觸任何人,你都不能夠
[00:06:06.680 --> 00:06:10.480]  或者不會讓人看到你那種真誠
[00:06:10.480 --> 00:06:17.480]  人很容易的,當你與人接觸的時候
[00:06:17.480 --> 00:06:19.480]  你深感受到
[00:06:19.480 --> 00:06:27.480]  民事法理賽人,這些律法師是沒有的
[00:06:27.480 --> 00:06:35.480]  他們只不過是按照傳統,按照本質,按照責任去辦事
[00:06:36.480 --> 00:06:39.280]  但是耶穌說的這個比喻
[00:06:39.280 --> 00:06:42.280]  他就是要說出來一個真正的同行者
[00:06:42.280 --> 00:06:45.280]  是有著一個活潑屬靈的信仰
[00:06:45.280 --> 00:06:50.280]  你與人接觸的時候,你讓人感覺到那種生命的真誠
[00:06:50.280 --> 00:06:53.280]  你讓人感覺到,體會到,經歷到
[00:06:53.280 --> 00:06:59.280]  那種信仰的能力在裏面
[00:06:59.280 --> 00:07:02.280]  所以在這段經文
[00:07:02.280 --> 00:07:05.280]  我們可以看見的
[00:07:06.280 --> 00:07:12.080]  很多時候,教會裏面,這個世界上
[00:07:12.080 --> 00:07:15.080]  都是羊群的心態
[00:07:15.080 --> 00:07:17.080]  人怎樣做,我就怎樣做
[00:07:17.080 --> 00:07:22.080]  人這樣走,我就照大為這樣走
[00:07:22.080 --> 00:07:27.080]  所以耶穌曾經在福音書裏面說過
[00:07:27.080 --> 00:07:30.080]  他說闊的路很多人走
[00:07:30.080 --> 00:07:33.080]  窄的路很少
[00:07:33.280 --> 00:07:36.080]  因為當你走窄的路的時候
[00:07:36.080 --> 00:07:39.080]  你要去面對著群眾
[00:07:39.080 --> 00:07:42.080]  又或者面對著絕大多數的人這樣去做
[00:07:42.080 --> 00:07:44.080]  為何你不這樣做呢
[00:07:44.080 --> 00:07:50.080]  你要有理由,理據和理能去支持
[00:07:50.080 --> 00:07:58.080]  你要走窄路的心態和意志
[00:07:58.080 --> 00:08:02.080]  在這個時代很少了
[00:08:03.080 --> 00:08:05.880]  最舒服的是大家一起走
[00:08:05.880 --> 00:08:07.880]  大家一起走,不需要任何的解釋
[00:08:07.880 --> 00:08:09.880]  因為每個人都是這樣
[00:08:09.880 --> 00:08:15.880]  當時在這段經文裏面
[00:08:15.880 --> 00:08:17.880]  我們可以看見
[00:08:17.880 --> 00:08:23.880]  比喻的基礎出現
[00:08:23.880 --> 00:08:29.880]  是因為有一個律法師起來要試探耶穌
[00:08:30.080 --> 00:08:34.880]  可能那個版本不同了,字就不齊了
[00:08:34.880 --> 00:08:42.880]  還有,在比喻裏面有一個主角
[00:08:42.880 --> 00:08:44.880]  有一個人
[00:08:44.880 --> 00:08:48.880]  耶穌著意沒有說任何人
[00:08:48.880 --> 00:08:50.880]  有一個人
[00:08:50.880 --> 00:08:52.880]  但是大家留意
[00:08:52.880 --> 00:08:54.880]  在聖經裏面所說的比喻
[00:08:54.880 --> 00:08:58.880]  不是一種抽象虛構的故事
[00:08:59.080 --> 00:09:05.880]  又或者是無端端想出來的
[00:09:05.880 --> 00:09:06.880]  不是
[00:09:06.880 --> 00:09:10.880]  聖經裏面所說的比喻
[00:09:10.880 --> 00:09:13.880]  是一個在現實的環境
[00:09:13.880 --> 00:09:16.880]  當時的人
[00:09:16.880 --> 00:09:21.880]  可以在實際生活裏面體驗到的
[00:09:21.880 --> 00:09:25.880]  所以在比喻裏面
[00:09:26.080 --> 00:09:32.880]  耶穌是將當時的一個景象抽出來
[00:09:32.880 --> 00:09:36.880]  然後就和這個律法師講
[00:09:36.880 --> 00:09:40.880]  除了這個人之外
[00:09:40.880 --> 00:09:43.880]  還有強盜
[00:09:43.880 --> 00:09:46.880]  真的有強盜
[00:09:46.880 --> 00:09:49.880]  為什麼有這麼多強盜在這裏呢?
[00:09:49.880 --> 00:09:53.880]  一會兒我會和大家看這段經文再解釋
[00:09:55.080 --> 00:09:58.880]  有祭司有利未人
[00:09:58.880 --> 00:10:01.880]  還有撒瑪尼亞人
[00:10:01.880 --> 00:10:04.880]  大家看得辛苦一點
[00:10:04.880 --> 00:10:06.880]  但是不要緊
[00:10:06.880 --> 00:10:12.880]  引發這個比喻的
[00:10:12.880 --> 00:10:17.880]  就是最後這個律法師問耶穌一個問題
[00:10:17.880 --> 00:10:20.880]  誰是我的鄰舍?
[00:10:20.880 --> 00:10:22.880]  深入一點和大家看看
[00:10:23.080 --> 00:10:24.880]  這個同行者
[00:10:24.880 --> 00:10:26.880]  耶穌在說什麼?
[00:10:26.880 --> 00:10:33.880]  一個同行者如果他單是有信仰
[00:10:33.880 --> 00:10:36.880]  但是這個信仰是沒有經過
[00:10:36.880 --> 00:10:40.880]  真的投入那種熱誠
[00:10:40.880 --> 00:10:43.880]  深思為別人著想的
[00:10:43.880 --> 00:10:45.880]  一個這樣的信仰
[00:10:45.880 --> 00:10:47.880]  你並不是同行者
[00:10:47.880 --> 00:10:51.880]  你只不過好像文氏、法利、賽人那樣
[00:10:52.080 --> 00:10:53.880]  一套的東西加進去
[00:10:53.880 --> 00:10:56.880]  難怪有很多人不信耶穌
[00:10:56.880 --> 00:10:59.880]  就是因為我信了耶穌有很多規矩
[00:10:59.880 --> 00:11:03.880]  我信了耶穌有很多東西是不行的
[00:11:03.880 --> 00:11:08.880]  我們很容易被人看見信耶穌就是這樣
[00:11:08.880 --> 00:11:13.880]  信耶穌
[00:11:13.880 --> 00:11:17.880]  如果我們能夠被人
[00:11:18.080 --> 00:11:22.880]  親身心底裏體會、經歷到
[00:11:22.880 --> 00:11:25.880]  那種人性
[00:11:25.880 --> 00:11:31.880]  和那種在耶穌基督裏願意的付出
[00:11:31.880 --> 00:11:35.880]  他不會感受到這是僵化
[00:11:35.880 --> 00:11:39.880]  不會感受到這是一套規矩
[00:11:39.880 --> 00:11:43.880]  有一個律法師
[00:11:43.880 --> 00:11:47.880]  當時在耶路撒冷裏
[00:11:47.880 --> 00:11:51.680]  有六千個律法師、六千個拉比
[00:11:51.680 --> 00:11:55.680]  這些律法師、拉比
[00:11:55.680 --> 00:11:57.680]  我們可以了解到
