
[00:00:00.000 --> 00:00:07.000]  今天宣讀的經文是記載在《新約聖經》
[00:00:07.000 --> 00:00:11.000]  《路加福音》十七章
[00:00:11.000 --> 00:00:15.000]  十一至十九節
[00:00:15.000 --> 00:00:17.000]  這裡記載
[00:00:17.000 --> 00:00:21.000]  耶穌往耶路撒冷去
[00:00:21.000 --> 00:00:24.000]  經過撒瑪利亞和加利利
[00:00:24.000 --> 00:00:27.000]  進入一個村子
[00:00:27.000 --> 00:00:30.000]  有十個長大麻風的
[00:00:30.000 --> 00:00:32.000]  迎面而來
[00:00:32.000 --> 00:00:35.000]  遠遠的站著
[00:00:35.000 --> 00:00:42.000]  高聲說:耶穌夫子可憐我們吧
[00:00:42.000 --> 00:00:46.000]  耶穌看見就對他們說
[00:00:46.000 --> 00:00:51.000]  你們去把身體給祭司擦汗
[00:00:51.000 --> 00:00:55.000]  他們去的時候就潔淨了
[00:00:55.000 --> 00:01:01.000]  內中有一個見自己已經好了
[00:01:01.000 --> 00:01:05.000]  就回來大聲歸榮耀與神
[00:01:05.000 --> 00:01:11.000]  又俯伏在耶穌腳前感謝他
[00:01:11.000 --> 00:01:14.000]  這人是撒瑪利亞人
[00:01:14.000 --> 00:01:21.000]  耶穌說:潔淨了的不是十個人嗎
[00:01:21.000 --> 00:01:24.000]  那九個在哪裡呢
[00:01:24.000 --> 00:01:27.000]  除了這外族人
[00:01:27.000 --> 00:01:32.000]  再沒有別人回來歸榮耀與神嗎
[00:01:32.000 --> 00:01:36.000]  就對那人說:起來,走吧
[00:01:36.000 --> 00:01:43.000]  你的信救了你了
[00:01:43.000 --> 00:01:51.000]  今天我們很高興有羅傑瑩博士
[00:01:51.000 --> 00:01:53.000]  在我們當中正在講神的話語
[00:01:53.000 --> 00:01:56.000]  她今天講的是「救恩的距離」
[00:01:56.000 --> 00:02:01.000]  羅博士是浸信會神學院的助理教授
[00:02:01.000 --> 00:02:04.000]  也是我們的義務同工
[00:02:04.000 --> 00:02:08.000]  她協助我們星期六的黃昏崇拜
[00:02:08.000 --> 00:02:11.000]  我們恭敬將現在時間交給羅博士
[00:02:11.000 --> 00:02:20.000]  各位皇室弟兄姊妹主內平安
[00:02:20.000 --> 00:02:24.000]  很感恩能夠和大家一同
[00:02:24.000 --> 00:02:28.000]  在領主餐前分享上帝的恩賢
[00:02:28.000 --> 00:02:30.000]  我們也和身邊的弟兄姊妹說
[00:02:30.000 --> 00:02:32.000]  主的平安願你同在
[00:02:32.000 --> 00:02:41.000]  「Hallelujah」是什麼意思呢
[00:02:41.000 --> 00:02:43.000]  不是四字詞語
[00:02:43.000 --> 00:02:46.000]  但我們經常在教會
[00:02:46.000 --> 00:02:51.000]  第一首詩歌大家都唱得很賣力
[00:02:51.000 --> 00:02:59.000]  在舊約聖經裡有很多不同的讚美詩
[00:02:59.000 --> 00:03:05.000]  當我們再看今天的經文
[00:03:05.000 --> 00:03:07.000]  也是講感恩
[00:03:07.000 --> 00:03:11.000]  多數十一月在北美有感恩節
[00:03:11.000 --> 00:03:14.000]  我們都知道感恩很重要
[00:03:14.000 --> 00:03:18.000]  但面對一位什麼都有的
[00:03:18.000 --> 00:03:21.000]  可能你心目中也有一個朋友
[00:03:21.000 --> 00:03:22.000]  想送些東西給他
[00:03:22.000 --> 00:03:23.000]  他什麼都有
[00:03:23.000 --> 00:03:26.000]  那你要送什麼給他呢
[00:03:26.000 --> 00:03:29.000]  而我們今天的經文看到
[00:03:29.000 --> 00:03:34.000]  耶穌很欣賞這位愛邦的撒瑪利亞人
[00:03:34.000 --> 00:03:37.000]  因為他心被恩感之後
[00:03:37.000 --> 00:03:39.000]  回去敬拜他
[00:03:39.000 --> 00:03:41.000]  將榮耀歸給上帝
[00:03:41.000 --> 00:03:42.000]  天父也是這樣
[00:03:42.000 --> 00:03:45.000]  雖然他擁有萬有
[00:03:45.000 --> 00:03:49.000]  他也明白我們一切
[00:03:49.000 --> 00:03:50.000]  不論是需要
[00:03:50.000 --> 00:03:56.000]  或是我們未做的事情
[00:03:56.000 --> 00:04:01.000]  或是在很多困惑裡都有答案
[00:04:01.000 --> 00:04:05.000]  但天父就是欣賞每一個屬他的兒女
[00:04:05.000 --> 00:04:08.000]  回到他身邊去感謝他
[00:04:08.000 --> 00:04:10.000]  將這份喜悅
[00:04:10.000 --> 00:04:13.000]  不單是透過咀唇
[00:04:13.000 --> 00:04:17.000]  也是透過我們行動去敬拜他
[00:04:17.000 --> 00:04:22.000]  所以「阿彌陀佛」不是單單四字詞語
[00:04:22.000 --> 00:04:25.000]  而是不論在什麼環境中
[00:04:25.000 --> 00:04:28.000]  我們都要讚美耶和華
[00:04:28.000 --> 00:04:30.000]  因為他配得
[00:04:30.000 --> 00:04:35.000]  聖經詩篇成書的日期超過一千年
[00:04:35.000 --> 00:04:38.000]  不是當所有事情都很好的時候
[00:04:38.000 --> 00:04:40.000]  我們才讚美
[00:04:40.000 --> 00:04:43.000]  包括詩篇二十三篇都有不同的死刃憂谷
[00:04:43.000 --> 00:04:48.000]  甚至詩篇裡有不同的哀歌
[00:04:48.000 --> 00:04:52.000]  但這些都不能難阻我們
[00:04:52.000 --> 00:04:56.000]  不去彼此對唱「阿彌陀佛」
[00:04:56.000 --> 00:04:57.000]  即使在秘魯
[00:04:57.000 --> 00:05:01.000]  甚至活得不像人的境況中
[00:05:01.000 --> 00:05:03.000]  「阿彌陀佛」提醒我們
[00:05:03.000 --> 00:05:05.000]  呼籲我們的心
[00:05:05.000 --> 00:05:07.000]  要稱頌耶和華
[00:05:07.000 --> 00:05:10.000]  不要忘記他的一切恩惠
[00:05:10.000 --> 00:05:13.000]  但有什麼難阻我們?
[00:05:13.000 --> 00:05:16.000]  甚至在教會中
[00:05:16.000 --> 00:05:19.000]  不少弟兄姊妹可能本身有回來
[00:05:19.000 --> 00:05:21.000]  之後不見了
[00:05:21.000 --> 00:05:24.000]  有什麼能奪走他的「阿彌陀佛」呢?
[00:05:24.000 --> 00:05:28.000]  其中一個就是病痛或病患
[00:05:28.000 --> 00:05:32.000]  在存意的當下或等待的過程中
[00:05:32.000 --> 00:05:34.000]  作為一個受傷的人
[00:05:34.000 --> 00:05:37.000]  或曾經受傷的醫治者
[00:05:37.000 --> 00:05:43.000]  我們如何繼續將心理恩感的訊息
[00:05:43.000 --> 00:05:47.000]  透過生命去表達呢?
[00:05:47.000 --> 00:05:49.000]  當耶穌最後一句說
[00:05:49.000 --> 00:05:51.000]  「你的信救了你」
[00:05:51.000 --> 00:05:54.000]  我們是否真的有信心
[00:05:54.000 --> 00:05:58.000]  亦有這種傳言已靠之後的行動
[00:05:58.000 --> 00:06:02.000]  敬拜的行動去回應主的恩典呢?
[00:06:02.000 --> 00:06:05.000]  最近我去浸會醫院
[00:06:05.000 --> 00:06:12.000]  在牛頭角有一個新的專科門診
[00:06:12.000 --> 00:06:16.000]  護士長打開一個盒子
[00:06:16.000 --> 00:06:19.000]  裡面有不同類型的貼紙
[00:06:19.000 --> 00:06:25.000]  有一個由我去到那一刻開始
[00:06:25.000 --> 00:06:27.000]  我從未停過的小朋友
[00:06:27.000 --> 00:06:29.000]  眼睛發光
[00:06:29.000 --> 00:06:31.000]  根本很難選擇是哪一個
[00:06:31.000 --> 00:06:35.000]  但護士長說「你要說什麼」
[00:06:35.000 --> 00:06:38.000]  「你不說我不會給你的」
[00:06:38.000 --> 00:06:42.000]  爸爸在旁邊說「你要跟他說什麼」
[00:06:42.000 --> 00:06:46.000]  「姑娘送貼紙給你」
[00:06:46.000 --> 00:06:48.000]  他也掙扎了很久
[00:06:48.000 --> 00:06:50.000]  但實在太漂亮了
[00:06:50.000 --> 00:06:51.000]  我都想選擇
[00:06:51.000 --> 00:06:52.000]  整盒子那麼多
[00:06:52.000 --> 00:06:54.000]  護士長說「我有很多的」
[00:06:54.000 --> 00:06:57.000]  「但你不說我不給你的」
[00:06:57.000 --> 00:07:01.000]  他就很小聲說「多謝」
[00:07:01.000 --> 00:07:03.000]  之後就選了他最喜歡的
[00:07:03.000 --> 00:07:06.000]  「Hello Kitty」的貼紙
[00:07:06.000 --> 00:07:08.000]  而且是立體的
[00:07:08.000 --> 00:07:10.000]  可以按壓
[00:07:10.000 --> 00:07:13.000]  我們在教會裡
[00:07:13.000 --> 00:07:14.000]  在天國裡
[00:07:14.000 --> 00:07:17.000]  都像這個小朋友一樣
[00:07:17.000 --> 00:07:21.000]  需要學和上帝說「多謝」
[00:07:21.000 --> 00:07:23.000]  好像剛才年輕人
[00:07:23.000 --> 00:07:26.000]  第一句詩歌都很震撼
[00:07:26.000 --> 00:07:27.000]  「主啊我愛祢」
[00:07:27.000 --> 00:07:29.000]  「I love you Lord」
[00:07:29.000 --> 00:07:33.000]  我們多久沒有跟天父說
[00:07:33.000 --> 00:07:35.000]  「我愛祢」呢?
[00:07:35.000 --> 00:07:39.000]  我們多久沒有試過由衷地感恩
[00:07:39.000 --> 00:07:41.000]  去讚美他
[00:07:41.000 --> 00:07:43.000]  讚美這位天父
[00:07:43.000 --> 00:07:46.000]  因為他不單是拯救萬人
[00:07:46.000 --> 00:07:48.000]  他拯救我
[00:07:48.000 --> 00:07:51.000]  所以當我們反思我們的生活
[00:07:51.000 --> 00:07:52.000]  我們的敬拜
[00:07:52.000 --> 00:07:56.000]  敬拜這個字原文是「俯伏」的意思
[00:07:56.000 --> 00:08:03.000]  就是剛才這十個都被治癒的大麻瘋人
[00:08:03.000 --> 00:08:05.000]  其中一位
[00:08:05.000 --> 00:08:06.000]  他做的動作
[00:08:06.000 --> 00:08:09.000]  俯伏在耶穌的跟前
[00:08:09.000 --> 00:08:11.000]  今天是主餐主日
[00:08:11.000 --> 00:08:15.000]  我們都有一個片刻
[00:08:15.000 --> 00:08:16.000]  在聖靈裡
[00:08:16.000 --> 00:08:18.000]  一同安靜禱告
[00:08:18.000 --> 00:08:21.000]  求聖靈幫助我們
[00:08:21.000 --> 00:08:22.000]  打開我們的心
[00:08:22.000 --> 00:08:26.000]  願意在一切的
[00:08:26.000 --> 00:08:29.000]  可能每一天都是這樣
[00:08:29.000 --> 00:08:30.000]  或者是
[00:08:30.000 --> 00:08:33.000]  可能大家都帶著不同的病痛
[00:08:33.000 --> 00:08:36.000]  或者是需要長照
[00:08:36.000 --> 00:08:40.000]  即是長期照顧家裡不同的人
[00:08:40.000 --> 00:08:45.000]  我們都先去求聖靈幫助我們
[00:08:45.000 --> 00:08:47.000]  去領受祂的恩賢
[00:08:47.000 --> 00:08:49.000]  我們一同禱告
[00:08:49.000 --> 00:08:53.000]  天父爸爸
[00:08:53.000 --> 00:08:54.000]  多謝你
[00:08:54.000 --> 00:08:59.000]  多謝你帶領我們來到你的殿中
[00:08:59.000 --> 00:09:02.000]  求你藉著聖靈
[00:09:02.000 --> 00:09:04.000]  讓我們明白真理
[00:09:04.000 --> 00:09:07.000]  雖然感恩
[00:09:07.000 --> 00:09:13.000]  關於大麻瘋醫好的故事
[00:09:13.000 --> 00:09:15.000]  我們聽過很多次
[00:09:15.000 --> 00:09:18.000]  求聖靈你此刻開開我們的心
[00:09:18.000 --> 00:09:21.000]  再次的能夠
[00:09:21.000 --> 00:09:23.000]  心被恩感
[00:09:23.000 --> 00:09:25.000]  去歌頌就是你
[00:09:25.000 --> 00:09:28.000]  由願我口中的言語
[00:09:28.000 --> 00:09:30.000]  眾弟兄姊妹的心懷意念
[00:09:30.000 --> 00:09:32.000]  在你面前蒙月立
[00:09:32.000 --> 00:09:35.000]  禱告奉主耶穌基督得聖的名球
[00:09:35.000 --> 00:09:36.000]  Amen
[00:09:36.000 --> 00:09:40.000]  上回我來大家中間
[00:09:40.000 --> 00:09:44.000]  分享同一處
[00:09:44.000 --> 00:09:48.000]  耶穌要離開猶太
[00:09:48.000 --> 00:09:52.000]  因為當時斯贈約翰被下在監獄
[00:09:52.000 --> 00:09:55.000]  他想回到加利利
[00:09:55.000 --> 00:09:57.000]  到那裡傳道
[00:09:57.000 --> 00:09:59.000]  但經文很特別
[00:09:59.000 --> 00:10:02.000]  就是他必須要經過撒瑪利亞
[00:10:02.000 --> 00:10:04.000]  其實一個敬虔的猶太人
[00:10:04.000 --> 00:10:06.000]  會選擇繞過去
[00:10:06.000 --> 00:10:08.000]  不經過撒瑪利亞
[00:10:08.000 --> 00:10:10.000]  認為這個地方不潔淨
[00:10:10.000 --> 00:10:15.000]  甚至現在你搜尋撒瑪利亞
[00:10:15.000 --> 00:10:18.000]  都是一個廢墟的城市
[00:10:18.000 --> 00:10:20.000]  但我們今天再看
