
[00:00:00.000 --> 00:00:22.000]  《新約聖經》三百五十頁 啟示錄二章一至七節
[00:00:22.000 --> 00:00:36.000]  你們要寫信給已不所教會的使者說,那右手拿著七星,在七個金燈台中間行走的,說:
[00:00:36.000 --> 00:00:51.000]  我知道你的行為牢固忍耐,也知道你不能容忍惡人,你也曾試驗那自稱為使徒卻不是使徒的。
[00:00:51.000 --> 00:01:01.000]  看出他們是假的來,你也能忍耐曾為我的名奴苦,並不罰捐。
[00:01:01.000 --> 00:01:08.000]  然而,有一件事我要責備你,就是你把起初的愛心離棄了,
[00:01:08.000 --> 00:01:19.000]  所以,應當回想你是從那裡墜落的,並要悔改,行起初所行的事。
[00:01:19.000 --> 00:01:27.000]  你若不悔改,我就臨到你那裡,把你的燈台從原處拿去。
[00:01:27.000 --> 00:01:39.000]  然而,你還是有一件可取的事,就是你恨惡尼哥拉一黨的行為,這也是我所憎惡的。
[00:01:39.000 --> 00:01:46.000]  聖靈向宗教會所講說的說話,凡有異的,就應當聽。
[00:01:46.000 --> 00:01:53.000]  得聖的,我必將神樂園中生命樹的果子賜給他人。
[00:02:02.000 --> 00:02:19.000]  弟兄姊妹平安,我們從十月份開始,教會最後一個季度,我們用啟示錄的七個書卷貫穿成為了我們最後一季,我們一起領受上帝話語的一個講道系列。
[00:02:19.000 --> 00:02:27.000]  在我講這一個書卷之前,有一個人生片段,嚴格上來說不是我的人生片段,而是我太太的人生片段。
[00:02:27.000 --> 00:02:40.000]  早一段日子,街市賣菜很潮的,有個DJ在那裡叫,不知道大家有沒有去過,很型的。
[00:02:40.000 --> 00:02:54.000]  其中我太太和一個朋友在那些很潮的街市裡面,在街市裡面有菜心,寫著多少錢,旁邊加了幾個字,就是有初戀感覺的菜心。
[00:02:54.000 --> 00:02:59.000]  真的這樣寫的,就是多少錢一斤之外,就要有初戀的感覺。
[00:02:59.000 --> 00:03:03.000]  我太太和她的朋友看完,覺得很有趣,有初戀的感覺。
[00:03:03.000 --> 00:03:14.000]  賣菜的那個DJ就看到有興趣了,我太太和她的朋友,就說試試吧,太太,買回去,吃完之後,保證你會恢復那種初戀的感覺。
[00:03:14.000 --> 00:03:21.000]  我太太被推銷了,然後再買一斤,買夠兩斤,平時買一斤而已。
[00:03:21.000 --> 00:03:34.000]  晚上我吃的時候,一邊吃菜心,我太太就問,有什麼味道呢?菜心就是菜心味,都是那樣東西。
[00:03:34.000 --> 00:03:43.000]  我問她,你吃不出有初戀的感覺嗎?我說,初戀的感覺?怎樣吃我都吃不到。
[00:03:43.000 --> 00:03:53.000]  我太太就說,不是啊,一邊吃的時候,我的子女就一邊吃,一邊笑,菜心也有初戀的感覺。
[00:03:53.000 --> 00:03:59.000]  其實這個銷售技巧是很高的,因為每個人的初戀味道都不同。
[00:03:59.000 --> 00:04:08.000]  總之你把你的感覺吃進去,那就是初戀感覺的菜心。不過對我來說,那個都是纖維質,都是菜心。
[00:04:08.000 --> 00:04:16.000]  不過今天我們說的這段經文不是回復大家初戀的感覺,不過有一個字眼是重要的。
[00:04:16.000 --> 00:04:27.000]  在剛才我們所讀的經文裡面,在啟示錄裡面,那個起初的愛,它的原文所寫的叫做first love,類似我們今天所說的初戀。
[00:04:27.000 --> 00:04:36.000]  這個初戀不是說人與人的那種愛情生活,令人尷尬又回味的那種感覺。
[00:04:36.000 --> 00:04:44.000]  這個是直指整個教會,他們生命裡面缺乏了的一種生命素質。
[00:04:44.000 --> 00:05:00.000]  今天藉著這一段經文,希望我們不單止知道在主後的時候,特別是在耳筆鎖教會,身處一個面對著很多外邦宗教衝擊的社會裡面,知道一些文化歷史。
[00:05:00.000 --> 00:05:10.000]  我們更加重要的就是藉著我們讀耳筆鎖,就是耶穌基督對他說話的這個教會,同樣都給我們今天有提醒。
[00:05:10.000 --> 00:05:19.000]  今天我們會不會帶著上帝的愛,繼續活著我們的信仰,也將上帝的道帶到這個世界當中。
[00:05:19.000 --> 00:05:24.000]  我們在這個時間很需要上帝幫助我們,我們先求上帝幫助同心祈禱。
[00:05:24.000 --> 00:05:31.000]  求主你在我們當中帶領,讓我們一起領受你話語的時候,對我們每一個內心說話。
[00:05:31.000 --> 00:05:40.000]  我們祈求你,你親自臨隔在我們當中,藉著你的話語,對我們這個世代發出最重要的呼聲。
[00:05:40.000 --> 00:05:50.000]  願主你在此時此刻幫助宣講的講得清楚,幫助聆聽的每位弟兄姊妹,他們不單止明白,也在生活裡面實踐你對我們的教導。
[00:05:50.000 --> 00:05:55.000]  我們下來的時間,願主你賜福、大靈,獻上禱告奉基督耶穌得勝的聖名。
[00:05:55.000 --> 00:06:11.000]  我們一起看看啟示錄,當很多弟兄姊妹一看啟示錄的時候,很多時候都會被那些荷里活電影,或者坊間裡面講得很神秘的一些YouTube channel等等,就會吸引了我們的眼球。
[00:06:11.000 --> 00:06:21.000]  坊間裡面很多人讀啟示錄會用一個方法,就是將現代的現象讀進去啟示錄裡面。
[00:06:21.000 --> 00:06:38.000]  例如有一些象徵,他用了一些飛機大炮,或者有不同的那些意象,就是在講現在這個科技很恐怖了,讀進去啟示錄,我們就覺得啟示錄所啟示的末世就越來越近了。
[00:06:38.000 --> 00:06:55.000]  我們不能夠否定末世越來越近,這是一個正常現象,耶穌來的日子我們沒有辦法知道,而且他會越來越近,因為隨著時間的流動,我們基本上是等待主再回來的日子。
[00:06:55.000 --> 00:07:22.000]  但是我們很難將現實生活的現象讀進去,反而比較恰當的讀法,我們是將舊約裡面有一些意象,或者舊約裡面怎樣用過的字眼,或者有一些色經的重要內容,對當代可能是很有意思的,我們就要將這一層讀進去啟示錄裡面。
[00:07:22.000 --> 00:07:38.000]  第二件事就是啟示錄有很多象徵的言辭,待會你會讀到的,那些象徵的表達,我們最好就看上文下理,看整本聖經裡面有什麼內容是這樣說。
[00:07:38.000 --> 00:07:58.000]  當我們用聖經的處境,用當代的歷史文化去看的時候,可能跟我們今天去看啟示錄很神秘,飛機大炮那些東西,可能有一個截然不同的訊息,啟示錄的訊息其實很落地的,我們一起看。
