
[00:00:00.000 --> 00:00:08.000]  今天選讀的經訓是記載馬可福音6章14-29節新約聖經第55頁
[00:00:08.000 --> 00:00:13.000]  是講述施震約翰的死 是他付代價的死
[00:00:13.000 --> 00:00:21.000]  耶穌的名聲傳揚出來 希律王聽見了就說
[00:00:21.000 --> 00:00:29.000]  施震迫約翰從死裡復活了 所以這些義能由他裡面發出來
[00:00:29.000 --> 00:00:37.000]  但別人說:是以利亞!又有人說:是先知正像先知中的一位
[00:00:37.000 --> 00:00:44.000]  希律聽見卻說:是我所斬的約翰 他復活了
[00:00:44.000 --> 00:00:54.000]  先是希律為他兄弟肥力的妻子希羅底的緣故 差人去拿住約翰所在艱雷
[00:00:54.000 --> 00:01:00.000]  因為希律已經娶了那婦人 約翰曾對希律說:
[00:01:00.000 --> 00:01:04.000]  你娶你兄弟的妻子是不合理的
[00:01:04.000 --> 00:01:11.000]  於是希羅底懷恨他 想要殺他 只是不能
[00:01:11.000 --> 00:01:19.000]  因為希律知道約翰是義人 是聖人 所以敬畏他 保護他
[00:01:19.000 --> 00:01:26.000]  聽他講論 受多召著行 並且樂意聽他
[00:01:26.000 --> 00:01:32.000]  有一天 恰巧是希律的生日 希律擺設筵席
[00:01:32.000 --> 00:01:38.000]  請了大臣和千夫長 並加莉莉作首領的
[00:01:38.000 --> 00:01:45.000]  希羅底的女兒進來跳舞 使希律和同席的人都歡喜
[00:01:45.000 --> 00:01:51.000]  皇就對女子說:你隨意向我求什麼 我必給你
[00:01:51.000 --> 00:01:56.000]  又對她喜誓說:隨你向我求什麼
[00:01:56.000 --> 00:02:00.000]  就算我國的一半 我也必給你
[00:02:00.000 --> 00:02:05.000]  她就出去對她母親說:我可以求什麼呢
[00:02:05.000 --> 00:02:09.000]  她母親說:施朕約翰的頭
[00:02:09.000 --> 00:02:13.000]  她就急忙進去見皇 求他說:
[00:02:13.000 --> 00:02:20.000]  我願皇立時把施朕約翰的頭 放在盤子裡給我
[00:02:20.000 --> 00:02:29.000]  皇就甚憂愁 因他所起的誓 又因同席的人就不肯推辭
[00:02:29.000 --> 00:02:34.000]  隨即差一個護衛兵 吩咐拿約翰的頭來
[00:02:34.000 --> 00:02:42.000]  護衛兵就去 在監裡斬了約翰 把頭放在盤子裡
[00:02:42.000 --> 00:02:47.000]  拿來給女子 女子就給他母親
[00:02:47.000 --> 00:02:55.000]  約翰的門徒聽見了 就來把他的屍首拿去 葬在墳墓裡
[00:02:55.000 --> 00:03:10.000]  (大型節目平安)
[00:03:10.000 --> 00:03:13.000]  我們今天平安回到當中
[00:03:13.000 --> 00:03:16.000]  當我預備訊息的時候 我也很怕會有極端天氣
[00:03:16.000 --> 00:03:19.000]  令大家不能回來當中一起敬拜
[00:03:19.000 --> 00:03:25.000]  但今天天氣也很好 回來當中一起相聚
[00:03:25.000 --> 00:03:28.000]  把這份榮耀頌讚歸給天父
[00:03:28.000 --> 00:03:35.000]  我們這個星期承接上星期陳牧師開始了下半年的港道系列
[00:03:35.000 --> 00:03:42.000]  就是當耶穌差派他的門徒開始傳道的時候
[00:03:42.000 --> 00:03:46.000]  開始準備他們和實踐門徒訓練
[00:03:46.000 --> 00:03:51.000]  如何在繼續承接耶穌的工作中準備他們
[00:03:51.000 --> 00:03:57.000]  以致讓他們在新的心靈有一個充分的預備開始
[00:03:57.000 --> 00:04:01.000]  上星期陳牧師講的內容是第六章開始
[00:04:01.000 --> 00:04:06.000]  一開始的時候 講耶穌在家鄉傳道 但受鄙視
[00:04:06.000 --> 00:04:09.000]  人們說「我都知道你是誰」 「你的家人我都知道是誰」
[00:04:09.000 --> 00:04:14.000]  所以在家鄉所傳福音的工作不太順暢
[00:04:14.000 --> 00:04:19.000]  同時 耶穌也差派了十二個門徒出去傳道
[00:04:19.000 --> 00:04:23.000]  去講福音的訊息 去醫治 去趕鬼
[00:04:23.000 --> 00:04:28.000]  同樣也教導他們不要為自己預備太多
[00:04:28.000 --> 00:04:32.000]  因為一方面要準備被人接待
[00:04:32.000 --> 00:04:34.000]  第二方面就像上星期的講題一樣
[00:04:34.000 --> 00:04:36.000]  也要學習被拒絕
[00:04:36.000 --> 00:04:39.000]  因著福音的緣故 因著上帝的緣故
[00:04:39.000 --> 00:04:40.000]  可能也會被拒絕
[00:04:40.000 --> 00:04:43.000]  這就是上星期的內容
[00:04:43.000 --> 00:04:46.000]  而當他們出去傳道後 結果是怎樣呢?
[00:04:46.000 --> 00:04:50.000]  就是今天六章十四節前一點
[00:04:50.000 --> 00:04:52.000]  六章十二節說什麼呢?
[00:04:52.000 --> 00:04:54.000]  門徒就出去傳道 叫人悔改
[00:04:54.000 --> 00:04:56.000]  又趕了很多鬼出去
[00:04:56.000 --> 00:05:00.000]  用油抹了很多的病人 醫好了他們
[00:05:00.000 --> 00:05:04.000]  這就是接著上星期的內容
[00:05:04.000 --> 00:05:07.000]  發現這些門徒出去傳道的時候很有果效
[00:05:07.000 --> 00:05:11.000]  真的奉主的名去做了很多不同的事
[00:05:11.000 --> 00:05:14.000]  好像很成功地經歷了回來
[00:05:14.000 --> 00:05:19.000]  事實上應該第十三節就直接跳到第三十節
[00:05:19.000 --> 00:05:21.000]  如果你有聖經可以打開看
[00:05:21.000 --> 00:05:22.000]  三十節就是說什麼呢?
[00:05:22.000 --> 00:05:24.000]  使徒聚集在耶穌那裡
[00:05:24.000 --> 00:05:28.000]  將一切所做的事 所傳的道都告訴他
[00:05:28.000 --> 00:05:30.000]  因為這個段落就是直接說
[00:05:30.000 --> 00:05:33.000]  當他出去之後 做了很多神蹟 趕鬼
[00:05:33.000 --> 00:05:36.000]  然後就回到耶穌那裡述職
[00:05:36.000 --> 00:05:38.000]  告訴他 發生了這些事
[00:05:38.000 --> 00:05:41.000]  於是十二節到三十節
[00:05:41.000 --> 00:05:44.000]  其實不是很應該說今天說的內容
[00:05:44.000 --> 00:05:47.000]  施浸若汗 被人砍這個結局
[00:05:47.000 --> 00:05:48.000]  應該說什麼呢?
[00:05:48.000 --> 00:05:51.000]  就是說這段時間門徒出去
[00:05:51.000 --> 00:05:53.000]  做了什麼特別的事呢?
[00:05:53.000 --> 00:05:55.000]  有什麼神蹟很值得記述下來的?
[00:05:55.000 --> 00:05:58.000]  又或者有什麼事在裡面說了
[00:05:58.000 --> 00:06:01.000]  這群門徒經歷了什麼呢?
[00:06:01.000 --> 00:06:02.000]  又或者可能不說門徒了
[00:06:02.000 --> 00:06:03.000]  至少也說一下耶穌
[00:06:03.000 --> 00:06:06.000]  耶穌你把十二個門徒踹了出去
[00:06:06.000 --> 00:06:07.000]  那你不用做嗎?
[00:06:07.000 --> 00:06:09.000]  你只是叫了人出去就算了
[00:06:09.000 --> 00:06:11.000]  那你自己那段時間做了什麼呢?
[00:06:11.000 --> 00:06:14.000]  可能其實如果我們正路地想
[00:06:14.000 --> 00:06:16.000]  如果一個故事去講述的時候
[00:06:16.000 --> 00:06:20.000]  十二到三十節應該是說這些內容
[00:06:20.000 --> 00:06:24.000]  但似乎為什麼突然間說了另一些的東西呢?
[00:06:24.000 --> 00:06:27.000]  加插下去的意思是想說什麼呢?
[00:06:27.000 --> 00:06:29.000]  相信這個不是不小心的
[00:06:29.000 --> 00:06:31.000]  馬可寫馬可福音的時候
[00:06:31.000 --> 00:06:33.000]  不會把一些東西堆在一起
[00:06:33.000 --> 00:06:35.000]  就像我們小學那樣
[00:06:35.000 --> 00:06:37.000]  把一些有關的東西放在一起
[00:06:37.000 --> 00:06:38.000]  然後就交功課了
[00:06:38.000 --> 00:06:40.000]  馬可一定不是這樣
[00:06:40.000 --> 00:06:42.000]  所以他放這個段落下來
[00:06:42.000 --> 00:06:44.000]  一定有些東西想表達
[00:06:44.000 --> 00:06:48.000]  當你看回整個內容那種感覺的時候
[00:06:48.000 --> 00:06:50.000]  馬可好像想表達一件事
[00:06:50.000 --> 00:06:55.000]  就是說當這十二個門徒出去傳福音
[00:06:55.000 --> 00:06:57.000]  我們要小心
[00:06:57.000 --> 00:07:00.000]  不要以為已經是得勝了
[00:07:00.000 --> 00:07:01.000]  已經很順利了
[00:07:01.000 --> 00:07:05.000]  或者一切都好像童話故事一樣
[00:07:05.000 --> 00:07:07.000]  王子和公主就美滿生活下去
[00:07:07.000 --> 00:07:09.000]  很開心了
[00:07:09.000 --> 00:07:11.000]  當他講回這個段落的時候
[00:07:11.000 --> 00:07:13.000]  好像要告訴你
[00:07:13.000 --> 00:07:16.000]  是,門徒出去傳福音
[00:07:16.000 --> 00:07:19.000]  好像是一個小階段的勝利
[00:07:19.000 --> 00:07:23.000]  但同時那個反對上帝國道的訊息
[00:07:23.000 --> 00:07:26.000]  那個勢力沒有減少
[00:07:26.000 --> 00:07:29.000]  那份力量仍然在醞釀著
[00:07:29.000 --> 00:07:31.000]  那你以為門徒奉主的名出去的時候
[00:07:31.000 --> 00:07:33.000]  好像很順利嗎?
[00:07:33.000 --> 00:07:36.000]  是不是門徒好像成為了耶穌的開路者?
[00:07:36.000 --> 00:07:41.000]  不是,原來當他在做這些工作的時候
[00:07:41.000 --> 00:07:44.000]  黑暗的勢力仍然在醞釀著
[00:07:44.000 --> 00:07:48.000]  仍然在當中有一份張力
[00:07:48.000 --> 00:07:51.000]  同樣在這個並排裡面
[00:07:51.000 --> 00:07:55.000]  在信景裡面原來逆勢在醞釀著
[00:07:55.000 --> 00:07:57.000]  但當然在逆境裡面
[00:07:57.000 --> 00:08:01.000]  其實信景仍然在當中前行
[00:08:01.000 --> 00:08:04.000]  所以當這個加插下去的時候
[00:08:04.000 --> 00:08:06.000]  成為了一個很重要的補充
[00:08:06.000 --> 00:08:08.000]  不知道小時候你們有沒有看過
[00:08:08.000 --> 00:08:11.000]  男兒當入樽,足球小將那些
[00:08:11.000 --> 00:08:13.000]  明明起手射過三分球
[00:08:13.000 --> 00:08:14.000]  幾秒的時間
[00:08:14.000 --> 00:08:16.000]  可能要不進去,要不不進去
[00:08:16.000 --> 00:08:18.000]  但突然之間編輯就說
[00:08:18.000 --> 00:08:20.000]  突然飛回三年前
[00:08:20.000 --> 00:08:23.000]  明明那幾秒的時間又可以喊了幾集
[00:08:23.000 --> 00:08:25.000]  事實上都相似
[00:08:25.000 --> 00:08:28.000]  明明傳福音或者報喜訊回來
[00:08:28.000 --> 00:08:29.000]  還沒有跟耶穌述職
[00:08:29.000 --> 00:08:32.000]  為什麼中間要加插這麼大的段落
[00:08:32.000 --> 00:08:36.000]  用這麼大的篇幅去補充一些重要的資料
[00:08:36.000 --> 00:08:39.000]  因為這個真的很重要
[00:08:39.000 --> 00:08:41.000]  當補充這個資料之後
[00:08:41.000 --> 00:08:44.000]  當這班門徒回來跟耶穌述職
[00:08:44.000 --> 00:08:45.000]  又是另一個高峰
[00:08:45.000 --> 00:08:47.000]  就是五餅二魚的神蹟
[00:08:47.000 --> 00:08:49.000]  下個星期Raymond就會說
[00:08:49.000 --> 00:08:52.000]  五餅二魚,然後耶穌做的一些事情
[00:08:52.000 --> 00:08:55.000]  當這個高低起伏的時候
[00:08:55.000 --> 00:08:58.000]  正是馬可很想讓我們讀者
[00:08:58.000 --> 00:09:01.000]  當時的讀者去感受到
[00:09:01.000 --> 00:09:04.000]  原來傳福音不是只是求一味順暢
[00:09:04.000 --> 00:09:07.000]  又或者一味要受苦等等
[00:09:07.000 --> 00:09:09.000]  在這種高高低低的張力裡面
[00:09:09.000 --> 00:09:13.000]  正是我們每一個跟從主的門徒要經歷的
[00:09:13.000 --> 00:09:16.000]  當焦點回到今天的那段經文
[00:09:16.000 --> 00:09:19.000]  六章十四節至二十九節裡面
[00:09:19.000 --> 00:09:23.000]  一開始是因為門徒去傳福音
[00:09:23.000 --> 00:09:25.000]  然後以至耶穌的名聲
[00:09:25.000 --> 00:09:28.000]  傳揚出去做一個開始
[00:09:28.000 --> 00:09:31.000]  承接著門徒所做的工作
[00:09:31.000 --> 00:09:35.000]  當時的人怎樣看待耶穌這個人呢?
[00:09:35.000 --> 00:09:37.000]  在裡面他們有很多不同的聲音
[00:09:37.000 --> 00:09:40.000]  在裡面我們會看到
[00:09:40.000 --> 00:09:42.000]  唯獨是希律王很鐵定覺得
[00:09:42.000 --> 00:09:46.000]  耶穌的出現是因為施浸約翰
[00:09:46.000 --> 00:09:49.000]  很明顯他是有一個很堅持的
[00:09:49.000 --> 00:09:52.000]  同樣也當時解答了
[00:09:52.000 --> 00:09:55.000]  耶穌真正的開路者的先鋒
[00:09:55.000 --> 00:09:58.000]  施浸約翰怎樣壯烈犧牲
[00:09:58.000 --> 00:10:00.000]  所以這個插曲就像剛才所說
[00:10:00.000 --> 00:10:03.000]  明明門徒出去傳福音很開心
[00:10:03.000 --> 00:10:07.000]  一群興高采烈覺得有小成功的門徒
[00:10:07.000 --> 00:10:09.000]  好像突然被馬可淋一盆冷水
[00:10:09.000 --> 00:10:12.000]  突然說這麼開心的事
[00:10:12.000 --> 00:10:14.000]  突然說施浸約翰的結局
[00:10:14.000 --> 00:10:17.000]  由耶穌在家鄉不受愛戴
[00:10:17.000 --> 00:10:19.000]  到傳福音好像有些成果
[00:10:19.000 --> 00:10:22.000]  突然間又降落到一個
[00:10:22.000 --> 00:10:24.000]  好像很多的危機
[00:10:24.000 --> 00:10:26.000]  很多的殺害等等的事
[00:10:26.000 --> 00:10:29.000]  正是馬可正在建構剛才所說的
[00:10:29.000 --> 00:10:31.000]  這份張力
[00:10:31.000 --> 00:10:33.000]  不只是求順利
[00:10:33.000 --> 00:10:36.000]  也不只是在逆境裡面沒有出路
[00:10:36.000 --> 00:10:39.000]  有時候我們以為傳福音
[00:10:39.000 --> 00:10:42.000]  去做一些建立人工作
[00:10:42.000 --> 00:10:43.000]  或者生命的工作
[00:10:43.000 --> 00:10:47.000]  那個人一定某程度上要受愛戴
[00:10:47.000 --> 00:10:50.000]  或者很多人覺得你也不錯
[00:10:50.000 --> 00:10:52.000]  做這麼多好事
[00:10:52.000 --> 00:10:55.000]  無論是不是因為耶穌的名
[00:10:55.000 --> 00:10:58.000]  你做很多善事一定會受人愛戴
[00:10:58.000 --> 00:11:02.000]  但其實當你想這些表面成功的時候
[00:11:02.000 --> 00:11:05.000]  可能在現實裡面
[00:11:05.000 --> 00:11:07.000]  也有很多暗裡的攻擊
[00:11:07.000 --> 00:11:11.000]  會慢慢醞釀而且越來越尖銳
[00:11:11.000 --> 00:11:14.000]  因為這個勢力在這一切背後
[00:11:14.000 --> 00:11:17.000]  充滿著很多的苦毒和剛硬
[00:11:17.000 --> 00:11:20.000]  我之前在教會牧養之前
[00:11:20.000 --> 00:11:23.000]  我是在浸會大學服事
[00:11:23.000 --> 00:11:25.000]  浸會大學你也知道
[00:11:25.000 --> 00:11:29.000]  浸會大學已經是基督教名頭的一間大學
[00:11:29.000 --> 00:11:31.000]  浸會雖然有些同學真的不知道
[00:11:31.000 --> 00:11:33.000]  不知道為什麼叫浸會大學
[00:11:33.000 --> 00:11:36.000]  一個信仰背景的大學
[00:11:36.000 --> 00:11:38.000]  或者在校園裡面去接觸學生
[00:11:38.000 --> 00:11:40.000]  跟他們一起去玩
[00:11:40.000 --> 00:11:42.000]  一起去建立生命
[00:11:42.000 --> 00:11:43.000]  跟他們做輔導
[00:11:43.000 --> 00:11:44.000]  同行
[00:11:44.000 --> 00:11:47.000]  可能你也會覺得同學應該也有一點尊敬
[00:11:47.000 --> 00:11:50.000]  或者覺得你們做的事情挺好
[00:11:50.000 --> 00:11:53.000]  但有幾個片段我很深刻
[00:11:53.000 --> 00:11:56.000]  就是同親去迎新的時候
[00:11:56.000 --> 00:11:58.000]  在學校的背景裡面
[00:11:58.000 --> 00:12:00.000]  除了你們這些基督徒
[00:12:00.000 --> 00:12:01.000]  這些傳道目者
[00:12:01.000 --> 00:12:04.000]  在做福音的工作和建立生命的工作
[00:12:04.000 --> 00:12:07.000]  但其實同時間還有很多派對
[00:12:07.000 --> 00:12:08.000]  不同的人在這裡
[00:12:08.000 --> 00:12:10.000]  有些可能是學生會
[00:12:10.000 --> 00:12:12.000]  有些是不同的興趣小組
[00:12:12.000 --> 00:12:13.000]  同樣的
[00:12:13.000 --> 00:12:15.000]  當在九月開學的時候
[00:12:15.000 --> 00:12:17.000]  不知道有沒有一些升大學的
[00:12:17.000 --> 00:12:18.000]  當你九月的時候
[00:12:18.000 --> 00:12:19.000]  你一去註冊日
[00:12:19.000 --> 00:12:21.000]  就好像大家要搶人一樣
[00:12:21.000 --> 00:12:22.000]  搶什麼人呢?
[00:12:22.000 --> 00:12:24.000]  就是要大家參與你的活動
[00:12:24.000 --> 00:12:27.000]  和參與當中一些的迎新活動
[00:12:27.000 --> 00:12:30.000]  去到你的團契的迎新活動
[00:12:30.000 --> 00:12:32.000]  可能就會撞上學生會
[00:12:32.000 --> 00:12:34.000]  撞上其他興趣小組的時間
[00:12:34.000 --> 00:12:35.000]  他就去不了
[00:12:35.000 --> 00:12:37.000]  我記得有一次是什麼呢?
[00:12:37.000 --> 00:12:40.000]  在campus裡面正在做迎新
[00:12:40.000 --> 00:12:44.000]  有一班同學聽完註冊信息出來
[00:12:44.000 --> 00:12:47.000]  然後有一個另一邊的
[00:12:47.000 --> 00:12:49.000]  當然不跟大家說是什麼背景
[00:12:49.000 --> 00:12:51.000]  總之有一個學生就很大聲說
[00:12:51.000 --> 00:12:54.000]  你不要去那些邪教活動
[00:12:54.000 --> 00:12:55.000]  來我們這些
[00:12:55.000 --> 00:12:56.000]  那些很恐怖的
[00:12:56.000 --> 00:12:58.000]  我心想邪教?
