
[00:00:00.000 --> 00:00:05.000]  讓我們繼續敬拜這位主
[00:00:05.000 --> 00:00:09.000]  以上帝的說話幫助我們
[00:00:09.000 --> 00:00:11.000]  繼續敬拜
[00:00:11.000 --> 00:00:18.000]  經份是約翰福音21章20至23節
[00:00:18.000 --> 00:00:24.000]  在大家的教會聖經是160頁
[00:00:24.000 --> 00:00:31.000]  約翰福音第21章20至23節
[00:00:32.000 --> 00:00:33.000]  彼得轉過來
[00:00:33.000 --> 00:00:37.000]  看見耶穌所愛的那門徒跟著
[00:00:37.000 --> 00:00:40.000]  就是在晚飯的時候
[00:00:40.000 --> 00:00:43.000]  靠著耶穌胸膛說
[00:00:43.000 --> 00:00:47.000]  主啊,賣祢的是誰?的那門徒
[00:00:47.000 --> 00:00:50.000]  彼得看見他,就問耶穌說
[00:00:50.000 --> 00:00:54.000]  主啊,這人將來如何?
[00:00:54.000 --> 00:00:56.000]  耶穌對他說
[00:00:56.000 --> 00:01:01.000]  我若要他等到我來的時候,與你何干?
[00:01:01.000 --> 00:01:03.000]  你跟從我吧
[00:01:03.000 --> 00:01:07.000]  於是者說,存在弟兄中間
[00:01:07.000 --> 00:01:09.000]  說那門徒不死
[00:01:09.000 --> 00:01:14.000]  其實,耶穌不是說他不死,乃是說
[00:01:14.000 --> 00:01:20.000]  我若要他等到我來的時候,與你何干?
[00:01:20.000 --> 00:01:25.000]  今天宣講的題目是「與你何干?」
[00:01:25.000 --> 00:01:29.000]  由旺角浸信會主任牧師陳明全牧師宣講
[00:01:29.000 --> 00:01:31.000]  我們把時間交給陳牧師
[00:01:31.000 --> 00:01:37.000]  弟妹平安
[00:01:37.000 --> 00:01:40.000]  我們今天來到教會
[00:01:40.000 --> 00:01:44.000]  一起來敬拜,一起來聆聽他的話語
[00:01:44.000 --> 00:01:47.000]  有一個虛構的故事是這樣說的
[00:01:47.000 --> 00:01:50.000]  Robert仔剛剛談戀愛
[00:01:50.000 --> 00:01:55.000]  Robert仔夢寐以求有一個夢幻的約會
[00:01:55.000 --> 00:02:00.000]  跟他剛剛進入愛河的女朋友
[00:02:00.000 --> 00:02:02.000]  很想哄她開心
[00:02:02.000 --> 00:02:05.000]  於是Robert仔存了很多錢
[00:02:05.000 --> 00:02:08.000]  就去香港某一間很知名的酒店
[00:02:08.000 --> 00:02:13.000]  跟他女朋友共進晚餐
[00:02:13.000 --> 00:02:16.000]  但存夠錢的時候,他發現一件事
[00:02:16.000 --> 00:02:22.000]  其實他長這麼大,都沒有去過這麼華貴的酒店吃晚餐
[00:02:22.000 --> 00:02:26.000]  當他想起這件事的時候,又怕自己失禮
[00:02:26.000 --> 00:02:28.000]  存了這麼多錢
[00:02:28.000 --> 00:02:31.000]  於是Robert仔問他的朋友
[00:02:31.000 --> 00:02:36.000]  去到這麼華貴的酒店要怎樣做才不失禮人
[00:02:36.000 --> 00:02:38.000]  又令女朋友開心呢?
[00:02:38.000 --> 00:02:40.000]  這個朋友就給他一個辦法
[00:02:40.000 --> 00:02:42.000]  他說你不用怕
[00:02:42.000 --> 00:02:44.000]  總之去到吃飯的時候
[00:02:44.000 --> 00:02:48.000]  旁邊的客人做什麼,你就跟著做什麼就行了
[00:02:48.000 --> 00:02:52.000]  他點什麼餐,侍應都不會理你
[00:02:52.000 --> 00:02:56.000]  你做什麼,就跟著旁邊的客人做就行了
[00:02:56.000 --> 00:02:58.000]  Robert仔說是很巧
[00:02:58.000 --> 00:03:01.000]  於是他按照這個朋友的建議
[00:03:01.000 --> 00:03:04.000]  那天晚上就收拾得很整齊
[00:03:04.000 --> 00:03:08.000]  西裝不挺地跟女朋友一起來共進晚餐
[00:03:08.000 --> 00:03:10.000]  旁邊的客人點A餐
[00:03:10.000 --> 00:03:12.000]  應該不會點A餐,茶餐廳都會點A餐
[00:03:12.000 --> 00:03:16.000]  總之點餐,聽到就知道
[00:03:16.000 --> 00:03:18.000]  他點了這個餐,我就跟著點這個
[00:03:18.000 --> 00:03:20.000]  要什麼餐湯
[00:03:20.000 --> 00:03:23.000]  旁邊的客人點了什麼湯,我就點什麼湯就行了
[00:03:23.000 --> 00:03:26.000]  然後整件事就很平順
[00:03:26.000 --> 00:03:28.000]  餐具怎麼放,他就看著
[00:03:28.000 --> 00:03:32.000]  餐具有分次序的,他就看著別人這樣做
[00:03:32.000 --> 00:03:34.000]  女朋友看到Robert仔
[00:03:34.000 --> 00:03:39.000]  挺懂事的,餐桌禮儀一切都很有風度
[00:03:39.000 --> 00:03:42.000]  覺得是很難忘的一晚
[00:03:42.000 --> 00:03:46.000]  這一晚Robert仔吃飯的過程都覺得很棒
[00:03:46.000 --> 00:03:50.000]  結帳,旁邊的客人也結帳
[00:03:50.000 --> 00:03:53.000]  就想著這次過關了
[00:03:53.000 --> 00:03:54.000]  Robert仔很開心
[00:03:54.000 --> 00:03:56.000]  結帳之後離開
[00:03:56.000 --> 00:04:00.000]  這間酒店有一條很漂亮的螺旋樓梯
[00:04:00.000 --> 00:04:04.000]  通常婚禮,看到公主下來的樓梯
[00:04:04.000 --> 00:04:08.000]  結帳就一直下去
[00:04:08.000 --> 00:04:11.000]  旁邊的客人又跟著女朋友
[00:04:11.000 --> 00:04:15.000]  一直很雍容華貴地走這條螺旋樓梯
[00:04:15.000 --> 00:04:19.000]  誰知道旁邊的男人就滑了一腳
[00:04:19.000 --> 00:04:22.000]  就這樣蹬了幾級
[00:04:22.000 --> 00:04:24.000]  下樓時摸了一下屁股
[00:04:24.000 --> 00:04:26.000]  Robert仔看到整件事
[00:04:26.000 --> 00:04:30.000]  死了,難道這件事也要學嗎?
[00:04:30.000 --> 00:04:32.000]  結果是怎樣呢?大家想一想
[00:04:32.000 --> 00:04:38.000]  搞這個爛gag,是一個道讚出來的故事
[00:04:38.000 --> 00:04:42.000]  不過今天我們人生很多時候都是這樣
[00:04:42.000 --> 00:04:45.000]  我們人生不知道自己的路要怎樣走
[00:04:45.000 --> 00:04:49.000]  或者有時候我們跟隨基督耶穌
[00:04:49.000 --> 00:04:51.000]  信了主之後
[00:04:51.000 --> 00:04:54.000]  我們生命的路應該要怎樣走呢?
[00:04:54.000 --> 00:04:58.000]  我們通常最近的參考就是看旁邊的那個
[00:04:58.000 --> 00:05:02.000]  看大我信主的基督徒的生命是怎樣
[00:05:02.000 --> 00:05:05.000]  或者看我的祖長的榜樣是怎樣
[00:05:05.000 --> 00:05:07.000]  我們跟著他來做
[00:05:07.000 --> 00:05:11.000]  信仰裏面一定要有這些響道
[00:05:11.000 --> 00:05:13.000]  我們經常都鼓勵的
[00:05:13.000 --> 00:05:18.000]  不過原來如果我們純粹想複製了
[00:05:18.000 --> 00:05:21.000]  我身邊大我信主的響道
[00:05:21.000 --> 00:05:25.000]  或者看著他來過我們信仰生活的時候
[00:05:25.000 --> 00:05:28.000]  很可能我們就有類似Robert仔的感覺
[00:05:28.000 --> 00:05:33.000]  究竟他會不會都要這樣走自己的路
[00:05:33.000 --> 00:05:38.000]  今天這段經文是講到彼得和耶穌之間
[00:05:38.000 --> 00:05:42.000]  一個很親密的對話
[00:05:42.000 --> 00:05:44.000]  在這段經文裏面
[00:05:44.000 --> 00:05:48.000]  他特別交代了耶穌基督對這個門徒的呼召
[00:05:48.000 --> 00:05:51.000]  剛才我們一起讀的那段經文我們知道
[00:05:51.000 --> 00:05:54.000]  在約翰福音第21章裏面
[00:05:54.000 --> 00:05:59.000]  耶穌特別講到他親自呼籲這個門徒
[00:05:59.000 --> 00:06:01.000]  他未來要走一條怎樣的路
[00:06:01.000 --> 00:06:05.000]  其他人怎樣走和他有什麼關係呢?
[00:06:05.000 --> 00:06:07.000]  耶穌要親自呼召這個門徒
[00:06:07.000 --> 00:06:09.000]  走他自己所走的路
[00:06:09.000 --> 00:06:13.000]  今天這篇經文內容可能涵蓋範圍
[00:06:13.000 --> 00:06:16.000]  比剛才我們看的那些經文更闊
[00:06:16.000 --> 00:06:20.000]  特別是我們針對在第21章約翰福音裏面
[00:06:20.000 --> 00:06:22.000]  所講的內容更闊
[00:06:22.000 --> 00:06:26.000]  希望今天我們仔細看這段經文的時候
[00:06:26.000 --> 00:06:29.000]  今天我們可以看見旁邊的那個之外
[00:06:29.000 --> 00:06:33.000]  也看見上帝在我們生命裏面怎樣引我們走前的路
[00:06:33.000 --> 00:06:34.000]  我們一起祈禱吧
[00:06:34.000 --> 00:06:36.000]  求聖靈幫助我們讓我們明白這段經文
[00:06:36.000 --> 00:06:38.000]  我們同心祈禱
[00:06:38.000 --> 00:06:42.000]  阿爸天父願祢在我們當中
[00:06:42.000 --> 00:06:44.000]  順領我們
[00:06:44.000 --> 00:06:46.000]  求祢對我們說話
[00:06:46.000 --> 00:06:48.000]  藉著今天這段經文
[00:06:48.000 --> 00:06:50.000]  祢寶貴的教導
[00:06:50.000 --> 00:06:52.000]  讓我們藏在心裏面
[00:06:52.000 --> 00:06:54.000]  幫助孫說的說得清楚
[00:06:54.000 --> 00:06:57.000]  幫助聆聽的每位弟兄姊妹聽得明白
[00:06:57.000 --> 00:06:58.000]  我們恭敬
[00:06:58.000 --> 00:07:01.000]  虛心地領受祢的話語
[00:07:01.000 --> 00:07:03.000]  願祢的聖靈親自與我們同在
[00:07:03.000 --> 00:07:05.000]  我們多謝主隨天祈禱
[00:07:05.000 --> 00:07:07.000]  奉基督耶穌得聖的聖名祈求
[00:07:07.000 --> 00:07:09.000]  Amen
[00:07:09.000 --> 00:07:13.000]  其實如果你仔細去看約翰福音
[00:07:13.000 --> 00:07:14.000]  你會發現的
[00:07:14.000 --> 00:07:16.000]  其實在第20章
[00:07:16.000 --> 00:07:18.000]  第30至31節
[00:07:18.000 --> 00:07:20.000]  其實某程度上來說
[00:07:20.000 --> 00:07:22.000]  約翰福音已經完結了
[00:07:22.000 --> 00:07:24.000]  特別是說到耶穌基督復活
[00:07:24.000 --> 00:07:26.000]  而且顯現了給門徒知道
[00:07:26.000 --> 00:07:29.000]  在月頭的時候和大家說
[00:07:29.000 --> 00:07:30.000]  多瑪的懷疑
[00:07:30.000 --> 00:07:32.000]  到耶穌向多瑪顯現
[00:07:32.000 --> 00:07:38.000]  其實耶穌的復活已經是整個約翰福音裏面的高潮
[00:07:38.000 --> 00:07:40.000]  而且好像一個結尾一樣
[00:07:40.000 --> 00:07:42.000]  所以你讀上去你會知道
[00:07:42.000 --> 00:07:44.000]  約翰也是這樣結尾的
[00:07:44.000 --> 00:07:46.000]  在20章第30至31節
[00:07:46.000 --> 00:07:48.000]  他這樣寫的
[00:07:48.000 --> 00:07:51.000]  耶穌在門徒面前另外行了許多神蹟
[00:07:51.000 --> 00:07:53.000]  沒有記載在書上
[00:07:53.000 --> 00:07:57.000]  但記者則是要叫你們信耶穌是基督
[00:07:57.000 --> 00:07:58.000]  是神的兒子
[00:07:58.000 --> 00:08:00.000]  並且叫你們信了他
[00:08:00.000 --> 00:08:02.000]  就可以因他的名得生命
[00:08:02.000 --> 00:08:04.000]  那你見到了
[00:08:04.000 --> 00:08:06.000]  是一些總結的說話
[00:08:06.000 --> 00:08:11.000]  原則上約翰福音可以停在這裏
[00:08:11.000 --> 00:08:17.000]  不過在福音書再流傳的時間裏
[00:08:17.000 --> 00:08:25.000]  大概是耶穌主後70至90年這一段時間裏
[00:08:25.000 --> 00:08:29.000]  福音書完成了一個大浪的初稿
[00:08:29.000 --> 00:08:32.000]  但面對主後70至90年這一段日子
[00:08:32.000 --> 00:08:35.000]  其實耶穌所愛的門徒已經殉道
[00:08:35.000 --> 00:08:38.000]  為了信仰的緣故
[00:08:38.000 --> 00:08:41.000]  已經相傳說他倒吊在十字架上
[00:08:41.000 --> 00:08:45.000]  又有些傳言說到
[00:08:45.000 --> 00:08:49.000]  這個唯一存留在世上的使徒
[00:08:49.000 --> 00:08:51.000]  寫了約翰福音的使徒
[00:08:51.000 --> 00:08:53.000]  他不會死的
[00:08:53.000 --> 00:08:55.000]  有很多的流傳
[00:08:55.000 --> 00:08:58.000]  所以很多的色經學家
[00:08:58.000 --> 00:09:00.000]  大家都同意
[00:09:00.000 --> 00:09:03.000]  這個21章是對於整個約翰福音裏裏面
[00:09:03.000 --> 00:09:05.000]  一個補充的筆
[00:09:05.000 --> 00:09:07.000]  或者是一個後記
[00:09:07.000 --> 00:09:10.000]  或者是今天電影裏面說的彩蛋
[00:09:10.000 --> 00:09:12.000]  不是為了貪過癮
[00:09:12.000 --> 00:09:14.000]  或者還有些東西想補充一下
[00:09:14.000 --> 00:09:17.000]  而是要針對當時教會的一些流傳
[00:09:17.000 --> 00:09:19.000]  以為說使徒約翰不會死
[00:09:19.000 --> 00:09:22.000]  又特別紀念到殉道
[00:09:22.000 --> 00:09:25.000]  舊時的門徒的大哥彼得
[00:09:25.000 --> 00:09:31.000]  所以他特別記載了第21章的內容
[00:09:31.000 --> 00:09:33.000]  這個內容特別的除了要澄清
[00:09:33.000 --> 00:09:36.000]  約翰不是不會死
[00:09:36.000 --> 00:09:38.000]  只不過是給其他門徒
[00:09:38.000 --> 00:09:41.000]  存留在世上會長久一些的日子
[00:09:41.000 --> 00:09:44.000]  他更加要說到在聖靈降臨之前
[00:09:44.000 --> 00:09:46.000]  和耶穌復活之間
[00:09:46.000 --> 00:09:48.000]  耶穌顯現給門徒的時候
[00:09:48.000 --> 00:09:52.000]  他有些特別呼籲給一班門徒
[00:09:52.000 --> 00:09:54.000]  大概你用這個框架來看
[00:09:54.000 --> 00:09:56.000]  其實是一個補充的內文
[00:09:56.000 --> 00:09:58.000]  內容也是使徒約翰所寫的
[00:09:58.000 --> 00:10:01.000]  不過他會帶著一些焦點
[00:10:01.000 --> 00:10:03.000]  他會說到彼得如何被呼召
[00:10:03.000 --> 00:10:07.000]  也會說到人的生命究竟要怎樣
[00:10:07.000 --> 00:10:11.000]  來繼續為主努力
[00:10:11.000 --> 00:10:13.000]  當我們知道這個時候
[00:10:13.000 --> 00:10:17.000]  經文第20章1至14節就設定了一個場景
[00:10:17.000 --> 00:10:19.000]  它也是一個很完整的技術
[00:10:19.000 --> 00:10:24.000]  這個技術是說到耶穌第三次向門徒顯現
[00:10:24.000 --> 00:10:25.000]  在復活之後第三次
[00:10:25.000 --> 00:10:27.000]  聖靈有未降臨
[00:10:27.000 --> 00:10:29.000]  在第三次的顯現裡面
[00:10:29.000 --> 00:10:33.000]  在經文裡面說到一班門徒集結
[00:10:33.000 --> 00:10:37.000]  一起在加利利海或者提比利亞湖
[00:10:37.000 --> 00:10:39.000]  在那裡等待
[00:10:39.000 --> 00:10:40.000]  在那裡吃東西
[00:10:40.000 --> 00:10:41.000]  在那裡聚集
[00:10:41.000 --> 00:10:44.000]  一班門徒就下海去打魚
[00:10:44.000 --> 00:10:47.000]  彼得為首的一班漁夫
[00:10:47.000 --> 00:10:48.000]  打了一整晚魚
[00:10:48.000 --> 00:10:50.000]  也沒有任何的漁獲
[00:10:50.000 --> 00:10:53.000]  於是在失望之際
[00:10:53.000 --> 00:10:57.000]  就聆聽到離岸有聲音傳過來了
[00:10:57.000 --> 00:10:59.000]  喂!小伙子!吃了早餐了嗎?
[00:10:59.000 --> 00:11:01.000]  嘩!聲音這麼有趣
[00:11:01.000 --> 00:11:05.000]  還沒吃早餐的就在船右邊下網吧
[00:11:05.000 --> 00:11:07.000]  那裡有很多魚
[00:11:07.000 --> 00:11:09.000]  這一班漁夫
[00:11:09.000 --> 00:11:12.000]  不過打了一整晚都沒有魚
[00:11:12.000 --> 00:11:15.000]  在失望或者無癮之際
[00:11:15.000 --> 00:11:16.000]  他不知道那聲音來自哪裡
[00:11:16.000 --> 00:11:18.000]  不過覺得挺熟悉
[00:11:18.000 --> 00:11:20.000]  又這麼說
[00:11:20.000 --> 00:11:23.000]  於是在船的右邊就下網了
[00:11:23.000 --> 00:11:27.000]  一下網就撈了很多的魚獲
[00:11:27.000 --> 00:11:29.000]  153條魚
[00:11:29.000 --> 00:11:31.000]  153條沒什麼特別的意思
[00:11:31.000 --> 00:11:32.000]  不要過分詮釋
[00:11:32.000 --> 00:11:34.000]  不止是153條很多的魚獲
[00:11:34.000 --> 00:11:36.000]  就拉上來
[00:11:36.000 --> 00:11:38.000]  當拉上來的時候
[00:11:38.000 --> 00:11:40.000]  使徒約翰就知道
[00:11:40.000 --> 00:11:42.000]  那個說的聲音是耶穌來的
[00:11:42.000 --> 00:11:45.000]  於是彼得就赤著自己的身子
[00:11:45.000 --> 00:11:47.000]  脫下衣服馬上衝下海
[00:11:47.000 --> 00:11:49.000]  游到耶穌那裡
[00:11:49.000 --> 00:11:51.000]  一路游的時候
[00:11:51.000 --> 00:11:52.000]  原來在岸上
[00:11:52.000 --> 00:11:54.000]  耶穌已經在等待門徒
[00:11:54.000 --> 00:11:56.000]  耶穌已經預備了炭火
[00:11:56.000 --> 00:11:58.000]  預備了幾個餅
[00:11:58.000 --> 00:12:00.000]  然後叫門徒拿幾條魚來
[00:12:00.000 --> 00:12:02.000]  一路燒魚、吃餅
[00:12:02.000 --> 00:12:05.000]  由一個早餐約會
[00:12:05.000 --> 00:12:09.000]  來展開第21章的內容
[00:12:09.000 --> 00:12:11.000]  在吃完早餐之後
[00:12:11.000 --> 00:12:14.000]  也是我們今天要講的主要主題
[00:12:14.000 --> 00:12:16.000]  第15至17節
[00:12:16.000 --> 00:12:18.000]  他們吃過了早飯
[00:12:18.000 --> 00:12:20.000]  耶穌對西門彼得說
[00:12:20.000 --> 00:12:22.000]  約翰的兒子西門
[00:12:22.000 --> 00:12:25.000]  你愛我比這些更深嗎?
[00:12:25.000 --> 00:12:28.000]  彼得說:主啊!是的!你知道我愛你
[00:12:28.000 --> 00:12:31.000]  耶穌對他說:你餵養我的小羊
[00:12:31.000 --> 00:12:34.000]  耶穌第二次又對他說
[00:12:34.000 --> 00:12:36.000]  約翰的兒子西門
[00:12:36.000 --> 00:12:37.000]  你愛我嗎?
[00:12:37.000 --> 00:12:42.000]  彼得說:主啊!是的!你知道我愛你
[00:12:42.000 --> 00:12:45.000]  耶穌說:你牧養我的羊
[00:12:45.000 --> 00:12:47.000]  第三次他說
[00:12:47.000 --> 00:12:49.000]  約翰的兒子西門
[00:12:49.000 --> 00:12:51.000]  你愛我嗎?
[00:12:51.000 --> 00:12:53.000]  彼得因為耶穌第三次對他說
[00:12:53.000 --> 00:12:54.000]  你愛我嗎?
[00:12:54.000 --> 00:12:57.000]  就憂愁對耶穌說
[00:12:57.000 --> 00:12:59.000]  主啊!你是無所不知的
[00:12:59.000 --> 00:13:02.000]  你知道我愛你
[00:13:02.000 --> 00:13:05.000]  耶穌說:你餵養我的羊
[00:13:05.000 --> 00:13:07.000]  在第15至17節
[00:13:07.000 --> 00:13:10.000]  當門徒一起吃完早餐
[00:13:10.000 --> 00:13:15.000]  耶穌將焦點放在彼得的對話當中
[00:13:15.000 --> 00:13:17.000]  約翰特別記載
[00:13:17.000 --> 00:13:22.000]  大概不用想其他門徒是否聽著這段話
[00:13:22.000 --> 00:13:24.000]  都在一起
[00:13:24.000 --> 00:13:29.000]  不過焦點要記述的不是閒雜的對話
[00:13:29.000 --> 00:13:33.000]  耶穌在這裏特別的焦點放在
[00:13:33.000 --> 00:13:36.000]  耶穌與彼得之間的那份情
[00:13:36.000 --> 00:13:40.000]  耶穌在這段對話裏三次問彼得
