
[00:00:00.000 --> 00:00:04.600]  以下我們以聆聽聖道繼續去敬拜我們的主
[00:00:04.600 --> 00:00:12.200]  首先由陳王惠敏姐妹為我們讀出《讓福音》第八章一到十一節
[00:00:12.200 --> 00:00:15.600]  然後由吳真真牧師為我們宣講
[00:00:15.600 --> 00:00:21.400]  題目是「以石為記,誰敢拿起審判之石」
[00:00:21.400 --> 00:00:49.000]  《讓福音》第八章一到十一節
[00:00:49.000 --> 00:01:12.800]  「於是各人都回家去了,耶穌卻往橄欖山去,清早又回到殿裡,眾百姓都到他那裡去,他就坐下教訓他們,問是何法理賽人帶出一個行淫事被拿的婦人來,叫她站在當中,就對耶穌說:
[00:01:12.800 --> 00:01:27.200]  夫子,這婦人是正行淫事被拿的,若在法律上吩咐我們,把這向的婦人用石頭打死,你說該把她怎麼樣呢?
[00:01:27.200 --> 00:01:45.600]  他們說者說,乃他試探耶穌,要得著告他的把柄。耶穌卻彎著腰,用指頭在地上畫字。他們還是不住地問他,耶穌就直起腰來對他們說:
[00:01:45.600 --> 00:01:53.500]  你們中間誰是沒有罪的,誰就可以先拿石頭打他?
[00:01:53.500 --> 00:02:12.500]  於是又彎著腰,用指頭在地上畫字。他們聽見者說,就從老到少,一個一個的都出去了,只剩下耶穌一人,還有那婦人仍然站在當中。
[00:02:12.500 --> 00:02:22.400]  耶穌就直起腰來對她說:婦人,這些人在哪裡呢?沒有人定你的罪嗎?
[00:02:22.400 --> 00:02:35.400]  她說:主啊,沒有。耶穌說:我也不定你的罪。去吧,從此不要再犯罪了。
[00:02:35.400 --> 00:02:55.400]  請獨筆。
[00:02:55.400 --> 00:02:59.400]  各位大英姐妹平安。
[00:02:59.400 --> 00:03:06.400]  《以石為記》系列由九月開始,到今天是第七講,我們總共有十講。
[00:03:06.400 --> 00:03:16.400]  前面的五講是《九曰》,上次是兩位傳道和我們講耶穌受試探。
[00:03:16.400 --> 00:03:21.400]  今天來到第七講,《約翰福音》。
[00:03:21.400 --> 00:03:27.400]  剛才讀經為我們讀出之後,我們發覺這段經文大家很熟悉。
[00:03:27.400 --> 00:03:41.400]  這次我們講的這塊石頭,其實是關於舊約時代摩西律法審判下處死犯罪的人的一個刑具。
[00:03:41.400 --> 00:03:47.400]  這塊石頭可以代表審判,可以代表公義。
[00:03:47.400 --> 00:04:05.400]  今時今日,在英文世界裏,我不擅長英文,不過我查到這句諺語,叫做"Cast the first stone",摘出第一塊石頭。
[00:04:05.400 --> 00:04:10.400]  原來這句諺語,就像我們的成語,會說典故在哪裏。
[00:04:10.400 --> 00:04:19.400]  這句典故是來自聖經第八章第七節,耶穌問的一條問題:
[00:04:19.400 --> 00:04:26.400]  你們中間誰沒有罪的,誰就可以拿石頭打他?
[00:04:26.400 --> 00:04:30.400]  誰就可以先拿石頭打他?
[00:04:30.400 --> 00:04:43.400]  所以這句諺語往往在現今世界用這個字,代表了第一個作出批評、責怪的批判的一個字。
[00:04:43.400 --> 00:04:51.400]  在今時今日,其實你有沒有發覺,我們人人都準備向人摘石頭。
[00:04:51.400 --> 00:04:59.400]  我們可能每一天都對不同的人、頻道品足、加以評論,甚至論斷他們。
[00:04:59.400 --> 00:05:08.400]  我們有時聽到有些人說有些毒舌,嘴巴一張出來都是責怪人、罵人、責備人。
[00:05:08.400 --> 00:05:18.400]  有時不是當面說的,而是在心裏面,對人做批評,在心裏面有很多挑剔,甚至定罪。
[00:05:18.400 --> 00:05:28.400]  所以有些時候我們都做了摘石頭的人,不過更有可能的就是我們都會被人摘石頭。
[00:05:28.400 --> 00:05:37.400]  今天這段經文對我們來說到底在這個時代裏面有甚麼提醒呢?
[00:05:37.400 --> 00:05:41.400]  不如讓我們一起祈禱吧!
[00:05:41.400 --> 00:05:49.400]  差外天父,我們很感謝祢,祢的話是我們腳前的燈,路上的光。
[00:05:49.400 --> 00:05:59.400]  求祢預備我們的心,光照我們,虛心聆聽,讓祢的光照亮我們內心的黑暗,
[00:05:59.400 --> 00:06:03.400]  讓我們以真誠去回應祢今天對我們的提醒,
[00:06:03.400 --> 00:06:14.400]  又讓祢的恩典和愛浮避著我們,讓我們真的在崇拜的裏面,能夠去領受主的更多恩惠。
[00:06:14.400 --> 00:06:19.400]  禱告教徒,奉主命求,阿門。
[00:06:19.400 --> 00:06:28.400]  我們來看看第一點,究竟這些摘石頭的人的內心是怎樣想的呢?
[00:06:28.400 --> 00:06:39.400]  我們先看第一至六節上,第一、第二節就形容了這件事的背景是怎樣的呢?
[00:06:39.400 --> 00:06:49.400]  原來這件事發生在主白銜節期間,或者再推後一點,就是耶穌受難之前,
[00:06:49.400 --> 00:06:56.400]  祂每一天早上都會去到聖殿裏面去教訓人。
[00:06:56.400 --> 00:07:06.400]  所以當時有很多群眾在聽耶穌講解聖經的真理。
[00:07:06.400 --> 00:07:13.400]  不過在這個時候,有一些文士和法理才人走來找耶穌,
[00:07:13.400 --> 00:07:25.400]  但是他們來不是要聽耶穌的教導,而是他們帶著一個被人捉姦在床的婦人來到祂面前,
[00:07:25.400 --> 00:07:36.400]  去到一大群人的中間,向耶穌發出一條問題,按照摩西的律法,書的命令,
[00:07:36.400 --> 00:07:42.400]  說要將這個犯姦淫的婦人用石頭打死,
[00:07:42.400 --> 00:07:47.400]  你說我們應該怎樣做?
[00:07:47.400 --> 00:07:55.400]  其實他們好像表面上是按照神的公義去執法,
[00:07:55.400 --> 00:08:01.400]  但是你總是覺得有點奇怪,疑點重重。
[00:08:01.400 --> 00:08:08.400]  首先他們問的問題,他們是文士,文士是解經的學者,
[00:08:08.400 --> 00:08:14.400]  他們是法理才人,他們是教人怎樣行律法的,
[00:08:14.400 --> 00:08:20.400]  他們沒有理由不知道聖經要怎樣處置的。
[00:08:20.400 --> 00:08:27.400]  在《新命紀》22章23至24節說,若果有處女已經許配丈夫,
[00:08:27.400 --> 00:08:31.400]  有人在城裏遇見他,遇他行淫,
[00:08:31.400 --> 00:08:39.400]  你們就要將這兩個人帶到城門,用石頭打死。
[00:08:39.400 --> 00:08:44.400]  他們一定會回答,不用問耶穌了。
[00:08:44.400 --> 00:08:56.400]  第二,當時這種犯姦淫要去定罪,往往會拉到猶太的公會去審判他們。
[00:08:56.400 --> 00:09:04.400]  何時輪到這個在他們眼中,完全沒有受過正統訓練的耶穌去做判決?
[00:09:04.400 --> 00:09:07.400]  這是第二個疑點。
[00:09:07.400 --> 00:09:14.400]  第三個疑點,你試想一下,行淫的時候會不會只有一個人?
[00:09:14.400 --> 00:09:19.400]  不會的,那為何只帶了一個女的來?
[00:09:19.400 --> 00:09:25.400]  同時行淫的男人去了哪裡?
[00:09:25.400 --> 00:09:34.400]  第六節很快就告訴我們,其實因為這班人來者不善,
[00:09:34.400 --> 00:09:41.400]  他們來者要試探耶穌,要找他的把柄去指控他。
[00:09:41.400 --> 00:09:48.400]  你可能會問,為何問這條問題,就可以找到把柄?
[00:09:48.400 --> 00:09:56.400]  他問這條問題是,按照摩西律法書說,行淫的人要用石頭打死,
[00:09:56.400 --> 00:09:59.400]  耶穌,你說我們應該怎樣做?
[00:09:59.400 --> 00:10:01.400]  就是這條問題。
[00:10:01.400 --> 00:10:06.400]  問題在於,耶穌回答,好啊,用石頭打死,
[00:10:06.400 --> 00:10:10.400]  或不要用石頭打死,
[00:10:10.400 --> 00:10:13.400]  回答是又死,不是又死。
[00:10:13.400 --> 00:10:15.400]  假如耶穌說是,
[00:10:15.400 --> 00:10:21.400]  閩氏法利賽人就可以在羅馬官府面前去控告耶穌,
[00:10:21.400 --> 00:10:26.400]  因為猶太人是被羅馬帝國去管治的,
[00:10:26.400 --> 00:10:30.400]  猶太人是沒有執行死刑的權利的。
[00:10:30.400 --> 00:10:36.400]  你想想,約翰福音十八章說到耶穌被審,
[00:10:36.400 --> 00:10:40.400]  被人拉到羅馬巡撫比拉多面前,
[00:10:40.400 --> 00:10:47.400]  比拉多對猶太人說,你們就按照猶太人的律法去審判他。
[00:10:47.400 --> 00:10:51.400]  但是猶太人怎樣回答?
[00:10:51.400 --> 00:10:55.400]  他們回答,我們沒有殺人的權柄。
[00:10:56.400 --> 00:11:01.400]  所以,如果耶穌按照摩西的律法,
[00:11:01.400 --> 00:11:04.400]  用石頭打死這個婦人,
[00:11:04.400 --> 00:11:06.400]  他們就可以拿到把柄,
[00:11:06.400 --> 00:11:09.400]  可以指控耶穌,說耶穌執行私刑,
[00:11:09.400 --> 00:11:12.400]  甚至再進一步指控耶穌,
[00:11:12.400 --> 00:11:17.400]  是有心推翻羅馬王國,要自立為王。
[00:11:17.400 --> 00:11:21.400]  答是就死了,
[00:11:21.400 --> 00:11:23.400]  答不是可以嗎?
[00:11:23.400 --> 00:11:27.400]  假如耶穌答不是,
[00:11:27.400 --> 00:11:30.400]  就不要用石頭打死這個婦人。
[00:11:30.400 --> 00:11:36.400]  那麼,文士和法理賽人就可以趁機煽動群眾,
[00:11:36.400 --> 00:11:42.400]  指控耶穌公開教導人不守摩西的律法。
[00:11:42.400 --> 00:11:46.400]  你想想,猶太人亡國以來,
[00:11:46.400 --> 00:11:50.400]  摩西的律法不單單是宗教規條,
[00:11:50.400 --> 00:11:53.400]  對於他們來說,
[00:11:53.400 --> 00:11:57.400]  簡直是他們這些猶太人的身份代表,
[00:11:57.400 --> 00:11:59.400]  是這些屬於猶太人,
[00:11:59.400 --> 00:12:04.400]  猶太人能夠得以維繫的一個中心。
[00:12:04.400 --> 00:12:08.400]  而耶穌當時就在這些群眾裡面,
[00:12:08.400 --> 00:12:10.400]  去講解摩西的律法,
[00:12:10.400 --> 00:12:13.400]  他是一個可能是新冒起,
[00:12:13.400 --> 00:12:16.400]  很有影響力的律法教師,
[00:12:16.400 --> 00:12:19.400]  他竟然叫人不守摩西的律法?
[00:12:19.400 --> 00:12:27.400]  這樣他們就會令到耶穌在群眾裡面失去公信力,
[00:12:27.400 --> 00:12:32.400]  甚至成為群眾的敵人。
[00:12:32.400 --> 00:12:35.400]  所以,原來問這條問題,
[00:12:35.400 --> 00:12:37.400]  真是有玄機的。
[00:12:37.400 --> 00:12:39.400]  法理賽人和文士,
[00:12:39.400 --> 00:12:42.400]  原來真是在這裡想陷害耶穌,
[00:12:42.400 --> 00:12:46.400]  拿他的把柄。
[00:12:46.400 --> 00:12:49.400]  其實這群法理賽人和文士,
[00:12:49.400 --> 00:12:54.400]  就是一群經常預備隨時砸石頭的人,
[00:12:54.400 --> 00:12:57.400]  他們好判斷,好審判,
[00:12:57.400 --> 00:13:00.400]  隨時向人攻擊行刑。
[00:13:00.400 --> 00:13:03.400]  我們看看日常生活裡面,
[00:13:03.400 --> 00:13:05.400]  他們會有什麼表現呢?
[00:13:05.400 --> 00:13:07.400]  第一個表現就是,
[00:13:07.400 --> 00:13:10.400]  會經常抓人的錯處,
[00:13:10.400 --> 00:13:13.400]  不知道當中有沒有老師呢?
[00:13:14.400 --> 00:13:18.400]  我掃一下,沒有人回應我。
[00:13:18.400 --> 00:13:21.400]  老師,你有沒有試過有些小朋友,
[00:13:21.400 --> 00:13:23.400]  尤其是小學生,
[00:13:23.400 --> 00:13:25.400]  很多時候很流行,
[00:13:25.400 --> 00:13:30.400]  老師,老師,陳小明今天沒帶書。
[00:13:30.400 --> 00:13:34.400]  老師,張小玲你怎麼還在這裡?
[00:13:34.400 --> 00:13:40.400]  張小玲今天拿支鉛筆撩我。
[00:13:40.400 --> 00:13:43.400]  是不是這樣?
[00:13:43.400 --> 00:13:46.400]  你記不記得你小學時有這樣的同學?
[00:13:46.400 --> 00:13:47.400]  沒有人回應我,
[00:13:47.400 --> 00:13:50.400]  今天你們怎麼沒有反應?
[00:13:50.400 --> 00:13:54.400]  記得,記得,多謝鄭鵬叔。
[00:13:54.400 --> 00:13:59.400]  其實他們是隨時找人的錯處,
[00:13:59.400 --> 00:14:03.400]  預備去告他,預備去提案。
[00:14:03.400 --> 00:14:06.400]  這群法理賽人就是這樣,
[00:14:06.400 --> 00:14:08.400]  聖經裡面經常提到,
[00:14:08.400 --> 00:14:11.400]  要找耶穌把柄。
[00:14:11.400 --> 00:14:14.400]  經文剛才去到第七章,
[00:14:14.400 --> 00:14:15.400]  我們沒有看,
[00:14:15.400 --> 00:14:17.400]  但第七章尾其實是描述到,
[00:14:17.400 --> 00:14:20.400]  那群法理賽人在質疑耶穌,
[00:14:20.400 --> 00:14:23.400]  去說摩西律法的權柄,
[00:14:23.400 --> 00:14:27.400]  質疑他在當中影響了人,
[00:14:27.400 --> 00:14:29.400]  於是他們就找機會,
[00:14:29.400 --> 00:14:31.400]  找把柄,
[00:14:31.400 --> 00:14:32.400]  嘗試從他說的話裡面,
[00:14:32.400 --> 00:14:34.400]  看看有沒有抽籤的地方,
[00:14:34.400 --> 00:14:38.400]  然後就找警察去捉拿他。
[00:14:38.400 --> 00:14:41.400]  但是,第七章尾說,
[00:14:41.400 --> 00:14:43.400]  警察去捉拿他的時候,
[00:14:43.400 --> 00:14:46.400]  覺得這個人說的道很特別,
[00:14:46.400 --> 00:14:48.400]  很有力,
[00:14:48.400 --> 00:14:51.400]  於是他們都找不到把柄去捉拿他。
[00:14:51.400 --> 00:14:53.400]  你想像一下,
[00:14:53.400 --> 00:14:54.400]  接著怎麼樣?
[00:14:54.400 --> 00:14:55.400]  八章就來了,
[00:14:55.400 --> 00:14:58.400]  他們的心水不寧,
[00:14:58.400 --> 00:15:00.400]  晚上睡不著,
[00:15:00.400 --> 00:15:04.400]  於是就去捉拿耶穌的把柄,
[00:15:04.400 --> 00:15:08.400]  竟然被他們找到一個行淫的婦人,
[00:15:08.400 --> 00:15:10.400]  捉她去到耶穌面前,
[00:15:10.400 --> 00:15:12.400]  找耶穌的把柄。
[00:15:12.400 --> 00:15:14.400]  但是我覺得很奇妙,
[00:15:14.400 --> 00:15:15.400]  你再看聖經,
[00:15:15.400 --> 00:15:17.400]  你看第八章第一節,
[00:15:17.400 --> 00:15:20.400]  耶穌在講完道,
[00:15:20.400 --> 00:15:24.400]  耶穌在他向群眾當中教導完之後,
[00:15:24.400 --> 00:15:27.400]  他去橄欖山,
[00:15:27.400 --> 00:15:30.400]  他面對四面的攻擊,
[00:15:30.400 --> 00:15:33.400]  面對人往往想抽清他,
[00:15:33.400 --> 00:15:36.400]  耶穌是去橄欖山,
[00:15:36.400 --> 00:15:39.400]  他安靜下來,
[00:15:39.400 --> 00:15:40.400]  他去禱告,
[00:15:40.400 --> 00:15:42.400]  他去親近神,
[00:15:42.400 --> 00:15:45.400]  他去享受這個休息。
[00:15:45.400 --> 00:15:47.400]  然後第二天一早,
[00:15:47.400 --> 00:15:48.400]  他又精神抖擻,
[00:15:48.400 --> 00:15:52.400]  去到群眾當中去做教導。
[00:15:52.400 --> 00:15:53.400]  你想不想到,
[00:15:53.400 --> 00:15:54.400]  他們很忙,
[00:15:54.400 --> 00:15:56.400]  那群法尼塞人,
[00:15:56.400 --> 00:15:58.400]  和耶穌都是很忙,
[00:15:58.400 --> 00:16:00.400]  不過他們做的事情,
[00:16:00.400 --> 00:16:06.400]  他們的心靈成為一個很強烈的對比。
[00:16:06.400 --> 00:16:08.400]  第二,我們發覺,
[00:16:08.400 --> 00:16:09.400]  這些喜歡砸石頭,
[00:16:09.400 --> 00:16:12.400]  指控人的法尼塞人,
[00:16:12.400 --> 00:16:15.400]  他們背後的動機是什麼?
[00:16:15.400 --> 00:16:17.400]  原來他們的動機,
[00:16:17.400 --> 00:16:19.400]  是為了要武裝好自己,
[00:16:19.400 --> 00:16:24.400]  去保護自己。
[00:16:24.400 --> 00:16:25.400]  為什麼我這樣說呢?
[00:16:25.400 --> 00:16:26.400]  我們看到,
[00:16:26.400 --> 00:16:28.400]  其實這群法尼塞人,
[00:16:28.400 --> 00:16:31.400]  在《約翰福音》第七章說到,
[00:16:31.400 --> 00:16:34.400]  他們去質疑耶穌,
[00:16:34.400 --> 00:16:40.400]  你是否一個真真正正從神而來的教師?
[00:16:40.400 --> 00:16:42.400]  耶穌怎樣說他們?
[00:16:42.400 --> 00:16:45.400]  耶穌在七章第十九節說,
[00:16:45.400 --> 00:16:48.400]  「摩西豈不是傳律法給你們嗎?
[00:16:48.400 --> 00:16:53.400]  你們卻沒有一個人守律法,
[00:16:53.400 --> 00:16:56.400]  你們為何要殺我?」
[00:16:56.400 --> 00:16:59.400]  這群宗教領袖,
[00:16:59.400 --> 00:17:01.400]  被耶穌看穿了,
[00:17:01.400 --> 00:17:06.400]  而且耶穌毫不留情地指責他們。
[00:17:06.400 --> 00:17:08.400]  自然而然,
[00:17:08.400 --> 00:17:11.400]  他們為了捍衛自己的地位,
[00:17:11.400 --> 00:17:13.400]  他們就產生了一些防衛的機制,
[00:17:13.400 --> 00:17:15.400]  去保障自己。
[00:17:15.400 --> 00:17:18.400]  他們知道耶穌會遙控他們的地位,
[00:17:18.400 --> 00:17:20.400]  和身份,
[00:17:20.400 --> 00:17:24.400]  所以他們力證自己是對的,
[00:17:24.400 --> 00:17:27.400]  而耶穌是錯的。
[00:17:27.400 --> 00:17:31.400]  耶穌錯,他們對,
[00:17:31.400 --> 00:17:34.400]  他們才有位置。
[00:17:34.400 --> 00:17:37.400]  結果他們就找了這個行刑的婦人,
[00:17:37.400 --> 00:17:39.400]  來公審,
[00:17:39.400 --> 00:17:42.400]  問耶穌是否守摩西的律法,
[00:17:42.400 --> 00:17:46.400]  就是要證明他們是真正的基督徒,
[00:17:46.400 --> 00:17:48.400]  而不是守摩西的律法,
[00:17:48.400 --> 00:17:50.400]  就是要證明,
[00:17:50.400 --> 00:17:52.400]  「你說我不守,
[00:17:52.400 --> 00:17:54.400]  那我又看看你怎樣守。」
[00:17:54.400 --> 00:17:59.400]  心裡就越走越歪,
[00:17:59.400 --> 00:18:03.400]  甚至到了一個冷酷無情的地步,
[00:18:03.400 --> 00:18:05.400]  去當眾收入一個
[00:18:05.400 --> 00:18:07.400]  手無寸鐵的婦女,
[00:18:07.400 --> 00:18:09.400]  而背後的動機,
[00:18:09.400 --> 00:18:12.400]  並不是為了伸張正義,
[00:18:12.400 --> 00:18:15.400]  並不是為了痛恨罪惡,
[00:18:15.400 --> 00:18:18.400]  而是為了自己的利益。
[00:18:18.400 --> 00:18:20.400]  他們這麼冷酷無情,
[00:18:20.400 --> 00:18:23.400]  其實都真的很可恥。
[00:18:23.400 --> 00:18:25.400]  而事實上,
[00:18:25.400 --> 00:18:28.400]  當他們帶著這個行刑的婦人,
[00:18:28.400 --> 00:18:30.400]  來到會眾面前,
[00:18:30.400 --> 00:18:33.400]  表面上他們要向婦人定罪,
[00:18:33.400 --> 00:18:36.400]  向婦人砸石頭,
[00:18:36.400 --> 00:18:39.400]  但是真正要砸石頭的對象,
[00:18:39.400 --> 00:18:44.400]  他們是想砸向耶穌。
[00:18:44.400 --> 00:18:46.400]  弟兄姊妹,
[00:18:46.400 --> 00:18:49.400]  我們都要留意,
[00:18:49.400 --> 00:18:53.400]  我們有些時候都要小心,
[00:18:53.400 --> 00:18:55.400]  我們會不會都會
[00:18:55.400 --> 00:18:58.400]  好像這班法利賽人一樣,
[00:18:58.400 --> 00:19:01.400]  向人砸石頭呢?
[00:19:01.400 --> 00:19:04.400]  我們要留意,
[00:19:04.400 --> 00:19:08.400]  其實有時我們會去
[00:19:08.400 --> 00:19:12.400]  將人去指責,
[00:19:12.400 --> 00:19:14.400]  去批評,
[00:19:14.400 --> 00:19:18.400]  甚至將人去dehumanize,
[00:19:18.400 --> 00:19:20.400]  去人性化。
[00:19:20.400 --> 00:19:22.400]  那個目的是什麼?
[00:19:22.400 --> 00:19:24.400]  看不到他的需要,
[00:19:24.400 --> 00:19:26.400]  他成為你的工具。
[00:19:26.400 --> 00:19:28.400]  那個目的就是試圖
[00:19:28.400 --> 00:19:32.400]  將自己變得更加優越,
[00:19:32.400 --> 00:19:39.400]  變得我企高人一格。
[00:19:39.400 --> 00:19:44.400]  我們有時真的會不經意地流露,
[00:19:44.400 --> 00:19:48.400]  其實我比別人有價值。
[00:19:48.400 --> 00:19:51.400]  然後我們就會有很多理由
[00:19:51.400 --> 00:19:53.400]  去證明這一點,
[00:19:53.400 --> 00:19:55.400]  我們沒有犯罪,
[00:19:55.400 --> 00:19:57.400]  我們不是通姦,
[00:19:57.400 --> 00:19:59.400]  我又不是吸毒,
[00:19:59.400 --> 00:20:02.400]  我又沒有立心不良,
