
[00:00:00.000 --> 00:00:04.600]  讓我們一同聆聽上帝一段話語
[00:00:04.600 --> 00:00:09.640]  記載在《馬太福音》第五章一至十節
[00:00:09.640 --> 00:00:16.280]  經文是這樣說
[00:00:16.280 --> 00:00:21.880]  耶穌看見許多的人就上了山
[00:00:21.880 --> 00:00:24.400]  既已坐下
[00:00:24.400 --> 00:00:27.120]  門徒到他跟前來
[00:00:27.880 --> 00:00:31.680]  他就開口教訓他們說
[00:00:31.680 --> 00:00:34.640]  虛心的人有福了
[00:00:34.640 --> 00:00:37.320]  因為天國是他們的
[00:00:37.320 --> 00:00:40.240]  愛動的人有福了
[00:00:40.240 --> 00:00:43.320]  因為他們必得安慰
[00:00:43.320 --> 00:00:46.280]  溫柔的人有福了
[00:00:46.280 --> 00:00:49.760]  因為他們必承受地土
[00:00:49.760 --> 00:00:53.360]  忌渴無意的人有福了
[00:00:53.360 --> 00:00:56.280]  因為他們必得飽足
[00:00:57.440 --> 00:00:59.680]  連戌人的人有福了
[00:00:59.680 --> 00:01:03.120]  因為他們必蒙連戌
[00:01:03.120 --> 00:01:06.240]  清心的人有福了
[00:01:06.240 --> 00:01:09.040]  因為他們必得見神
[00:01:09.040 --> 00:01:12.560]  使人和睦的人有福了
[00:01:12.560 --> 00:01:16.720]  因為他們必稱為神的兒子
[00:01:16.720 --> 00:01:21.000]  為而受迫迫的人有福了
[00:01:21.000 --> 00:01:24.160]  因為天國是他們的
[00:01:27.240 --> 00:01:29.800]  今天早上陳明樹牧師會率先
[00:01:29.800 --> 00:01:34.040]  透過剛才所讀的八福經文
[00:01:34.040 --> 00:01:36.240]  來講第一個福氣
[00:01:36.240 --> 00:01:38.920]  就是虛心的人有福了
[00:01:38.920 --> 00:01:41.360]  因為天國是他們的
[00:01:41.360 --> 00:01:45.760]  講題是「幸福由虛心開始」
[00:01:45.760 --> 00:01:52.040]  頂姐妹平安
[00:01:52.040 --> 00:01:54.360]  在新的一年裏
[00:01:54.360 --> 00:01:57.680]  盼望大家繼續經歷從神而來的幫助
[00:01:57.680 --> 00:01:59.880]  無論我們生命是怎樣也好
[00:01:59.880 --> 00:02:02.160]  我們知道我們的命是屬於上帝的
[00:02:02.160 --> 00:02:03.640]  我們生命裏面
[00:02:03.640 --> 00:02:05.360]  只要倚靠上帝的時候
[00:02:05.360 --> 00:02:08.880]  我們會發現上帝有美好的因典在我們生命當中
[00:02:08.880 --> 00:02:11.640]  剛才Raymond已經跟我們說過
[00:02:11.640 --> 00:02:15.880]  接下來這個系列就是一個關於八福宣講的系列
[00:02:15.880 --> 00:02:18.680]  我們不同的同工就會就著
[00:02:18.680 --> 00:02:21.440]  耶穌基督在這裏所講的登山補訓
[00:02:21.440 --> 00:02:22.880]  八節的經文
[00:02:23.120 --> 00:02:26.200]  來講述一下究竟真正的福氣
[00:02:26.200 --> 00:02:27.480]  真正的幸福
[00:02:27.480 --> 00:02:28.760]  是一回怎樣的事
[00:02:28.760 --> 00:02:31.960]  在這段經文裏面
[00:02:31.960 --> 00:02:34.120]  好像很簡單幾節的經文
[00:02:34.120 --> 00:02:38.360]  但是當你真的細心去讀的時候
[00:02:38.360 --> 00:02:41.160]  你會發現當中裏面有很深的智慧
[00:02:41.160 --> 00:02:43.960]  以及對我們生命有非常大的幫助
[00:02:43.960 --> 00:02:47.320]  在我們落聖經前我跟大家分享一個片段
[00:02:47.320 --> 00:02:50.120]  有一個中年的男子
[00:02:50.120 --> 00:02:51.920]  大概跟我差不多的年紀
[00:02:52.120 --> 00:02:55.000]  有一次跟他一起吃下午茶
[00:02:55.000 --> 00:02:56.960]  吃一些很簡單的餅乾
[00:02:56.960 --> 00:02:58.360]  喝一杯茶
[00:02:58.360 --> 00:03:00.960]  其實那些餅乾就是
[00:03:00.960 --> 00:03:03.200]  獨立包裝的檸檬夾心餅
[00:03:03.200 --> 00:03:04.320]  不知道大家有沒有吃過
[00:03:04.320 --> 00:03:06.320]  大家吃的時候
[00:03:06.320 --> 00:03:07.120]  不外如是
[00:03:07.120 --> 00:03:08.080]  普通夾心餅
