
[00:00:00.000 --> 00:00:12.000]  今段經文是在《馬太福音》第五章三十八到四十八
[00:00:12.000 --> 00:00:20.000]  是在《聖經》新約第七頁,請聽我讀出
[00:00:20.000 --> 00:00:32.000]  你們聽見有話說,以眼還眼,以牙還牙,
[00:00:32.000 --> 00:00:38.000]  只是我告訴你們,不要與惡人作對,
[00:00:38.000 --> 00:00:46.000]  有人打你的右臉,連左臉也要轉過來由他打。
[00:00:46.000 --> 00:00:57.000]  有人想要告你,要拿你的女衣,連外衣也由他拿去。
[00:00:57.000 --> 00:01:06.000]  有人強迫你走一里路,你就和他走二里。
[00:01:06.000 --> 00:01:16.000]  有求你的,就給他;有向你借太的,不可推辭。
[00:01:16.000 --> 00:01:25.000]  你們聽見有話說,當愛你的淪陷,恨你的仇敵,
[00:01:25.000 --> 00:01:37.000]  只是我告訴你們,要愛你的仇敵,也為那逼迫你們的禱告。
[00:01:37.000 --> 00:01:43.000]  這樣就可以作你們天父的兒子,
[00:01:43.000 --> 00:01:55.000]  因為他叫日頭照好人,也照大人,
[00:01:55.000 --> 00:02:01.000]  降雨給異人,也給不異的人。
[00:02:01.000 --> 00:02:09.000]  你們若單愛那愛你們的人,有什麼賞賜呢?
[00:02:09.000 --> 00:02:15.000]  就是遂理,不也是這樣行嗎?
[00:02:15.000 --> 00:02:25.000]  你們若單請你們弟兄的安,給人有什麼賞賜呢?
[00:02:25.000 --> 00:02:32.000]  就是愛邦人,不也是這樣行嗎?
[00:02:32.000 --> 00:02:41.000]  所以你們要完全將你們的天父完全一樣。
[00:02:41.000 --> 00:02:56.000]  請姐妹平安,我們繼續登山補訓的宣講。
[00:02:56.000 --> 00:03:01.000]  剛才所誦讀的經文,對我們不陌生吧?
[00:03:01.000 --> 00:03:03.000]  我們可能聽過很多次,
[00:03:03.000 --> 00:03:08.000]  只不過很特別的是,我們對耶穌的某幾個吩咐,
[00:03:08.000 --> 00:03:11.000]  其實會有保留,
[00:03:11.000 --> 00:03:14.000]  覺得怎麼可能要我這樣做呢?
[00:03:14.000 --> 00:03:20.000]  有人打我的右臉,難道我連左臉也要主動轉給他打嗎?
[00:03:20.000 --> 00:03:25.000]  又或者有人要告我,要連我的內衣也要拿走,
[00:03:25.000 --> 00:03:28.000]  我反而還要給他外衣?
[00:03:28.000 --> 00:03:33.000]  耶穌的要求似乎和普世所倡議的公平公道,
[00:03:33.000 --> 00:03:37.000]  要保護自己或別人應有的權益,
[00:03:37.000 --> 00:03:42.000]  這種社會價值觀念好像相反,
[00:03:42.000 --> 00:03:47.000]  怎麼可能要我們完全按照字面的意思來遵守呢?
[00:03:47.000 --> 00:03:54.000]  特別是當自己或家人真的受別人欺負、侮辱、被人傷害的時候,
[00:03:54.000 --> 00:03:59.000]  難道還要我完全不設防,不保護自己?
[00:03:59.000 --> 00:04:06.000]  盲目任由對方在自己或家人身上佔便宜,作惡?
[00:04:06.000 --> 00:04:13.000]  怎麼說也好,我們心裡總覺得很荒謬,很離地,
[00:04:13.000 --> 00:04:19.000]  於是我們很自然地會靜悄悄地將這幾節經文放在一旁,
[00:04:19.000 --> 00:04:23.000]  還是不要處理它,可能這樣會好一點,
[00:04:23.000 --> 00:04:29.000]  甚至我們骨子裡也渴望,耶穌其實不是真的叫我這樣做的,
[00:04:29.000 --> 00:04:36.000]  弟兄姊妹,其實耶穌想跟我們說什麼呢?
[00:04:36.000 --> 00:04:41.000]  首先我們看回上文,跟大家重溫一點,
[00:04:41.000 --> 00:04:45.000]  我們之前也看過第五章第十七至二十節,
[00:04:45.000 --> 00:04:48.000]  耶穌說了兩個很重要的原則,
[00:04:48.000 --> 00:04:53.000]  就是說他來並不是要廢掉律法和先知的教導,
[00:04:53.000 --> 00:04:56.000]  而是要成全對,
[00:04:56.000 --> 00:05:00.000]  他也說過,門徒的義要勝過文士和化理卓人的義,
[00:05:00.000 --> 00:05:04.000]  才可以進天國,我們必須謹記這兩個前提,
[00:05:04.000 --> 00:05:07.000]  因為耶穌是根據這兩個大前提,
[00:05:07.000 --> 00:05:10.000]  來提出六個的教導,
[00:05:10.000 --> 00:05:13.000]  每一個都是用「你們聽見有話說」,
[00:05:13.000 --> 00:05:17.000]  又或者說「古人說」這一類的字眼來作為開始,
[00:05:17.000 --> 00:05:24.000]  藉以糾正當時的社群對舊約律法的曲解,
[00:05:24.000 --> 00:05:30.000]  從而說明了律法原本的意思到底是怎樣,
[00:05:30.000 --> 00:05:36.000]  又或者說什麼才是符合上帝旨意的義,
[00:05:36.000 --> 00:05:40.000]  我們必須謹記這個大前提,
[00:05:40.000 --> 00:05:45.000]  也因著這個大前提,我們之前已經說了四個教導,
[00:05:45.000 --> 00:05:46.000]  還記得嗎?
[00:05:46.000 --> 00:05:50.000]  不可殺人、不可姦人、不可休妻和不可起誓,
[00:05:50.000 --> 00:05:54.000]  現在我們就分享第五和第六個教導,
[00:05:54.000 --> 00:05:56.000]  三十八節,剛才也讀了,
[00:05:56.000 --> 00:06:00.000]  「你們聽見有話說,以眼還眼,以牙還牙」,
[00:06:00.000 --> 00:06:03.000]  如果特別看《和學本》,其實有個括號,
[00:06:03.000 --> 00:06:08.000]  它也說明這八個字是引述自《昭及記》、
[00:06:08.000 --> 00:06:12.000]  《利未記》、《新命記》都有的律法教導,
[00:06:12.000 --> 00:06:16.000]  驟眼看來,似乎真的容許人有權去報復,
[00:06:16.000 --> 00:06:19.000]  你來到去以暴易暴,
[00:06:19.000 --> 00:06:21.000]  事實上這個教導,你想想,
[00:06:21.000 --> 00:06:27.000]  在當時,其實也挺迎合社會貧苦大眾的口味,
[00:06:27.000 --> 00:06:31.000]  畢竟你想想,特別是猶太人過往幾百年,
[00:06:31.000 --> 00:06:32.000]  他們怎樣?
[00:06:32.000 --> 00:06:35.000]  經歷了國破家亡,
[00:06:35.000 --> 00:06:40.000]  又成為了俘虜,被擄到外地,成為二等公民,
[00:06:40.000 --> 00:06:45.000]  終於可以回歸耶路撒冷,有自己的地方,有聖殿,
[00:06:45.000 --> 00:06:51.000]  但其實還是活在不同的外邦政權的欺壓下,
[00:06:51.000 --> 00:06:56.000]  所以,普遍百姓心目中,自然積聚了不少怨氣,
[00:06:56.000 --> 00:06:58.000]  不少的苦毒,
[00:06:58.000 --> 00:07:02.000]  所以不難想像,其實有關報仇的教導,
[00:07:02.000 --> 00:07:03.000]  其實很有市場,
[00:07:03.000 --> 00:07:06.000]  透過報仇,人往往可以怎樣?
[00:07:06.000 --> 00:07:11.000]  將你內裡的苦毒,那些憤怒,多多少少發了出來,
[00:07:11.000 --> 00:07:13.000]  又或者透過報復,
[00:07:13.000 --> 00:07:16.000]  也讓欺負你的人知道怎樣,
[00:07:16.000 --> 00:07:19.000]  你不要再來,我不是很欺負的,
[00:07:19.000 --> 00:07:21.000]  我會還手的,
[00:07:21.000 --> 00:07:26.000]  所以,我們不難想像,當時是一個這樣的情況,
[00:07:26.000 --> 00:07:30.000]  事實上你會看到,即使今天報復的心理,
[00:07:30.000 --> 00:07:33.000]  都活躍在人類的生活裡面,
[00:07:33.000 --> 00:07:34.000]  有沒有留意?
[00:07:34.000 --> 00:07:38.000]  如果你留意,特別可能外國很多的調查都會研究,
[00:07:38.000 --> 00:07:41.000]  覺得有兩成以上的殺人案,
[00:07:41.000 --> 00:07:44.000]  或者六成的校園槍擊案,
[00:07:44.000 --> 00:07:46.000]  和什麼有關?
[00:07:46.000 --> 00:07:48.000]  和報仇有關,
[00:07:48.000 --> 00:07:51.000]  甚至這種報復心理,
[00:07:51.000 --> 00:07:55.000]  你會發覺,其實在政治層面都會出現,
[00:07:55.000 --> 00:07:57.000]  曾經看過一篇報道,
[00:07:57.000 --> 00:07:59.000]  BBC,英國廣播公司,
[00:07:59.000 --> 00:08:01.000]  有一篇文章分析,
[00:08:01.000 --> 00:08:03.000]  當年特朗普,Donald Trump,
[00:08:03.000 --> 00:08:07.000]  他為什麼會贏得一個總統的選舉呢?
[00:08:07.000 --> 00:08:09.000]  其中一個原因就是,
[00:08:09.000 --> 00:08:11.000]  由於當時美國的藍領白人,
[00:08:11.000 --> 00:08:13.000]  特別是住在鄉村的選民,
[00:08:13.000 --> 00:08:18.000]  他們長期覺得自己被主流社會遺棄,
[00:08:18.000 --> 00:08:23.000]  他們的訴求,他們的聲音得不到聆聽,
[00:08:23.000 --> 00:08:25.000]  長期被打壓,
[00:08:25.000 --> 00:08:28.000]  於是就一面倒轉去支持,
[00:08:28.000 --> 00:08:32.000]  當時被主流社會所不齒的特朗普,
[00:08:32.000 --> 00:08:33.000]  其實就是報復,
[00:08:33.000 --> 00:08:35.000]  用選票來報復,
[00:08:35.000 --> 00:08:37.000]  發洩他們心裡的怨憤,
[00:08:37.000 --> 00:08:40.000]  事實上,說得更近一點,
[00:08:40.000 --> 00:08:43.000]  我們都看荷里活電影,
[00:08:43.000 --> 00:08:47.000]  你有沒有發覺不少荷里活票房大賣的影片,
[00:08:47.000 --> 00:08:49.000]  和什麼題材有關?
[00:08:49.000 --> 00:08:51.000]  復仇,
[00:08:51.000 --> 00:08:53.000]  特別幾年前,
[00:08:53.000 --> 00:08:55.000]  在座很多人都看過,
[00:08:55.000 --> 00:08:58.000]  聽過復仇者聯盟系列的影片,
[00:08:58.000 --> 00:09:00.000]  在全球大賣,
[00:09:00.000 --> 00:09:02.000]  你想想,
[00:09:02.000 --> 00:09:05.000]  如果用原班的演員,
[00:09:05.000 --> 00:09:07.000]  原班的製作單位,
[00:09:07.000 --> 00:09:09.000]  同樣的投資,
[00:09:09.000 --> 00:09:11.000]  但是改了個名字,
[00:09:11.000 --> 00:09:13.000]  不叫復仇者聯盟,
[00:09:13.000 --> 00:09:15.000]  叫復和者聯盟,
[00:09:15.000 --> 00:09:17.000]  他們穿上裝備,
[00:09:17.000 --> 00:09:20.000]  但不是和敵人拼命,
[00:09:20.000 --> 00:09:22.000]  而是和他們和解,
[00:09:22.000 --> 00:09:24.000]  大家抱著頭抱著頸吃頓飯,
[00:09:24.000 --> 00:09:26.000]  握手做朋友,
[00:09:26.000 --> 00:09:28.000]  你會不會想看?
[00:09:28.000 --> 00:09:29.000]  看一集都夠了,
[00:09:29.000 --> 00:09:31.000]  還要看整個系列,
[00:09:31.000 --> 00:09:34.000]  不會大受歡迎,
[00:09:34.000 --> 00:09:36.000]  事實上,
[00:09:36.000 --> 00:09:38.000]  電影姐妹回到我們自己,
[00:09:38.000 --> 00:09:40.000]  苦心自問,
