
[00:00:00.000 --> 00:00:06.840]  現在跟大家讀的經文是在新約聖經95頁
[00:00:06.840 --> 00:00:13.400]  路加福音9章51-56節
[00:00:13.400 --> 00:00:18.200]  聖經這樣說
[00:00:18.200 --> 00:00:21.600]  耶穌被接上升的日子將到
[00:00:21.600 --> 00:00:24.600]  他就定義向耶路撒冷去
[00:00:24.600 --> 00:00:28.200]  便打發使者在他前頭走
[00:00:28.200 --> 00:00:31.200]  他們到了撒瑪利亞的一個村莊
[00:00:31.200 --> 00:00:33.600]  要為他預備
[00:00:33.600 --> 00:00:36.200]  那裡的人不接待他
[00:00:36.200 --> 00:00:39.600]  因他面向耶路撒冷去
[00:00:39.600 --> 00:00:43.200]  他的門徒雅各·約翰看見了
[00:00:43.200 --> 00:00:45.600]  就說:主啊,你要我們
[00:00:45.600 --> 00:00:49.600]  吩咐火從天上降下來消滅他們
[00:00:49.600 --> 00:00:53.200]  像以利亞所作的魔
[00:00:53.200 --> 00:00:56.400]  耶穌轉身集被兩個門徒說:
[00:00:56.400 --> 00:01:00.000]  你們的心如何,你們並不知道
[00:01:00.000 --> 00:01:03.800]  人子來,不是要滅人的性命
[00:01:03.800 --> 00:01:06.200]  是要救人的性命
[00:01:06.200 --> 00:01:09.400]  說著就往別的村莊去了
[00:01:09.400 --> 00:01:18.400]  多謝梅主神
[00:01:18.400 --> 00:01:24.800]  我沒有離開約翰福音的書卷
[00:01:24.800 --> 00:01:30.200]  不過本來今天應該到約翰福音第四章
[00:01:30.200 --> 00:01:35.800]  講到耶穌在聚家井旁向婦人談道
[00:01:35.800 --> 00:01:39.800]  講到這裡不如我扯遠一點
[00:01:39.800 --> 00:01:42.800]  跟大家講一個更闊的題目
[00:01:42.800 --> 00:01:46.000]  講一下耶穌和撒瑪利亞人的關係
[00:01:46.000 --> 00:01:47.200]  這是一個背景
[00:01:47.200 --> 00:01:52.200]  講完之後我們下一次再講約翰福音第四章
[00:01:52.400 --> 00:02:00.400]  猶太民族是一個充滿仇恨和紛爭的群體
[00:02:00.400 --> 00:02:03.600]  無論在歷史還是現實
[00:02:03.600 --> 00:02:10.400]  幾乎沒有停止過有迫害、殺戮、戰爭、相伴隨
[00:02:10.400 --> 00:02:19.000]  最近牽動我們的心弦的是以巴衝突
[00:02:19.000 --> 00:02:26.400]  戰火繚搖,死了很多很多的人
[00:02:26.400 --> 00:02:33.400]  我去聖地超過十次
[00:02:33.400 --> 00:02:40.200]  每次進入耶路撒冷這個名為平安和平之城
[00:02:40.200 --> 00:02:43.400]  我都很深刻感受到那裡的居民
[00:02:43.400 --> 00:02:49.400]  是怎樣長期活在敵視、猜忌和恐懼之中
[00:02:49.400 --> 00:02:52.400]  最近幾年本來是好了
[00:02:52.400 --> 00:02:56.400]  不過我預計明年或後年
[00:02:56.400 --> 00:03:00.400]  戰爭止息有機會再去
[00:03:00.400 --> 00:03:05.400]  我都可以預計那種仇恨感會重現
[00:03:05.400 --> 00:03:10.400]  最重要的時候大概二十年前
[00:03:10.400 --> 00:03:12.400]  我記得去入救城
[00:03:12.400 --> 00:03:19.400]  每一個角落都有以色列幾個軍人駐紮
[00:03:19.400 --> 00:03:25.400]  用極其敵視的眼光去看著每一個來往的人
[00:03:25.400 --> 00:03:32.400]  而巴勒斯坦人那種冷漠、仇恨的眼光
[00:03:32.400 --> 00:03:38.400]  總之你去到就覺得是全身都不自在的感覺
[00:03:38.400 --> 00:03:42.400]  猶太人不僅與巴勒斯坦人互相衝突
[00:03:42.400 --> 00:03:46.400]  在歷史上他們都與基督徒和回教徒長期衝突
[00:03:46.400 --> 00:03:51.400]  甚至與種族的撒瑪利亞人相衝突
[00:03:51.400 --> 00:03:55.400]  撒瑪利亞人與猶太人都是阿帕拉罕的後裔
[00:03:55.400 --> 00:03:57.400]  都是以色列人
[00:03:57.400 --> 00:03:59.400]  在王國分裂之後
[00:03:59.400 --> 00:04:01.400]  撒瑪利亞人歸屬北國
[00:04:01.400 --> 00:04:03.400]  猶太人就屬南國
[00:04:03.400 --> 00:04:05.400]  其實為何叫撒瑪利亞人呢?
[00:04:05.400 --> 00:04:11.400]  因為北國曾經把國都叫做撒瑪利亞城
[00:04:11.400 --> 00:04:13.400]  所以他們就叫做撒瑪利亞人
[00:04:13.400 --> 00:04:18.400]  不過兩個具有相同祖宗和血緣的群體
[00:04:18.400 --> 00:04:20.400]  關係非常惡劣
[00:04:20.400 --> 00:04:23.400]  各種原因有歷史的也有現實的
[00:04:23.400 --> 00:04:26.400]  歷史的原因包括在主前八世紀
[00:04:26.400 --> 00:04:34.400]  不少撒瑪利亞人被擄到巴比倫和埃亞述
[00:04:34.400 --> 00:04:36.400]  他們與當地人通婚
[00:04:36.400 --> 00:04:41.400]  所以後裔在種族和宗教上都不再保持純潔
[00:04:41.400 --> 00:04:46.400]  自命血統純正的猶太人非常看不起他們
[00:04:46.400 --> 00:04:49.400]  這是歷史的原因
[00:04:49.400 --> 00:04:52.400]  而現實的原因是在耶穌的時代
[00:04:52.400 --> 00:04:57.400]  撒瑪利亞人是一般妒忌猶太人比較富有
[00:04:57.400 --> 00:05:01.400]  宗教和政治的地位也都比他們好
[00:05:01.400 --> 00:05:04.400]  無論如何在耶穌的時代
[00:05:04.400 --> 00:05:09.400]  猶太人和撒瑪利亞人曾經發生多次的衝突
[00:05:09.400 --> 00:05:12.400]  甚至有流血死亡的事件
[00:05:12.400 --> 00:05:15.400]  兩派勢成水火,壁壘分明
[00:05:15.400 --> 00:05:18.400]  約翰福音四章九節這樣說
[00:05:18.400 --> 00:05:23.400]  原來猶太人和撒瑪利亞人沒有來往
[00:05:23.400 --> 00:05:29.400]  猶太人很少和撒瑪利亞人有交往
[00:05:29.400 --> 00:05:32.400]  不會和他們一起吃飯
[00:05:32.400 --> 00:05:38.400]  連用一個器皿去喝一杯水都不會
[00:05:38.400 --> 00:05:40.400]  羅伽福音記載
[00:05:40.400 --> 00:05:45.400]  耶穌有一次和門徒從加利利前往耶路撒冷
[00:05:45.400 --> 00:05:48.400]  路過一個撒瑪利亞人的村莊
[00:05:48.400 --> 00:05:52.400]  但是因為他們是要向耶路撒冷去
[00:05:52.400 --> 00:05:57.400]  所以撒瑪利亞人都不用問他們是什麼人
[00:05:57.400 --> 00:05:59.400]  因為他們正前往耶路撒冷
[00:05:59.400 --> 00:06:02.400]  很明顯不是我們的人
[00:06:02.400 --> 00:06:04.400]  所以就不接待他們
[00:06:04.400 --> 00:06:11.400]  換言之,誰和耶路撒冷拉上關係
[00:06:11.400 --> 00:06:14.400]  就和撒瑪利亞人勢不兩立
[00:06:14.400 --> 00:06:19.400]  前面說過在耶穌的時代
[00:06:19.400 --> 00:06:23.400]  猶太人是被撒瑪利亞人富有的
[00:06:23.400 --> 00:06:27.400]  他們在羅馬帝國享受的政治待遇也被後者為優
[00:06:27.400 --> 00:06:31.400]  由於他們在政治和經濟地位上有優勢
[00:06:31.400 --> 00:06:34.400]  所以通常是他們歧視撒瑪利亞人
[00:06:34.400 --> 00:06:37.400]  而不是撒瑪利亞人歧視他們
[00:06:37.400 --> 00:06:39.400]  正如在香港
[00:06:39.400 --> 00:06:43.400]  一定是我們多於印巴裔人歧視我們
[00:06:43.400 --> 00:06:46.400]  他們不喜歡我們也可能
[00:06:46.400 --> 00:06:48.400]  不過我們佔主
[00:06:48.400 --> 00:06:51.400]  我們高位,我們優勢
[00:06:51.400 --> 00:06:54.400]  所以通常都是高位歧視低位
[00:06:54.400 --> 00:06:57.400]  低位的人又怎會有資格歧視高位的人呢?
[00:06:57.400 --> 00:07:04.400]  所以在那群自命、種族和宗教都是正統的猶太人眼中
[00:07:04.400 --> 00:07:07.400]  撒瑪利亞人是卑劣不堪的
[00:07:07.400 --> 00:07:10.400]  簡直淪為魔鬼的附庸
[00:07:10.400 --> 00:07:14.400]  耶穌基督在《約翰福音》8章48節
[00:07:14.400 --> 00:07:16.400]  就曾經被人指控
[00:07:16.400 --> 00:07:23.400]  我們說你是撒瑪利亞人並且是鬼附著的
[00:07:23.400 --> 00:07:25.400]  指責對方是撒瑪利亞人
[00:07:25.400 --> 00:07:30.400]  就成為了去誣衊、去詆毀的說話
[00:07:30.400 --> 00:07:35.400]  我說你是旺鎮的人,就立刻罵你
[00:07:35.400 --> 00:07:37.400]  最大的詆毀
[00:07:37.400 --> 00:07:40.400]  你可以想像那個標籤是什麼標籤
[00:07:40.400 --> 00:07:47.400]  並且說對方是撒瑪利亞人和被鬼附著
[00:07:47.400 --> 00:07:49.400]  差不多這麼嚴重
[00:07:49.400 --> 00:07:51.400]  你知道耶穌是很憎恨人
[00:07:51.400 --> 00:07:56.400]  很抗拒被人誣衊是魔鬼的使者
[00:07:56.400 --> 00:07:59.400]  耶穌曾經有一次這樣斷言
[00:07:59.400 --> 00:08:04.400]  這樣說的人是在褻瀆聖靈
[00:08:04.400 --> 00:08:06.400]  是永不得赦免的
[00:08:06.400 --> 00:08:09.400]  你可以想像耶穌的語氣有多沉重
[00:08:09.400 --> 00:08:14.400]  不過耶穌沒有為其他人誣衊他是撒瑪利亞人
[00:08:14.400 --> 00:08:17.400]  做任何辯護,沒有回應
[00:08:17.400 --> 00:08:19.400]  可能他根本不在乎這樣的稱呼
[00:08:19.400 --> 00:08:21.400]  他不覺得這是一個貶義
[00:08:21.400 --> 00:08:23.400]  說的人以為這是一個貶義
[00:08:23.400 --> 00:08:25.400]  耶穌自己不覺得
[00:08:25.400 --> 00:08:30.400]  耶穌基督如何看待這兩個族裔的矛盾呢
[00:08:30.400 --> 00:08:33.400]  在耶穌三年的侍奉生涯中
[00:08:33.400 --> 00:08:35.400]  他很少跟撒瑪利亞人來往
[00:08:35.400 --> 00:08:40.400]  他曾經表示他定義集中拯救以色列的迷洋
[00:08:40.400 --> 00:08:42.400]  這是他自覺的使命
[00:08:42.400 --> 00:08:44.400]  在《約翰福音》四章二十二節
[00:08:44.400 --> 00:08:47.400]  他說因為救恩是從猶太人出來的
[00:08:47.400 --> 00:08:50.400]  所以傳福音的對象先是猶太人
[00:08:50.400 --> 00:08:54.400]  然後才是希臘人和其他外邦人
[00:08:54.400 --> 00:08:56.400]  這是上帝所定的救贖計劃
[00:08:56.400 --> 00:08:59.400]  不過在耶穌的侍奉和教導中
[00:08:59.400 --> 00:09:03.400]  最少有三次是涉及撒瑪利亞人
[00:09:03.400 --> 00:09:06.400]  我們就這三次事件
[00:09:06.400 --> 00:09:12.400]  可以窺探到他對撒瑪利亞人的態度
[00:09:12.400 --> 00:09:15.400]  第一次就是我們剛才讀的聖經
[00:09:15.400 --> 00:09:17.400]  我剛才也有提及過
[00:09:17.400 --> 00:09:24.400]  他在某個猶太人和撒瑪利亞人
[00:09:24.400 --> 00:09:34.400]  集居的麻風病人村落
[00:09:34.400 --> 00:09:38.400]  治好了十個麻風病人
[00:09:38.400 --> 00:09:41.400]  你可以想像一下
[00:09:41.400 --> 00:09:45.400]  那個麻風病人的村落
[00:09:45.400 --> 00:09:49.400]  是有猶太人和撒瑪利亞人集居的
[00:09:49.400 --> 00:09:50.400]  為什麼呢?
[00:09:50.400 --> 00:09:55.400]  因為當你墮落成了麻風病人
[00:09:55.400 --> 00:09:57.400]  也沒有什麼好分辨的
[00:09:57.400 --> 00:09:59.400]  你也是人間最壞的人
[00:09:59.400 --> 00:10:03.400]  那些猶太人和撒瑪利亞人就不再分種族了
[00:10:03.400 --> 00:10:05.400]  就堆在一起
[00:10:05.400 --> 00:10:07.400]  他治好了十個麻風病人
[00:10:07.400 --> 00:10:14.400]  他們按照律法的條例去祭司驗明正身
[00:10:14.400 --> 00:10:17.400]  然後重獲正常人生活的資格之後
[00:10:17.400 --> 00:10:21.400]  只有一個人回來感謝耶穌歸榮耀給上帝
[00:10:21.400 --> 00:10:26.400]  而這個人,唯一的人就是撒瑪利亞人
[00:10:26.400 --> 00:10:29.400]  這個情況令耶穌非常感慨
[00:10:29.400 --> 00:10:31.400]  他嘆息說
[00:10:31.400 --> 00:10:33.400]  除了這個外族人
[00:10:33.400 --> 00:10:36.400]  再沒有別人回來歸榮耀與上帝嗎?
[00:10:36.400 --> 00:10:41.400]  這是路加福音17章11-19節的記載
[00:10:41.400 --> 00:10:45.400]  猶太人一向自命給撒瑪利亞人敬虔
[00:10:45.400 --> 00:10:50.400]  不過這一次,顯然是撒瑪利亞人更敬虔
[00:10:50.400 --> 00:10:55.400]  最後,耶穌宣佈對撒瑪利亞人的拯救
[00:10:55.400 --> 00:10:57.400]  這是第一件事件
[00:10:57.400 --> 00:10:59.400]  第二件事件
[00:10:59.400 --> 00:11:05.400]  是一次耶穌為了回答一個猶太律法師試探性的提問
[00:11:05.400 --> 00:11:09.400]  就說了一個很撒瑪利亞人的比喻
[00:11:09.400 --> 00:11:10.400]  這是大家很熟悉的
[00:11:10.400 --> 00:11:13.400]  路加福音10章25-37節
[00:11:13.400 --> 00:11:18.400]  他特別將一個祭司、一個利美人
[00:11:18.400 --> 00:11:23.400]  和一個沒有任何特殊的宗教背景的撒瑪利亞人
[00:11:23.400 --> 00:11:24.400]  做對照
[00:11:24.400 --> 00:11:32.400]  認明猶太人眼中最虔誠、最懂得摩西律法
[00:11:32.400 --> 00:11:34.400]  最遵守上帝的誡命的人
[00:11:34.400 --> 00:11:41.400]  在愛倫社的事上竟然比不上一個普通的撒瑪利亞人
[00:11:41.400 --> 00:11:47.400]  今天我們從耶穌的比喻學習愛倫社的道理
[00:11:47.400 --> 00:11:54.400]  我們很少注意這個比喻本身帶有強烈的挑釁性
[00:11:54.400 --> 00:11:59.400]  其實耶穌這一句對話不是一個溫柔的講道
[00:11:59.400 --> 00:12:02.400]  其實根本上是和吵架差不多的
[00:12:02.400 --> 00:12:05.400]  是針鋒相對的
[00:12:05.400 --> 00:12:07.400]  因為聖經講明了
[00:12:07.400 --> 00:12:10.400]  路加福音10章25-28節
[00:12:10.400 --> 00:12:13.400]  律法師是要試探耶穌
[00:12:13.400 --> 00:12:16.400]  不是一個平和的討論
[00:12:16.400 --> 00:12:20.400]  不過我們看不出針對性
[00:12:20.400 --> 00:12:23.400]  在當時期的人就一定看得出
[00:12:23.400 --> 00:12:27.400]  他們不可能聽不出耶穌說這番話的諷刺意味
[00:12:27.400 --> 00:12:34.400]  耶穌竟然將尊貴的祭司和諸狗不如的賤民放在一起
[00:12:34.400 --> 00:12:46.400]  並且說明那些祭司竟然在表現上不及那些賤民
[00:12:46.400 --> 00:12:52.400]  你可以想像他們怎樣覺得被冒犯
[00:12:52.400 --> 00:12:58.400]  第三個例子是
[00:12:58.400 --> 00:13:00.400]  第三個事例是
[00:13:00.400 --> 00:13:02.400]  我們下次會講的
[00:13:02.400 --> 00:13:06.400]  耶穌有一次在聚家城外的雅各井旁
[00:13:06.400 --> 00:13:09.400]  和一個撒瑪利亞婦人談刀
[00:13:09.400 --> 00:13:12.400]  這個故事其實也很有革命性
[00:13:12.400 --> 00:13:15.400]  耶穌打破了撒瑪利亞人
[00:13:15.400 --> 00:13:19.400]  特別是撒瑪利亞婦女往來
[00:13:19.400 --> 00:13:24.400]  不和他們共用一個不水的器皿的禁忌
[00:13:24.400 --> 00:13:28.400]  連撒瑪利亞婦人也覺得很意外
[00:13:28.400 --> 00:13:30.400]  在四章九節中
[00:13:30.400 --> 00:13:32.400]  你既是猶太人
[00:13:32.400 --> 00:13:36.400]  怎會向我撒瑪利亞婦人要水喝呢?
[00:13:36.400 --> 00:13:39.400]  耶穌不僅僅問她要水
[00:13:39.400 --> 00:13:41.400]  更主動和她談話
[00:13:41.400 --> 00:13:43.400]  由活水談到真正的敬拜
[00:13:43.400 --> 00:13:47.400]  藉著對敬拜地點的討論
[00:13:47.400 --> 00:13:51.400]  耶穌指出敬拜的地點根本不重要
[00:13:51.400 --> 00:13:58.400]  耶路撒冷沒有壟斷上帝聖地的資格
[00:13:58.400 --> 00:14:02.400]  只要心靈和誠實
[00:14:02.400 --> 00:14:06.400]  無論在那裡敬拜
[00:14:06.400 --> 00:14:09.400]  都獲得上帝的閱立
[00:14:09.400 --> 00:14:11.400]  如果地域也不重要
[00:14:11.400 --> 00:14:15.400]  族群的差異自然也不重要
[00:14:15.400 --> 00:14:17.400]  耶穌是不著痕跡的
[00:14:17.400 --> 00:14:22.400]  吻除了猶太人和撒瑪利亞人的族群差異
[00:14:22.400 --> 00:14:26.400]  指出他們有一位共同在天上的父
[00:14:26.400 --> 00:14:30.400]  結果撒瑪利亞人信了耶穌
[00:14:30.400 --> 00:14:33.400]  並且在他的傳福音下
[00:14:33.400 --> 00:14:37.400]  連帶同村的撒瑪利亞人都信了耶穌
[00:14:37.400 --> 00:14:40.400]  耶穌在他們中間住了兩天
[00:14:40.400 --> 00:14:43.400]  親自教導他們有關道理
[00:14:43.400 --> 00:14:47.400]  這是《約翰福音》4章39-42節所記載的
[00:14:47.400 --> 00:14:49.400]  耶穌對門徒說
[00:14:49.400 --> 00:14:52.400]  向撒瑪利亞人傳福音
[00:14:52.400 --> 00:14:56.400]  正是進行差我來者的旨意
[00:14:56.400 --> 00:14:59.400]  作成他的功
[00:14:59.400 --> 00:15:03.400]  耶穌為此高興快樂
[00:15:03.400 --> 00:15:06.400]  這是聖經唯一一次記述
[00:15:06.400 --> 00:15:10.400]  耶穌專門在撒瑪利亞群體裡工作
[00:15:10.400 --> 00:15:15.400]  也可以說是耶穌傳到生涯裡
[00:15:15.400 --> 00:15:18.400]  其中一個成功的經歷
[00:15:18.400 --> 00:15:21.400]  約翰在記述了這個故事之後
[00:15:21.400 --> 00:15:27.400]  再刻意提到耶穌在加利利本地不受人尊敬
