
[00:00:00.000 --> 00:00:06.380]  感謝神讓我們有基督大能的幫臂作為我們的依靠
[00:00:06.380 --> 00:00:10.400]  接下來我們繼續聆聽聖道
[00:00:10.400 --> 00:00:11.780]  我們繼續我們的敬拜
[00:00:11.780 --> 00:00:15.600]  今天我們選讀的經文是新約聖經《瑪提福音》
[00:00:15.600 --> 00:00:19.920]  瑪提福音第五章三十三到三十七節
[00:00:19.920 --> 00:00:21.920]  請聽我讀出
[00:00:21.920 --> 00:00:26.600]  你們又聽見有吩咐古人的話說
[00:00:26.600 --> 00:00:28.600]  不可背誓
[00:00:28.600 --> 00:00:32.920]  你起的誓總要向主謹守
[00:00:32.920 --> 00:00:35.920]  只是我告訴你們
[00:00:35.920 --> 00:00:37.920]  什麼誓都不可起
[00:00:37.920 --> 00:00:40.920]  不可指著天起誓
[00:00:40.920 --> 00:00:44.920]  因為天是神的座位
[00:00:44.920 --> 00:00:46.920]  不可指著地起誓
[00:00:46.920 --> 00:00:49.920]  因為地是他的腳墩
[00:00:49.920 --> 00:00:53.920]  也不可指著耶路撒冷起誓
[00:00:53.920 --> 00:00:57.920]  因為耶路撒冷是大君的京城
[00:00:57.920 --> 00:01:01.920]  也不可指著你的頭起誓
[00:01:01.920 --> 00:01:06.920]  因為你不能使一根頭髮變黑變白了
[00:01:06.920 --> 00:01:07.920]  你們的話
[00:01:07.920 --> 00:01:10.920]  是就說是
[00:01:10.920 --> 00:01:13.920]  不是就說不是
[00:01:13.920 --> 00:01:17.920]  若再多說就是出於那惡者
[00:01:25.920 --> 00:01:27.920]  弟兄姊妹平安
[00:01:27.920 --> 00:01:31.920]  感謝主終於可以用真面目見到大家
[00:01:31.920 --> 00:01:35.920]  戴口罩好看一點
[00:01:35.920 --> 00:01:38.920]  但是能夠可以
[00:01:38.920 --> 00:01:42.920]  好像不用戴著面罩
[00:01:42.920 --> 00:01:46.920]  可以比較見到整全人的面貌
[00:01:46.920 --> 00:01:48.920]  其實對我們來說
[00:01:48.920 --> 00:01:50.920]  好像這幾年經歷過疫情之後
[00:01:50.920 --> 00:01:52.920]  現在好像變得很奢侈
[00:01:52.920 --> 00:01:54.920]  但也很珍惜這些時間
[00:01:54.920 --> 00:01:58.920]  可以面部坦蕩蕩去做人
[00:01:58.920 --> 00:02:02.920]  不過人生有時候未必可以完全坦蕩蕩
[00:02:02.920 --> 00:02:07.920]  我記得我小時候讀書不太好
[00:02:07.920 --> 00:02:12.920]  有時候默書通常都不高分
[00:02:12.920 --> 00:02:14.920]  但很容易每次都過關
[00:02:14.920 --> 00:02:15.920]  為什麼呢
[00:02:15.920 --> 00:02:19.920]  因為第一次默書一定不錯
[00:02:19.920 --> 00:02:21.920]  媽媽就會簽名
[00:02:21.920 --> 00:02:25.920]  我以前用印水紙印了媽媽的簽名
[00:02:25.920 --> 00:02:30.920]  之後不合格的
[00:02:30.920 --> 00:02:32.920]  我趁媽媽不留意
[00:02:32.920 --> 00:02:36.920]  用紙套著來冒簽媽媽的名字
[00:02:36.920 --> 00:02:39.920]  不合格的就我冒簽
[00:02:39.920 --> 00:02:43.920]  合格的拿100分的就給媽媽簽
[00:02:43.920 --> 00:02:45.920]  有一次是這樣的
[00:02:45.920 --> 00:02:47.920]  那次有100分就給媽媽簽
[00:02:47.920 --> 00:02:54.920]  我用萬字夾給媽媽簽
[00:02:54.920 --> 00:02:57.920]  媽媽簽完就拿萬字夾去看前面
[00:02:57.920 --> 00:03:00.920]  我簽過這次嗎
[00:03:00.920 --> 00:03:03.920]  那次零分為什麼我簽了
[00:03:03.920 --> 00:03:07.920]  我說媽媽你簽了你不記得
[00:03:07.920 --> 00:03:09.920]  不過媽媽一直揭的時候
[00:03:09.920 --> 00:03:12.920]  每次這麼多不合格
[00:03:12.920 --> 00:03:14.920]  零分的一定沒有簽過
[00:03:14.920 --> 00:03:16.920]  然後就氣我一個星期
[00:03:16.920 --> 00:03:20.920]  媽媽氣我以為我做什麼呢
[00:03:20.920 --> 00:03:24.920]  我以為媽媽氣我不合格
[00:03:24.920 --> 00:03:26.920]  不勤奮去做
[00:03:26.920 --> 00:03:29.920]  氣了一個星期都不知道發生什麼事
[00:03:29.920 --> 00:03:33.920]  板著臉直至到一個星期後
[00:03:33.920 --> 00:03:35.920]  媽媽就跟我說
[00:03:35.920 --> 00:03:37.920]  誰知道我氣你什麼
[00:03:37.920 --> 00:03:39.920]  不是氣你拿零分
[00:03:39.920 --> 00:03:41.920]  是氣你不坦白
[00:03:41.920 --> 00:03:44.920]  氣你面對自己的錯誤
[00:03:44.920 --> 00:03:46.920]  不肯真誠承認
[00:03:46.920 --> 00:03:48.920]  還要沒有簽我的簽名
[00:03:48.920 --> 00:03:50.920]  簽得這麼噁心
[00:03:50.920 --> 00:03:52.920]  類似這樣
[00:03:52.920 --> 00:03:54.920]  你過到別人的關
[00:03:54.920 --> 00:03:56.920]  但過不到自己的關
[00:03:56.920 --> 00:03:58.920]  這件事小朋友可能很多在座的
[00:03:58.920 --> 00:04:00.920]  有些弟兄姊妹都會經歷過
[00:04:00.920 --> 00:04:02.920]  不過原來人生裏面
[00:04:02.920 --> 00:04:04.920]  當我們靜下來去想
[00:04:04.920 --> 00:04:06.920]  原來在我們人生裏面
[00:04:06.920 --> 00:04:09.920]  很多時候我們都經歷過一些不坦白
[00:04:09.920 --> 00:04:13.920]  又或者面對人生命黑暗的地方的時候
[00:04:13.920 --> 00:04:16.920]  我們會用一些東西來遮掩自己
[00:04:16.920 --> 00:04:18.920]  今天我們一起讀的這段經文
[00:04:18.920 --> 00:04:20.920]  其實不是一個很複雜的經文
[00:04:20.920 --> 00:04:23.920]  但希望我們從這段經文
[00:04:23.920 --> 00:04:26.920]  從耶穌基督對一班群眾
[00:04:26.920 --> 00:04:30.920]  一班弟兄姊妹對他的門徒所說的這番說話
[00:04:30.920 --> 00:04:32.920]  成為我們警惕
[00:04:32.920 --> 00:04:34.920]  亦都希望比我們今天
[00:04:34.920 --> 00:04:38.920]  我們更加著意自己生命裏面
[00:04:38.920 --> 00:04:41.920]  是否成為一個坦誠有誠信的一個人
[00:04:41.920 --> 00:04:42.920]  我們求主幫助我們
[00:04:42.920 --> 00:04:43.920]  我們先祈禱
[00:04:43.920 --> 00:04:44.920]  求聖靈幫助我們
[00:04:44.920 --> 00:04:46.920]  我們同心祈禱
[00:04:46.920 --> 00:04:49.920]  親愛的伯父我們感謝你
[00:04:49.920 --> 00:04:52.920]  讓我們今天一起來聆聽上帝的話語
[00:04:52.920 --> 00:04:56.920]  願你的靈願我們每一個弟兄姊妹同在
[00:04:56.920 --> 00:04:59.920]  讓我們能夠聽得明白
[00:04:59.920 --> 00:05:01.920]  能夠將你的話語藏在心
[00:05:01.920 --> 00:05:05.920]  在生活當中我們應用實踐出來
[00:05:05.920 --> 00:05:07.920]  驅除我們生命的黑暗
[00:05:07.920 --> 00:05:09.920]  你的話語來到的時候
[00:05:09.920 --> 00:05:11.920]  讓我們生命的黑暗被驅走
[00:05:11.920 --> 00:05:13.920]  幫助宣講的講得清楚
[00:05:13.920 --> 00:05:17.920]  讓你的話語忠心地被講解出來
[00:05:17.920 --> 00:05:19.920]  讓我們繼續按著你的話語
[00:05:19.920 --> 00:05:20.920]  繼續行事為人
[00:05:20.920 --> 00:05:22.920]  恭敬將來的時間交託
[00:05:22.920 --> 00:05:23.920]  願你賜福
[00:05:23.920 --> 00:05:25.920]  天上禱告奉靠基督耶穌得聖的聖名
[00:05:25.920 --> 00:05:26.920]  Amen
[00:05:26.920 --> 00:05:29.920]  當我們去看這個登山補訓
[00:05:29.920 --> 00:05:32.920]  其實都是講連續這麼多次
[00:05:32.920 --> 00:05:35.920]  十五次就在講耶穌對門徒的忠告
[00:05:35.920 --> 00:05:38.920]  在這一堆忠告裏面
[00:05:38.920 --> 00:05:40.920]  有一個很重要的價值觀念
[00:05:40.920 --> 00:05:45.920]  或者在耶穌對一群群眾講論的時候
[00:05:45.920 --> 00:05:48.920]  有一個很重要的核心理念
[00:05:48.920 --> 00:05:50.920]  在五章二十節
[00:05:50.920 --> 00:05:51.920]  耶穌說:我告訴你們
[00:05:51.920 --> 00:05:55.920]  你們的義若不勝於民事和法理賽人的義
[00:05:55.920 --> 00:05:58.920]  斷不能進入天國
[00:05:58.920 --> 00:06:02.920]  在耶穌講論這一番登山補訓的時候
[00:06:02.920 --> 00:06:06.920]  某程度上是在講天國的倫理觀念
[00:06:06.920 --> 00:06:10.920]  天國的子民的生命的呈現
[00:06:10.920 --> 00:06:15.920]  不過耶穌特別的告訴那些聽的人
[00:06:15.920 --> 00:06:20.920]  如果你們的義不能勝過民事和法理賽人的義
[00:06:20.920 --> 00:06:22.920]  你沒有辦法進入天國
[00:06:22.920 --> 00:06:24.920]  某程度上來說
[00:06:24.920 --> 00:06:27.920]  這也是一個很高的要求
[00:06:27.920 --> 00:06:29.920]  你再細心想想
[00:06:29.920 --> 00:06:30.920]  為什麼呢?
[00:06:30.920 --> 00:06:35.920]  因為民事和法理賽人當時來說是道德的專家
[00:06:35.920 --> 00:06:37.920]  他們解釋律法
[00:06:37.920 --> 00:06:43.920]  即使猶太人失去了自己國家的主權
[00:06:43.920 --> 00:06:45.920]  在一個羅馬帝國之下
[00:06:45.920 --> 00:06:48.920]  但是他們維繫著整個文化
[00:06:48.920 --> 00:06:49.920]  靠著律法
[00:06:49.920 --> 00:06:52.920]  透過民事和法理賽人來做教導
[00:06:52.920 --> 00:06:54.920]  他們是道德的典範
[00:06:54.920 --> 00:06:57.920]  耶穌說你們的義要勝過他們
[00:06:57.920 --> 00:06:59.920]  要比一群專家厲害
[00:06:59.920 --> 00:07:01.920]  是不是真的很困難呢?
[00:07:01.920 --> 00:07:06.920]  所以這群民事和法理賽人
[00:07:06.920 --> 00:07:08.920]  對於當代的人來說
[00:07:08.920 --> 00:07:12.920]  根本上某程度上已經是代言人
[00:07:12.920 --> 00:07:14.920]  KOL
[00:07:14.920 --> 00:07:16.920]  耶穌說叫他們要勝過他們
[00:07:16.920 --> 00:07:20.920]  某程度上這是一個更加難擔的擔子
[00:07:20.920 --> 00:07:22.920]  另一句話來說
[00:07:22.920 --> 00:07:24.920]  耶穌又說過那些民事和法理賽人
[00:07:24.920 --> 00:07:30.920]  將一些難擔的擔子放在群眾身上
[00:07:30.920 --> 00:07:34.920]  令到那些人就像一個鴉一樣
[00:07:34.920 --> 00:07:35.920]  扼殺他們
[00:07:35.920 --> 00:07:37.920]  他們的生命是不自由的
[00:07:37.920 --> 00:07:40.920]  他們就像死守規條一樣
[00:07:40.920 --> 00:07:43.920]  來活出信仰的真諦
[00:07:43.920 --> 00:07:45.920]  但是是不是真諦呢?
[00:07:45.920 --> 00:07:46.920]  真是不知道的
[00:07:46.920 --> 00:07:48.920]  耶穌說這些是一些鴉
[00:07:48.920 --> 00:07:51.920]  令到他們的生命不自由
[00:07:51.920 --> 00:07:55.920]  耶穌說這番話好像有一點前後矛盾
[00:07:55.920 --> 00:07:57.920]  不過那個勝過的意思
[00:07:57.920 --> 00:08:00.920]  不是耶穌要將他所說的講論
[00:08:00.920 --> 00:08:03.920]  和這些法理賽人和民事做一些較勁
[00:08:03.920 --> 00:08:05.920]  大家比對一下誰比較勁
[00:08:05.920 --> 00:08:09.920]  他要將真正的生命之道
[00:08:09.920 --> 00:08:11.920]  將真正的天國倫理
[00:08:11.920 --> 00:08:16.920]  告訴那些聽的子民身上
[00:08:16.920 --> 00:08:19.920]  耶穌基督他希望這班人聽的時候
[00:08:19.920 --> 00:08:23.920]  他們不只是像以前死守律法
[00:08:23.920 --> 00:08:25.920]  按著字面
[00:08:25.920 --> 00:08:27.920]  或者不同的規條
[00:08:27.920 --> 00:08:29.920]  來守著得到永生
[00:08:29.920 --> 00:08:31.920]  或者得到天國的盼望
[00:08:31.920 --> 00:08:34.920]  而是真正得到上帝的真理
[00:08:34.920 --> 00:08:36.920]  所以在這裡
[00:08:36.920 --> 00:08:37.920]  五章二十節
[00:08:37.920 --> 00:08:39.920]  耶穌說要勝過
[00:08:39.920 --> 00:08:42.920]  那個勝過除了說要超越他之外
[00:08:42.920 --> 00:08:45.920]  更加不要用他們的思維
[00:08:45.920 --> 00:08:47.920]  來經歷信仰
[00:08:47.920 --> 00:08:51.920]  用這個角度來看五章三十三至三十四節
[00:08:51.920 --> 00:08:55.920]  你們又聽見有吩咐古人的話說
[00:08:55.920 --> 00:08:57.920]  不可背誓
[00:08:57.920 --> 00:09:00.920]  所起的誓總要向主謹守
[00:09:00.920 --> 00:09:02.920]  只是我告訴你們
[00:09:02.920 --> 00:09:04.920]  什麼誓都不可起
[00:09:04.920 --> 00:09:08.920]  這個是五章三十三至三十四上半節
[00:09:08.920 --> 00:09:11.920]  當我們讀到這裡的時候
[00:09:11.920 --> 00:09:14.920]  耶穌好像加多一條新的規條
[00:09:14.920 --> 00:09:18.920]  對於當代的子民百姓一樣
[00:09:18.920 --> 00:09:21.920]  不可什麼好像十戒的語法
[00:09:21.920 --> 00:09:23.920]  去到這裡
[00:09:23.920 --> 00:09:26.920]  在他們讀的律法
[00:09:26.920 --> 00:09:28.920]  或者古人的教導是怎樣教呢
[00:09:28.920 --> 00:09:30.920]  不要背誓
[00:09:30.920 --> 00:09:32.920]  違背誓言
[00:09:32.920 --> 00:09:36.920]  所起的誓要向主謹守
[00:09:36.920 --> 00:09:39.920]  其實是一個很正路的教導
[00:09:39.920 --> 00:09:41.920]  不要背誓
[00:09:41.920 --> 00:09:42.920]  言而有信
[00:09:42.920 --> 00:09:45.920]  你向主所答應的事就要去謹守
[00:09:45.920 --> 00:09:48.920]  不過在這裡一講不可起誓
[00:09:48.920 --> 00:09:51.920]  當耶穌說要勝過法理錯人的義的時候
[00:09:51.920 --> 00:09:54.920]  我們讀上去就會覺得有少少納悶
[00:09:54.920 --> 00:09:56.920]  因為在我們生活當中
[00:09:56.920 --> 00:10:02.920]  其實我們不多不少都會做起誓這個動作
