
[00:00:00.000 --> 00:00:06.000]  今次讀的經文是記載於歷代至上第四章九至十節
[00:00:06.000 --> 00:00:12.920]  「亞比斯比他眾弟兄更尊貴
[00:00:12.920 --> 00:00:17.360]  他母親給他起名叫亞比斯
[00:00:17.360 --> 00:00:21.720]  意思說我生他甚是痛苦
[00:00:21.720 --> 00:00:25.440]  亞比斯求告以色列的神說
[00:00:25.920 --> 00:00:30.000]  甚願祢賜福於我 擴張我的境界
[00:00:30.000 --> 00:00:35.760]  尚與我同在 保佑我不遭患難 不受艱苦
[00:00:35.760 --> 00:00:39.040]  神就應允他所求的」
[00:00:39.040 --> 00:00:41.040]  聖經讀筆
[00:00:41.040 --> 00:00:48.560]  弟子們平安
[00:00:48.560 --> 00:00:53.000]  我們今天繼續以十個禱告
[00:00:53.000 --> 00:00:56.040]  一路的這個系列來思考
[00:00:56.040 --> 00:00:58.040]  究竟我們今天在這個世代
[00:00:58.040 --> 00:00:59.400]  在我們的人生裏面
[00:00:59.400 --> 00:01:01.400]  如何實踐禱告的生活
[00:01:01.400 --> 00:01:04.760]  在大概公元二千年
[00:01:04.760 --> 00:01:06.360]  即是二十多年前
[00:01:06.360 --> 00:01:08.920]  出過一本書叫做《亞比斯的禱告》
[00:01:08.920 --> 00:01:10.040]  不知道大家有沒有看過
[00:01:10.040 --> 00:01:11.800]  很多弟兄姐妹都看過
[00:01:11.800 --> 00:01:13.800]  這本書都頗熱賣的
[00:01:13.800 --> 00:01:16.600]  一年之間就成為了
[00:01:16.600 --> 00:01:18.120]  在當時美國
[00:01:18.120 --> 00:01:21.480]  其實香港已經是銷售榜的第一
[00:01:21.480 --> 00:01:23.480]  排第一的了
[00:01:23.480 --> 00:01:26.120]  每個人都藉著這本書來學禱告
[00:01:26.120 --> 00:01:28.120]  這本書是有價值的
[00:01:28.120 --> 00:01:30.120]  因為它除了說
[00:01:30.120 --> 00:01:31.320]  用亞比斯的祈禱
[00:01:31.320 --> 00:01:33.320]  教我們如何去祈禱之外
[00:01:33.320 --> 00:01:35.880]  它也針對當時很多人
[00:01:35.880 --> 00:01:40.040]  已經禱告生活很不濟
[00:01:40.040 --> 00:01:42.520]  又或者跟神的關係很遙遠
[00:01:42.520 --> 00:01:45.640]  這本書某程度上也喚醒了很多人
[00:01:45.640 --> 00:01:48.680]  一起來成為禱告的佳母
[00:01:48.680 --> 00:01:50.680]  甚至很多人就組團
[00:01:51.640 --> 00:01:54.120]  成為了類似亞比斯的禱告團
[00:01:54.120 --> 00:01:56.120]  一起來跟隨亞比斯
[00:01:56.120 --> 00:01:58.120]  跟著他的格式來祈禱
[00:01:58.120 --> 00:02:01.240]  不過也有一些說法就是
[00:02:01.240 --> 00:02:03.240]  其實亞比斯的禱告
[00:02:03.240 --> 00:02:06.040]  如果你說說那個份量
[00:02:06.040 --> 00:02:09.480]  或者那個屬靈的深度
[00:02:09.480 --> 00:02:11.480]  其實沒有什麼內容
[00:02:11.480 --> 00:02:12.920]  兩句而已
[00:02:12.920 --> 00:02:14.120]  剛才我們已經讀完了
[00:02:14.120 --> 00:02:17.320]  所以如果你說將它成為了一個靈修
[00:02:17.320 --> 00:02:19.320]  或者禱告的佳母
[00:02:19.320 --> 00:02:21.320]  似乎在這裡的安排
[00:02:21.320 --> 00:02:24.440]  或者這種方式似乎有些缺陷
[00:02:24.440 --> 00:02:26.440]  所以有另外一批人就說
[00:02:26.440 --> 00:02:29.320]  其實你學禱告不是這樣學的
[00:02:29.320 --> 00:02:31.320]  甚至有時候有一種說法
[00:02:31.320 --> 00:02:33.320]  只是一兩句說話在聖經裏面
[00:02:33.320 --> 00:02:37.320]  應該要比較淡然一點去面對
[00:02:37.320 --> 00:02:39.320]  甚至有一種說法就是
[00:02:39.320 --> 00:02:41.320]  其實小人物的祈禱
[00:02:41.320 --> 00:02:43.320]  我們不需要特別的
[00:02:43.320 --> 00:02:45.320]  去將它放到這麼高的位置
[00:02:45.320 --> 00:02:49.320]  兩個說法都有其道理的
[00:02:49.320 --> 00:02:51.320]  不過今天我們讀這段經文
[00:02:51.320 --> 00:02:53.320]  我們就放在中間
[00:02:53.320 --> 00:02:55.320]  我們既不會過份覺得
[00:02:55.320 --> 00:02:57.320]  這個就是我們禱告的典範
[00:02:57.320 --> 00:03:01.320]  我們照樣跟著禱告就沒有死
[00:03:01.320 --> 00:03:05.320]  但同時間我們也不會完全輕看它
[00:03:05.320 --> 00:03:07.320]  因為當聖經記載著
[00:03:07.320 --> 00:03:09.320]  特別是在歷代誌的記載當中
[00:03:09.320 --> 00:03:11.320]  有一個很特別的
[00:03:11.320 --> 00:03:13.320]  應該是一個家譜記載
[00:03:13.320 --> 00:03:15.320]  寧寧舍舍記載著
[00:03:15.320 --> 00:03:17.320]  這一兩節的經文
[00:03:17.320 --> 00:03:19.320]  對整個歷代誌的理解
[00:03:19.320 --> 00:03:21.320]  對禱告的生活
[00:03:21.320 --> 00:03:23.320]  有一個很重要的訊息
[00:03:23.320 --> 00:03:27.320]  當我們今天去解清楚這段經文的時候
[00:03:27.320 --> 00:03:29.320]  我們就能夠將這段經文
[00:03:29.320 --> 00:03:31.320]  放在正確的位置當中
[00:03:31.320 --> 00:03:33.320]  希望我們今天一起去看的時候
[00:03:33.320 --> 00:03:35.320]  我們看到亮光
[00:03:35.320 --> 00:03:37.320]  今天要涉及的經文比較多
[00:03:37.320 --> 00:03:39.320]  希望大家我們用心去研讀
[00:03:39.320 --> 00:03:41.320]  也希望我們能夠在過程當中
[00:03:41.320 --> 00:03:43.320]  幫助我們
[00:03:43.320 --> 00:03:45.320]  讓我們的禱告生活更加有力量
[00:03:45.320 --> 00:03:47.320]  我們先祈禱求上帝幫助我們
[00:03:47.320 --> 00:03:49.320]  同心祈禱
[00:03:49.320 --> 00:03:51.320]  親愛的天父願祢在我們當中
[00:03:51.320 --> 00:03:53.320]  帶領我們讓我們能夠明白祢的話語
[00:03:53.320 --> 00:03:57.320]  求祢親自臨隔在眾弟兄姊妹當中
[00:03:57.320 --> 00:03:59.320]  讓每一個聆聽的時候
[00:03:59.320 --> 00:04:01.320]  他們不單聽得明白
[00:04:01.320 --> 00:04:03.320]  更加是讓心靈可以敞開
[00:04:03.320 --> 00:04:05.320]  又讓宣講的講得清楚
[00:04:05.320 --> 00:04:07.320]  忠心的將祢的話語
[00:04:07.320 --> 00:04:09.320]  向弟兄姊妹講明
[00:04:09.320 --> 00:04:11.320]  讓我們能夠明白祢的時候
[00:04:11.320 --> 00:04:13.320]  我們更加明白
[00:04:13.320 --> 00:04:15.320]  怎樣用禱告來親近祢
[00:04:15.320 --> 00:04:17.320]  更加明白祢的心意
[00:04:17.320 --> 00:04:19.320]  恭敬將來的時間交托
[00:04:19.320 --> 00:04:21.320]  願祢賜福
[00:04:21.320 --> 00:04:23.320]  天上禱告奉靠基督耶穌得聖的聖名
[00:04:23.320 --> 00:04:25.320]  Amen
[00:04:25.320 --> 00:04:27.320]  在我們看剛才那個歷代誌裏面
[00:04:27.320 --> 00:04:29.320]  所記載的亞比斯禱告的時候
[00:04:29.320 --> 00:04:31.320]  有一些背景資料
[00:04:31.320 --> 00:04:33.320]  我要給大家知道的
[00:04:33.320 --> 00:04:35.320]  第一就是
[00:04:35.320 --> 00:04:37.320]  這兩句的經文
[00:04:37.320 --> 00:04:43.320]  其實竟然在歷代誌的家譜裏面
[00:04:43.320 --> 00:04:45.320]  那個家譜其實很複雜
[00:04:45.320 --> 00:04:47.320]  甚至乎你這樣看
[00:04:47.320 --> 00:04:49.320]  會有些乏味
[00:04:49.320 --> 00:04:51.320]  我們看一看大綱裏面
[00:04:51.320 --> 00:04:53.320]  你會看到
[00:04:53.320 --> 00:04:55.320]  其實歷代誌用九章的篇幅
[00:04:55.320 --> 00:04:57.320]  來寫家譜
[00:04:57.320 --> 00:04:59.320]  你一讀上去你自己覺得
[00:04:59.320 --> 00:05:01.320]  頭昏腦脹
[00:05:01.320 --> 00:05:03.320]  和合本經比較容易看
[00:05:03.320 --> 00:05:05.320]  為什麼呢?因為它會加多一點點的注釋
[00:05:05.320 --> 00:05:07.320]  加多一點點的意義
[00:05:07.320 --> 00:05:09.320]  誰生誰
[00:05:09.320 --> 00:05:11.320]  原文連那個生字都沒有
[00:05:11.320 --> 00:05:13.320]  只是人名
[00:05:13.320 --> 00:05:15.320]  但是當你看的時候
[00:05:15.320 --> 00:05:17.320]  你會發覺有些地方
[00:05:17.320 --> 00:05:19.320]  有一個
[00:05:19.320 --> 00:05:21.320]  pattern在裏面
[00:05:21.320 --> 00:05:23.320]  第一章的家譜
[00:05:23.320 --> 00:05:25.320]  由一章一節到第五十四節
[00:05:25.320 --> 00:05:27.320]  那個是
[00:05:27.320 --> 00:05:29.320]  創世紀的家譜
[00:05:29.320 --> 00:05:31.320]  原則上它是記載著
[00:05:31.320 --> 00:05:33.320]  創世紀裏面
[00:05:33.320 --> 00:05:35.320]  出現過的
[00:05:35.320 --> 00:05:37.320]  那些人的名字
[00:05:37.320 --> 00:05:39.320]  被記錄在第一章一節到第五十四節
[00:05:39.320 --> 00:05:41.320]  第二章一節到第五十四節
[00:05:41.320 --> 00:05:43.320]  第二個
[00:05:43.320 --> 00:05:45.320]  的家譜就是由第二章開始
[00:05:45.320 --> 00:05:47.320]  由第二章
[00:05:47.320 --> 00:05:49.320]  去到第
[00:05:49.320 --> 00:05:51.320]  四章的
[00:05:51.320 --> 00:05:53.320]  第二十三節
[00:05:53.320 --> 00:05:55.320]  這個第二個
[00:05:55.320 --> 00:05:57.320]  大段落其實是
[00:05:57.320 --> 00:05:59.320]  記載著猶大
[00:05:59.320 --> 00:06:01.320]  家譜
[00:06:01.320 --> 00:06:03.320]  亞國的
[00:06:03.320 --> 00:06:05.320]  兒子猶大的家譜
[00:06:05.320 --> 00:06:07.320]  中間夾雜著的
[00:06:07.320 --> 00:06:09.320]  就是大衛王朝
[00:06:09.320 --> 00:06:11.320]  大衛家的家譜
[00:06:11.320 --> 00:06:13.320]  三章一節到二十四節
[00:06:13.320 --> 00:06:15.320]  你看到
[00:06:15.320 --> 00:06:17.320]  亞比斯的祈禱
[00:06:17.320 --> 00:06:19.320]  夾雜著在猶大家譜裏面
[00:06:19.320 --> 00:06:21.320]  第四章九節到十節
[00:06:21.320 --> 00:06:23.320]  這個是
[00:06:23.320 --> 00:06:25.320]  亞比斯是
[00:06:25.320 --> 00:06:27.320]  猶大家裏面的
[00:06:27.320 --> 00:06:29.320]  這個家裏面的一份子
[00:06:29.320 --> 00:06:31.320]  是猶大支派的
[00:06:31.320 --> 00:06:33.320]  一個人來的
[00:06:33.320 --> 00:06:35.320]  好了,接著
[00:06:35.320 --> 00:06:37.320]  講完猶大
[00:06:37.320 --> 00:06:39.320]  接著到第四章
[00:06:39.320 --> 00:06:41.320]  二十四節到第二十六節
[00:06:41.320 --> 00:06:43.320]  記載其他
[00:06:43.320 --> 00:06:45.320]  以色列兩個半支派的家譜
[00:06:45.320 --> 00:06:47.320]  再加多一點點的事蹟
[00:06:47.320 --> 00:06:49.320]  西支派等等
[00:06:49.320 --> 00:06:51.320]  這兩個,不過這兩個支派
[00:06:51.320 --> 00:06:53.320]  是首先被魯巴比倫的
[00:06:53.320 --> 00:06:55.320]  所以在這裏面
[00:06:55.320 --> 00:06:57.320]  先講了這兩個
[00:06:57.320 --> 00:06:59.320]  第六章一節到八十一節
[00:06:59.320 --> 00:07:01.320]  就講利未濟斯的家譜
[00:07:01.320 --> 00:07:03.320]  接著
[00:07:03.320 --> 00:07:05.320]  剩下來的就是其他支派
[00:07:05.320 --> 00:07:07.320]  第七章一節
[00:07:07.320 --> 00:07:09.320]  八章四十節
[00:07:09.320 --> 00:07:11.320]  這兩個篇幅
[00:07:11.320 --> 00:07:13.320]  記載著其他
[00:07:13.320 --> 00:07:15.320]  以色列家的家譜
[00:07:15.320 --> 00:07:17.320]  其他支派
[00:07:17.320 --> 00:07:19.320]  最後,第九章一節到
[00:07:19.320 --> 00:07:21.320]  四十四節
[00:07:21.320 --> 00:07:23.320]  記載著猶大家
[00:07:23.320 --> 00:07:25.320]  被魯巴比倫之後
[00:07:25.320 --> 00:07:27.320]  再回到耶路撒冷記載著的
[00:07:27.320 --> 00:07:29.320]  那個家譜
[00:07:29.320 --> 00:07:31.320]  家譜就是
[00:07:31.320 --> 00:07:33.320]  有九章的經文
[00:07:33.320 --> 00:07:35.320]  夾雜少少的敘事
[00:07:35.320 --> 00:07:37.320]  但大部份都是人名
[00:07:37.320 --> 00:07:39.320]  記載著整個
[00:07:39.320 --> 00:07:41.320]  脈絡
