
[00:00:00.000 --> 00:00:04.000]  今日的經訓是記載在
[00:00:04.000 --> 00:00:08.000]  哥羅西書第一章一至十四節
[00:00:08.000 --> 00:00:11.000]  哥羅西書一章一至十四節
[00:00:11.000 --> 00:00:14.000]  在聖經的二百七十九頁
[00:00:15.000 --> 00:00:21.000]  奉神旨意作基督耶穌使徒的保羅和兄弟提摩泰
[00:00:21.000 --> 00:00:24.000]  寫信給哥羅西的聖徒
[00:00:24.000 --> 00:00:27.000]  在基督裡有忠心的弟兄
[00:00:27.000 --> 00:00:32.000]  願因為平安從神我們的父歸於你們
[00:00:32.000 --> 00:00:36.000]  我們感謝神,我們主耶穌基督的父
[00:00:36.000 --> 00:00:38.000]  上上為你們禱告
[00:00:38.000 --> 00:00:42.000]  恩慶見你們在基督耶穌裡的信心
[00:00:42.000 --> 00:00:45.000]  並向眾聖徒的愛心
[00:00:45.000 --> 00:00:48.000]  是為那給你們存在天上的盼望
[00:00:48.000 --> 00:00:53.000]  這盼望就是你們從前在福音真理的道上所聽見的
[00:00:53.000 --> 00:00:58.000]  這福音傳到你們那裡也傳到普天之下
[00:00:58.000 --> 00:01:00.000]  並且結果增長
[00:01:00.000 --> 00:01:02.000]  如同在你們中間
[00:01:02.000 --> 00:01:07.000]  自從你們聽見福音真知道神恩惠的日子一樣
[00:01:07.000 --> 00:01:09.000]  正如你們從我們所親愛
[00:01:09.000 --> 00:01:12.000]  一同作僕人的爾巴夫所學的
[00:01:12.000 --> 00:01:16.000]  他為我們作了基督忠心的執事
[00:01:16.000 --> 00:01:21.000]  也把你們因聖靈所傳的愛心告訴了我們
[00:01:21.000 --> 00:01:23.000]  因此我們自從聽見這日子
[00:01:23.000 --> 00:01:27.000]  也就為你們不住的禱告祈求
[00:01:27.000 --> 00:01:30.000]  願你們在一切屬靈的智慧上、悟性上
[00:01:30.000 --> 00:01:33.000]  滿心知道神的旨意
[00:01:33.000 --> 00:01:36.000]  好叫你們行事為人對得起主
[00:01:36.000 --> 00:01:38.000]  凡事蒙他喜悅
[00:01:38.000 --> 00:01:41.000]  在一切善事上結果子
[00:01:41.000 --> 00:01:43.000]  漸漸多知道神
[00:01:43.000 --> 00:01:47.000]  照他榮耀的權能得以在各樣的力上加力
[00:01:47.000 --> 00:01:51.000]  好叫你們凡事歡歡喜喜的忍耐寬容
[00:01:51.000 --> 00:01:53.000]  有感謝父
