
[00:00:00.000 --> 00:00:09.440]  耶穌隨即催門徒上船,先到那邊白菜大墟,等他叫眾人散開。
[00:00:09.440 --> 00:00:20.200]  他既辭別了他們,就往山上去禱告,到了晚上,船在海中,耶穌獨自在岸上。
[00:00:20.200 --> 00:00:35.200]  看見門徒因風不順,搖擾甚苦。耶律若有四更天,就在海面上走,往他們那裡去,意思要走過他們去。
[00:00:35.200 --> 00:00:52.200]  但門徒看見他在海面上走,以為是鬼怪,就喊叫起來,因為他們都看見了他,且甚驚慌。耶穌連忙對他們說:「你們放心,是我,不要怕。」
[00:00:52.200 --> 00:01:07.200]  於是到他們那裡上了船,風就止住了。他們心裡十分驚奇,這是因為他們不明白那分餅的是心裡還是如何。
[00:01:07.200 --> 00:01:26.200]  基督過去來到隔離撒勒地方,就靠了岸,一下船,眾人認得是耶穌,就跑遍那一帶地方,聽見他在何處,便將有病的人用玉紙抬到那裡。
[00:01:26.200 --> 00:01:45.200]  凡耶穌所到的地方,或村中,或城裡,或鄉間,他們都將病人放在街市上。求耶穌只用他們摸他的衣裳睡紙,凡摸著的人就都好了。
[00:01:45.200 --> 00:01:47.200]  經訓讀筆
[00:01:47.200 --> 00:02:01.200]  各位弟兄姊妹平安。
[00:02:01.200 --> 00:02:23.200]  我中學的時候,團契的導師邀請我們,問我們心目中耶穌是誰。
[00:02:23.200 --> 00:02:33.200]  他不單是問,還要我們用畫作表達,我們畫一幅畫,去表達耶穌是誰。
[00:02:33.200 --> 00:02:53.200]  我想問你們有沒有試過讓肆虐有這樣的活動?有沒有?有,有,有,有,沒有。我想隨著年紀大一輩便會做這些事。年輕的未做過,我挑戰一下,如果有中學或大專團契的導師都可以做。
[00:02:53.200 --> 00:03:07.200]  我很記得當時我畫了一幅畫,那幅畫是耶穌牽著我。因為我很深印象,那時候有首歌叫做「耶穌是我的知心友」。
[00:03:07.200 --> 00:03:22.200]  在我當時的年紀,我認識的耶穌,我覺得耶穌是我的好朋友。我有不開心,有困難,我會向祂傾訴,祂就是我的好朋友。
[00:03:22.200 --> 00:03:34.200]  我還記得在我身邊的人,有些人畫十字架,有些人畫心,有些人畫耶穌,但畫出滿身的光芒。
[00:03:34.200 --> 00:03:49.200]  我在預備這篇講座時,我問自己,幾十年後的今天,如果要我再畫這幅畫,耶穌是誰?我會畫些什麼?我會表達些什麼?
[00:03:49.200 --> 00:04:01.200]  我相信在我們信仰的歷程當中,我們不斷有機會反思耶穌究竟於我,祂是誰?
[00:04:01.200 --> 00:04:14.200]  雖然我這幾個月不在,但我仍然有看每一篇關於耶穌教門徒的十堂課的講道。
[00:04:14.200 --> 00:04:26.200]  我記得陳牧師說,如何選取從六章開始?就是因為門徒要出去工作,要行動,而不是只聽。
[00:04:26.200 --> 00:04:38.200]  所以就開始了從第六章開始的十堂課。上一次,Ray牧師在十號風球下,大家有沒有聽到,有沒有看到?
[00:04:38.200 --> 00:05:00.200]  就是他講到五餅而如這個神蹟,這是最偉大的神蹟。這個神蹟在六章三十節一開始時,是講述門徒出門傳道後,回來回報給耶穌,究竟他們傳了什麼道,做了什麼事。
[00:05:00.200 --> 00:05:11.200]  但當時耶穌沒有對他們的任何活動做出任何評價,只是說我們去曠野歇一歇。
[00:05:11.200 --> 00:05:31.200]  但因著耶穌對這麼多群眾,萬多二萬群眾的憐憫,他就開始去講道,慰養他們,最後就有五餅而如這個神蹟的發生。
[00:05:31.200 --> 00:05:54.200]  完了之後,馬可福音的作者沒有講到門徒和群眾有什麼反應,因為如果我們再讀下去,我們會發覺原來五餅而如這個神蹟和耶穌理海的神蹟是很緊扣的。
[00:05:54.200 --> 00:06:08.200]  最後,馬可形容門徒是很愚頑,他們對耶穌的認識仍然是很膚淺。
[00:06:08.200 --> 00:06:21.200]  縱然門徒和耶穌是日夕相對,但他們仍然對耶穌是誰,他們原來不是真的認識。
[00:06:21.200 --> 00:06:33.200]  所以我們今天很想一起讀這段經文,去探討一下究竟耶穌想告訴他們他是誰。
[00:06:33.200 --> 00:06:44.200]  當他們要行動,當他們要傳道,當他們要醫病,趕鬼,去傳揚主的時候,他們究竟知不知道他所傳揚的耶穌是誰?
[00:06:44.200 --> 00:07:00.200]  讓我們一起去祈禱,天父求你指教我們,幫助我們,讓我們去認識你,並不單單是頭腦的認識,並不單單是坐著去認識,
[00:07:00.200 --> 00:07:10.200]  而是我們用我們的行動,讓我們的生命的投放,讓我們對你的交託,以至我們對你有更深的認識。
[00:07:10.200 --> 00:07:18.200]  求你開我們的心,引導我們,幫助我們明白你所要我們去明白的。
[00:07:18.200 --> 00:07:23.200]  多謝你聽我們祈禱,禱告交託,奉主明求。阿們。
[00:07:26.200 --> 00:07:34.200]  今天我們會有三個段落,我們會說到耶穌有三個特點,我們很想去知道的。
[00:07:34.200 --> 00:07:42.200]  分別是,耶穌是一個禱告的主,耶穌是一個拯救我們的神,和耶穌是一個服事的主。
[00:07:42.200 --> 00:07:58.200]  我們一開始第45節,我們會看到,原來完了五餅如魚這個偉大的神蹟之後,沒有任何的debelief,沒有任何的檢討,沒有。
[00:07:58.200 --> 00:08:17.200]  耶穌很快地做了一個動作,就是隨即催門徒上船,然後叫他們要渡過加利利海的東邊,去到白菜大這個地方,在地圖上,見到是白菜大這個地方。
[00:08:17.200 --> 00:08:30.200]  然後,與此同時,耶穌自己親自去解散面前的一群信眾,一群群眾。
[00:08:30.200 --> 00:08:45.200]  我心裡一直在想兩個問題,第一,為什麼耶穌要這麼急,馬上催門徒上船,去一個東北面的白菜大的地方,這是第一。
[00:08:45.200 --> 00:09:00.200]  第二,通常耶穌會吩咐門徒給他們食物,但這次,祂自己親自去解散這群群眾,究竟為什麼呢?
[00:09:00.200 --> 00:09:20.200]  我們在約翰福音第六章,給了我們一個參考,因為在約翰福音第六章,祂有說到一件很重要的事情,就是當群眾聽完耶穌的道,領受完五餅二魚之後,他們有一個想法,
[00:09:20.200 --> 00:09:32.200]  他們先知,而且他們很想逼他們做王,原來耶穌知道群眾的意願,想逼他們做王,
[00:09:32.200 --> 00:09:43.200]  但耶穌很清楚知道,他們來到這個世界,不是要做政治上的領袖,只是群眾想他們,
[00:09:43.200 --> 00:10:03.200]  但祂擔心門徒也受到群眾的壓力所影響,所以打亂了他們做門徒訓練的計劃,於是祂就以極快的速度,叫群眾散開,和叫門徒離開。
[00:10:03.200 --> 00:10:17.200]  第四十六節告訴我們,當他們離開門徒之後,耶穌再一次像馬可福音一章三十五節所說,
[00:10:17.200 --> 00:10:28.200]  祂在繁忙的侍奉中,去到一個安靜的地方,獨自安靜地親近神,向神禱告。
[00:10:28.200 --> 00:10:37.200]  我覺得很有趣,我們禱告,不知道我們禱告最迫切是什麼時候,有時候我們禱告最迫切的時候,
[00:10:37.200 --> 00:10:45.200]  就是我們可能不懂,很困難,很失意,很想神幫助,我們會祈禱。
[00:10:45.200 --> 00:10:57.200]  但耶穌在這個時刻祈禱,是在祂最成功,實現了最偉大的神蹟之後,祂要祈禱。
[00:10:57.200 --> 00:11:11.200]  祂在祈禱什麼呢?我們沒有仔細地說,不過我很相信耶穌的祈禱,是因著剛剛發生的事。
[00:11:11.200 --> 00:11:23.200]  祂要面對的就是活生生在祂面前的那一萬多人,那群群眾,那群以色列民,對祂的期望,
[00:11:23.200 --> 00:11:31.200]  希望祂能夠做王的期望,但是又和祂來這個世界,上帝給祂的使命有不同,
[00:11:31.200 --> 00:11:45.200]  祂的內心會有些掙扎,祂一定是很想尋求神的心意,明白天父的旨意如何,給祂力量繼續向前走。
[00:11:45.200 --> 00:11:55.200]  我覺得很好的提醒,作為神子,作為耶穌基督,祂仍然是切切地尋求神的旨意。
[00:11:55.200 --> 00:12:04.200]  其實我們每個人都會祈禱,我們在教會裡開會時會祈禱,我們崇拜會祈禱,我們團祈會祈禱,
[00:12:04.200 --> 00:12:20.200]  我們自己個人都會向神祈禱,但是我們反思一下,我們的祈禱不是求神去成就我的旨意,
[00:12:20.200 --> 00:12:33.200]  而是我們真的有一個謙卑的心去求神的旨意在我身上成就,這是很重要的。
