
[00:00:00.000 --> 00:00:01.360]  以下是讀經
[00:00:01.360 --> 00:00:02.800]  今日的經文是
[00:00:02.800 --> 00:00:07.520]  約翰福音六章六十節到七章十三節
[00:00:07.520 --> 00:00:11.200]  經文已印在你們的秩序表內
[00:00:11.200 --> 00:00:12.320]  麻煩你們打開
[00:00:12.320 --> 00:00:14.320]  我們以啟認的方式讀
[00:00:14.320 --> 00:00:15.440]  首先由我讀
[00:00:15.440 --> 00:00:17.440]  然後由會眾讀下一節
[00:00:17.440 --> 00:00:22.320]  約翰福音六章六十節
[00:00:22.320 --> 00:00:23.840]  請聽我讀第一節
[00:00:23.840 --> 00:00:27.440]  他定門途中有好些人聽見了
[00:00:27.440 --> 00:00:31.760]  就說:這話甚難,誰能聽呢?
[00:00:31.760 --> 00:00:36.160]  約翰福音六十節到七章十三節
[00:00:36.160 --> 00:00:41.200]  就說:這話甚難,誰能聽呢?
[00:00:41.200 --> 00:00:44.480]  倘或你們看見人子
[00:00:44.480 --> 00:00:47.120]  升到他原來所在之處
[00:00:47.120 --> 00:00:48.640]  怎麼樣呢?
[00:00:48.640 --> 00:00:51.440]  約翰福音六十節到七章十三節
[00:00:51.440 --> 00:00:53.440]  如啟示無疑的
[00:00:53.440 --> 00:00:55.680]  當你們所說的話
[00:00:55.680 --> 00:00:58.560]  就像是真實的命
[00:00:58.560 --> 00:01:01.680]  只是你們中間有不信的人
[00:01:01.680 --> 00:01:04.960]  耶穌從起頭就知道
[00:01:04.960 --> 00:01:06.400]  誰不信他
[00:01:06.400 --> 00:01:08.000]  誰要賣他
[00:01:08.000 --> 00:01:09.600]  要做人子
[00:01:09.600 --> 00:01:12.000]  所以當你們說過
[00:01:12.000 --> 00:01:14.720]  若有真信和不可悔的因子
[00:01:14.720 --> 00:01:17.760]  會有人能到往者的路
[00:01:17.760 --> 00:01:18.560]  從此
[00:01:18.560 --> 00:01:21.520]  他門途中多有退去的
[00:01:21.520 --> 00:01:23.520]  不再和他同行
[00:01:23.520 --> 00:01:29.120]  (耶穌說:你們不選擇門徒)
[00:01:29.120 --> 00:01:31.280]  西門彼得回答說
[00:01:31.280 --> 00:01:33.680]  主啊!你有永生之道
[00:01:33.680 --> 00:01:36.160]  我們還歸從誰呢?
[00:01:36.160 --> 00:01:38.000]  (我們已經信了)
[00:01:38.000 --> 00:01:41.040]  (就知道你是神的使徒者)
[00:01:41.040 --> 00:01:43.280]  耶穌說:我不是選擇了
[00:01:43.280 --> 00:01:45.440]  你們十二個門徒嗎?
[00:01:45.440 --> 00:01:48.400]  但你們中間有一個是魔鬼
[00:01:48.400 --> 00:01:54.000]  (耶穌說:是主啊!在西門彼得的前面)
[00:01:54.000 --> 00:01:57.360]  (祂把祂的十二個門徒的一切)
[00:01:57.360 --> 00:02:00.160]  (向後來要賣給耶穌)
[00:02:00.160 --> 00:02:01.280]  這事以後
[00:02:01.280 --> 00:02:03.280]  耶穌在加里里遊行
[00:02:03.280 --> 00:02:05.440]  不願在猶太遊行
[00:02:05.440 --> 00:02:07.920]  因為猶太人想要殺祂
[00:02:07.920 --> 00:02:12.320]  (當時猶太人的住棚節)
[00:02:12.320 --> 00:02:14.720]  耶穌的弟兄對祂說
[00:02:14.720 --> 00:02:17.520]  「你離開的住棚節」
[00:02:17.520 --> 00:02:20.480]  「你離開這裡上猶太去吧」
[00:02:20.480 --> 00:02:25.200]  「叫你的門徒也看見你所行的事」
[00:02:25.200 --> 00:02:27.520]  (人們要以為人們是聖)
[00:02:27.520 --> 00:02:30.000]  (沒有了主的行事之力)
[00:02:30.000 --> 00:02:32.160]  (你們要把行事之事)
[00:02:32.160 --> 00:02:35.680]  (就當作主的言論和世人說)
[00:02:35.680 --> 00:02:38.320]  因為連他的弟兄說者說
[00:02:38.320 --> 00:02:40.000]  是因為不信他
[00:02:40.000 --> 00:02:42.320]  (耶穌說:我對你們的行事)
[00:02:42.320 --> 00:02:44.640]  (我的使徒們沒有任何)
[00:02:44.640 --> 00:02:47.840]  (理會的事後嘗試說不定)
[00:02:47.840 --> 00:02:49.680]  世人不能恨你們
[00:02:49.680 --> 00:02:50.880]  卻是恨我
[00:02:50.880 --> 00:02:54.560]  因為我指正他們所作的是善惡的
[00:02:54.560 --> 00:02:56.960]  (你們要上猶太節)
[00:02:56.960 --> 00:02:59.520]  (我們要再上猶太節)
[00:02:59.520 --> 00:03:00.880]  (因為你們要嘗試)
[00:03:00.880 --> 00:03:02.720]  (和我辦理任何的事)
[00:03:02.720 --> 00:03:04.240]  耶穌說了這話
[00:03:04.240 --> 00:03:06.400]  「仍舊住在加里里」
[00:03:06.400 --> 00:03:09.120]  (但當你們上猶太以後)
[00:03:09.120 --> 00:03:11.120]  (大家上猶太節)
[00:03:11.120 --> 00:03:12.560]  (不信祢的行事)
[00:03:12.560 --> 00:03:14.560]  (才會嘗試說不定)
[00:03:14.560 --> 00:03:15.840]  正在節期
[00:03:15.840 --> 00:03:17.840]  猶太人尋找耶穌
[00:03:17.840 --> 00:03:19.840]  說:他在哪裡?
[00:03:19.840 --> 00:03:22.560]  (所有人的家庭紛紛亂端)
[00:03:22.560 --> 00:03:24.800]  (有些事發生無人)
[00:03:24.800 --> 00:03:28.640]  (有些事不見發生無人)
[00:03:28.640 --> 00:03:31.600]  只是沒有人明明的講論他
[00:03:31.600 --> 00:03:33.280]  因為怕猶太人
[00:03:33.280 --> 00:03:35.280]  聖經獨筆
[00:03:42.560 --> 00:03:44.560]  頂師傅早安
[00:03:44.560 --> 00:03:46.160]  當耶穌說完
[00:03:46.160 --> 00:03:47.360]  他是生命的糧
[00:03:47.360 --> 00:03:48.560]  他的肉可以吃
[00:03:48.560 --> 00:03:50.560]  他的血可以喝
[00:03:50.560 --> 00:03:53.280]  吃他的肉喝他的血的人才得到永生
[00:03:53.280 --> 00:03:54.560]  這個這麼噁心
[00:03:54.560 --> 00:03:56.560]  這麼奇怪的道理之後
[00:03:56.560 --> 00:04:00.160]  立即招來極大負面的反應
[00:04:00.160 --> 00:04:03.680]  不僅猶太教的領袖要殺他
[00:04:03.680 --> 00:04:05.920]  連一直追隨他的門徒
[00:04:05.920 --> 00:04:08.480]  群體也產生不少的震動
[00:04:08.480 --> 00:04:10.720]  有些人因此就離開了他
[00:04:10.720 --> 00:04:13.120]  還有連耶穌的家人
[00:04:13.120 --> 00:04:14.240]  就是他的弟弟
[00:04:14.240 --> 00:04:16.240]  也表達對他的不信任
[00:04:16.240 --> 00:04:20.000]  可以看到一石激起千重浪
[00:04:20.000 --> 00:04:23.840]  耶穌有些處於四面楚歌
[00:04:23.840 --> 00:04:26.880]  處處不討好的困境裡面
[00:04:26.880 --> 00:04:29.280]  人對耶穌的態度
[00:04:29.280 --> 00:04:31.840]  當然取決於耶穌說了什麼
[00:04:31.840 --> 00:04:33.280]  做了什麼
[00:04:33.280 --> 00:04:35.920]  如果耶穌說了他們喜歡聽的話
[00:04:35.920 --> 00:04:38.400]  例如他們會得到上帝賜福
[00:04:38.400 --> 00:04:40.400]  他們會心想事成萬事勝意
[00:04:40.400 --> 00:04:42.000]  他們當然樂意接受
[00:04:42.000 --> 00:04:44.240]  如果耶穌做了他們期待的事
[00:04:44.240 --> 00:04:45.840]  例如顯神蹟
[00:04:45.840 --> 00:04:47.360]  醫病趕鬼
[00:04:47.360 --> 00:04:49.120]  特別是有飯吃
[00:04:49.120 --> 00:04:51.120]  五餅二魚的神蹟
[00:04:51.120 --> 00:04:52.880]  他們當然會為之發狂
[00:04:52.880 --> 00:04:54.160]  蜂擁而至
[00:04:54.160 --> 00:04:55.520]  貼身跟隨
[00:04:55.520 --> 00:04:57.200]  但如果耶穌說了一些
[00:04:57.200 --> 00:04:58.400]  害人聽聞
[00:04:58.400 --> 00:05:00.240]  離經叛道的話
[00:05:00.240 --> 00:05:03.440]  顛覆了他們一貫的認知和價值觀
[00:05:03.440 --> 00:05:04.400]  又或者
[00:05:04.400 --> 00:05:06.560]  耶穌刻意挑起
[00:05:06.560 --> 00:05:08.160]  跟猶太教當局
[00:05:08.160 --> 00:05:11.680]  或者羅馬政權一些對立的事端
[00:05:11.680 --> 00:05:13.680]  多數小老百姓
[00:05:13.680 --> 00:05:16.080]  就會雞咁腳就走
