
[00:00:00.000 --> 00:00:02.000]  為甚麼會這樣?
[00:00:02.000 --> 00:00:07.120]  耶穌明明是無罪的
[00:00:07.120 --> 00:00:10.480]  祂曾經醫治我
[00:00:10.480 --> 00:00:14.600]  在我身上趕走七隻鬼
[00:00:14.600 --> 00:00:18.320]  祂給了我新的生命
[00:00:18.320 --> 00:00:23.440]  為甚麼?為甚麼祂要承受這一切?
[00:00:23.440 --> 00:00:27.840]  我們都不明白
[00:00:28.920 --> 00:00:32.680]  現在只能陪伴祂到最後一刻
[00:00:32.680 --> 00:00:37.280]  我記得那天
[00:00:37.280 --> 00:00:42.120]  我用珍貴的香膏來塗抹祂的時候
[00:00:42.120 --> 00:00:44.840]  有人說我浪費
[00:00:44.840 --> 00:00:47.280]  但主就說
[00:00:47.280 --> 00:00:53.120]  「隨它吧,它是為我安葬之日預備的」
[00:00:53.120 --> 00:00:58.720]  難道今天就是那天
[00:00:58.720 --> 00:01:00.720]  我會被祂承受嗎?
[00:01:00.720 --> 00:01:07.720]  當年天使向我顯現
[00:01:07.720 --> 00:01:13.400]  祂說「你必懷孕生子」
[00:01:13.400 --> 00:01:19.800]  「他必稱為至高者神的兒子」
[00:01:19.800 --> 00:01:25.720]  今天我的兒子飽受折磨
[00:01:25.800 --> 00:01:28.920]  我還要去做我自己的計劃
[00:01:28.920 --> 00:01:34.280]  如果…
[00:01:34.280 --> 00:01:38.400]  如果耶穌真的是神的兒子
[00:01:38.400 --> 00:01:43.160]  為甚麼祂不從十字架下來?
[00:01:43.160 --> 00:01:47.560]  為甚麼祂要承受這一切?
[00:01:47.560 --> 00:01:50.600]  或許我們現在看不清楚
[00:01:50.600 --> 00:01:54.800]  但神必定有祂的旨意
[00:01:55.800 --> 00:01:57.560]  你們還記得那天嗎?
[00:01:57.560 --> 00:02:00.680]  當主來到伯大利的時候
[00:02:00.680 --> 00:02:04.280]  我坐在祂的腳旁聽道
[00:02:04.280 --> 00:02:09.680]  當時我的心裡充滿著平安
[00:02:09.680 --> 00:02:14.960]  或許現在我們也需要想起
[00:02:14.960 --> 00:02:17.040]  祂所說的一切說話
[00:02:17.040 --> 00:02:22.720]  是的,天使曾經宣告
[00:02:24.560 --> 00:02:27.440]  在神沒有難成的事
[00:02:27.440 --> 00:02:35.120]  雖然眼前的一切令我心如刀割
[00:02:35.120 --> 00:02:44.360]  但神從來不會失信於人
[00:02:44.360 --> 00:02:51.120]  我們應該如何面對這麼殘酷的現實?
[00:02:52.720 --> 00:02:57.120]  我們所愛的人正在受苦
[00:02:57.120 --> 00:03:02.760]  或許我們現在無法理解
[00:03:02.760 --> 00:03:07.960]  但我們必須相信神是掌管一切
[00:03:07.960 --> 00:03:11.920]  主必定有祂美好的旨意
[00:03:11.920 --> 00:03:18.120]  在祂最痛苦的時候
[00:03:18.120 --> 00:03:21.120]  祂選擇赦免
[00:03:22.120 --> 00:03:26.120]  這是我的兒子
[00:03:26.120 --> 00:03:29.920]  是至高者的兒子
[00:03:29.920 --> 00:03:39.000]  或許我們現在所經歷的一切
[00:03:39.000 --> 00:03:43.520]  是有更深遠、更榮耀的目的
[00:03:50.920 --> 00:03:55.120]  主,雖然我不明白
[00:03:55.120 --> 00:04:02.120]  但我願意相信祢的應許必定成就
[00:04:02.120 --> 00:04:12.920]  主,祢曾經說過
[00:04:12.920 --> 00:04:16.520]  我的香膏是為祢安葬之日預備的
[00:04:16.520 --> 00:04:20.120]  現在我終於明白了
[00:04:21.120 --> 00:04:27.120]  求祢幫助我們繼續相信祢的話
[00:04:27.120 --> 00:04:34.520]  無論如何,我們都要繼續跟隨耶穌
[00:04:34.520 --> 00:04:40.920]  就算前面的路充滿未知和黑暗
[00:04:40.920 --> 00:04:44.920]  我們就彼此扶持
[00:04:44.920 --> 00:04:48.720]  一起等待神應許的那一天
[00:04:48.720 --> 00:04:51.720]  祢答應我們,祢答應我們
[00:04:51.720 --> 00:04:55.720]  《聖經》
[00:04:56.720 --> 00:04:59.720]  《聖經》
[00:05:00.720 --> 00:05:03.720]  《聖經》
[00:05:04.720 --> 00:05:07.720]  《聖經》
[00:05:08.720 --> 00:05:11.720]  《聖經》
[00:05:11.720 --> 00:05:15.720]  《聖經》
[00:05:15.720 --> 00:05:20.720]  《聖經》
[00:05:20.720 --> 00:05:26.720]  《聖經》
[00:05:26.720 --> 00:05:30.720]  《聖經》
[00:05:30.720 --> 00:05:34.720]  《聖經》
[00:05:36.720 --> 00:05:39.720]  《聖經》
[00:05:39.720 --> 00:05:45.720]  《聖經》
[00:05:45.720 --> 00:05:51.720]  《聖經》
[00:05:51.720 --> 00:05:58.720]  《聖經》
[00:05:59.720 --> 00:06:02.720]  《聖經》
[00:06:03.720 --> 00:06:06.720]  《聖經》
[00:06:06.720 --> 00:06:09.720]  《聖經》
[00:06:09.720 --> 00:06:12.720]  《聖經》
[00:06:12.720 --> 00:06:17.720]  《聖經》
[00:06:17.720 --> 00:06:22.720]  《聖經》
[00:06:22.720 --> 00:06:27.720]  《聖經》
[00:06:27.720 --> 00:06:32.720]  《聖經》
[00:06:37.720 --> 00:06:40.320]  當耶穌基督受難的時候
[00:06:40.320 --> 00:06:42.320]  被釘十架的時候
[00:06:42.320 --> 00:06:46.320]  《聖經》裡記載除了使徒約翰之外
[00:06:46.320 --> 00:06:49.320]  就是剛才那幾位婦女
[00:06:49.320 --> 00:06:53.320]  釘十架可以說是當時
[00:06:53.320 --> 00:06:56.320]  一種最可恥羞辱的懲罰
[00:06:56.320 --> 00:06:59.120]  所以沒有什麼人願意
[00:06:59.120 --> 00:07:02.320]  跟那些被釘十架的人拉上關係
[00:07:02.320 --> 00:07:05.320]  但是這群婦女
[00:07:05.320 --> 00:07:07.320]  她們不介意別人的目光
[00:07:07.320 --> 00:07:11.920]  她們堅持陪伴她們所愛的主
[00:07:11.920 --> 00:07:13.920]  走到最後的一刻
[00:07:13.920 --> 00:07:18.920]  這群婦女她們所表現出來的勇氣
[00:07:18.920 --> 00:07:20.520]  你會看到
[00:07:20.520 --> 00:07:23.120]  跟那些四散逃亡的門徒
[00:07:23.120 --> 00:07:25.920]  形成一種很鮮明的對比
[00:07:25.920 --> 00:07:28.720]  後者我們看到
[00:07:28.720 --> 00:07:30.720]  因為很害怕被牽連
[00:07:30.720 --> 00:07:34.320]  於是乎都紛紛離開了主耶穌
[00:07:35.320 --> 00:07:37.320]  事實上我們知道
[00:07:37.320 --> 00:07:40.320]  這群婦女其實不是沒有風險
[00:07:40.320 --> 00:07:44.320]  她們都有可能被牽連
[00:07:44.320 --> 00:07:47.320]  被當成是耶穌的同黨
[00:07:47.320 --> 00:07:50.320]  將她們一併的來去刑罰
[00:07:50.320 --> 00:07:55.320]  之所以能夠毫無懼怕地跟隨耶穌
[00:07:55.320 --> 00:07:58.320]  是因為那一份對主的愛
[00:07:58.320 --> 00:08:01.320]  激發在她們內心
[00:08:01.320 --> 00:08:03.320]  一種很強大的勇氣
[00:08:04.320 --> 00:08:08.320]  她們決定選擇留在現場支持耶穌
[00:08:08.320 --> 00:08:13.320]  她們所展現出來的一份力量
[00:08:13.320 --> 00:08:15.320]  可以說成為我們今天每一個
[00:08:15.320 --> 00:08:18.320]  好像打開了一道窗戶
