
[00:00:00.000 --> 00:00:20.000]  《新約聖經》第138頁
[00:00:21.000 --> 00:00:23.000]  耶穌有對眾人說:
[00:00:23.000 --> 00:00:25.000]  「我是世界的光,
[00:00:25.000 --> 00:00:28.000]  跟從我的,就不再黑暗裡走,
[00:00:28.000 --> 00:00:31.000]  必要得著生命的光。」
[00:00:31.000 --> 00:00:33.000]  法利賽人對他說:
[00:00:33.000 --> 00:00:35.000]  「你是為自己作見證,
[00:00:35.000 --> 00:00:37.000]  你的見證不真。」
[00:00:37.000 --> 00:00:39.000]  耶穌說:
[00:00:39.000 --> 00:00:41.000]  「我雖然為自己作見證,
[00:00:41.000 --> 00:00:43.000]  我的見證還是真的,
[00:00:43.000 --> 00:00:47.000]  因為我知道我從哪裡來,往哪裡去,
[00:00:47.000 --> 00:00:51.000]  你們卻不知道我從哪裡來,往哪裡去,
[00:00:51.000 --> 00:00:56.000]  你們是以外貌判斷人,
[00:00:56.000 --> 00:00:58.000]  我卻不判斷人,
[00:00:58.000 --> 00:01:01.000]  我就是判斷人,我的判斷也是真的,
[00:01:01.000 --> 00:01:04.000]  因為不是我獨自在這裡,
[00:01:04.000 --> 00:01:07.000]  還有差我來的父與我同在。」
[00:01:07.000 --> 00:01:10.000]  「你們的律法上也記著說,
[00:01:10.000 --> 00:01:13.000]  兩個人的見證是真的,
[00:01:13.000 --> 00:01:15.000]  我是為自己作見證,
[00:01:15.000 --> 00:01:19.000]  還有差我來的父也是為我作見證。」
[00:01:19.000 --> 00:01:22.000]  他們就問他說:
[00:01:22.000 --> 00:01:24.000]  「你的父在哪裡?」
[00:01:24.000 --> 00:01:26.000]  耶穌回答說:
[00:01:26.000 --> 00:01:29.000]  「你們不認識我,也不認識我的父,
[00:01:29.000 --> 00:01:32.000]  若是認識我,也就認識我的父。」
[00:01:32.000 --> 00:01:35.000]  這些話是耶穌在店裡的庫房
[00:01:35.000 --> 00:01:37.000]  教訓人士所說的,
[00:01:37.000 --> 00:01:39.000]  「也沒有人拿他,
[00:01:39.000 --> 00:01:42.000]  因為他的時候還沒有到。」
[00:01:42.000 --> 00:01:45.000]  耶穌又對他們說:
[00:01:45.000 --> 00:01:48.000]  「我要去了,你們要找我,
[00:01:48.000 --> 00:01:50.000]  並且你們要死在罪中,
[00:01:50.000 --> 00:01:53.000]  我所去的地方你們不能到。」
[00:01:53.000 --> 00:01:55.000]  猶太人說:
[00:01:55.000 --> 00:01:58.000]  「我所去的地方你們不能到,
[00:01:58.000 --> 00:02:00.000]  難道他要自盡嗎?」
[00:02:00.000 --> 00:02:03.000]  耶穌對他們說:
[00:02:03.000 --> 00:02:05.000]  「你們是從下頭來的,
[00:02:05.000 --> 00:02:07.000]  我是從上頭來的,
[00:02:07.000 --> 00:02:09.000]  你們是屬這世界的,
[00:02:09.000 --> 00:02:11.000]  我不是屬這世界的,
[00:02:11.000 --> 00:02:13.000]  所以我對你們說,
[00:02:13.000 --> 00:02:15.000]  你們要死在罪中,
[00:02:15.000 --> 00:02:17.000]  你們若不信我是基督,
[00:02:17.000 --> 00:02:19.000]  必要死在罪中。」
[00:02:19.000 --> 00:02:21.000]  他們就問他說:
[00:02:21.000 --> 00:02:22.000]  「你是誰?」
[00:02:22.000 --> 00:02:24.000]  耶穌對他們說:
[00:02:24.000 --> 00:02:27.000]  「就是我從起初所告訴你們的,
[00:02:27.000 --> 00:02:30.000]  我有許多事講論你們,
[00:02:30.000 --> 00:02:31.000]  判斷你們,
[00:02:31.000 --> 00:02:33.000]  但那差我來的是真的,
[00:02:33.000 --> 00:02:36.000]  我在他那裡所聽見的,
[00:02:36.000 --> 00:02:38.000]  我就傳給世人。」
[00:02:38.000 --> 00:02:40.000]  他們不明白耶穌是指
[00:02:40.000 --> 00:02:42.000]  著父說的,
[00:02:42.000 --> 00:02:43.000]  所以耶穌說:
[00:02:43.000 --> 00:02:45.000]  「你們舉起人質以後,
[00:02:45.000 --> 00:02:47.000]  必知道我是基督,
[00:02:47.000 --> 00:02:49.000]  並且知道我沒有一件事
[00:02:49.000 --> 00:02:51.000]  是憑著自己作的,
[00:02:51.000 --> 00:02:53.000]  我說這些話乃是
[00:02:53.000 --> 00:02:56.000]  照著父所教訓我的,
[00:02:56.000 --> 00:02:59.000]  那差我來的是與我同在,
[00:02:59.000 --> 00:03:02.000]  他沒有撇下我獨自在這裡,
[00:03:02.000 --> 00:03:05.000]  因為我當作他所喜悅的事。」
[00:03:05.000 --> 00:03:07.000]  耶穌說這話的時候
[00:03:07.000 --> 00:03:09.000]  就有許多人信他。
[00:03:09.000 --> 00:03:11.000]  (主持人: 請問您是否在聽話?)
[00:03:11.000 --> 00:03:13.000]  (主持人: 您是否在聽話?)
[00:03:13.000 --> 00:03:15.000]  (主持人: 您是否在聽話?)
[00:03:15.000 --> 00:03:16.000]  (主持人: 您是否在聽話?)
[00:03:16.000 --> 00:03:18.000]  各位節目早安!
[00:03:18.000 --> 00:03:20.000]  幾個月沒有和大家見面了
[00:03:20.000 --> 00:03:24.000]  我們繼續漫長的約翰福音之旅
[00:03:24.000 --> 00:03:26.000]  我們今天這一段聖經
[00:03:26.000 --> 00:03:28.000]  是比較神學性的
[00:03:28.000 --> 00:03:31.000]  所以在應用上比較單薄
[00:03:31.000 --> 00:03:33.000]  要大家多些忍耐
[00:03:33.000 --> 00:03:35.000]  去聽一些理論
[00:03:35.000 --> 00:03:37.000]  這段聖經記載了
[00:03:37.000 --> 00:03:39.000]  耶穌和法利塞人
[00:03:39.000 --> 00:03:41.000]  兩個神學的爭論
[00:03:41.000 --> 00:03:44.000]  都是圍繞耶穌基督的身份和使命
[00:03:44.000 --> 00:03:46.000]  爭論發生的地點
[00:03:46.000 --> 00:03:50.000]  在耶路撒冷聖殿庫房旁邊
[00:03:50.000 --> 00:03:53.000]  如果你還記得幾個月前
[00:03:53.000 --> 00:03:55.000]  我講上一次的那一段
[00:03:55.000 --> 00:03:58.000]  多數解經家都相信八章一到十一節
