
[00:00:00.000 --> 00:00:11.000]  今天我感受到敬拜隊的熱切渴望
[00:00:11.000 --> 00:00:13.000]  我不知道你有什麼感覺
[00:00:13.000 --> 00:00:18.000]  但我體會到他們很想敬拜
[00:00:18.000 --> 00:00:21.000]  我也在想,可能這個渴望
[00:00:21.000 --> 00:00:25.000]  其實都是上帝尋見他的一件事
[00:00:25.000 --> 00:00:27.000]  因為我相信靠我們人自己
[00:00:27.000 --> 00:00:29.000]  其實也不想去找上帝
[00:00:29.000 --> 00:00:31.000]  我們有這個渴望的心
[00:00:31.000 --> 00:00:33.000]  相信都是因為上帝找了我們
[00:00:33.000 --> 00:00:35.000]  願意我們一起去找上帝
[00:00:35.000 --> 00:00:37.000]  又讓上帝找一下
[00:00:37.000 --> 00:00:39.000]  因為那種渴望上帝的心
[00:00:39.000 --> 00:00:42.000]  有時候也真是唯有上帝給
[00:00:42.000 --> 00:00:44.000]  我們一起祈禱吧
[00:00:44.000 --> 00:00:45.000]  我們一起禱告
[00:00:45.000 --> 00:00:47.000]  天父,我們人真的很軟弱
[00:00:47.000 --> 00:00:49.000]  我們很想去敬拜你
[00:00:49.000 --> 00:00:51.000]  我們很想心渴望你
[00:00:51.000 --> 00:00:53.000]  我們很想愛你
[00:00:53.000 --> 00:00:55.000]  但我們人又很軟弱
[00:00:55.000 --> 00:00:57.000]  我們很多不願意
[00:00:57.000 --> 00:00:58.000]  很多不敢
[00:00:58.000 --> 00:01:00.000]  所以我們唯獨,剛才弟兄姊妹
[00:01:00.000 --> 00:01:02.000]  他們個別很清楚知道
[00:01:02.000 --> 00:01:04.000]  他們真的渴望你的心
[00:01:04.000 --> 00:01:05.000]  我們感謝你
[00:01:05.000 --> 00:01:07.000]  因為這個不是我們人
[00:01:07.000 --> 00:01:09.000]  自己可以爭取到,拿到回來
[00:01:09.000 --> 00:01:11.000]  唯獨那班弟兄姊妹
[00:01:11.000 --> 00:01:13.000]  在信仰裏面掙扎的
[00:01:13.000 --> 00:01:15.000]  很迷惘的,不知道的
[00:01:15.000 --> 00:01:18.000]  我就禱告你會自己去尋求他
[00:01:18.000 --> 00:01:20.000]  以至他終日,有日的
[00:01:20.000 --> 00:01:22.000]  都能夠真是體會到
[00:01:22.000 --> 00:01:24.000]  敬拜你那種美麗
[00:01:24.000 --> 00:01:30.000]  你跟我們說話,願意你放下我們自己
[00:01:30.000 --> 00:01:32.000]  你教導我們去放下自己
[00:01:32.000 --> 00:01:34.000]  去看準你
[00:01:34.000 --> 00:01:36.000]  以至我們活得生命又可以不同
[00:01:36.000 --> 00:01:40.000]  願你的聖靈開我們的心
[00:01:40.000 --> 00:01:42.000]  開你的眼,看見你的說話
[00:01:42.000 --> 00:01:44.000]  給我們力去跟從你
[00:01:44.000 --> 00:01:48.000]  我們以上的禱告,奉主命求,阿門
[00:01:53.000 --> 00:01:55.000]  我想讚阿心
[00:01:55.000 --> 00:01:57.000]  其實每個禮拜
[00:01:57.000 --> 00:02:01.000]  出的這個叫做promotion
[00:02:01.000 --> 00:02:03.000]  其實每個禮拜都有阿心做
[00:02:03.000 --> 00:02:04.000]  每個禮拜都做得好
[00:02:04.000 --> 00:02:06.000]  不過今次因為我講到,我的題目
[00:02:06.000 --> 00:02:10.000]  他又找到一張很合切的
[00:02:10.000 --> 00:02:12.000]  這個不知道什麼,即是圖畫
[00:02:12.000 --> 00:02:14.000]  我一看就覺得很棒,很厲害
[00:02:14.000 --> 00:02:17.000]  其實之前過去有幾次,我都覺得很合我的題
[00:02:17.000 --> 00:02:19.000]  所以我想在這裏感謝阿心
[00:02:19.000 --> 00:02:21.000]  阿心站在那裏,幫我
[00:02:21.000 --> 00:02:23.000]  多謝她
[00:02:23.000 --> 00:02:25.000]  平日她在自己的位置做這件事,沒有人知道
[00:02:25.000 --> 00:02:27.000]  很棒,真的要用心的
[00:02:27.000 --> 00:02:29.000]  要去找的
[00:02:29.000 --> 00:02:31.000]  所以謝謝阿心
[00:02:31.000 --> 00:02:33.000]  進入這個題目
[00:02:33.000 --> 00:02:35.000]  分享一下
[00:02:35.000 --> 00:02:37.000]  上年我跟一班頂姊妹
[00:02:37.000 --> 00:02:41.000]  去了一間中學做一個報道會
[00:02:41.000 --> 00:02:43.000]  在當中我講了一句
[00:02:43.000 --> 00:02:47.000]  我說這間學校給我的印象
[00:02:47.000 --> 00:02:49.000]  是一間好的學校
[00:02:49.000 --> 00:02:51.000]  一般人都會覺得
[00:02:51.000 --> 00:02:53.000]  因為這間學校的校風好
[00:02:53.000 --> 00:02:57.000]  所以都會覺得這間學校出的學生
[00:02:57.000 --> 00:02:59.000]  都是乖的學生
[00:02:59.000 --> 00:03:01.000]  我聽很多都會留言
[00:03:01.000 --> 00:03:05.000]  這間學校出的學生都是乖的學生
[00:03:05.000 --> 00:03:07.000]  但我又懷疑
[00:03:07.000 --> 00:03:11.000]  未必坐在那間學校的同學
[00:03:11.000 --> 00:03:15.000]  會喜歡被人說或留言
[00:03:15.000 --> 00:03:17.000]  是乖的
[00:03:17.000 --> 00:03:19.000]  在台下有些同學就吐口水
[00:03:19.000 --> 00:03:23.000]  甚至有個初中的女孩子
[00:03:23.000 --> 00:03:25.000]  甚至在那位置叫她出來
[00:03:25.000 --> 00:03:27.000]  這麼假
[00:03:27.000 --> 00:03:29.000]  所以對於她來說
[00:03:29.000 --> 00:03:31.000]  原來乖是假
[00:03:31.000 --> 00:03:33.000]  虛偽的表現
[00:03:33.000 --> 00:03:37.000]  我不知道你會不會覺得
[00:03:37.000 --> 00:03:41.000]  乖的表現是假的表現
[00:03:41.000 --> 00:03:45.000]  你又喜歡被人說你是乖的嗎
[00:03:45.000 --> 00:03:47.000]  乖孩子
[00:03:47.000 --> 00:03:49.000]  乖兒子
[00:03:49.000 --> 00:03:51.000]  乖女兒
[00:03:51.000 --> 00:03:53.000]  乖同學
[00:03:53.000 --> 00:03:55.000]  乖孫子
[00:03:55.000 --> 00:03:57.000]  乖男友
[00:03:57.000 --> 00:04:01.000]  你又是否一個乖人
[00:04:01.000 --> 00:04:03.000]  對於你來說
[00:04:03.000 --> 00:04:05.000]  其實乖是甚麼一回事
[00:04:05.000 --> 00:04:09.000]  乖聽話服從
[00:04:09.000 --> 00:04:11.000]  是甚麼一回事
[00:04:11.000 --> 00:04:13.000]  服從聽話才乖
[00:04:13.000 --> 00:04:15.000]  是的
[00:04:15.000 --> 00:04:17.000]  甚麼是乖呢
[00:04:17.000 --> 00:04:19.000]  我有個表弟
[00:04:19.000 --> 00:04:23.000]  從小到大被人感覺是乖孩子
[00:04:23.000 --> 00:04:27.000]  小時候他爸爸很兇
[00:04:27.000 --> 00:04:29.000]  很嚴厲
[00:04:29.000 --> 00:04:31.000]  我都很害怕他
[00:04:31.000 --> 00:04:33.000]  每次上親去家都害怕
[00:04:33.000 --> 00:04:35.000]  因為他有很多家規
[00:04:35.000 --> 00:04:37.000]  很多規矩要守
[00:04:37.000 --> 00:04:39.000]  所以我表弟不能夠
[00:04:39.000 --> 00:04:41.000]  不會
[00:04:41.000 --> 00:04:43.000]  亦不會抗拒
[00:04:43.000 --> 00:04:45.000]  抗衡他爸爸
[00:04:45.000 --> 00:04:47.000]  因為他爸爸真的很兇
[00:04:47.000 --> 00:04:51.000]  但當他要去做一些他不想做的事的時候
[00:04:51.000 --> 00:04:53.000]  因為他不能抗拒
[00:04:53.000 --> 00:04:55.000]  不能抗衡
[00:04:55.000 --> 00:04:57.000]  他就會很不情願
[00:04:57.000 --> 00:04:59.000]  他就會很生氣
[00:04:59.000 --> 00:05:01.000]  很臉皮疼
[00:05:01.000 --> 00:05:03.000]  但都要做他爸爸做的事
[00:05:03.000 --> 00:05:05.000]  我見到
[00:05:05.000 --> 00:05:07.000]  我就會想
[00:05:07.000 --> 00:05:09.000]  做到這樣
[00:05:09.000 --> 00:05:11.000]  我都很害怕
[00:05:11.000 --> 00:05:13.000]  為何他父親都會收貨
[00:05:13.000 --> 00:05:15.000]  因為他父親真的很討厭他爸爸這樣做
[00:05:15.000 --> 00:05:17.000]  為何我會有這些疑問
[00:05:17.000 --> 00:05:19.000]  因為我知道如果我這樣
[00:05:19.000 --> 00:05:21.000]  被我媽媽看到
[00:05:21.000 --> 00:05:23.000]  他會重置我
[00:05:23.000 --> 00:05:25.000]  他不會收貨
[00:05:25.000 --> 00:05:27.000]  我呢
[00:05:27.000 --> 00:05:29.000]  有個妹妹
[00:05:29.000 --> 00:05:31.000]  當他
[00:05:31.000 --> 00:05:33.000]  媽媽要他做一些他不想做的事
[00:05:33.000 --> 00:05:35.000]  他會怎樣
[00:05:35.000 --> 00:05:37.000]  他不會一口拒絕
[00:05:37.000 --> 00:05:39.000]  或者一口say no
[00:05:39.000 --> 00:05:41.000]  他都會說好
[00:05:41.000 --> 00:05:43.000]  但他就會側側拼
[00:05:43.000 --> 00:05:45.000]  他就會拖延
[00:05:45.000 --> 00:05:47.000]  而我最不可以的
[00:05:47.000 --> 00:05:49.000]  就是居然都真的可以被他拖延到
[00:05:49.000 --> 00:05:51.000]  是不了了之
[00:05:51.000 --> 00:05:53.000]  或者
[00:05:53.000 --> 00:05:55.000]  他會扮的
[00:05:55.000 --> 00:05:57.000]  他會扮演
[00:05:57.000 --> 00:05:59.000]  例如是甚麼呢
[00:05:59.000 --> 00:06:01.000]  就是媽媽叫他
[00:06:01.000 --> 00:06:03.000]  下樓做運動
[00:06:03.000 --> 00:06:05.000]  他就會換衣服
[00:06:05.000 --> 00:06:07.000]  換一些做運動的衣服
[00:06:07.000 --> 00:06:09.000]  然後
[00:06:09.000 --> 00:06:11.000]  就走下樓
[00:06:11.000 --> 00:06:13.000]  然後扮演運動
[00:06:13.000 --> 00:06:15.000]  因為有一天我父親看到他
[00:06:15.000 --> 00:06:17.000]  他其實在街上
[00:06:17.000 --> 00:06:19.000]  只是走來走去
[00:06:19.000 --> 00:06:21.000]  他一定
[00:06:21.000 --> 00:06:23.000]  就不是做運動
[00:06:23.000 --> 00:06:25.000]  他扮演運動
[00:06:25.000 --> 00:06:27.000]  我知道之後我就覺得為何會這樣
[00:06:27.000 --> 00:06:29.000]  不想做就說不做
[00:06:29.000 --> 00:06:31.000]  為何要
[00:06:31.000 --> 00:06:33.000]  屈就媽媽
[00:06:33.000 --> 00:06:35.000]  在媽媽的下面
[00:06:35.000 --> 00:06:37.000]  要去屈就自己
[00:06:37.000 --> 00:06:39.000]  要去跟她做呢
[00:06:39.000 --> 00:06:41.000]  我就覺得為何要這樣
[00:06:41.000 --> 00:06:43.000]  因為我呢
[00:06:43.000 --> 00:06:45.000]  不要做呢
[00:06:45.000 --> 00:06:47.000]  我就劈頭盡跟媽媽說不要做
[00:06:47.000 --> 00:06:49.000]  不想做你不要逼我
[00:06:49.000 --> 00:06:51.000]  不過小時候真的不能說
[00:06:51.000 --> 00:06:53.000]  不做的
[00:06:53.000 --> 00:06:55.000]  所以我都要好像我的表弟
[00:06:55.000 --> 00:06:57.000]  黑著臉做
[00:06:57.000 --> 00:06:59.000]  不過可惜我媽媽不像我姑丈
[00:06:59.000 --> 00:07:01.000]  黑著臉做她是不會收貨的
[00:07:01.000 --> 00:07:03.000]  所以我媽媽只會
[00:07:03.000 --> 00:07:05.000]  罵多幾次
[00:07:05.000 --> 00:07:07.000]  甚至打
[00:07:07.000 --> 00:07:09.000]  說我不服從她
[00:07:09.000 --> 00:07:11.000]  不孝順她
[00:07:11.000 --> 00:07:13.000]  我呢
[00:07:13.000 --> 00:07:15.000]  又真的很固執
[00:07:15.000 --> 00:07:17.000]  我就寧願被她打
[00:07:17.000 --> 00:07:19.000]  都不要做她叫我做的事
[00:07:19.000 --> 00:07:21.000]  我寧願被她打
[00:07:21.000 --> 00:07:23.000]  我都不會屈服
[00:07:23.000 --> 00:07:27.000]  那就長大了
[00:07:27.000 --> 00:07:29.000]  有一天我就問我媽
[00:07:29.000 --> 00:07:31.000]  其實你寧願要妹妹
[00:07:31.000 --> 00:07:33.000]  說yes
[00:07:33.000 --> 00:07:35.000]  但其實是no那些
[00:07:35.000 --> 00:07:37.000]  還是像我那樣
[00:07:37.000 --> 00:07:39.000]  很直率很坦誠跟你說
[00:07:39.000 --> 00:07:41.000]  no呀
[00:07:41.000 --> 00:07:43.000]  我媽就沒有回應我
[00:07:43.000 --> 00:07:45.000]  我猜到因為我那種
[00:07:45.000 --> 00:07:47.000]  撞她式的no
[00:07:47.000 --> 00:07:49.000]  那種不會讓步的no
[00:07:49.000 --> 00:07:51.000]  又真的很難受
[00:07:51.000 --> 00:07:53.000]  所以她都很難說誰好
[00:07:53.000 --> 00:07:55.000]  到底甚麼叫乖呢
[00:07:55.000 --> 00:07:57.000]  聽話
[00:07:57.000 --> 00:07:59.000]  馴服
[00:07:59.000 --> 00:08:01.000]  是甚麼回事呢
[00:08:01.000 --> 00:08:03.000]  丁姐妹你
[00:08:03.000 --> 00:08:05.000]  是不是一個馴服的人
[00:08:05.000 --> 00:08:07.000]  馴服
[00:08:07.000 --> 00:08:09.000]  是不是因為你沒有主見
[00:08:09.000 --> 00:08:11.000]  所以像凌峰之前說的
[00:08:11.000 --> 00:08:13.000]  我們就是盲蟲
[00:08:13.000 --> 00:08:15.000]  還是你經常被屈服
[00:08:15.000 --> 00:08:17.000]  的那種馴服呢
[00:08:17.000 --> 00:08:19.000]  還是其實你在扮
[00:08:19.000 --> 00:08:21.000]  你是扮馴服
[00:08:21.000 --> 00:08:23.000]  你說甚麼是甚麼
[00:08:23.000 --> 00:08:25.000]  對於你來說
[00:08:25.000 --> 00:08:27.000]  是甚麼回事呢
[00:08:27.000 --> 00:08:29.000]  今年青少報的年度主題
[00:08:29.000 --> 00:08:31.000]  就是要去成為一個
[00:08:31.000 --> 00:08:33.000]  基督的政兵
[00:08:33.000 --> 00:08:35.000]  這個月我們就想學一下
[00:08:35.000 --> 00:08:37.000]  做一個馴服的基督政兵
[00:08:37.000 --> 00:08:39.000]  今天就已經將會是
[00:08:39.000 --> 00:08:41.000]  第四次大家去
[00:08:41.000 --> 00:08:43.000]  聽關於馴服的功課
[00:08:43.000 --> 00:08:45.000]  聽了三個禮拜
[00:08:45.000 --> 00:08:47.000]  今天的你
[00:08:47.000 --> 00:08:49.000]  比起三個禮拜之前的你
[00:08:49.000 --> 00:08:51.000]  有沒有馴服了一點呢
[00:08:51.000 --> 00:08:53.000]  過去三個星期
[00:08:53.000 --> 00:08:55.000]  上帝的說話
[00:08:55.000 --> 00:08:57.000]  吩咐我們要去服從他
[00:08:57.000 --> 00:08:59.000]  我們
[00:08:59.000 --> 00:09:01.000]  又有沒有去服從上帝的說話
[00:09:01.000 --> 00:09:03.000]  去服從他的說話呢
[00:09:03.000 --> 00:09:07.000]  可以下一張了
[00:09:07.000 --> 00:09:09.000]  如果
[00:09:09.000 --> 00:09:11.000]  你是有馴服的上帝的說話
[00:09:11.000 --> 00:09:13.000]  令到你去馴服他的我為你
[00:09:13.000 --> 00:09:15.000]  感恩但如果沒有的
[00:09:15.000 --> 00:09:17.000]  擺明有些事上帝在過去
[00:09:17.000 --> 00:09:19.000]  三個禮拜提醒你而你
[00:09:19.000 --> 00:09:21.000]  做不到的不想做的未做的
[00:09:21.000 --> 00:09:23.000]  又為什麼呢
[00:09:23.000 --> 00:09:27.000]  我不知道其實上帝
[00:09:27.000 --> 00:09:29.000]  正在挑戰你
[00:09:29.000 --> 00:09:31.000]  哪一方面要怎樣去馴服
[00:09:31.000 --> 00:09:33.000]  不過我又會想
[00:09:33.000 --> 00:09:35.000]  其實這一刻你回來教會
[00:09:35.000 --> 00:09:37.000]  重返崇拜
[00:09:37.000 --> 00:09:39.000]  都是一個馴服的表現
[00:09:39.000 --> 00:09:41.000]  很乖大家坐在這
[00:09:41.000 --> 00:09:43.000]  不過今天你按照
[00:09:43.000 --> 00:09:45.000]  聖經的教導回教會
[00:09:45.000 --> 00:09:47.000]  回團契
[00:09:47.000 --> 00:09:49.000]  又和弟兄姊妹相處的表現
[00:09:49.000 --> 00:09:51.000]  回崇拜
[00:09:51.000 --> 00:09:53.000]  有剛才敬拜舉手
[00:09:53.000 --> 00:09:55.000]  敬拜的表現
[00:09:55.000 --> 00:09:57.000]  這一刻大家安靜坐在這
[00:09:57.000 --> 00:09:59.000]  有聽講道的表現
[00:09:59.000 --> 00:10:01.000]  不過
[00:10:01.000 --> 00:10:03.000]  你又有沒有馴服上帝的心呢
[00:10:03.000 --> 00:10:07.000]  今天
[00:10:07.000 --> 00:10:09.000]  出敬拜隊
[00:10:09.000 --> 00:10:11.000]  你出AV Team
[00:10:11.000 --> 00:10:13.000]  你做司事
[00:10:13.000 --> 00:10:15.000]  做組長做導師
[00:10:15.000 --> 00:10:17.000]  你有服侍的表現
[00:10:17.000 --> 00:10:19.000]  但是你有沒有服侍的心呢
[00:10:19.000 --> 00:10:23.000]  今天
[00:10:23.000 --> 00:10:25.000]  你有崇拜的表現
[00:10:25.000 --> 00:10:27.000]  有馴服的表現你
[00:10:27.000 --> 00:10:29.000]  有沒有馴服的心呢
[00:10:29.000 --> 00:10:31.000]  其實馴服上帝是什麼回事
[00:10:31.000 --> 00:10:33.000]  什麼叫真心真意的馴服
[00:10:33.000 --> 00:10:35.000]  假情假意的馴服
[00:10:35.000 --> 00:10:37.000]  又是怎樣的呢
[00:10:37.000 --> 00:10:39.000]  今天我們就上來探討一下
[00:10:39.000 --> 00:10:41.000]  怎樣成為一個
[00:10:41.000 --> 00:10:43.000]  真心真意馴服的
[00:10:43.000 --> 00:10:45.000]  基督征病
[00:10:45.000 --> 00:10:47.000]  今天的講題經文
[00:10:47.000 --> 00:10:49.000]  就是馬太福音六章
[00:10:49.000 --> 00:10:51.000]  馬太就記錄耶穌
[00:10:51.000 --> 00:10:53.000]  在初期去傳道的某一日
[00:10:53.000 --> 00:10:55.000]  他就上了座山
[00:10:55.000 --> 00:10:57.000]  在山上就做了教導
[00:10:57.000 --> 00:10:59.000]  耶穌在山上的教導
[00:10:59.000 --> 00:11:01.000]  是很長的
[00:11:01.000 --> 00:11:03.000]  長達三篇的經文
[00:11:03.000 --> 00:11:05.000]  五到七章
[00:11:05.000 --> 00:11:07.000]  包含了很多東西
