
[00:00:00.000 --> 00:00:03.000]  你好,小楓
[00:00:03.000 --> 00:00:06.000]  好,丁姐妹,多謝你帶我們去敬拜
[00:00:06.000 --> 00:00:09.000]  剛才主席跟我們說
[00:00:09.000 --> 00:00:11.000]  想我們一起經歷上帝的平安
[00:00:11.000 --> 00:00:13.000]  不如你問問你旁邊的一個
[00:00:13.000 --> 00:00:15.000]  你平安嗎?你問問他
[00:00:15.000 --> 00:00:16.000]  你平不平安?
[00:00:16.000 --> 00:00:18.000]  無論他平不平安,你跟他說吧
[00:00:18.000 --> 00:00:22.000]  祝福你在主裡面得到一份平安
[00:00:22.000 --> 00:00:27.000]  剛才第三首是新的歌,我不懂唱
[00:00:27.000 --> 00:00:30.000]  我閉上眼睛聽一首歌
[00:00:30.000 --> 00:00:33.000]  他唱到一個位置,他說我要收手
[00:00:33.000 --> 00:00:35.000]  要知道你是神
[00:00:35.000 --> 00:00:37.000]  我想,這麼厲害,知道是神
[00:00:37.000 --> 00:00:38.000]  現在是甚麼是神?
[00:00:38.000 --> 00:00:40.000]  原來知道你是神
[00:00:40.000 --> 00:00:43.000]  也好,我們知道神是神,很重要
[00:00:43.000 --> 00:00:44.000]  但知道現在是神也很重要
[00:00:44.000 --> 00:00:46.000]  因為小楓叫我不要說太長
[00:00:46.000 --> 00:00:48.000]  他說要看電影,他們小組
[00:00:48.000 --> 00:00:51.000]  所以我們進入今天講道的時候
[00:00:51.000 --> 00:00:53.000]  要知道你是神
[00:00:53.000 --> 00:00:58.000]  今天進入講道的時候
[00:00:58.000 --> 00:01:01.000]  今天課題是自由的功課
[00:01:01.000 --> 00:01:03.000]  今天我們會討論甚麼自由功課
[00:01:03.000 --> 00:01:06.000]  原來有時候自由和責任
[00:01:06.000 --> 00:01:08.000]  不知道你覺不覺得這兩個字有點矛盾
[00:01:08.000 --> 00:01:12.000]  我想說說究竟責任裡的自由是甚麼
[00:01:12.000 --> 00:01:14.000]  等一下,先拿些道具
[00:01:14.000 --> 00:01:16.000]  今天大家好
[00:01:16.000 --> 00:01:19.000]  我決定今天要送一份禮物給大家
[00:01:19.000 --> 00:01:21.000]  剛才也可以按
[00:01:21.000 --> 00:01:23.000]  今天我決定送一份禮物
[00:01:23.000 --> 00:01:24.000]  不過是給你選的
[00:01:24.000 --> 00:01:25.000]  這裡就是
[00:01:25.000 --> 00:01:27.000]  我已經按了一千元,他沒有
[00:01:27.000 --> 00:01:29.000]  他只借了五百元,隨便吧
[00:01:29.000 --> 00:01:31.000]  今天給你選,有一張五百元
[00:01:31.000 --> 00:01:33.000]  我送給你
[00:01:33.000 --> 00:01:34.000]  還是有一張十元
[00:01:34.000 --> 00:01:35.000]  你隨便選一張
[00:01:35.000 --> 00:01:37.000]  請問選哪一張?有沒有人要?
[00:01:37.000 --> 00:01:39.000]  五百元的舉手,我想要
[00:01:39.000 --> 00:01:40.000]  OK,都可以
[00:01:40.000 --> 00:01:43.000]  十元的舉手,都要
[00:01:43.000 --> 00:01:45.000]  不過這樣,只是選一樣
[00:01:45.000 --> 00:01:47.000]  不過今天這樣
[00:01:47.000 --> 00:01:49.000]  等一下,如果這樣
[00:01:49.000 --> 00:01:51.000]  五百元
[00:01:51.000 --> 00:01:53.000]  好
[00:01:53.000 --> 00:01:55.000]  還要不要?
[00:01:55.000 --> 00:01:57.000]  還有沒有人要這張?
[00:01:57.000 --> 00:01:59.000]  都要
[00:01:59.000 --> 00:02:01.000]  等一下,這張十元
[00:02:01.000 --> 00:02:04.000]  我買了一個禮物袋
[00:02:04.000 --> 00:02:06.000]  不要緊
[00:02:06.000 --> 00:02:08.000]  我剛才有一個袋,打算包好
[00:02:08.000 --> 00:02:10.000]  如果這樣,這張全部皺了
[00:02:10.000 --> 00:02:12.000]  這張包得很漂亮,幫你燙直
[00:02:12.000 --> 00:02:14.000]  還加上阿君親筆之名
[00:02:14.000 --> 00:02:16.000]  你選哪一張?
[00:02:16.000 --> 00:02:18.000]  都是五個
[00:02:18.000 --> 00:02:20.000]  真是奇怪
[00:02:20.000 --> 00:02:22.000]  皺到這樣都要
[00:02:22.000 --> 00:02:26.000]  忍言你一袋就沒有了
[00:02:26.000 --> 00:02:28.000]  不過我想說什麼呢?
[00:02:28.000 --> 00:02:31.000]  對,無論我怎樣對那張五百元
[00:02:31.000 --> 00:02:34.000]  無論我怎樣愛惜那張十元
[00:02:34.000 --> 00:02:37.000]  你都會選一個高價值一點的
[00:02:37.000 --> 00:02:39.000]  你都會選一個貴一點的
[00:02:39.000 --> 00:02:40.000]  為什麼?
[00:02:40.000 --> 00:02:44.000]  因為你知道五百元本身的價值比較高
[00:02:44.000 --> 00:02:45.000]  多過那張十元
[00:02:45.000 --> 00:02:47.000]  原來我想說什麼呢?
[00:02:47.000 --> 00:02:50.000]  因為你會否發現本身的價值很重要
[00:02:50.000 --> 00:02:52.000]  無論你怎樣對它
[00:02:52.000 --> 00:02:53.000]  本身價值高的時候
[00:02:53.000 --> 00:02:55.000]  無論外在的經驗和裝扮
[00:02:55.000 --> 00:02:59.000]  其實是不會影響東西裡面的價值
[00:02:59.000 --> 00:03:01.000]  我想說什麼呢?
[00:03:01.000 --> 00:03:04.000]  不知道你怎樣看自己裡面的價值
[00:03:04.000 --> 00:03:06.000]  你是一個自信的人
[00:03:06.000 --> 00:03:09.000]  還是一個自卑的人
[00:03:09.000 --> 00:03:12.000]  你看自己的價值是高還是低
[00:03:12.000 --> 00:03:14.000]  往往影響你會用
[00:03:14.000 --> 00:03:16.000]  你怎樣用這張五百元還是十元
[00:03:16.000 --> 00:03:20.000]  往往影響你怎樣用你自己來做什麼
[00:03:20.000 --> 00:03:22.000]  我想問一個問題就是
[00:03:22.000 --> 00:03:25.000]  其實你有沒有因為去看低自己的價值
