
[00:00:00.000 --> 00:00:02.000]  好,各位大英姐妹,早安
[00:00:02.000 --> 00:00:04.000]  大家好
[00:00:04.000 --> 00:00:08.000]  我是陳佩皓傳道,我是阿Hoo
[00:00:08.000 --> 00:00:10.000]  可能有些人不認識我,但不要緊
[00:00:10.000 --> 00:00:12.000]  慢慢認識吧
[00:00:12.000 --> 00:00:14.000]  我以前是青少報傳道人
[00:00:14.000 --> 00:00:18.000]  不過這段日子在兒童部幫忙
[00:00:18.000 --> 00:00:22.000]  不過也不要緊,整個教會都是一家人
[00:00:22.000 --> 00:00:26.000]  無論是兒童部、青少報、長青部
[00:00:26.000 --> 00:00:28.000]  可能將來在長青部會見到大家
[00:00:28.000 --> 00:00:34.000]  但也不要緊,都是一家人到哪兒去
[00:00:34.000 --> 00:00:36.000]  遲些你就知道了
[00:00:36.000 --> 00:00:38.000]  (記者:是長者、老人家)
[00:00:38.000 --> 00:00:44.000]  是長者、老人家在長者團體裏
[00:00:44.000 --> 00:00:48.000]  今天青少報,我快一點,因為大家認識我
[00:00:48.000 --> 00:00:52.000]  很長氣,不知道年紀越來越大
[00:00:52.000 --> 00:00:54.000]  好像很多話說
[00:00:54.000 --> 00:00:58.000]  所以我覺得要簡短
[00:00:58.000 --> 00:01:00.000]  今天青少報給了我一個題目
[00:01:00.000 --> 00:01:02.000]  叫做什麼呢?
[00:01:02.000 --> 00:01:08.000]  叫做「生命展現上帝的大能,撒旦的手段和內心的謊言」
[00:01:08.000 --> 00:01:12.000]  題目叫做「Ou」和「Newu」
[00:01:12.000 --> 00:01:16.000]  究竟一個舊我和一個新我是怎樣的呢?
[00:01:16.000 --> 00:01:18.000]  剛才有提到那個題目是什麼?
[00:01:18.000 --> 00:01:20.000]  「內心的謊言」
[00:01:20.000 --> 00:01:22.000]  你們有沒有內心的謊言?
[00:01:22.000 --> 00:01:26.000]  或者什麼叫做「內心的謊言」呢?
[00:01:26.000 --> 00:01:30.000]  這個弟兄很好,你回應我很欣賞你
[00:01:30.000 --> 00:01:34.000]  不過你給我一點時間講,一會我會問你問題,你就回答
[00:01:34.000 --> 00:01:36.000]  剛才我說什麼?
[00:01:36.000 --> 00:01:38.000]  「內心的謊言」,大家有沒有?
[00:01:38.000 --> 00:01:44.000]  我有的,不要說你,我也有的
[00:01:44.000 --> 00:01:48.000]  或者是一些「內心的聲音」
[00:01:48.000 --> 00:01:54.000]  接觸這個題目的時候,我想一下自己有沒有什麼內心的謊言呢?
[00:01:54.000 --> 00:01:56.000]  或者內心的聲音呢?
[00:01:56.000 --> 00:01:58.000]  如果大家認識我,聽我說過
[00:01:58.000 --> 00:02:02.000]  我在家裡是一個小兒子,是個「拉仔」
[00:02:02.000 --> 00:02:06.000]  我有四兄弟姐妹,兩個哥哥,一個姐姐,最小是我
[00:02:06.000 --> 00:02:08.000]  應該拉仔是最疼愛的
[00:02:08.000 --> 00:02:10.000]  當然我家也是很疼愛我的
[00:02:10.000 --> 00:02:16.000]  但是爸爸在過去日子裡,他不是給我很多肯定
[00:02:16.000 --> 00:02:20.000]  現在我長大了,其實我明白的,為什麼呢?
[00:02:20.000 --> 00:02:24.000]  因為我們有四兄弟姐妹,一個,兩個,三個,第四個
[00:02:24.000 --> 00:02:26.000]  第一個最緊張的,第二個沒那麼緊張,第三個再不緊張
[00:02:26.000 --> 00:02:28.000]  第四個更加不知道怎樣
[00:02:28.000 --> 00:02:30.000]  所以他不是不疼愛我
[00:02:30.000 --> 00:02:38.000]  不過不是很重視我,或者不是很認同我的看法
[00:02:38.000 --> 00:02:40.000]  他不是不疼愛我,爸爸很疼愛我
[00:02:40.000 --> 00:02:42.000]  不過他沒那麼肯定我
[00:02:42.000 --> 00:02:48.000]  所以我發覺在那裡成長的時候,我裡面有些聲音
[00:02:48.000 --> 00:02:52.000]  再加上我讀書就一般,不是很厲害
[00:02:52.000 --> 00:02:58.000]  慢慢長大之後,爸爸也會跟我說
[00:02:58.000 --> 00:03:02.000]  你不是讀書的材料,就早點出來工作吧
[00:03:02.000 --> 00:03:04.000]  這句話我入了我的心裡
[00:03:04.000 --> 00:03:08.000]  所以我現在做爸爸,很緊張我怎樣跟子女說話
[00:03:08.000 --> 00:03:11.000]  其實爸爸對我不是不好的,我再澄清爸爸是好
[00:03:11.000 --> 00:03:16.000]  不過他很自然地說,對子女會有一些影響
[00:03:16.000 --> 00:03:19.000]  他說你不是讀書的材料,就快點出來工作
[00:03:19.000 --> 00:03:21.000]  我真的很快出來工作
[00:03:21.000 --> 00:03:25.000]  原來我發覺慢慢成長的時候,原來裡面有些聲音
[00:03:25.000 --> 00:03:31.000]  聲音是什麼?就是我不行,我讀書很差
[00:03:31.000 --> 00:03:37.000]  我不行,輪到不輪到我
[00:03:37.000 --> 00:03:41.000]  裡面經常有這些聲音走出來
[00:03:41.000 --> 00:03:45.000]  接觸人的時候,那時候又不是弟兄姊妹
[00:03:45.000 --> 00:03:49.000]  譬如讀書,出來工作,接觸弟兄姊妹的時候
[00:03:49.000 --> 00:03:53.000]  裡面偶爾靜下來的時候,總是有這些
[00:03:53.000 --> 00:03:58.000]  你不行的,還沒輪到你,你又不懂得說
[00:03:58.000 --> 00:04:01.000]  有這些去否定自己
[00:04:01.000 --> 00:04:04.000]  好,我想問你們有沒有?
[00:04:04.000 --> 00:04:10.000]  我想我們每個人都有,不過有不同的程度
