
[00:00:00.000 --> 00:00:02.000]  真心感謝你
[00:00:02.000 --> 00:00:04.000]  你在患難中
[00:00:04.000 --> 00:00:06.000]  去到持平安
[00:00:06.000 --> 00:00:08.000]  你在暴風中
[00:00:08.000 --> 00:00:10.000]  你和我們同在
[00:00:10.000 --> 00:00:14.000]  在今天敬拜中
[00:00:14.000 --> 00:00:16.000]  你再次肯定我們
[00:00:16.000 --> 00:00:18.000]  你是慈愛
[00:00:18.000 --> 00:00:20.000]  你是信實
[00:00:20.000 --> 00:00:22.000]  縱然我們身處的環境
[00:00:22.000 --> 00:00:24.000]  是困難
[00:00:24.000 --> 00:00:26.000]  黑暗
[00:00:26.000 --> 00:00:28.000]  或者我們內心中
[00:00:28.000 --> 00:00:30.000]  都是很多的驚惶
[00:00:30.000 --> 00:00:32.000]  很多的幽暗
[00:00:32.000 --> 00:00:34.000]  但今天你肯定我們
[00:00:34.000 --> 00:00:36.000]  就是你會和我們同在
[00:00:36.000 --> 00:00:40.000]  一次一次的
[00:00:40.000 --> 00:00:42.000]  我們向你是信實的
[00:00:42.000 --> 00:00:44.000]  我們向你失信的
[00:00:44.000 --> 00:00:46.000]  但你是可信
[00:00:46.000 --> 00:00:48.000]  我們感謝你你不放棄我們
[00:00:48.000 --> 00:00:50.000]  我們每一滴眼淚
[00:00:50.000 --> 00:00:52.000]  你都收藏的
[00:00:52.000 --> 00:00:54.000]  我們將我們的生命交給你
[00:00:54.000 --> 00:00:56.000]  我們人很軟弱
[00:00:56.000 --> 00:00:58.000]  但我們有群體
[00:00:58.000 --> 00:01:00.000]  我們有你的說話
[00:01:00.000 --> 00:01:02.000]  我們在這一刻能夠走在一起唱詩歌
[00:01:02.000 --> 00:01:04.000]  一起聽你的說話
[00:01:04.000 --> 00:01:06.000]  我們感謝你我們有這個群體
[00:01:06.000 --> 00:01:08.000]  幫助我們
[00:01:08.000 --> 00:01:10.000]  願你的說話再次鼓勵我們
[00:01:10.000 --> 00:01:12.000]  以致我們走出這個門口的時候
[00:01:12.000 --> 00:01:14.000]  又有些不同
[00:01:14.000 --> 00:01:16.000]  願你的說話鼓勵到我們
[00:01:16.000 --> 00:01:18.000]  激勵到我們
[00:01:18.000 --> 00:01:20.000]  我們要向土高逢主名球阿門
[00:01:20.000 --> 00:01:22.000]  大家好
[00:01:22.000 --> 00:01:24.000]  我不知道你們
[00:01:24.000 --> 00:01:26.000]  喜不喜歡被人驚喜
[00:01:26.000 --> 00:01:32.000]  被驚喜
[00:01:32.000 --> 00:01:34.000]  被驚喜
[00:01:34.000 --> 00:01:36.000]  我其實都喜歡
[00:01:36.000 --> 00:01:38.000]  因為
[00:01:38.000 --> 00:01:40.000]  就想給朋友
[00:01:40.000 --> 00:01:42.000]  一些喜出望外
[00:01:42.000 --> 00:01:44.000]  有些心情
[00:01:44.000 --> 00:01:46.000]  因為我喜歡
[00:01:46.000 --> 00:01:48.000]  因為我喜歡
[00:01:48.000 --> 00:01:50.000]  被驚喜
[00:01:50.000 --> 00:01:52.000]  有些心思安排一下
[00:01:52.000 --> 00:01:54.000]  這些驚喜就代表我的愛
[00:01:54.000 --> 00:01:56.000]  給他一些喜出望外
[00:01:56.000 --> 00:01:58.000]  但發覺
[00:01:58.000 --> 00:02:00.000]  其實要被人驚喜
[00:02:00.000 --> 00:02:02.000]  都是不容易的
[00:02:02.000 --> 00:02:04.000]  很多時候都未必是很可行的
[00:02:04.000 --> 00:02:06.000]  因為你要計劃周詳
[00:02:06.000 --> 00:02:08.000]  又要守到秘密
[00:02:08.000 --> 00:02:10.000]  還要是你
[00:02:10.000 --> 00:02:12.000]  搞秘密的裡面
[00:02:12.000 --> 00:02:14.000]  你的朋友
[00:02:14.000 --> 00:02:16.000]  都要懂得守到秘密
[00:02:16.000 --> 00:02:18.000]  我有個朋友
[00:02:18.000 --> 00:02:20.000]  他要求婚
[00:02:20.000 --> 00:02:22.000]  求婚當然要秘密進行
[00:02:22.000 --> 00:02:24.000]  他跟他的朋友
[00:02:24.000 --> 00:02:26.000]  想了很久
[00:02:26.000 --> 00:02:28.000]  安排了很久
[00:02:28.000 --> 00:02:30.000]  怎料在他準備求婚的前一天
[00:02:30.000 --> 00:02:32.000]  被女生的密友
[00:02:32.000 --> 00:02:34.000]  踢爆了
[00:02:34.000 --> 00:02:36.000]  男生
[00:02:36.000 --> 00:02:38.000]  當然是很不開心
[00:02:38.000 --> 00:02:40.000]  發脾氣
[00:02:40.000 --> 00:02:42.000]  在他打算做的那一天
[00:02:42.000 --> 00:02:44.000]  就被人踢爆
[00:02:44.000 --> 00:02:46.000]  傳聞這個女生
[00:02:46.000 --> 00:02:48.000]  是無身之失的
[00:02:48.000 --> 00:02:50.000]  不知為何
[00:02:50.000 --> 00:02:52.000]  就說了
[00:02:52.000 --> 00:02:54.000]  有些傳聞
[00:02:54.000 --> 00:02:56.000]  說是他忍不了口
[00:02:56.000 --> 00:02:58.000]  他真的很想說
[00:02:58.000 --> 00:03:00.000]  他很替他的姊妹開心
[00:03:00.000 --> 00:03:02.000]  他就說了
[00:03:02.000 --> 00:03:04.000]  所以豬一般的隊友
[00:03:04.000 --> 00:03:06.000]  就沒法子
[00:03:06.000 --> 00:03:08.000]  所以搞驚喜
[00:03:08.000 --> 00:03:10.000]  其實都天時地利人和
[00:03:10.000 --> 00:03:12.000]  是要配合的
[00:03:12.000 --> 00:03:14.000]  不過
[00:03:14.000 --> 00:03:16.000]  我猜搞的過程
[00:03:16.000 --> 00:03:18.000]  其實都是開心刺激的
[00:03:18.000 --> 00:03:20.000]  秘密行動
[00:03:20.000 --> 00:03:22.000]  守秘密
[00:03:22.000 --> 00:03:24.000]  有神秘感
[00:03:24.000 --> 00:03:26.000]  有刺激感
[00:03:26.000 --> 00:03:28.000]  有些秘密
[00:03:28.000 --> 00:03:30.000]  其實你很想跟人說
[00:03:30.000 --> 00:03:32.000]  但你又不能說
[00:03:32.000 --> 00:03:34.000]  就好像那個朋友
[00:03:34.000 --> 00:03:36.000]  牙齒痒痒
[00:03:36.000 --> 00:03:38.000]  很想說 不能說
[00:03:38.000 --> 00:03:40.000]  整晚很煩躁
[00:03:40.000 --> 00:03:42.000]  可能你是不想被人知道
[00:03:42.000 --> 00:03:44.000]  甚麼原因都好 你不想被人知道
[00:03:44.000 --> 00:03:46.000]  你就不說了 守口如瓶沒問題
[00:03:46.000 --> 00:03:48.000]  不過我猜最慘的
[00:03:48.000 --> 00:03:50.000]  我想最慘的
[00:03:50.000 --> 00:03:52.000]  就是當有些秘密
[00:03:52.000 --> 00:03:54.000]  是不能說的秘密
[00:03:54.000 --> 00:03:56.000]  可能這些秘密
[00:03:56.000 --> 00:03:58.000]  你都想跟人說
[00:03:58.000 --> 00:04:00.000]  或者你都覺得
[00:04:00.000 --> 00:04:02.000]  應該要跟人說
[00:04:02.000 --> 00:04:04.000]  不過你就不敢跟人說
[00:04:04.000 --> 00:04:06.000]  你就害怕跟人說
[00:04:06.000 --> 00:04:08.000]  這些秘密
[00:04:08.000 --> 00:04:10.000]  會變得很煎熬
[00:04:10.000 --> 00:04:14.000]  這些秘密就變得越來越沉重
[00:04:14.000 --> 00:04:16.000]  你都是想說的
[00:04:16.000 --> 00:04:18.000]  你都覺得應該要說的
[00:04:18.000 --> 00:04:20.000]  但你不敢說
[00:04:20.000 --> 00:04:22.000]  丁志武
[00:04:22.000 --> 00:04:24.000]  我不知道近日你有沒有一些秘密
[00:04:24.000 --> 00:04:26.000]  你是不能說給人知道的
[00:04:26.000 --> 00:04:30.000]  你有沒有守緊一些秘密
[00:04:30.000 --> 00:04:32.000]  其實是令到你
[00:04:32.000 --> 00:04:34.000]  不想說 但其實又令到你
[00:04:34.000 --> 00:04:36.000]  很煎熬 怎樣影響你
[00:04:36.000 --> 00:04:38.000]  不能跟人分享
[00:04:38.000 --> 00:04:40.000]  不可以
[00:04:40.000 --> 00:04:42.000]  不能 不敢
[00:04:42.000 --> 00:04:44.000]  跟人分享 又令到你覺得怎樣
[00:04:44.000 --> 00:04:50.000]  相信我們不能跟人分享的秘密
[00:04:50.000 --> 00:04:52.000]  可能都是我們的憂暗面
[00:04:52.000 --> 00:04:54.000]  我們內心裏面的黑暗
[00:04:54.000 --> 00:04:58.000]  而我們要獨自去面對
[00:04:58.000 --> 00:05:00.000]  我們內心的黑暗
[00:05:00.000 --> 00:05:02.000]  應該都是不好受
[00:05:04.000 --> 00:05:06.000]  你有沒有一些黑暗
[00:05:06.000 --> 00:05:08.000]  是不能跟人分享的呢
[00:05:08.000 --> 00:05:12.000]  今年青少報的主題
[00:05:12.000 --> 00:05:14.000]  Shining Euclid Be the Light
[00:05:14.000 --> 00:05:16.000]  還有一個半月
[00:05:16.000 --> 00:05:18.000]  我們進入新主題了
[00:05:18.000 --> 00:05:20.000]  我們要好好把握
[00:05:20.000 --> 00:05:22.000]  今年的主題就是Shining Euclid Be the Light
[00:05:22.000 --> 00:05:24.000]  我們想成為一個
[00:05:24.000 --> 00:05:26.000]  發光發亮的一個家 一個群體
[00:05:26.000 --> 00:05:28.000]  但我們各人
[00:05:28.000 --> 00:05:30.000]  又有我們不能說的
[00:05:30.000 --> 00:05:32.000]  黑暗秘密
