
[00:00:00.000 --> 00:00:04.000]  好,感謝競拜隊帶領我們競拜
[00:00:04.000 --> 00:00:06.000]  這次的競拜我覺得很不同
[00:00:06.000 --> 00:00:10.000]  特別是帶出一個重點,很希望我們重新去想
[00:00:10.000 --> 00:00:13.000]  究竟我們競拜的對象是誰呢?
[00:00:13.000 --> 00:00:15.000]  究竟我們帶著一個什麼心態去競拜呢?
[00:00:15.000 --> 00:00:17.000]  對我自己來說都很大的提醒
[00:00:17.000 --> 00:00:20.000]  因此,競拜隊裡面侍奉得久
[00:00:20.000 --> 00:00:24.000]  很多時候都會有些東西都會扭曲了、轉移了
[00:00:24.000 --> 00:00:28.000]  彈琴彈成怎樣呢?打鼓打成怎樣?
[00:00:28.000 --> 00:00:30.000]  或者其他人會不會看著我
[00:00:30.000 --> 00:00:34.000]  其實心裡很多時候都會欣著很多的一些支節
[00:00:34.000 --> 00:00:38.000]  以至阻礙我們重新而發去競拜讚美
[00:00:38.000 --> 00:00:41.000]  所以我盼望大家可以因著這個崇拜
[00:00:41.000 --> 00:00:43.000]  可以重新去提醒自己
[00:00:43.000 --> 00:00:45.000]  我們要回到神的裡面
[00:00:45.000 --> 00:00:49.000]  祂才是我們單單要競拜的對象
[00:00:49.000 --> 00:00:52.000]  今天我們進入訊息之前
[00:00:52.000 --> 00:00:54.000]  其實都想說一說
[00:00:54.000 --> 00:00:56.000]  或者大家都有留意新聞
[00:00:56.000 --> 00:01:00.000]  過去知道土耳其、敘利亞地震
[00:01:00.000 --> 00:01:02.000]  都真的很不容易
[00:01:02.000 --> 00:01:05.000]  甚至是Ediw,我太太
[00:01:05.000 --> 00:01:07.000]  開始打箱寄物資過去的時候
[00:01:07.000 --> 00:01:12.000]  才知道原來那裡是一個很低的氣溫
[00:01:12.000 --> 00:01:15.000]  很冷,只有幾度,甚至晚上只有負幾度
[00:01:15.000 --> 00:01:17.000]  所以都鼓勵大家
[00:01:17.000 --> 00:01:21.000]  今天特別希望大家如果小組可以有一個時間的話
[00:01:21.000 --> 00:01:23.000]  可以一起去買物資
[00:01:23.000 --> 00:01:25.000]  一起打箱,一起寄過去
[00:01:25.000 --> 00:01:27.000]  其實對當地的人來說
[00:01:27.000 --> 00:01:29.000]  都是一個很大的支援
[00:01:29.000 --> 00:01:32.000]  我過去在美國的時候做難民事工
[00:01:32.000 --> 00:01:34.000]  我都記得那時候
[00:01:34.000 --> 00:01:36.000]  有些小朋友都是由敘利亞那裡來
[00:01:36.000 --> 00:01:38.000]  我心裏面都有想
[00:01:38.000 --> 00:01:41.000]  如果在亞歷裏面下面的
[00:01:41.000 --> 00:01:42.000]  是我的小朋友的話
[00:01:42.000 --> 00:01:44.000]  我心裏面會有什麼感受、體會呢?
[00:01:44.000 --> 00:01:45.000]  慢慢我就想
[00:01:45.000 --> 00:01:46.000]  其實有時候
[00:01:46.000 --> 00:01:48.000]  原來我自己可能都有很大的反省
[00:01:48.000 --> 00:01:49.000]  有時候看新聞
[00:01:49.000 --> 00:01:51.000]  好像看完之後就算了
[00:01:51.000 --> 00:01:53.000]  就好像跟自己沒什麼關係
[00:01:53.000 --> 00:01:55.000]  但是當你知道
[00:01:55.000 --> 00:01:58.000]  在亞歷裏面的人
[00:01:58.000 --> 00:02:00.000]  真的是一個活生生的人
[00:02:00.000 --> 00:02:02.000]  有氣息、有夢想
[00:02:02.000 --> 00:02:04.000]  可能他們還在想明天去哪裡玩
[00:02:04.000 --> 00:02:06.000]  在讀什麼書、在做什麼的時候
[00:02:06.000 --> 00:02:09.000]  突然之間一夜之間什麼都沒有了
[00:02:09.000 --> 00:02:11.000]  其實真的很不容易
[00:02:11.000 --> 00:02:13.000]  所以很盼望大家
[00:02:13.000 --> 00:02:15.000]  待會我們崇拜完了
[00:02:15.000 --> 00:02:17.000]  Marcus都會帶我們一起去祈禱
[00:02:17.000 --> 00:02:21.000]  很想我們為當地人祈禱
[00:02:21.000 --> 00:02:22.000]  好不好?
[00:02:22.000 --> 00:02:24.000]  OK,我們一起祈禱
[00:02:24.000 --> 00:02:26.000]  不如一起
[00:02:26.000 --> 00:02:29.000]  親愛的天父
[00:02:29.000 --> 00:02:32.000]  我們都將敘利亞土耳其那裡的事
[00:02:32.000 --> 00:02:33.000]  都交上
[00:02:33.000 --> 00:02:34.000]  知道
[00:02:34.000 --> 00:02:36.000]  真是很沒辦法
[00:02:36.000 --> 00:02:37.000]  很無奈的一件事
[00:02:37.000 --> 00:02:39.000]  我們這個世界離開了你
[00:02:39.000 --> 00:02:41.000]  其實我們要面對的
[00:02:41.000 --> 00:02:44.000]  很多破碎、很多傷痛
[00:02:44.000 --> 00:02:47.000]  生老病死、很多天災的人
[00:02:47.000 --> 00:02:50.000]  其實都會讓我們感到很無助
[00:02:50.000 --> 00:02:52.000]  但主要我們需要的
[00:02:52.000 --> 00:02:55.000]  我們需要的單單正正就是要依靠你
[00:02:55.000 --> 00:02:56.000]  放回你的裡面
[00:02:56.000 --> 00:02:58.000]  你這次盼望的主
[00:02:58.000 --> 00:03:00.000]  你將主耶穌基督
[00:03:00.000 --> 00:03:02.000]  去揭穿來到這個世界
[00:03:02.000 --> 00:03:03.000]  來拯救我們
[00:03:03.000 --> 00:03:06.000]  正正就是因為你很想將我們帶回你
[00:03:06.000 --> 00:03:07.000]  那個美好的裡面
[00:03:07.000 --> 00:03:08.000]  求你帶領我們
[00:03:08.000 --> 00:03:11.000]  讓我們在困難的裡面
[00:03:11.000 --> 00:03:14.000]  多讓我們不會以至絕望
[00:03:14.000 --> 00:03:17.000]  求你去醫治、安慰受傷的靈
[00:03:17.000 --> 00:03:20.000]  幫助那些仍然在壓力裡面的生患者
[00:03:20.000 --> 00:03:22.000]  希望他們可以快點出來
[00:03:22.000 --> 00:03:26.000]  求你去擁抱你的靈
[00:03:26.000 --> 00:03:30.000]  也讓當中的人可以得著安慰
[00:03:30.000 --> 00:03:31.000]  求你去帶領
[00:03:31.000 --> 00:03:33.000]  我們將稍後的訊息的時間
[00:03:33.000 --> 00:03:35.000]  都交上求你去帶領聖靈和我們同在
[00:03:35.000 --> 00:03:36.000]  提醒我們
[00:03:36.000 --> 00:03:38.000]  去幫助我們成長
[00:03:38.000 --> 00:03:40.000]  祈禱教堂和主耶穌基督的名義祈求
[00:03:40.000 --> 00:03:41.000]  對
[00:03:41.000 --> 00:03:43.000]  過去一直
[00:03:43.000 --> 00:03:46.000]  其實可能2019年到現在
[00:03:46.000 --> 00:03:48.000]  其實慢慢開始會覺得
[00:03:48.000 --> 00:03:51.000]  世界可能有很多的逆境
[00:03:51.000 --> 00:03:53.000]  甚至不說得那麼大
[00:03:53.000 --> 00:03:55.000]  可能有時候其實我們生命裡面
[00:03:55.000 --> 00:03:57.000]  都會面對我們自己的逆境
[00:03:57.000 --> 00:03:59.000]  DSE、IB是一個逆境
[00:03:59.000 --> 00:04:01.000]  有時候可能跟朋友相處
[00:04:01.000 --> 00:04:03.000]  都可以是一個逆境
[00:04:03.000 --> 00:04:04.000]  吵架怎麼辦呢?
[00:04:04.000 --> 00:04:07.000]  拍拖、分手也是一個逆境
[00:04:07.000 --> 00:04:08.000]  人生命裡面
[00:04:08.000 --> 00:04:10.000]  真的充滿著很多的逆境
[00:04:10.000 --> 00:04:11.000]  所以其實
[00:04:11.000 --> 00:04:13.000]  我們究竟怎樣去面對逆境
[00:04:13.000 --> 00:04:15.000]  是一個功課
[00:04:15.000 --> 00:04:17.000]  所以我們在面對逆境的時候
[00:04:17.000 --> 00:04:20.000]  我們怎樣可以有那份信心、勇氣去面對呢?
[00:04:20.000 --> 00:04:22.000]  今天我們要講一題
[00:04:22.000 --> 00:04:23.000]  叫什麼?
