
[00:00:00.000 --> 00:00:02.000]  好,大兄姐妹你們好
[00:00:02.000 --> 00:00:07.000]  多謝敬拜隊帶我們一起去敬拜上帝
[00:00:07.000 --> 00:00:10.000]  再次回到上帝的愛裡面
[00:00:10.000 --> 00:00:12.000]  特別是中一的大兄姐妹你們
[00:00:12.000 --> 00:00:14.000]  不知道你們上來的時候有沒有覺得
[00:00:14.000 --> 00:00:17.000]  敬拜唱這麼久、站這麼久
[00:00:17.000 --> 00:00:21.000]  或者待會你之前經歷過體驗日
[00:00:21.000 --> 00:00:23.000]  有些人說到就說這麼久
[00:00:23.000 --> 00:00:24.000]  不過我想說
[00:00:24.000 --> 00:00:26.000]  為什麼你會覺得沒那麼久
[00:00:26.000 --> 00:00:28.000]  當你願意去投入在敬拜裡面
[00:00:28.000 --> 00:00:31.000]  當你真的很想學習順利的話語
[00:00:31.000 --> 00:00:34.000]  你就會發覺時間其實不太長
[00:00:34.000 --> 00:00:36.000]  在說到之前將會是說到的時間
[00:00:36.000 --> 00:00:38.000]  不過在說到之前
[00:00:38.000 --> 00:00:41.000]  很想跟大家有一個消息告訴大家
[00:00:41.000 --> 00:00:44.000]  也想邀請大家一起祈禱
[00:00:44.000 --> 00:00:45.000]  為什麼呢?
[00:00:45.000 --> 00:00:48.000]  剛剛在崇拜前收到消息的防務司
[00:00:48.000 --> 00:00:50.000]  現在去做一個探訪
[00:00:50.000 --> 00:00:51.000]  這個探訪其實是什麼呢?
[00:00:51.000 --> 00:00:53.000]  可能中一特別是初中
[00:00:53.000 --> 00:00:54.000]  可能我們知道不多
[00:00:54.000 --> 00:00:58.000]  原來防務司一直在關顧一個年輕人
[00:00:58.000 --> 00:01:00.000]  他叫江偉樂
[00:01:00.000 --> 00:01:02.000]  如果你從我們其他的聚會
[00:01:02.000 --> 00:01:04.000]  或者是知道我們青少報
[00:01:04.000 --> 00:01:06.000]  一直都有為這個年輕人祈禱
[00:01:06.000 --> 00:01:10.000]  這個年輕人現在應該中學中五左右
[00:01:10.000 --> 00:01:12.000]  但是他因為癌症
[00:01:12.000 --> 00:01:14.000]  小時候有癌症很多年
[00:01:14.000 --> 00:01:15.000]  其實沒有上學
[00:01:15.000 --> 00:01:17.000]  是一個很困難的狀況
[00:01:17.000 --> 00:01:20.000]  這近半年防務司去探望他
[00:01:20.000 --> 00:01:22.000]  為他洗禮
[00:01:22.000 --> 00:01:24.000]  然後他信仰宿命
[00:01:24.000 --> 00:01:25.000]  其實我們看到
[00:01:25.000 --> 00:01:27.000]  防務司一直都告訴我們
[00:01:27.000 --> 00:01:29.000]  其實這個年輕人對於信仰對福音
[00:01:29.000 --> 00:01:32.000]  對他來說是一個很大生命的堅持
[00:01:32.000 --> 00:01:33.000]  讓他給了我們很多鼓勵
[00:01:33.000 --> 00:01:35.000]  所以其實我不認識他
[00:01:35.000 --> 00:01:36.000]  我看不到他
[00:01:36.000 --> 00:01:38.000]  不過剛才防務司告訴我們
[00:01:38.000 --> 00:01:42.000]  原來他現在要去醫院探訪
[00:01:42.000 --> 00:01:45.000]  因為家人就要決定去拔喉
[00:01:45.000 --> 00:01:46.000]  很想邀請
[00:01:46.000 --> 00:01:48.000]  先說到崇拜裡面
[00:01:48.000 --> 00:01:50.000]  很想邀請我們的群體
[00:01:50.000 --> 00:01:53.000]  韋樂也是我們的弟兄
[00:01:53.000 --> 00:01:54.000]  雖然我們未見過
[00:01:54.000 --> 00:01:56.000]  雖然他比我們大一點
[00:01:56.000 --> 00:01:57.000]  他也是很年輕
[00:01:57.000 --> 00:02:00.000]  雖然他生命可能真的要完結
[00:02:00.000 --> 00:02:01.000]  但我想作為大兄姊妹
[00:02:01.000 --> 00:02:03.000]  我們很想邀請你們一起為他祈禱
[00:02:03.000 --> 00:02:04.000]  我們一起為他祈禱
[00:02:04.000 --> 00:02:05.000]  為他的家庭祈禱好不好
[00:02:05.000 --> 00:02:06.000]  一起祈禱
[00:02:06.000 --> 00:02:10.000]  神娜很想為韋樂的家庭祈禱
[00:02:11.000 --> 00:02:12.000]  (哭)
[00:02:12.000 --> 00:02:27.000]  神娜求你祝福他的家庭
[00:02:27.000 --> 00:02:30.000]  雖然知道韋樂一直都在困難裡
[00:02:30.000 --> 00:02:31.000]  在患病裡
[00:02:31.000 --> 00:02:32.000]  但他對你的信心
[00:02:32.000 --> 00:02:35.000]  神你的福音進入到生命的時候
[00:02:35.000 --> 00:02:36.000]  讓他的改變
[00:02:36.000 --> 00:02:37.000]  實在是在鼓勵我們
[00:02:37.000 --> 00:02:39.000]  主要求你祝福他的家庭
[00:02:39.000 --> 00:02:43.000]  今天要面對韋樂將要離開世界的時候
[00:02:43.000 --> 00:02:45.000]  我想這個家庭不容易
[00:02:45.000 --> 00:02:46.000]  這個家庭是困難的
[00:02:46.000 --> 00:02:48.000]  但求你祝福大寧
[00:02:48.000 --> 00:02:50.000]  你保守他的家庭能夠去面對
[00:02:50.000 --> 00:02:52.000]  並且求你祝福
[00:02:52.000 --> 00:02:54.000]  你的保守繼續在他的家庭裡
[00:02:54.000 --> 00:02:56.000]  做很大很大的工作
[00:02:56.000 --> 00:02:59.000]  讓他在世上裡的家庭
[00:02:59.000 --> 00:03:05.000]  父母、妹妹都能夠去勇敢去度過
[00:03:05.000 --> 00:03:06.000]  主要求你祝福
[00:03:06.000 --> 00:03:10.000]  求你接韋樂到你的天家裡的時候
[00:03:10.000 --> 00:03:14.000]  你就大大跟他的同在幫助他
[00:03:14.000 --> 00:03:17.000]  我們這樣託高奉主耶穌基督明節節祈求
[00:03:17.000 --> 00:03:22.000]  大兄姐妹
[00:03:22.000 --> 00:03:24.000]  給我一點時間
[00:03:24.000 --> 00:03:25.000]  給我一點時間
[00:03:25.000 --> 00:03:26.000]  好
[00:03:27.000 --> 00:03:28.000]  小姐妹
[00:03:28.000 --> 00:03:30.000]  小姐妹
[00:03:30.000 --> 00:03:32.000]  小姐妹
[00:03:32.000 --> 00:03:34.000]  小姐妹
[00:03:34.000 --> 00:03:36.000]  小姐妹
[00:03:36.000 --> 00:03:38.000]  小姐妹
[00:03:38.000 --> 00:03:40.000]  小姐妹
[00:03:40.000 --> 00:03:42.000]  小姐妹
[00:03:42.000 --> 00:03:44.000]  小姐妹
[00:03:44.000 --> 00:03:46.000]  小姐妹
[00:03:46.000 --> 00:03:48.000]  小姐妹
[00:03:48.000 --> 00:03:50.000]  小姐妹
[00:03:50.000 --> 00:03:52.000]  小姐妹
[00:03:52.000 --> 00:03:54.000]  小姐妹
[00:03:55.000 --> 00:03:58.000]  好了,來吧
[00:03:58.000 --> 00:04:00.000]  好,講到的時候
[00:04:00.000 --> 00:04:01.000]  大兄姐妹
[00:04:01.000 --> 00:04:05.000]  抱歉,尤其是第一次上來
[00:04:05.000 --> 00:04:09.000]  我猜也是一個很突然的消息
[00:04:09.000 --> 00:04:11.000]  但是我想,也是真的
[00:04:11.000 --> 00:04:13.000]  我想在剛才的敬拜裡
[00:04:13.000 --> 00:04:15.000]  我想起的是上帝的同在
[00:04:15.000 --> 00:04:17.000]  或者福音的重要性
[00:04:17.000 --> 00:04:21.000]  確實是很適合
[00:04:21.000 --> 00:04:23.000]  或者當我去想
[00:04:23.000 --> 00:04:25.000]  現在這一刻要分享的時候
[00:04:25.000 --> 00:04:27.000]  我很想把聖經的說話
[00:04:27.000 --> 00:04:29.000]  給大家知道
[00:04:29.000 --> 00:04:31.000]  今年青少報的年度
[00:04:31.000 --> 00:04:33.000]  我們每一年在九月的時候
[00:04:33.000 --> 00:04:35.000]  其實在八月尾上一個崇拜的時候
[00:04:35.000 --> 00:04:37.000]  都會有年度主題的發佈
