
[00:00:00.000 --> 00:00:02.000]  好,大英姐妹
[00:00:02.000 --> 00:00:04.000]  咦,可以開嗎?
[00:00:04.000 --> 00:00:06.000]  好,開燈了
[00:00:06.000 --> 00:00:08.000]  我不知道剛才敬拜的時候
[00:00:08.000 --> 00:00:10.000]  我看過一件事
[00:00:10.000 --> 00:00:12.000]  好像在很多很忙碌的當中
[00:00:12.000 --> 00:00:14.000]  透過師哥的遊藥我們可以看
[00:00:14.000 --> 00:00:16.000]  神是沒有放棄過我們
[00:00:16.000 --> 00:00:18.000]  我想問那裡是不是燈還沒開
[00:00:18.000 --> 00:00:20.000]  怎麼黑了
[00:00:20.000 --> 00:00:22.000]  可能是滋滋麻麻,開開燈吧
[00:00:22.000 --> 00:00:24.000]  我猜到十月尾
[00:00:24.000 --> 00:00:26.000]  即是十一月初
[00:00:26.000 --> 00:00:28.000]  我猜大家都面對
[00:00:28.000 --> 00:00:30.000]  一個情況
[00:00:30.000 --> 00:00:32.000]  就是中年級、大學級
[00:00:32.000 --> 00:00:34.000]  已經水浸眼眉
[00:00:34.000 --> 00:00:36.000]  所以我的敬拜
[00:00:36.000 --> 00:00:38.000]  都是讓我們去
[00:00:38.000 --> 00:00:40.000]  重拾我們的心理中心
[00:00:40.000 --> 00:00:42.000]  我想大家可不可以幫我看看你旁邊的椅子
[00:00:42.000 --> 00:00:44.000]  我猜大家可能會掉了一些東西
[00:00:44.000 --> 00:00:46.000]  掉了什麼呢
[00:00:46.000 --> 00:00:48.000]  我猜大家可能在這個忙碌的當中
[00:00:48.000 --> 00:00:50.000]  會不會掉了你去找神的心呢
[00:00:50.000 --> 00:00:52.000]  希望大家
[00:00:52.000 --> 00:00:54.000]  如果它掉了
[00:00:54.000 --> 00:00:56.000]  你收回它的心給它吧
[00:00:56.000 --> 00:00:58.000]  希望它繼續在當中
[00:00:58.000 --> 00:01:00.000]  不要忘記
[00:01:00.000 --> 00:01:02.000]  究竟神在我們心裡
[00:01:02.000 --> 00:01:04.000]  要工作
[00:01:04.000 --> 00:01:06.000]  開始今天這個訊息
[00:01:06.000 --> 00:01:08.000]  今天跟大家分享一個主題
[00:01:08.000 --> 00:01:10.000]  叫做「給福音使命繼承者們」的信
[00:01:10.000 --> 00:01:12.000]  今年
[00:01:12.000 --> 00:01:14.000]  先前的主題大家都知道
[00:01:14.000 --> 00:01:16.000]  已經說很多次了
[00:01:16.000 --> 00:01:18.000]  就是「Winner's heaven, winning people」
[00:01:18.000 --> 00:01:20.000]  很想將上帝的國度展現
[00:01:20.000 --> 00:01:22.000]  讓更多人認識這個信仰
[00:01:22.000 --> 00:01:24.000]  甚至聽到福音的時候
[00:01:24.000 --> 00:01:26.000]  能夠去認識
[00:01:26.000 --> 00:01:28.000]  這個主題大家已經聽過很多次了
[00:01:28.000 --> 00:01:32.000]  就是全福音的心智和熱誠
[00:01:32.000 --> 00:01:34.000]  再重拾上個禮拜Asta的講道
[00:01:34.000 --> 00:01:36.000]  很想我們
[00:01:36.000 --> 00:01:38.000]  要保持團夥
[00:01:38.000 --> 00:01:40.000]  為主而增戰
[00:01:40.000 --> 00:01:42.000]  我們要認清福音的使命
[00:01:42.000 --> 00:01:44.000]  用不一樣的眼光堅持為主增至
[00:01:44.000 --> 00:01:46.000]  上個禮拜Asta
[00:01:46.000 --> 00:01:48.000]  用保羅的角度
[00:01:48.000 --> 00:01:50.000]  看福音使命
[00:01:50.000 --> 00:01:52.000]  這個禮拜同樣想跟大家分享保羅
[00:01:52.000 --> 00:01:54.000]  不過不同的是
[00:01:54.000 --> 00:01:56.000]  他對提摩泰的祝福
[00:01:56.000 --> 00:01:58.000]  不過在進入經文之前
[00:01:58.000 --> 00:02:00.000]  我想大家去想一個問題
[00:02:00.000 --> 00:02:02.000]  這個問題我經常想的
[00:02:02.000 --> 00:02:04.000]  大部分都是從小到大
[00:02:04.000 --> 00:02:06.000]  其實自己也是
[00:02:06.000 --> 00:02:08.000]  我經常在想一個問題
[00:02:08.000 --> 00:02:10.000]  我們從小到大
[00:02:10.000 --> 00:02:12.000]  我們認識這個信仰的時候
[00:02:12.000 --> 00:02:14.000]  很多時候都聽很多不同的故事
[00:02:14.000 --> 00:02:16.000]  我猜我們聽很多不同的聖經故事
[00:02:16.000 --> 00:02:18.000]  先於我們聽完整的福音
[00:02:18.000 --> 00:02:20.000]  我不知道你會不會因為
[00:02:20.000 --> 00:02:22.000]  這個次序的緣故
[00:02:22.000 --> 00:02:24.000]  令到我們好像
[00:02:24.000 --> 00:02:26.000]  少了一部分
[00:02:26.000 --> 00:02:28.000]  我們聽完一個福音
[00:02:28.000 --> 00:02:30.000]  人家傳福音給我們的時候
[00:02:30.000 --> 00:02:32.000]  我們才去信
[00:02:32.000 --> 00:02:34.000]  好像往往對於傳福音
[00:02:34.000 --> 00:02:36.000]  這件事我們都好像
[00:02:36.000 --> 00:02:38.000]  不是很能夠擁有這個使命
[00:02:38.000 --> 00:02:40.000]  然後我就想
[00:02:40.000 --> 00:02:42.000]  究竟其實我們生命
[00:02:42.000 --> 00:02:44.000]  會不會是需要一些突破
[00:02:44.000 --> 00:02:46.000]  我們才可以慢慢擁有這個使命
[00:02:46.000 --> 00:02:48.000]  甚至可能我們
[00:02:48.000 --> 00:02:50.000]  這個年代經常說
[00:02:50.000 --> 00:02:52.000]  要接這個福音的棒
[00:02:52.000 --> 00:02:54.000]  我也問一件事
[00:02:54.000 --> 00:02:56.000]  其實我怎樣可以更加接到這個棒呢
[00:02:56.000 --> 00:02:58.000]  今天跟大家
[00:02:58.000 --> 00:03:00.000]  分享一個人
[00:03:00.000 --> 00:03:02.000]  這個人叫提摩泰
[00:03:02.000 --> 00:03:04.000]  其實他也是一個信三代
[00:03:04.000 --> 00:03:06.000]  他的母親和祖母
[00:03:06.000 --> 00:03:08.000]  其實都是一個很虔誠的基督徒
[00:03:08.000 --> 00:03:10.000]  而今天保羅
[00:03:10.000 --> 00:03:12.000]  寫的這封信給提摩泰
[00:03:12.000 --> 00:03:14.000]  我想對提摩泰說的話
[00:03:14.000 --> 00:03:16.000]  同樣都可以成為我們的鼓勵
[00:03:16.000 --> 00:03:20.000]  好想請大家讀了提摩泰後書的四章
[00:03:20.000 --> 00:03:22.000]  一至八節的這段短短的經文
[00:03:22.000 --> 00:03:24.000]  準備起
[00:03:24.000 --> 00:03:26.000]  (提摩泰)
[00:03:26.000 --> 00:03:28.000]  (提摩泰)
[00:03:28.000 --> 00:03:33.000]  (入圍中)
[00:03:33.000 --> 00:03:34.000]  祝福你
[00:03:34.000 --> 00:03:39.000]  "無要傳道,無論得時不得時,總要專心"
[00:03:39.000 --> 00:03:42.000]  "並用百般的引來,各樣的教訓"
[00:03:42.000 --> 00:03:45.000]  "集備人、警戒人、勸勉人"
[00:03:45.000 --> 00:03:49.000]  "因為時候要到,人必厭煩,純正的"
[00:03:49.000 --> 00:03:53.000]  "二朵發芽,就隨從自己的情慾"
[00:03:53.000 --> 00:03:57.000]  "增添好些師父,並且掩耳不聽真道"
[00:03:57.000 --> 00:04:03.000]  "偏向荒謬的言語,你卻要凡事謹慎,忍受苦難"
[00:04:03.000 --> 00:04:07.000]  "無要傳道的煩惱,將其解決"
[00:04:07.000 --> 00:04:12.000]  "可見有為你挑戰,可得是你受俗意"
[00:04:12.000 --> 00:04:15.000]  "但你無意將同意應下的罪"
[00:04:15.000 --> 00:04:18.000]  "不想下你的狗,可見你無效正義"
[00:04:18.000 --> 00:04:21.000]  "不想下你的狗,可見你無效自願"
[00:04:21.000 --> 00:04:25.000]  "同志而有,有同意的苦,便可全割"
[00:04:25.000 --> 00:04:29.000]  "就只看一副你親愛的笑容,你卻要來一件事"
[00:04:29.000 --> 00:04:34.000]  "給我們,但卻要自得,卻要自得,卻要看一眼"
[00:04:34.000 --> 00:04:37.000]  我們一起禱告,親子感謝你
[00:04:37.000 --> 00:04:39.000]  感謝你讓我們有機會認識你
[00:04:39.000 --> 00:04:43.000]  也感謝你讓我們有機會將福音傳開
[00:04:43.000 --> 00:04:45.000]  這個全部都是你的恩典
[00:04:45.000 --> 00:04:48.000]  主願你帶領我們,讓今天保羅對提摩泰的提醒
[00:04:48.000 --> 00:04:52.000]  同樣成為我們的提醒,讓我們知道如何突破自己
[00:04:52.000 --> 00:04:55.000]  讓我們將福音傳開,主帶領我們
[00:04:55.000 --> 00:04:57.000]  祈禱家託,奉主命求
[00:04:57.000 --> 00:05:00.000]  先講講提摩泰前後書的背景
