
[00:00:00.000 --> 00:00:07.000]  鄧姐妹午安,很感恩,讓我們一起,雖然不能夠實體,但是我們可以在網上一起敬拜神
[00:00:07.000 --> 00:00:14.000]  特別在Marcus帶我們去敬拜的時候,讓我們重新回到主的膚照,在主的愛底下
[00:00:14.000 --> 00:00:22.000]  讓我們再一次知道我們自己的身份,甚至我們在生活上,又或者我們面對眼前的挑戰
[00:00:22.000 --> 00:00:31.000]  但是當我們確定我們的身份的時候,相信眼前所見到的,並不是可以困住我們,活現不了我們的生命
[00:00:31.000 --> 00:00:39.000]  這是很重要的。今天和大家很想分享一句話,今天的題目,這個題目叫做"把愛找回來"
[00:00:39.000 --> 00:00:43.000]  我今天會說路德記,把愛找回來是什麼意思呢?
[00:00:43.000 --> 00:00:53.000]  我想相信每個人都認識的,但是我們在生命裡面,都會花了很多氣力去尋找愛
[00:00:53.000 --> 00:01:00.000]  有人這樣說,舉一句話,我不知道你會否認同這句話,或者你怎樣回答這個問題
[00:01:00.000 --> 00:01:14.000]  這個說話說什麼呢?他說,有什麼稀世的珍寶,能夠為人生帶來真正的幸福呢?你會怎樣回答這個答案?
[00:01:14.000 --> 00:01:23.000]  你覺得有什麼稀世的珍寶,能夠為人生帶來幸福,你會怎樣回答呢?
[00:01:23.000 --> 00:01:34.000]  有人說,是愛,愛是能夠讓人得到真正的幸福,我不知道你會否認同這句話
[00:01:34.000 --> 00:01:41.000]  有一個日本的心理學家,他叫伊東明,他這樣說,他寫了一本書,其實是
[00:01:41.000 --> 00:01:56.000]  他這本書其中一段裡面,其中一個分享,他就說,愛是會為人帶來至高的幸福,但是愛同時也會為人帶來一個沉痛的,或者深沉的一個痛苦
[00:01:56.000 --> 00:02:05.000]  你會否認同這句話?愛真的會為人帶來幸福,但是有時候人也會為了愛帶來很多痛苦
[00:02:05.000 --> 00:02:15.000]  當然這本書他所說的,不只是男女感情的愛,這個愛是包括愛人,愛自己,和這個世界之間的關係
[00:02:15.000 --> 00:02:28.000]  不知道剛才這句話,或者剛才那個問題,你會怎樣回答?愛既是幸福的,但同時也是一個痛苦的傳言
[00:02:28.000 --> 00:02:39.000]  如果這兩者不能夠平衡得好的話,我相信愛也會帶來給人有很多痛苦,甚至失去愛的快樂
[00:02:39.000 --> 00:02:50.000]  好像很深的說話,其實不是的,試試說,家人愛不愛你?內心知道愛你,但我又問一句,家人會否帶給你痛苦?
[00:02:50.000 --> 00:03:03.000]  又真的會,雖然好像很深的說話,但說完一句就很簡單,簡單複雜化,阿心經常說我,簡單複雜化,說到就是把簡單的變成複雜,讓你明白這件事
[00:03:03.000 --> 00:03:13.000]  確實是,愛是會令我們有幸福,但同時愛也會令我們很痛苦,回到我們家人就知道了,我們很清楚我們家人愛我
[00:03:13.000 --> 00:03:22.000]  但同時家人的愛,某程度上也會帶來給我們有內心一些痛苦,或許人因為愛而失去了自由
[00:03:22.000 --> 00:03:29.000]  甚至有時我們去愛、被愛,或者去尋愛的過程裏面,讓去愛、被愛、尋愛成為了主體
[00:03:29.000 --> 00:03:41.000]  而我們本身這個人,就成為了去追求愛的奴隸,讓追求愛成為了主體,我們就跟著去做,被他奴役
[00:03:41.000 --> 00:03:49.000]  基督徒如何去面對健康的去愛或者被愛呢?今天跟大家看,不是說只是男女感情的愛
[00:03:49.000 --> 00:03:57.000]  今天跟大家看,很想去一起認識一下,究竟寫的那裏面的愛,包括愛人愛自己,愛上帝是一回什麼的事
[00:03:57.000 --> 00:04:10.000]  如果當我們能夠去愛,或者被愛得清楚,能夠有信仰的原則,我仍然相信愛總是會帶給人幸福,而不是帶來給人痛苦的
[00:04:10.000 --> 00:04:24.000]  很想讀一讀今天的經文,好嗎?今天經文在路德記一章16至17節,兩節而已,雖然讀的經文是兩節,不過今天講的是幾章聖經
[00:04:24.000 --> 00:04:31.000]  簡單看一看究竟這兩節講什麼,好嗎?如果你在家裏的話,你又跟我們一起讀,好嗎?我又讀給你聽
[00:04:31.000 --> 00:04:43.000]  路德記第一章16至17節這樣講的,那裏寫著,路德說,不要勸我離開你,轉去不跟從你,你往哪裏去,我也往哪裏去
[00:04:43.000 --> 00:05:01.000]  你再哪裏住,我也再哪裏住,你的百姓就是我的百姓,你的上帝就是我的上帝,你死在哪裏,我也死在哪裏,莊在哪裏,只有死能使你我分離,不然怨言和華重重懲罰我,一起討告,好嗎?
[00:05:01.000 --> 00:05:30.000]  親愛的主席幫助我們,就像今天,特別是你自己的說話,路德記裏面所講的這句說話,讓我們生命重新去將愛找回來,這個愛是建基在你自己的心意底下,要你懂得平衡,拿捏,讓我們在人生裏面去尋找愛,追求愛的時候,不會成為去追求愛的奴隸,主席幫助我們,討告馮主名裘,阿門。好,今天先講一下這個經文的背景,好嗎?這個經文的背景,今天講路德記,
[00:05:30.000 --> 00:05:58.000]  不知道大家對路德記有多認識,按照路德記所說給我們知道,路德記其實有一個背景,其實他是一個士司時代的背景,簡單講在以色列歷史裏面,士司時期的一個歷史,如果你對聖經有認識的話,你就知道了,其實士司時期的以色列民族,其實都是一個很混亂的時期,就是因為武王,有很多士司走出來做領袖去管理整個民族,但是同時也發現整個民族,因為剛剛他們進了加南,
[00:05:58.000 --> 00:06:26.000]  所以受外族的影響,導致整個民族不能夠走在神的心意底下。這段經文,我所講的在路德記的第一章,其實一開始,頭五節裏面,講得很清楚的背景給我們知道,士司統治的時期,這個故事裏面的主角路德,其實他是什麼人呢?原本這個娜娜米,就是這個故事的奶奶,就跟她老公,
[00:06:26.000 --> 00:06:55.000]  因為猶大饑荒,她就去了摩亞地裏面寄居,同時他們有兩個兒子,簡單說就是四個一起去摩亞地裏面生活,這兩個兒子也娶了兩個媳婦,其中一個娶這個媳婦就是路德,所以你會發現路德是一個摩亞的女子,當時聖經告訴他們知道,這家人就在摩亞地裏面生活,成長,其實為什麼今天會講這段經文,特別是第一章,
[00:06:55.000 --> 00:07:11.000]  這兩章的經文,因為案逆聖經再告訴我們,你看下去就知道了,當時他們去到摩亞時,後來奈米的老公死了。
[00:07:11.000 --> 00:07:23.000]  這兩個兒子娶了兩個新婦,摩亞女子,之後這兩個奈米的兩個兒子又死了,簡單說整個家人,全部男人都死了。
[00:07:23.000 --> 00:07:32.000]  最後剩下什麼?剩下奈米和兩個在摩亞地,他們兩個兒子娶回來的新婦,其中一個就是魯德。
[00:07:32.000 --> 00:07:47.000]  聖經告訴我們,當時奈米很想帶魯德和另外一個新婦回到猶大地生活,因為他們都知道上帝祝福猶大地,他們就很想離開摩亞,
[00:07:47.000 --> 00:07:57.000]  回到猶大地生活,建立他們自己的家庭。不過很有趣,按照聖經告訴我們,去到第八、第九節,
[00:07:57.000 --> 00:08:06.000]  經文裡面紅色的兩句說什麼呢?當時奈米帶著兩個媳婦,想離開摩亞地,回去猶大地生活。
[00:08:06.000 --> 00:08:18.000]  誰不知奈米就跟那兩個媳婦說,不如這樣,你不要跟我回去,你們去哪裏?回到自己的娘家,願上帝賜福給你。
[00:08:18.000 --> 00:08:27.000]  不止這樣,第九節叫他們在娘家裡面重新找個老公,重新建立個新的家庭。
[00:08:27.000 --> 00:08:37.000]  所以第九節,奈米祝福他們,願耶和華使你們各自為新的丈夫家中得到貴宿。這個經文的背景是這樣的,
[00:08:37.000 --> 00:08:47.000]  當你了解完之後,你就知道為什麼今天,剛剛我讀出的聖經,第一章十六、十七節,奈德所說的那兩句說話。
[00:08:47.000 --> 00:08:57.000]  今天我想進入一個講題,之前讓大家更加認識這段經文,特別是十六、十七節這段經文,我今天的大綱裡面分了三個部分。
[00:08:57.000 --> 00:09:03.000]  我是會用這個結構,十六、十七節的經文結構裡面,去分了這三個的大綱。
[00:09:03.000 --> 00:09:14.000]  第一個大綱很簡單,就是愛的堅持,你會發現正正就是剛才這個叫做倒影結構,或者簡單說,相對結構的一個經文。
[00:09:14.000 --> 00:09:24.000]  你會發現十六、十七節裡面,有兩個很重要的信息是相同的,而特別中間C的部分,也是我講到裡面的第三個分題來的。
[00:09:24.000 --> 00:09:35.000]  所以我會先會講A的部分,讓大家知道,究竟今天和大家討論這個題目,把愛找回來,有三個很重要,我們很想認識和明白的方向是什麼。
[00:09:35.000 --> 00:09:45.000]  第一個,先和大家講一下,特別是在十六節B到十七節C和E的經文裡面,而第一個分題是愛的堅持。
[00:09:45.000 --> 00:09:55.000]  這兩節的經文其實是講同一樣東西的,你會發現十六節的B和十七節的C和E是相對稱的。
[00:09:55.000 --> 00:10:06.000]  這兩節經文的主子其實是講一件很重要的事,就是指出路德對拿俄米的愛,這份婆式的愛,是一個非常堅持的愛。
[00:10:06.000 --> 00:10:18.000]  這個愛為什麼會這樣講,很明顯剛才我們讀經文的時候,十六、十七節裡面,路德和拿俄米說,你不要勸我離開你,我怎樣都要跟著你。
[00:10:18.000 --> 00:10:30.000]  十一節講,只有死屍能夠把我們兩個分離的,路德這個表達很清晰,是很堅持,其實他是在回應剛才剛才也有讀過第八、九節的經文。
[00:10:30.000 --> 00:10:40.000]  剛才第八、九節講過,當時的拿俄米,他很想叫路德離開,留在摩亞平原,讓他自己隻身返回猶大地。
[00:10:40.000 --> 00:10:54.000]  甚至乎拿俄米他叫兩個媳婦,其中一個路德,告訴他們,不如你去再重新娶那個老公,可以有歸屬。當時路德聽完之後,他就在十六節去回應他的婆婆,
[00:10:54.000 --> 00:11:07.000]  告訴他們,你不要勸我離開你,你只有死才能夠把我和你分開。其實當時拿俄米講這句話,如果按照原文的分析,很清楚的告訴他們,
[00:11:07.000 --> 00:11:29.000]  原來拿俄米所講的,其實是一句命令語句,按照我們所理解,去和回這兩個字,其實是一個命令的語句。如果按照當時的傳統,當時我們所理解的,其實路德是必須要去聽從拿俄米的吩咐,因為這是一個命令的語句。
[00:11:29.000 --> 00:11:58.000]  不過當時的路德他沒有這樣做,他沒有聽完這兩個命令的語句,他就跟著婆婆所講,甚至乎當他去回應的時候,他很清楚婆婆的心意,還有你有沒有發現,當拿俄米和路德去講的時候,不單止吩咐他,去到經文後面第十五節,更加講了一句話,這句話講什麼呢?因為當時拿俄米他叫兩個媳婦走,那句話講什麼呢?他說,
[00:11:58.000 --> 00:12:27.000]  拿俄米說,你看,你的嫂嫂,就是他摩亞女子另外一個,跟他說什麼?嫂嫂已經回到他百姓和他的神明那裡了,不如你跟你的嫂嫂回去吧。簡單講,原來當時拿俄米所講的一句命令語句,路德他沒有聽到,同時他的另外一個嫂嫂,就是他兩個兒子裡面其中一個兒子的老婆,遵照拿俄米的吩咐,也都回到摩亞道生活。
[00:12:27.000 --> 00:12:44.000]  按照當時我們所理解,其實路德去做這個決定是非常堅持,甚至於這樣講,當他要去選擇留下的時候,對他來說,這個選擇的愛,同樣是一個很重要的功課。
[00:12:44.000 --> 00:12:58.000]  我在這裏想跟大家認識一下,當時路德對這個奶奶,拿俄米的愛,是值得我們學習的。路德他愛拿俄米的堅持,背後他都知道沒有好下場的。
[00:12:58.000 --> 00:13:27.000]  為什麼這樣講呢,原來經文提供了一些資料給我們知道,原來在第一章十一和十三節裏面有一個這樣的表達,這段經文講什麼呢,在第一章十一和十三節裏面去講,他說拿俄米和兩個媳婦說,其中一個就是路德,他說什麼,我的女兒回去吧,為何要跟我去呢,我還能生子作你們的丈夫嗎,我的女兒回去吧,我的年紀老邁了,
[00:13:27.000 --> 00:13:56.000]  不能夠再有丈夫了,就算我希望今天有丈夫,而且能夠生子,你們豈能讓他們長大呢,你們怎麼能夠守住自己不嫁人呢,這裏講什麼呢,原來這裏告訴我們知道,在猶太人有個傳統的,當我老公死了,其實我是可以嫁給我老公的兄弟的,為什麼呢,因為這樣可以承受家產,你試想象,拿俄米兩個兒子都死了,
[00:13:56.000 --> 00:14:01.000]  如果路德他能夠要留在這個家裏面承受,

