
[00:00:00.000 --> 00:00:04.000]  剛才在敬拜中,Johnny主席說了一句說話
[00:00:04.000 --> 00:00:06.000]  「我都很觸動我的心」
[00:00:06.000 --> 00:00:10.000]  他說「在敬拜中,體會人很渺小」
[00:00:10.000 --> 00:00:15.000]  我也是,原來在敬拜中,打開我的心
[00:00:15.000 --> 00:00:18.000]  去到神面前的時候,我便覺得神很偉大
[00:00:18.000 --> 00:00:20.000]  原來人很渺小
[00:00:20.000 --> 00:00:24.000]  不過,這麼渺小的人,這麼偉大的上帝
[00:00:24.000 --> 00:00:26.000]  他是愛我這個這麼渺小的人
[00:00:26.000 --> 00:00:28.000]  所以我心中很被觸動
[00:00:28.000 --> 00:00:30.000]  所以我心中很感動
[00:00:30.000 --> 00:00:32.000]  今天也很感動
[00:00:32.000 --> 00:00:36.000]  今天中一、中二的大英展會不在
[00:00:36.000 --> 00:00:37.000]  入了營
[00:00:37.000 --> 00:00:40.000]  但還有你們,一群中三的大英展會在
[00:00:40.000 --> 00:00:42.000]  很好,你也跟那位大哥說
[00:00:42.000 --> 00:00:44.000]  你在這裡真的很好
[00:00:44.000 --> 00:00:48.000]  你不跟他說,你真的不認同
[00:00:48.000 --> 00:00:51.000]  我知道你們內斂一點
[00:00:51.000 --> 00:00:54.000]  你們的愛藏在心裏
[00:00:54.000 --> 00:01:00.000]  今天能夠和大家一起敬拜,分享神的幻
[00:01:00.000 --> 00:01:06.000]  我最近經過,坐地鐵、逛街
[00:01:06.000 --> 00:01:08.000]  看到一個廣告
[00:01:08.000 --> 00:01:14.000]  他說「米比K仔KO你」
[00:01:14.000 --> 00:01:16.000]  K仔是什麼呢?K仔毒品
[00:01:16.000 --> 00:01:20.000]  他的正式名稱是綠安堂
[00:01:20.000 --> 00:01:22.000]  其實是一個麻醉藥
[00:01:22.000 --> 00:01:26.000]  他的特性是果效,很快,但很短暫
[00:01:26.000 --> 00:01:30.000]  但如果長期服用,長期吸食
[00:01:30.000 --> 00:01:32.000]  就會引致很多不舒服
[00:01:32.000 --> 00:01:36.000]  例如,原因不明的上腹痛、被理會系統問題
[00:01:36.000 --> 00:01:41.000]  包括尿頻、小便赤痛、血尿、腎病、記憶力衰退等等
[00:01:41.000 --> 00:01:43.000]  都很多壞處
[00:01:43.000 --> 00:01:48.000]  但很奇怪,為什麼有人會吸食呢?
[00:01:48.000 --> 00:01:50.000]  對自己有這麼大的影響
[00:01:50.000 --> 00:01:58.000]  有研究指出,近幾年年輕人吸食K仔的數字不斷上升
[00:01:58.000 --> 00:02:01.000]  奇怪的是,明明對自己有害
[00:02:01.000 --> 00:02:03.000]  但記憶力衰退
[00:02:03.000 --> 00:02:06.000]  我幾十年來就開始記憶力衰退
[00:02:06.000 --> 00:02:10.000]  年輕人開始記憶力衰退就很嚴重
[00:02:10.000 --> 00:02:14.000]  而且是真實的,一個20歲的年輕人
[00:02:14.000 --> 00:02:16.000]  因為長期吸食
[00:02:16.000 --> 00:02:21.000]  意思是腎功能壞了,要帶尿袋出門
[00:02:21.000 --> 00:02:23.000]  每天都要帶尿袋
[00:02:23.000 --> 00:02:25.000]  你知道什麼是尿袋嗎?不是充電的
[00:02:25.000 --> 00:02:29.000]  是那些,很慘的,20歲而已
[00:02:29.000 --> 00:02:32.000]  為什麼有這麼多壞處
[00:02:32.000 --> 00:02:35.000]  為什麼會不斷有年輕人吸食呢?
[00:02:35.000 --> 00:02:37.000]  有調查指出
[00:02:37.000 --> 00:02:44.000]  因為年輕人以為K仔上癮的指數很低
[00:02:44.000 --> 00:02:49.000]  不會很容易上癮,他們覺得吸食K仔不是很容易上癮
[00:02:49.000 --> 00:02:52.000]  以及服用少量的K仔
[00:02:52.000 --> 00:02:56.000]  可以體驗脫離現實的幻覺世界
[00:02:56.000 --> 00:03:03.000]  他們覺得K仔可以一短暫的
[00:03:03.000 --> 00:03:07.000]  讓他們帶來快感
[00:03:07.000 --> 00:03:11.000]  所以他們就嘗試踏出第一步吸食K仔
[00:03:11.000 --> 00:03:14.000]  不過,專家也指出
[00:03:14.000 --> 00:03:17.000]  其實K仔和其他毒品是一樣的
[00:03:17.000 --> 00:03:19.000]  都是會成癮的
[00:03:19.000 --> 00:03:22.000]  當毒癮越來越深的時候
[00:03:22.000 --> 00:03:24.000]  吸食的劑量也會越來越多
[00:03:24.000 --> 00:03:28.000]  你就開始被毒品控制了
[00:03:28.000 --> 00:03:30.000]  變成你不吃就不行
[00:03:30.000 --> 00:03:33.000]  帶來的就是破壞了你身體的健康
[00:03:33.000 --> 00:03:35.000]  很多副作用的出現
[00:03:35.000 --> 00:03:39.000]  原來有時被誤導以為不會上癮
[00:03:39.000 --> 00:03:41.000]  而且會帶來快感
[00:03:41.000 --> 00:03:43.000]  所以就踏出第一步去嘗試
[00:03:43.000 --> 00:03:46.000]  怎料越踏越深
[00:03:46.000 --> 00:03:49.000]  有時魔鬼就在細節的裡面
[00:03:49.000 --> 00:03:53.000]  給你一點好處,給你一點甜頭
[00:03:53.000 --> 00:03:54.000]  覺得不錯
[00:03:54.000 --> 00:03:57.000]  但當你走進去的時候
[00:03:57.000 --> 00:03:59.000]  你就知道,很嚴重了
[00:03:59.000 --> 00:04:01.000]  原來是這樣嗎?
[00:04:01.000 --> 00:04:05.000]  在香港多元文化的城市裡面
[00:04:05.000 --> 00:04:09.000]  同樣魔鬼也滲透在多元文化裡面
[00:04:09.000 --> 00:04:12.000]  透過這些文化,一些似是而非
[00:04:12.000 --> 00:04:14.000]  好像很合適,好像挺有道理的東西
[00:04:14.000 --> 00:04:15.000]  好像挺好的東西
[00:04:15.000 --> 00:04:17.000]  都在誤導我們
[00:04:17.000 --> 00:04:18.000]  而最終的目的
[00:04:18.000 --> 00:04:22.000]  都是想破壞我們人和神之間的關係
[00:04:22.000 --> 00:04:24.000]  破壞上帝的心意
[00:04:24.000 --> 00:04:26.000]  那怎麼辦呢?
[00:04:26.000 --> 00:04:28.000]  我今天就透過彼得前書
[00:04:28.000 --> 00:04:30.000]  五章八至九節
[00:04:30.000 --> 00:04:34.000]  我們看看如何去面對這些魔鬼的攻擊
[00:04:34.000 --> 00:04:37.000]  彼得前書五章八至九節
[00:04:37.000 --> 00:04:39.000]  很短,兩節經文
[00:04:39.000 --> 00:04:42.000]  我也想邀請大家跟我一起讀
[00:04:42.000 --> 00:04:44.000]  預備起
[00:04:44.000 --> 00:04:47.000]  「慕耀謹慎,耀警醒
[00:04:47.000 --> 00:04:50.000]  因為你們的仇敵魔鬼
[00:04:50.000 --> 00:04:53.000]  如同咆哮的獅子走來走去
[00:04:53.000 --> 00:04:56.000]  尋找可吞嚇的人
[00:04:56.000 --> 00:04:59.000]  你們要用堅固的信心抵擋他
[00:04:59.000 --> 00:05:03.000]  因為知道你們在世上的眾弟兄
[00:05:03.000 --> 00:05:06.000]  也正在經歷著這樣的苦難」
[00:05:06.000 --> 00:05:08.000]  我們一起討論
[00:05:08.000 --> 00:05:11.000]  天父,求你幫助我們
[00:05:11.000 --> 00:05:13.000]  我們很需要你的同在
[00:05:13.000 --> 00:05:15.000]  我們知道你的同在、你的愛
[00:05:15.000 --> 00:05:18.000]  不會因人數多而少而有所影響
[00:05:18.000 --> 00:05:20.000]  天父,願你親自跟我們說話
[00:05:20.000 --> 00:05:22.000]  親自打開你的真理
[00:05:22.000 --> 00:05:24.000]  讓我們有最清晰的頭腦
[00:05:24.000 --> 00:05:28.000]  不要被魔鬼蒙蔽了我們的心
[00:05:28.000 --> 00:05:30.000]  讓我們教導我們的真理
[00:05:30.000 --> 00:05:32.000]  並且我們有能力去行出真理
[00:05:32.000 --> 00:05:35.000]  我們要討告耶穌基督的名氣球
[00:05:35.000 --> 00:05:38.000]  今天我講講當時的背景
[00:05:38.000 --> 00:05:41.000]  比德前書,即是史圖比德寫的
[00:05:41.000 --> 00:05:45.000]  當時基督教是一個新興的宗教
[00:05:45.000 --> 00:05:49.000]  甚至是被人看來是一個異教
[00:05:49.000 --> 00:05:53.000]  所以當時的基督徒並不受歡迎
[00:05:53.000 --> 00:05:56.000]  再加上羅馬皇帝尼祿
[00:05:56.000 --> 00:05:59.000]  將焚毀羅馬城這件事嫁禍給基督徒
[00:05:59.000 --> 00:06:01.000]  說是這班基督徒所做的
[00:06:01.000 --> 00:06:04.000]  令更多人不喜歡基督教
[00:06:04.000 --> 00:06:06.000]  不喜歡基督徒
[00:06:06.000 --> 00:06:08.000]  令當時的基督徒受到迫不得已
[00:06:08.000 --> 00:06:10.000]  被誤會、被人重傷
[00:06:10.000 --> 00:06:13.000]  而比德相信魔鬼要透過這些事情
[00:06:13.000 --> 00:06:16.000]  利用這些事情去攻擊教會
[00:06:16.000 --> 00:06:18.000]  去攻擊基督徒
[00:06:18.000 --> 00:06:21.000]  所以他便寫了一封信去教導基督徒
[00:06:21.000 --> 00:06:23.000]  第八節他這樣說
[00:06:23.000 --> 00:06:26.000]  比德說:無要謹慎,要警醒
[00:06:26.000 --> 00:06:29.000]  這兩個字在原文中是命令式語
[00:06:29.000 --> 00:06:34.000]  意思是有「頭腦清醒」的意思
[00:06:34.000 --> 00:06:40.000]  還有「 abstain from wine」的意思
[00:06:40.000 --> 00:06:42.000]  即是要遠離酒精
[00:06:42.000 --> 00:06:45.000]  不要喝酒,要遠離酒精
[00:06:45.000 --> 00:06:47.000]  可以繼續下去
[00:06:47.000 --> 00:06:50.000]  為何要遠離酒精?
[00:06:50.000 --> 00:06:52.000]  因為當你喝酒時
[00:06:52.000 --> 00:06:54.000]  被酒精充滿了,你會怎樣?
[00:06:54.000 --> 00:06:57.000]  你喝醉了酒
[00:06:57.000 --> 00:06:59.000]  喝醉了酒會怎樣?
[00:06:59.000 --> 00:07:01.000]  失去了理智
[00:07:01.000 --> 00:07:03.000]  失去了清醒的頭腦
[00:07:03.000 --> 00:07:05.000]  失去了思考的能力
[00:07:05.000 --> 00:07:08.000]  另外,比德亦提醒我們要警醒
[00:07:08.000 --> 00:07:11.000]  除了有清醒的頭腦,還要警醒
[00:07:11.000 --> 00:07:14.000]  英文翻譯是「watchful」
[00:07:14.000 --> 00:07:16.000]  「alert」、「awake」的意思
[00:07:16.000 --> 00:07:21.000]  其實是形容士兵出勤時的心理狀態
[00:07:21.000 --> 00:07:25.000]  當一個軍人在戰場當值時
[00:07:25.000 --> 00:07:27.000]  他要怎樣?要警醒
[00:07:27.000 --> 00:07:30.000]  看看周圍環境發生甚麼事
[00:07:30.000 --> 00:07:31.000]  有沒有敵人攻擊
[00:07:31.000 --> 00:07:33.000]  如果有攻擊時,即時反應如何?
[00:07:33.000 --> 00:07:37.000]  是這樣的,要隨時作鷹鞭
[00:07:37.000 --> 00:07:39.000]  比德提醒我們要這樣
[00:07:39.000 --> 00:07:41.000]  因為我們一群嬌徒
[00:07:41.000 --> 00:07:45.000]  都參與著熟靈的征戰
[00:07:45.000 --> 00:07:48.000]  嬌徒要對付的不是人
[00:07:48.000 --> 00:07:52.000]  嬌徒對付的是靈,一個邪靈,是魔鬼
[00:07:52.000 --> 00:07:53.000]  簡單來說
[00:07:53.000 --> 00:07:57.000]  比德提醒當時的信徒遇到困難
[00:07:57.000 --> 00:08:01.000]  可能是魔鬼利用困難攻擊我們
[00:08:01.000 --> 00:08:04.000]  比德說,當遇到困難攻擊時
[00:08:04.000 --> 00:08:08.000]  要保持頭腦清醒,提高警覺
[00:08:08.000 --> 00:08:09.000]  打醒十二分精神
[00:08:09.000 --> 00:08:11.000]  因為有敵人的存在
[00:08:11.000 --> 00:08:14.000]  信徒已經進入熟靈的征戰
[00:08:14.000 --> 00:08:16.000]  我們的敵人是魔鬼
[00:08:16.000 --> 00:08:20.000]  魔鬼是透過不同的方法途徑攻擊基督徒
[00:08:20.000 --> 00:08:26.000]  聖經形容魔鬼為我們的仇敵
[00:08:26.000 --> 00:08:32.000]  和嬌徒唱反調,和嬌徒對抗
[00:08:32.000 --> 00:08:35.000]  好像一隻在咆哮的獅子
[00:08:35.000 --> 00:08:37.000]  叫著,嘩!
[00:08:37.000 --> 00:08:39.000]  我都不懂得扮了
[00:08:39.000 --> 00:08:42.000]  貓叫,你們應該不會害怕
[00:08:42.000 --> 00:08:44.000]  狗吠也不會害怕
[00:08:44.000 --> 00:08:46.000]  獅子叫應該會害怕
[00:08:46.000 --> 00:08:48.000]  獅子很害怕
[00:08:48.000 --> 00:08:52.000]  魔鬼很容易嚇怕我們
[00:08:52.000 --> 00:08:56.000]  並且走來走去
[00:08:56.000 --> 00:08:59.000]  不會停止,不需要休息
