
[00:00:00.000 --> 00:00:02.840]  我問我,因夫我經常都說
[00:00:02.840 --> 00:00:06.500]  最投入在競拜中就是在12樓這個地方的競拜
[00:00:06.500 --> 00:00:09.280]  特別是你們大競拜對我來說是最投入的
[00:00:09.280 --> 00:00:10.960]  當然2樓都可以的,不過
[00:00:10.960 --> 00:00:14.400]  在我自己的信仰歷程中
[00:00:14.400 --> 00:00:17.400]  這十多年來青少年部的競拜都是很特別的
[00:00:17.400 --> 00:00:19.280]  還有很開心,看到那隊競拜隊
[00:00:19.280 --> 00:00:21.600]  好像有四、五個都曾經做過Bandleader
[00:00:21.600 --> 00:00:24.000]  即是個個都可以負責
[00:00:24.000 --> 00:00:26.320]  Kaze就是,那時候我看著他不懂結他
[00:00:26.320 --> 00:00:27.600]  到今天自己做Bandleader
[00:00:27.600 --> 00:00:29.600]  可以彈結他,真是很厲害
[00:00:29.600 --> 00:00:32.320]  鼓勵大家,給掌聲給他
[00:00:32.320 --> 00:00:34.320]  今天就是他的,其他都是
[00:00:34.320 --> 00:00:37.000]  如果你很想,其實他真的不懂
[00:00:37.000 --> 00:00:38.800]  我看著他,拿著木結他
[00:00:38.800 --> 00:00:42.040]  1、2、3、4,數到今天他可以彈結他
[00:00:42.040 --> 00:00:45.280]  其實我相信是曾經使用他
[00:00:45.280 --> 00:00:47.080]  以及他自己都下功夫
[00:00:47.080 --> 00:00:48.920]  我覺得仍然是青少年部的傳統
[00:00:48.920 --> 00:00:50.360]  即是如果你願意侍奉的話
[00:00:50.360 --> 00:00:52.800]  在不同的時代,不同的時段裡面
[00:00:52.800 --> 00:00:55.520]  你投入,我們都很想跟你一起去同行
[00:00:55.520 --> 00:00:56.800]  你很重要的
[00:00:56.800 --> 00:00:59.600]  很開心,放了三個月假回來教會
[00:00:59.600 --> 00:01:02.440]  感受上,很久沒有踩過這個台了
[00:01:02.440 --> 00:01:05.040]  其實上個禮拜的領袖會,我都有講過
[00:01:05.040 --> 00:01:07.360]  但是今天,特別是港道
[00:01:07.360 --> 00:01:09.240]  對我來說,作為一個牧師
[00:01:09.240 --> 00:01:10.760]  可以分享神的說話
[00:01:10.760 --> 00:01:12.400]  是我的其中一個趙命
[00:01:12.400 --> 00:01:14.000]  無論在什麼地方
[00:01:14.000 --> 00:01:17.120]  這個都是我很著意,很想跟大家一起分享
[00:01:17.120 --> 00:01:19.240]  很想讓大家在神的說話裡面得到幫助
[00:01:19.240 --> 00:01:22.200]  這個是我自己心裡面的枯燥
[00:01:22.200 --> 00:01:24.440]  尤其是在神的說話裡面被改變
[00:01:24.440 --> 00:01:27.560]  更加是一個很美麗的圖畫對我來說
[00:01:27.560 --> 00:01:28.920]  包括我自己的經歷
[00:01:28.920 --> 00:01:30.560]  同樣都是這樣去做
[00:01:30.560 --> 00:01:31.800]  青少年部今年的主題
[00:01:31.800 --> 00:01:34.840]  我們很想讓大家展現上帝的國度
[00:01:34.840 --> 00:01:35.960]  成為基督的精兵
[00:01:35.960 --> 00:01:37.480]  特別我們強調的是
[00:01:37.480 --> 00:01:39.480]  我們很想裝備,我們很想操練
[00:01:39.480 --> 00:01:40.800]  當然裝備當然是說
[00:01:40.800 --> 00:01:43.080]  我們很想去上一些主學課程
[00:01:43.080 --> 00:01:44.720]  為認識聖經真理多一點
[00:01:44.720 --> 00:01:47.760]  這個時候也是一個認識聖經真理的時間
[00:01:47.760 --> 00:01:48.960]  當然更加可以在主學學
[00:01:48.960 --> 00:01:52.000]  在其他不同的小組曾經裡面可以做到
[00:01:52.000 --> 00:01:54.360]  操練我們很想在生活上
[00:01:54.360 --> 00:01:57.000]  多些用一個基督徒的特質
[00:01:57.000 --> 00:01:59.040]  基督徒一些生命的元素
[00:01:59.040 --> 00:02:00.680]  或者生命的質素
[00:02:00.680 --> 00:02:02.640]  去面對在你生活上
[00:02:02.640 --> 00:02:05.360]  刻意地今年希望你可以操練一下
[00:02:05.360 --> 00:02:09.240]  特別今天我想跟大家說的是信心的功課
[00:02:09.240 --> 00:02:14.880]  我近來就在面對一些很大的信心功課
[00:02:14.880 --> 00:02:16.800]  你有想關心我就過來找我
[00:02:16.800 --> 00:02:18.600]  不過我不適合在咪裡這樣說
[00:02:18.600 --> 00:02:20.960]  不過我覺得這個信心功課對我來說
[00:02:20.960 --> 00:02:23.200]  作為一個牧師
[00:02:23.200 --> 00:02:26.880]  原來都有不同階段性的學習
[00:02:26.880 --> 00:02:28.680]  這個也是很重要的
[00:02:28.680 --> 00:02:31.520]  今天講到的題目叫做「安然順靠」
[00:02:31.520 --> 00:02:33.120]  我不知道你現在此刻
[00:02:33.120 --> 00:02:34.960]  你的生命的狀態如何
[00:02:34.960 --> 00:02:36.280]  或者你人生在面對
[00:02:36.280 --> 00:02:38.160]  或者可能你說沒那麼嚴重的
[00:02:38.160 --> 00:02:39.840]  但我相信仍然過去
[00:02:39.840 --> 00:02:41.800]  可能你都會遇到一些風浪
[00:02:41.800 --> 00:02:43.880]  甚至可能現在你在風浪裡頭
[00:02:43.880 --> 00:02:45.760]  你面對著經歷著
[00:02:45.760 --> 00:02:47.560]  你怎樣去回應這個風浪呢
[00:02:47.560 --> 00:02:50.240]  很想今天透過這篇講道
[00:02:50.240 --> 00:02:51.320]  讓你一起認識一下
[00:02:51.320 --> 00:02:53.960]  原來屬神的人跟著神的人
[00:02:53.960 --> 00:02:55.240]  我們在信仰的裡面
[00:02:55.240 --> 00:02:56.800]  怎樣去面對
[00:02:56.800 --> 00:02:58.560]  過去也好或者眼前也好
[00:02:58.560 --> 00:03:00.560]  或者預知將來也好
[00:03:00.560 --> 00:03:01.760]  當在風浪裡面的時候
[00:03:01.760 --> 00:03:03.920]  我們應該要找的是什麼
[00:03:03.920 --> 00:03:06.840]  可能你們未必像我現在47歲
[00:03:06.840 --> 00:03:08.560]  見到這麼多中間有些大我
[00:03:08.560 --> 00:03:10.760]  見慣世面這麼多東西
[00:03:10.760 --> 00:03:13.200]  不過你不能夠擔保將來的路
[00:03:13.200 --> 00:03:15.200]  有很多風浪你會存在
[00:03:15.200 --> 00:03:16.760]  希望今天這篇道
[00:03:16.760 --> 00:03:18.880]  你能夠聽到放在心裡面
[00:03:18.880 --> 00:03:20.840]  在你往後人生的路裡面
[00:03:20.840 --> 00:03:22.160]  DSE也好
[00:03:22.160 --> 00:03:25.320]  大學畢業出來之後找工作也好
[00:03:25.320 --> 00:03:26.200]  甚至可能職場裡面
[00:03:26.200 --> 00:03:28.040]  遇到很多跌跌碰碰也好
[00:03:28.040 --> 00:03:29.560]  希望你能夠記得到
[00:03:29.560 --> 00:03:30.480]  放在心裡面
[00:03:30.480 --> 00:03:32.080]  回想今天神的說話
[00:03:32.080 --> 00:03:34.920]  《馬虎心》四章35至41經文裡面
[00:03:34.920 --> 00:03:36.560]  對你生命有什麼幫助
[00:03:36.560 --> 00:03:37.960]  這個很重要
[00:03:37.960 --> 00:03:38.840]  先問問大家
[00:03:38.840 --> 00:03:39.800]  當你想起風暴
[00:03:39.800 --> 00:03:41.840]  不知道你會想起什麼
[00:03:41.840 --> 00:03:42.360]  很簡單
[00:03:42.360 --> 00:03:44.200]  如果你說即時想起香港的處境
[00:03:44.200 --> 00:03:45.680]  可能疫情
[00:03:45.680 --> 00:03:47.960]  可能過去的社會事件
[00:03:47.960 --> 00:03:48.960]  或者這樣說
[00:03:48.960 --> 00:03:49.920]  真正風暴
[00:03:49.920 --> 00:03:50.880]  颱風 颱風
