
[00:00:00.000 --> 00:00:02.000]  早晨,大家好
[00:00:02.000 --> 00:00:05.000]  早晨,多謝你們有回應
[00:00:05.000 --> 00:00:10.000]  剛才有詩歌敬拜的時候
[00:00:10.000 --> 00:00:14.000]  多謝敬拜隊帶我們一起唱歌
[00:00:14.000 --> 00:00:16.000]  有些反思,有些思想神
[00:00:16.000 --> 00:00:19.000]  今天我們人才濟濟
[00:00:19.000 --> 00:00:21.000]  很多人今天我們一起
[00:00:21.000 --> 00:00:23.000]  平時沒有出去後面
[00:00:23.000 --> 00:00:26.000]  你看後面後面都有人
[00:00:26.000 --> 00:00:29.000]  超額去了後面
[00:00:29.000 --> 00:00:31.000]  因為要保持距離
[00:00:31.000 --> 00:00:33.000]  今天為什麼這麼多人呢
[00:00:33.000 --> 00:00:38.000]  今天因為我們有一班小六星中的弟妹在我們中間
[00:00:38.000 --> 00:00:41.000]  剛才有些人遲了一點來
[00:00:41.000 --> 00:00:42.000]  安排的位置還不知道
[00:00:42.000 --> 00:00:44.000]  所以今天再介紹
[00:00:44.000 --> 00:00:46.000]  我想你一起再給點掌聲歡迎
[00:00:46.000 --> 00:00:49.000]  小六星中的弟妹
[00:00:49.000 --> 00:00:51.000]  連他們自己都拍照
[00:00:51.000 --> 00:00:53.000]  他們自己都歡迎自己來這裡
[00:00:53.000 --> 00:00:55.000]  真是好
[00:00:55.000 --> 00:00:58.000]  不知道今天特別是小六星中的你們
[00:00:58.000 --> 00:01:01.000]  不知道你第一天的感受是怎樣
[00:01:01.000 --> 00:01:04.000]  特別我們崇拜
[00:01:04.000 --> 00:01:07.000]  我們崇拜用詩歌、敬拜開始
[00:01:07.000 --> 00:01:11.000]  特別剛才站了二十多分鐘
[00:01:11.000 --> 00:01:14.000]  不知道你有沒有覺得有點累
[00:01:14.000 --> 00:01:16.000]  或者有點太久了
[00:01:16.000 --> 00:01:18.000]  遠了嗎?
[00:01:18.000 --> 00:01:19.000]  給你一個秘訣
[00:01:19.000 --> 00:01:22.000]  在青少年部大概都是差不多
[00:01:22.000 --> 00:01:24.000]  有一個時間概念你就知道
[00:01:24.000 --> 00:01:26.000]  下次都要站二十分鐘
[00:01:26.000 --> 00:01:28.000]  拉好筋才進來
[00:01:28.000 --> 00:01:31.000]  大概我們崇拜的時候
[00:01:31.000 --> 00:01:33.000]  會有二十分鐘詩歌
[00:01:33.000 --> 00:01:34.000]  大概我們都會站在那裡
[00:01:34.000 --> 00:01:36.000]  年輕人你腳比我有力
[00:01:36.000 --> 00:01:38.000]  你見我剛才彎腰痛痛的
[00:01:38.000 --> 00:01:40.000]  因為昨晚打完球來
[00:01:40.000 --> 00:01:42.000]  所以差不多
[00:01:42.000 --> 00:01:44.000]  我想你們要站二十分鐘左右
[00:01:44.000 --> 00:01:46.000]  大概我給你們一個預想
[00:01:46.000 --> 00:01:48.000]  你就知道好像很容易過
[00:01:48.000 --> 00:01:50.000]  大概有四首詩歌
[00:01:50.000 --> 00:01:52.000]  第三首的時候有些默想
[00:01:52.000 --> 00:01:53.000]  祈禱的時候
[00:01:53.000 --> 00:01:55.000]  你知道差不多默想
[00:01:55.000 --> 00:01:56.000]  你就努力默想
[00:01:56.000 --> 00:01:58.000]  因為快要完結了
[00:01:58.000 --> 00:01:59.000]  所以你就會覺得
[00:01:59.000 --> 00:02:03.000]  對,都不是很久而已
[00:02:03.000 --> 00:02:06.000]  好了,崇拜完結了詩歌
[00:02:06.000 --> 00:02:08.000]  就會是講道的時候
[00:02:08.000 --> 00:02:11.000]  大概講完就看看誰
[00:02:11.000 --> 00:02:13.000]  這裡青少年部有好幾個傳道人
[00:02:13.000 --> 00:02:15.000]  有牧師
[00:02:15.000 --> 00:02:18.000]  大概半小時左右
[00:02:18.000 --> 00:02:21.000]  就會講完講道
[00:02:21.000 --> 00:02:23.000]  所以你大概有預想
[00:02:23.000 --> 00:02:24.000]  你會坐半小時
[00:02:24.000 --> 00:02:26.000]  然後再起床
[00:02:26.000 --> 00:02:28.000]  所以有很多時間休息
[00:02:28.000 --> 00:02:31.000]  好了,進入講道的時間
[00:02:31.000 --> 00:02:34.000]  今天講到題目叫
[00:02:34.000 --> 00:02:36.000]  「識得信其實好好信」
[00:02:36.000 --> 00:02:38.000]  是什麼呢
[00:02:38.000 --> 00:02:40.000]  不知道你有沒有看YouTube
[00:02:40.000 --> 00:02:41.000]  有影片說
[00:02:41.000 --> 00:02:43.000]  「識得用其實很好用」
[00:02:43.000 --> 00:02:46.000]  或者「識得玩其實很好玩」
[00:02:46.000 --> 00:02:48.000]  就會介紹一些東西怎樣玩
[00:02:48.000 --> 00:02:52.000]  話說我大概一個月左右前
[00:02:52.000 --> 00:02:55.000]  我是開電單車的
[00:02:55.000 --> 00:02:57.000]  我開電單車的時候
[00:02:57.000 --> 00:02:58.000]  真的玩電話
[00:02:58.000 --> 00:03:01.000]  即是駕駛的時候
[00:03:01.000 --> 00:03:03.000]  我就拿電話出來看
[00:03:03.000 --> 00:03:04.000]  一看的時候
[00:03:04.000 --> 00:03:06.000]  跌到我的馬路
[00:03:06.000 --> 00:03:10.000]  我的電話
[00:03:10.000 --> 00:03:13.000]  之前的iPhone XR
[00:03:13.000 --> 00:03:15.000]  然後停車了
[00:03:15.000 --> 00:03:16.000]  很迷惘的時候
[00:03:16.000 --> 00:03:17.000]  它撿回來的時候
[00:03:17.000 --> 00:03:19.000]  它已經被幾輛私家車剪輯過了
[00:03:19.000 --> 00:03:22.000]  已經列了新的電話
[00:03:22.000 --> 00:03:25.000]  所以我在那一天的同事
[00:03:25.000 --> 00:03:27.000]  花了我心痛八千元
[00:03:27.000 --> 00:03:29.000]  去買了一部新的電話
