
[00:00:00.000 --> 00:00:06.640]  好,謝謝敬拜隊帶領我們在師哥裡面
[00:00:06.640 --> 00:00:10.200]  我們體會的華語是很真實的
[00:00:10.200 --> 00:00:12.640]  我不知道你剛才在敬拜裡面體會了什麼
[00:00:12.640 --> 00:00:13.800]  我分享一個體會
[00:00:13.800 --> 00:00:16.320]  就是在敬拜的過程裡面
[00:00:16.320 --> 00:00:19.160]  上帝再一次透過師哥提醒我的
[00:00:19.160 --> 00:00:22.720]  原來其實神是那個沒有東西可以攔住祂的那個
[00:00:22.720 --> 00:00:24.160]  原來在我們心理裡面
[00:00:24.160 --> 00:00:25.000]  不同的處境裡面
[00:00:25.000 --> 00:00:29.200]  原來其實祂也是繼續親自主動去找回我們的那個
[00:00:29.200 --> 00:00:30.800]  所以我不知道在敬拜裡面
[00:00:30.800 --> 00:00:32.440]  你有什麼體會
[00:00:32.440 --> 00:00:35.680]  不過我覺得每一次敬拜都成為我們心理裡面
[00:00:35.680 --> 00:00:37.000]  有些東西我們找回
[00:00:37.000 --> 00:00:41.160]  在當中有提醒、有鼓勵、有激勵
[00:00:41.160 --> 00:00:43.200]  原來是這麼特別
[00:00:43.200 --> 00:00:44.520]  我覺得很立體
[00:00:44.520 --> 00:00:46.520]  真的,用了這支咪之後
[00:00:46.520 --> 00:00:48.920]  好,我們最後今天的訊息
[00:00:48.920 --> 00:00:51.200]  我們分享一個什麼題目呢?
[00:00:51.200 --> 00:00:54.680]  今天叫《突破末明日的恐懼》
[00:00:54.680 --> 00:00:56.120]  那麼
[00:00:56.120 --> 00:01:01.920]  清潔我們今個月的主題,上個禮拜阿光也有說了就是福音讓人離開罪的合制
[00:01:01.920 --> 00:01:05.080]  那麼今天很想跟大家分享一個題目
[00:01:05.080 --> 00:01:07.600]  就是恐懼
[00:01:07.600 --> 00:01:09.920]  我不知道大家看了恐懼這兩個字的時候
[00:01:09.920 --> 00:01:11.560]  我不知道大家想起什麼
[00:01:11.560 --> 00:01:13.120]  我想這兩個字
[00:01:13.120 --> 00:01:14.760]  可能特別是這幾年
[00:01:14.760 --> 00:01:18.400]  對於大家來說其實都不會特別很陌生
[00:01:18.400 --> 00:01:21.840]  甚至可能當我們在流行的文化裡面
[00:01:21.840 --> 00:01:23.880]  我們聽一些流行歌的時候
[00:01:23.880 --> 00:01:28.600]  我們都會好像看到一些流行歌的歌詞
[00:01:28.600 --> 00:01:30.320]  其實都會讓我們看到
[00:01:30.320 --> 00:01:33.080]  好像有很多東西我們都預計不到
[00:01:33.080 --> 00:01:35.880]  甚至好像這些不同的恐懼
[00:01:35.880 --> 00:01:38.480]  會讓我們影響我們的生活
[00:01:38.480 --> 00:01:40.120]  令我們好像面對著
[00:01:40.120 --> 00:01:42.680]  今天不知道明天試這件事的時候
[00:01:42.680 --> 00:01:47.560]  好像會帶給我們有很多很無助的感覺
[00:01:47.560 --> 00:01:50.400]  我想環境的轉變
[00:01:50.400 --> 00:01:52.000]  彷彿帶給我們體會了一樣東西
[00:01:52.000 --> 00:01:55.120]  就是恐懼這兩個字其實背後
[00:01:55.120 --> 00:01:57.800]  帶給我們心裡有很多的壓迫感
[00:01:57.800 --> 00:01:59.960]  有很多的壓力
[00:01:59.960 --> 00:02:01.960]  舉個例子可能我們最近經常會想
[00:02:01.960 --> 00:02:05.480]  我們很怕自己會不會中Omicron
[00:02:05.480 --> 00:02:07.760]  又或者好像我們有時候會很怕
[00:02:07.760 --> 00:02:10.320]  不知道這個社會會轉變成怎樣
[00:02:10.320 --> 00:02:13.160]  甚至我們可能會很怕我們身邊的朋友
[00:02:13.160 --> 00:02:14.640]  我們會因為移民潮的時候
[00:02:14.640 --> 00:02:16.560]  我們會走光
[00:02:16.560 --> 00:02:20.520]  不過除了我們面對環境帶給我們的恐懼之外
[00:02:20.520 --> 00:02:22.680]  我想我們生命上其實平時
[00:02:22.680 --> 00:02:25.480]  大大小小都會面對很多不同的恐懼
[00:02:25.480 --> 00:02:27.040]  可能在你讀書的時候
[00:02:27.040 --> 00:02:28.640]  或者可能大家DSE的第一節目
[00:02:28.640 --> 00:02:29.840]  在體會這件事
[00:02:29.840 --> 00:02:32.000]  可能面對前路未知的時候
[00:02:32.000 --> 00:02:33.400]  你會有恐懼
[00:02:33.400 --> 00:02:36.280]  很怕努力了很久的事情
[00:02:36.280 --> 00:02:39.120]  得出來的結果不像預期
[00:02:39.120 --> 00:02:44.480]  又或者很怕你身邊一邊很重視的關係失去
[00:02:44.480 --> 00:02:47.640]  我想我們生命裡面有很多這些不同的擔心
[00:02:47.640 --> 00:02:49.880]  有很多這些不同的恐懼
[00:02:49.880 --> 00:02:51.840]  第一節目我想問一下的是
[00:02:51.840 --> 00:02:55.000]  有什麼在你心裡面的恐懼
[00:02:55.000 --> 00:03:00.040]  其實現在是最影響你的呢?
[00:03:00.040 --> 00:03:03.440]  當這些恐懼持續影響我們的生命的時候
[00:03:03.440 --> 00:03:06.960]  我猜我們的生命很容易就會變得很絕望
[00:03:06.960 --> 00:03:09.120]  很負面很迷惘
[00:03:09.120 --> 00:03:12.200]  這些東西會繼續去蠶食我們的生命
[00:03:12.200 --> 00:03:14.760]  不過當我們回到信仰的時候
[00:03:14.760 --> 00:03:15.600]  我們經常說
[00:03:15.600 --> 00:03:18.200]  我們要突破我們生命裡面的恐懼的時候
[00:03:18.200 --> 00:03:21.400]  今天很想再一次透過神的話語去鼓勵我們
[00:03:21.400 --> 00:03:22.280]  而我們體會的是
[00:03:22.280 --> 00:03:25.440]  我猜我們心裡面經歷了很多這些不同的風浪
[00:03:25.440 --> 00:03:28.160]  這些恐懼會動搖我們的生命
[00:03:28.160 --> 00:03:29.960]  但是我們如何在這些風浪裡面
[00:03:29.960 --> 00:03:32.640]  我們找到定海神針呢?
[00:03:32.640 --> 00:03:33.960]  今天我想跟大家分享一段
[00:03:33.960 --> 00:03:35.960]  我猜大家都很熟悉的經文
[00:03:35.960 --> 00:03:39.960]  《麥太福音》的十四章22-33字
[00:03:39.960 --> 00:03:45.160]  我想邀請大家先讀了這十幾節經文
[00:03:45.160 --> 00:03:46.160]  準備起
[00:03:47.000 --> 00:03:49.800]  (音樂)
[00:03:49.800 --> 00:03:52.000]  先到那邊去
[00:03:52.000 --> 00:04:06.640]  (音樂)
[00:04:06.640 --> 00:04:08.240]  被浪搖撼
[00:04:08.240 --> 00:04:10.160]  夜裡四更天
[00:04:10.160 --> 00:04:12.600]  耶穌在海面上走
[00:04:12.600 --> 00:04:17.600]  海面上走
[00:04:17.600 --> 00:04:22.200]  海面上走
[00:04:22.200 --> 00:04:23.640]  喊叫起來
[00:04:23.640 --> 00:04:29.600]  喊叫起來
[00:04:29.600 --> 00:04:30.840]  避得雪
[00:04:30.840 --> 00:04:32.840]  主如果是你
[00:04:32.840 --> 00:04:36.840]  主如果是你
[00:04:36.840 --> 00:04:37.840]  避得雪
[00:04:37.840 --> 00:04:41.240]  主如果是你
[00:04:41.240 --> 00:04:43.080]  在水面上走
[00:04:43.080 --> 00:04:45.400]  要到耶穌那裡去
[00:04:45.400 --> 00:04:46.880]  只因見風
[00:04:46.880 --> 00:04:50.400]  (音樂)
[00:04:50.400 --> 00:04:51.600]  誰哭著?
[00:04:51.600 --> 00:04:52.600]  豬呀?
[00:04:52.600 --> 00:04:57.000]  (音樂)
[00:04:57.000 --> 00:04:58.800]  你這小信的人
[00:04:58.800 --> 00:05:00.680]  為甚麼疑惑呢?
[00:05:00.680 --> 00:05:02.320]  他們上了雪
[00:05:02.320 --> 00:05:03.800]  風就住了
[00:05:03.800 --> 00:05:06.720]  在船上的人都拜他雪
[00:05:06.720 --> 00:05:07.680]  你真是
[00:05:07.680 --> 00:05:10.120]  我們一起讀稿
[00:05:10.120 --> 00:05:11.440]  七日主願你帶領我們
[00:05:11.440 --> 00:05:13.480]  要我們透過你的話語
[00:05:13.480 --> 00:05:15.760]  同樣成為我們生命中的激勵
[00:05:15.760 --> 00:05:17.720]  要我們在面對生命中
[00:05:17.720 --> 00:05:19.280]  很多不同環境的轉變
[00:05:19.280 --> 00:05:20.760]  甚至我們生命的逆境的時候
[00:05:20.760 --> 00:05:21.800]  我們都看到
[00:05:21.800 --> 00:05:23.520]  主要是你怎樣
[00:05:23.520 --> 00:05:24.760]  你的話語去提醒我們
[00:05:24.760 --> 00:05:26.920]  要我們走過這些不同的生命上面
[00:05:26.920 --> 00:05:28.800]  大大小小的高山低谷
[00:05:28.800 --> 00:05:29.720]  主願你帶領我們
[00:05:29.720 --> 00:05:30.280]  祈禱家康
[00:05:30.280 --> 00:05:31.280]  奉主名求
[00:05:31.280 --> 00:05:32.400]  阿無
[00:05:32.400 --> 00:05:33.800]  剛才大家讀的經文
[00:05:33.800 --> 00:05:37.120]  相信我猜我們大部分都有聽過
[00:05:37.120 --> 00:05:38.520]  甚至我們查經的時候
[00:05:38.520 --> 00:05:43.160]  都會查過耶穌在水面上行走的這段經文
[00:05:43.160 --> 00:05:45.080]  但我猜我們很多時候看的
[00:05:45.080 --> 00:05:48.120]  都是馬可福音的版本
[00:05:48.120 --> 00:05:50.120]  大家在讀的時候
[00:05:50.120 --> 00:05:51.680]  我猜可能你會發現
[00:05:51.680 --> 00:05:54.160]  跟馬可福音有點相似的地方
[00:05:54.160 --> 00:05:56.560]  也有一些是不同的地方
[00:05:56.560 --> 00:05:59.000]  確實馬太、馬可和路加
[00:05:59.000 --> 00:06:02.200]  三卷書其實被人稱為對觀福音
[00:06:02.200 --> 00:06:05.320]  雖然他們這三卷書有不同的作者去寫
[00:06:05.320 --> 00:06:06.800]  但是其實你會發現
[00:06:06.800 --> 00:06:10.440]  不同的作者在描述相似的事的時候
[00:06:10.440 --> 00:06:13.760]  他的角度和焦點是不同的
[00:06:13.760 --> 00:06:15.680]  所以相似的事所記載的東西
[00:06:15.680 --> 00:06:17.080]  都會有所出入
[00:06:17.080 --> 00:06:19.040]  我們大家經常看的馬可福音
[00:06:19.040 --> 00:06:20.760]  在這段經文所說的時候
[00:06:20.760 --> 00:06:23.680]  很多時候都是焦點在門徒的餘患
[00:06:23.680 --> 00:06:25.600]  不明白的事情上面
[00:06:25.600 --> 00:06:28.400]  不過在馬太剛才大家讀的經文裡面
[00:06:28.400 --> 00:06:30.360]  你會發覺有一些很特別的事情
[00:06:30.360 --> 00:06:32.520]  雖然大部分的內容都是一樣的
[00:06:32.520 --> 00:06:34.600]  不過馬太特別記載了
[00:06:34.600 --> 00:06:37.240]  讓人在水面上走的事情
[00:06:37.240 --> 00:06:41.320]  甚至在門徒對於耶穌平靜風浪之後
[00:06:41.320 --> 00:06:44.120]  他的反應都是有點不同的
[00:06:44.120 --> 00:06:46.120]  當我們進入經文的時候
[00:06:46.120 --> 00:06:47.160]  我們會了解一下
[00:06:47.160 --> 00:06:49.080]  究竟之前發生了什麼事情
[00:06:49.080 --> 00:06:52.320]  其實之前正正是耶穌剛剛走完一個神跡
[00:06:52.320 --> 00:06:55.000]  就是餵飽五千人
[00:06:55.000 --> 00:06:57.040]  當我們剛才讀二十二節的經文
[00:06:57.040 --> 00:06:59.320]  其實正正承接著這件事
[00:06:59.320 --> 00:07:02.440]  之後耶穌就催逼門徒上船
[00:07:02.440 --> 00:07:04.760]  要他們盡快離開現場
[00:07:04.760 --> 00:07:07.480]  就是上船到加利利海的另一邊
[00:07:07.480 --> 00:07:11.400]  而他自己就打發那些眾人離開
[00:07:11.400 --> 00:07:14.680]  之後馬太記載的是
[00:07:14.680 --> 00:07:17.840]  耶穌自己一個上山去禱告
[00:07:17.840 --> 00:07:21.320]  禱告到晚上都是只有他自己一個
[00:07:21.320 --> 00:07:23.400]  馬太在這裡一再強調
[00:07:23.400 --> 00:07:25.240]  耶穌是自己一個
[00:07:25.240 --> 00:07:27.440]  其實他一方面很想帶出的是
[00:07:27.440 --> 00:07:30.880]  是他自己一個獨自去上山避開群眾
[00:07:30.880 --> 00:07:32.440]  不想這樣
[00:07:32.440 --> 00:07:33.720]  但其實另一方面
[00:07:33.720 --> 00:07:36.320]  給馬太想這樣描寫
[00:07:36.320 --> 00:07:38.320]  其實是想說原來當時
[00:07:38.320 --> 00:07:41.200]  耶穌不是跟那幫門徒一起
[00:07:41.200 --> 00:07:42.840]  甚至離門徒很遠
[00:07:42.840 --> 00:07:46.480]  甚至離開了門徒一段很長的時間
[00:07:46.480 --> 00:07:47.760]  為什麼他要這樣說呢
[00:07:47.760 --> 00:07:50.360]  當我們看二十四到二十五節的時候
[00:07:50.360 --> 00:07:52.800]  我們會見到門徒當時面對的情況
[00:07:52.800 --> 00:07:55.240]  正正帶出當時一些不同的原因
[00:07:55.240 --> 00:07:57.000]  他們面對什麼情況呢
[00:07:57.000 --> 00:07:59.600]  在第二二十四節經文就說
[00:07:59.600 --> 00:08:03.840]  那幫門徒的船已經離開了岸一段很遠的距離
[00:08:03.840 --> 00:08:07.160]  但他們當時正正經歷著風浪
[00:08:07.160 --> 00:08:11.200]  經文形容他們的船甚至逆風而行
[00:08:11.200 --> 00:08:15.000]  甚至他們的船被浪折磨
[00:08:15.000 --> 00:08:16.320]  變得知道這個情景
[00:08:16.320 --> 00:08:19.320]  其實還不是一段短的時間
[00:08:19.320 --> 00:08:20.880]  因為在第二二十五節
[00:08:20.880 --> 00:08:23.400]  他講到夜裡有四更天
[00:08:23.400 --> 00:08:26.760]  當時猶太人他看時間是這樣的
[00:08:26.760 --> 00:08:30.200]  他會將傍晚的六點到第二天的六點
[00:08:30.200 --> 00:08:31.920]  分成四個時間
[00:08:31.920 --> 00:08:33.600]  一個時間大概三個小時
[00:08:33.600 --> 00:08:39.320]  所以四更就是大概凌晨三點到清晨六點的時間
