
[00:00:00.000 --> 00:00:02.000]  Hello hello hello
[00:00:02.000 --> 00:00:04.000]  1234
[00:00:04.000 --> 00:00:06.000]  1234
[00:00:06.000 --> 00:00:10.000]  丁姐妹和你分享一個在競拜的感受
[00:00:10.000 --> 00:00:14.000]  剛才在競拜之前的時候
[00:00:14.000 --> 00:00:16.000]  今天講到
[00:00:16.000 --> 00:00:20.000]  今天講到
[00:00:20.000 --> 00:00:22.000]  題目一出的時候
[00:00:22.000 --> 00:00:26.000]  其實讓我有些人不斷問候我
[00:00:26.000 --> 00:00:28.000]  問候我你緊不緊張
[00:00:28.000 --> 00:00:32.000]  剛才在坐在那裡
[00:00:32.000 --> 00:00:34.000]  臨開始競拜的時候
[00:00:34.000 --> 00:00:36.000]  我都問自己這個問題
[00:00:36.000 --> 00:00:38.000]  我緊不緊張呢
[00:00:38.000 --> 00:00:40.000]  但我感覺到我不是很緊張
[00:00:40.000 --> 00:00:42.000]  而是在競拜的過程中
[00:00:42.000 --> 00:00:44.000]  我感受到一件事
[00:00:44.000 --> 00:00:46.000]  我想想為什麼我不緊張呢
[00:00:46.000 --> 00:00:48.000]  其實講道也是一件很緊張的事
[00:00:48.000 --> 00:00:50.000]  我很著緊這件事
[00:00:50.000 --> 00:00:52.000]  所以都很緊張
[00:00:52.000 --> 00:00:54.000]  又很新鮮熱鬧的說出來
[00:00:54.000 --> 00:00:56.000]  剛剛寫好了
[00:00:56.000 --> 00:00:58.000]  但為什麼坐在那裡覺得不緊張呢
[00:00:58.000 --> 00:01:00.000]  我猜在競拜的過程中
[00:01:00.000 --> 00:01:02.000]  讓我感受到一件事
[00:01:02.000 --> 00:01:04.000]  原來神同在
[00:01:04.000 --> 00:01:06.000]  是一件應該可以不用緊張的事
[00:01:06.000 --> 00:01:08.000]  又或者我感覺到一件事
[00:01:08.000 --> 00:01:10.000]  可能在這個群體裡面
[00:01:10.000 --> 00:01:12.000]  弟兄姊妹你們都給我一份安全感
[00:01:12.000 --> 00:01:14.000]  當和你們一起能夠去競拜的時候
[00:01:14.000 --> 00:01:16.000]  我真的感覺到
[00:01:16.000 --> 00:01:18.000]  這裡其實是一個很溫暖的地方
[00:01:18.000 --> 00:01:20.000]  也不是一個很讓我緊張的地方
[00:01:20.000 --> 00:01:22.000]  這是我在競拜裡面的感受
[00:01:22.000 --> 00:01:24.000]  原來神同在
[00:01:24.000 --> 00:01:26.000]  和弟兄姊妹同在
[00:01:26.000 --> 00:01:28.000]  是給我一份很大的安穩
[00:01:28.000 --> 00:01:30.000]  不知道你們在競拜裡面
[00:01:30.000 --> 00:01:32.000]  有什麼感受
[00:01:32.000 --> 00:01:34.000]  不過很想你將神對你的說話
[00:01:34.000 --> 00:01:36.000]  神讓你在和他競拜的時候
[00:01:36.000 --> 00:01:38.000]  的一些感受
[00:01:38.000 --> 00:01:40.000]  記住他 藏在這裡
[00:01:40.000 --> 00:01:42.000]  成為你在生活裡面的一些力量
[00:01:42.000 --> 00:01:44.000]  好 今天講到的時候
[00:01:44.000 --> 00:01:46.000]  剛才也說了
[00:01:46.000 --> 00:01:48.000]  今天題目好像
[00:01:48.000 --> 00:01:50.000]  講的時候好像
[00:01:50.000 --> 00:01:52.000]  有很多人問候我
[00:01:52.000 --> 00:01:54.000]  今天講的題目叫
[00:01:54.000 --> 00:01:56.000]  同性戀者的福音
[00:01:56.000 --> 00:01:58.000]  讓受苦者經歷耶穌的大
[00:01:58.000 --> 00:02:00.000]  今年
[00:02:00.000 --> 00:02:02.000]  青少報的講道主題
[00:02:02.000 --> 00:02:04.000]  叫Shining Euclid
[00:02:04.000 --> 00:02:06.000]  Be the Light
[00:02:06.000 --> 00:02:08.000]  在這個過程裡面
[00:02:08.000 --> 00:02:10.000]  我們經常都說我們在這個群體裡面
[00:02:10.000 --> 00:02:12.000]  很想做一件事
[00:02:12.000 --> 00:02:14.000]  就是讓耶穌的光在這個世界上
[00:02:14.000 --> 00:02:16.000]  在這個社會上去發光
[00:02:16.000 --> 00:02:18.000]  我就會問
[00:02:18.000 --> 00:02:20.000]  同性戀
[00:02:20.000 --> 00:02:22.000]  世上這個社會裡面也有這個人
[00:02:22.000 --> 00:02:24.000]  也有這個群體
[00:02:24.000 --> 00:02:26.000]  所以我今天很想帶大家去看
[00:02:26.000 --> 00:02:28.000]  對同性戀來說
[00:02:28.000 --> 00:02:30.000]  基督徒我們說要出去
[00:02:30.000 --> 00:02:32.000]  和他們傳福金的時候
[00:02:32.000 --> 00:02:34.000]  究竟會是什麼事呢
[00:02:34.000 --> 00:02:36.000]  特別今天是五月份的講題
[00:02:36.000 --> 00:02:38.000]  叫與受苦者同行
[00:02:38.000 --> 00:02:40.000]  並且作指引
[00:02:40.000 --> 00:02:42.000]  怎樣去做這件事呢
[00:02:42.000 --> 00:02:44.000]  我會看到 我會形容
[00:02:44.000 --> 00:02:46.000]  或者我會理解
[00:02:46.000 --> 00:02:48.000]  同性戀者裡面也會有受苦的人
[00:02:48.000 --> 00:02:50.000]  我們讓他們去經歷耶穌的大能
[00:02:50.000 --> 00:02:52.000]  就是今天的講題
[00:02:52.000 --> 00:02:54.000]  當這個講題在崇拜裡面
[00:02:54.000 --> 00:02:56.000]  崇拜的宣傳一出的時候
[00:02:56.000 --> 00:02:58.000]  在IG、Facebook
[00:02:58.000 --> 00:03:00.000]  裡面出的時候
[00:03:00.000 --> 00:03:02.000]  Facebook有人留言
[00:03:02.000 --> 00:03:04.000]  很敏感的題材
[00:03:04.000 --> 00:03:06.000]  基本上也是
[00:03:06.000 --> 00:03:08.000]  我不知道你們在大學裡面
[00:03:08.000 --> 00:03:10.000]  在學校裡面有沒有認識一些
[00:03:10.000 --> 00:03:12.000]  同性戀的朋友
[00:03:12.000 --> 00:03:14.000]  但是通常
[00:03:14.000 --> 00:03:16.000]  一想起基督教和同性戀
[00:03:16.000 --> 00:03:18.000]  似乎真的是一個很敏感的課題
[00:03:18.000 --> 00:03:20.000]  感覺上
[00:03:20.000 --> 00:03:22.000]  好像同性戀和基督教
[00:03:22.000 --> 00:03:24.000]  永遠都是一種對立的裡面
[00:03:24.000 --> 00:03:26.000]  如果你在Google
[00:03:26.000 --> 00:03:28.000]  搜尋一下
[00:03:28.000 --> 00:03:30.000]  你打「同性戀」「基督教」這兩個字
[00:03:30.000 --> 00:03:32.000]  你就會發覺
[00:03:32.000 --> 00:03:34.000]  很多文章、新聞
[00:03:34.000 --> 00:03:36.000]  都會出現很多很多的爭辯
[00:03:36.000 --> 00:03:38.000]  好像是一種勢不兩立的東西
[00:03:38.000 --> 00:03:40.000]  基督教和同性戀
[00:03:40.000 --> 00:03:42.000]  好像是一個對立的字眼
[00:03:42.000 --> 00:03:44.000]  不過
[00:03:44.000 --> 00:03:46.000]  我今天想問的是
[00:03:46.000 --> 00:03:48.000]  對你來說,基督教和同性戀
[00:03:48.000 --> 00:03:50.000]  看這個字的自由
[00:03:50.000 --> 00:03:52.000]  你又有什麼感受呢?
[00:03:52.000 --> 00:03:54.000]  你有沒有認識的人裡面
[00:03:54.000 --> 00:03:56.000]  是有同性戀的人呢?
[00:03:56.000 --> 00:03:58.000]  作為基督徒
[00:03:58.000 --> 00:04:00.000]  你又如何看
[00:04:00.000 --> 00:04:02.000]  當我今天鼓勵你、邀請你
[00:04:02.000 --> 00:04:04.000]  要去和同性戀
[00:04:04.000 --> 00:04:06.000]  傳福音的時候
[00:04:06.000 --> 00:04:08.000]  你覺得同性戀和福音
[00:04:08.000 --> 00:04:10.000]  有什麼關係呢?在對立裡面
[00:04:10.000 --> 00:04:12.000]  你覺得同性戀的朋友
[00:04:12.000 --> 00:04:14.000]  會不會傳福音?
[00:04:14.000 --> 00:04:16.000]  或者在這個對立裡面
[00:04:16.000 --> 00:04:18.000]  你覺得耶穌會不會幫助
[00:04:18.000 --> 00:04:20.000]  同性戀的人呢?
[00:04:20.000 --> 00:04:22.000]  我很想跟你一起討論這個課題
[00:04:22.000 --> 00:04:24.000]  會看的經文
[00:04:24.000 --> 00:04:26.000]  在約翰福音第九章
[00:04:26.000 --> 00:04:28.000]  1-12節,一個盲人
[00:04:28.000 --> 00:04:30.000]  遇見耶穌的故事
[00:04:30.000 --> 00:04:32.000]  在今天的經文裡面
[00:04:32.000 --> 00:04:34.000]  我看到一個人
[00:04:34.000 --> 00:04:36.000]  他和同性戀者
[00:04:36.000 --> 00:04:38.000]  現在的同性戀者的處境
[00:04:38.000 --> 00:04:40.000]  有一種很相似
[00:04:40.000 --> 00:04:42.000]  就是經文裡面的主角
[00:04:42.000 --> 00:04:44.000]  一個盲人
[00:04:44.000 --> 00:04:46.000]  我進入經文
[00:04:46.000 --> 00:04:48.000]  今天我會分三點講
[00:04:48.000 --> 00:04:50.000]  第一點,我的題目叫做
[00:04:50.000 --> 00:04:52.000]  問誰做錯事,不如問你要做的事
[00:04:52.000 --> 00:04:54.000]  經文是1-5節
[00:04:54.000 --> 00:04:56.000]  很想透過這個分題
[00:04:56.000 --> 00:04:58.000]  和大家討論一件事
[00:04:58.000 --> 00:05:00.000]  我們應該用什麼眼光
[00:05:00.000 --> 00:05:02.000]  來看同性戀者呢?
[00:05:02.000 --> 00:05:04.000]  經文在九章第一節五節
[00:05:04.000 --> 00:05:06.000]  請你先幫我讀第一節五節
[00:05:06.000 --> 00:05:08.000]  1-2-3
[00:05:08.000 --> 00:05:12.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:12.000 --> 00:05:16.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:16.000 --> 00:05:20.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:20.000 --> 00:05:24.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:24.000 --> 00:05:28.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:28.000 --> 00:05:32.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:32.000 --> 00:05:36.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:36.000 --> 00:05:40.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:40.000 --> 00:05:44.000]  ( 同性戀者 問誰做錯事,不如問你要做的事 )
[00:05:44.000 --> 00:05:48.000]  ( 同性戀者 問誰做錯事,不如問你要的事 )
[00:05:48.000 --> 00:05:52.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
[00:05:52.000 --> 00:05:56.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
[00:05:56.000 --> 00:06:00.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
[00:06:00.000 --> 00:06:04.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
[00:06:04.000 --> 00:06:08.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
[00:06:08.000 --> 00:06:12.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
[00:06:12.000 --> 00:06:16.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
[00:06:16.000 --> 00:06:20.000]  ( 同性戀者 問誰做錯事,不如問要的事 )
