
[00:00:00.000 --> 00:00:05.000]  好,大英姐妹,早安!
[00:00:05.000 --> 00:00:07.000]  好久沒見大家!
[00:00:07.000 --> 00:00:11.000]  好開心啊!今天能夠回來青少報講道
[00:00:11.000 --> 00:00:13.000]  大家知道我是誰嗎?
[00:00:13.000 --> 00:00:14.000]  都知道啊!
[00:00:14.000 --> 00:00:17.000]  但是黑黑黑的,其實也不是黑黑黑的
[00:00:17.000 --> 00:00:21.000]  而是我是看得很清楚大家的樣子
[00:00:21.000 --> 00:00:23.000]  我先介紹一下自己
[00:00:23.000 --> 00:00:27.000]  我要阿HOW,陳佩號傳道
[00:00:27.000 --> 00:00:30.000]  可能大家都見過我了
[00:00:30.000 --> 00:00:33.000]  離開了青少報幾個月而已
[00:00:33.000 --> 00:00:35.000]  其實不是很多時間
[00:00:35.000 --> 00:00:38.000]  五月我去了兒童報
[00:00:38.000 --> 00:00:43.000]  今天回來青少報有機會講道
[00:00:43.000 --> 00:00:45.000]  很感動,我覺得在樓下
[00:00:45.000 --> 00:00:49.000]  不知道,那種感受好像又離開了
[00:00:49.000 --> 00:00:51.000]  但是又回來
[00:00:51.000 --> 00:00:54.000]  然後弟兄姊妹,同工又很歡迎
[00:00:54.000 --> 00:00:57.000]  剛才我們祈禱的時候
[00:00:57.000 --> 00:00:59.000]  Watchman也跟我聊天
[00:00:59.000 --> 00:01:02.000]  說「你好,我們是好朋友來的」
[00:01:02.000 --> 00:01:05.000]  都是很好的弟兄姊妹
[00:01:05.000 --> 00:01:07.000]  我介紹了自己
[00:01:07.000 --> 00:01:09.000]  雖然這段時間我都講了幾分鐘
[00:01:09.000 --> 00:01:12.000]  不如先打招呼跟大家,好嗎?
[00:01:12.000 --> 00:01:14.000]  跟你旁邊的那個呢?
[00:01:14.000 --> 00:01:16.000]  你先幫我拍一下,因為我們聽到嘛
[00:01:16.000 --> 00:01:18.000]  那就要精神的,好嗎?
[00:01:18.000 --> 00:01:21.000]  我也分享一下自己近況
[00:01:21.000 --> 00:01:25.000]  我是爸爸,有兩個小朋友
[00:01:25.000 --> 00:01:29.000]  所以很感恩,有機會去到兒童報服侍
[00:01:29.000 --> 00:01:35.000]  下樓的時候,場景跟現在完全不同了
[00:01:35.000 --> 00:01:37.000]  以前就跟你們接觸多一點
[00:01:37.000 --> 00:01:41.000]  現在就接觸小朋友,很可愛
[00:01:41.000 --> 00:01:44.000]  變成自己的動態都不知道為什麼
[00:01:44.000 --> 00:01:48.000]  很自然,好像很可愛
[00:01:48.000 --> 00:01:51.000]  接觸了爸爸媽媽
[00:01:51.000 --> 00:01:54.000]  大家分享小朋友的時候
[00:01:54.000 --> 00:01:56.000]  又很有心、努力情
[00:01:56.000 --> 00:02:01.000]  這段時間就在兒童報的情況
[00:02:01.000 --> 00:02:03.000]  大家都紀念我,好嗎?
[00:02:03.000 --> 00:02:05.000]  紀念我在兒童報的適應
[00:02:05.000 --> 00:02:07.000]  但是我之前講過
[00:02:07.000 --> 00:02:08.000]  我以前在12樓
[00:02:08.000 --> 00:02:11.000]  現在就去了5、6、7、8、9樓
[00:02:11.000 --> 00:02:13.000]  還有練了我的腳骨力
[00:02:13.000 --> 00:02:16.000]  每個星期天,從5樓、6樓、7樓、8樓、9樓
[00:02:16.000 --> 00:02:19.000]  再上去,再下樓
[00:02:19.000 --> 00:02:23.000]  分兩場,所以來來走去
[00:02:23.000 --> 00:02:27.000]  這就是我剛剛在兒童報的狀況
[00:02:27.000 --> 00:02:28.000]  大家紀念,好嗎?
[00:02:28.000 --> 00:02:30.000]  感謝神
[00:02:30.000 --> 00:02:32.000]  雖然我不在青少報
[00:02:32.000 --> 00:02:34.000]  不過David牧師很好
[00:02:34.000 --> 00:02:38.000]  他說不如你們兩個月回來講一次
[00:02:38.000 --> 00:02:41.000]  當然好,我真的很想回來
[00:02:41.000 --> 00:02:42.000]  雖然我在下面
[00:02:42.000 --> 00:02:46.000]  但是我很想回來見大家
[00:02:46.000 --> 00:02:49.000]  其實我偶爾也在後面
[00:02:49.000 --> 00:02:51.000]  你不知道,我有時候鬼鬼祟祟
[00:02:51.000 --> 00:02:52.000]  跑到後面看你們
[00:02:52.000 --> 00:02:54.000]  然後又下去
[00:02:54.000 --> 00:02:58.000]  所以希望兩個月左右
[00:02:58.000 --> 00:03:01.000]  有一次回來跟大家分享訊息
[00:03:01.000 --> 00:03:02.000]  OK吧?
[00:03:02.000 --> 00:03:04.000]  OK吧?
[00:03:04.000 --> 00:03:07.000]  不如我們開始講,好嗎?
[00:03:07.000 --> 00:03:11.000]  今天我的題目叫「中光之父的光」
[00:03:11.000 --> 00:03:13.000]  OK吧?
[00:03:13.000 --> 00:03:16.000]  因為青少報給我的題目是跟「光」有關
[00:03:16.000 --> 00:03:21.000]  我想這個月大家的講題應該也是跟「光」有關
[00:03:21.000 --> 00:03:28.000]  我想青少報很想我們每一個都成為「光」
[00:03:28.000 --> 00:03:30.000]  什麼叫成為「光」?
[00:03:30.000 --> 00:03:35.000]  我們的生命能夠像「光」那樣呈現出來
[00:03:35.000 --> 00:03:38.000]  人家見到我們的時候,好像見到耶穌一樣
[00:03:38.000 --> 00:03:41.000]  我給你一些人物看,你覺得那些是不是「光」?
[00:03:41.000 --> 00:03:43.000]  你覺得那些明星是不是「光」?
[00:03:43.000 --> 00:03:46.000]  我不是很更新,不過我經常聽到
[00:03:46.000 --> 00:03:53.000]  什麼Mirror,什麼Ever,什麼Columbia,什麼的
[00:03:53.000 --> 00:03:55.000]  但是不知道為什麼大家聽到這些名字
[00:03:55.000 --> 00:03:58.000]  哇!就是這樣,我不知道
[00:03:58.000 --> 00:04:03.000]  什麼桃,什麼薑,薑又辣,又桃
[00:04:03.000 --> 00:04:04.000]  好像是吧?
[00:04:04.000 --> 00:04:06.000]  這些是不是「光」呢?你覺得
[00:04:06.000 --> 00:04:08.000]  是啊
[00:04:08.000 --> 00:04:13.000]  讀書了,讀名校,考第一名
[00:04:13.000 --> 00:04:15.000]  現在還有沒有品學兼優那些?
[00:04:15.000 --> 00:04:18.000]  我們以前叫品學兼優
[00:04:18.000 --> 00:04:22.000]  那些是不是發光呢?一見到,哇!什麼姓?
[00:04:22.000 --> 00:04:26.000]  是不是ST那些?那些很光的
[00:04:26.000 --> 00:04:30.000]  但是有時候這個階段,有時候你看到那些帥哥帥女
[00:04:30.000 --> 00:04:34.000]  好像鍾思哲那樣帥
[00:04:34.000 --> 00:04:36.000]  是不是?我叫他一名
[00:04:36.000 --> 00:04:40.000]  哇!好帥啊!是不是?
[00:04:40.000 --> 00:04:41.000]  高大威猛啊!
[00:04:41.000 --> 00:04:45.000]  哇!這些是不是發光呢?
[00:04:45.000 --> 00:04:47.000]  也是的
[00:04:47.000 --> 00:04:50.000]  因為最近是奧運會
[00:04:50.000 --> 00:04:53.000]  2021年東京奧運會
[00:04:53.000 --> 00:04:56.000]  我想大家在Facebook裡面有聽過
[00:04:56.000 --> 00:05:00.000]  我發覺這個很激盪,我心靈
[00:05:00.000 --> 00:05:03.000]  是什麼呢?這個奧運會是在2012年的
[00:05:03.000 --> 00:05:05.000]  不是東京奧運會
[00:05:05.000 --> 00:05:07.000]  2012年的時候叫倫敦奧運會
[00:05:07.000 --> 00:05:10.000]  有一個跑手叫安納亞
[00:05:10.000 --> 00:05:11.000]  後面那個,當然是
[00:05:11.000 --> 00:05:14.000]  在這場比賽裡面,他輸了
[00:05:14.000 --> 00:05:16.000]  他輸了第二
[00:05:16.000 --> 00:05:19.000]  但是他雖然輸了第二
[00:05:19.000 --> 00:05:21.000]  他不是贏了第一
[00:05:21.000 --> 00:05:27.000]  但是他反過來,其他人給他一個最大的掌聲
[00:05:27.000 --> 00:05:30.000]  我想問一下,有沒有人聽過這個?
[00:05:30.000 --> 00:05:33.000]  我真的要說一下,再認真說一下
[00:05:33.000 --> 00:05:35.000]  我以為大家已經知道了
[00:05:35.000 --> 00:05:40.000]  原來這個比賽是在西班牙
[00:05:40.000 --> 00:05:43.000]  跟我們平時的球場有點不同
[00:05:43.000 --> 00:05:47.000]  主辦機構把頒獎台
[00:05:47.000 --> 00:05:49.000]  球球那些,就是頒獎台
[00:05:49.000 --> 00:05:52.000]  就設在終點的後面10公里
[00:05:52.000 --> 00:05:55.000]  然後有一個當時
[00:05:55.000 --> 00:06:00.000]  當時是三千米障礙賽的銅牌得主
[00:06:00.000 --> 00:06:01.000]  那個名字,狠亞跑手
[00:06:01.000 --> 00:06:03.000]  叫做木泰
[00:06:03.000 --> 00:06:05.000]  男人來的,不是木泰
[00:06:05.000 --> 00:06:06.000]  是木泰
[00:06:06.000 --> 00:06:09.000]  我想說木泰
