
[00:00:00.000 --> 00:00:02.000]  丁姐妹 午安
[00:00:02.000 --> 00:00:04.000]  好感恩
[00:00:04.000 --> 00:00:06.000]  也感謝敬拜隊帶領我們一起敬拜
[00:00:06.000 --> 00:00:09.000]  Sheryl主席其實很有情感
[00:00:09.000 --> 00:00:10.000]  情感很豐富
[00:00:10.000 --> 00:00:12.000]  雖然外表硬朗
[00:00:12.000 --> 00:00:14.000]  但當她爆發的時候
[00:00:14.000 --> 00:00:16.000]  就一發幫我收拾
[00:00:16.000 --> 00:00:18.000]  好感恩讓我們彼此學習
[00:00:18.000 --> 00:00:19.000]  我不知道敬拜的時候
[00:00:19.000 --> 00:00:23.000]  在敬拜裡面神和你的生命有什麼對話
[00:00:23.000 --> 00:00:26.000]  神就透過主席邀請我們回到祂面前
[00:00:26.000 --> 00:00:28.000]  回到祂面前可以去敬拜祂
[00:00:28.000 --> 00:00:30.000]  真誠地去將我們的心底話
[00:00:30.000 --> 00:00:32.000]  將我們生命裡面所經歷過的事情
[00:00:32.000 --> 00:00:34.000]  去分享給祂知道
[00:00:34.000 --> 00:00:36.000]  這個過程 這個對話的過程裡面
[00:00:36.000 --> 00:00:38.000]  我們生命就會體會
[00:00:38.000 --> 00:00:40.000]  體驗這個真實的上帝
[00:00:40.000 --> 00:00:42.000]  確實在我們生命裡面
[00:00:42.000 --> 00:00:43.000]  跟我們一起
[00:00:43.000 --> 00:00:45.000]  並且讓我們知道
[00:00:45.000 --> 00:00:47.000]  我們可以怎樣繼續走下去
[00:00:47.000 --> 00:00:48.000]  這個很重要的
[00:00:48.000 --> 00:00:51.000]  很開心今天跟大家一起分享一場話
[00:00:51.000 --> 00:00:53.000]  又是我 是不是
[00:00:53.000 --> 00:00:54.000]  下個禮拜可能都是我
[00:00:54.000 --> 00:00:55.000]  我也想 是不是
[00:00:55.000 --> 00:00:57.000]  應該不是
[00:00:57.000 --> 00:00:59.000]  拍網今天透過這段經文
[00:00:59.000 --> 00:01:01.000]  CB13篇讓大家一起去認識
[00:01:01.000 --> 00:01:03.000]  當我們的生命真的確實
[00:01:03.000 --> 00:01:05.000]  遇到一些很大的挑戰的時候
[00:01:05.000 --> 00:01:07.000]  我們怎樣去回應呢
[00:01:07.000 --> 00:01:09.000]  為什麼會遇到一個題目呢
[00:01:09.000 --> 00:01:11.000]  我近來就跟很多不同的年齡
[00:01:11.000 --> 00:01:13.000]  年紀的青年人談話
[00:01:13.000 --> 00:01:17.000]  中間裡面有高中生 有一些大專的
[00:01:17.000 --> 00:01:19.000]  其實比較多現在是初職
[00:01:19.000 --> 00:01:21.000]  跟他們談話不約而同
[00:01:21.000 --> 00:01:22.000]  這段時間裡面
[00:01:22.000 --> 00:01:24.000]  其中一個話題就是在說
[00:01:24.000 --> 00:01:25.000]  其實他們當他們出來工作
[00:01:25.000 --> 00:01:27.000]  或者面對人生很多事情的時候
[00:01:27.000 --> 00:01:29.000]  他們不能夠察覺到
[00:01:29.000 --> 00:01:31.000]  上帝在他們生命裡面
[00:01:31.000 --> 00:01:32.000]  或者在這一刻
[00:01:32.000 --> 00:01:34.000]  或者他正面對著處境裡面
[00:01:34.000 --> 00:01:35.000]  正在存在著
[00:01:35.000 --> 00:01:37.000]  他不能夠察覺到
[00:01:37.000 --> 00:01:39.000]  或者他不能夠掌握到
[00:01:39.000 --> 00:01:40.000]  究竟上帝在做什麼
[00:01:40.000 --> 00:01:43.000]  當然可能是因為他遭遇的事情
[00:01:43.000 --> 00:01:45.000]  是比較困難的時候
[00:01:45.000 --> 00:01:47.000]  可能是一些他自己很想逃離
[00:01:47.000 --> 00:01:49.000]  或者很想快點去過
[00:01:49.000 --> 00:01:51.000]  不想在那裡掙扎
[00:01:51.000 --> 00:01:52.000]  不想在那裡見到
[00:01:52.000 --> 00:01:53.000]  面對這些事情
[00:01:53.000 --> 00:01:54.000]  所以他在問
[00:01:54.000 --> 00:01:55.000]  究竟上帝你在哪裡
[00:01:55.000 --> 00:01:56.000]  為什麼你不出手
[00:01:56.000 --> 00:01:58.000]  甚或是他可能會覺得
[00:01:58.000 --> 00:02:00.000]  上帝是不是玩弄我呢
[00:02:00.000 --> 00:02:03.000]  為什麼讓我有這樣的遭遇
[00:02:03.000 --> 00:02:05.000]  為什麼你在這個過程裡
[00:02:05.000 --> 00:02:06.000]  這條線很危險
[00:02:06.000 --> 00:02:07.000]  我經常走下去
[00:02:07.000 --> 00:02:08.000]  我怕會被人擊倒
[00:02:08.000 --> 00:02:12.000]  那等姐妹就會有這樣的疑問
[00:02:12.000 --> 00:02:13.000]  我就是在思考
[00:02:13.000 --> 00:02:15.000]  如何在過程中讓他們
[00:02:15.000 --> 00:02:17.000]  看到上帝在那裡
[00:02:17.000 --> 00:02:19.000]  當然我當然知道自己的限制
[00:02:19.000 --> 00:02:20.000]  能夠看到上帝
[00:02:20.000 --> 00:02:22.000]  其實是因為聖靈的工作
[00:02:22.000 --> 00:02:23.000]  當然作為牧師
[00:02:23.000 --> 00:02:25.000]  我當然很想在過程中
[00:02:25.000 --> 00:02:26.000]  跟他去分析
[00:02:26.000 --> 00:02:27.000]  讓他知道
[00:02:27.000 --> 00:02:28.000]  其實也不是
[00:02:28.000 --> 00:02:29.000]  上帝也在那裡
[00:02:29.000 --> 00:02:31.000]  上帝在做這些事情
[00:02:31.000 --> 00:02:32.000]  上帝透過那些人
[00:02:32.000 --> 00:02:35.000]  那些事希望讓你看到他存在
[00:02:35.000 --> 00:02:36.000]  當然作為牧養的我
[00:02:36.000 --> 00:02:37.000]  我當然很想去分享給他知道
[00:02:37.000 --> 00:02:39.000]  希望他在找
[00:02:39.000 --> 00:02:40.000]  或者讓他看到這些事情
[00:02:40.000 --> 00:02:42.000]  確實有時候人遇到一些事情
[00:02:42.000 --> 00:02:44.000]  或者遇到一些困難
[00:02:44.000 --> 00:02:46.000]  我們真的遇見不到上帝
[00:02:46.000 --> 00:02:48.000]  聖靈裡面也有不少的例子
[00:02:48.000 --> 00:02:49.000]  如果你有印象記得約伯
[00:02:49.000 --> 00:02:50.000]  其實他的遭遇
[00:02:50.000 --> 00:02:51.000]  如果你在約伯的地方
[00:02:51.000 --> 00:02:52.000]  你一定知道
[00:02:52.000 --> 00:02:55.000]  他人生裡面有很多好的事情
[00:02:55.000 --> 00:02:56.000]  但是當聖經告訴我們
[00:02:56.000 --> 00:02:58.000]  他要受試煉的時候
[00:02:58.000 --> 00:02:59.000]  他也有問好
[00:02:59.000 --> 00:03:01.000]  甚至心裡面有埋怨
[00:03:01.000 --> 00:03:03.000]  是不是有作出一些憤怒
[00:03:03.000 --> 00:03:04.000]  為什麼會這樣
[00:03:04.000 --> 00:03:05.000]  也是的
[00:03:05.000 --> 00:03:06.000]  原來我們只是透過外面
[00:03:06.000 --> 00:03:07.000]  或者我們所見到的事情
[00:03:07.000 --> 00:03:09.000]  去衡量這個上帝在不在
[00:03:09.000 --> 00:03:11.000]  坦白說我們也很難衡量得到
[00:03:11.000 --> 00:03:12.000]  舉個例子
[00:03:12.000 --> 00:03:14.000]  雖然有些事情可能不是你埋身的
[00:03:14.000 --> 00:03:15.000]  你看到有戰亂
[00:03:15.000 --> 00:03:17.000]  你看到有饑荒
[00:03:17.000 --> 00:03:19.000]  你看到有人無辜受害
[00:03:19.000 --> 00:03:20.000]  這些事情可能你都會問
[00:03:20.000 --> 00:03:21.000]  究竟上帝在哪裡
[00:03:21.000 --> 00:03:23.000]  為什麼要讓人的痛苦繼續在
[00:03:23.000 --> 00:03:25.000]  這些都是我們會問的問題
[00:03:25.000 --> 00:03:28.000]  今天我也想跟大家一起分享一下
[00:03:28.000 --> 00:03:31.000]  如果真的在我們信仰生活裡面
[00:03:31.000 --> 00:03:32.000]  或者在我們信仰裡面
[00:03:32.000 --> 00:03:35.000]  假設這個隱藏的上帝
[00:03:35.000 --> 00:03:36.000]  隱藏的上帝不等於他不在
[00:03:36.000 --> 00:03:37.000]  不過隱藏了
[00:03:37.000 --> 00:03:39.000]  這一句說話本身就已經
[00:03:39.000 --> 00:03:40.000]  我的理解應該他在了
[00:03:40.000 --> 00:03:42.000]  不過隱藏了
[00:03:42.000 --> 00:03:44.000]  當你見不到這個上帝
[00:03:44.000 --> 00:03:45.000]  在我們的生命裡面
[00:03:45.000 --> 00:03:47.000]  或者你發現不到他的足跡的時候
[00:03:47.000 --> 00:03:49.000]  那你應該怎樣走出來呢
