
[00:00:00.000 --> 00:00:02.000]  非常好,感謝主
[00:00:02.000 --> 00:00:04.000]  人靜拜隊在中間打齊敬拜神
[00:00:04.000 --> 00:00:06.000]  我不知道你敬拜神有什麼體會
[00:00:06.000 --> 00:00:08.000]  我經常都覺得對我來說
[00:00:08.000 --> 00:00:10.000]  這個信仰如果沒有了敬拜這回事
[00:00:10.000 --> 00:00:12.000]  其實我也不知道怎麼搞
[00:00:12.000 --> 00:00:14.000]  因為敬拜唱詩歌,當然看性命很重要
[00:00:14.000 --> 00:00:16.000]  唱詩歌的時候
[00:00:16.000 --> 00:00:18.000]  更加讓我認定我所唱的對象是誰
[00:00:18.000 --> 00:00:20.000]  這個我經常都這樣跟自己說
[00:00:20.000 --> 00:00:22.000]  在神面前,當我唱出這些詩歌的時候
[00:00:22.000 --> 00:00:24.000]  歌裡面的歌詞也是我所宣認的
[00:00:24.000 --> 00:00:26.000]  當我唱的時候
[00:00:26.000 --> 00:00:28.000]  帶來給我的生命就有力量
[00:00:28.000 --> 00:00:30.000]  更加我們現在聽神的說話
[00:00:30.000 --> 00:00:32.000]  讓神的說話在中間引導我們的生命
[00:00:32.000 --> 00:00:34.000]  鼓勵我們
[00:00:34.000 --> 00:00:36.000]  讓我們在不同的時日
[00:00:36.000 --> 00:00:38.000]  都要認定上帝的話
[00:00:38.000 --> 00:00:40.000]  神的說話是我們生命裡面
[00:00:40.000 --> 00:00:42.000]  很重要的指引
[00:00:42.000 --> 00:00:44.000]  幫助我們在生活上
[00:00:44.000 --> 00:00:46.000]  在面對事情上
[00:00:46.000 --> 00:00:48.000]  我們可以用神的說話
[00:00:48.000 --> 00:00:50.000]  知道我們可以怎樣走下去
[00:00:50.000 --> 00:00:52.000]  這很重要的
[00:00:52.000 --> 00:00:54.000]  跟你旁邊的那個說,告訴他
[00:00:54.000 --> 00:00:56.000]  請你聰明一點
[00:00:56.000 --> 00:00:58.000]  沒錯
[00:00:58.000 --> 00:01:00.000]  後面的眼燈好像很黑
[00:01:00.000 --> 00:01:02.000]  還是我現在的眼睛
[00:01:02.000 --> 00:01:04.000]  開始有點老花
[00:01:04.000 --> 00:01:06.000]  是不是暗了
[00:01:06.000 --> 00:01:08.000]  是
[00:01:08.000 --> 00:01:10.000]  我要配一配眼鏡
[00:01:10.000 --> 00:01:12.000]  我喜歡看你的樣子
[00:01:12.000 --> 00:01:14.000]  看看你的樣子在不在
[00:01:14.000 --> 00:01:16.000]  跟大家分享一整天的說話
[00:01:16.000 --> 00:01:18.000]  對我來說都是很重要的
[00:01:18.000 --> 00:01:20.000]  這個職事
[00:01:20.000 --> 00:01:22.000]  對我來說,特別在港島服侍
[00:01:22.000 --> 00:01:24.000]  是我更花心機和努力
[00:01:24.000 --> 00:01:26.000]  去學習的一個鏡子
[00:01:26.000 --> 00:01:28.000]  我自己的目的其中一個很重要的地方
[00:01:28.000 --> 00:01:30.000]  我寫的都覺得
[00:01:30.000 --> 00:01:32.000]  每一次講到我預備一篇講章
[00:01:32.000 --> 00:01:34.000]  很想讓我看這段聖經裡面
[00:01:34.000 --> 00:01:36.000]  所領受到
[00:01:36.000 --> 00:01:38.000]  跟大家一起分享我所領受到的事情
[00:01:38.000 --> 00:01:40.000]  但同樣
[00:01:40.000 --> 00:01:42.000]  我每一次預備的時候,我心裡都覺得
[00:01:42.000 --> 00:01:44.000]  這篇講章都是跟我的生命說話
[00:01:44.000 --> 00:01:46.000]  當我寫這篇講章的時候
[00:01:46.000 --> 00:01:48.000]  也是教我自己
[00:01:48.000 --> 00:01:50.000]  怎樣透過這篇講章的內容
[00:01:50.000 --> 00:01:52.000]  叫我在生活上可以
[00:01:52.000 --> 00:01:54.000]  做到那篇講章裡面所說的事情
[00:01:54.000 --> 00:01:56.000]  重申,我相信講到
[00:01:56.000 --> 00:01:58.000]  是要告訴你神的說話是什麼
[00:01:58.000 --> 00:02:00.000]  我想我們不能夠每一個人聽完之後
[00:02:00.000 --> 00:02:02.000]  立刻做到,我經常都說
[00:02:02.000 --> 00:02:04.000]  如果講到,做到就發達了
[00:02:04.000 --> 00:02:06.000]  發達不是錢
[00:02:06.000 --> 00:02:08.000]  如果講到,等於節目聽完之後
[00:02:08.000 --> 00:02:10.000]  做到,整個世界就不同了
[00:02:10.000 --> 00:02:12.000]  確實不是如此
[00:02:12.000 --> 00:02:14.000]  所以講到只是一個過程
[00:02:14.000 --> 00:02:16.000]  聽完到
[00:02:16.000 --> 00:02:18.000]  靠聖靈去行道
[00:02:18.000 --> 00:02:20.000]  其實才是我們要學習的東西
[00:02:20.000 --> 00:02:22.000]  今天鼓勵你坐在這裡聽到的時候
[00:02:22.000 --> 00:02:24.000]  不單是聽神的說話
[00:02:24.000 --> 00:02:26.000]  更祈禱求神開放你的生命
[00:02:26.000 --> 00:02:28.000]  讓你透過聽到的時候,聖靈幫助我們去明白
[00:02:28.000 --> 00:02:30.000]  神的說話想跟我們講什麼
[00:02:30.000 --> 00:02:32.000]  這個題目叫超越友誼的關係
[00:02:32.000 --> 00:02:34.000]  好像有些人一聽到
[00:02:34.000 --> 00:02:36.000]  是不是講感情呢
[00:02:36.000 --> 00:02:38.000]  超越友誼
[00:02:38.000 --> 00:02:40.000]  通常這句說話都是
[00:02:40.000 --> 00:02:42.000]  我想跟你發生超過友誼的關係
[00:02:42.000 --> 00:02:44.000]  Leo,我應該
[00:02:44.000 --> 00:02:46.000]  Leo這個說話經常講
[00:02:46.000 --> 00:02:48.000]  Leo經常講
[00:02:48.000 --> 00:02:50.000]  超越友誼的關係
[00:02:50.000 --> 00:02:52.000]  當然我不是跟你講感情
[00:02:52.000 --> 00:02:54.000]  不是講男女
[00:02:54.000 --> 00:02:56.000]  我很想跟你講一下
[00:02:56.000 --> 00:02:58.000]  在信仰上,特別在聖靈下
[00:02:58.000 --> 00:03:00.000]  弟兄姊妹或者同朋友之間相處
[00:03:00.000 --> 00:03:02.000]  有什麼體會
[00:03:02.000 --> 00:03:04.000]  或者有什麼學習是很重要的
[00:03:04.000 --> 00:03:06.000]  盼望從這個方向,讓大家知道今天坐在這裡聽到的時候
[00:03:06.000 --> 00:03:08.000]  希望從聖經裡面去教導我們
[00:03:08.000 --> 00:03:10.000]  究竟跟弟兄姊妹相處
[00:03:10.000 --> 00:03:12.000]  有什麼態度
[00:03:12.000 --> 00:03:14.000]  什麼叫超越友誼的關係
[00:03:14.000 --> 00:03:16.000]  有什麼關係存在
[00:03:16.000 --> 00:03:18.000]  能夠保持我們在基督裡面的關係
[00:03:18.000 --> 00:03:20.000]  可以走得遠
[00:03:20.000 --> 00:03:22.000]  走得深呢
[00:03:22.000 --> 00:03:24.000]  這是我想跟大家進入這個方向一起去看看的地方
[00:03:24.000 --> 00:03:26.000]  今年的青少年部主題
[00:03:26.000 --> 00:03:28.000]  Shining across the night
[00:03:28.000 --> 00:03:30.000]  我們很想成為一個發光發亮的群體
[00:03:30.000 --> 00:03:32.000]  希望可以在群體
[00:03:32.000 --> 00:03:34.000]  在社會裡面
[00:03:34.000 --> 00:03:36.000]  甚至在我們自己的教會的群體底下
[00:03:36.000 --> 00:03:38.000]  我們每一個都想去成為神的光
[00:03:38.000 --> 00:03:40.000]  照亮我們身邊的東西
[00:03:40.000 --> 00:03:42.000]  把黑暗驅去
[00:03:42.000 --> 00:03:44.000]  這是我們的目標
[00:03:44.000 --> 00:03:46.000]  當阿君上星期開始說的時候
[00:03:46.000 --> 00:03:48.000]  都說過了
[00:03:48.000 --> 00:03:50.000]  我們這個月的主題是想跟大家一起去認識一下
[00:03:50.000 --> 00:03:52.000]  我們跟壽夫姐同行的時候
[00:03:52.000 --> 00:03:54.000]  有什麼留意
[00:03:54.000 --> 00:03:56.000]  每個講完
[00:03:56.000 --> 00:03:58.000]  每個傳道人去講這個題目的時候
[00:03:58.000 --> 00:04:00.000]  都有不同的方向
[00:04:00.000 --> 00:04:02.000]  今天我跟大家分享就是當我們遇到一些弟兄姊妹
[00:04:02.000 --> 00:04:04.000]  我們很需要跟他們同行
[00:04:04.000 --> 00:04:06.000]  作為去幫助人的人
[00:04:06.000 --> 00:04:08.000]  我們有什麼要留意
[00:04:08.000 --> 00:04:10.000]  這個跟大家一起很想去認識的東西
[00:04:10.000 --> 00:04:12.000]  我不知道你認不認同同行是一件
[00:04:12.000 --> 00:04:14.000]  很重要的事情
[00:04:14.000 --> 00:04:16.000]  同行有很多關係的
[00:04:16.000 --> 00:04:18.000]  你長大後同學同行
[00:04:18.000 --> 00:04:20.000]  回到教會裡面
[00:04:20.000 --> 00:04:22.000]  有團友同行
[00:04:22.000 --> 00:04:24.000]  現在坐在你旁邊
[00:04:24.000 --> 00:04:26.000]  你看看你旁邊的那個可能是道師
[00:04:26.000 --> 00:04:28.000]  可能是你長大了幾年
[00:04:28.000 --> 00:04:30.000]  可能長大了幾年
[00:04:30.000 --> 00:04:32.000]  的傳道人
[00:04:32.000 --> 00:04:34.000]  或者再長大幾年的牧師
[00:04:34.000 --> 00:04:36.000]  這些都是關係
[00:04:36.000 --> 00:04:38.000]  都是同行的關係
[00:04:38.000 --> 00:04:40.000]  在不同身份底下的同行
[00:04:40.000 --> 00:04:42.000]  是一件很學習的事情
[00:04:42.000 --> 00:04:44.000]  不過不知道你知不知道
[00:04:44.000 --> 00:04:46.000]  你認為
[00:04:46.000 --> 00:04:48.000]  純粹我問你
[00:04:48.000 --> 00:04:50.000]  你認為同行最重要的是什麼
[00:04:50.000 --> 00:04:52.000]  很簡單你問
[00:04:52.000 --> 00:04:54.000]  答我同行牧師
[00:04:54.000 --> 00:04:56.000]  同行應該有很重要的元素
[00:04:56.000 --> 00:04:58.000]  你認為同行有什麼重要的元素
[00:04:58.000 --> 00:05:00.000]  一般人而言
[00:05:00.000 --> 00:05:02.000]  很多人這樣說
[00:05:02.000 --> 00:05:04.000]  同行應該是什麼
[00:05:04.000 --> 00:05:06.000]  齊上齊落同一陣線
[00:05:06.000 --> 00:05:08.000]  但一條心的希望可以同一個立場
[00:05:08.000 --> 00:05:10.000]  是一件同行的事
[00:05:10.000 --> 00:05:12.000]  當然每個人心目中
[00:05:12.000 --> 00:05:14.000]  去理解同行是什麼回事
[00:05:14.000 --> 00:05:16.000]  是很主觀的
