
[00:00:00.000 --> 00:00:05.000]  謝謝京拜隊帶領我們一個很好的京拜
[00:00:05.000 --> 00:00:08.000]  剛才在京拜裡面我有一個體會
[00:00:08.000 --> 00:00:13.000]  可能最近也很忙,腦袋也很混亂
[00:00:13.000 --> 00:00:16.000]  有一首歌叫「仍能讚美」
[00:00:16.000 --> 00:00:20.000]  我就想,為何今天我們仍然讚美呢?
[00:00:20.000 --> 00:00:22.000]  不是因為我已經解決了一些事情
[00:00:22.000 --> 00:00:24.000]  很煩的事情又處理了,也不是
[00:00:24.000 --> 00:00:28.000]  仍然有很多事情要處理
[00:00:28.000 --> 00:00:33.000]  能夠讚美,我很相信天護上帝會帶我經過這些事情
[00:00:33.000 --> 00:00:36.000]  所以我仍然今天可以選擇讚美他
[00:00:36.000 --> 00:00:38.000]  高舉他的名
[00:00:38.000 --> 00:00:41.000]  我不知道今天大家的狀態如何
[00:00:41.000 --> 00:00:44.000]  希望透過京拜,透過講道
[00:00:44.000 --> 00:00:48.000]  上帝也跟你說話,繼續堅定你的信心
[00:00:48.000 --> 00:00:51.000]  好,接下來是講道的時間
[00:00:51.000 --> 00:00:53.000]  應該大家都知道的
[00:00:53.000 --> 00:00:57.000]  青少報新一年的主題是展現上帝的國
[00:00:57.000 --> 00:00:59.000]  成為基督的精兵
[00:00:59.000 --> 00:01:04.000]  而做精兵其中一個很重要的元素就是馴服
[00:01:04.000 --> 00:01:09.000]  所以今天也很想跟大家一起學習關於馴服的事情
[00:01:09.000 --> 00:01:13.000]  特別是在關係上馴服的功課
[00:01:13.000 --> 00:01:19.000]  人是群體生活,我們同一個人也在建立不同的關係
[00:01:19.000 --> 00:01:22.000]  有時候關係未必是那麼順利的
[00:01:22.000 --> 00:01:24.000]  有時候又會不喜歡對方
[00:01:24.000 --> 00:01:26.000]  又或者對方不喜歡我
[00:01:26.000 --> 00:01:29.000]  有時候我會生他氣,或者他生我氣
[00:01:29.000 --> 00:01:32.000]  如何復和呢?
[00:01:32.000 --> 00:01:35.000]  如何按照上帝的心意能夠彼此相愛呢?
[00:01:35.000 --> 00:01:38.000]  我在網上看到一條影片
[00:01:38.000 --> 00:01:43.000]  說有五個你應該離開關係的精兵
[00:01:43.000 --> 00:01:46.000]  如果你有以下的情況出現
[00:01:46.000 --> 00:01:50.000]  你要想想,你的關係不一定是男女朋友
[00:01:50.000 --> 00:01:53.000]  可以是好朋友的關係
[00:01:53.000 --> 00:01:56.000]  你就想想,究竟是不是要跟他做好朋友
[00:01:56.000 --> 00:01:59.000]  或者是否繼續跟他拍拖
[00:01:59.000 --> 00:02:03.000]  第一個徵兆就是神奇比率
[00:02:03.000 --> 00:02:05.000]  簡單來說就是
[00:02:05.000 --> 00:02:09.000]  你開心的回憶是應該多過傷心的回憶
[00:02:09.000 --> 00:02:14.000]  他就說應該不要大概五比一
[00:02:14.000 --> 00:02:17.000]  你應該不會太多傷心的回憶
[00:02:17.000 --> 00:02:19.000]  如果你發覺傷心的回憶多過開心的回憶
[00:02:19.000 --> 00:02:22.000]  你的關係也很危險
[00:02:22.000 --> 00:02:24.000]  第二個就是滅事
[00:02:24.000 --> 00:02:26.000]  簡單來說就是反白眼
[00:02:26.000 --> 00:02:28.000]  懂不懂?
[00:02:28.000 --> 00:02:31.000]  我很強的,我經常反我老公白眼
[00:02:31.000 --> 00:02:33.000]  簡單來說就是
[00:02:33.000 --> 00:02:35.000]  一些不喜歡的東西,你會覺得很不喜歡他
[00:02:35.000 --> 00:02:37.000]  或者是不認同他
[00:02:37.000 --> 00:02:39.000]  甚至乎看不起他
[00:02:39.000 --> 00:02:40.000]  你被人反白眼
[00:02:40.000 --> 00:02:42.000]  如果你發覺你跟你的朋友或情侶
[00:02:42.000 --> 00:02:45.000]  說他經常反你白眼,不認同你
[00:02:45.000 --> 00:02:48.000]  又或者常常都在一個很高的位置
[00:02:48.000 --> 00:02:50.000]  我做什麼都是低能白痴的
[00:02:50.000 --> 00:02:53.000]  這樣的情況,你的關係也有點危險
[00:02:53.000 --> 00:02:57.000]  第三個就是你純粹為了繼續而繼續
[00:02:57.000 --> 00:02:59.000]  好像這首歌一樣
[00:02:59.000 --> 00:03:00.000]  說什麼呢?
[00:03:00.000 --> 00:03:02.000]  這首歌很久了,你應該不認識的
[00:03:02.000 --> 00:03:04.000]  他就說為了做而做
[00:03:04.000 --> 00:03:05.000]  沒什麼期望的
[00:03:05.000 --> 00:03:07.000]  不過認識了那麼久了
[00:03:07.000 --> 00:03:08.000]  就出去看看吧
[00:03:08.000 --> 00:03:10.000]  見面看看吧
[00:03:10.000 --> 00:03:13.000]  對方也未必很有吸引力
[00:03:13.000 --> 00:03:15.000]  也未必很想去
[00:03:15.000 --> 00:03:16.000]  不過認識了那麼久了
[00:03:16.000 --> 00:03:18.000]  也不要不去
[00:03:18.000 --> 00:03:20.000]  只是為了做而做
[00:03:20.000 --> 00:03:22.000]  第四個就是
[00:03:22.000 --> 00:03:24.000]  對方在我的生命裡
[00:03:24.000 --> 00:03:26.000]  也沒有什麼重要的角色
[00:03:26.000 --> 00:03:28.000]  簡單來說,在我的人生裡
[00:03:28.000 --> 00:03:29.000]  很多重要的時刻
[00:03:29.000 --> 00:03:30.000]  他沒有出現過
[00:03:30.000 --> 00:03:32.000]  而你也沒有出現過
[00:03:32.000 --> 00:03:35.000]  在他很多重要的時刻裡
[00:03:35.000 --> 00:03:37.000]  最後一個徵兆就是
[00:03:37.000 --> 00:03:39.000]  關係之間完全沒有衝突
[00:03:39.000 --> 00:03:40.000]  可能你聽到
[00:03:40.000 --> 00:03:42.000]  不是啊,不是多好
[00:03:42.000 --> 00:03:44.000]  沒有衝突不是一件好事嗎?
[00:03:44.000 --> 00:03:46.000]  不是啊,他這樣說
[00:03:46.000 --> 00:03:49.000]  就是說你有問題,但你們不處理
[00:03:49.000 --> 00:03:51.000]  也懶得有衝突
[00:03:51.000 --> 00:03:52.000]  也懶得理會
[00:03:52.000 --> 00:03:53.000]  放在一旁
[00:03:53.000 --> 00:03:55.000]  沒有動機、沒有期望去處理
[00:03:55.000 --> 00:03:57.000]  有問題就不理會了
[00:03:57.000 --> 00:03:58.000]  這段影片的那個人
[00:03:58.000 --> 00:04:00.000]  我估計他應該也是讀心理學的
[00:04:00.000 --> 00:04:01.000]  他就說
[00:04:01.000 --> 00:04:04.000]  如果你有這五個徵兆出現的話
[00:04:04.000 --> 00:04:05.000]  他就說
[00:04:05.000 --> 00:04:07.000]  你們關係也很難保持
[00:04:07.000 --> 00:04:09.000]  不如可能分開一下
[00:04:09.000 --> 00:04:12.000]  會不會是一個更好的方案呢?
[00:04:12.000 --> 00:04:14.000]  但是呢
[00:04:14.000 --> 00:04:16.000]  不知道在我們信仰群體裡面
[00:04:16.000 --> 00:04:19.000]  我們又有沒有經歷過這幾個徵兆呢
[00:04:19.000 --> 00:04:21.000]  和弟兄姊妹之間
[00:04:21.000 --> 00:04:23.000]  但是
[00:04:23.000 --> 00:04:25.000]  如果剛才那些徵兆
[00:04:25.000 --> 00:04:27.000]  真的在我們信仰群體出現
[00:04:27.000 --> 00:04:28.000]  是不是我們都是
[00:04:28.000 --> 00:04:30.000]  哎呀,分開一下算了
[00:04:30.000 --> 00:04:31.000]  不見算了
[00:04:31.000 --> 00:04:33.000]  或者轉組呢
[00:04:33.000 --> 00:04:35.000]  就解決了那個問題呢?
[00:04:35.000 --> 00:04:36.000]  又或者
[00:04:36.000 --> 00:04:39.000]  其實在我們群體裡面
[00:04:39.000 --> 00:04:40.000]  相處的裡面
[00:04:40.000 --> 00:04:42.000]  又有沒有一點東西
[00:04:42.000 --> 00:04:45.000]  在破壞我們的關係呢?
[00:04:45.000 --> 00:04:48.000]  但是聖經又要教我們合一相愛
[00:04:48.000 --> 00:04:51.000]  又教我們要彼此扶持
[00:04:51.000 --> 00:04:52.000]  但是好像要
[00:04:52.000 --> 00:04:55.000]  就是馴服彼此相愛的功課
[00:04:55.000 --> 00:04:57.000]  有時候也很難,是不是?
[00:04:57.000 --> 00:04:59.000]  但是如果一不合
[00:04:59.000 --> 00:05:01.000]  我們就分開
[00:05:01.000 --> 00:05:04.000]  其實對我們整個信仰群體
[00:05:04.000 --> 00:05:06.000]  有什麼影響呢?
[00:05:06.000 --> 00:05:08.000]  我們今天也很想透過史圖行轉
[00:05:08.000 --> 00:05:10.000]  和大家一起去探討一下
[00:05:10.000 --> 00:05:12.000]  究竟聖經是怎麼說的
[00:05:12.000 --> 00:05:14.000]  當中是什麼教導
[00:05:14.000 --> 00:05:17.000]  經文是史圖行轉的十九章
[00:05:17.000 --> 00:05:18.000]  十到二十節
[00:05:18.000 --> 00:05:20.000]  我也想邀請大家
[00:05:20.000 --> 00:05:22.000]  一起跟我一起讀出來,好不好?
[00:05:22.000 --> 00:05:24.000]  好,預備,起
[00:05:24.000 --> 00:05:26.000]  (那時在大馬士革)
[00:05:26.000 --> 00:05:29.000]  (有一個門徒名叫阿拿尼亞)
[00:05:29.000 --> 00:05:32.000]  (主在異象中對他說)
[00:05:32.000 --> 00:05:34.000]  (阿拿尼亞,他說)
[00:05:34.000 --> 00:05:36.000]  (主呀,我在這裡)
[00:05:36.000 --> 00:05:37.000]  (主對他說)
[00:05:37.000 --> 00:05:40.000]  (起來往那叫直街的路去)
[00:05:40.000 --> 00:05:42.000]  (在猶大的家裡)
[00:05:42.000 --> 00:05:45.000]  (去找一個大素人名叫素樂)
[00:05:45.000 --> 00:05:47.000]  (他正在討告)
[00:05:47.000 --> 00:05:50.000]  (在異象中看見了一個人)
[00:05:50.000 --> 00:05:51.000]  (名叫阿拿尼亞)
[00:05:51.000 --> 00:05:53.000]  (進來為他按手)
[00:05:53.000 --> 00:05:56.000]  (讓他能看見)
[00:05:56.000 --> 00:05:58.000]  (阿拿尼亞回答說)
[00:05:58.000 --> 00:06:01.000]  (主呀,我聽見許多人說到這個人)
[00:06:01.000 --> 00:06:03.000]  (說他怎樣在耶路撒冷)
[00:06:03.000 --> 00:06:05.000]  (多多苦待你的聖徒)
[00:06:05.000 --> 00:06:07.000]  (並且他在這裡)
[00:06:07.000 --> 00:06:10.000]  (有從祭司長得來的權兵)
[00:06:10.000 --> 00:06:13.000]  (要捆綁一切求告黎明的人)
[00:06:13.000 --> 00:06:14.000]  (主對他說)
[00:06:14.000 --> 00:06:16.000]  (你只管去)
[00:06:16.000 --> 00:06:18.000]  (他是我所揀選的器命)
[00:06:18.000 --> 00:06:21.000]  (要在外邦人、君王)
[00:06:21.000 --> 00:06:24.000]  (和以色列人面前宣揚我的名)
[00:06:24.000 --> 00:06:26.000]  (我也要指示他)
[00:06:26.000 --> 00:06:29.000]  (為我的名必須受許多的苦)
[00:06:29.000 --> 00:06:31.000]  (阿拿尼亞就去了)
[00:06:31.000 --> 00:06:35.000]  (進入那家把手按在素樂身上)
[00:06:35.000 --> 00:06:37.000]  (說素樂弟兄)
[00:06:37.000 --> 00:06:39.000]  (在你來的路上)
[00:06:39.000 --> 00:06:42.000]  (向你顯現的主就是耶穌)
[00:06:42.000 --> 00:06:45.000]  (打發我來,叫你能再看見)
[00:06:45.000 --> 00:06:47.000]  (又被聖靈充滿)
[00:06:47.000 --> 00:06:49.000]  (素樂的眼睛上)
[00:06:49.000 --> 00:06:53.000]  (立刻好將有輪一般的東西掉下來)
[00:06:53.000 --> 00:06:55.000]  (祂就能再看見)
[00:06:55.000 --> 00:06:58.000]  (於是起來受了洗)
[00:06:58.000 --> 00:07:00.000]  (吃過飯,體力就恢復了)
[00:07:00.000 --> 00:07:03.000]  (素樂和大馬士家的門徒)
[00:07:03.000 --> 00:07:05.000]  (一起駐了些日子)
[00:07:05.000 --> 00:07:08.000]  (立刻在國會堂裡傳揚耶穌)
[00:07:08.000 --> 00:07:10.000]  (說他是神的兒子)
[00:07:10.000 --> 00:07:12.000]  (我們一起低頭禱告)
[00:07:12.000 --> 00:07:17.000]  天活上帝,求你跟我們說說話
[00:07:18.000 --> 00:07:20.000]  合一相愛,彼此復活
[00:07:20.000 --> 00:07:24.000]  和開功課,我們也不是第一次聽
[00:07:24.000 --> 00:07:26.000]  但真是打從心底
[00:07:26.000 --> 00:07:29.000]  我們真的有些人,我們好像很難愛
[00:07:29.000 --> 00:07:33.000]  很難放低,很難去原諒,很難去接納
[00:07:33.000 --> 00:07:36.000]  天父,我求你,直聖靈幫助我們
[00:07:36.000 --> 00:07:39.000]  透過經文,讓我們明白真理
[00:07:39.000 --> 00:07:42.000]  並且讓我們真的有能力,有力量地走出來
[00:07:42.000 --> 00:07:44.000]  願你親自跟我們同在
[00:07:44.000 --> 00:07:46.000]  跟我們每一個人說說話
[00:07:46.000 --> 00:07:49.000]  我們這樣祈禱交託,奉耶穌幾道名祈求
[00:07:49.000 --> 00:07:50.000]  阿末
[00:07:50.000 --> 00:07:52.000]  說說背景
[00:07:52.000 --> 00:07:55.000]  不過我估計這個記載大家都很熟悉
[00:07:55.000 --> 00:08:00.000]  當中經文提到的素羅,其實也就是使徒保羅
[00:08:00.000 --> 00:08:06.000]  當時的保羅,即素羅,他還沒改名
[00:08:06.000 --> 00:08:07.000]  舊的名字叫素羅
[00:08:07.000 --> 00:08:10.000]  他是一個謹守舊約律法的人
[00:08:10.000 --> 00:08:12.000]  也是以心侍奉上帝的人
[00:08:12.000 --> 00:08:18.000]  不過當時未信主的素羅,他認為基督教是異教
[00:08:18.000 --> 00:08:21.000]  因為他不相信耶穌就是那個利賽
[00:08:21.000 --> 00:08:22.000]  就是那個舊主
[00:08:22.000 --> 00:08:25.000]  他覺得基督徒在傳異教,異端的東西
[00:08:25.000 --> 00:08:27.000]  所以他就開始逼迫基督徒
[00:08:27.000 --> 00:08:31.000]  他想經過大馬士革這個地方
[00:08:31.000 --> 00:08:35.000]  其實他是繼續追捕基督徒
[00:08:35.000 --> 00:08:37.000]  在追捕基督徒的途中
[00:08:37.000 --> 00:08:41.000]  耶穌就在大馬士革當中向他顯現
[00:08:41.000 --> 00:08:43.000]  令到他雙眼看不到東西
[00:08:43.000 --> 00:08:47.000]  而耶穌就透過一個在大馬士革住的信徒
[00:08:47.000 --> 00:08:48.000]  他叫做阿那尼亞
[00:08:48.000 --> 00:08:52.000]  讓素羅可以重見光明
[00:08:52.000 --> 00:08:58.000]  經文一開始就提到大馬士革有一個門徒
[00:08:58.000 --> 00:09:00.000]  叫做阿那尼亞
[00:09:00.000 --> 00:09:04.000]  這個門徒絕對不是指十二門徒的門徒
[00:09:04.000 --> 00:09:08.000]  只不過是一個很普通信了耶穌的信徒
[00:09:08.000 --> 00:09:12.000]  而這個阿那尼亞,如果我們再看後一點的章節
[00:09:12.000 --> 00:09:14.000]  去到二十二章的十二節
[00:09:14.000 --> 00:09:16.000]  也有描述過他
[00:09:16.000 --> 00:09:18.000]  原來他也是一個猶太人
[00:09:18.000 --> 00:09:22.000]  同樣也是一個緊守律法的虔誠人
[00:09:22.000 --> 00:09:28.000]  耶穌透過意象吩咐阿那尼亞完成一件事
[00:09:28.000 --> 00:09:32.000]  當阿那尼亞聽到耶穌叫他的名字的時候
[00:09:32.000 --> 00:09:34.000]  他第一時間的反應就是
[00:09:34.000 --> 00:09:36.000]  主呀我在這裏
[00:09:36.000 --> 00:09:39.000]  原來原文翻譯還有一個字翻漏了
[00:09:39.000 --> 00:09:41.000]  就是behold這個字
[00:09:41.000 --> 00:09:44.000]  原文翻譯有behold, I am here Lord
[00:09:44.000 --> 00:09:45.000]  漏了這個字
[00:09:45.000 --> 00:09:46.000]  如果直接翻譯就是
[00:09:46.000 --> 00:09:49.000]  看看,你好,我在這裏主呀
[00:09:49.000 --> 00:09:52.000]  behold這個字的用法
[00:09:52.000 --> 00:09:55.000]  原文的用法是有強調的作用的
[00:09:55.000 --> 00:10:00.000]  就是說留心,看看,聽一聽,停一停,想一想
[00:10:00.000 --> 00:10:02.000]  就是這樣的意思
[00:10:02.000 --> 00:10:04.000]  其實除了第十節有behold這個字
[00:10:04.000 --> 00:10:06.000]  原來第十一節也有出現過
[00:10:06.000 --> 00:10:09.000]  就是數羅在討告
[00:10:09.000 --> 00:10:12.000]  behold, he is praying
[00:10:12.000 --> 00:10:15.000]  他正在祈禱,也有這個字
[00:10:15.000 --> 00:10:17.000]  我們先看看第十節
[00:10:17.000 --> 00:10:21.000]  第十節,耶穌在意象與阿那尼亞顯現
[00:10:21.000 --> 00:10:23.000]  而阿那尼亞的回應是什麼
[00:10:23.000 --> 00:10:25.000]  他說主呀我在這裏
[00:10:25.000 --> 00:10:28.000]  其實這個回應和上星期
[00:10:28.000 --> 00:10:34.000]  傳道說撒姆爾回應耶穌說的回應是很相似的
[00:10:34.000 --> 00:10:36.000]  還記得撒姆爾的回應是怎樣的
[00:10:36.000 --> 00:10:38.000]  請說,僕人敬聽
[00:10:38.000 --> 00:10:40.000]  我在這裏說僕人敬聽
[00:10:40.000 --> 00:10:44.000]  其實阿那尼亞這個回應也是表達著
[00:10:44.000 --> 00:10:46.000]  他有一個敬畏神的心
[00:10:46.000 --> 00:10:48.000]  有一個馴服神的心
[00:10:48.000 --> 00:10:50.000]  並且已經準備好了
[00:10:50.000 --> 00:10:55.000]  我在這裏準備好受耶穌猜遣的意思
[00:10:55.000 --> 00:10:59.000]  很特別耶穌向他透過意象顯現
[00:10:59.000 --> 00:11:03.000]  不過這個意象裏面又有一個意象
[00:11:03.000 --> 00:11:04.000]  不知道你們看到沒有
[00:11:04.000 --> 00:11:06.000]  簡單來說就是我發夢
[00:11:06.000 --> 00:11:08.000]  譬如我發夢見到老字號
[00:11:08.000 --> 00:11:10.000]  但是呢
[00:11:10.000 --> 00:11:12.000]  不用怕,ok的
[00:11:12.000 --> 00:11:14.000]  我發夢見到老字號
[00:11:14.000 --> 00:11:17.000]  但是我在夢裏面見到老字號的夢
[00:11:17.000 --> 00:11:19.000]  原來他在吃漢堡包
[00:11:19.000 --> 00:11:21.000]  就是這樣
[00:11:21.000 --> 00:11:24.000]  所以這個很有趣的意象就是
[00:11:24.000 --> 00:11:27.000]  主透過意象向阿那尼亞顯現
[00:11:27.000 --> 00:11:29.000]  但是這個意象裏面
[00:11:29.000 --> 00:11:32.000]  阿那尼亞是見到數羅的意象
[00:11:32.000 --> 00:11:35.000]  原來主也透過意象向數羅顯現
[00:11:35.000 --> 00:11:37.000]  在意象裏面
[00:11:37.000 --> 00:11:40.000]  數羅知道有一個人叫阿那尼亞的人
[00:11:40.000 --> 00:11:43.000]  將會找他並且醫好他的眼
[00:11:43.000 --> 00:11:45.000]  讓他看得見
[00:11:45.000 --> 00:11:49.000]  而耶穌的意象是很清晰的
[00:11:49.000 --> 00:11:52.000]  他向阿那尼亞吩咐是很清晰
[00:11:52.000 --> 00:11:55.000]  他說什麼?要去到哪條街?叫直街
[00:11:55.000 --> 00:11:58.000]  去找一個人叫尤大人的家
[00:11:58.000 --> 00:12:01.000]  裏面有一個來自大數的人
[00:12:01.000 --> 00:12:03.000]  大數是一個地方名
[00:12:03.000 --> 00:12:05.000]  也是數羅出生的地方
[00:12:05.000 --> 00:12:08.000]  大數是一個很高學術水準很繁榮的城市
[00:12:08.000 --> 00:12:10.000]  而數羅也是在那裏出生的
[00:12:10.000 --> 00:12:12.000]  而這個數羅是怎樣?
[00:12:12.000 --> 00:12:14.000]  站著肚子,就是找這個人
[00:12:14.000 --> 00:12:16.000]  找到他之後
[00:12:16.000 --> 00:12:18.000]  按手在他身上讓他能夠看見
[00:12:18.000 --> 00:12:22.000]  主的意象一點也不含,非常清晰
[00:12:22.000 --> 00:12:26.000]  不過,留意阿那尼亞的反應是怎樣?
[00:12:26.000 --> 00:12:28.000]  他是拒絕
[00:12:28.000 --> 00:12:30.000]  他推卻主的吩咐
[00:12:30.000 --> 00:12:32.000]  我們看13、14節
[00:12:32.000 --> 00:12:34.000]  阿那尼亞說什麼?
[00:12:34.000 --> 00:12:36.000]  主,不行啊
[00:12:36.000 --> 00:12:39.000]  聽聞這個人是迫霸基督徒的
[00:12:39.000 --> 00:12:43.000]  還有,他在大祭司裏拿了一個permit
[00:12:43.000 --> 00:12:45.000]  一個手令
[00:12:45.000 --> 00:12:48.000]  可以隨時捉迷途坐牢的
[00:12:48.000 --> 00:12:52.000]  阿那尼亞不想接受耶穌的吩咐
[00:12:52.000 --> 00:12:55.000]  因為,在他的認知裏面
[00:12:55.000 --> 00:12:59.000]  數羅這個人是來勢洶洶,來者不善
[00:12:59.000 --> 00:13:01.000]  不是好人來的
[00:13:01.000 --> 00:13:03.000]  他是一個迫霸教的人
[00:13:03.000 --> 00:13:04.000]  是敵人啊!
[00:13:04.000 --> 00:13:07.000]  每個人都是這樣說,每個人都是這樣傳他的
[00:13:07.000 --> 00:13:09.000]  為什麼要找他?為什麼要幫他?
[00:13:09.000 --> 00:13:11.000]  數羅一點也不值得幫
[00:13:11.000 --> 00:13:13.000]  他聽不到說,值得他死,他應得的
[00:13:13.000 --> 00:13:15.000]  這句是我加的,聖經沒有說
[00:13:15.000 --> 00:13:19.000]  我代入阿那尼亞的角色
[00:13:19.000 --> 00:13:24.000]  阿那尼亞不願意接受耶穌的吩咐
[00:13:24.000 --> 00:13:27.000]  因為,阿那尼亞只能看到
[00:13:27.000 --> 00:13:29.000]  甚至乎不是看到,我容許說
[00:13:29.000 --> 00:13:31.000]  聽聞而已
[00:13:31.000 --> 00:13:33.000]  聽聞數羅做過的壞事
[00:13:33.000 --> 00:13:36.000]  他就不想去幫助數羅了
[00:13:36.000 --> 00:13:38.000]  丁姊妹
