
[00:00:00.000 --> 00:00:02.000]  鄭博文:鄭博文,午安
[00:00:02.000 --> 00:00:09.000]  非常好,感謝陳家彬有機會可以一起集體敬拜神
[00:00:09.000 --> 00:00:11.000]  給點掌聲敬拜隊好不好
[00:00:11.000 --> 00:00:17.000]  我都好厲害,今日那些劍拜隊,廖詠雅,音樂處理很好
[00:00:17.000 --> 00:00:20.000]  很明顯女性聽的話,其實我不懂
[00:00:20.000 --> 00:00:25.000]  不過我知道他們花了很多時間去練,音樂管理做得很好
[00:00:25.000 --> 00:00:30.000]  非常好,感謝鄭少寶有這麼年青的電影姐妹可以一起參與侍奉
[00:00:30.000 --> 00:00:35.000]  每次我崇拜前,同一堆祈禱的時候
[00:00:35.000 --> 00:00:37.000]  就見到鄭少寶題是一個很好的地方
[00:00:37.000 --> 00:00:41.000]  有很多平台,很多機會讓不同的電影姐妹可以參與侍奉
[00:00:41.000 --> 00:00:46.000]  背後的目標都不只是想你在過程裏表現得
[00:00:46.000 --> 00:00:50.000]  或者表演出來的東西是好
[00:00:50.000 --> 00:00:53.000]  其實是很重要,是很想透過這個不同的侍奉
[00:00:53.000 --> 00:00:57.000]  讓你在過程裏能夠經歷神學習服侍
[00:00:57.000 --> 00:01:01.000]  究竟服侍是一回事是非常重要的
[00:01:01.000 --> 00:01:03.000]  所以鼓勵電影姐妹繼續在教會裏面
[00:01:03.000 --> 00:01:07.000]  特別是在自己的小組裏面,一起去投入信仰
[00:01:07.000 --> 00:01:09.000]  讓神去改變我們,這個很重要
[00:01:09.000 --> 00:01:12.000]  同樣都見到很多不同的侍奉團隊裏面
[00:01:12.000 --> 00:01:15.000]  都有些果姐姐,特別不是果姐姐,可能都是叔叔
[00:01:15.000 --> 00:01:18.000]  依依一起幫忙去參與
[00:01:18.000 --> 00:01:21.000]  這也是我們整個精神業的特色
[00:01:21.000 --> 00:01:23.000]  都邀請大家一起去參與這件事情之餘
[00:01:23.000 --> 00:01:27.000]  同樣都紀念我們需要更多的導師去衛生青年工作
[00:01:27.000 --> 00:01:29.000]  讓更多人來到我們中間可以去侍奉神
[00:01:29.000 --> 00:01:32.000]  或者一起去經歷神,這個很重要
[00:01:32.000 --> 00:01:34.000]  很開心跟大家分享上一句話
[00:01:34.000 --> 00:01:36.000]  是不是有些feel,有少少feel
[00:01:36.000 --> 00:01:38.000]  今天這個是我的題目
[00:01:38.000 --> 00:01:40.000]  這個題目叫做「變身」
[00:01:40.000 --> 00:01:43.000]  如果你有印象的話,都知道青少年整年的講道主題
[00:01:43.000 --> 00:01:45.000]  都是講我們很想透過我們的生命
[00:01:45.000 --> 00:01:48.000]  透過我們的群體去贏得同代的人
[00:01:48.000 --> 00:01:52.000]  如何贏回來呢?當然我們不是去贅賭
[00:01:52.000 --> 00:01:54.000]  贏的意思是希望用我們的生命見證
[00:01:54.000 --> 00:01:56.000]  能夠他們,或者這樣說
[00:01:56.000 --> 00:01:58.000]  我們身邊和他們差不多年紀的人
[00:01:58.000 --> 00:02:00.000]  能夠見到我們的生命見證
[00:02:00.000 --> 00:02:03.000]  獲取他們一種好的印象
[00:02:03.000 --> 00:02:05.000]  希望他們能夠見到我們因為信耶穌
[00:02:05.000 --> 00:02:07.000]  被吸引一起去認識一下
[00:02:07.000 --> 00:02:09.000]  這個耶穌如何去改變我們的生命
[00:02:09.000 --> 00:02:11.000]  這個月我們集中講一下
[00:02:11.000 --> 00:02:13.000]  我們很想全副音的過程裏面
[00:02:13.000 --> 00:02:16.000]  如何去培育一個人成為一個真正的門徒
[00:02:16.000 --> 00:02:20.000]  講門徒,我們不單是講我們知道耶穌有多少
[00:02:20.000 --> 00:02:22.000]  更重要是剛才我所講
[00:02:22.000 --> 00:02:25.000]  當我們說要將我們的生命展現出來的時候
[00:02:25.000 --> 00:02:27.000]  別人一定會看的是我們的品格
[00:02:27.000 --> 00:02:29.000]  看我們究竟如何活出來
[00:02:29.000 --> 00:02:31.000]  在生活上,我們的態度,我們的價值觀
[00:02:31.000 --> 00:02:34.000]  如何去展現,去活出這個信仰
[00:02:34.000 --> 00:02:36.000]  是非常重要的
[00:02:36.000 --> 00:02:40.000]  有人這樣說,做門徒訓練有三個很重要的方向
[00:02:40.000 --> 00:02:42.000]  我們要認識的,甚麼意思?
[00:02:42.000 --> 00:02:44.000]  即是當你信了耶穌的時候
[00:02:44.000 --> 00:02:47.000]  我們要成為一個跟隨耶穌的真門徒
[00:02:47.000 --> 00:02:49.000]  有三個方向,或者三樣東西
[00:02:49.000 --> 00:02:52.000]  你必須要去持之以恆
[00:02:52.000 --> 00:02:55.000]  甚至乎你花時間去訓練,去操練
[00:02:55.000 --> 00:02:58.000]  第一樣東西就是我們要去知道究竟耶穌是甚麼
[00:02:58.000 --> 00:03:02.000]  我們要知道的,這個比較認知性多一點
[00:03:02.000 --> 00:03:04.000]  簡單講,即是看聖經
[00:03:04.000 --> 00:03:06.000]  如果你不知道聖經講耶穌是甚麼
[00:03:06.000 --> 00:03:08.000]  只是由的利牧師告訴你耶穌是甚麼的話
[00:03:08.000 --> 00:03:11.000]  確實都有些偏差,當然我教的應該都準的
[00:03:11.000 --> 00:03:15.000]  但你自己認識,從聖經中自己去看
[00:03:15.000 --> 00:03:18.000]  這個是必須要自己去做的
[00:03:18.000 --> 00:03:21.000]  你對信仰對象是甚麼,這個信仰歷史是甚麼
[00:03:21.000 --> 00:03:25.000]  如果你沒甚麼概念,在認知上你沒甚麼概念的話
[00:03:25.000 --> 00:03:28.000]  你信的東西都比較虛浮
[00:03:28.000 --> 00:03:31.000]  只是信一些觀念,信一些傳統
[00:03:31.000 --> 00:03:34.000]  所以我們很想你去認識聖經,查經
[00:03:34.000 --> 00:03:37.000]  甚至說,如果你大專業,更加想你上主學
