
[00:00:00.000 --> 00:00:04.000]  Johnny剛才說他稱自己為「叔叔」
[00:00:04.000 --> 00:00:06.000]  我在下面想
[00:00:06.000 --> 00:00:08.000]  你也是叔叔,那我怎麼辦呢?
[00:00:08.000 --> 00:00:12.000]  不過在敬拜裡面
[00:00:12.000 --> 00:00:14.000]  又有另一個體會
[00:00:14.000 --> 00:00:19.000]  幸好我的敬拜上帝是最越立的
[00:00:19.000 --> 00:00:23.000]  不論我是阿嬸也好、阿姨也好、阿婆也好
[00:00:23.000 --> 00:00:25.000]  真正的敬拜上帝就是最越立
[00:00:25.000 --> 00:00:29.000]  好,今天我講到
[00:00:29.000 --> 00:00:32.000]  11月份講到的主題
[00:00:32.000 --> 00:00:36.000]  是叫做「突破全福音的障礙」
[00:00:36.000 --> 00:00:38.000]  我們講了很久
[00:00:38.000 --> 00:00:41.000]  從9月聽聽聽,講了很久全福音
[00:00:41.000 --> 00:00:45.000]  我們也知道全福音是信徒要做的事
[00:00:45.000 --> 00:00:48.000]  但是知道要做
[00:00:48.000 --> 00:00:50.000]  和想去做
[00:00:50.000 --> 00:00:52.000]  再有實際的行動
[00:00:52.000 --> 00:00:54.000]  其實這個過程也不容易
[00:00:54.000 --> 00:00:57.000]  因為總會有些東西出現
[00:00:57.000 --> 00:00:59.000]  會難了我們
[00:00:59.000 --> 00:01:01.000]  不想去全福音
[00:01:01.000 --> 00:01:03.000]  就好像減肥
[00:01:03.000 --> 00:01:05.000]  你知道要減肥
[00:01:05.000 --> 00:01:07.000]  和你想減肥
[00:01:07.000 --> 00:01:10.000]  甚至你真的去實行減肥
[00:01:10.000 --> 00:01:12.000]  這個過程也會難了
[00:01:12.000 --> 00:01:15.000]  可能有人會跟你說
[00:01:15.000 --> 00:01:17.000]  你要減肥了
[00:01:17.000 --> 00:01:19.000]  但你又覺得
[00:01:19.000 --> 00:01:21.000]  我也不是很肥
[00:01:21.000 --> 00:01:23.000]  不需要減肥
[00:01:25.000 --> 00:01:27.000]  或者你覺得
[00:01:27.000 --> 00:01:29.000]  我還是要減肥了
[00:01:29.000 --> 00:01:31.000]  當你真的想減肥
[00:01:31.000 --> 00:01:33.000]  但你的朋友又會跟你說
[00:01:33.000 --> 00:01:35.000]  先吃完這頓飯
[00:01:35.000 --> 00:01:37.000]  下午飯再減肥
[00:01:37.000 --> 00:01:39.000]  我老公身邊有很多這些朋友
[00:01:39.000 --> 00:01:41.000]  經常說先吃完這頓飯
[00:01:41.000 --> 00:01:43.000]  下午飯再減肥
[00:01:43.000 --> 00:01:45.000]  遲些再減肥
[00:01:45.000 --> 00:01:47.000]  或者你的起心肝
[00:01:47.000 --> 00:01:49.000]  真的去減肥了
[00:01:49.000 --> 00:01:51.000]  要節食了,要做運動了
[00:01:51.000 --> 00:01:53.000]  減肥的時候你又會覺得
[00:01:53.000 --> 00:01:55.000]  沒有什麼進展
[00:01:55.000 --> 00:01:57.000]  減肥了兩三磅之後
[00:01:57.000 --> 00:01:59.000]  重了五六七八磅
[00:01:59.000 --> 00:02:01.000]  又令你很失望
[00:02:01.000 --> 00:02:03.000]  又堅持不了下去
[00:02:03.000 --> 00:02:05.000]  是的
[00:02:05.000 --> 00:02:07.000]  我覺得有時候
[00:02:07.000 --> 00:02:09.000]  全福音好像也是這樣
[00:02:09.000 --> 00:02:11.000]  當我們
[00:02:11.000 --> 00:02:13.000]  有時候我們都覺得
[00:02:13.000 --> 00:02:15.000]  有沒有需要去傳
[00:02:15.000 --> 00:02:17.000]  或者要不要這麼急
[00:02:17.000 --> 00:02:19.000]  會不會遲些再傳
[00:02:19.000 --> 00:02:21.000]  甚至有時候傳瘋的時候
[00:02:21.000 --> 00:02:23.000]  這些都會成為我們的阻礙
[00:02:23.000 --> 00:02:25.000]  令我們不能堅持
[00:02:25.000 --> 00:02:27.000]  繼續傳下去
[00:02:27.000 --> 00:02:29.000]  聖經裏面都講到
[00:02:29.000 --> 00:02:33.000]  耶穌和一班門徒
[00:02:33.000 --> 00:02:35.000]  一起去傳福音的時候
[00:02:35.000 --> 00:02:37.000]  雖然都有很多人信主跟從主
[00:02:37.000 --> 00:02:39.000]  但是
[00:02:39.000 --> 00:02:41.000]  有時候你跟著跟著
[00:02:41.000 --> 00:02:43.000]  沒有人再想跟耶穌
[00:02:43.000 --> 00:02:45.000]  傳福音都未必有一個好的反應
[00:02:45.000 --> 00:02:47.000]  或者效果
[00:02:49.000 --> 00:02:51.000]  不過門徒卻是繼續堅持下去
[00:02:51.000 --> 00:02:53.000]  繼續跟從
[00:02:53.000 --> 00:02:55.000]  究竟什麼原因
[00:02:55.000 --> 00:02:57.000]  可以突破這些障礙
[00:02:57.000 --> 00:02:59.000]  仍然可以堅持下去
[00:02:59.000 --> 00:03:01.000]  我們看看經文怎麼說
[00:03:01.000 --> 00:03:03.000]  今天看經文是約翰福音
[00:03:03.000 --> 00:03:05.000]  六章
[00:03:05.000 --> 00:03:07.000]  66至71節
[00:03:07.000 --> 00:03:09.000]  我們一起讀
[00:03:09.000 --> 00:03:11.000]  好嗎 請大家一起讀
[00:03:11.000 --> 00:03:13.000]  預備起
[00:03:13.000 --> 00:03:15.000]  從此
[00:03:15.000 --> 00:03:17.000]  他們途中有很多退卻了
[00:03:17.000 --> 00:03:19.000]  在門徒的中途中
[00:03:19.000 --> 00:03:21.000]  耶穌就對打十二次號說
[00:03:21.000 --> 00:03:23.000]  你們也要離開嗎
[00:03:23.000 --> 00:03:25.000]  門徒回答他
[00:03:25.000 --> 00:03:27.000]  主要是讓永生知道
[00:03:27.000 --> 00:03:29.000]  我們還歸從誰
[00:03:29.000 --> 00:03:31.000]  我們已經信了
[00:03:31.000 --> 00:03:33.000]  就知道你是神的四者
[00:03:33.000 --> 00:03:35.000]  耶穌回答他們
