
[00:00:00.000 --> 00:00:02.500]  各位大英姐妹早晨
[00:00:02.500 --> 00:00:05.000]  大家好,我是阿Hoo
[00:00:05.000 --> 00:00:07.000]  Hoo傳道
[00:00:07.000 --> 00:00:10.500]  以前是青少報傳道人
[00:00:10.500 --> 00:00:13.000]  現在是在兒童部
[00:00:13.000 --> 00:00:16.000]  我在5、6、7、8、9樓走上12樓
[00:00:16.000 --> 00:00:18.000]  一起分享信息
[00:00:18.000 --> 00:00:20.000]  感謝神
[00:00:20.000 --> 00:00:22.500]  很開心,一會兒會說說
[00:00:22.500 --> 00:00:24.500]  每次回來青少報
[00:00:24.500 --> 00:00:26.000]  真的很感動
[00:00:26.000 --> 00:00:27.500]  因為一家人
[00:00:27.500 --> 00:00:31.000]  還有這裏是我這幾年
[00:00:31.000 --> 00:00:32.000]  不是十幾年
[00:00:32.000 --> 00:00:34.000]  這幾年成長的地方
[00:00:34.000 --> 00:00:37.500]  很多童工的相處
[00:00:37.500 --> 00:00:39.000]  和你們的關係
[00:00:39.000 --> 00:00:41.000]  可能中三跟我比較熟悉
[00:00:41.000 --> 00:00:43.500]  但中一、二應該不是很認識我
[00:00:43.500 --> 00:00:45.000]  不要緊的
[00:00:45.000 --> 00:00:47.500]  我是一個男生
[00:00:47.500 --> 00:00:51.000]  年紀和你差不多
[00:00:51.000 --> 00:00:53.000]  不要多說了
[00:00:53.000 --> 00:00:55.000]  我怕我忍言多說
[00:00:55.000 --> 00:00:58.000]  開始我們今天的講道
[00:00:58.000 --> 00:01:01.000]  我不知道大家預備好了嗎
[00:01:01.000 --> 00:01:04.000]  會不會很疲倦
[00:01:04.000 --> 00:01:07.000]  早上9點回來順拜呢
[00:01:07.000 --> 00:01:09.000]  我都會問問題
[00:01:09.000 --> 00:01:11.000]  青少報給我一個題目
[00:01:11.000 --> 00:01:13.500]  他說進入心靈深處
[00:01:13.500 --> 00:01:15.000]  不著福音
[00:01:15.000 --> 00:01:17.000]  我選了這段經文
[00:01:17.000 --> 00:01:19.000]  今天和大家一起分享
[00:01:19.000 --> 00:01:20.500]  大英姐妹
[00:01:20.500 --> 00:01:24.000]  你有沒有覺得有時都很累
[00:01:24.000 --> 00:01:25.000]  是呀
[00:01:25.000 --> 00:01:29.000]  會不會覺得身體上很疲累
[00:01:29.000 --> 00:01:30.500]  很累
[00:01:30.500 --> 00:01:32.500]  我給了一張照片
[00:01:32.500 --> 00:01:34.500]  我覺得我們香港人
[00:01:34.500 --> 00:01:37.000]  無論成人、青少年都好
[00:01:37.000 --> 00:01:39.000]  有時都很累
[00:01:39.000 --> 00:01:41.000]  好像睡極都不夠
